corpus,block,feat,K,t,variant,auc_succ,det_auc,res_auc_succ,res_det_auc,base_det_auc,npairs,n_scored,p_raw,p_res
A,detect,cell1280,4,30,esteps_w8,0.5697238322536652,0.5697238322536652,0.5523354926696216,0.5523354926696216,0.7988407773610637,2933.0,352.0,0.1890547263681592,0.36318407960199
A,detect,cell1280,4,30,dwell,0.3653256051824071,0.6346743948175929,0.4926696215479031,0.5073303784520968,0.7988407773610637,2933.0,352.0,0.0149253731343283,0.8955223880597015
A,detect,cell1280,4,30,stayp_w8,0.4043641322877599,0.59563586771224,0.504943743607228,0.504943743607228,0.7988407773610637,2933.0,352.0,0.0696517412935323,0.9203980099502488
A,detect,cell1280,4,30,nll_w8,0.6621206955335834,0.6621206955335834,0.4933515172178657,0.5066484827821343,0.7988407773610637,2933.0,352.0,0.0049751243781094,0.8706467661691543
A,detect,cell1280,8,20,absorb,0.528128196385953,0.528128196385953,0.5635867712240027,0.5635867712240027,0.594272076372315,2933.0,352.0,0.7263681592039801,0.4626865671641791
A,detect,cell1280,8,20,absorb_w8,0.4352199113535629,0.5647800886464371,0.441527446300716,0.5584725536992841,0.594272076372315,2933.0,352.0,0.4079601990049751,0.4875621890547263
A,detect,cell1280,8,20,absorb_drift,0.4906239345380156,0.5093760654619843,0.5260825093760655,0.5260825093760655,0.594272076372315,2933.0,352.0,0.9054726368159204,0.681592039800995
A,detect,cell1280,8,20,absorb_max_w8,0.5223320831912718,0.5223320831912718,0.5441527446300716,0.5441527446300716,0.594272076372315,2933.0,352.0,0.845771144278607,0.7014925373134329
A,detect,cell1280,8,20,frac_hirisk_w8,0.4094783498124786,0.5905216501875215,0.4193658370269348,0.5806341629730651,0.594272076372315,2933.0,352.0,0.0796019900497512,0.1044776119402985
A,detect,cell1280,8,20,emp_pool,0.5536992840095465,0.5536992840095465,0.5918854415274463,0.5918854415274463,0.594272076372315,2933.0,352.0,0.4378109452736318,0.1741293532338308
A,detect,cell1280,8,20,emp_pool_w8,0.4519263552676441,0.548073644732356,0.4558472553699284,0.5441527446300716,0.594272076372315,2933.0,352.0,0.5024875621890548,0.5870646766169154
A,detect,cell1280,8,20,emp_time,0.5871121718377088,0.5871121718377088,0.5615410842141152,0.5615410842141152,0.594272076372315,2933.0,352.0,0.2039800995024875,0.4228855721393035
A,detect,cell1280,8,20,esteps,0.5056256392771906,0.5056256392771906,0.5629048755540402,0.5629048755540402,0.594272076372315,2933.0,352.0,0.9104477611940298,0.2587064676616915
A,detect,cell1280,8,20,esteps_w8,0.4314694851687691,0.5685305148312308,0.4186839413569724,0.5813160586430276,0.594272076372315,2933.0,352.0,0.1741293532338308,0.1044776119402985
A,detect,cell1280,8,20,dwell,0.4425502898056597,0.5574497101943403,0.4087964541425162,0.5912035458574838,0.594272076372315,2933.0,352.0,0.2437810945273631,0.0945273631840796
A,detect,cell1280,8,20,stayp_w8,0.454653937947494,0.5453460620525059,0.442891237640641,0.557108762359359,0.594272076372315,2933.0,352.0,0.4029850746268656,0.2587064676616915
A,detect,cell1280,8,20,nll_w8,0.5482441186498466,0.5482441186498466,0.5482441186498466,0.5482441186498466,0.594272076372315,2933.0,352.0,0.373134328358209,0.3333333333333333
A,detect,cell1280,8,25,absorb,0.528980565973406,0.528980565973406,0.4858506648482782,0.5141493351517218,0.6345039209001023,2933.0,352.0,0.7014925373134329,0.8656716417910447
A,detect,cell1280,8,25,absorb_w8,0.4812478690760313,0.5187521309239687,0.5247187180361405,0.5247187180361405,0.6345039209001023,2933.0,352.0,0.845771144278607,0.8009950248756219
A,detect,cell1280,8,25,absorb_drift,0.5375042618479373,0.5375042618479373,0.4415274463007159,0.5584725536992841,0.6345039209001023,2933.0,352.0,0.4278606965174129,0.2487562189054726
A,detect,cell1280,8,25,absorb_max_w8,0.4853392430958063,0.5146607569041937,0.5107398568019093,0.5107398568019093,0.6345039209001023,2933.0,352.0,0.9402985074626866,0.9402985074626866
A,detect,cell1280,8,25,frac_hirisk_w8,0.4901125127855438,0.5098874872144562,0.5192635526764405,0.5192635526764405,0.6345039209001023,2933.0,352.0,0.8656716417910447,0.7512437810945274
A,detect,cell1280,8,25,emp_pool,0.3779406750767132,0.6220593249232867,0.4142516195022162,0.5857483804977839,0.6345039209001023,2933.0,352.0,0.0149253731343283,0.0945273631840796
A,detect,cell1280,8,25,emp_pool_w8,0.3731674053869758,0.6268325946130242,0.3569723832253665,0.6430276167746335,0.6345039209001023,2933.0,352.0,0.0398009950248756,0.0149253731343283
A,detect,cell1280,8,25,emp_time,0.4843163995908626,0.5156836004091374,0.4722127514490283,0.5277872485509717,0.6345039209001023,2933.0,352.0,0.7960199004975125,0.6119402985074627
A,detect,cell1280,8,25,esteps,0.5071599045346062,0.5071599045346062,0.4643709512444596,0.5356290487555404,0.6345039209001023,2933.0,352.0,0.9054726368159204,0.5323383084577115
A,detect,cell1280,8,25,esteps_w8,0.4468121377429253,0.5531878622570747,0.4885782475281282,0.5114217524718718,0.6345039209001023,2933.0,352.0,0.3482587064676617,0.8159203980099502
A,detect,cell1280,8,25,dwell,0.5971701329696556,0.5971701329696556,0.5588135015342652,0.5588135015342652,0.6345039209001023,2933.0,352.0,0.0547263681592039,0.2835820895522388
A,detect,cell1280,8,25,stayp_w8,0.3983975451755881,0.6016024548244119,0.4538015683600409,0.5461984316399591,0.6345039209001023,2933.0,352.0,0.099502487562189,0.3980099502487562
A,detect,cell1280,8,25,nll_w8,0.4664166382543471,0.5335833617456529,0.4783498124786907,0.5216501875213093,0.6345039209001023,2933.0,352.0,0.4875621890547263,0.6268656716417911
A,detect,cell1280,8,30,absorb,0.5748380497783839,0.5748380497783839,0.6385952949198773,0.6385952949198773,0.7988407773610637,2933.0,352.0,0.2736318407960199,0.0597014925373134
A,detect,cell1280,8,30,absorb_w8,0.559836345039209,0.559836345039209,0.5809751108080464,0.5809751108080464,0.7988407773610637,2933.0,352.0,0.4029850746268656,0.2835820895522388
A,detect,cell1280,8,30,absorb_drift,0.5271053528810092,0.5271053528810092,0.6252983293556086,0.6252983293556086,0.7988407773610637,2933.0,352.0,0.5920398009950248,0.0298507462686567
A,detect,cell1280,8,30,absorb_max_w8,0.5294919877258779,0.5294919877258779,0.524036822366178,0.524036822366178,0.7988407773610637,2933.0,352.0,0.7213930348258707,0.7960199004975125
A,detect,cell1280,8,30,frac_hirisk_w8,0.647800886464371,0.647800886464371,0.6072280941016025,0.6072280941016025,0.7988407773610637,2933.0,352.0,0.0049751243781094,0.0348258706467661
A,detect,cell1280,8,30,emp_pool,0.4340265939311285,0.5659734060688715,0.5584725536992841,0.5584725536992841,0.7988407773610637,2933.0,352.0,0.2985074626865671,0.3582089552238806
A,detect,cell1280,8,30,emp_pool_w8,0.2655983634503921,0.7344016365496079,0.357654278895329,0.642345721104671,0.7988407773610637,2933.0,352.0,0.0049751243781094,0.0199004975124378
A,detect,cell1280,8,30,emp_time,0.4769860211387657,0.5230139788612342,0.6024548244118649,0.6024548244118649,0.7988407773610637,2933.0,352.0,0.736318407960199,0.154228855721393
A,detect,cell1280,8,30,esteps,0.4145925673371974,0.5854074326628026,0.4994885782475281,0.5005114217524719,0.7988407773610637,2933.0,352.0,0.1144278606965174,0.9950248756218906
A,detect,cell1280,8,30,esteps_w8,0.5124445959768156,0.5124445959768156,0.5506307534947154,0.5506307534947154,0.7988407773610637,2933.0,352.0,0.8009950248756219,0.3333333333333333
A,detect,cell1280,8,30,dwell,0.4577224684623253,0.5422775315376747,0.528128196385953,0.528128196385953,0.7988407773610637,2933.0,352.0,0.3532338308457711,0.6069651741293532
A,detect,cell1280,8,30,stayp_w8,0.3385612001363792,0.6614387998636209,0.4237981588816911,0.576201841118309,0.7988407773610637,2933.0,352.0,0.0049751243781094,0.1592039800995024
A,detect,cell1280,8,30,nll_w8,0.5064780088646437,0.5064780088646437,0.4561882032049096,0.5438117967950904,0.7988407773610637,2933.0,352.0,0.8756218905472637,0.4776119402985074
A,detect,cell1280,16,20,absorb,0.438799863620866,0.561200136379134,0.4742584384589158,0.5257415615410842,0.594272076372315,2933.0,352.0,0.3681592039800995,0.6865671641791045
A,detect,cell1280,16,20,absorb_w8,0.4444255028980565,0.5555744971019434,0.4527787248550972,0.5472212751449028,0.594272076372315,2933.0,352.0,0.4129353233830846,0.4626865671641791
A,detect,cell1280,16,20,absorb_drift,0.4330037504261848,0.5669962495738152,0.4578929423798158,0.5421070576201841,0.594272076372315,2933.0,352.0,0.2288557213930348,0.4577114427860697
A,detect,cell1280,16,20,absorb_max_w8,0.4703375383566314,0.5296624616433685,0.5025571087623594,0.5025571087623594,0.594272076372315,2933.0,352.0,0.5970149253731343,0.9552238805970148
A,detect,cell1280,16,20,frac_hirisk_w8,0.4171496760995568,0.5828503239004432,0.4357313331060348,0.5642686668939652,0.594272076372315,2933.0,352.0,0.1094527363184079,0.2487562189054726
A,detect,cell1280,16,20,emp_pool,0.425161950221616,0.5748380497783839,0.4466416638254347,0.5533583361745653,0.594272076372315,2933.0,352.0,0.263681592039801,0.3830845771144278
A,detect,cell1280,16,20,emp_pool_w8,0.380327309921582,0.619672690078418,0.4115240368223661,0.5884759631776338,0.594272076372315,2933.0,352.0,0.0248756218905472,0.099502487562189
A,detect,cell1280,16,20,emp_time,0.4379474940334129,0.5620525059665871,0.437436072280941,0.562563927719059,0.594272076372315,2933.0,352.0,0.36318407960199,0.3880597014925373
A,detect,cell1280,16,20,esteps,0.4926696215479031,0.5073303784520968,0.518581657006478,0.518581657006478,0.594272076372315,2933.0,352.0,0.9154228855721394,0.7213930348258707
A,detect,cell1280,16,20,esteps_w8,0.5085236958745313,0.5085236958745313,0.4974428912376406,0.5025571087623594,0.594272076372315,2933.0,352.0,0.8855721393034826,0.9601990049751244
A,detect,cell1280,16,20,dwell,0.4722127514490283,0.5277872485509717,0.4357313331060348,0.5642686668939652,0.594272076372315,2933.0,352.0,0.5870646766169154,0.2238805970149253
A,detect,cell1280,16,20,stayp_w8,0.458745311967269,0.5412546880327309,0.4575519945448346,0.5424480054551654,0.594272076372315,2933.0,352.0,0.3781094527363184,0.3681592039800995
A,detect,cell1280,16,20,nll_w8,0.5927378111148994,0.5927378111148994,0.5768837367882714,0.5768837367882714,0.594272076372315,2933.0,352.0,0.0746268656716417,0.1243781094527363
A,detect,cell1280,16,25,absorb,0.3690760313672008,0.6309239686327992,0.3614047050801227,0.6385952949198772,0.6345039209001023,2933.0,352.0,0.0398009950248756,0.0348258706467661
A,detect,cell1280,16,25,absorb_w8,0.4345380156836003,0.5654619843163997,0.4422093419706784,0.5577906580293215,0.6345039209001023,2933.0,352.0,0.373134328358209,0.4278606965174129
A,detect,cell1280,16,25,absorb_drift,0.4157858847596318,0.5842141152403681,0.3296965564268667,0.6703034435731333,0.6345039209001023,2933.0,352.0,0.0945273631840796,0.0049751243781094
A,detect,cell1280,16,25,absorb_max_w8,0.4249914763041255,0.5750085236958745,0.4224343675417661,0.5775656324582339,0.6345039209001023,2933.0,352.0,0.2388059701492537,0.2238805970149253
A,detect,cell1280,16,25,frac_hirisk_w8,0.4590862598022502,0.5409137401977497,0.5018752130923969,0.5018752130923969,0.6345039209001023,2933.0,352.0,0.4378109452736318,0.9701492537313432
A,detect,cell1280,16,25,emp_pool,0.3513467439481759,0.6486532560518241,0.3586771224002728,0.6413228775997273,0.6345039209001023,2933.0,352.0,0.0199004975124378,0.0248756218905472
A,detect,cell1280,16,25,emp_pool_w8,0.3499829526082509,0.650017047391749,0.3723150357995227,0.6276849642004774,0.6345039209001023,2933.0,352.0,0.0099502487562189,0.0248756218905472
A,detect,cell1280,16,25,emp_time,0.3117967950903512,0.6882032049096488,0.3034435731333106,0.6965564268666894,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,cell1280,16,25,esteps,0.6053528810092056,0.6053528810092056,0.5908625980225025,0.5908625980225025,0.6345039209001023,2933.0,352.0,0.0398009950248756,0.0746268656716417
A,detect,cell1280,16,25,esteps_w8,0.568871462666212,0.568871462666212,0.5710876235935902,0.5710876235935902,0.6345039209001023,2933.0,352.0,0.208955223880597,0.1840796019900497
A,detect,cell1280,16,25,dwell,0.5100579611319468,0.5100579611319468,0.5424480054551654,0.5424480054551654,0.6345039209001023,2933.0,352.0,0.835820895522388,0.4378109452736318
A,detect,cell1280,16,25,stayp_w8,0.4488578247528128,0.5511421752471872,0.5571087623593591,0.5571087623593591,0.6345039209001023,2933.0,352.0,0.308457711442786,0.2736318407960199
A,detect,cell1280,16,25,nll_w8,0.4809069212410501,0.5190930787589498,0.485509717013297,0.5144902829867031,0.6345039209001023,2933.0,352.0,0.6965174129353234,0.8059701492537313
A,detect,cell1280,16,30,absorb,0.4111830889873849,0.5888169110126151,0.5741561541084214,0.5741561541084214,0.7988407773610637,2933.0,352.0,0.2238805970149253,0.3482587064676617
A,detect,cell1280,16,30,absorb_w8,0.3890214797136038,0.6109785202863962,0.5189226048414592,0.5189226048414592,0.7988407773610637,2933.0,352.0,0.1094527363184079,0.845771144278607
A,detect,cell1280,16,30,absorb_drift,0.4670985339243095,0.5329014660756904,0.5063075349471531,0.5063075349471531,0.7988407773610637,2933.0,352.0,0.5472636815920398,0.8905472636815921
A,detect,cell1280,16,30,absorb_max_w8,0.440163654960791,0.559836345039209,0.5223320831912718,0.5223320831912718,0.7988407773610637,2933.0,352.0,0.417910447761194,0.7860696517412935
A,detect,cell1280,16,30,frac_hirisk_w8,0.4331742243436754,0.5668257756563246,0.5257415615410842,0.5257415615410842,0.7988407773610637,2933.0,352.0,0.1890547263681592,0.6766169154228856
A,detect,cell1280,16,30,emp_pool,0.3972042277531538,0.6027957722468462,0.5121036481418343,0.5121036481418343,0.7988407773610637,2933.0,352.0,0.1044776119402985,0.8407960199004975
A,detect,cell1280,16,30,emp_pool_w8,0.3031026252983294,0.6968973747016707,0.3818615751789976,0.6181384248210025,0.7988407773610637,2933.0,352.0,0.0049751243781094,0.0348258706467661
A,detect,cell1280,16,30,emp_time,0.3706102966246164,0.6293897033753836,0.5492669621547903,0.5492669621547903,0.7988407773610637,2933.0,352.0,0.0646766169154228,0.472636815920398
A,detect,cell1280,16,30,esteps,0.5161950221616092,0.5161950221616092,0.4878963518581656,0.5121036481418344,0.7988407773610637,2933.0,352.0,0.7810945273631841,0.8059701492537313
A,detect,cell1280,16,30,esteps_w8,0.6273440163654961,0.6273440163654961,0.5789294237981589,0.5789294237981589,0.7988407773610637,2933.0,352.0,0.0248756218905472,0.154228855721393
A,detect,cell1280,16,30,dwell,0.4023184452778724,0.5976815547221275,0.474599386293897,0.5254006137061029,0.7988407773610637,2933.0,352.0,0.0597014925373134,0.6169154228855721
A,detect,cell1280,16,30,stayp_w8,0.4012956017729287,0.5987043982270712,0.5482441186498466,0.5482441186498466,0.7988407773610637,2933.0,352.0,0.0696517412935323,0.3532338308457711
A,detect,cell1280,16,30,nll_w8,0.450562563927719,0.5494374360722809,0.436072280941016,0.563927719058984,0.7988407773610637,2933.0,352.0,0.4278606965174129,0.2835820895522388
A,detect,cell1280,32,20,absorb,0.4140811455847255,0.5859188544152745,0.4531196726900784,0.5468803273099216,0.594272076372315,2933.0,352.0,0.1940298507462686,0.5074626865671642
A,detect,cell1280,32,20,absorb_w8,0.4070917149676099,0.5929082850323901,0.4227753153767473,0.5772246846232527,0.594272076372315,2933.0,352.0,0.2437810945273631,0.36318407960199
A,detect,cell1280,32,20,absorb_drift,0.4236276849642005,0.5763723150357996,0.4780088646437095,0.5219911353562905,0.594272076372315,2933.0,352.0,0.1393034825870646,0.6965174129353234
A,detect,cell1280,32,20,absorb_max_w8,0.3804977838390726,0.6195022161609274,0.4142516195022162,0.5857483804977839,0.594272076372315,2933.0,352.0,0.0398009950248756,0.1890547263681592
A,detect,cell1280,32,20,frac_hirisk_w8,0.4168087282645755,0.5831912717354244,0.4248210023866348,0.5751789976133652,0.594272076372315,2933.0,352.0,0.0597014925373134,0.099502487562189
A,detect,cell1280,32,20,emp_pool,0.3285032390044323,0.6714967609955677,0.3573133310603478,0.6426866689396522,0.594272076372315,2933.0,352.0,0.0099502487562189,0.0199004975124378
A,detect,cell1280,32,20,emp_pool_w8,0.3068530514831231,0.6931469485168769,0.3440163654960791,0.6559836345039209,0.594272076372315,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,cell1280,32,20,emp_time,0.3312308216842823,0.6687691783157177,0.3627684964200477,0.6372315035799523,0.594272076372315,2933.0,352.0,0.0099502487562189,0.0248756218905472
A,detect,cell1280,32,20,esteps,0.6333106034776679,0.6333106034776679,0.605182407091715,0.605182407091715,0.594272076372315,2933.0,352.0,0.0149253731343283,0.0348258706467661
A,detect,cell1280,32,20,esteps_w8,0.6065461984316399,0.6065461984316399,0.5833617456529151,0.5833617456529151,0.594272076372315,2933.0,352.0,0.0348258706467661,0.099502487562189
A,detect,cell1280,32,20,dwell,0.5519945448346403,0.5519945448346403,0.5165359699965906,0.5165359699965906,0.594272076372315,2933.0,352.0,0.2537313432835821,0.746268656716418
A,detect,cell1280,32,20,stayp_w8,0.5973406068871463,0.5973406068871463,0.5574497101943403,0.5574497101943403,0.594272076372315,2933.0,352.0,0.0398009950248756,0.2537313432835821
A,detect,cell1280,32,20,nll_w8,0.5334128878281623,0.5334128878281623,0.5516535969996591,0.5516535969996591,0.594272076372315,2933.0,352.0,0.527363184079602,0.3432835820895522
A,detect,cell1280,32,25,absorb,0.3499829526082509,0.650017047391749,0.3467439481759291,0.6532560518240709,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0099502487562189
A,detect,cell1280,32,25,absorb_w8,0.3278213433344698,0.6721786566655301,0.319127173542448,0.680872826457552,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,cell1280,32,25,absorb_drift,0.4945448346402999,0.5054551653597,0.4282304807364473,0.5717695192635527,0.6345039209001023,2933.0,352.0,0.900497512437811,0.1940298507462686
A,detect,cell1280,32,25,absorb_max_w8,0.339072621888851,0.660927378111149,0.3467439481759291,0.6532560518240709,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,cell1280,32,25,frac_hirisk_w8,0.4485168769178316,0.5514831230821684,0.3712921922945789,0.6287078077054211,0.6345039209001023,2933.0,352.0,0.2437810945273631,0.0149253731343283
A,detect,cell1280,32,25,emp_pool,0.3117967950903512,0.6882032049096488,0.3351517217865666,0.6648482782134333,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0099502487562189
A,detect,cell1280,32,25,emp_pool_w8,0.2763382202523014,0.7236617797476985,0.2877599727241732,0.7122400272758268,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,cell1280,32,25,emp_time,0.3034435731333106,0.6965564268666894,0.2986703034435731,0.7013296965564269,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,cell1280,32,25,esteps,0.6888851005796113,0.6888851005796113,0.7006478008864644,0.7006478008864644,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,cell1280,32,25,esteps_w8,0.69672690078418,0.69672690078418,0.6757586089328332,0.6757586089328332,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,cell1280,32,25,dwell,0.6019434026593932,0.6019434026593932,0.6389362427548585,0.6389362427548585,0.6345039209001023,2933.0,352.0,0.0646766169154228,0.0298507462686567
A,detect,cell1280,32,25,stayp_w8,0.418854415274463,0.581145584725537,0.5349471530855779,0.5349471530855779,0.6345039209001023,2933.0,352.0,0.1144278606965174,0.4079601990049751
A,detect,cell1280,32,25,nll_w8,0.5533583361745653,0.5533583361745653,0.5618820320490965,0.5618820320490965,0.6345039209001023,2933.0,352.0,0.3233830845771144,0.2487562189054726
A,detect,cell1280,32,30,absorb,0.3673712921922946,0.6326287078077054,0.5376747357654279,0.5376747357654279,0.7988407773610637,2933.0,352.0,0.0149253731343283,0.5671641791044776
A,detect,cell1280,32,30,absorb_w8,0.3620866007500852,0.6379133992499147,0.513126491646778,0.513126491646778,0.7988407773610637,2933.0,352.0,0.0248756218905472,0.845771144278607
A,detect,cell1280,32,30,absorb_drift,0.4255028980565973,0.5744971019434026,0.5772246846232526,0.5772246846232526,0.7988407773610637,2933.0,352.0,0.1293532338308457,0.0895522388059701
A,detect,cell1280,32,30,absorb_max_w8,0.3723150357995227,0.6276849642004774,0.4459597681554722,0.5540402318445278,0.7988407773610637,2933.0,352.0,0.0348258706467661,0.3781094527363184
A,detect,cell1280,32,30,frac_hirisk_w8,0.4273781111489942,0.5726218888510057,0.5554040231844528,0.5554040231844528,0.7988407773610637,2933.0,352.0,0.1343283582089552,0.2388059701492537
A,detect,cell1280,32,30,emp_pool,0.2599727241732015,0.7400272758267985,0.4398227071258097,0.5601772928741903,0.7988407773610637,2933.0,352.0,0.0049751243781094,0.4079601990049751
A,detect,cell1280,32,30,emp_pool_w8,0.2604841459256733,0.7395158540743266,0.4367541766109785,0.5632458233890214,0.7988407773610637,2933.0,352.0,0.0049751243781094,0.3383084577114428
A,detect,cell1280,32,30,emp_time,0.3133310603477668,0.6866689396522332,0.4868735083532219,0.513126491646778,0.7988407773610637,2933.0,352.0,0.0099502487562189,0.8706467661691543
