corpus,block,feat,K,t,variant,auc_succ,det_auc,res_auc_succ,res_det_auc,base_det_auc,npairs,n_scored,p_raw,p_res
A,detect,cell1280,32,30,esteps,0.4335151721786566,0.5664848278213434,0.5025571087623594,0.5025571087623594,0.7988407773610637,2933.0,352.0,0.2288557213930348,0.9850746268656716
A,detect,cell1280,32,30,esteps_w8,0.6116604159563587,0.6116604159563587,0.6096147289464712,0.6096147289464712,0.7988407773610637,2933.0,352.0,0.0348258706467661,0.0298507462686567
A,detect,cell1280,32,30,dwell,0.3694169792021821,0.6305830207978179,0.4831230821684282,0.5168769178315717,0.7988407773610637,2933.0,352.0,0.0149253731343283,0.7213930348258707
A,detect,cell1280,32,30,stayp_w8,0.394817592908285,0.6051824070917149,0.5339243095806342,0.5339243095806342,0.7988407773610637,2933.0,352.0,0.0348258706467661,0.5074626865671642
A,detect,cell1280,32,30,nll_w8,0.4728946471189908,0.5271053528810092,0.4190248891919536,0.5809751108080463,0.7988407773610637,2933.0,352.0,0.6169154228855721,0.1144278606965174
A,detect,cell1280,64,20,absorb,0.4341970678486191,0.5658029321513809,0.4810773951585407,0.5189226048414592,0.594272076372315,2933.0,352.0,0.373134328358209,0.8407960199004975
A,detect,cell1280,64,20,absorb_w8,0.4284009546539379,0.571599045346062,0.4340265939311285,0.5659734060688715,0.594272076372315,2933.0,352.0,0.4875621890547263,0.5124378109452736
A,detect,cell1280,64,20,absorb_drift,0.4094783498124787,0.5905216501875212,0.4561882032049096,0.5438117967950904,0.594272076372315,2933.0,352.0,0.099502487562189,0.4129353233830846
A,detect,cell1280,64,20,absorb_max_w8,0.3770883054892601,0.6229116945107398,0.4139106716672349,0.5860893283327651,0.594272076372315,2933.0,352.0,0.0945273631840796,0.2985074626865671
A,detect,cell1280,64,20,frac_hirisk_w8,0.5005114217524719,0.5005114217524719,0.5567678145243777,0.5567678145243777,0.594272076372315,2933.0,352.0,0.9950248756218906,0.3383084577114428
A,detect,cell1280,64,20,emp_pool,0.3042959427207637,0.6957040572792363,0.3406068871462666,0.6593931128537334,0.594272076372315,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,cell1280,64,20,emp_pool_w8,0.2814524377770201,0.7185475622229799,0.3215138083873167,0.6784861916126832,0.594272076372315,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,cell1280,64,20,emp_time,0.3165700647800886,0.6834299352199114,0.3569723832253665,0.6430276167746335,0.594272076372315,2933.0,352.0,0.0099502487562189,0.0248756218905472
A,detect,cell1280,64,20,esteps,0.6479713603818615,0.6479713603818615,0.59836345039209,0.59836345039209,0.594272076372315,2933.0,352.0,0.0099502487562189,0.0845771144278607
A,detect,cell1280,64,20,esteps_w8,0.7321854756222298,0.7321854756222298,0.6975792703716331,0.6975792703716331,0.594272076372315,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,cell1280,64,20,dwell,0.5746675758608932,0.5746675758608932,0.5141493351517218,0.5141493351517218,0.594272076372315,2933.0,352.0,0.0746268656716417,0.7711442786069652
A,detect,cell1280,64,20,stayp_w8,0.5801227412205933,0.5801227412205933,0.5230139788612342,0.5230139788612342,0.594272076372315,2933.0,352.0,0.1144278606965174,0.7014925373134329
A,detect,cell1280,64,20,nll_w8,0.5023866348448688,0.5023866348448688,0.490964882372997,0.5090351176270029,0.594272076372315,2933.0,352.0,0.9552238805970148,0.9104477611940298
A,detect,cell1280,64,25,absorb,0.3639618138424821,0.636038186157518,0.3498124786907603,0.6501875213092396,0.6345039209001023,2933.0,352.0,0.044776119402985,0.0199004975124378
A,detect,cell1280,64,25,absorb_w8,0.3832253665189226,0.6167746334810774,0.3897033753835663,0.6102966246164336,0.6345039209001023,2933.0,352.0,0.1393034825870646,0.1691542288557214
A,detect,cell1280,64,25,absorb_drift,0.4468121377429253,0.5531878622570747,0.3791339924991476,0.6208660075008523,0.6345039209001023,2933.0,352.0,0.2835820895522388,0.0298507462686567
A,detect,cell1280,64,25,absorb_max_w8,0.3233890214797136,0.6766109785202864,0.3273099215819979,0.6726900784180021,0.6345039209001023,2933.0,352.0,0.0149253731343283,0.0149253731343283
A,detect,cell1280,64,25,frac_hirisk_w8,0.5231844527787248,0.5231844527787248,0.4742584384589158,0.5257415615410842,0.6345039209001023,2933.0,352.0,0.582089552238806,0.6318407960199005
A,detect,cell1280,64,25,emp_pool,0.260654619843164,0.7393453801568359,0.2782134333446983,0.7217865666553017,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,cell1280,64,25,emp_pool_w8,0.3058302079781793,0.6941697920218206,0.313672008182748,0.686327991817252,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,cell1280,64,25,emp_time,0.2848619161268326,0.7151380838731674,0.2758267984998295,0.7241732015001705,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,cell1280,64,25,esteps,0.6401295601772928,0.6401295601772928,0.6542788953290146,0.6542788953290146,0.6345039209001023,2933.0,352.0,0.0099502487562189,0.0049751243781094
A,detect,cell1280,64,25,esteps_w8,0.6713262870780771,0.6713262870780771,0.6628025912035459,0.6628025912035459,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,cell1280,64,25,dwell,0.5141493351517218,0.5141493351517218,0.5669962495738153,0.5669962495738153,0.6345039209001023,2933.0,352.0,0.7313432835820896,0.2437810945273631
A,detect,cell1280,64,25,stayp_w8,0.4896010910330719,0.5103989089669281,0.5980225025571089,0.5980225025571089,0.6345039209001023,2933.0,352.0,0.835820895522388,0.0597014925373134
A,detect,cell1280,64,25,nll_w8,0.5225025571087624,0.5225025571087624,0.519945448346403,0.519945448346403,0.6345039209001023,2933.0,352.0,0.6965174129353234,0.7114427860696517
A,detect,cell1280,64,30,absorb,0.3002045687009887,0.6997954312990112,0.5025571087623594,0.5025571087623594,0.7988407773610637,2933.0,352.0,0.0049751243781094,0.9850746268656716
A,detect,cell1280,64,30,absorb_w8,0.3071939993181043,0.6928060006818957,0.484145925673372,0.515854074326628,0.7988407773610637,2933.0,352.0,0.0049751243781094,0.8606965174129353
A,detect,cell1280,64,30,absorb_drift,0.3484486873508353,0.6515513126491647,0.5243777702011593,0.5243777702011593,0.7988407773610637,2933.0,352.0,0.0149253731343283,0.6716417910447762
A,detect,cell1280,64,30,absorb_max_w8,0.3779406750767132,0.6220593249232867,0.4821002386634845,0.5178997613365155,0.7988407773610637,2933.0,352.0,0.0895522388059701,0.8407960199004975
A,detect,cell1280,64,30,frac_hirisk_w8,0.4411864984657347,0.5588135015342652,0.5322195704057279,0.5322195704057279,0.7988407773610637,2933.0,352.0,0.308457711442786,0.5472636815920398
A,detect,cell1280,64,30,emp_pool,0.2425843845891578,0.7574156154108421,0.4207296283668599,0.5792703716331401,0.7988407773610637,2933.0,352.0,0.0049751243781094,0.263681592039801
A,detect,cell1280,64,30,emp_pool_w8,0.2035458574838049,0.7964541425161951,0.3637913399249914,0.6362086600750085,0.7988407773610637,2933.0,352.0,0.0049751243781094,0.0348258706467661
A,detect,cell1280,64,30,emp_time,0.2843504943743607,0.7156495056256393,0.4418683941356972,0.5581316058643028,0.7988407773610637,2933.0,352.0,0.0049751243781094,0.4776119402985074
A,detect,cell1280,64,30,esteps,0.378963518581657,0.621036481418343,0.4633481077395158,0.5366518922604842,0.7988407773610637,2933.0,352.0,0.0199004975124378,0.4975124378109453
A,detect,cell1280,64,30,esteps_w8,0.5952949198772588,0.5952949198772588,0.5772246846232526,0.5772246846232526,0.7988407773610637,2933.0,352.0,0.0597014925373134,0.1343283582089552
A,detect,cell1280,64,30,dwell,0.3411183088987385,0.6588816911012615,0.3937947494033413,0.6062052505966586,0.7988407773610637,2933.0,352.0,0.0049751243781094,0.0547263681592039
A,detect,cell1280,64,30,stayp_w8,0.3914081145584726,0.6085918854415274,0.517217865666553,0.517217865666553,0.7988407773610637,2933.0,352.0,0.044776119402985,0.7860696517412935
A,detect,cell1280,64,30,nll_w8,0.485509717013297,0.5144902829867031,0.4384589157858847,0.5615410842141153,0.7988407773610637,2933.0,352.0,0.8159203980099502,0.2537313432835821
A,detect,mean32,4,20,absorb,0.6089328332765088,0.6089328332765088,0.5966587112171837,0.5966587112171837,0.594272076372315,2933.0,352.0,0.2039800995024875,0.2885572139303483
A,detect,mean32,4,20,absorb_w8,0.5115922263893624,0.5115922263893624,0.4964200477326969,0.5035799522673031,0.594272076372315,2933.0,352.0,0.9353233830845772,0.9850746268656716
A,detect,mean32,4,20,absorb_drift,0.5334128878281623,0.5334128878281623,0.548926014319809,0.548926014319809,0.594272076372315,2933.0,352.0,0.5621890547263682,0.373134328358209
A,detect,mean32,4,20,absorb_max_w8,0.6481418342993521,0.6481418342993521,0.6307534947153085,0.6307534947153085,0.594272076372315,2933.0,352.0,0.0497512437810945,0.0945273631840796
A,detect,mean32,4,20,frac_hirisk_w8,0.5593249232867371,0.5593249232867371,0.5352881009205591,0.5352881009205591,0.594272076372315,2933.0,352.0,0.2338308457711442,0.4577114427860697
A,detect,mean32,4,20,emp_pool,0.4101602454824412,0.5898397545175589,0.4541425161950221,0.5458574838049779,0.594272076372315,2933.0,352.0,0.263681592039801,0.6865671641791045
A,detect,mean32,4,20,emp_pool_w8,0.414763041254688,0.5852369587453119,0.4589157858847596,0.5410842141152403,0.594272076372315,2933.0,352.0,0.208955223880597,0.5174129353233831
A,detect,mean32,4,20,emp_time,0.3944766450733037,0.6055233549266963,0.4350494374360722,0.5649505625639277,0.594272076372315,2933.0,352.0,0.2139303482587064,0.5671641791044776
A,detect,mean32,4,20,esteps,0.5438117967950903,0.5438117967950903,0.5335833617456529,0.5335833617456529,0.594272076372315,2933.0,352.0,0.4427860696517413,0.5472636815920398
A,detect,mean32,4,20,esteps_w8,0.5528469144220933,0.5528469144220933,0.5349471530855779,0.5349471530855779,0.594272076372315,2933.0,352.0,0.3184079601990049,0.5174129353233831
A,detect,mean32,4,20,dwell,0.446982611660416,0.553017388339584,0.4224343675417661,0.5775656324582339,0.594272076372315,2933.0,352.0,0.263681592039801,0.1094527363184079
A,detect,mean32,4,20,stayp_w8,0.5985339243095805,0.5985339243095805,0.5765427889532901,0.5765427889532901,0.594272076372315,2933.0,352.0,0.0497512437810945,0.1343283582089552
A,detect,mean32,4,20,nll_w8,0.6882032049096488,0.6882032049096488,0.6668939652233209,0.6668939652233209,0.594272076372315,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,mean32,4,25,absorb,0.6725196045005113,0.6725196045005113,0.6566655301738833,0.6566655301738833,0.6345039209001023,2933.0,352.0,0.0199004975124378,0.0497512437810945
A,detect,mean32,4,25,absorb_w8,0.5939311285373338,0.5939311285373338,0.6297306512103649,0.6297306512103649,0.6345039209001023,2933.0,352.0,0.36318407960199,0.1791044776119403
A,detect,mean32,4,25,absorb_drift,0.5775656324582338,0.5775656324582338,0.4967609955676781,0.5032390044323218,0.6345039209001023,2933.0,352.0,0.1243781094527363,0.965174129353234
A,detect,mean32,4,25,absorb_max_w8,0.6213774292533243,0.6213774292533243,0.6406409819297647,0.6406409819297647,0.6345039209001023,2933.0,352.0,0.1741293532338308,0.0895522388059701
A,detect,mean32,4,25,frac_hirisk_w8,0.6418342993521992,0.6418342993521992,0.6314353903852711,0.6314353903852711,0.6345039209001023,2933.0,352.0,0.0149253731343283,0.0199004975124378
A,detect,mean32,4,25,emp_pool,0.409307875894988,0.5906921241050119,0.4268666893965223,0.5731333106034777,0.6345039209001023,2933.0,352.0,0.2835820895522388,0.3980099502487562
A,detect,mean32,4,25,emp_pool_w8,0.3617456529151039,0.638254347084896,0.3593590180702352,0.6406409819297647,0.6345039209001023,2933.0,352.0,0.0497512437810945,0.044776119402985
A,detect,mean32,4,25,emp_time,0.409307875894988,0.5906921241050119,0.4292533242413911,0.5707466757586088,0.6345039209001023,2933.0,352.0,0.2338308457711442,0.4029850746268656
A,detect,mean32,4,25,esteps,0.5763723150357994,0.5763723150357994,0.559836345039209,0.559836345039209,0.6345039209001023,2933.0,352.0,0.1641791044776119,0.2985074626865671
A,detect,mean32,4,25,esteps_w8,0.557108762359359,0.557108762359359,0.5823389021479713,0.5823389021479713,0.6345039209001023,2933.0,352.0,0.308457711442786,0.1393034825870646
A,detect,mean32,4,25,dwell,0.5603477667916809,0.5603477667916809,0.5676781452437777,0.5676781452437777,0.6345039209001023,2933.0,352.0,0.2686567164179104,0.2139303482587064
A,detect,mean32,4,25,stayp_w8,0.7043982270712581,0.7043982270712581,0.711217183770883,0.711217183770883,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,mean32,4,25,nll_w8,0.4440845550630753,0.5559154449369246,0.4064098192976474,0.5935901807023525,0.6345039209001023,2933.0,352.0,0.3034825870646766,0.0746268656716417
A,detect,mean32,4,30,absorb,0.585236958745312,0.585236958745312,0.6225707466757586,0.6225707466757586,0.7988407773610637,2933.0,352.0,0.2885572139303483,0.1094527363184079
A,detect,mean32,4,30,absorb_w8,0.6143879986362086,0.6143879986362086,0.640981929764746,0.640981929764746,0.7988407773610637,2933.0,352.0,0.2388059701492537,0.1044776119402985
A,detect,mean32,4,30,absorb_drift,0.4710194340265939,0.5289805659734061,0.5560859188544153,0.5560859188544153,0.7988407773610637,2933.0,352.0,0.5572139303482587,0.2786069651741293
A,detect,mean32,4,30,absorb_max_w8,0.6232526423457211,0.6232526423457211,0.6157517899761337,0.6157517899761337,0.7988407773610637,2933.0,352.0,0.1791044776119403,0.2189054726368159
A,detect,mean32,4,30,frac_hirisk_w8,0.6148994203886805,0.6148994203886805,0.6068871462666212,0.6068871462666212,0.7988407773610637,2933.0,352.0,0.0149253731343283,0.0497512437810945
A,detect,mean32,4,30,emp_pool,0.4597681554722127,0.5402318445277873,0.4780088646437095,0.5219911353562905,0.7988407773610637,2933.0,352.0,0.5472636815920398,0.7263681592039801
A,detect,mean32,4,30,emp_pool_w8,0.3770883054892601,0.6229116945107398,0.4050460279577225,0.5949539720422775,0.7988407773610637,2933.0,352.0,0.0646766169154228,0.1492537313432835
A,detect,mean32,4,30,emp_time,0.627855438117968,0.627855438117968,0.6587112171837709,0.6587112171837709,0.7988407773610637,2933.0,352.0,0.0845771144278607,0.0149253731343283
A,detect,mean32,4,30,esteps,0.5658029321513809,0.5658029321513809,0.5697238322536653,0.5697238322536653,0.7988407773610637,2933.0,352.0,0.1791044776119403,0.1492537313432835
A,detect,mean32,4,30,esteps_w8,0.5656324582338902,0.5656324582338902,0.59563586771224,0.59563586771224,0.7988407773610637,2933.0,352.0,0.208955223880597,0.0547263681592039
A,detect,mean32,4,30,dwell,0.4594272076372315,0.5405727923627686,0.5506307534947154,0.5506307534947154,0.7988407773610637,2933.0,352.0,0.4427860696517413,0.3482587064676617
A,detect,mean32,4,30,stayp_w8,0.672690078418002,0.672690078418002,0.665871121718377,0.665871121718377,0.7988407773610637,2933.0,352.0,0.0049751243781094,0.0099502487562189
A,detect,mean32,4,30,nll_w8,0.4582338902147971,0.5417661097852029,0.3869757927037163,0.6130242072962837,0.7988407773610637,2933.0,352.0,0.4527363184079602,0.044776119402985
A,detect,mean32,8,20,absorb,0.3764064098192976,0.6235935901807024,0.4050460279577225,0.5949539720422775,0.594272076372315,2933.0,352.0,0.0945273631840796,0.2238805970149253
A,detect,mean32,8,20,absorb_w8,0.458745311967269,0.5412546880327309,0.4527787248550972,0.5472212751449028,0.594272076372315,2933.0,352.0,0.6716417910447762,0.6268656716417911
A,detect,mean32,8,20,absorb_drift,0.3211728605523355,0.6788271394476645,0.3637913399249914,0.6362086600750085,0.594272076372315,2933.0,352.0,0.0049751243781094,0.0199004975124378
A,detect,mean32,8,20,absorb_max_w8,0.4359018070235254,0.5640981929764746,0.4674394817592908,0.5325605182407092,0.594272076372315,2933.0,352.0,0.4577114427860697,0.7512437810945274
A,detect,mean32,8,20,frac_hirisk_w8,0.4769860211387657,0.5230139788612342,0.4868735083532219,0.513126491646778,0.594272076372315,2933.0,352.0,0.6766169154228856,0.8208955223880597
A,detect,mean32,8,20,emp_pool,0.3484486873508353,0.6515513126491647,0.3849301056938288,0.6150698943061712,0.594272076372315,2933.0,352.0,0.0099502487562189,0.0497512437810945
A,detect,mean32,8,20,emp_pool_w8,0.4140811455847255,0.5859188544152745,0.4162973065121036,0.5837026934878964,0.594272076372315,2933.0,352.0,0.1442786069651741,0.1741293532338308
A,detect,mean32,8,20,emp_time,0.353562904875554,0.646437095124446,0.3672008182748039,0.6327991817251961,0.594272076372315,2933.0,352.0,0.0149253731343283,0.0348258706467661
A,detect,mean32,8,20,esteps,0.6218888510057962,0.6218888510057962,0.5912035458574837,0.5912035458574837,0.594272076372315,2933.0,352.0,0.0199004975124378,0.099502487562189
A,detect,mean32,8,20,esteps_w8,0.6406409819297647,0.6406409819297647,0.6116604159563587,0.6116604159563587,0.594272076372315,2933.0,352.0,0.0149253731343283,0.0348258706467661
A,detect,mean32,8,20,dwell,0.4962495738152063,0.5037504261847937,0.4749403341288782,0.5250596658711217,0.594272076372315,2933.0,352.0,0.9552238805970148,0.6318407960199005
A,detect,mean32,8,20,stayp_w8,0.3375383566314354,0.6624616433685646,0.3378793044664166,0.6621206955335834,0.594272076372315,2933.0,352.0,0.0049751243781094,0.0099502487562189
A,detect,mean32,8,20,nll_w8,0.6593931128537335,0.6593931128537335,0.6532560518240709,0.6532560518240709,0.594272076372315,2933.0,352.0,0.0049751243781094,0.0099502487562189
A,detect,mean32,8,25,absorb,0.4711899079440845,0.5288100920559154,0.4224343675417661,0.5775656324582339,0.6345039209001023,2933.0,352.0,0.8059701492537313,0.4079601990049751
A,detect,mean32,8,25,absorb_w8,0.3024207296283668,0.6975792703716331,0.3269689737470167,0.6730310262529833,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0199004975124378
A,detect,mean32,8,25,absorb_drift,0.5673371974087964,0.5673371974087964,0.4725536992840095,0.5274463007159904,0.6345039209001023,2933.0,352.0,0.1990049751243781,0.5522388059701493
A,detect,mean32,8,25,absorb_max_w8,0.3568019093078759,0.6431980906921241,0.3334469826116604,0.6665530173883396,0.6345039209001023,2933.0,352.0,0.0398009950248756,0.0099502487562189
A,detect,mean32,8,25,frac_hirisk_w8,0.414763041254688,0.5852369587453119,0.4391408114558472,0.5608591885441527,0.6345039209001023,2933.0,352.0,0.0895522388059701,0.2686567164179104
A,detect,mean32,8,25,emp_pool,0.3228775997272417,0.6771224002727583,0.3324241391067167,0.6675758608932834,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0099502487562189
A,detect,mean32,8,25,emp_pool_w8,0.3112853733378793,0.6887146266621207,0.319127173542448,0.680872826457552,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,mean32,8,25,emp_time,0.3897033753835663,0.6102966246164336,0.3675417661097851,0.6324582338902149,0.6345039209001023,2933.0,352.0,0.0696517412935323,0.0348258706467661
A,detect,mean32,8,25,esteps,0.654619843163996,0.654619843163996,0.6573474258438459,0.6573474258438459,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0099502487562189
A,detect,mean32,8,25,esteps_w8,0.689055574497102,0.689055574497102,0.693146948516877,0.693146948516877,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,mean32,8,25,dwell,0.3446982611660416,0.6553017388339584,0.312308216842823,0.6876917831571769,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,mean32,8,25,stayp_w8,0.3387316740538698,0.6612683259461303,0.3450392090010228,0.6549607909989772,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,mean32,8,25,nll_w8,0.5746675758608932,0.5746675758608932,0.5339243095806342,0.5339243095806342,0.6345039209001023,2933.0,352.0,0.1990049751243781,0.5124378109452736
A,detect,mean32,8,30,absorb,0.4425502898056597,0.5574497101943403,0.5690419365837027,0.5690419365837027,0.7988407773610637,2933.0,352.0,0.4776119402985074,0.36318407960199
A,detect,mean32,8,30,absorb_w8,0.3181043300375042,0.6818956699624957,0.4865325605182407,0.5134674394817593,0.7988407773610637,2933.0,352.0,0.0099502487562189,0.9253731343283582
A,detect,mean32,8,30,absorb_drift,0.5098874872144562,0.5098874872144562,0.5877940675076714,0.5877940675076714,0.7988407773610637,2933.0,352.0,0.8656716417910447,0.0895522388059701
A,detect,mean32,8,30,absorb_max_w8,0.4795431299011251,0.5204568700988749,0.5155131264916468,0.5155131264916468,0.7988407773610637,2933.0,352.0,0.8109452736318408,0.845771144278607
A,detect,mean32,8,30,frac_hirisk_w8,0.4024889191953631,0.5975110808046369,0.4623252642345721,0.5376747357654279,0.7988407773610637,2933.0,352.0,0.0597014925373134,0.4975124378109453
A,detect,mean32,8,30,emp_pool,0.3436754176610978,0.6563245823389021,0.4974428912376406,0.5025571087623594,0.7988407773610637,2933.0,352.0,0.0099502487562189,0.9601990049751244
A,detect,mean32,8,30,emp_pool_w8,0.2938970337538357,0.7061029662461643,0.3941356972383225,0.6058643027616775,0.7988407773610637,2933.0,352.0,0.0049751243781094,0.0746268656716417
A,detect,mean32,8,30,emp_time,0.3332765086941698,0.6667234913058302,0.4681213774292533,0.5318786225707467,0.7988407773610637,2933.0,352.0,0.0149253731343283,0.6318407960199005
A,detect,mean32,8,30,esteps,0.5806341629730651,0.5806341629730651,0.5932492328673713,0.5932492328673713,0.7988407773610637,2933.0,352.0,0.1194029850746268,0.0746268656716417
A,detect,mean32,8,30,esteps_w8,0.6351858165700648,0.6351858165700648,0.6174565291510399,0.6174565291510399,0.7988407773610637,2933.0,352.0,0.0099502487562189,0.0298507462686567
A,detect,mean32,8,30,dwell,0.4517558813501535,0.5482441186498466,0.5148312308216842,0.5148312308216842,0.7988407773610637,2933.0,352.0,0.3134328358208955,0.7960199004975125
A,detect,mean32,8,30,stayp_w8,0.4444255028980566,0.5555744971019434,0.4227753153767473,0.5772246846232527,0.7988407773610637,2933.0,352.0,0.3184079601990049,0.208955223880597
A,detect,mean32,8,30,nll_w8,0.6807023525400614,0.6807023525400614,0.5567678145243777,0.5567678145243777,0.7988407773610637,2933.0,352.0,0.0099502487562189,0.2686567164179104
A,detect,mean32,16,20,absorb,0.4328332765086942,0.5671667234913058,0.4626662120695534,0.5373337879304466,0.594272076372315,2933.0,352.0,0.4427860696517413,0.6467661691542289
A,detect,mean32,16,20,absorb_w8,0.4197067848619161,0.5802932151380839,0.4261847937265598,0.5738152062734402,0.594272076372315,2933.0,352.0,0.3383084577114428,0.3880597014925373
A,detect,mean32,16,20,absorb_drift,0.4377770201159223,0.5622229798840777,0.4851687691783157,0.5148312308216842,0.594272076372315,2933.0,352.0,0.2388059701492537,0.7810945273631841
A,detect,mean32,16,20,absorb_max_w8,0.4555063075349471,0.5444936924650529,0.471871803614047,0.528128196385953,0.594272076372315,2933.0,352.0,0.6517412935323383,0.7761194029850746
A,detect,mean32,16,20,frac_hirisk_w8,0.501363791339925,0.501363791339925,0.4967609955676781,0.5032390044323218,0.594272076372315,2933.0,352.0,0.9900497512437813,0.9502487562189056
A,detect,mean32,16,20,emp_pool,0.4273781111489942,0.5726218888510057,0.4551653596999659,0.5448346403000341,0.594272076372315,2933.0,352.0,0.2388059701492537,0.4776119402985074
A,detect,mean32,16,20,emp_pool_w8,0.3804977838390726,0.6195022161609274,0.4186839413569724,0.5813160586430276,0.594272076372315,2933.0,352.0,0.0497512437810945,0.1691542288557214
A,detect,mean32,16,20,emp_time,0.3997613365155131,0.600238663484487,0.4081145584725537,0.5918854415274464,0.594272076372315,2933.0,352.0,0.0895522388059701,0.1243781094527363
A,detect,mean32,16,20,esteps,0.6537674735765427,0.6537674735765427,0.634162973065121,0.634162973065121,0.594272076372315,2933.0,352.0,0.0149253731343283,0.0248756218905472
A,detect,mean32,16,20,esteps_w8,0.5922263893624276,0.5922263893624276,0.58472553699284,0.58472553699284,0.594272076372315,2933.0,352.0,0.0945273631840796,0.099502487562189
A,detect,mean32,16,20,dwell,0.4468121377429253,0.5531878622570747,0.4159563586771224,0.5840436413228776,0.594272076372315,2933.0,352.0,0.2437810945273631,0.0895522388059701
A,detect,mean32,16,20,stayp_w8,0.3702693487896352,0.6297306512103649,0.3914081145584726,0.6085918854415274,0.594272076372315,2933.0,352.0,0.0099502487562189,0.0497512437810945
A,detect,mean32,16,20,nll_w8,0.6121718377088305,0.6121718377088305,0.6079099897715651,0.6079099897715651,0.594272076372315,2933.0,352.0,0.0497512437810945,0.0597014925373134
A,detect,mean32,16,25,absorb,0.4792021820661439,0.5207978179338562,0.4248210023866348,0.5751789976133652,0.6345039209001023,2933.0,352.0,0.8159203980099502,0.3333333333333333
A,detect,mean32,16,25,absorb_w8,0.3919195363109444,0.6080804636890556,0.4023184452778724,0.5976815547221275,0.6345039209001023,2933.0,352.0,0.1990049751243781,0.2537313432835821
A,detect,mean32,16,25,absorb_drift,0.552165018752131,0.552165018752131,0.4790317081486532,0.5209682918513467,0.6345039209001023,2933.0,352.0,0.3532338308457711,0.6865671641791045
A,detect,mean32,16,25,absorb_max_w8,0.4062393453801568,0.5937606546198432,0.3937947494033413,0.6062052505966586,0.6345039209001023,2933.0,352.0,0.1890547263681592,0.1293532338308457
A,detect,mean32,16,25,frac_hirisk_w8,0.5095465393794749,0.5095465393794749,0.5407432662802591,0.5407432662802591,0.6345039209001023,2933.0,352.0,0.8208955223880597,0.4328358208955223
A,detect,mean32,16,25,emp_pool,0.3315717695192635,0.6684282304807365,0.3228775997272417,0.6771224002727583,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,mean32,16,25,emp_pool_w8,0.3758949880668257,0.6241050119331742,0.3900443232185475,0.6099556767814525,0.6345039209001023,2933.0,352.0,0.0398009950248756,0.0597014925373134
A,detect,mean32,16,25,emp_time,0.4052165018752131,0.5947834981247869,0.3852710535288101,0.6147289464711899,0.6345039209001023,2933.0,352.0,0.1194029850746268,0.0547263681592039
A,detect,mean32,16,25,esteps,0.70490964882373,0.70490964882373,0.7061029662461643,0.7061029662461643,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,mean32,16,25,esteps_w8,0.6868394135697238,0.6868394135697238,0.6798499829526081,0.6798499829526081,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0049751243781094
A,detect,mean32,16,25,dwell,0.4659052165018752,0.5340947834981248,0.504943743607228,0.504943743607228,0.6345039209001023,2933.0,352.0,0.5422885572139303,0.9402985074626866
A,detect,mean32,16,25,stayp_w8,0.3568019093078759,0.6431980906921241,0.4074326628025912,0.5925673371974087,0.6345039209001023,2933.0,352.0,0.0099502487562189,0.0845771144278607
A,detect,mean32,16,25,nll_w8,0.680872826457552,0.680872826457552,0.6542788953290146,0.6542788953290146,0.6345039209001023,2933.0,352.0,0.0049751243781094,0.0099502487562189
A,detect,mean32,16,30,absorb,0.4778383907262188,0.5221616092737811,0.5560859188544153,0.5560859188544153,0.7988407773610637,2933.0,352.0,0.7661691542288557,0.4875621890547263
A,detect,mean32,16,30,absorb_w8,0.3927719058983975,0.6072280941016024,0.5001704739174906,0.5001704739174906,0.7988407773610637,2933.0,352.0,0.1990049751243781,1.0
A,detect,mean32,16,30,absorb_drift,0.4670985339243095,0.5329014660756904,0.5622229798840778,0.5622229798840778,0.7988407773610637,2933.0,352.0,0.4975124378109453,0.2189054726368159
A,detect,mean32,16,30,absorb_max_w8,0.449198772587794,0.5508012274122059,0.4677804295942721,0.532219570405728,0.7988407773610637,2933.0,352.0,0.4378109452736318,0.6169154228855721
A,detect,mean32,16,30,frac_hirisk_w8,0.4740879645414251,0.5259120354585749,0.5642686668939653,0.5642686668939653,0.7988407773610637,2933.0,352.0,0.6417910447761194,0.2537313432835821
