corpus,block,feat,K,t,variant,auc_succ,det_auc,res_auc_succ,res_det_auc,base_det_auc,npairs,n_scored,p_raw,p_res,ndraw
A,perm,mean32,4,20,absorb_max_w8,,,,,,,,0.04975124378109453,0.0945273631840796,200.0
A,perm,mean32,4,20,frac_hirisk_w8,,,,,,,,0.23383084577114427,0.4577114427860697,200.0
A,perm,mean32,4,20,emp_pool,,,,,,,,0.263681592039801,0.6865671641791045,200.0
A,perm,mean32,4,20,emp_pool_w8,,,,,,,,0.208955223880597,0.5174129353233831,200.0
A,perm,mean32,4,20,emp_time,,,,,,,,0.21393034825870647,0.5671641791044776,200.0
A,perm,mean32,4,20,esteps,,,,,,,,0.4427860696517413,0.5472636815920398,200.0
A,perm,mean32,4,20,esteps_w8,,,,,,,,0.31840796019900497,0.5174129353233831,200.0
A,perm,mean32,4,20,dwell,,,,,,,,0.263681592039801,0.10945273631840796,200.0
A,perm,mean32,4,20,stayp_w8,,,,,,,,0.04975124378109453,0.13432835820895522,200.0
A,perm,mean32,4,20,nll_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,4,25,absorb,,,,,,,,0.01990049751243781,0.04975124378109453,200.0
A,perm,mean32,4,25,absorb_w8,,,,,,,,0.36318407960199006,0.1791044776119403,200.0
A,perm,mean32,4,25,absorb_drift,,,,,,,,0.12437810945273632,0.9651741293532339,200.0
A,perm,mean32,4,25,absorb_max_w8,,,,,,,,0.17412935323383086,0.08955223880597014,200.0
A,perm,mean32,4,25,frac_hirisk_w8,,,,,,,,0.014925373134328358,0.01990049751243781,200.0
A,perm,mean32,4,25,emp_pool,,,,,,,,0.2835820895522388,0.39800995024875624,200.0
A,perm,mean32,4,25,emp_pool_w8,,,,,,,,0.04975124378109453,0.04477611940298507,200.0
A,perm,mean32,4,25,emp_time,,,,,,,,0.23383084577114427,0.40298507462686567,200.0
A,perm,mean32,4,25,esteps,,,,,,,,0.16417910447761194,0.29850746268656714,200.0
A,perm,mean32,4,25,esteps_w8,,,,,,,,0.30845771144278605,0.13930348258706468,200.0
A,perm,mean32,4,25,dwell,,,,,,,,0.26865671641791045,0.21393034825870647,200.0
A,perm,mean32,4,25,stayp_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,4,25,nll_w8,,,,,,,,0.3034825870646766,0.07462686567164178,200.0
A,perm,mean32,4,30,absorb,,,,,,,,0.2885572139303483,0.10945273631840796,200.0
A,perm,mean32,4,30,absorb_w8,,,,,,,,0.23880597014925373,0.1044776119402985,200.0
A,perm,mean32,4,30,absorb_drift,,,,,,,,0.5572139303482587,0.27860696517412936,200.0
A,perm,mean32,4,30,absorb_max_w8,,,,,,,,0.1791044776119403,0.21890547263681592,200.0
A,perm,mean32,4,30,frac_hirisk_w8,,,,,,,,0.014925373134328358,0.04975124378109453,200.0
A,perm,mean32,4,30,emp_pool,,,,,,,,0.5472636815920398,0.7263681592039801,200.0
A,perm,mean32,4,30,emp_pool_w8,,,,,,,,0.06467661691542288,0.14925373134328357,200.0
A,perm,mean32,4,30,emp_time,,,,,,,,0.0845771144278607,0.014925373134328358,200.0
A,perm,mean32,4,30,esteps,,,,,,,,0.1791044776119403,0.14925373134328357,200.0
A,perm,mean32,4,30,esteps_w8,,,,,,,,0.208955223880597,0.05472636815920398,200.0
A,perm,mean32,4,30,dwell,,,,,,,,0.4427860696517413,0.3482587064676617,200.0
A,perm,mean32,4,30,stayp_w8,,,,,,,,0.004975124378109453,0.009950248756218905,200.0
A,perm,mean32,4,30,nll_w8,,,,,,,,0.4527363184079602,0.04477611940298507,200.0
A,detect,mean32,8,20,absorb,0.3764064098192976,0.6235935901807024,0.4050460279577225,0.5949539720422775,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,8,20,absorb_w8,0.45874531196726903,0.5412546880327309,0.4527787248550972,0.5472212751449028,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,8,20,absorb_drift,0.3211728605523355,0.6788271394476645,0.36379133992499146,0.6362086600750085,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,8,20,absorb_max_w8,0.4359018070235254,0.5640981929764746,0.46743948175929084,0.5325605182407092,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,8,20,frac_hirisk_w8,0.47698602113876576,0.5230139788612342,0.48687350835322196,0.513126491646778,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,8,20,emp_pool,0.34844868735083534,0.6515513126491647,0.38493010569382885,0.6150698943061712,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,8,20,emp_pool_w8,0.41408114558472553,0.5859188544152745,0.41629730651210367,0.5837026934878964,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,8,20,emp_time,0.35356290487555403,0.646437095124446,0.36720081827480394,0.6327991817251961,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,8,20,esteps,0.6218888510057962,0.6218888510057962,0.5912035458574837,0.5912035458574837,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,8,20,esteps_w8,0.6406409819297647,0.6406409819297647,0.6116604159563587,0.6116604159563587,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,8,20,dwell,0.4962495738152063,0.5037504261847937,0.47494033412887826,0.5250596658711217,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,8,20,stayp_w8,0.3375383566314354,0.6624616433685646,0.3378793044664166,0.6621206955335834,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,8,20,nll_w8,0.6593931128537335,0.6593931128537335,0.6532560518240709,0.6532560518240709,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,8,25,absorb,0.47118990794408455,0.5288100920559154,0.4224343675417661,0.5775656324582339,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,8,25,absorb_w8,0.30242072962836686,0.6975792703716331,0.3269689737470167,0.6730310262529833,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,8,25,absorb_drift,0.5673371974087964,0.5673371974087964,0.47255369928400953,0.5274463007159904,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,8,25,absorb_max_w8,0.3568019093078759,0.6431980906921241,0.3334469826116604,0.6665530173883396,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,8,25,frac_hirisk_w8,0.41476304125468805,0.5852369587453119,0.43914081145584727,0.5608591885441527,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,8,25,emp_pool,0.3228775997272417,0.6771224002727583,0.3324241391067167,0.6675758608932834,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,8,25,emp_pool_w8,0.3112853733378793,0.6887146266621207,0.319127173542448,0.680872826457552,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,8,25,emp_time,0.3897033753835663,0.6102966246164336,0.3675417661097851,0.6324582338902149,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,8,25,esteps,0.654619843163996,0.654619843163996,0.6573474258438459,0.6573474258438459,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,8,25,esteps_w8,0.689055574497102,0.689055574497102,0.693146948516877,0.693146948516877,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,8,25,dwell,0.3446982611660416,0.6553017388339584,0.31230821684282306,0.6876917831571769,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,8,25,stayp_w8,0.3387316740538698,0.6612683259461303,0.34503920900102286,0.6549607909989772,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,8,25,nll_w8,0.5746675758608932,0.5746675758608932,0.5339243095806342,0.5339243095806342,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,8,30,absorb,0.44255028980565975,0.5574497101943403,0.5690419365837027,0.5690419365837027,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,8,30,absorb_w8,0.31810433003750427,0.6818956699624957,0.48653256051824073,0.5134674394817593,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,8,30,absorb_drift,0.5098874872144562,0.5098874872144562,0.5877940675076714,0.5877940675076714,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,8,30,absorb_max_w8,0.47954312990112513,0.5204568700988749,0.5155131264916468,0.5155131264916468,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,8,30,frac_hirisk_w8,0.4024889191953631,0.5975110808046369,0.4623252642345721,0.5376747357654279,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,8,30,emp_pool,0.3436754176610978,0.6563245823389021,0.4974428912376406,0.5025571087623594,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,8,30,emp_pool_w8,0.2938970337538357,0.7061029662461643,0.39413569723832254,0.6058643027616775,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,8,30,emp_time,0.3332765086941698,0.6667234913058302,0.4681213774292533,0.5318786225707467,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,8,30,esteps,0.5806341629730651,0.5806341629730651,0.5932492328673713,0.5932492328673713,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,8,30,esteps_w8,0.6351858165700648,0.6351858165700648,0.6174565291510399,0.6174565291510399,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,8,30,dwell,0.4517558813501535,0.5482441186498466,0.5148312308216842,0.5148312308216842,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,8,30,stayp_w8,0.4444255028980566,0.5555744971019434,0.42277531537674734,0.5772246846232527,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,8,30,nll_w8,0.6807023525400614,0.6807023525400614,0.5567678145243777,0.5567678145243777,0.7988407773610637,2933.0,352.0,,,
A,perm,mean32,8,20,absorb,,,,,,,,0.0945273631840796,0.22388059701492538,200.0
A,perm,mean32,8,20,absorb_w8,,,,,,,,0.6716417910447762,0.6268656716417911,200.0
A,perm,mean32,8,20,absorb_drift,,,,,,,,0.004975124378109453,0.01990049751243781,200.0
A,perm,mean32,8,20,absorb_max_w8,,,,,,,,0.4577114427860697,0.7512437810945274,200.0
A,perm,mean32,8,20,frac_hirisk_w8,,,,,,,,0.6766169154228856,0.8208955223880597,200.0
A,perm,mean32,8,20,emp_pool,,,,,,,,0.009950248756218905,0.04975124378109453,200.0
A,perm,mean32,8,20,emp_pool_w8,,,,,,,,0.14427860696517414,0.17412935323383086,200.0
A,perm,mean32,8,20,emp_time,,,,,,,,0.014925373134328358,0.03482587064676617,200.0
A,perm,mean32,8,20,esteps,,,,,,,,0.01990049751243781,0.09950248756218906,200.0
A,perm,mean32,8,20,esteps_w8,,,,,,,,0.014925373134328358,0.03482587064676617,200.0
A,perm,mean32,8,20,dwell,,,,,,,,0.9552238805970149,0.6318407960199005,200.0
A,perm,mean32,8,20,stayp_w8,,,,,,,,0.004975124378109453,0.009950248756218905,200.0
A,perm,mean32,8,20,nll_w8,,,,,,,,0.004975124378109453,0.009950248756218905,200.0
A,perm,mean32,8,25,absorb,,,,,,,,0.8059701492537313,0.4079601990049751,200.0
A,perm,mean32,8,25,absorb_w8,,,,,,,,0.004975124378109453,0.01990049751243781,200.0
A,perm,mean32,8,25,absorb_drift,,,,,,,,0.19900497512437812,0.5522388059701493,200.0
A,perm,mean32,8,25,absorb_max_w8,,,,,,,,0.03980099502487562,0.009950248756218905,200.0
A,perm,mean32,8,25,frac_hirisk_w8,,,,,,,,0.08955223880597014,0.26865671641791045,200.0
A,perm,mean32,8,25,emp_pool,,,,,,,,0.004975124378109453,0.009950248756218905,200.0
A,perm,mean32,8,25,emp_pool_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,8,25,emp_time,,,,,,,,0.06965174129353234,0.03482587064676617,200.0
A,perm,mean32,8,25,esteps,,,,,,,,0.004975124378109453,0.009950248756218905,200.0
A,perm,mean32,8,25,esteps_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,8,25,dwell,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,8,25,stayp_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,8,25,nll_w8,,,,,,,,0.19900497512437812,0.5124378109452736,200.0
A,perm,mean32,8,30,absorb,,,,,,,,0.47761194029850745,0.36318407960199006,200.0
A,perm,mean32,8,30,absorb_w8,,,,,,,,0.009950248756218905,0.9253731343283582,200.0
A,perm,mean32,8,30,absorb_drift,,,,,,,,0.8656716417910447,0.08955223880597014,200.0
A,perm,mean32,8,30,absorb_max_w8,,,,,,,,0.8109452736318408,0.845771144278607,200.0
A,perm,mean32,8,30,frac_hirisk_w8,,,,,,,,0.05970149253731343,0.4975124378109453,200.0
A,perm,mean32,8,30,emp_pool,,,,,,,,0.009950248756218905,0.9601990049751243,200.0
A,perm,mean32,8,30,emp_pool_w8,,,,,,,,0.004975124378109453,0.07462686567164178,200.0
A,perm,mean32,8,30,emp_time,,,,,,,,0.014925373134328358,0.6318407960199005,200.0
A,perm,mean32,8,30,esteps,,,,,,,,0.11940298507462686,0.07462686567164178,200.0
A,perm,mean32,8,30,esteps_w8,,,,,,,,0.009950248756218905,0.029850746268656716,200.0
A,perm,mean32,8,30,dwell,,,,,,,,0.31343283582089554,0.7960199004975125,200.0
A,perm,mean32,8,30,stayp_w8,,,,,,,,0.31840796019900497,0.208955223880597,200.0
A,perm,mean32,8,30,nll_w8,,,,,,,,0.009950248756218905,0.26865671641791045,200.0
A,detect,mean32,16,20,absorb,0.4328332765086942,0.5671667234913058,0.4626662120695534,0.5373337879304466,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,16,20,absorb_w8,0.41970678486191615,0.5802932151380839,0.4261847937265598,0.5738152062734402,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,16,20,absorb_drift,0.4377770201159223,0.5622229798840777,0.4851687691783157,0.5148312308216842,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,16,20,absorb_max_w8,0.45550630753494714,0.5444936924650529,0.47187180361404707,0.528128196385953,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,16,20,frac_hirisk_w8,0.501363791339925,0.501363791339925,0.49676099556767817,0.5032390044323218,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,16,20,emp_pool,0.4273781111489942,0.5726218888510057,0.4551653596999659,0.5448346403000341,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,16,20,emp_pool_w8,0.3804977838390726,0.6195022161609274,0.4186839413569724,0.5813160586430276,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,16,20,emp_time,0.3997613365155131,0.600238663484487,0.4081145584725537,0.5918854415274464,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,16,20,esteps,0.6537674735765427,0.6537674735765427,0.634162973065121,0.634162973065121,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,16,20,esteps_w8,0.5922263893624276,0.5922263893624276,0.58472553699284,0.58472553699284,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,16,20,dwell,0.44681213774292533,0.5531878622570747,0.4159563586771224,0.5840436413228776,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,16,20,stayp_w8,0.3702693487896352,0.6297306512103649,0.3914081145584726,0.6085918854415274,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,16,20,nll_w8,0.6121718377088305,0.6121718377088305,0.6079099897715651,0.6079099897715651,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,16,25,absorb,0.4792021820661439,0.5207978179338562,0.42482100238663484,0.5751789976133652,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,16,25,absorb_w8,0.39191953631094445,0.6080804636890556,0.40231844527787247,0.5976815547221275,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,16,25,absorb_drift,0.552165018752131,0.552165018752131,0.47903170814865326,0.5209682918513467,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,16,25,absorb_max_w8,0.4062393453801568,0.5937606546198432,0.3937947494033413,0.6062052505966586,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,16,25,frac_hirisk_w8,0.5095465393794749,0.5095465393794749,0.5407432662802591,0.5407432662802591,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,16,25,emp_pool,0.33157176951926354,0.6684282304807365,0.3228775997272417,0.6771224002727583,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,16,25,emp_pool_w8,0.37589498806682575,0.6241050119331742,0.39004432321854754,0.6099556767814525,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,16,25,emp_time,0.4052165018752131,0.5947834981247869,0.3852710535288101,0.6147289464711899,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,16,25,esteps,0.70490964882373,0.70490964882373,0.7061029662461643,0.7061029662461643,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,16,25,esteps_w8,0.6868394135697238,0.6868394135697238,0.6798499829526081,0.6798499829526081,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,16,25,dwell,0.4659052165018752,0.5340947834981248,0.504943743607228,0.504943743607228,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,16,25,stayp_w8,0.3568019093078759,0.6431980906921241,0.4074326628025912,0.5925673371974087,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,16,25,nll_w8,0.680872826457552,0.680872826457552,0.6542788953290146,0.6542788953290146,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,16,30,absorb,0.47783839072621886,0.5221616092737811,0.5560859188544153,0.5560859188544153,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,16,30,absorb_w8,0.39277190589839756,0.6072280941016024,0.5001704739174906,0.5001704739174906,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,16,30,absorb_drift,0.46709853392430956,0.5329014660756904,0.5622229798840778,0.5622229798840778,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,16,30,absorb_max_w8,0.44919877258779406,0.5508012274122059,0.4677804295942721,0.532219570405728,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,16,30,frac_hirisk_w8,0.47408796454142516,0.5259120354585749,0.5642686668939653,0.5642686668939653,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,16,30,emp_pool,0.3196385952949199,0.6803614047050801,0.4350494374360723,0.5649505625639277,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,16,30,emp_pool_w8,0.24514149335151722,0.7548585066484828,0.3491305830207978,0.6508694169792022,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,16,30,emp_time,0.3075349471530856,0.6924650528469144,0.4340265939311285,0.5659734060688715,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,16,30,esteps,0.5565973406068871,0.5565973406068871,0.5196045005114217,0.5196045005114217,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,16,30,esteps_w8,0.6293897033753836,0.6293897033753836,0.6454142516195022,0.6454142516195022,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,16,30,dwell,0.40930787589498807,0.5906921241050119,0.4664166382543471,0.5335833617456529,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,16,30,stayp_w8,0.3378793044664166,0.6621206955335834,0.39890896692806,0.60109103307194,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,16,30,nll_w8,0.6778042959427207,0.6778042959427207,0.5468803273099215,0.5468803273099215,0.7988407773610637,2933.0,352.0,,,
A,perm,mean32,16,20,absorb,,,,,,,,0.4427860696517413,0.6467661691542289,200.0
A,perm,mean32,16,20,absorb_w8,,,,,,,,0.3383084577114428,0.3880597014925373,200.0
A,perm,mean32,16,20,absorb_drift,,,,,,,,0.23880597014925373,0.7810945273631841,200.0
A,perm,mean32,16,20,absorb_max_w8,,,,,,,,0.6517412935323383,0.7761194029850746,200.0
A,perm,mean32,16,20,frac_hirisk_w8,,,,,,,,0.9900497512437811,0.9502487562189055,200.0
A,perm,mean32,16,20,emp_pool,,,,,,,,0.23880597014925373,0.47761194029850745,200.0
A,perm,mean32,16,20,emp_pool_w8,,,,,,,,0.04975124378109453,0.1691542288557214,200.0
A,perm,mean32,16,20,emp_time,,,,,,,,0.08955223880597014,0.12437810945273632,200.0
A,perm,mean32,16,20,esteps,,,,,,,,0.014925373134328358,0.024875621890547265,200.0
A,perm,mean32,16,20,esteps_w8,,,,,,,,0.0945273631840796,0.09950248756218906,200.0
A,perm,mean32,16,20,dwell,,,,,,,,0.24378109452736318,0.08955223880597014,200.0
A,perm,mean32,16,20,stayp_w8,,,,,,,,0.009950248756218905,0.04975124378109453,200.0
A,perm,mean32,16,20,nll_w8,,,,,,,,0.04975124378109453,0.05970149253731343,200.0
A,perm,mean32,16,25,absorb,,,,,,,,0.8159203980099502,0.3333333333333333,200.0
A,perm,mean32,16,25,absorb_w8,,,,,,,,0.19900497512437812,0.2537313432835821,200.0
A,perm,mean32,16,25,absorb_drift,,,,,,,,0.35323383084577115,0.6865671641791045,200.0
A,perm,mean32,16,25,absorb_max_w8,,,,,,,,0.1890547263681592,0.12935323383084577,200.0
A,perm,mean32,16,25,frac_hirisk_w8,,,,,,,,0.8208955223880597,0.43283582089552236,200.0
A,perm,mean32,16,25,emp_pool,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,16,25,emp_pool_w8,,,,,,,,0.03980099502487562,0.05970149253731343,200.0
A,perm,mean32,16,25,emp_time,,,,,,,,0.11940298507462686,0.05472636815920398,200.0
A,perm,mean32,16,25,esteps,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,16,25,esteps_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,16,25,dwell,,,,,,,,0.5422885572139303,0.9402985074626866,200.0
A,perm,mean32,16,25,stayp_w8,,,,,,,,0.009950248756218905,0.0845771144278607,200.0
A,perm,mean32,16,25,nll_w8,,,,,,,,0.004975124378109453,0.009950248756218905,200.0
A,perm,mean32,16,30,absorb,,,,,,,,0.7661691542288557,0.48756218905472637,200.0
A,perm,mean32,16,30,absorb_w8,,,,,,,,0.19900497512437812,1.0,200.0
A,perm,mean32,16,30,absorb_drift,,,,,,,,0.4975124378109453,0.21890547263681592,200.0
A,perm,mean32,16,30,absorb_max_w8,,,,,,,,0.43781094527363185,0.6169154228855721,200.0
A,perm,mean32,16,30,frac_hirisk_w8,,,,,,,,0.6417910447761194,0.2537313432835821,200.0
A,perm,mean32,16,30,emp_pool,,,,,,,,0.009950248756218905,0.27860696517412936,200.0
A,perm,mean32,16,30,emp_pool_w8,,,,,,,,0.004975124378109453,0.004975124378109453,200.0
A,perm,mean32,16,30,emp_time,,,,,,,,0.004975124378109453,0.25870646766169153,200.0
A,perm,mean32,16,30,esteps,,,,,,,,0.26865671641791045,0.6915422885572139,200.0
A,perm,mean32,16,30,esteps_w8,,,,,,,,0.009950248756218905,0.004975124378109453,200.0
A,perm,mean32,16,30,dwell,,,,,,,,0.06965174129353234,0.5223880597014925,200.0
A,perm,mean32,16,30,stayp_w8,,,,,,,,0.004975124378109453,0.04975124378109453,200.0
A,perm,mean32,16,30,nll_w8,,,,,,,,0.004975124378109453,0.39303482587064675,200.0
A,detect,mean32,32,20,absorb,0.417490623934538,0.582509376065462,0.47050801227412203,0.5294919877258779,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,32,20,absorb_w8,0.39345380156836,0.60654619843164,0.40709171496760993,0.5929082850323901,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,32,20,absorb_drift,0.4336856460961473,0.5663143539038527,0.481418342993522,0.5185816570064781,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,32,20,absorb_max_w8,0.3648141834299352,0.6351858165700648,0.40777361063757245,0.5922263893624276,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,32,20,frac_hirisk_w8,0.41271735424480055,0.5872826457551994,0.4224343675417661,0.5775656324582339,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,32,20,emp_pool,0.3833958404364132,0.6166041595635867,0.41936583702693486,0.5806341629730651,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,32,20,emp_pool_w8,0.28366859870439826,0.7163314012956017,0.31469485168769185,0.6853051483123082,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,32,20,emp_time,0.3902147971360382,0.6097852028639619,0.4231162632117286,0.5768837367882713,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,32,20,esteps,0.7355949539720423,0.7355949539720423,0.7037163314012956,0.7037163314012956,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,32,20,esteps_w8,0.636890555744971,0.636890555744971,0.6096147289464712,0.6096147289464712,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,32,20,dwell,0.5296624616433686,0.5296624616433686,0.4872144561882032,0.5127855438117968,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,32,20,stayp_w8,0.38288441868394135,0.6171155813160587,0.4166382543470849,0.5833617456529151,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,32,20,nll_w8,0.5386975792703717,0.5386975792703717,0.5738152062734402,0.5738152062734402,0.594272076372315,2933.0,352.0,,,
A,detect,mean32,32,25,absorb,0.3958404364132288,0.6041595635867711,0.34878963518581657,0.6512103648141834,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,32,25,absorb_w8,0.38288441868394135,0.6171155813160587,0.3781111489942039,0.621888851005796,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,32,25,absorb_drift,0.45005114217524717,0.5499488578247529,0.36549607909989773,0.6345039209001022,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,32,25,absorb_max_w8,0.36788271394476646,0.6321172860552335,0.35390385271053526,0.6460961472894647,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,32,25,frac_hirisk_w8,0.5151721786566655,0.5151721786566655,0.5594953972042278,0.5594953972042278,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,32,25,emp_pool,0.2993521991135356,0.7006478008864644,0.29867030344357315,0.7013296965564269,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,32,25,emp_pool_w8,0.3348107739515854,0.6651892260484146,0.3269689737470167,0.6730310262529833,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,32,25,emp_time,0.30651210364814185,0.6934878963518581,0.29662461643368565,0.7033753835663143,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,32,25,esteps,0.6846232526423457,0.6846232526423457,0.7146266621206956,0.7146266621206956,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,32,25,esteps_w8,0.7207637231503582,0.7207637231503582,0.719399931810433,0.719399931810433,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,32,25,dwell,0.5269348789635185,0.5269348789635185,0.555744971019434,0.555744971019434,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,32,25,stayp_w8,0.38220252301397883,0.6177974769860212,0.41629730651210367,0.5837026934878964,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,32,25,nll_w8,0.5354585748380498,0.5354585748380498,0.49266962154790317,0.5073303784520968,0.6345039209001023,2933.0,352.0,,,
A,detect,mean32,32,30,absorb,0.43760654619843165,0.5623934538015684,0.563927719058984,0.563927719058984,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,32,30,absorb_w8,0.39942038868053187,0.6005796113194681,0.5243777702011593,0.5243777702011593,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,32,30,absorb_drift,0.4527787248550972,0.5472212751449028,0.5400613706102966,0.5400613706102966,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,32,30,absorb_max_w8,0.4728946471189908,0.5271053528810092,0.5011933174224343,0.5011933174224343,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,32,30,frac_hirisk_w8,0.48943061711558133,0.5105693828844187,0.5775656324582339,0.5775656324582339,0.7988407773610637,2933.0,352.0,,,
A,detect,mean32,32,30,emp_pool,0.26610978520286394,0.733890214797136,0.40777361063757245,0.5922263893624276,0.7988407773610637,2933.0,352.0,,,
