corpus,block,feat,K,t,variant,mode,eps,stat,metric,name,value
A,structure,cell1280,64,,,,,,,dwell7_base_fail,0.6676136363636364
A,closed_class,mean32,4,,,,0.0,,,size,4
A,closed_class,mean32,4,,,,0.0,,,leak,0.0
A,closed_class,mean32,4,,,,0.0,,,n_visit,352
A,closed_class,mean32,4,,,,0.0,,,fail_rate_visitors,0.6676136363636364
A,closed_class,mean32,4,,,,0.0,,,base_fail,0.6676136363636364
A,closed_class,mean32,4,,,,0.0,,,states,0;1;2;3
A,closed_class,mean32,4,,,,0.01,,,size,4
A,closed_class,mean32,4,,,,0.01,,,leak,0.0
A,closed_class,mean32,4,,,,0.01,,,n_visit,352
A,closed_class,mean32,4,,,,0.01,,,fail_rate_visitors,0.6676136363636364
A,closed_class,mean32,4,,,,0.01,,,base_fail,0.6676136363636364
A,closed_class,mean32,4,,,,0.01,,,states,0;1;2;3
A,closed_class,mean32,4,,,,0.02,,,size,4
A,closed_class,mean32,4,,,,0.02,,,leak,0.0
A,closed_class,mean32,4,,,,0.02,,,n_visit,352
A,closed_class,mean32,4,,,,0.02,,,fail_rate_visitors,0.6676136363636364
A,closed_class,mean32,4,,,,0.02,,,base_fail,0.6676136363636364
A,closed_class,mean32,4,,,,0.02,,,states,0;1;2;3
A,closed_class,mean32,4,,,,0.05,,,size,3
A,closed_class,mean32,4,,,,0.05,,,leak,0.07378779185469317
A,closed_class,mean32,4,,,,0.05,,,n_visit,352
A,closed_class,mean32,4,,,,0.05,,,fail_rate_visitors,0.6676136363636364
A,closed_class,mean32,4,,,,0.05,,,base_fail,0.6676136363636364
A,closed_class,mean32,4,,,,0.05,,,states,0;2;3
A,structure,mean32,4,,,,,,,self_p_max,0.8000400320256205
A,structure,mean32,4,,,,,,,self_p_mean,0.760638885538946
A,structure,mean32,4,,,,,,,self_p_median,0.7640521311635
A,structure,mean32,4,,,,,,,p_exit_max,0.029501748251748252
A,structure,mean32,4,,,,,,,h_min,0.6088465104651634
A,structure,mean32,4,,,,,,,h_max,0.6764356234563114
A,structure,mean32,4,,,,,,,h_std,0.025987283542781695
A,structure,mean32,4,,,,,,,esteps_min,41.839261130198416
A,structure,mean32,4,,,,,,,esteps_max,45.79640622826017
A,structure,mean32,4,,,,,,,spearman_h_esteps,0.7999999999999999
A,structure,mean32,4,,,,,,,nscc_eps0.0,1
A,structure,mean32,4,,,,,,,maxscc_eps0.0,4
A,structure,mean32,4,,,,,,,nclosed_eps0.0,1
A,structure,mean32,4,,,,,,,closed_states_eps0.0,4
A,structure,mean32,4,,,,,,,nscc_eps0.01,1
A,structure,mean32,4,,,,,,,maxscc_eps0.01,4
A,structure,mean32,4,,,,,,,nclosed_eps0.01,1
A,structure,mean32,4,,,,,,,closed_states_eps0.01,4
A,structure,mean32,4,,,,,,,nscc_eps0.02,1
A,structure,mean32,4,,,,,,,maxscc_eps0.02,4
A,structure,mean32,4,,,,,,,nclosed_eps0.02,1
A,structure,mean32,4,,,,,,,closed_states_eps0.02,4
A,structure,mean32,4,,,,,,,nscc_eps0.05,2
A,structure,mean32,4,,,,,,,maxscc_eps0.05,3
A,structure,mean32,4,,,,,,,nclosed_eps0.05,1
A,structure,mean32,4,,,,,,,closed_states_eps0.05,3
A,structure,mean32,4,,,,,,,dwell_mean_succ,3.550597609561753
A,structure,mean32,4,,,,,,,dwell_mean_fail,4.707160096540628
A,structure,mean32,4,,,,,,,dwell_p_ge7_succ,0.11235059760956176
A,structure,mean32,4,,,,,,,dwell_p_ge7_fail,0.25382139983909896
A,structure,mean32,4,,,,,,,dwell_max_succ,25.0
A,structure,mean32,4,,,,,,,dwell_max_fail,42.0
A,structure,mean32,4,,,,,,,dwell_mwu_p,8.451647069509425e-09
A,structure,mean32,4,,,,,,,dwell_auc_runlevel,0.5566916565435763
A,structure,mean32,4,,,,,,,maxdwell30_auc_succ,0.5078418002045687
A,structure,mean32,4,,,,,,,maxdwell30_det_auc,0.5078418002045687
A,structure,mean32,4,,,,,,,dwell7_fires,346
A,structure,mean32,4,,,,,,,dwell7_fail_rate,0.661849710982659
A,structure,mean32,4,,,,,,,dwell7_base_fail,0.6676136363636364
A,closed_class,mean32,8,,,,0.0,,,size,8
A,closed_class,mean32,8,,,,0.0,,,leak,0.0
A,closed_class,mean32,8,,,,0.0,,,n_visit,352
A,closed_class,mean32,8,,,,0.0,,,fail_rate_visitors,0.6676136363636364
A,closed_class,mean32,8,,,,0.0,,,base_fail,0.6676136363636364
A,closed_class,mean32,8,,,,0.0,,,states,0;1;2;3;4;5;6;7
A,closed_class,mean32,8,,,,0.01,,,size,8
A,closed_class,mean32,8,,,,0.01,,,leak,0.0
A,closed_class,mean32,8,,,,0.01,,,n_visit,352
A,closed_class,mean32,8,,,,0.01,,,fail_rate_visitors,0.6676136363636364
A,closed_class,mean32,8,,,,0.01,,,base_fail,0.6676136363636364
A,closed_class,mean32,8,,,,0.01,,,states,0;1;2;3;4;5;6;7
A,closed_class,mean32,8,,,,0.02,,,size,8
A,closed_class,mean32,8,,,,0.02,,,leak,0.0
A,closed_class,mean32,8,,,,0.02,,,n_visit,352
A,closed_class,mean32,8,,,,0.02,,,fail_rate_visitors,0.6676136363636364
A,closed_class,mean32,8,,,,0.02,,,base_fail,0.6676136363636364
A,closed_class,mean32,8,,,,0.02,,,states,0;1;2;3;4;5;6;7
A,closed_class,mean32,8,,,,0.05,,,size,7
A,closed_class,mean32,8,,,,0.05,,,leak,0.06635250861238882
A,closed_class,mean32,8,,,,0.05,,,n_visit,352
A,closed_class,mean32,8,,,,0.05,,,fail_rate_visitors,0.6676136363636364
A,closed_class,mean32,8,,,,0.05,,,base_fail,0.6676136363636364
A,closed_class,mean32,8,,,,0.05,,,states,0;1;3;4;5;6;7
A,structure,mean32,8,,,,,,,self_p_max,0.730977130977131
A,structure,mean32,8,,,,,,,self_p_mean,0.6672202280227582
A,structure,mean32,8,,,,,,,self_p_median,0.6806936329165139
A,structure,mean32,8,,,,,,,p_exit_max,0.039466370205669815
A,structure,mean32,8,,,,,,,h_min,0.5790793420986432
A,structure,mean32,8,,,,,,,h_max,0.6923366258071036
A,structure,mean32,8,,,,,,,h_std,0.03295006125528342
A,structure,mean32,8,,,,,,,esteps_min,40.70925340105155
A,structure,mean32,8,,,,,,,esteps_max,45.96016556041618
A,structure,mean32,8,,,,,,,spearman_h_esteps,0.1666666666666667
A,structure,mean32,8,,,,,,,nscc_eps0.0,1
A,structure,mean32,8,,,,,,,maxscc_eps0.0,8
A,structure,mean32,8,,,,,,,nclosed_eps0.0,1
A,structure,mean32,8,,,,,,,closed_states_eps0.0,8
A,structure,mean32,8,,,,,,,nscc_eps0.01,1
A,structure,mean32,8,,,,,,,maxscc_eps0.01,8
A,structure,mean32,8,,,,,,,nclosed_eps0.01,1
A,structure,mean32,8,,,,,,,closed_states_eps0.01,8
A,structure,mean32,8,,,,,,,nscc_eps0.02,1
A,structure,mean32,8,,,,,,,maxscc_eps0.02,8
A,structure,mean32,8,,,,,,,nclosed_eps0.02,1
A,structure,mean32,8,,,,,,,closed_states_eps0.02,8
A,structure,mean32,8,,,,,,,nscc_eps0.05,2
A,structure,mean32,8,,,,,,,maxscc_eps0.05,7
A,structure,mean32,8,,,,,,,nclosed_eps0.05,1
A,structure,mean32,8,,,,,,,closed_states_eps0.05,7
A,structure,mean32,8,,,,,,,dwell_mean_succ,2.7253822629969418
A,structure,mean32,8,,,,,,,dwell_mean_fail,3.050573514077164
A,structure,mean32,8,,,,,,,dwell_p_ge7_succ,0.062385321100917435
A,structure,mean32,8,,,,,,,dwell_p_ge7_fail,0.051094890510948905
A,structure,mean32,8,,,,,,,dwell_max_succ,14.0
A,structure,mean32,8,,,,,,,dwell_max_fail,34.0
A,structure,mean32,8,,,,,,,dwell_mwu_p,0.0014436114239162105
A,structure,mean32,8,,,,,,,dwell_auc_runlevel,0.5264447069928219
A,structure,mean32,8,,,,,,,maxdwell30_auc_succ,0.60109103307194
A,structure,mean32,8,,,,,,,maxdwell30_det_auc,0.60109103307194
A,structure,mean32,8,,,,,,,dwell7_fires,68
A,structure,mean32,8,,,,,,,dwell7_fail_rate,0.8970588235294118
A,structure,mean32,8,,,,,,,dwell7_base_fail,0.6676136363636364
A,closed_class,mean32,16,,,,0.0,,,size,16
A,closed_class,mean32,16,,,,0.0,,,leak,0.0
A,closed_class,mean32,16,,,,0.0,,,n_visit,352
A,closed_class,mean32,16,,,,0.0,,,fail_rate_visitors,0.6676136363636364
A,closed_class,mean32,16,,,,0.0,,,base_fail,0.6676136363636364
A,closed_class,mean32,16,,,,0.0,,,states,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
A,closed_class,mean32,16,,,,0.01,,,size,16
A,closed_class,mean32,16,,,,0.01,,,leak,0.0
A,closed_class,mean32,16,,,,0.01,,,n_visit,352
A,closed_class,mean32,16,,,,0.01,,,fail_rate_visitors,0.6676136363636364
A,closed_class,mean32,16,,,,0.01,,,base_fail,0.6676136363636364
A,closed_class,mean32,16,,,,0.01,,,states,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
A,closed_class,mean32,16,,,,0.02,,,size,16
A,closed_class,mean32,16,,,,0.02,,,leak,0.0
A,closed_class,mean32,16,,,,0.02,,,n_visit,352
A,closed_class,mean32,16,,,,0.02,,,fail_rate_visitors,0.6676136363636364
A,closed_class,mean32,16,,,,0.02,,,base_fail,0.6676136363636364
A,closed_class,mean32,16,,,,0.02,,,states,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
A,closed_class,mean32,16,,,,0.05,,,size,16
A,closed_class,mean32,16,,,,0.05,,,leak,0.0
A,closed_class,mean32,16,,,,0.05,,,n_visit,352
A,closed_class,mean32,16,,,,0.05,,,fail_rate_visitors,0.6676136363636364
A,closed_class,mean32,16,,,,0.05,,,base_fail,0.6676136363636364
A,closed_class,mean32,16,,,,0.05,,,states,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
A,structure,mean32,16,,,,,,,self_p_max,0.7434701492537313
A,structure,mean32,16,,,,,,,self_p_mean,0.5797069670367552
A,structure,mean32,16,,,,,,,self_p_median,0.5772978762669484
A,structure,mean32,16,,,,,,,p_exit_max,0.04869857262804366
A,structure,mean32,16,,,,,,,h_min,0.573533429139847
A,structure,mean32,16,,,,,,,h_max,0.7221340497348865
A,structure,mean32,16,,,,,,,h_std,0.033274970386182254
A,structure,mean32,16,,,,,,,esteps_min,36.39876042909134
A,structure,mean32,16,,,,,,,esteps_max,46.17942779675886
A,structure,mean32,16,,,,,,,spearman_h_esteps,-0.31764705882352945
A,structure,mean32,16,,,,,,,nscc_eps0.0,1
A,structure,mean32,16,,,,,,,maxscc_eps0.0,16
A,structure,mean32,16,,,,,,,nclosed_eps0.0,1
A,structure,mean32,16,,,,,,,closed_states_eps0.0,16
A,structure,mean32,16,,,,,,,nscc_eps0.01,1
A,structure,mean32,16,,,,,,,maxscc_eps0.01,16
A,structure,mean32,16,,,,,,,nclosed_eps0.01,1
A,structure,mean32,16,,,,,,,closed_states_eps0.01,16
A,structure,mean32,16,,,,,,,nscc_eps0.02,1
A,structure,mean32,16,,,,,,,maxscc_eps0.02,16
A,structure,mean32,16,,,,,,,nclosed_eps0.02,1
A,structure,mean32,16,,,,,,,closed_states_eps0.02,16
A,structure,mean32,16,,,,,,,nscc_eps0.05,1
A,structure,mean32,16,,,,,,,maxscc_eps0.05,16
A,structure,mean32,16,,,,,,,nclosed_eps0.05,1
A,structure,mean32,16,,,,,,,closed_states_eps0.05,16
A,structure,mean32,16,,,,,,,dwell_mean_succ,2.14954172696575
A,structure,mean32,16,,,,,,,dwell_mean_fail,2.526884042323472
A,structure,mean32,16,,,,,,,dwell_p_ge7_succ,0.027978774722624215
A,structure,mean32,16,,,,,,,dwell_p_ge7_fail,0.02915137119412654
A,structure,mean32,16,,,,,,,dwell_max_succ,11.0
A,structure,mean32,16,,,,,,,dwell_max_fail,42.0
A,structure,mean32,16,,,,,,,dwell_mwu_p,5.093638782762525e-06
A,structure,mean32,16,,,,,,,dwell_auc_runlevel,0.5331671781737266
A,structure,mean32,16,,,,,,,maxdwell30_auc_succ,0.5772246846232526
A,structure,mean32,16,,,,,,,maxdwell30_det_auc,0.5772246846232526
A,structure,mean32,16,,,,,,,dwell7_fires,50
A,structure,mean32,16,,,,,,,dwell7_fail_rate,0.9
A,structure,mean32,16,,,,,,,dwell7_base_fail,0.6676136363636364
A,closed_class,mean32,32,,,,0.0,,,size,32
A,closed_class,mean32,32,,,,0.0,,,leak,0.0
A,closed_class,mean32,32,,,,0.0,,,n_visit,352
A,closed_class,mean32,32,,,,0.0,,,fail_rate_visitors,0.6676136363636364
A,closed_class,mean32,32,,,,0.0,,,base_fail,0.6676136363636364
A,closed_class,mean32,32,,,,0.0,,,states,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31
A,closed_class,mean32,32,,,,0.01,,,size,32
A,closed_class,mean32,32,,,,0.01,,,leak,0.0
A,closed_class,mean32,32,,,,0.01,,,n_visit,352
A,closed_class,mean32,32,,,,0.01,,,fail_rate_visitors,0.6676136363636364
A,closed_class,mean32,32,,,,0.01,,,base_fail,0.6676136363636364
A,closed_class,mean32,32,,,,0.01,,,states,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31
A,closed_class,mean32,32,,,,0.02,,,size,32
A,closed_class,mean32,32,,,,0.02,,,leak,0.0
A,closed_class,mean32,32,,,,0.02,,,n_visit,352
A,closed_class,mean32,32,,,,0.02,,,fail_rate_visitors,0.6676136363636364
A,closed_class,mean32,32,,,,0.02,,,base_fail,0.6676136363636364
A,closed_class,mean32,32,,,,0.02,,,states,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31
A,closed_class,mean32,32,,,,0.05,,,size,31
A,closed_class,mean32,32,,,,0.05,,,leak,0.08326801374845967
A,closed_class,mean32,32,,,,0.05,,,n_visit,352
A,closed_class,mean32,32,,,,0.05,,,fail_rate_visitors,0.6676136363636364
A,closed_class,mean32,32,,,,0.05,,,base_fail,0.6676136363636364
A,closed_class,mean32,32,,,,0.05,,,states,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;25;26;27;28;29;30;31
A,closed_class,mean32,32,,,,0.05,,,size,1
A,closed_class,mean32,32,,,,0.05,,,leak,0.11258278145695365
A,closed_class,mean32,32,,,,0.05,,,n_visit,39
A,closed_class,mean32,32,,,,0.05,,,fail_rate_visitors,0.7692307692307693
A,closed_class,mean32,32,,,,0.05,,,base_fail,0.6676136363636364
A,closed_class,mean32,32,,,,0.05,,,states,24
A,structure,mean32,32,,,,,,,self_p_max,0.8443708609271523
A,structure,mean32,32,,,,,,,self_p_mean,0.49937371004792175
A,structure,mean32,32,,,,,,,self_p_median,0.514241917502787
A,structure,mean32,32,,,,,,,p_exit_max,0.1990632318501171
A,structure,mean32,32,,,,,,,h_min,0.3481602795697487
A,structure,mean32,32,,,,,,,h_max,0.731045852479635
A,structure,mean32,32,,,,,,,h_std,0.06893129532109006
A,structure,mean32,32,,,,,,,esteps_min,22.71519350974294
A,structure,mean32,32,,,,,,,esteps_max,45.5259513592344
A,structure,mean32,32,,,,,,,spearman_h_esteps,-0.27382697947214074
A,structure,mean32,32,,,,,,,nscc_eps0.0,1
A,structure,mean32,32,,,,,,,maxscc_eps0.0,32
A,structure,mean32,32,,,,,,,nclosed_eps0.0,1
A,structure,mean32,32,,,,,,,closed_states_eps0.0,32
A,structure,mean32,32,,,,,,,nscc_eps0.01,1
A,structure,mean32,32,,,,,,,maxscc_eps0.01,32
A,structure,mean32,32,,,,,,,nclosed_eps0.01,1
A,structure,mean32,32,,,,,,,closed_states_eps0.01,32
A,structure,mean32,32,,,,,,,nscc_eps0.02,1
A,structure,mean32,32,,,,,,,maxscc_eps0.02,32
A,structure,mean32,32,,,,,,,nclosed_eps0.02,1
A,structure,mean32,32,,,,,,,closed_states_eps0.02,32
A,structure,mean32,32,,,,,,,nscc_eps0.05,2
A,structure,mean32,32,,,,,,,maxscc_eps0.05,31
A,structure,mean32,32,,,,,,,nclosed_eps0.05,2
A,structure,mean32,32,,,,,,,closed_states_eps0.05,32
A,structure,mean32,32,,,,,,,dwell_mean_succ,1.8945578231292517
A,structure,mean32,32,,,,,,,dwell_mean_fail,2.116859623733719
A,structure,mean32,32,,,,,,,dwell_p_ge7_succ,0.004251700680272109
A,structure,mean32,32,,,,,,,dwell_p_ge7_fail,0.02007959479015919
A,structure,mean32,32,,,,,,,dwell_max_succ,13.0
A,structure,mean32,32,,,,,,,dwell_max_fail,41.0
A,structure,mean32,32,,,,,,,dwell_mwu_p,0.8854450173846962
A,structure,mean32,32,,,,,,,dwell_auc_runlevel,0.4990414830005808
A,structure,mean32,32,,,,,,,maxdwell30_auc_succ,0.4626662120695534
A,structure,mean32,32,,,,,,,maxdwell30_det_auc,0.5373337879304466
A,structure,mean32,32,,,,,,,dwell7_fires,27
A,structure,mean32,32,,,,,,,dwell7_fail_rate,0.7407407407407407
A,structure,mean32,32,,,,,,,dwell7_base_fail,0.6676136363636364
A,closed_class,mean32,64,,,,0.0,,,size,64
A,closed_class,mean32,64,,,,0.0,,,leak,0.0
A,closed_class,mean32,64,,,,0.0,,,n_visit,352
A,closed_class,mean32,64,,,,0.0,,,fail_rate_visitors,0.6676136363636364
A,closed_class,mean32,64,,,,0.0,,,base_fail,0.6676136363636364
A,closed_class,mean32,64,,,,0.0,,,states,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63
A,closed_class,mean32,64,,,,0.01,,,size,63
A,closed_class,mean32,64,,,,0.01,,,leak,0.02629392334892681
A,closed_class,mean32,64,,,,0.01,,,n_visit,352
A,closed_class,mean32,64,,,,0.01,,,fail_rate_visitors,0.6676136363636364
A,closed_class,mean32,64,,,,0.01,,,base_fail,0.6676136363636364
A,closed_class,mean32,64,,,,0.01,,,states,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63
A,closed_class,mean32,64,,,,0.02,,,size,47
A,closed_class,mean32,64,,,,0.02,,,leak,0.30300274250875003
A,closed_class,mean32,64,,,,0.02,,,n_visit,352
A,closed_class,mean32,64,,,,0.02,,,fail_rate_visitors,0.6676136363636364
A,closed_class,mean32,64,,,,0.02,,,base_fail,0.6676136363636364
A,closed_class,mean32,64,,,,0.02,,,states,0;1;3;4;5;6;7;10;11;12;13;15;16;18;19;20;21;22;23;27;28;30;33;34;35;36;38;40;41;42;43;44;45;46;47;48;49;50;51;52;54;55;56;59;61;62;63
A,closed_class,mean32,64,,,,0.05,,,size,1
A,closed_class,mean32,64,,,,0.05,,,leak,0.09748427672955975
A,closed_class,mean32,64,,,,0.05,,,n_visit,36
A,closed_class,mean32,64,,,,0.05,,,fail_rate_visitors,0.8611111111111112
A,closed_class,mean32,64,,,,0.05,,,base_fail,0.6676136363636364
A,closed_class,mean32,64,,,,0.05,,,states,43
A,closed_class,mean32,64,,,,0.05,,,size,1
A,closed_class,mean32,64,,,,0.05,,,leak,0.07326007326007326
A,closed_class,mean32,64,,,,0.05,,,n_visit,28
A,closed_class,mean32,64,,,,0.05,,,fail_rate_visitors,0.8928571428571429
A,closed_class,mean32,64,,,,0.05,,,base_fail,0.6676136363636364
A,closed_class,mean32,64,,,,0.05,,,states,52
A,structure,mean32,64,,,,,,,self_p_max,0.8805031446540881
A,structure,mean32,64,,,,,,,self_p_mean,0.3763395658352032
A,structure,mean32,64,,,,,,,self_p_median,0.3917325691068708
A,structure,mean32,64,,,,,,,p_exit_max,0.5284090909090909
A,structure,mean32,64,,,,,,,h_min,0.27531440657511497
A,structure,mean32,64,,,,,,,h_max,0.7189945750601424
A,structure,mean32,64,,,,,,,h_std,0.06677133468777288
A,structure,mean32,64,,,,,,,esteps_min,18.348534236395526
A,structure,mean32,64,,,,,,,esteps_max,44.971226676776155
A,structure,mean32,64,,,,,,,spearman_h_esteps,-0.4567765567765567
A,structure,mean32,64,,,,,,,nscc_eps0.0,1
A,structure,mean32,64,,,,,,,maxscc_eps0.0,64
A,structure,mean32,64,,,,,,,nclosed_eps0.0,1
A,structure,mean32,64,,,,,,,closed_states_eps0.0,64
A,structure,mean32,64,,,,,,,nscc_eps0.01,2
A,structure,mean32,64,,,,,,,maxscc_eps0.01,63
A,structure,mean32,64,,,,,,,nclosed_eps0.01,1
A,structure,mean32,64,,,,,,,closed_states_eps0.01,63
A,structure,mean32,64,,,,,,,nscc_eps0.02,13
A,structure,mean32,64,,,,,,,maxscc_eps0.02,47
A,structure,mean32,64,,,,,,,nclosed_eps0.02,1
A,structure,mean32,64,,,,,,,closed_states_eps0.02,47
A,structure,mean32,64,,,,,,,nscc_eps0.05,17
A,structure,mean32,64,,,,,,,maxscc_eps0.05,43
A,structure,mean32,64,,,,,,,nclosed_eps0.05,2
A,structure,mean32,64,,,,,,,closed_states_eps0.05,2
A,structure,mean32,64,,,,,,,dwell_mean_succ,1.5069327020629015
A,structure,mean32,64,,,,,,,dwell_mean_fail,1.744744297003131
A,structure,mean32,64,,,,,,,dwell_p_ge7_succ,0.0010145417653026716
A,structure,mean32,64,,,,,,,dwell_p_ge7_fail,0.015506187565230357
A,structure,mean32,64,,,,,,,dwell_max_succ,9.0
A,structure,mean32,64,,,,,,,dwell_max_fail,27.0
A,structure,mean32,64,,,,,,,dwell_mwu_p,0.04392341369948172
A,structure,mean32,64,,,,,,,dwell_auc_runlevel,0.511190868125756
A,structure,mean32,64,,,,,,,maxdwell30_auc_succ,0.6355267644050461
A,structure,mean32,64,,,,,,,maxdwell30_det_auc,0.6355267644050461
A,structure,mean32,64,,,,,,,dwell7_fires,19
A,structure,mean32,64,,,,,,,dwell7_fail_rate,0.8947368421052632
A,structure,mean32,64,,,,,,,dwell7_base_fail,0.6676136363636364
B,closed_class,cell1280,4,,,,0.0,,,size,4
B,closed_class,cell1280,4,,,,0.0,,,leak,0.0
B,closed_class,cell1280,4,,,,0.0,,,n_visit,512
B,closed_class,cell1280,4,,,,0.0,,,fail_rate_visitors,0.421875
B,closed_class,cell1280,4,,,,0.0,,,base_fail,0.421875
B,closed_class,cell1280,4,,,,0.0,,,states,0;1;2;3
B,closed_class,cell1280,4,,,,0.01,,,size,4
B,closed_class,cell1280,4,,,,0.01,,,leak,0.0
B,closed_class,cell1280,4,,,,0.01,,,n_visit,512
B,closed_class,cell1280,4,,,,0.01,,,fail_rate_visitors,0.421875
B,closed_class,cell1280,4,,,,0.01,,,base_fail,0.421875
B,closed_class,cell1280,4,,,,0.01,,,states,0;1;2;3
B,closed_class,cell1280,4,,,,0.02,,,size,4
B,closed_class,cell1280,4,,,,0.02,,,leak,0.0
B,closed_class,cell1280,4,,,,0.02,,,n_visit,512
B,closed_class,cell1280,4,,,,0.02,,,fail_rate_visitors,0.421875
B,closed_class,cell1280,4,,,,0.02,,,base_fail,0.421875
B,closed_class,cell1280,4,,,,0.02,,,states,0;1;2;3
B,closed_class,cell1280,4,,,,0.05,,,size,3
B,closed_class,cell1280,4,,,,0.05,,,leak,0.02214887592723787
B,closed_class,cell1280,4,,,,0.05,,,n_visit,512
B,closed_class,cell1280,4,,,,0.05,,,fail_rate_visitors,0.421875
B,closed_class,cell1280,4,,,,0.05,,,base_fail,0.421875
B,closed_class,cell1280,4,,,,0.05,,,states,0;2;3
B,closed_class,cell1280,4,,,,0.05,,,size,1
B,closed_class,cell1280,4,,,,0.05,,,leak,0.032615200478755234
B,closed_class,cell1280,4,,,,0.05,,,n_visit,210
B,closed_class,cell1280,4,,,,0.05,,,fail_rate_visitors,0.8714285714285714
B,closed_class,cell1280,4,,,,0.05,,,base_fail,0.421875
B,closed_class,cell1280,4,,,,0.05,,,states,1
B,structure,cell1280,4,,,,,,,self_p_max,0.9365649311789348
B,structure,cell1280,4,,,,,,,self_p_mean,0.8279194750046928
B,structure,cell1280,4,,,,,,,self_p_median,0.815888638229779
B,structure,cell1280,4,,,,,,,p_exit_max,0.030819868342309993
B,structure,cell1280,4,,,,,,,h_min,0.39633418673017123
B,structure,cell1280,4,,,,,,,h_max,0.7003805511854552
B,structure,cell1280,4,,,,,,,h_std,0.12452807589433505
B,structure,cell1280,4,,,,,,,esteps_min,36.609071575667734
B,structure,cell1280,4,,,,,,,esteps_max,44.39921112437267
B,structure,cell1280,4,,,,,,,spearman_h_esteps,-0.7999999999999999
B,structure,cell1280,4,,,,,,,nscc_eps0.0,1
B,structure,cell1280,4,,,,,,,maxscc_eps0.0,4
B,structure,cell1280,4,,,,,,,nclosed_eps0.0,1
B,structure,cell1280,4,,,,,,,closed_states_eps0.0,4
B,structure,cell1280,4,,,,,,,nscc_eps0.01,1
B,structure,cell1280,4,,,,,,,maxscc_eps0.01,4
B,structure,cell1280,4,,,,,,,nclosed_eps0.01,1
B,structure,cell1280,4,,,,,,,closed_states_eps0.01,4
B,structure,cell1280,4,,,,,,,nscc_eps0.02,1
B,structure,cell1280,4,,,,,,,maxscc_eps0.02,4
B,structure,cell1280,4,,,,,,,nclosed_eps0.02,1
B,structure,cell1280,4,,,,,,,closed_states_eps0.02,4
B,structure,cell1280,4,,,,,,,nscc_eps0.05,2
B,structure,cell1280,4,,,,,,,maxscc_eps0.05,3
B,structure,cell1280,4,,,,,,,nclosed_eps0.05,2
B,structure,cell1280,4,,,,,,,closed_states_eps0.05,4
B,structure,cell1280,4,,,,,,,dwell_mean_succ,4.998283998283998
B,structure,cell1280,4,,,,,,,dwell_mean_fail,6.0257510729613735
B,structure,cell1280,4,,,,,,,dwell_p_ge7_succ,0.3183183183183183
B,structure,cell1280,4,,,,,,,dwell_p_ge7_fail,0.31276824034334766
B,structure,cell1280,4,,,,,,,dwell_max_succ,23.0
B,structure,cell1280,4,,,,,,,dwell_max_fail,27.0
B,structure,cell1280,4,,,,,,,dwell_mwu_p,0.433465736566213
B,structure,cell1280,4,,,,,,,dwell_auc_runlevel,0.506939035908993
B,structure,cell1280,4,,,,,,,maxdwell30_auc_succ,0.3677788844621514
B,structure,cell1280,4,,,,,,,maxdwell30_det_auc,0.6322211155378485
B,structure,cell1280,4,,,,,,,dwell7_fires,497
B,structure,cell1280,4,,,,,,,dwell7_fail_rate,0.4084507042253521
B,structure,cell1280,4,,,,,,,dwell7_base_fail,0.421875
B,closed_class,cell1280,8,,,,0.0,,,size,8
B,closed_class,cell1280,8,,,,0.0,,,leak,0.0
B,closed_class,cell1280,8,,,,0.0,,,n_visit,512
B,closed_class,cell1280,8,,,,0.0,,,fail_rate_visitors,0.421875
B,closed_class,cell1280,8,,,,0.0,,,base_fail,0.421875
B,closed_class,cell1280,8,,,,0.0,,,states,0;1;2;3;4;5;6;7
B,closed_class,cell1280,8,,,,0.01,,,size,6
B,closed_class,cell1280,8,,,,0.01,,,leak,0.0030625776550250194
B,closed_class,cell1280,8,,,,0.01,,,n_visit,512
B,closed_class,cell1280,8,,,,0.01,,,fail_rate_visitors,0.421875
B,closed_class,cell1280,8,,,,0.01,,,base_fail,0.421875
B,closed_class,cell1280,8,,,,0.01,,,states,0;1;2;3;4;6
B,closed_class,cell1280,8,,,,0.02,,,size,6
B,closed_class,cell1280,8,,,,0.02,,,leak,0.0030625776550250194
