fold,suite,seed,method,calibration,alpha,scope,task,origin,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy,t_det,median_alarm_query
libero_goal_20260909,libero_goal,20260909,dyn_pca2_success_knn_k20,task_init,0.05,unseen,libero_goal/turn_on_the_stove,round5,400,0,400,0,0,,0.0,,,,
libero_goal_20260909,libero_goal,20260909,route_success_knn_k20,episode,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,80,0,80,0,3,,0.0375,0.0,,,
libero_goal_20260909,libero_goal,20260909,route_success_knn_k20,episode,0.05,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,80,11,69,11,17,1.0,0.2463768115942029,0.39285714285714285,0.8768115942028986,0.5636363636363636,15.0
libero_goal_20260909,libero_goal,20260909,route_success_knn_k20,episode,0.05,seen,libero_goal/put_the_bowl_on_the_plate,round5,80,5,75,5,0,1.0,0.0,1.0,1.0,0.30666666666666664,8.0
libero_goal_20260909,libero_goal,20260909,route_success_knn_k20,episode,0.05,seen,libero_goal/put_the_bowl_on_the_stove,round5,80,1,79,1,0,1.0,0.0,1.0,1.0,0.36666666666666664,10.0
libero_goal_20260909,libero_goal,20260909,route_success_knn_k20,episode,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,5,75,5,0,1.0,0.0,1.0,1.0,0.33999999999999997,9.0
libero_goal_20260909,libero_goal,20260909,route_success_knn_k20,episode,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,0,80,0,6,,0.075,0.0,,,
libero_goal_20260909,libero_goal,20260909,route_success_knn_k20,episode,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,1,79,1,0,1.0,0.0,1.0,1.0,0.36666666666666664,10.0
libero_goal_20260909,libero_goal,20260909,route_success_knn_k20,episode,0.05,unseen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,400,1,399,1,398,1.0,0.9974937343358395,0.002506265664160401,0.5012531328320802,0.4,11.0
libero_goal_20260909,libero_goal,20260909,route_success_knn_k20,episode,0.05,unseen,libero_goal/put_the_wine_bottle_on_the_rack,round5,400,1,399,1,399,1.0,1.0,0.0025,0.5,0.3333333333333333,9.0
libero_goal_20260909,libero_goal,20260909,route_success_knn_k20,episode,0.05,unseen,libero_goal/turn_on_the_stove,round5,400,0,400,0,287,,0.7175,0.0,,,
libero_goal_20260909,libero_goal,20260909,route_success_knn_k20,task_init,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,80,0,80,0,1,,0.0125,0.0,,,
libero_goal_20260909,libero_goal,20260909,route_success_knn_k20,task_init,0.05,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,80,11,69,9,13,0.8181818181818182,0.18840579710144928,0.4090909090909091,0.8148880105401846,0.7333333333333333,19.0
libero_goal_20260909,libero_goal,20260909,route_success_knn_k20,task_init,0.05,seen,libero_goal/put_the_bowl_on_the_plate,round5,80,5,75,5,0,1.0,0.0,1.0,1.0,0.3266666666666666,9.0
libero_goal_20260909,libero_goal,20260909,route_success_knn_k20,task_init,0.05,seen,libero_goal/put_the_bowl_on_the_stove,round5,80,1,79,1,0,1.0,0.0,1.0,1.0,0.4,11.0
libero_goal_20260909,libero_goal,20260909,route_success_knn_k20,task_init,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,5,75,4,0,0.8,0.0,1.0,0.9,0.6799999999999999,16.0
libero_goal_20260909,libero_goal,20260909,route_success_knn_k20,task_init,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,0,80,0,6,,0.075,0.0,,,
libero_goal_20260909,libero_goal,20260909,route_success_knn_k20,task_init,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,1,79,1,0,1.0,0.0,1.0,1.0,0.36666666666666664,10.0
libero_goal_20260909,libero_goal,20260909,route_success_knn_k20,task_init,0.05,unseen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,400,1,399,1,312,1.0,0.7819548872180451,0.003194888178913738,0.6090225563909775,0.43333333333333335,12.0
libero_goal_20260909,libero_goal,20260909,route_success_knn_k20,task_init,0.05,unseen,libero_goal/put_the_wine_bottle_on_the_rack,round5,400,1,399,1,365,1.0,0.9147869674185464,0.00273224043715847,0.5426065162907268,0.4666666666666667,13.0
libero_goal_20260909,libero_goal,20260909,route_success_knn_k20,task_init,0.05,unseen,libero_goal/turn_on_the_stove,round5,400,0,400,0,155,,0.3875,0.0,,,
libero_goal_20260909,libero_goal,20260909,eef_motion_low,episode,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,80,0,80,0,10,,0.125,0.0,,,
libero_goal_20260909,libero_goal,20260909,eef_motion_low,episode,0.05,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,80,11,69,11,5,1.0,0.07246376811594203,0.6875,0.9637681159420289,0.7424242424242423,21.0
libero_goal_20260909,libero_goal,20260909,eef_motion_low,episode,0.05,seen,libero_goal/put_the_bowl_on_the_plate,round5,80,5,75,5,0,1.0,0.0,1.0,1.0,0.44000000000000006,12.0
libero_goal_20260909,libero_goal,20260909,eef_motion_low,episode,0.05,seen,libero_goal/put_the_bowl_on_the_stove,round5,80,1,79,1,0,1.0,0.0,1.0,1.0,0.6,17.0
libero_goal_20260909,libero_goal,20260909,eef_motion_low,episode,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,5,75,5,0,1.0,0.0,1.0,1.0,0.47333333333333333,13.0
libero_goal_20260909,libero_goal,20260909,eef_motion_low,episode,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,0,80,0,0,,0.0,,,,
libero_goal_20260909,libero_goal,20260909,eef_motion_low,episode,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,1,79,1,0,1.0,0.0,1.0,1.0,0.5,14.0
libero_goal_20260909,libero_goal,20260909,eef_motion_low,episode,0.05,unseen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,400,1,399,1,37,1.0,0.09273182957393483,0.02631578947368421,0.9536340852130326,0.4,11.0
libero_goal_20260909,libero_goal,20260909,eef_motion_low,episode,0.05,unseen,libero_goal/put_the_wine_bottle_on_the_rack,round5,400,1,399,1,51,1.0,0.12781954887218044,0.019230769230769232,0.9360902255639098,0.6,17.0
libero_goal_20260909,libero_goal,20260909,eef_motion_low,episode,0.05,unseen,libero_goal/turn_on_the_stove,round5,400,0,400,0,37,,0.0925,0.0,,,
libero_goal_20260909,libero_goal,20260909,eef_motion_low,task_init,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,80,0,80,0,8,,0.1,0.0,,,
libero_goal_20260909,libero_goal,20260909,eef_motion_low,task_init,0.05,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,80,11,69,11,4,1.0,0.057971014492753624,0.7333333333333333,0.9710144927536232,0.7454545454545454,21.0
libero_goal_20260909,libero_goal,20260909,eef_motion_low,task_init,0.05,seen,libero_goal/put_the_bowl_on_the_plate,round5,80,5,75,5,0,1.0,0.0,1.0,1.0,0.5800000000000001,13.0
libero_goal_20260909,libero_goal,20260909,eef_motion_low,task_init,0.05,seen,libero_goal/put_the_bowl_on_the_stove,round5,80,1,79,1,0,1.0,0.0,1.0,1.0,0.6,17.0
libero_goal_20260909,libero_goal,20260909,eef_motion_low,task_init,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,5,75,5,0,1.0,0.0,1.0,1.0,0.4866666666666667,14.0
libero_goal_20260909,libero_goal,20260909,eef_motion_low,task_init,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,0,80,0,0,,0.0,,,,
libero_goal_20260909,libero_goal,20260909,eef_motion_low,task_init,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,1,79,1,0,1.0,0.0,1.0,1.0,0.5,14.0
libero_goal_20260909,libero_goal,20260909,eef_motion_low,task_init,0.05,unseen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,400,1,399,1,25,1.0,0.06265664160401002,0.038461538461538464,0.968671679197995,0.4,11.0
libero_goal_20260909,libero_goal,20260909,eef_motion_low,task_init,0.05,unseen,libero_goal/put_the_wine_bottle_on_the_rack,round5,400,1,399,1,38,1.0,0.09523809523809523,0.02564102564102564,0.9523809523809523,0.6,17.0
libero_goal_20260909,libero_goal,20260909,eef_motion_low,task_init,0.05,unseen,libero_goal/turn_on_the_stove,round5,400,0,400,0,32,,0.08,0.0,,,
libero_goal_20260909,libero_goal,20260909,clock_q7,episode,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,80,0,80,0,0,,0.0,,,,
libero_goal_20260909,libero_goal,20260909,clock_q7,episode,0.05,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,80,11,69,11,9,1.0,0.13043478260869565,0.55,0.9347826086956522,0.6666666666666667,19.0
libero_goal_20260909,libero_goal,20260909,clock_q7,episode,0.05,seen,libero_goal/put_the_bowl_on_the_plate,round5,80,5,75,5,0,1.0,0.0,1.0,1.0,0.6666666666666666,19.0
libero_goal_20260909,libero_goal,20260909,clock_q7,episode,0.05,seen,libero_goal/put_the_bowl_on_the_stove,round5,80,1,79,1,0,1.0,0.0,1.0,1.0,0.6666666666666666,19.0
libero_goal_20260909,libero_goal,20260909,clock_q7,episode,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,5,75,5,0,1.0,0.0,1.0,1.0,0.6666666666666666,19.0
libero_goal_20260909,libero_goal,20260909,clock_q7,episode,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,0,80,0,1,,0.0125,0.0,,,
libero_goal_20260909,libero_goal,20260909,clock_q7,episode,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,1,79,1,0,1.0,0.0,1.0,1.0,0.6666666666666666,19.0
libero_goal_20260909,libero_goal,20260909,clock_q7,episode,0.05,unseen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,400,1,399,1,32,1.0,0.08020050125313283,0.030303030303030304,0.9598997493734336,0.6666666666666666,19.0
libero_goal_20260909,libero_goal,20260909,clock_q7,episode,0.05,unseen,libero_goal/put_the_wine_bottle_on_the_rack,round5,400,1,399,1,1,1.0,0.002506265664160401,0.5,0.9987468671679198,0.6666666666666666,19.0
libero_goal_20260909,libero_goal,20260909,clock_q7,episode,0.05,unseen,libero_goal/turn_on_the_stove,round5,400,0,400,0,0,,0.0,,,,
libero_goal_20260909,libero_goal,20260909,clock_q7,task_init,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,80,0,80,0,0,,0.0,,,,
libero_goal_20260909,libero_goal,20260909,clock_q7,task_init,0.05,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,80,11,69,11,9,1.0,0.13043478260869565,0.55,0.9347826086956522,0.6666666666666667,19.0
libero_goal_20260909,libero_goal,20260909,clock_q7,task_init,0.05,seen,libero_goal/put_the_bowl_on_the_plate,round5,80,5,75,5,0,1.0,0.0,1.0,1.0,0.6666666666666666,19.0
libero_goal_20260909,libero_goal,20260909,clock_q7,task_init,0.05,seen,libero_goal/put_the_bowl_on_the_stove,round5,80,1,79,1,0,1.0,0.0,1.0,1.0,0.6666666666666666,19.0
libero_goal_20260909,libero_goal,20260909,clock_q7,task_init,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,5,75,5,0,1.0,0.0,1.0,1.0,0.6666666666666666,19.0
libero_goal_20260909,libero_goal,20260909,clock_q7,task_init,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,0,80,0,1,,0.0125,0.0,,,
libero_goal_20260909,libero_goal,20260909,clock_q7,task_init,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,1,79,1,0,1.0,0.0,1.0,1.0,0.6666666666666666,19.0
libero_goal_20260909,libero_goal,20260909,clock_q7,task_init,0.05,unseen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,400,1,399,1,32,1.0,0.08020050125313283,0.030303030303030304,0.9598997493734336,0.6666666666666666,19.0
libero_goal_20260909,libero_goal,20260909,clock_q7,task_init,0.05,unseen,libero_goal/put_the_wine_bottle_on_the_rack,round5,400,1,399,1,1,1.0,0.002506265664160401,0.5,0.9987468671679198,0.6666666666666666,19.0
libero_goal_20260909,libero_goal,20260909,clock_q7,task_init,0.05,unseen,libero_goal/turn_on_the_stove,round5,400,0,400,0,0,,0.0,,,,
libero_goal_20260909,libero_goal,20260909,v7_guard_constant,episode,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round3_v7,80,0,80,0,0,,0.0,,,,
libero_goal_20260909,libero_goal,20260909,v7_guard_constant,episode,0.05,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round3_v7,80,11,69,11,18,1.0,0.2608695652173913,0.3793103448275862,0.8695652173913043,0.7545454545454546,22.0
libero_goal_20260909,libero_goal,20260909,v7_guard_constant,episode,0.05,seen,libero_goal/put_the_bowl_on_the_plate,round3_v7,80,5,75,5,0,1.0,0.0,1.0,1.0,0.56,14.0
libero_goal_20260909,libero_goal,20260909,v7_guard_constant,episode,0.05,seen,libero_goal/put_the_bowl_on_the_stove,round3_v7,80,1,79,1,0,1.0,0.0,1.0,1.0,0.5666666666666667,16.0
libero_goal_20260909,libero_goal,20260909,v7_guard_constant,episode,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round3_v7,80,5,75,5,0,1.0,0.0,1.0,1.0,0.39333333333333337,11.0
libero_goal_20260909,libero_goal,20260909,v7_guard_constant,episode,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round3_v7,80,0,80,0,0,,0.0,,,,
libero_goal_20260909,libero_goal,20260909,v7_guard_constant,episode,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round3_v7,80,1,79,1,37,1.0,0.46835443037974683,0.02631578947368421,0.7658227848101266,0.43333333333333335,12.0
libero_goal_20260909,libero_goal,20260909,v7_guard_constant,episode,0.05,unseen,libero_goal/push_the_plate_to_the_front_of_the_stove,round3_v7,400,1,399,1,389,1.0,0.974937343358396,0.002564102564102564,0.512531328320802,0.3,8.0
libero_goal_20260909,libero_goal,20260909,v7_guard_constant,episode,0.05,unseen,libero_goal/put_the_wine_bottle_on_the_rack,round3_v7,400,1,399,1,2,1.0,0.005012531328320802,0.3333333333333333,0.9974937343358397,0.6666666666666666,19.0
libero_goal_20260909,libero_goal,20260909,v7_guard_constant,episode,0.05,unseen,libero_goal/turn_on_the_stove,round3_v7,400,0,400,0,0,,0.0,,,,
libero_goal_20260909,libero_goal,20260909,v7_guard_constant,task_init,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round3_v7,80,0,80,0,0,,0.0,,,,
libero_goal_20260909,libero_goal,20260909,v7_guard_constant,task_init,0.05,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round3_v7,80,11,69,11,5,1.0,0.07246376811594203,0.6875,0.9637681159420289,0.7787878787878788,22.0
libero_goal_20260909,libero_goal,20260909,v7_guard_constant,task_init,0.05,seen,libero_goal/put_the_bowl_on_the_plate,round3_v7,80,5,75,4,0,0.8,0.0,1.0,0.9,0.6799999999999999,15.0
libero_goal_20260909,libero_goal,20260909,v7_guard_constant,task_init,0.05,seen,libero_goal/put_the_bowl_on_the_stove,round3_v7,80,1,79,1,0,1.0,0.0,1.0,1.0,0.7666666666666667,22.0
libero_goal_20260909,libero_goal,20260909,v7_guard_constant,task_init,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round3_v7,80,5,75,5,0,1.0,0.0,1.0,1.0,0.4066666666666666,11.0
libero_goal_20260909,libero_goal,20260909,v7_guard_constant,task_init,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round3_v7,80,0,80,0,0,,0.0,,,,
libero_goal_20260909,libero_goal,20260909,v7_guard_constant,task_init,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round3_v7,80,1,79,1,9,1.0,0.11392405063291139,0.1,0.9430379746835443,0.43333333333333335,12.0
libero_goal_20260909,libero_goal,20260909,v7_guard_constant,task_init,0.05,unseen,libero_goal/push_the_plate_to_the_front_of_the_stove,round3_v7,400,1,399,1,385,1.0,0.9649122807017544,0.0025906735751295338,0.5175438596491229,0.3333333333333333,9.0
libero_goal_20260909,libero_goal,20260909,v7_guard_constant,task_init,0.05,unseen,libero_goal/put_the_wine_bottle_on_the_rack,round3_v7,400,1,399,1,1,1.0,0.002506265664160401,0.5,0.9987468671679198,0.7,20.0
libero_goal_20260909,libero_goal,20260909,v7_guard_constant,task_init,0.05,unseen,libero_goal/turn_on_the_stove,round3_v7,400,0,400,0,0,,0.0,,,,
libero_goal_20260909,libero_goal,20260909,v7_turbulence_constant,episode,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round3_v7,80,0,80,0,11,,0.1375,0.0,,,
libero_goal_20260909,libero_goal,20260909,v7_turbulence_constant,episode,0.05,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round3_v7,80,11,69,11,24,1.0,0.34782608695652173,0.3142857142857143,0.8260869565217391,0.5363636363636363,18.0
libero_goal_20260909,libero_goal,20260909,v7_turbulence_constant,episode,0.05,seen,libero_goal/put_the_bowl_on_the_plate,round3_v7,80,5,75,5,0,1.0,0.0,1.0,1.0,0.5466666666666666,12.0
libero_goal_20260909,libero_goal,20260909,v7_turbulence_constant,episode,0.05,seen,libero_goal/put_the_bowl_on_the_stove,round3_v7,80,1,79,1,0,1.0,0.0,1.0,1.0,0.7,20.0
libero_goal_20260909,libero_goal,20260909,v7_turbulence_constant,episode,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round3_v7,80,5,75,1,0,0.2,0.0,1.0,0.6,0.9800000000000001,26.0
libero_goal_20260909,libero_goal,20260909,v7_turbulence_constant,episode,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round3_v7,80,0,80,0,0,,0.0,,,,
libero_goal_20260909,libero_goal,20260909,v7_turbulence_constant,episode,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round3_v7,80,1,79,1,0,1.0,0.0,1.0,1.0,0.36666666666666664,10.0
libero_goal_20260909,libero_goal,20260909,v7_turbulence_constant,episode,0.05,unseen,libero_goal/push_the_plate_to_the_front_of_the_stove,round3_v7,400,1,399,1,132,1.0,0.3308270676691729,0.007518796992481203,0.8345864661654135,0.6333333333333333,18.0
libero_goal_20260909,libero_goal,20260909,v7_turbulence_constant,episode,0.05,unseen,libero_goal/put_the_wine_bottle_on_the_rack,round3_v7,400,1,399,1,42,1.0,0.10526315789473684,0.023255813953488372,0.9473684210526316,0.6333333333333333,18.0
libero_goal_20260909,libero_goal,20260909,v7_turbulence_constant,episode,0.05,unseen,libero_goal/turn_on_the_stove,round3_v7,400,0,400,0,0,,0.0,,,,
libero_goal_20260909,libero_goal,20260909,v7_turbulence_constant,task_init,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round3_v7,80,0,80,0,0,,0.0,,,,
libero_goal_20260909,libero_goal,20260909,v7_turbulence_constant,task_init,0.05,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round3_v7,80,11,69,11,4,1.0,0.057971014492753624,0.7333333333333333,0.9710144927536232,0.7545454545454546,22.0
libero_goal_20260909,libero_goal,20260909,v7_turbulence_constant,task_init,0.05,seen,libero_goal/put_the_bowl_on_the_plate,round3_v7,80,5,75,5,0,1.0,0.0,1.0,1.0,0.5733333333333335,13.0
libero_goal_20260909,libero_goal,20260909,v7_turbulence_constant,task_init,0.05,seen,libero_goal/put_the_bowl_on_the_stove,round3_v7,80,1,79,1,0,1.0,0.0,1.0,1.0,0.7,20.0
libero_goal_20260909,libero_goal,20260909,v7_turbulence_constant,task_init,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round3_v7,80,5,75,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260909,libero_goal,20260909,v7_turbulence_constant,task_init,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round3_v7,80,0,80,0,0,,0.0,,,,
libero_goal_20260909,libero_goal,20260909,v7_turbulence_constant,task_init,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round3_v7,80,1,79,1,0,1.0,0.0,1.0,1.0,0.5333333333333333,15.0
libero_goal_20260909,libero_goal,20260909,v7_turbulence_constant,task_init,0.05,unseen,libero_goal/push_the_plate_to_the_front_of_the_stove,round3_v7,400,1,399,1,14,1.0,0.03508771929824561,0.06666666666666667,0.9824561403508771,0.6333333333333333,18.0
libero_goal_20260909,libero_goal,20260909,v7_turbulence_constant,task_init,0.05,unseen,libero_goal/put_the_wine_bottle_on_the_rack,round3_v7,400,1,399,1,6,1.0,0.015037593984962405,0.14285714285714285,0.9924812030075187,0.7333333333333333,21.0
libero_goal_20260909,libero_goal,20260909,v7_turbulence_constant,task_init,0.05,unseen,libero_goal/turn_on_the_stove,round3_v7,400,0,400,0,0,,0.0,,,,
libero_goal_20260909,libero_goal,20260909,v7_success_fusion_constant,episode,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round3_v7,80,0,80,0,0,,0.0,,,,
libero_goal_20260909,libero_goal,20260909,v7_success_fusion_constant,episode,0.05,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round3_v7,80,11,69,11,24,1.0,0.34782608695652173,0.3142857142857143,0.8260869565217391,0.7000000000000001,22.0
libero_goal_20260909,libero_goal,20260909,v7_success_fusion_constant,episode,0.05,seen,libero_goal/put_the_bowl_on_the_plate,round3_v7,80,5,75,5,2,1.0,0.02666666666666667,0.7142857142857143,0.9866666666666667,0.39333333333333337,12.0
libero_goal_20260909,libero_goal,20260909,v7_success_fusion_constant,episode,0.05,seen,libero_goal/put_the_bowl_on_the_stove,round3_v7,80,1,79,1,4,1.0,0.05063291139240506,0.2,0.9746835443037974,0.4666666666666667,13.0
libero_goal_20260909,libero_goal,20260909,v7_success_fusion_constant,episode,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round3_v7,80,5,75,5,2,1.0,0.02666666666666667,0.7142857142857143,0.9866666666666667,0.42000000000000004,12.0
libero_goal_20260909,libero_goal,20260909,v7_success_fusion_constant,episode,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round3_v7,80,0,80,0,10,,0.125,0.0,,,
libero_goal_20260909,libero_goal,20260909,v7_success_fusion_constant,episode,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round3_v7,80,1,79,1,18,1.0,0.22784810126582278,0.05263157894736842,0.8860759493670887,0.4666666666666667,13.0
libero_goal_20260909,libero_goal,20260909,v7_success_fusion_constant,episode,0.05,unseen,libero_goal/push_the_plate_to_the_front_of_the_stove,round3_v7,400,1,399,1,368,1.0,0.9223057644110275,0.0027100271002710027,0.5388471177944862,0.3333333333333333,9.0
libero_goal_20260909,libero_goal,20260909,v7_success_fusion_constant,episode,0.05,unseen,libero_goal/put_the_wine_bottle_on_the_rack,round3_v7,400,1,399,1,292,1.0,0.731829573934837,0.0034129692832764505,0.6340852130325815,0.4,11.0
libero_goal_20260909,libero_goal,20260909,v7_success_fusion_constant,episode,0.05,unseen,libero_goal/turn_on_the_stove,round3_v7,400,0,400,0,183,,0.4575,0.0,,,
libero_goal_20260909,libero_goal,20260909,v7_success_fusion_constant,task_init,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round3_v7,80,0,80,0,0,,0.0,,,,
libero_goal_20260909,libero_goal,20260909,v7_success_fusion_constant,task_init,0.05,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round3_v7,80,11,69,11,14,1.0,0.2028985507246377,0.44,0.8985507246376812,0.8060606060606061,24.0
libero_goal_20260909,libero_goal,20260909,v7_success_fusion_constant,task_init,0.05,seen,libero_goal/put_the_bowl_on_the_plate,round3_v7,80,5,75,5,1,1.0,0.013333333333333334,0.8333333333333334,0.9933333333333333,0.4333333333333333,12.0
libero_goal_20260909,libero_goal,20260909,v7_success_fusion_constant,task_init,0.05,seen,libero_goal/put_the_bowl_on_the_stove,round3_v7,80,1,79,1,2,1.0,0.02531645569620253,0.3333333333333333,0.9873417721518988,0.5,14.0
libero_goal_20260909,libero_goal,20260909,v7_success_fusion_constant,task_init,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round3_v7,80,5,75,5,0,1.0,0.0,1.0,1.0,0.4533333333333333,13.0
libero_goal_20260909,libero_goal,20260909,v7_success_fusion_constant,task_init,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round3_v7,80,0,80,0,7,,0.0875,0.0,,,
libero_goal_20260909,libero_goal,20260909,v7_success_fusion_constant,task_init,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round3_v7,80,1,79,1,6,1.0,0.0759493670886076,0.14285714285714285,0.9620253164556962,0.5,14.0
libero_goal_20260909,libero_goal,20260909,v7_success_fusion_constant,task_init,0.05,unseen,libero_goal/push_the_plate_to_the_front_of_the_stove,round3_v7,400,1,399,1,206,1.0,0.5162907268170426,0.004830917874396135,0.7418546365914787,0.4,11.0
libero_goal_20260909,libero_goal,20260909,v7_success_fusion_constant,task_init,0.05,unseen,libero_goal/put_the_wine_bottle_on_the_rack,round3_v7,400,1,399,1,54,1.0,0.13533834586466165,0.01818181818181818,0.9323308270676691,0.7333333333333333,21.0
libero_goal_20260909,libero_goal,20260909,v7_success_fusion_constant,task_init,0.05,unseen,libero_goal/turn_on_the_stove,round3_v7,400,0,400,0,83,,0.2075,0.0,,,
libero_goal_20260909,libero_goal,20260909,success_only__current,episode,0.05,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round3_followup,80,0,80,0,1,,0.0125,0.0,,,
libero_goal_20260909,libero_goal,20260909,success_only__current,episode,0.05,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round3_followup,80,11,69,1,22,0.09090909090909091,0.3188405797101449,0.043478260869565216,0.38603425559947296,0.9575757575757575,15.0
libero_goal_20260909,libero_goal,20260909,success_only__current,episode,0.05,seen,libero_goal/put_the_bowl_on_the_plate,round3_followup,80,5,75,4,1,0.8,0.013333333333333334,0.8,0.8933333333333333,0.74,19.5
libero_goal_20260909,libero_goal,20260909,success_only__current,episode,0.05,seen,libero_goal/put_the_bowl_on_the_stove,round3_followup,80,1,79,1,1,1.0,0.012658227848101266,0.5,0.9936708860759493,0.4666666666666667,13.0
libero_goal_20260909,libero_goal,20260909,success_only__current,episode,0.05,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round3_followup,80,5,75,1,5,0.2,0.06666666666666667,0.16666666666666666,0.5666666666666667,0.9,14.0
libero_goal_20260909,libero_goal,20260909,success_only__current,episode,0.05,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round3_followup,80,0,80,0,11,,0.1375,0.0,,,
libero_goal_20260909,libero_goal,20260909,success_only__current,episode,0.05,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round3_followup,80,1,79,0,19,0.0,0.24050632911392406,0.0,0.379746835443038,1.0,
libero_goal_20260909,libero_goal,20260909,success_only__current,episode,0.05,unseen,libero_goal/push_the_plate_to_the_front_of_the_stove,round3_followup,400,1,399,1,62,1.0,0.15538847117794485,0.015873015873015872,0.9223057644110275,0.5333333333333333,15.0
libero_goal_20260909,libero_goal,20260909,success_only__current,episode,0.05,unseen,libero_goal/put_the_wine_bottle_on_the_rack,round3_followup,400,1,399,0,225,0.0,0.5639097744360902,0.0,0.21804511278195488,1.0,
