feature,weighted_spearman,cells,rows
mobility_L12,-0.0706839639147179,287,87310
entropy_L12,0.038062458652817495,287,87310
R4_all,-0.02266012267628793,287,87310
L4_all,-0.013082093166217282,287,87310
