snapshot_key,query,regime,branches,horizontal,vertical_lag1,vertical_lag2,vertical_lag3,vertical_lag4,vertical_lag5,vertical_lag6,vertical_lag7,vertical_lag8
w00_s000,0,other,16,0.01887607661386331,,,,,,,,
w00_s000,1,other,16,0.029705643537454307,0.04816934862174094,,,,,,,
w00_s000,2,other,16,0.022760549761975803,0.044570887461304665,0.05556838819757104,,,,,,
w00_s000,3,other,16,0.022178197535686194,0.03710296284407377,0.05131258373148739,0.058291762601584196,,,,,
w00_s000,4,other,16,0.02003909662210693,0.033755403477698565,0.043373331194743514,0.05385366245172918,0.057826308999210596,,,,
w00_s000,5,other,16,0.019573162829813858,0.03610888798721135,0.04768168949522078,0.0495310730766505,0.05813692603260279,0.0599560032133013,,,
w00_s000,6,other,16,0.019155111668320995,0.03303026664070785,0.045481763081625104,0.050313844345510006,0.05125248013064265,0.06017040042206645,0.06169214425608516,,
w00_s000,7,other,16,0.024168463113407295,0.038601356791332364,0.045549711445346475,0.049395091366022825,0.05074545159004629,0.052635009633377194,0.05779947666451335,0.05951134581118822,
w00_s000,8,other,16,0.022698426681260268,0.03313478722702712,0.04630158911459148,0.05123483040370047,0.051246427930891514,0.050821212818846107,0.05215026997029781,0.05700446804985404,0.05916206073015928
w00_s000,9,other,16,0.025406797075023253,0.03263493918348104,0.03946351679041982,0.04856040608137846,0.05345367104746401,0.052063611801713705,0.050487399799749255,0.05207278369925916,0.058011180721223354
w00_s000,10,other,16,0.029508594516664745,0.03403194167185575,0.04089322034269571,0.046495690708979964,0.053547753021121025,0.05686124903149903,0.05590247921645641,0.054893617518246174,0.05547456187196076
w00_s000,11,other,16,0.04498535462965568,0.03913557145278901,0.04565596836619079,0.04940740019083023,0.051525391871109605,0.056017189053818583,0.057924750028178096,0.05819490575231612,0.058576040202751756
w00_s000,12,other,16,0.05211091302335262,0.04961930203717202,0.050938719301484525,0.05319101666100323,0.05487976991571486,0.05512855248525739,0.05773749900981784,0.05839317571371794,0.059608499286696315
w00_s000,13,other,16,0.04670819343688588,0.04905286733992398,0.05813002120703459,0.05708043114282191,0.05564086581580341,0.05516892788000405,0.055572893703356385,0.05554421409033239,0.0559472618624568
w00_s000,14,other,16,0.04515351213825246,0.0433895168825984,0.057598653715103865,0.06051261560060084,0.05942902434617281,0.05684051802381873,0.055745866149663925,0.055770719423890114,0.055054818047210574
w00_s000,15,other,16,0.0431798128100733,0.04050210537388921,0.05083660245873034,0.05896961153484881,0.05927968001924455,0.05903652892448008,0.05622489447705448,0.05496116681024432,0.05438280152156949
w00_s000,16,other,16,0.043925006051237385,0.03835436119697988,0.04952821251936257,0.05396937904879451,0.059349132468923926,0.05845560901798308,0.05838511069305241,0.05491771874949336,0.05382129270583391
