action_steps,arm,bench,benchmark,category,first_trigger_query,inference_calls,init_state_id,interventions,max_rr,perturbation,physical_steps,random_first_query,rc,skipped,status,success,tag,task_id,task_name,wall
227,hold16_random,libero10,pro,,,23,26,0,0.045454545454545456,none,0,31,0,False,completed,True,l10-task04-init26,4,,79.9
237,native,libero10,pro,,,24,29,0,0.015151515151515152,none,0,,0,False,completed,True,l10-task04-init29,4,,56.6
520,hold16,libero10,pro,,30,48,28,3,1.0,none,48,,0,False,completed,False,l10-task03-init28,3,,241.3
226,hold16,libero10,pro,,,23,28,0,0.06060606060606061,none,0,,0,False,completed,True,l10-task04-init28,4,,62.5
180,hold16,libero10,pro,,,18,11,0,0.13636363636363635,none,0,,0,False,completed,True,l10-task05-init11,5,,42.0
180,hold16_random,libero10,pro,,,18,11,0,0.13636363636363635,none,0,32,0,False,completed,True,l10-task05-init11,5,,43.3
180,native,libero10,pro,,,18,11,0,0.13636363636363635,none,0,,0,False,completed,True,l10-task05-init11,5,,47.6
250,hold16,libero10,pro,,,25,24,0,0.015151515151515152,none,0,,0,False,completed,True,l10-task04-init24,4,,113.7
261,hold16_random,libero10,pro,,21,25,16,1,0.015151515151515152,none,16,21,0,False,completed,True,l10-task04-init16,4,,170.9
237,hold16,libero10,pro,,,24,29,0,0.015151515151515152,none,0,,0,False,completed,True,l10-task04-init29,4,,70.5
520,native,libero10,pro,,,52,17,0,1.0,none,0,,0,False,completed,False,l10-task04-init17,4,,180.5
226,native,libero10,pro,,,23,28,0,0.06060606060606061,none,0,,0,False,completed,True,l10-task04-init28,4,,86.8
247,native,libero10,pro,,,25,27,0,0.030303030303030304,none,0,,0,False,completed,True,l10-task04-init27,4,,97.9
247,hold16_random,libero10,pro,,,25,27,0,0.030303030303030304,none,0,37,0,False,completed,True,l10-task04-init27,4,,97.7
213,hold16_random,libero10,pro,,,22,13,0,0.4393939393939394,none,0,36,0,False,completed,True,l10-task05-init13,5,,53.9
176,native,libero10,pro,,,18,14,0,0.12121212121212122,none,0,,0,False,completed,True,l10-task05-init14,5,,43.4
176,hold16,libero10,pro,,,18,14,0,0.12121212121212122,none,0,,0,False,completed,True,l10-task05-init14,5,,42.7
237,hold16_random,libero10,pro,,,24,29,0,0.015151515151515152,none,0,35,0,False,completed,True,l10-task04-init29,4,,87.0
520,hold16_random,libero10,pro,,33,48,25,3,0.9848484848484849,none,48,33,0,False,completed,False,l10-task04-init25,4,,129.8
147,native,libero10,pro,,,15,15,0,0.15151515151515152,none,0,,0,False,completed,True,l10-task05-init15,5,,47.2
520,hold16_random,libero10,pro,,28,47,22,4,0.803030303030303,none,50,28,0,False,completed,False,l10-task04-init22,4,,157.3
267,native,libero10,pro,,,27,12,0,0.9848484848484849,none,0,,0,False,completed,True,l10-task05-init12,5,,72.6
191,hold16_random,libero10,pro,,15,18,14,1,0.10606060606060606,none,16,15,0,False,completed,True,l10-task05-init14,5,,51.8
277,hold16,libero10,pro,,,28,19,0,0.10606060606060606,none,0,,0,False,completed,True,l10-task04-init19,4,,191.7
243,hold16,libero10,pro,,23,24,12,1,0.6212121212121212,none,3,,0,False,completed,True,l10-task05-init12,5,,80.6
520,native,libero10,pro,,,52,26,0,1.0,none,0,,0,False,completed,False,l10-task03-init26,3,,322.0
247,hold16,libero10,pro,,22,24,10,1,0.6515151515151515,none,16,,0,False,completed,True,l10-task05-init10,5,,100.9
212,hold16,libero10,pro,,,22,16,0,0.4393939393939394,none,0,,0,False,completed,True,l10-task05-init16,5,,60.4
212,hold16_random,libero10,pro,,,22,16,0,0.4393939393939394,none,0,35,0,False,completed,True,l10-task05-init16,5,,58.4
520,hold16,libero10,pro,,30,48,22,3,1.0,none,40,,0,False,completed,False,l10-task04-init22,4,,180.0
147,hold16_random,libero10,pro,,,15,15,0,0.15151515151515152,none,0,14,0,False,completed,True,l10-task05-init15,5,,70.2
213,native,libero10,pro,,,22,13,0,0.4393939393939394,none,0,,0,False,completed,True,l10-task05-init13,5,,94.7
248,native,libero10,pro,,,25,17,0,0.8484848484848485,none,0,,0,False,completed,True,l10-task05-init17,5,,67.9
213,hold16,libero10,pro,,,22,13,0,0.4393939393939394,none,0,,0,False,completed,True,l10-task05-init13,5,,98.0
256,hold16,libero10,pro,,22,24,17,1,0.7272727272727273,none,16,,0,False,completed,True,l10-task05-init17,5,,70.1
250,hold16_random,libero10,pro,,,25,24,0,0.015151515151515152,none,0,37,0,False,completed,True,l10-task04-init24,4,,182.0
248,hold16_random,libero10,pro,,,25,17,0,0.8484848484848485,none,0,31,0,False,completed,True,l10-task05-init17,5,,73.3
201,hold16,libero10,pro,,,21,19,0,0.22727272727272727,none,0,,0,False,completed,True,l10-task05-init19,5,,58.3
201,native,libero10,pro,,,21,19,0,0.22727272727272727,none,0,,0,False,completed,True,l10-task05-init19,5,,61.3
520,hold16_random,libero10,pro,,29,48,28,3,1.0,none,48,29,0,False,completed,False,l10-task03-init28,3,,324.7
520,hold16,libero10,pro,,17,46,25,4,1.0,none,64,,0,False,completed,False,l10-task04-init25,4,,179.5
201,hold16_random,libero10,pro,,,21,19,0,0.22727272727272727,none,0,28,0,False,completed,True,l10-task05-init19,5,,61.6
163,native,libero10,pro,,,17,22,0,0.16666666666666666,none,0,,0,False,completed,True,l10-task05-init22,5,,48.5
163,hold16,libero10,pro,,,17,22,0,0.16666666666666666,none,0,,0,False,completed,True,l10-task05-init22,5,,51.9
163,hold16_random,libero10,pro,,,17,22,0,0.16666666666666666,none,0,21,0,False,completed,True,l10-task05-init22,5,,51.6
175,native,libero10,pro,,,18,23,0,0.2878787878787879,none,0,,0,False,completed,True,l10-task05-init23,5,,57.7
212,native,libero10,pro,,,22,16,0,0.4393939393939394,none,0,,0,False,completed,True,l10-task05-init16,5,,102.9
335,hold16_random,libero10,pro,,,34,10,0,1.0,none,0,36,0,False,completed,True,l10-task05-init10,5,,146.6
241,hold16,libero10,pro,,23,24,20,1,0.5909090909090909,none,1,,0,False,completed,True,l10-task05-init20,5,,74.8
147,hold16,libero10,pro,,,15,15,0,0.15151515151515152,none,0,,0,False,completed,True,l10-task05-init15,5,,113.3
204,hold16,libero10,pro,,,21,18,0,0.3181818181818182,none,0,,0,False,completed,True,l10-task05-init18,5,,103.5
280,native,libero10,pro,,,28,20,0,1.0,none,0,,0,False,completed,True,l10-task05-init20,5,,82.9
520,native,libero10,pro,,,52,25,0,1.0,none,0,,0,False,completed,False,l10-task04-init25,4,,208.8
216,hold16_random,libero10,pro,,18,20,18,1,0.2727272727272727,none,16,18,0,False,completed,True,l10-task05-init18,5,,103.9
227,hold16_random,libero10,pro,,20,22,24,1,0.3787878787878788,none,16,20,0,False,completed,True,l10-task05-init24,5,,62.4
247,hold16,libero10,pro,,,25,27,0,0.030303030303030304,none,0,,0,False,completed,True,l10-task04-init27,4,,195.6
241,hold16,libero10,pro,,23,24,24,1,0.5,none,1,,0,False,completed,True,l10-task05-init24,5,,78.8
175,hold16_random,libero10,pro,,,18,23,0,0.2878787878787879,none,0,36,0,False,completed,True,l10-task05-init23,5,,85.5
231,hold16,libero10,pro,,22,23,27,1,0.48484848484848486,none,1,,0,False,completed,True,l10-task05-init27,5,,62.3
165,hold16_random,libero10,pro,,,17,29,0,0.06060606060606061,none,0,31,0,False,completed,True,l10-task05-init29,5,,64.3
245,native,libero10,pro,,,25,27,0,0.6363636363636364,none,0,,0,False,completed,True,l10-task05-init27,5,,83.2
248,hold16,libero10,pro,,22,24,28,1,0.6060606060606061,none,16,,0,False,completed,True,l10-task05-init28,5,,78.2
252,native,libero10,pro,,,26,28,0,0.7727272727272727,none,0,,0,False,completed,True,l10-task05-init28,5,,80.3
273,hold16_random,libero10,pro,,17,25,27,2,0.696969696969697,none,32,17,0,False,completed,True,l10-task05-init27,5,,82.7
165,native,libero10,pro,,,17,29,0,0.06060606060606061,none,0,,0,False,completed,True,l10-task05-init29,5,,78.2
267,hold16_random,libero10,pro,,,27,12,0,0.9848484848484849,none,0,33,0,False,completed,True,l10-task05-init12,5,,201.0
165,hold16,libero10,pro,,,17,29,0,0.06060606060606061,none,0,,0,False,completed,True,l10-task05-init29,5,,85.9
204,native,libero10,pro,,,21,18,0,0.3181818181818182,none,0,,0,False,completed,True,l10-task05-init18,5,,169.6
253,native,libero10,pro,,,26,24,0,0.6666666666666666,none,0,,0,False,completed,True,l10-task05-init24,5,,127.0
520,hold16_random,libero10,pro,,28,47,21,4,1.0,none,50,28,0,False,completed,False,l10-task05-init21,5,,148.5
335,native,libero10,pro,,,34,10,0,1.0,none,0,,0,False,completed,True,l10-task05-init10,5,,253.6
238,hold16_random,libero10,pro,,15,22,20,2,0.3939393939393939,none,18,15,0,False,completed,True,l10-task05-init20,5,,181.2
236,native,libero10,pro,,,24,15,0,0.09090909090909091,none,0,,0,False,completed,True,l10-task06-init15,6,,72.6
520,hold16,libero10,pro,,23,46,25,4,1.0,none,64,,0,False,completed,False,l10-task05-init25,5,,153.8
275,hold16,libero10,pro,,,28,13,0,0.13636363636363635,none,0,,0,False,completed,True,l10-task06-init13,6,,97.8
520,hold16_random,libero10,pro,,28,47,25,4,1.0,none,50,28,0,False,completed,False,l10-task05-init25,5,,147.4
309,hold16_random,libero10,pro,,18,28,13,2,0.13636363636363635,none,32,18,0,False,completed,True,l10-task06-init13,6,,95.9
275,native,libero10,pro,,,28,13,0,0.13636363636363635,none,0,,0,False,completed,True,l10-task06-init13,6,,103.0
175,hold16,libero10,pro,,,18,23,0,0.2878787878787879,none,0,,0,False,completed,True,l10-task05-init23,5,,181.6
218,hold16,libero10,pro,,,22,14,0,0.07575757575757576,none,0,,0,False,completed,True,l10-task06-init14,6,,95.0
236,hold16,libero10,pro,,,24,15,0,0.09090909090909091,none,0,,0,False,completed,True,l10-task06-init15,6,,79.4
520,native,libero10,pro,,,52,25,0,1.0,none,0,,0,False,completed,False,l10-task05-init25,5,,172.6
520,native,libero10,pro,,,52,10,0,1.0,none,0,,0,False,completed,False,l10-task06-init10,6,,146.6
227,hold16_random,libero10,pro,,17,22,14,1,0.07575757575757576,none,16,17,0,False,completed,True,l10-task06-init14,6,,106.6
520,native,libero10,pro,,,52,22,0,0.7878787878787878,none,0,,0,False,completed,False,l10-task04-init22,4,,367.1
236,hold16_random,libero10,pro,,,24,15,0,0.09090909090909091,none,0,38,0,False,completed,True,l10-task06-init15,6,,92.7
520,native,libero10,pro,,,52,21,0,1.0,none,0,,0,False,completed,False,l10-task05-init21,5,,220.7
520,native,libero10,pro,,,52,11,0,0.8484848484848485,none,0,,0,False,completed,False,l10-task06-init11,6,,152.7
520,hold16,libero10,pro,,23,46,21,4,1.0,none,64,,0,False,completed,False,l10-task05-init21,5,,219.2
520,hold16_random,libero10,pro,,21,46,10,4,0.48484848484848486,none,64,21,0,False,completed,False,l10-task06-init10,6,,156.0
520,hold16,libero10,pro,,33,48,12,3,0.6515151515151515,none,48,,0,False,completed,False,l10-task06-init12,6,,146.2
520,hold16_random,libero10,pro,,39,49,12,2,0.6515151515151515,none,32,39,0,False,completed,False,l10-task06-init12,6,,146.1
223,native,libero10,pro,,,23,18,0,0.030303030303030304,none,0,,0,False,completed,True,l10-task06-init18,6,,82.2
520,hold16,libero10,pro,,39,49,10,2,0.6212121212121212,none,30,,0,False,completed,False,l10-task06-init10,6,,168.4
223,hold16_random,libero10,pro,,,23,18,0,0.030303030303030304,none,0,31,0,False,completed,True,l10-task06-init18,6,,81.2
223,hold16,libero10,pro,,,23,18,0,0.030303030303030304,none,0,,0,False,completed,True,l10-task06-init18,6,,88.5
520,hold16,libero10,pro,,23,46,26,4,1.0,none,64,,0,False,completed,False,l10-task05-init26,5,,201.5
217,hold16_random,libero10,pro,,,22,20,0,0.12121212121212122,none,0,26,0,False,completed,True,l10-task06-init20,6,,69.6
217,hold16,libero10,pro,,,22,20,0,0.12121212121212122,none,0,,0,False,completed,True,l10-task06-init20,6,,71.1
255,native,libero10,pro,,,26,19,0,0.10606060606060606,none,0,,0,False,completed,True,l10-task06-init19,6,,85.9
302,hold16_random,libero10,pro,,14,27,28,2,0.8939393939393939,none,32,14,0,False,completed,True,l10-task05-init28,5,,210.4
520,hold16_random,libero10,pro,,39,49,26,2,1.0,none,32,39,0,False,completed,False,l10-task05-init26,5,,229.5
520,hold16_random,libero10,pro,,21,46,11,4,0.6666666666666666,none,64,21,0,False,completed,False,l10-task06-init11,6,,204.2
520,hold16,libero10,pro,,25,46,16,4,0.6363636363636364,none,64,,0,False,completed,False,l10-task06-init16,6,,152.6
268,hold16,libero10,pro,,,27,23,0,0.36363636363636365,none,0,,0,False,completed,True,l10-task06-init23,6,,75.0
520,hold16_random,libero10,pro,,32,48,17,3,1.0,none,48,32,0,False,completed,False,l10-task06-init17,6,,148.4
268,native,libero10,pro,,,27,23,0,0.36363636363636365,none,0,,0,False,completed,True,l10-task06-init23,6,,90.7
217,native,libero10,pro,,,22,20,0,0.12121212121212122,none,0,,0,False,completed,True,l10-task06-init20,6,,115.3
283,hold16_random,libero10,pro,,20,27,23,1,0.3787878787878788,none,16,20,0,False,completed,True,l10-task06-init23,6,,86.6
228,hold16,libero10,pro,,,23,24,0,0.0,none,0,,0,False,completed,True,l10-task06-init24,6,,81.4
520,native,libero10,pro,,,52,16,0,1.0,none,0,,0,False,completed,False,l10-task06-init16,6,,174.0
271,hold16_random,libero10,pro,,19,26,19,1,0.10606060606060606,none,16,19,0,False,completed,True,l10-task06-init19,6,,126.9
520,native,libero10,pro,,,52,12,0,0.9090909090909091,none,0,,0,False,completed,False,l10-task06-init12,6,,232.9
228,native,libero10,pro,,,23,24,0,0.0,none,0,,0,False,completed,True,l10-task06-init24,6,,88.9
218,native,libero10,pro,,,22,14,0,0.07575757575757576,none,0,,0,False,completed,True,l10-task06-init14,6,,221.6
219,hold16_random,libero10,pro,,,22,28,0,0.045454545454545456,none,0,28,0,False,completed,True,l10-task06-init28,6,,59.7
219,hold16,libero10,pro,,,22,28,0,0.045454545454545456,none,0,,0,False,completed,True,l10-task06-init28,6,,71.1
299,hold16_random,libero10,pro,,17,27,22,2,0.21212121212121213,none,32,17,0,False,completed,True,l10-task06-init22,6,,143.8
520,native,libero10,pro,,,52,21,0,1.0,none,0,,0,False,completed,False,l10-task06-init21,6,,161.2
520,hold16_random,libero10,pro,,31,48,21,3,0.7272727272727273,none,48,31,0,False,completed,False,l10-task06-init21,6,,160.1
520,hold16,libero10,pro,,35,48,17,3,1.0,none,40,,0,False,completed,False,l10-task06-init17,6,,220.0
520,native,libero10,pro,,,52,26,0,1.0,none,0,,0,False,completed,False,l10-task06-init26,6,,132.9
520,hold16,libero10,pro,,22,49,21,2,0.9242424242424242,none,32,,0,False,completed,False,l10-task06-init21,6,,175.4
219,native,libero10,pro,,,22,28,0,0.045454545454545456,none,0,,0,False,completed,True,l10-task06-init28,6,,109.4
520,native,libero10,pro,,,52,17,0,1.0,none,0,,0,False,completed,False,l10-task06-init17,6,,231.1
255,hold16,libero10,pro,,,26,19,0,0.10606060606060606,none,0,,0,False,completed,True,l10-task06-init19,6,,196.5
520,hold16_random,libero10,pro,,36,49,25,2,1.0,none,32,36,0,False,completed,False,l10-task06-init25,6,,150.3
520,hold16,libero10,pro,,37,49,26,2,0.9848484848484849,none,32,,0,False,completed,False,l10-task06-init26,6,,158.3
251,hold16_random,libero10,pro,,17,24,13,1,0.09090909090909091,none,16,17,0,False,completed,True,l10-task07-init13,7,,75.8
252,hold16,libero10,pro,,,26,12,0,0.030303030303030304,none,0,,0,False,completed,True,l10-task07-init12,7,,90.5
520,hold16_random,libero10,pro,,20,45,26,5,0.9090909090909091,none,70,20,0,False,completed,False,l10-task06-init26,6,,167.7
254,native,libero10,pro,,,26,14,0,0.07575757575757576,none,0,,0,False,completed,True,l10-task07-init14,7,,77.0
252,native,libero10,pro,,,26,12,0,0.030303030303030304,none,0,,0,False,completed,True,l10-task07-init12,7,,97.1
243,hold16_random,libero10,pro,,20,23,24,1,0.015151515151515152,none,16,20,0,False,completed,True,l10-task06-init24,6,,178.9
520,native,libero10,pro,,,52,27,0,1.0,none,0,,0,False,completed,False,l10-task06-init27,6,,171.9
239,hold16,libero10,pro,,,24,13,0,0.07575757575757576,none,0,,0,False,completed,True,l10-task07-init13,7,,103.5
520,native,libero10,pro,,,52,26,0,1.0,none,0,,0,False,completed,False,l10-task05-init26,5,,387.2
254,hold16,libero10,pro,,,26,14,0,0.07575757575757576,none,0,,0,False,completed,True,l10-task07-init14,7,,99.2
242,native,libero10,pro,,,25,15,0,0.045454545454545456,none,0,,0,False,completed,True,l10-task07-init15,7,,83.0
520,hold16,libero10,pro,,37,49,25,2,1.0,none,32,,0,False,completed,False,l10-task06-init25,6,,209.8
520,hold16_random,libero10,pro,,31,48,29,3,1.0,none,48,31,0,False,completed,False,l10-task06-init29,6,,157.0
520,hold16,libero10,pro,,21,48,22,3,1.0,none,48,,0,False,completed,False,l10-task06-init22,6,,235.1
254,hold16_random,libero10,pro,,,26,14,0,0.07575757575757576,none,0,38,0,False,completed,True,l10-task07-init14,7,,91.9
520,native,libero10,pro,,,52,29,0,1.0,none,0,,0,False,completed,False,l10-task06-init29,6,,174.8
520,hold16,libero10,pro,,21,49,11,2,0.8333333333333334,none,32,,0,False,completed,False,l10-task06-init11,6,,370.6
520,hold16,libero10,pro,,21,48,29,3,1.0,none,48,,0,False,completed,False,l10-task06-init29,6,,169.6
239,native,libero10,pro,,,24,13,0,0.07575757575757576,none,0,,0,False,completed,True,l10-task07-init13,7,,135.7
520,native,libero10,pro,,,52,11,0,1.0,none,0,,0,False,completed,False,l10-task07-init11,7,,149.1
520,hold16,libero10,pro,,44,51,11,1,1.0,none,16,,0,False,completed,False,l10-task07-init11,7,,147.6
253,native,libero10,pro,,,26,17,0,0.07575757575757576,none,0,,0,False,completed,True,l10-task07-init17,7,,91.7
270,hold16_random,libero10,pro,,22,26,17,1,0.07575757575757576,none,16,22,0,False,completed,True,l10-task07-init17,7,,82.1
253,hold16,libero10,pro,,,26,17,0,0.07575757575757576,none,0,,0,False,completed,True,l10-task07-init17,7,,83.1
520,native,libero10,pro,,,52,25,0,1.0,none,0,,0,False,completed,False,l10-task06-init25,6,,248.9
520,hold16_random,libero10,pro,,31,48,11,3,1.0,none,48,31,0,False,completed,False,l10-task07-init11,7,,169.4
520,hold16_random,libero10,pro,,22,46,10,4,0.5454545454545454,none,64,22,0,False,completed,False,l10-task07-init10,7,,188.0
280,hold16,libero10,pro,,,28,19,0,0.06060606060606061,none,0,,0,False,completed,True,l10-task07-init19,7,,81.3
520,hold16_random,libero10,pro,,41,49,27,2,1.0,none,32,41,0,False,completed,False,l10-task06-init27,6,,238.5
235,hold16_random,libero10,pro,,,24,18,0,0.07575757575757576,none,0,31,0,False,completed,True,l10-task07-init18,7,,88.4
280,native,libero10,pro,,,28,19,0,0.06060606060606061,none,0,,0,False,completed,True,l10-task07-init19,7,,85.4
280,hold16_random,libero10,pro,,,28,19,0,0.06060606060606061,none,0,40,0,False,completed,True,l10-task07-init19,7,,84.8
242,hold16_random,libero10,pro,,,25,15,0,0.045454545454545456,none,0,34,0,False,completed,True,l10-task07-init15,7,,126.2
520,hold16_random,libero10,pro,,37,49,16,2,0.6666666666666666,none,32,37,0,False,completed,False,l10-task06-init16,6,,360.0
520,hold16_random,libero10,pro,,15,44,16,5,1.0,none,80,15,0,False,completed,False,l10-task07-init16,7,,134.2
520,hold16,libero10,pro,,16,44,16,5,1.0,none,80,,0,False,completed,False,l10-task07-init16,7,,137.8
235,hold16,libero10,pro,,,24,18,0,0.07575757575757576,none,0,,0,False,completed,True,l10-task07-init18,7,,107.9
256,hold16_random,libero10,pro,,17,24,21,1,0.045454545454545456,none,16,17,0,False,completed,True,l10-task07-init21,7,,73.0
251,hold16,libero10,pro,,,26,21,0,0.045454545454545456,none,0,,0,False,completed,True,l10-task07-init21,7,,81.9
520,hold16,libero10,pro,,47,51,10,1,1.0,none,16,,0,False,completed,False,l10-task07-init10,7,,228.0
258,native,libero10,pro,,,26,25,0,0.015151515151515152,none,0,,0,False,completed,True,l10-task07-init25,7,,67.8
251,native,libero10,pro,,,26,21,0,0.045454545454545456,none,0,,0,False,completed,True,l10-task07-init21,7,,95.7
520,native,libero10,pro,,,52,16,0,1.0,none,0,,0,False,completed,False,l10-task07-init16,7,,162.5
252,hold16_random,libero10,pro,,,26,12,0,0.030303030303030304,none,0,31,0,False,completed,True,l10-task07-init12,7,,216.0
258,hold16,libero10,pro,,,26,25,0,0.015151515151515152,none,0,,0,False,completed,True,l10-task07-init25,7,,70.6
258,hold16_random,libero10,pro,,,26,25,0,0.015151515151515152,none,0,25,0,False,completed,True,l10-task07-init25,7,,67.4
520,hold16,libero10,pro,,14,46,20,4,1.0,none,64,,0,False,completed,False,l10-task07-init20,7,,130.3
520,native,libero10,pro,,,52,20,0,1.0,none,0,,0,False,completed,False,l10-task07-init20,7,,140.0
257,native,libero10,pro,,,26,27,0,0.030303030303030304,none,0,,0,False,completed,True,l10-task07-init27,7,,67.1
520,native,libero10,pro,,,52,22,0,1.0,none,0,,0,False,completed,False,l10-task06-init22,6,,348.0
257,hold16,libero10,pro,,,26,27,0,0.030303030303030304,none,0,,0,False,completed,True,l10-task07-init27,7,,67.3
254,hold16,libero10,pro,,,26,28,0,0.045454545454545456,none,0,,0,False,completed,True,l10-task07-init28,7,,67.7
254,native,libero10,pro,,,26,28,0,0.045454545454545456,none,0,,0,False,completed,True,l10-task07-init28,7,,68.4
235,native,libero10,pro,,,24,18,0,0.07575757575757576,none,0,,0,False,completed,True,l10-task07-init18,7,,163.7
282,hold16_random,libero10,pro,,15,25,27,2,0.045454545454545456,none,32,15,0,False,completed,True,l10-task07-init27,7,,69.8
242,hold16,libero10,pro,,,25,15,0,0.045454545454545456,none,0,,0,False,completed,True,l10-task07-init15,7,,196.9
520,hold16,libero10,pro,,20,49,27,2,0.6212121212121212,none,32,,0,False,completed,False,l10-task06-init27,6,,321.0
520,hold16_random,libero10,pro,,17,44,22,5,0.5454545454545454,none,80,17,0,False,completed,False,l10-task07-init22,7,,126.4
520,hold16,libero10,pro,,41,49,22,2,0.9696969696969697,none,32,,0,False,completed,False,l10-task07-init22,7,,127.2
520,native,libero10,pro,,,52,23,0,1.0,none,0,,0,False,completed,False,l10-task07-init23,7,,129.0
520,native,libero10,pro,,,52,22,0,1.0,none,0,,0,False,completed,False,l10-task07-init22,7,,134.5
520,hold16_random,libero10,pro,,20,45,24,5,0.9393939393939394,none,70,20,0,False,completed,False,l10-task07-init24,7,,125.3
520,hold16,libero10,pro,,43,50,24,2,1.0,none,20,,0,False,completed,False,l10-task07-init24,7,,131.4
520,native,libero10,pro,,,52,24,0,1.0,none,0,,0,False,completed,False,l10-task07-init24,7,,139.5
520,hold16_random,libero10,pro,,38,49,23,2,1.0,none,32,38,0,False,completed,False,l10-task07-init23,7,,144.8
520,hold16_random,libero10,pro,,35,48,26,3,0.7272727272727273,none,40,35,0,False,completed,False,l10-task07-init26,7,,126.9
520,hold16,libero10,pro,,50,51,26,1,0.5303030303030303,none,10,,0,False,completed,False,l10-task07-init26,7,,132.3
520,native,libero10,pro,,,52,10,0,1.0,none,0,,0,False,completed,False,l10-task07-init10,7,,324.6
254,hold16_random,libero10,pro,,,26,28,0,0.045454545454545456,none,0,35,0,False,completed,True,l10-task07-init28,7,,126.3
520,hold16,libero10,pro,,19,48,29,3,0.8484848484848485,none,48,,0,False,completed,False,l10-task07-init29,7,,123.7
520,native,libero10,pro,,,52,29,0,1.0,none,0,,0,False,completed,False,l10-task07-init29,7,,129.9
520,hold16_random,libero10,pro,,31,48,29,3,1.0,none,48,31,0,False,completed,False,l10-task07-init29,7,,121.4
515,hold16_random,libero10,pro,,20,45,20,5,1.0,none,65,20,0,False,completed,True,l10-task07-init20,7,,236.6
520,hold16,libero10,pro,,41,49,23,2,1.0,none,32,,0,False,completed,False,l10-task07-init23,7,,226.7
520,hold16,libero10,pro,,40,49,10,2,1.0,none,32,,0,False,completed,False,l10-task08-init10,8,,167.1
520,native,libero10,pro,,,52,10,0,1.0,none,0,,0,False,completed,False,l10-task08-init10,8,,169.0
520,hold16_random,libero10,pro,,39,49,10,2,1.0,none,32,39,0,False,completed,False,l10-task08-init10,8,,170.1
520,native,libero10,pro,,,52,26,0,0.5757575757575758,none,0,,0,False,completed,False,l10-task07-init26,7,,214.5
520,native,libero10,pro,,,52,11,0,1.0,none,0,,0,False,completed,False,l10-task08-init11,8,,169.7
520,hold16,libero10,pro,,17,44,12,5,1.0,none,80,,0,False,completed,False,l10-task08-init12,8,,159.5
520,hold16_random,libero10,pro,,40,49,11,2,1.0,none,32,40,0,False,completed,False,l10-task08-init11,8,,169.7
520,hold16_random,libero10,pro,,38,49,12,2,1.0,none,32,38,0,False,completed,False,l10-task08-init12,8,,164.4
520,hold16,libero10,pro,,35,48,13,3,1.0,none,40,,0,False,completed,False,l10-task08-init13,8,,164.2
520,native,libero10,pro,,,52,12,0,1.0,none,0,,0,False,completed,False,l10-task08-init12,8,,170.0
520,native,libero10,pro,,,52,13,0,1.0,none,0,,0,False,completed,False,l10-task08-init13,8,,169.2
520,hold16_random,libero10,pro,,40,49,13,2,1.0,none,32,40,0,False,completed,False,l10-task08-init13,8,,164.2
520,hold16,libero10,pro,,34,48,14,3,1.0,none,48,,0,False,completed,False,l10-task08-init14,8,,165.6
520,hold16_random,libero10,pro,,29,48,14,3,1.0,none,48,29,0,False,completed,False,l10-task08-init14,8,,166.3
520,hold16_random,libero10,pro,,17,44,15,5,1.0,none,80,17,0,False,completed,False,l10-task08-init15,8,,162.4
520,hold16,libero10,pro,,32,48,15,3,1.0,none,48,,0,False,completed,False,l10-task08-init15,8,,164.9
520,native,libero10,pro,,,52,15,0,1.0,none,0,,0,False,completed,False,l10-task08-init15,8,,168.9
520,hold16,libero10,pro,,36,51,16,1,0.4393939393939394,none,16,,0,False,completed,False,l10-task08-init16,8,,168.3
520,native,libero10,pro,,,52,16,0,0.4393939393939394,none,0,,0,False,completed,False,l10-task08-init16,8,,170.7
520,native,libero10,pro,,,52,17,0,0.42424242424242425,none,0,,0,False,completed,False,l10-task08-init17,8,,171.4
520,hold16_random,libero10,pro,,35,48,17,3,0.3484848484848485,none,40,35,0,False,completed,False,l10-task08-init17,8,,169.0
520,hold16,libero10,pro,,38,51,17,1,0.42424242424242425,none,16,,0,False,completed,False,l10-task08-init17,8,,170.0
520,hold16,libero10,pro,,31,48,11,3,1.0,none,48,,0,False,completed,False,l10-task08-init11,8,,220.2
520,hold16,libero10,pro,,39,49,18,2,1.0,none,32,,0,False,completed,False,l10-task08-init18,8,,166.1
520,hold16_random,libero10,pro,,37,49,18,2,1.0,none,32,37,0,False,completed,False,l10-task08-init18,8,,164.9
520,native,libero10,pro,,,52,18,0,1.0,none,0,,0,False,completed,False,l10-task08-init18,8,,172.1
520,native,libero10,pro,,,52,19,0,1.0,none,0,,0,False,completed,False,l10-task08-init19,8,,170.3
520,hold16_random,libero10,pro,,35,48,19,3,1.0,none,40,35,0,False,completed,False,l10-task08-init19,8,,166.9
520,native,libero10,pro,,,52,14,0,1.0,none,0,,0,False,completed,False,l10-task08-init14,8,,212.0
520,hold16_random,libero10,pro,,36,49,16,2,0.4393939393939394,none,32,36,0,False,completed,False,l10-task08-init16,8,,205.5
520,native,libero10,pro,,,52,20,0,0.6363636363636364,none,0,,0,False,completed,False,l10-task08-init20,8,,173.4
520,hold16,libero10,pro,,37,49,20,2,0.6363636363636364,none,32,,0,False,completed,False,l10-task08-init20,8,,171.9
520,hold16,libero10,pro,,37,49,19,2,1.0,none,32,,0,False,completed,False,l10-task08-init19,8,,196.9
