cohort,group,detector,episodes,risk_n,timely_n,late_n,persistent_n,alarms,tp,fp,fn,tn,risk_recall,timely_fpr,precision,late_recall,persistent_recall,detected_risk_lead_median,early2_risk_recall,early4_risk_recall,early8_risk_recall,early12_risk_recall,representation,direction,width,confirmations,quantile,max_suite_fpr,max_task_fpr,eligible
development_main,all,candidate,14800,487,14313,30,457,400,358,42,129,14271,0.7351129363449692,0.002934395304967512,0.895,0.6333333333333333,0.7417943107221007,8.0,0.6919917864476386,0.62217659137577,0.4209445585215606,0.3141683778234086,all_median,low,1,2,0.85,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,377,341,36,146,14277,0.7002053388090349,0.0025151959756864388,0.9045092838196287,0.6333333333333333,0.7045951859956237,9.0,0.6427104722792608,0.5687885010266941,0.38809034907597534,0.3080082135523614,all_median,low,1,2,0.9,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,356,326,30,161,14283,0.6694045174537988,0.0020959966464053656,0.9157303370786517,0.6333333333333333,0.6717724288840262,10.0,0.6139630390143738,0.5441478439425051,0.37782340862423,0.3080082135523614,all_median,low,1,2,0.925,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,317,291,26,196,14287,0.5975359342915811,0.0018165304268846503,0.917981072555205,0.6,0.5973741794310722,12.0,0.5420944558521561,0.47638603696098564,0.3675564681724846,0.30390143737166325,all_median,low,1,2,0.95,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,298,273,25,214,14288,0.5605749486652978,0.0017466638720044715,0.9161073825503355,0.6,0.5579868708971554,12.0,0.5112936344969199,0.4620123203285421,0.3675564681724846,0.30390143737166325,all_median,low,1,2,0.96,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,266,243,23,244,14290,0.4989733059548255,0.0016069307622441137,0.9135338345864662,0.6,0.4923413566739606,12.0,0.45585215605749485,0.40451745379876797,0.3326488706365503,0.2731006160164271,all_median,low,1,2,0.975,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,251,228,23,259,14290,0.4681724845995893,0.0016069307622441137,0.9083665338645418,0.6,0.45951859956236324,12.0,0.42915811088295686,0.39630390143737165,0.324435318275154,0.26899383983572894,all_median,low,1,2,0.98,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,218,195,23,292,14290,0.4004106776180698,0.0016069307622441137,0.8944954128440367,0.4666666666666667,0.39606126914660833,13.0,0.37166324435318276,0.35728952772073924,0.29774127310061604,0.2648870636550308,all_median,low,1,2,0.99,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,204,181,23,306,14290,0.37166324435318276,0.0016069307622441137,0.8872549019607843,0.43333333333333335,0.3676148796498906,14.0,0.351129363449692,0.3347022587268994,0.29568788501026694,0.26078028747433263,all_median,low,1,2,0.995,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,358,332,26,155,14287,0.6817248459958932,0.0018165304268846503,0.9273743016759777,0.6333333333333333,0.6849015317286652,7.5,0.6119096509240246,0.5338809034907598,0.3408624229979466,0.29774127310061604,all_median,low,1,4,0.5,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,355,329,26,158,14287,0.675564681724846,0.0018165304268846503,0.9267605633802817,0.6333333333333333,0.6783369803063457,7.0,0.5893223819301848,0.5051334702258727,0.33675564681724846,0.2915811088295688,all_median,low,1,4,0.6,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,344,321,23,166,14290,0.6591375770020534,0.0016069307622441137,0.9331395348837209,0.6333333333333333,0.6608315098468271,8.0,0.5790554414784395,0.4948665297741273,0.33675564681724846,0.2915811088295688,all_median,low,1,4,0.7,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,342,319,23,168,14290,0.6550308008213552,0.0016069307622441137,0.9327485380116959,0.6333333333333333,0.6564551422319475,8.0,0.5728952772073922,0.48254620123203285,0.3347022587268994,0.2915811088295688,all_median,low,1,4,0.75,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,337,314,23,173,14290,0.6447638603696099,0.0016069307622441137,0.9317507418397626,0.6333333333333333,0.6455142231947484,9.0,0.5544147843942505,0.46611909650924027,0.3347022587268994,0.2915811088295688,all_median,low,1,4,0.8,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,327,304,23,183,14290,0.6242299794661191,0.0016069307622441137,0.9296636085626911,0.6333333333333333,0.6236323851203501,10.0,0.5441478439425051,0.4517453798767967,0.33059548254620125,0.28952772073921973,all_median,low,1,4,0.85,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,307,284,23,203,14290,0.5831622176591376,0.0016069307622441137,0.9250814332247557,0.6,0.5820568927789934,11.0,0.5154004106776181,0.42299794661190965,0.33059548254620125,0.28952772073921973,all_median,low,1,4,0.9,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,298,275,23,212,14290,0.5646817248459959,0.0016069307622441137,0.9228187919463087,0.6,0.562363238512035,12.0,0.5010266940451745,0.41683778234086244,0.32854209445585214,0.28952772073921973,all_median,low,1,4,0.925,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,266,243,23,244,14290,0.4989733059548255,0.0016069307622441137,0.9135338345864662,0.5666666666666667,0.49452954048140046,13.0,0.4455852156057495,0.38809034907597534,0.32854209445585214,0.28952772073921973,all_median,low,1,4,0.95,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,254,231,23,256,14290,0.47433264887063653,0.0016069307622441137,0.9094488188976378,0.5666666666666667,0.4682713347921225,13.0,0.4353182751540041,0.3839835728952772,0.32854209445585214,0.28952772073921973,all_median,low,1,4,0.96,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,222,199,23,288,14290,0.4086242299794661,0.0016069307622441137,0.8963963963963963,0.5666666666666667,0.3982494529540481,13.0,0.37782340862423,0.351129363449692,0.29568788501026694,0.2587268993839836,all_median,low,1,4,0.975,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,212,189,23,298,14290,0.38809034907597534,0.0016069307622441137,0.8915094339622641,0.5333333333333333,0.3785557986870897,13.0,0.3655030800821355,0.3470225872689938,0.2936344969199179,0.2587268993839836,all_median,low,1,4,0.98,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,196,173,23,314,14290,0.35523613963039014,0.0016069307622441137,0.8826530612244898,0.4,0.3522975929978118,14.0,0.34291581108829566,0.32854209445585214,0.2915811088295688,0.25667351129363447,all_median,low,1,4,0.99,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,192,169,23,318,14290,0.3470225872689938,0.0016069307622441137,0.8802083333333334,0.36666666666666664,0.34573304157549234,14.0,0.33059548254620125,0.3182751540041068,0.2915811088295688,0.25667351129363447,all_median,low,1,4,0.995,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,303,280,23,207,14290,0.5749486652977412,0.0016069307622441137,0.9240924092409241,0.6,0.5733041575492341,12.0,0.4948665297741273,0.41683778234086244,0.3326488706365503,0.2936344969199179,all_median,low,1,6,0.5,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,293,270,23,217,14290,0.5544147843942505,0.0016069307622441137,0.9215017064846417,0.6,0.5514223194748359,12.0,0.4681724845995893,0.39835728952772076,0.3264887063655031,0.2874743326488706,all_median,low,1,6,0.6,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,289,266,23,221,14290,0.5462012320328542,0.0016069307622441137,0.9204152249134948,0.6,0.5426695842450766,12.0,0.459958932238193,0.3860369609856263,0.3264887063655031,0.2874743326488706,all_median,low,1,6,0.7,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,284,261,23,226,14290,0.5359342915811088,0.0016069307622441137,0.9190140845070423,0.6,0.5317286652078774,12.0,0.4455852156057495,0.3798767967145791,0.324435318275154,0.2874743326488706,all_median,low,1,6,0.75,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,281,258,23,229,14290,0.5297741273100616,0.0016069307622441137,0.9181494661921709,0.6,0.5251641137855579,12.0,0.4414784394250513,0.37782340862423,0.324435318275154,0.28542094455852157,all_median,low,1,6,0.8,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,277,254,23,233,14290,0.5215605749486653,0.0016069307622441137,0.9169675090252708,0.6,0.5164113785557987,12.0,0.43121149897330596,0.3737166324435318,0.32238193018480493,0.28542094455852157,all_median,low,1,6,0.85,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,272,249,23,238,14290,0.5112936344969199,0.0016069307622441137,0.9154411764705882,0.6,0.5054704595185996,12.0,0.4209445585215606,0.36960985626283366,0.32238193018480493,0.28336755646817247,all_median,low,1,6,0.9,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,265,242,23,245,14290,0.49691991786447637,0.0016069307622441137,0.9132075471698113,0.6,0.49015317286652077,12.0,0.41478439425051333,0.3655030800821355,0.32238193018480493,0.28336755646817247,all_median,low,1,6,0.925,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,238,215,23,272,14290,0.4414784394250513,0.0016069307622441137,0.9033613445378151,0.5333333333333333,0.43544857768052514,13.0,0.3860369609856263,0.3613963039014374,0.32238193018480493,0.28336755646817247,all_median,low,1,6,0.95,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,232,209,23,278,14290,0.42915811088295686,0.0016069307622441137,0.9008620689655172,0.5333333333333333,0.4223194748358862,13.0,0.3839835728952772,0.3613963039014374,0.3203285420944558,0.2813141683778234,all_median,low,1,6,0.96,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,207,184,23,303,14290,0.37782340862423,0.0016069307622441137,0.8888888888888888,0.5333333333333333,0.3676148796498906,13.0,0.351129363449692,0.3264887063655031,0.28952772073921973,0.25667351129363447,all_median,low,1,6,0.975,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,203,180,23,307,14290,0.36960985626283366,0.0016069307622441137,0.8866995073891626,0.5333333333333333,0.3588621444201313,13.0,0.3490759753593429,0.324435318275154,0.28952772073921973,0.25667351129363447,all_median,low,1,6,0.98,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,192,169,23,318,14290,0.3470225872689938,0.0016069307622441137,0.8802083333333334,0.36666666666666664,0.34573304157549234,14.0,0.3326488706365503,0.31211498973305957,0.2874743326488706,0.2546201232032854,all_median,low,1,6,0.99,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,187,164,23,323,14290,0.33675564681724846,0.0016069307622441137,0.8770053475935828,0.3333333333333333,0.33698030634573306,14.0,0.32238193018480493,0.31211498973305957,0.2874743326488706,0.2546201232032854,all_median,low,1,6,0.995,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,263,240,23,247,14290,0.4928131416837782,0.0016069307622441137,0.9125475285171103,0.5666666666666667,0.487964989059081,12.0,0.41683778234086244,0.3593429158110883,0.324435318275154,0.2546201232032854,all_median,low,1,8,0.5,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,250,227,23,260,14290,0.46611909650924027,0.0016069307622441137,0.908,0.5666666666666667,0.45951859956236324,12.0,0.4004106776180698,0.35523613963039014,0.3203285420944558,0.2546201232032854,all_median,low,1,8,0.6,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,247,224,23,263,14290,0.459958932238193,0.0016069307622441137,0.9068825910931174,0.5666666666666667,0.45295404814004375,12.0,0.39014373716632444,0.35523613963039014,0.3203285420944558,0.2546201232032854,all_median,low,1,8,0.7,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,242,219,23,268,14290,0.44969199178644764,0.0016069307622441137,0.9049586776859504,0.5666666666666667,0.4420131291028446,12.0,0.3860369609856263,0.3531827515400411,0.3203285420944558,0.2546201232032854,all_median,low,1,8,0.75,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,237,214,23,273,14290,0.4394250513347023,0.0016069307622441137,0.9029535864978903,0.5666666666666667,0.4310722100656455,12.0,0.38193018480492813,0.351129363449692,0.3203285420944558,0.2546201232032854,all_median,low,1,8,0.8,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,233,210,23,277,14290,0.43121149897330596,0.0016069307622441137,0.9012875536480687,0.5333333333333333,0.424507658643326,12.5,0.3798767967145791,0.351129363449692,0.3203285420944558,0.2546201232032854,all_median,low,1,8,0.85,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,229,206,23,281,14290,0.42299794661190965,0.0016069307622441137,0.8995633187772926,0.5333333333333333,0.41575492341356673,13.0,0.3757700205338809,0.351129363449692,0.3203285420944558,0.2546201232032854,all_median,low,1,8,0.9,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,225,202,23,285,14290,0.41478439425051333,0.0016069307622441137,0.8977777777777778,0.5333333333333333,0.40700218818380746,13.0,0.37166324435318276,0.3490759753593429,0.3203285420944558,0.2546201232032854,all_median,low,1,8,0.925,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,215,192,23,295,14290,0.3942505133470226,0.0016069307622441137,0.8930232558139535,0.5,0.387308533916849,13.0,0.3675564681724846,0.3490759753593429,0.3203285420944558,0.2546201232032854,all_median,low,1,8,0.95,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,214,191,23,296,14290,0.3921971252566735,0.0016069307622441137,0.8925233644859814,0.5,0.3851203501094092,13.0,0.3675564681724846,0.3490759753593429,0.3203285420944558,0.25256673511293637,all_median,low,1,8,0.96,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,198,175,23,312,14290,0.3593429158110883,0.0016069307622441137,0.8838383838383839,0.5,0.350109409190372,14.0,0.3326488706365503,0.3141683778234086,0.28952772073921973,0.25256673511293637,all_median,low,1,8,0.975,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,197,174,23,313,14290,0.35728952772073924,0.0016069307622441137,0.883248730964467,0.5,0.3479212253829322,14.0,0.3326488706365503,0.3141683778234086,0.28952772073921973,0.25256673511293637,all_median,low,1,8,0.98,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,190,167,23,320,14290,0.34291581108829566,0.0016069307622441137,0.8789473684210526,0.36666666666666664,0.3413566739606127,14.0,0.3203285420944558,0.31211498973305957,0.2874743326488706,0.25256673511293637,all_median,low,1,8,0.99,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,185,162,23,325,14290,0.3326488706365503,0.0016069307622441137,0.8756756756756757,0.3333333333333333,0.33260393873085337,14.0,0.3203285420944558,0.31211498973305957,0.2874743326488706,0.25256673511293637,all_median,low,1,8,0.995,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,6159,387,5772,100,8541,0.7946611909650924,0.4032697547683924,0.0628348757915246,0.7,0.8008752735229759,13.0,0.7823408624229979,0.7453798767967146,0.6324435318275154,0.47433264887063653,all_median,low,2,1,0.5,0.49861216250315415,0.5088607594936709,False
development_main,all,candidate,14800,487,14313,30,457,4965,385,4580,102,9733,0.7905544147843943,0.31998882135121914,0.07754279959718026,0.7,0.7964989059080962,12.0,0.7782340862422998,0.7412731006160165,0.62217659137577,0.4394250513347023,all_median,low,2,1,0.6,0.3981831945495837,0.40759493670886077,False
development_main,all,candidate,14800,487,14313,30,457,3800,384,3416,103,10897,0.7885010266940452,0.23866415147069098,0.10105263157894737,0.7,0.7943107221006565,12.0,0.7741273100616016,0.7351129363449692,0.5995893223819302,0.40451745379876797,all_median,low,2,1,0.7,0.29977289931869794,0.30904522613065327,False
development_main,all,candidate,14800,487,14313,30,457,3192,384,2808,103,11505,0.7885010266940452,0.19618528610354224,0.12030075187969924,0.7,0.7943107221006565,11.0,0.7700205338809035,0.728952772073922,0.5934291581108829,0.38193018480492813,all_median,low,2,1,0.75,0.24703507443855666,0.2575,False
development_main,all,candidate,14800,487,14313,30,457,2618,383,2235,104,12078,0.7864476386036962,0.15615175015719976,0.14629488158899923,0.6666666666666666,0.7943107221006565,11.0,0.7679671457905544,0.7268993839835729,0.5811088295687885,0.3737166324435318,all_median,low,2,1,0.8,0.20085793590714104,0.21012658227848102,False
development_main,all,candidate,14800,487,14313,30,457,2009,381,1628,106,12685,0.7823408624229979,0.11374275134493118,0.18964659034345446,0.6666666666666666,0.7899343544857768,10.0,0.7618069815195072,0.7227926078028748,0.5667351129363449,0.3613963039014374,all_median,low,2,1,0.85,0.14963411556901338,0.1575,False
development_main,all,candidate,14800,487,14313,30,457,1432,373,1059,114,13254,0.7659137577002053,0.07398868161810941,0.2604748603351955,0.6666666666666666,0.7724288840262582,10.0,0.728952772073922,0.6694045174537988,0.4948665297741273,0.3470225872689938,all_median,low,2,1,0.9,0.10068130204390613,0.11,False
development_main,all,candidate,14800,487,14313,30,457,1118,358,760,129,13553,0.7351129363449692,0.05309858170893593,0.32021466905187834,0.6666666666666666,0.7396061269146609,10.0,0.6919917864476386,0.62217659137577,0.46406570841889117,0.3347022587268994,all_median,low,2,1,0.925,0.07393388846833207,0.0825,False
development_main,all,candidate,14800,487,14313,30,457,820,332,488,155,13825,0.6817248459958932,0.03409487878152728,0.40487804878048783,0.6666666666666666,0.6827133479212254,11.0,0.6262833675564682,0.5708418891170431,0.4188911704312115,0.3264887063655031,all_median,low,2,1,0.95,0.04920514761544285,0.05569620253164557,False
development_main,all,candidate,14800,487,14313,30,457,699,319,380,168,13933,0.6550308008213552,0.026549290854467965,0.4563662374821173,0.6666666666666666,0.6542669584245077,11.0,0.5995893223819302,0.5400410677618069,0.41478439425051333,0.32238193018480493,all_median,low,2,1,0.96,0.03885944991168307,0.0475,False
development_main,all,candidate,14800,487,14313,30,457,524,294,230,193,14083,0.6036960985626283,0.016069307622441138,0.5610687022900763,0.6333333333333333,0.6017505470459519,11.0,0.5564681724845996,0.4928131416837782,0.39014373716632444,0.29774127310061604,all_median,low,2,1,0.975,0.023971738581882413,0.03508771929824561,False
development_main,all,candidate,14800,487,14313,30,457,449,280,169,207,14144,0.5749486652977412,0.011807447774750226,0.623608017817372,0.6333333333333333,0.5711159737417943,12.0,0.5236139630390144,0.4537987679671458,0.36960985626283366,0.2936344969199179,all_median,low,2,1,0.98,0.01791572041382791,0.02512562814070352,False
development_main,all,candidate,14800,487,14313,30,457,320,235,85,252,14228,0.48254620123203285,0.005938657164815203,0.734375,0.5666666666666667,0.47702407002188185,12.0,0.4414784394250513,0.39630390143737165,0.33880903490759756,0.28336755646817247,all_median,low,2,1,0.99,0.008579359071410548,0.022408963585434174,False
development_main,all,candidate,14800,487,14313,30,457,253,203,50,284,14263,0.41683778234086244,0.003493327744008943,0.8023715415019763,0.5,0.4113785557986871,13.0,0.38809034907597534,0.3675564681724846,0.3141683778234086,0.27104722792607805,all_median,low,2,1,0.995,0.0065942591155934835,0.022408963585434174,True
development_main,all,candidate,14800,487,14313,30,457,1558,378,1180,109,13133,0.7761806981519507,0.08244253475861105,0.24261874197689345,0.6666666666666666,0.7833698030634574,10.5,0.7433264887063655,0.6919917864476386,0.5174537987679672,0.3613963039014374,all_median,low,2,2,0.5,0.1486835312338668,0.33163265306122447,False
development_main,all,candidate,14800,487,14313,30,457,1158,376,782,111,13531,0.7720739219712526,0.054635645916299866,0.32469775474956825,0.6666666666666666,0.7789934354485777,10.0,0.7351129363449692,0.6858316221765913,0.4989733059548255,0.351129363449692,all_median,low,2,2,0.6,0.09938048528652556,0.22448979591836735,False
development_main,all,candidate,14800,487,14313,30,457,834,374,460,113,13853,0.7679671457905544,0.032138615244882277,0.44844124700239807,0.6666666666666666,0.774617067833698,9.0,0.728952772073922,0.6796714579055442,0.47638603696098564,0.3347022587268994,all_median,low,2,2,0.7,0.061435209086215796,0.11989795918367346,False
development_main,all,candidate,14800,487,14313,30,457,698,373,325,114,13988,0.7659137577002053,0.022706630336058128,0.5343839541547278,0.6666666666666666,0.7724288840262582,9.0,0.7268993839835729,0.6776180698151951,0.46611909650924027,0.32854209445585214,all_median,low,2,2,0.75,0.04259163655136809,0.07653061224489796,False
development_main,all,candidate,14800,487,14313,30,457,616,371,245,116,14068,0.7618069815195072,0.01711730594564382,0.6022727272727273,0.6666666666666666,0.7680525164113785,9.0,0.7186858316221766,0.6632443531827515,0.44353182751540043,0.3162217659137577,all_median,low,2,2,0.8,0.03200826019617966,0.05958549222797927,False
development_main,all,candidate,14800,487,14313,30,457,525,368,157,119,14156,0.75564681724846,0.010969049116188082,0.700952380952381,0.6666666666666666,0.7614879649890591,8.0,0.7125256673511293,0.6529774127310062,0.4209445585215606,0.3141683778234086,all_median,low,2,2,0.85,0.019101703665462055,0.038860103626943004,False
