snapshot_key,query,regime,branches,horizontal,vertical_lag1,vertical_lag2,vertical_lag3,vertical_lag4,vertical_lag5,vertical_lag6,vertical_lag7,vertical_lag8
w00_s000,0,other,16,0.486237000922362,,,,,,,,
w00_s000,1,other,16,0.6402083143591881,0.8331827446818352,,,,,,,
w00_s000,2,other,16,0.5891367169717948,0.8581194207072258,0.8831505514681339,,,,,,
w00_s000,3,other,16,0.5471171379089356,0.7580899819731712,0.9147198647260666,0.9086203910410404,,,,,
w00_s000,4,other,16,0.5701613242427508,0.7246655225753784,0.841862928122282,0.9139781855046749,0.9126811623573303,,,,
w00_s000,5,other,16,0.5810289837419986,0.7528248839080334,0.8563764169812202,0.8864372782409191,0.8959112949669361,0.9298914223909378,,,
w00_s000,6,other,16,0.5530632349352042,0.7482784502208233,0.8651276677846909,0.8815289922058582,0.9060771502554417,0.9193365499377251,0.9468776248395443,,
w00_s000,7,other,16,0.6379908723135789,0.7970150634646416,0.8562510758638382,0.8749237433075905,0.8813104666769505,0.91262386739254,0.9237458482384682,0.9319824166595936,
w00_s000,8,other,16,0.6054954285422961,0.748200062662363,0.852785587310791,0.8982376269996166,0.9013187475502491,0.8958202004432678,0.9047939702868462,0.9218110777437687,0.9108378700911999
w00_s000,9,other,16,0.6019685298204422,0.7259752415120602,0.8044460788369179,0.873257577419281,0.8951331339776516,0.8761014752089977,0.8600615598261356,0.8965936191380024,0.9307527281343937
w00_s000,10,other,16,0.5871274409194788,0.6947815008461475,0.7817142754793167,0.8383342958986759,0.911406334489584,0.9241278097033501,0.8824975416064262,0.8709981180727482,0.9004659950733185
w00_s000,11,other,16,0.7652894710501035,0.690935779362917,0.7826633155345917,0.83617839589715,0.8694341145455837,0.9237030260264874,0.9199750237166882,0.888540718704462,0.8935581669211388
w00_s000,12,other,16,0.8358973274628322,0.7924080044031143,0.8140604458749294,0.8538658246397972,0.8829437531530857,0.8896071091294289,0.9295657612383366,0.9036970175802708,0.8984982594847679
w00_s000,13,other,16,0.8314867789546648,0.8378776796162128,0.8910462111234665,0.9054739363491535,0.9155854508280754,0.9165132753551006,0.9244429916143417,0.9375048875808716,0.9101912751793861
w00_s000,14,other,16,0.8126507098476092,0.7920179106295109,0.8952945545315742,0.9191631600260735,0.9308796748518944,0.9284685105085373,0.9373098239302635,0.9292873740196228,0.9359434694051743
w00_s000,15,other,16,0.7988335077961286,0.7871657945215702,0.8671255260705948,0.9089843593537807,0.9142492488026619,0.9334519393742085,0.9312622286379337,0.9398172721266747,0.9187347404658794
