kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,558,554,3.5052826404571533,4,558,v7_guard_constant,libero_goal_20260907
episode,0.03,558,543,3.171729326248169,15,558,v7_guard_constant,libero_goal_20260907
episode,0.05,558,532,2.8803558349609375,26,558,v7_guard_constant,libero_goal_20260907
episode,0.1,558,504,2.421422243118286,54,558,v7_guard_constant,libero_goal_20260907
episode,0.15,558,476,0.9902616739273071,82,558,v7_guard_constant,libero_goal_20260907
episode,0.2,558,448,0.8398714065551758,110,558,v7_guard_constant,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,v7_guard_constant,libero_goal_20260907
task_init,0.03,70,69,3.534360885620117,1,558,v7_guard_constant,libero_goal_20260907
task_init,0.05,70,68,3.4297990798950195,2,558,v7_guard_constant,libero_goal_20260907
task_init,0.1,70,64,2.8845834732055664,6,558,v7_guard_constant,libero_goal_20260907
task_init,0.15,70,61,2.547915458679199,9,558,v7_guard_constant,libero_goal_20260907
task_init,0.2,70,57,0.9396724700927734,13,558,v7_guard_constant,libero_goal_20260907
episode,0.01,558,554,4.115698690616508,4,558,v7_guard_timeband,libero_goal_20260907
episode,0.03,558,543,3.573494201218852,15,558,v7_guard_timeband,libero_goal_20260907
episode,0.05,558,532,3.387056178985839,26,558,v7_guard_timeband,libero_goal_20260907
episode,0.1,558,504,2.7641682741313485,54,558,v7_guard_timeband,libero_goal_20260907
episode,0.15,558,476,1.6707897219977172,82,558,v7_guard_timeband,libero_goal_20260907
episode,0.2,558,448,1.4275812192604675,110,558,v7_guard_timeband,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,v7_guard_timeband,libero_goal_20260907
task_init,0.03,70,69,4.390424643197464,1,558,v7_guard_timeband,libero_goal_20260907
task_init,0.05,70,68,3.767389689065082,2,558,v7_guard_timeband,libero_goal_20260907
task_init,0.1,70,64,3.4071569109782835,6,558,v7_guard_timeband,libero_goal_20260907
task_init,0.15,70,61,2.941011538587114,9,558,v7_guard_timeband,libero_goal_20260907
task_init,0.2,70,57,1.6265233730642694,13,558,v7_guard_timeband,libero_goal_20260907
episode,0.01,558,554,3.5052826404571533,4,558,v7_freeze_constant,libero_goal_20260907
episode,0.03,558,543,3.171729326248169,15,558,v7_freeze_constant,libero_goal_20260907
episode,0.05,558,532,2.8803558349609375,26,558,v7_freeze_constant,libero_goal_20260907
episode,0.1,558,504,2.421422243118286,54,558,v7_freeze_constant,libero_goal_20260907
episode,0.15,558,476,0.9902616739273071,82,558,v7_freeze_constant,libero_goal_20260907
episode,0.2,558,448,0.8398714065551758,110,558,v7_freeze_constant,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,v7_freeze_constant,libero_goal_20260907
task_init,0.03,70,69,3.534360885620117,1,558,v7_freeze_constant,libero_goal_20260907
task_init,0.05,70,68,3.4297990798950195,2,558,v7_freeze_constant,libero_goal_20260907
task_init,0.1,70,64,2.8845834732055664,6,558,v7_freeze_constant,libero_goal_20260907
task_init,0.15,70,61,2.547915458679199,9,558,v7_freeze_constant,libero_goal_20260907
task_init,0.2,70,57,0.9396724700927734,13,558,v7_freeze_constant,libero_goal_20260907
episode,0.01,558,554,0.828840434551239,4,558,v7_turbulence_constant,libero_goal_20260907
episode,0.03,558,543,0.5176886320114136,15,558,v7_turbulence_constant,libero_goal_20260907
episode,0.05,558,532,0.4152575731277466,26,558,v7_turbulence_constant,libero_goal_20260907
episode,0.1,558,504,0.21299105882644653,54,558,v7_turbulence_constant,libero_goal_20260907
episode,0.15,558,476,0.05861245095729828,82,558,v7_turbulence_constant,libero_goal_20260907
episode,0.2,558,448,-0.11436933279037476,110,558,v7_turbulence_constant,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,v7_turbulence_constant,libero_goal_20260907
task_init,0.03,70,69,1.0640915632247925,1,558,v7_turbulence_constant,libero_goal_20260907
task_init,0.05,70,68,0.7508071064949036,2,558,v7_turbulence_constant,libero_goal_20260907
task_init,0.1,70,64,0.5059088468551636,6,558,v7_turbulence_constant,libero_goal_20260907
task_init,0.15,70,61,0.4398379623889923,9,558,v7_turbulence_constant,libero_goal_20260907
task_init,0.2,70,57,0.39015135169029236,13,558,v7_turbulence_constant,libero_goal_20260907
episode,0.01,558,554,9.27750015258789,4,558,v7_success_fusion_constant,libero_goal_20260907
episode,0.03,558,543,5.499342441558838,15,558,v7_success_fusion_constant,libero_goal_20260907
episode,0.05,558,532,5.086546897888184,26,558,v7_success_fusion_constant,libero_goal_20260907
episode,0.1,558,504,4.455296039581299,54,558,v7_success_fusion_constant,libero_goal_20260907
episode,0.15,558,476,3.8801066875457764,82,558,v7_success_fusion_constant,libero_goal_20260907
episode,0.2,558,448,3.5329537391662598,110,558,v7_success_fusion_constant,libero_goal_20260907
task_init,0.01,70,71,inf,0,558,v7_success_fusion_constant,libero_goal_20260907
task_init,0.03,70,69,24.926097869873047,1,558,v7_success_fusion_constant,libero_goal_20260907
task_init,0.05,70,68,13.509366035461426,2,558,v7_success_fusion_constant,libero_goal_20260907
task_init,0.1,70,64,7.063419818878174,6,558,v7_success_fusion_constant,libero_goal_20260907
task_init,0.15,70,61,5.444834232330322,9,558,v7_success_fusion_constant,libero_goal_20260907
task_init,0.2,70,57,4.727847576141357,13,558,v7_success_fusion_constant,libero_goal_20260907
