kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,550,546,3.39806866645813,4,550,v7_guard_constant,libero_goal_20260908
episode,0.03,550,535,3.0065391063690186,15,550,v7_guard_constant,libero_goal_20260908
episode,0.05,550,524,2.751660108566284,26,550,v7_guard_constant,libero_goal_20260908
episode,0.1,550,496,2.3637657165527344,54,550,v7_guard_constant,libero_goal_20260908
episode,0.15,550,469,1.6581546068191528,81,550,v7_guard_constant,libero_goal_20260908
episode,0.2,550,441,0.9359679818153381,109,550,v7_guard_constant,libero_goal_20260908
task_init,0.01,70,71,inf,0,550,v7_guard_constant,libero_goal_20260908
task_init,0.03,70,69,3.39806866645813,1,550,v7_guard_constant,libero_goal_20260908
task_init,0.05,70,68,3.3978705406188965,2,550,v7_guard_constant,libero_goal_20260908
task_init,0.1,70,64,2.91117262840271,6,550,v7_guard_constant,libero_goal_20260908
task_init,0.15,70,61,2.1924891471862793,9,550,v7_guard_constant,libero_goal_20260908
task_init,0.2,70,57,1.2225189208984375,13,550,v7_guard_constant,libero_goal_20260908
episode,0.01,550,546,2.7498256078845618,4,550,v7_guard_timeband,libero_goal_20260908
episode,0.03,550,535,2.408076155363774,15,550,v7_guard_timeband,libero_goal_20260908
episode,0.05,550,524,2.2226047430977713,26,550,v7_guard_timeband,libero_goal_20260908
episode,0.1,550,496,1.8701918574699055,54,550,v7_guard_timeband,libero_goal_20260908
episode,0.15,550,469,1.5508367926091875,81,550,v7_guard_timeband,libero_goal_20260908
episode,0.2,550,441,1.277547576808837,109,550,v7_guard_timeband,libero_goal_20260908
task_init,0.01,70,71,inf,0,550,v7_guard_timeband,libero_goal_20260908
task_init,0.03,70,69,3.1815353995461675,1,550,v7_guard_timeband,libero_goal_20260908
task_init,0.05,70,68,3.0256010335525696,2,550,v7_guard_timeband,libero_goal_20260908
task_init,0.1,70,64,2.290788479170936,6,550,v7_guard_timeband,libero_goal_20260908
task_init,0.15,70,61,2.0097077282367675,9,550,v7_guard_timeband,libero_goal_20260908
task_init,0.2,70,57,1.6249868281692283,13,550,v7_guard_timeband,libero_goal_20260908
episode,0.01,550,546,3.39806866645813,4,550,v7_freeze_constant,libero_goal_20260908
episode,0.03,550,535,3.0065391063690186,15,550,v7_freeze_constant,libero_goal_20260908
episode,0.05,550,524,2.751660108566284,26,550,v7_freeze_constant,libero_goal_20260908
episode,0.1,550,496,2.279160261154175,54,550,v7_freeze_constant,libero_goal_20260908
episode,0.15,550,469,1.3318755626678467,81,550,v7_freeze_constant,libero_goal_20260908
episode,0.2,550,441,0.8477990627288818,109,550,v7_freeze_constant,libero_goal_20260908
task_init,0.01,70,71,inf,0,550,v7_freeze_constant,libero_goal_20260908
task_init,0.03,70,69,3.39806866645813,1,550,v7_freeze_constant,libero_goal_20260908
task_init,0.05,70,68,3.3978705406188965,2,550,v7_freeze_constant,libero_goal_20260908
task_init,0.1,70,64,2.91117262840271,6,550,v7_freeze_constant,libero_goal_20260908
task_init,0.15,70,61,2.1254329681396484,9,550,v7_freeze_constant,libero_goal_20260908
task_init,0.2,70,57,1.1325982809066772,13,550,v7_freeze_constant,libero_goal_20260908
episode,0.01,550,546,0.9230313301086426,4,550,v7_turbulence_constant,libero_goal_20260908
episode,0.03,550,535,0.5886567831039429,15,550,v7_turbulence_constant,libero_goal_20260908
episode,0.05,550,524,0.4814102351665497,26,550,v7_turbulence_constant,libero_goal_20260908
episode,0.1,550,496,0.11377649009227753,54,550,v7_turbulence_constant,libero_goal_20260908
episode,0.15,550,469,-0.15118290483951569,81,550,v7_turbulence_constant,libero_goal_20260908
episode,0.2,550,441,-0.35502004623413086,109,550,v7_turbulence_constant,libero_goal_20260908
task_init,0.01,70,71,inf,0,550,v7_turbulence_constant,libero_goal_20260908
task_init,0.03,70,69,0.8753550052642822,1,550,v7_turbulence_constant,libero_goal_20260908
task_init,0.05,70,68,0.8688613176345825,2,550,v7_turbulence_constant,libero_goal_20260908
task_init,0.1,70,64,0.5123788118362427,6,550,v7_turbulence_constant,libero_goal_20260908
task_init,0.15,70,61,0.3387215733528137,9,550,v7_turbulence_constant,libero_goal_20260908
task_init,0.2,70,57,0.25623899698257446,13,550,v7_turbulence_constant,libero_goal_20260908
episode,0.01,550,546,10.314850807189941,4,550,v7_success_fusion_constant,libero_goal_20260908
episode,0.03,550,535,5.1409382820129395,15,550,v7_success_fusion_constant,libero_goal_20260908
episode,0.05,550,524,4.617934226989746,26,550,v7_success_fusion_constant,libero_goal_20260908
episode,0.1,550,496,3.97418475151062,54,550,v7_success_fusion_constant,libero_goal_20260908
episode,0.15,550,469,3.678593873977661,81,550,v7_success_fusion_constant,libero_goal_20260908
episode,0.2,550,441,3.289004325866699,109,550,v7_success_fusion_constant,libero_goal_20260908
task_init,0.01,70,71,inf,0,550,v7_success_fusion_constant,libero_goal_20260908
task_init,0.03,70,69,12.601815223693848,1,550,v7_success_fusion_constant,libero_goal_20260908
task_init,0.05,70,68,11.331717491149902,2,550,v7_success_fusion_constant,libero_goal_20260908
task_init,0.1,70,64,5.5171637535095215,6,550,v7_success_fusion_constant,libero_goal_20260908
task_init,0.15,70,61,4.932448387145996,9,550,v7_success_fusion_constant,libero_goal_20260908
task_init,0.2,70,57,4.655058860778809,13,550,v7_success_fusion_constant,libero_goal_20260908
