kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,543,539,2.664741039276123,4,543,v7_guard_constant,libero_spatial_20260909
episode,0.03,543,528,2.360623359680176,15,543,v7_guard_constant,libero_spatial_20260909
episode,0.05,543,517,2.1994588375091553,26,543,v7_guard_constant,libero_spatial_20260909
episode,0.1,543,490,1.900834321975708,53,543,v7_guard_constant,libero_spatial_20260909
episode,0.15,543,463,1.7102397680282593,80,543,v7_guard_constant,libero_spatial_20260909
episode,0.2,543,436,1.5563666820526123,107,543,v7_guard_constant,libero_spatial_20260909
task_init,0.01,70,71,inf,0,543,v7_guard_constant,libero_spatial_20260909
task_init,0.03,70,69,2.664741039276123,1,543,v7_guard_constant,libero_spatial_20260909
task_init,0.05,70,68,2.575192451477051,2,543,v7_guard_constant,libero_spatial_20260909
task_init,0.1,70,64,2.3014776706695557,6,543,v7_guard_constant,libero_spatial_20260909
task_init,0.15,70,61,2.147871494293213,9,543,v7_guard_constant,libero_spatial_20260909
task_init,0.2,70,57,2.023956775665283,13,543,v7_guard_constant,libero_spatial_20260909
episode,0.01,543,539,2.239852357857415,4,543,v7_guard_timeband,libero_spatial_20260909
episode,0.03,543,528,1.8286987809277484,15,543,v7_guard_timeband,libero_spatial_20260909
episode,0.05,543,517,1.607207721437888,26,543,v7_guard_timeband,libero_spatial_20260909
episode,0.1,543,490,1.2838400445035343,53,543,v7_guard_timeband,libero_spatial_20260909
episode,0.15,543,463,1.1363827502869241,80,543,v7_guard_timeband,libero_spatial_20260909
episode,0.2,543,436,1.018317768113671,107,543,v7_guard_timeband,libero_spatial_20260909
task_init,0.01,70,71,inf,0,543,v7_guard_timeband,libero_spatial_20260909
task_init,0.03,70,69,2.581761701035854,1,543,v7_guard_timeband,libero_spatial_20260909
task_init,0.05,70,68,2.198580403751495,2,543,v7_guard_timeband,libero_spatial_20260909
task_init,0.1,70,64,1.7888863728919797,6,543,v7_guard_timeband,libero_spatial_20260909
task_init,0.15,70,61,1.627298298602531,9,543,v7_guard_timeband,libero_spatial_20260909
task_init,0.2,70,57,1.4449822076925791,13,543,v7_guard_timeband,libero_spatial_20260909
episode,0.01,543,539,2.664741039276123,4,543,v7_freeze_constant,libero_spatial_20260909
episode,0.03,543,528,2.360623359680176,15,543,v7_freeze_constant,libero_spatial_20260909
episode,0.05,543,517,2.1994588375091553,26,543,v7_freeze_constant,libero_spatial_20260909
episode,0.1,543,490,1.900834321975708,53,543,v7_freeze_constant,libero_spatial_20260909
episode,0.15,543,463,1.7102397680282593,80,543,v7_freeze_constant,libero_spatial_20260909
episode,0.2,543,436,1.5563666820526123,107,543,v7_freeze_constant,libero_spatial_20260909
task_init,0.01,70,71,inf,0,543,v7_freeze_constant,libero_spatial_20260909
task_init,0.03,70,69,2.664741039276123,1,543,v7_freeze_constant,libero_spatial_20260909
task_init,0.05,70,68,2.575192451477051,2,543,v7_freeze_constant,libero_spatial_20260909
task_init,0.1,70,64,2.3014776706695557,6,543,v7_freeze_constant,libero_spatial_20260909
task_init,0.15,70,61,2.147871494293213,9,543,v7_freeze_constant,libero_spatial_20260909
task_init,0.2,70,57,2.023956775665283,13,543,v7_freeze_constant,libero_spatial_20260909
episode,0.01,543,539,0.7958247661590576,4,543,v7_turbulence_constant,libero_spatial_20260909
episode,0.03,543,528,0.42820507287979126,15,543,v7_turbulence_constant,libero_spatial_20260909
episode,0.05,543,517,0.22217349708080292,26,543,v7_turbulence_constant,libero_spatial_20260909
episode,0.1,543,490,-0.044597990810871124,53,543,v7_turbulence_constant,libero_spatial_20260909
episode,0.15,543,463,-0.20334461331367493,80,543,v7_turbulence_constant,libero_spatial_20260909
episode,0.2,543,436,-0.331280380487442,107,543,v7_turbulence_constant,libero_spatial_20260909
task_init,0.01,70,71,inf,0,543,v7_turbulence_constant,libero_spatial_20260909
task_init,0.03,70,69,0.9138883352279663,1,543,v7_turbulence_constant,libero_spatial_20260909
task_init,0.05,70,68,0.7958247661590576,2,543,v7_turbulence_constant,libero_spatial_20260909
task_init,0.1,70,64,0.3891928791999817,6,543,v7_turbulence_constant,libero_spatial_20260909
task_init,0.15,70,61,0.2850618362426758,9,543,v7_turbulence_constant,libero_spatial_20260909
task_init,0.2,70,57,0.20627382397651672,13,543,v7_turbulence_constant,libero_spatial_20260909
episode,0.01,543,539,7.314076900482178,4,543,v7_success_fusion_constant,libero_spatial_20260909
episode,0.03,543,528,5.106555938720703,15,543,v7_success_fusion_constant,libero_spatial_20260909
episode,0.05,543,517,4.51352596282959,26,543,v7_success_fusion_constant,libero_spatial_20260909
episode,0.1,543,490,4.0149688720703125,53,543,v7_success_fusion_constant,libero_spatial_20260909
episode,0.15,543,463,3.755810022354126,80,543,v7_success_fusion_constant,libero_spatial_20260909
episode,0.2,543,436,3.4564414024353027,107,543,v7_success_fusion_constant,libero_spatial_20260909
task_init,0.01,70,71,inf,0,543,v7_success_fusion_constant,libero_spatial_20260909
task_init,0.03,70,69,10.937023162841797,1,543,v7_success_fusion_constant,libero_spatial_20260909
task_init,0.05,70,68,9.057491302490234,2,543,v7_success_fusion_constant,libero_spatial_20260909
task_init,0.1,70,64,5.793731689453125,6,543,v7_success_fusion_constant,libero_spatial_20260909
task_init,0.15,70,61,5.125400066375732,9,543,v7_success_fusion_constant,libero_spatial_20260909
task_init,0.2,70,57,4.421388626098633,13,543,v7_success_fusion_constant,libero_spatial_20260909
