kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,551,547,3.390122175216675,4,551,v7_guard_constant,libero_spatial_20260908
episode,0.03,551,536,3.0235679149627686,15,551,v7_guard_constant,libero_spatial_20260908
episode,0.05,551,525,2.7484827041625977,26,551,v7_guard_constant,libero_spatial_20260908
episode,0.1,551,497,2.1558566093444824,54,551,v7_guard_constant,libero_spatial_20260908
episode,0.15,551,470,1.8220667839050293,81,551,v7_guard_constant,libero_spatial_20260908
episode,0.2,551,442,1.4930822849273682,109,551,v7_guard_constant,libero_spatial_20260908
task_init,0.01,70,71,inf,0,551,v7_guard_constant,libero_spatial_20260908
task_init,0.03,70,69,3.4223239421844482,1,551,v7_guard_constant,libero_spatial_20260908
task_init,0.05,70,68,3.1698358058929443,2,551,v7_guard_constant,libero_spatial_20260908
task_init,0.1,70,64,2.813359022140503,6,551,v7_guard_constant,libero_spatial_20260908
task_init,0.15,70,61,2.466015577316284,9,551,v7_guard_constant,libero_spatial_20260908
task_init,0.2,70,57,1.977988362312317,13,551,v7_guard_constant,libero_spatial_20260908
episode,0.01,551,547,2.488149712843501,4,551,v7_guard_timeband,libero_spatial_20260908
episode,0.03,551,536,2.2100415296906775,15,551,v7_guard_timeband,libero_spatial_20260908
episode,0.05,551,525,1.9704498933819812,26,551,v7_guard_timeband,libero_spatial_20260908
episode,0.1,551,497,1.6682982900502008,54,551,v7_guard_timeband,libero_spatial_20260908
episode,0.15,551,470,1.4809393166465985,81,551,v7_guard_timeband,libero_spatial_20260908
episode,0.2,551,442,1.259985609482215,109,551,v7_guard_timeband,libero_spatial_20260908
task_init,0.01,70,71,inf,0,551,v7_guard_timeband,libero_spatial_20260908
task_init,0.03,70,69,2.700450253113604,1,551,v7_guard_timeband,libero_spatial_20260908
task_init,0.05,70,68,2.4503568347971303,2,551,v7_guard_timeband,libero_spatial_20260908
task_init,0.1,70,64,2.094069843400602,6,551,v7_guard_timeband,libero_spatial_20260908
task_init,0.15,70,61,1.9412638269218032,9,551,v7_guard_timeband,libero_spatial_20260908
task_init,0.2,70,57,1.7331071483842966,13,551,v7_guard_timeband,libero_spatial_20260908
episode,0.01,551,547,3.390122175216675,4,551,v7_freeze_constant,libero_spatial_20260908
episode,0.03,551,536,3.0235679149627686,15,551,v7_freeze_constant,libero_spatial_20260908
episode,0.05,551,525,2.7484827041625977,26,551,v7_freeze_constant,libero_spatial_20260908
episode,0.1,551,497,2.1558566093444824,54,551,v7_freeze_constant,libero_spatial_20260908
episode,0.15,551,470,1.8220667839050293,81,551,v7_freeze_constant,libero_spatial_20260908
episode,0.2,551,442,1.4930822849273682,109,551,v7_freeze_constant,libero_spatial_20260908
task_init,0.01,70,71,inf,0,551,v7_freeze_constant,libero_spatial_20260908
task_init,0.03,70,69,3.4223239421844482,1,551,v7_freeze_constant,libero_spatial_20260908
task_init,0.05,70,68,3.1698358058929443,2,551,v7_freeze_constant,libero_spatial_20260908
task_init,0.1,70,64,2.813359022140503,6,551,v7_freeze_constant,libero_spatial_20260908
task_init,0.15,70,61,2.466015577316284,9,551,v7_freeze_constant,libero_spatial_20260908
task_init,0.2,70,57,1.977988362312317,13,551,v7_freeze_constant,libero_spatial_20260908
episode,0.01,551,547,0.4577149748802185,4,551,v7_turbulence_constant,libero_spatial_20260908
episode,0.03,551,536,0.3021695613861084,15,551,v7_turbulence_constant,libero_spatial_20260908
episode,0.05,551,525,0.17458540201187134,26,551,v7_turbulence_constant,libero_spatial_20260908
episode,0.1,551,497,-0.03289133682847023,54,551,v7_turbulence_constant,libero_spatial_20260908
episode,0.15,551,470,-0.20397800207138062,81,551,v7_turbulence_constant,libero_spatial_20260908
episode,0.2,551,442,-0.34190183877944946,109,551,v7_turbulence_constant,libero_spatial_20260908
task_init,0.01,70,71,inf,0,551,v7_turbulence_constant,libero_spatial_20260908
task_init,0.03,70,69,0.6261035203933716,1,551,v7_turbulence_constant,libero_spatial_20260908
task_init,0.05,70,68,0.5337368845939636,2,551,v7_turbulence_constant,libero_spatial_20260908
task_init,0.1,70,64,0.3247659206390381,6,551,v7_turbulence_constant,libero_spatial_20260908
task_init,0.15,70,61,0.25914454460144043,9,551,v7_turbulence_constant,libero_spatial_20260908
task_init,0.2,70,57,0.13918112218379974,13,551,v7_turbulence_constant,libero_spatial_20260908
episode,0.01,551,547,10.041515350341797,4,551,v7_success_fusion_constant,libero_spatial_20260908
episode,0.03,551,536,6.772012233734131,15,551,v7_success_fusion_constant,libero_spatial_20260908
episode,0.05,551,525,6.18581485748291,26,551,v7_success_fusion_constant,libero_spatial_20260908
episode,0.1,551,497,5.202877998352051,54,551,v7_success_fusion_constant,libero_spatial_20260908
episode,0.15,551,470,4.534145832061768,81,551,v7_success_fusion_constant,libero_spatial_20260908
episode,0.2,551,442,3.9452128410339355,109,551,v7_success_fusion_constant,libero_spatial_20260908
task_init,0.01,70,71,inf,0,551,v7_success_fusion_constant,libero_spatial_20260908
task_init,0.03,70,69,17.325258255004883,1,551,v7_success_fusion_constant,libero_spatial_20260908
task_init,0.05,70,68,16.486770629882812,2,551,v7_success_fusion_constant,libero_spatial_20260908
task_init,0.1,70,64,7.405549049377441,6,551,v7_success_fusion_constant,libero_spatial_20260908
task_init,0.15,70,61,7.0371994972229,9,551,v7_success_fusion_constant,libero_spatial_20260908
task_init,0.2,70,57,6.05537223815918,13,551,v7_success_fusion_constant,libero_spatial_20260908
