kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,551,547,2.647359848022461,4,551,v7_guard_constant,libero_object_20260908
episode,0.03,551,536,2.442779541015625,15,551,v7_guard_constant,libero_object_20260908
episode,0.05,551,525,2.324477434158325,26,551,v7_guard_constant,libero_object_20260908
episode,0.1,551,497,2.1223435401916504,54,551,v7_guard_constant,libero_object_20260908
episode,0.15,551,470,1.9637640714645386,81,551,v7_guard_constant,libero_object_20260908
episode,0.2,551,442,1.8352006673812866,109,551,v7_guard_constant,libero_object_20260908
task_init,0.01,70,71,inf,0,551,v7_guard_constant,libero_object_20260908
task_init,0.03,70,69,2.6286680698394775,1,551,v7_guard_constant,libero_object_20260908
task_init,0.05,70,68,2.6228158473968506,2,551,v7_guard_constant,libero_object_20260908
task_init,0.1,70,64,2.4156341552734375,6,551,v7_guard_constant,libero_object_20260908
task_init,0.15,70,61,2.2674551010131836,9,551,v7_guard_constant,libero_object_20260908
task_init,0.2,70,57,2.1877896785736084,13,551,v7_guard_constant,libero_object_20260908
episode,0.01,551,547,3.886346482342192,4,551,v7_guard_timeband,libero_object_20260908
episode,0.03,551,536,3.2528215920614447,15,551,v7_guard_timeband,libero_object_20260908
episode,0.05,551,525,2.8196439947881577,26,551,v7_guard_timeband,libero_object_20260908
episode,0.1,551,497,2.3650774576551004,54,551,v7_guard_timeband,libero_object_20260908
episode,0.15,551,470,1.8938104532845619,81,551,v7_guard_timeband,libero_object_20260908
episode,0.2,551,442,1.6191667086573025,109,551,v7_guard_timeband,libero_object_20260908
task_init,0.01,70,71,inf,0,551,v7_guard_timeband,libero_object_20260908
task_init,0.03,70,69,3.741810824063575,1,551,v7_guard_timeband,libero_object_20260908
task_init,0.05,70,68,3.6029494237982047,2,551,v7_guard_timeband,libero_object_20260908
task_init,0.1,70,64,2.743476208658055,6,551,v7_guard_timeband,libero_object_20260908
task_init,0.15,70,61,2.6058642044236935,9,551,v7_guard_timeband,libero_object_20260908
task_init,0.2,70,57,2.158100585780212,13,551,v7_guard_timeband,libero_object_20260908
episode,0.01,551,547,2.647359848022461,4,551,v7_freeze_constant,libero_object_20260908
episode,0.03,551,536,2.442779541015625,15,551,v7_freeze_constant,libero_object_20260908
episode,0.05,551,525,2.324477434158325,26,551,v7_freeze_constant,libero_object_20260908
episode,0.1,551,497,2.1223435401916504,54,551,v7_freeze_constant,libero_object_20260908
episode,0.15,551,470,1.9637640714645386,81,551,v7_freeze_constant,libero_object_20260908
episode,0.2,551,442,1.82693350315094,109,551,v7_freeze_constant,libero_object_20260908
task_init,0.01,70,71,inf,0,551,v7_freeze_constant,libero_object_20260908
task_init,0.03,70,69,2.6286680698394775,1,551,v7_freeze_constant,libero_object_20260908
task_init,0.05,70,68,2.6228158473968506,2,551,v7_freeze_constant,libero_object_20260908
task_init,0.1,70,64,2.4156341552734375,6,551,v7_freeze_constant,libero_object_20260908
task_init,0.15,70,61,2.2674551010131836,9,551,v7_freeze_constant,libero_object_20260908
task_init,0.2,70,57,2.1877896785736084,13,551,v7_freeze_constant,libero_object_20260908
episode,0.01,551,547,1.5718146562576294,4,551,v7_turbulence_constant,libero_object_20260908
episode,0.03,551,536,1.3904272317886353,15,551,v7_turbulence_constant,libero_object_20260908
episode,0.05,551,525,1.2351075410842896,26,551,v7_turbulence_constant,libero_object_20260908
episode,0.1,551,497,0.9170329570770264,54,551,v7_turbulence_constant,libero_object_20260908
episode,0.15,551,470,0.7089635133743286,81,551,v7_turbulence_constant,libero_object_20260908
episode,0.2,551,442,0.5467179417610168,109,551,v7_turbulence_constant,libero_object_20260908
task_init,0.01,70,71,inf,0,551,v7_turbulence_constant,libero_object_20260908
task_init,0.03,70,69,1.6881942749023438,1,551,v7_turbulence_constant,libero_object_20260908
task_init,0.05,70,68,1.644730806350708,2,551,v7_turbulence_constant,libero_object_20260908
task_init,0.1,70,64,1.4387768507003784,6,551,v7_turbulence_constant,libero_object_20260908
task_init,0.15,70,61,1.3524510860443115,9,551,v7_turbulence_constant,libero_object_20260908
task_init,0.2,70,57,1.1771632432937622,13,551,v7_turbulence_constant,libero_object_20260908
episode,0.01,551,547,11.825461387634277,4,551,v7_success_fusion_constant,libero_object_20260908
episode,0.03,551,536,6.257560729980469,15,551,v7_success_fusion_constant,libero_object_20260908
episode,0.05,551,525,5.0787224769592285,26,551,v7_success_fusion_constant,libero_object_20260908
episode,0.1,551,497,4.039871692657471,54,551,v7_success_fusion_constant,libero_object_20260908
episode,0.15,551,470,3.77211594581604,81,551,v7_success_fusion_constant,libero_object_20260908
episode,0.2,551,442,3.5249392986297607,109,551,v7_success_fusion_constant,libero_object_20260908
task_init,0.01,70,71,inf,0,551,v7_success_fusion_constant,libero_object_20260908
task_init,0.03,70,69,12.337641716003418,1,551,v7_success_fusion_constant,libero_object_20260908
task_init,0.05,70,68,8.033774375915527,2,551,v7_success_fusion_constant,libero_object_20260908
task_init,0.1,70,64,6.952542781829834,6,551,v7_success_fusion_constant,libero_object_20260908
task_init,0.15,70,61,5.931921482086182,9,551,v7_success_fusion_constant,libero_object_20260908
task_init,0.2,70,57,5.136385440826416,13,551,v7_success_fusion_constant,libero_object_20260908
