kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,541,537,5.948578357696533,4,541,v7_guard_constant,libero_long_20260908
episode,0.03,541,526,4.202178955078125,15,541,v7_guard_constant,libero_long_20260908
episode,0.05,541,515,3.7078070640563965,26,541,v7_guard_constant,libero_long_20260908
episode,0.1,541,488,2.7297961711883545,53,541,v7_guard_constant,libero_long_20260908
episode,0.15,541,461,2.2195162773132324,80,541,v7_guard_constant,libero_long_20260908
episode,0.2,541,434,1.9782958030700684,107,541,v7_guard_constant,libero_long_20260908
task_init,0.01,70,71,inf,0,541,v7_guard_constant,libero_long_20260908
task_init,0.03,70,69,6.846936225891113,1,541,v7_guard_constant,libero_long_20260908
task_init,0.05,70,68,5.948578357696533,2,541,v7_guard_constant,libero_long_20260908
task_init,0.1,70,64,3.6953141689300537,6,541,v7_guard_constant,libero_long_20260908
task_init,0.15,70,61,3.171665668487549,9,541,v7_guard_constant,libero_long_20260908
task_init,0.2,70,57,2.570688486099243,13,541,v7_guard_constant,libero_long_20260908
episode,0.01,541,537,8.399673893540347,4,541,v7_guard_timeband,libero_long_20260908
episode,0.03,541,526,6.016703633325335,15,541,v7_guard_timeband,libero_long_20260908
episode,0.05,541,515,4.647904294906959,26,541,v7_guard_timeband,libero_long_20260908
episode,0.1,541,488,3.50222731110956,53,541,v7_guard_timeband,libero_long_20260908
episode,0.15,541,461,2.470048005208414,80,541,v7_guard_timeband,libero_long_20260908
episode,0.2,541,434,2.169130122317122,107,541,v7_guard_timeband,libero_long_20260908
task_init,0.01,70,71,inf,0,541,v7_guard_timeband,libero_long_20260908
task_init,0.03,70,69,9.497098989100412,1,541,v7_guard_timeband,libero_long_20260908
task_init,0.05,70,68,8.399673893540347,2,541,v7_guard_timeband,libero_long_20260908
task_init,0.1,70,64,4.647904294906959,6,541,v7_guard_timeband,libero_long_20260908
task_init,0.15,70,61,3.9894296857853626,9,541,v7_guard_timeband,libero_long_20260908
task_init,0.2,70,57,2.9774863170926595,13,541,v7_guard_timeband,libero_long_20260908
episode,0.01,541,537,5.948578357696533,4,541,v7_freeze_constant,libero_long_20260908
episode,0.03,541,526,4.202178955078125,15,541,v7_freeze_constant,libero_long_20260908
episode,0.05,541,515,3.7078070640563965,26,541,v7_freeze_constant,libero_long_20260908
episode,0.1,541,488,2.7297961711883545,53,541,v7_freeze_constant,libero_long_20260908
episode,0.15,541,461,2.2195162773132324,80,541,v7_freeze_constant,libero_long_20260908
episode,0.2,541,434,1.9782958030700684,107,541,v7_freeze_constant,libero_long_20260908
task_init,0.01,70,71,inf,0,541,v7_freeze_constant,libero_long_20260908
task_init,0.03,70,69,6.846936225891113,1,541,v7_freeze_constant,libero_long_20260908
task_init,0.05,70,68,5.948578357696533,2,541,v7_freeze_constant,libero_long_20260908
task_init,0.1,70,64,3.6953141689300537,6,541,v7_freeze_constant,libero_long_20260908
task_init,0.15,70,61,3.171665668487549,9,541,v7_freeze_constant,libero_long_20260908
task_init,0.2,70,57,2.570688486099243,13,541,v7_freeze_constant,libero_long_20260908
episode,0.01,541,537,1.548037052154541,4,541,v7_turbulence_constant,libero_long_20260908
episode,0.03,541,526,1.2964774370193481,15,541,v7_turbulence_constant,libero_long_20260908
episode,0.05,541,515,1.189577341079712,26,541,v7_turbulence_constant,libero_long_20260908
episode,0.1,541,488,1.0199450254440308,53,541,v7_turbulence_constant,libero_long_20260908
episode,0.15,541,461,0.9166796803474426,80,541,v7_turbulence_constant,libero_long_20260908
episode,0.2,541,434,0.8299736976623535,107,541,v7_turbulence_constant,libero_long_20260908
task_init,0.01,70,71,inf,0,541,v7_turbulence_constant,libero_long_20260908
task_init,0.03,70,69,1.7800058126449585,1,541,v7_turbulence_constant,libero_long_20260908
task_init,0.05,70,68,1.5572938919067383,2,541,v7_turbulence_constant,libero_long_20260908
task_init,0.1,70,64,1.4025530815124512,6,541,v7_turbulence_constant,libero_long_20260908
task_init,0.15,70,61,1.3502410650253296,9,541,v7_turbulence_constant,libero_long_20260908
task_init,0.2,70,57,1.1970888376235962,13,541,v7_turbulence_constant,libero_long_20260908
episode,0.01,541,537,19.774885177612305,4,541,v7_success_fusion_constant,libero_long_20260908
episode,0.03,541,526,9.476404190063477,15,541,v7_success_fusion_constant,libero_long_20260908
episode,0.05,541,515,7.211145877838135,26,541,v7_success_fusion_constant,libero_long_20260908
episode,0.1,541,488,5.917029857635498,53,541,v7_success_fusion_constant,libero_long_20260908
episode,0.15,541,461,4.965029239654541,80,541,v7_success_fusion_constant,libero_long_20260908
episode,0.2,541,434,4.577202796936035,107,541,v7_success_fusion_constant,libero_long_20260908
task_init,0.01,70,71,inf,0,541,v7_success_fusion_constant,libero_long_20260908
task_init,0.03,70,69,29.067550659179688,1,541,v7_success_fusion_constant,libero_long_20260908
task_init,0.05,70,68,21.95611000061035,2,541,v7_success_fusion_constant,libero_long_20260908
task_init,0.1,70,64,18.085830688476562,6,541,v7_success_fusion_constant,libero_long_20260908
task_init,0.15,70,61,14.929603576660156,9,541,v7_success_fusion_constant,libero_long_20260908
task_init,0.2,70,57,9.476404190063477,13,541,v7_success_fusion_constant,libero_long_20260908
