kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,535,531,2.617703914642334,4,535,v7_guard_constant,libero_spatial_20260907
episode,0.03,535,520,2.3378353118896484,15,535,v7_guard_constant,libero_spatial_20260907
episode,0.05,535,510,2.1019480228424072,25,535,v7_guard_constant,libero_spatial_20260907
episode,0.1,535,483,1.7384012937545776,52,535,v7_guard_constant,libero_spatial_20260907
episode,0.15,535,456,1.555594563484192,79,535,v7_guard_constant,libero_spatial_20260907
episode,0.2,535,429,1.3601830005645752,106,535,v7_guard_constant,libero_spatial_20260907
task_init,0.01,70,71,inf,0,535,v7_guard_constant,libero_spatial_20260907
task_init,0.03,70,69,2.593860149383545,1,535,v7_guard_constant,libero_spatial_20260907
task_init,0.05,70,68,2.563197374343872,2,535,v7_guard_constant,libero_spatial_20260907
task_init,0.1,70,64,2.3378353118896484,6,535,v7_guard_constant,libero_spatial_20260907
task_init,0.15,70,61,2.002894401550293,9,535,v7_guard_constant,libero_spatial_20260907
task_init,0.2,70,57,1.894692301750183,13,535,v7_guard_constant,libero_spatial_20260907
episode,0.01,535,531,1.996941759861828,4,535,v7_guard_timeband,libero_spatial_20260907
episode,0.03,535,520,1.8693241890517909,15,535,v7_guard_timeband,libero_spatial_20260907
episode,0.05,535,510,1.7150958231246467,25,535,v7_guard_timeband,libero_spatial_20260907
episode,0.1,535,483,1.3763249074536088,52,535,v7_guard_timeband,libero_spatial_20260907
episode,0.15,535,456,1.22675905201762,79,535,v7_guard_timeband,libero_spatial_20260907
episode,0.2,535,429,1.1175051601047874,106,535,v7_guard_timeband,libero_spatial_20260907
task_init,0.01,70,71,inf,0,535,v7_guard_timeband,libero_spatial_20260907
task_init,0.03,70,69,2.1473845325454604,1,535,v7_guard_timeband,libero_spatial_20260907
task_init,0.05,70,68,1.996941759861828,2,535,v7_guard_timeband,libero_spatial_20260907
task_init,0.1,70,64,1.9661708852001787,6,535,v7_guard_timeband,libero_spatial_20260907
task_init,0.15,70,61,1.8241885852096675,9,535,v7_guard_timeband,libero_spatial_20260907
task_init,0.2,70,57,1.5455919969230425,13,535,v7_guard_timeband,libero_spatial_20260907
episode,0.01,535,531,2.617703914642334,4,535,v7_freeze_constant,libero_spatial_20260907
episode,0.03,535,520,2.3378353118896484,15,535,v7_freeze_constant,libero_spatial_20260907
episode,0.05,535,510,2.1019480228424072,25,535,v7_freeze_constant,libero_spatial_20260907
episode,0.1,535,483,1.7384012937545776,52,535,v7_freeze_constant,libero_spatial_20260907
episode,0.15,535,456,1.555594563484192,79,535,v7_freeze_constant,libero_spatial_20260907
episode,0.2,535,429,1.3601830005645752,106,535,v7_freeze_constant,libero_spatial_20260907
task_init,0.01,70,71,inf,0,535,v7_freeze_constant,libero_spatial_20260907
task_init,0.03,70,69,2.593860149383545,1,535,v7_freeze_constant,libero_spatial_20260907
task_init,0.05,70,68,2.563197374343872,2,535,v7_freeze_constant,libero_spatial_20260907
task_init,0.1,70,64,2.3378353118896484,6,535,v7_freeze_constant,libero_spatial_20260907
task_init,0.15,70,61,2.002894401550293,9,535,v7_freeze_constant,libero_spatial_20260907
task_init,0.2,70,57,1.894692301750183,13,535,v7_freeze_constant,libero_spatial_20260907
episode,0.01,535,531,0.7891044616699219,4,535,v7_turbulence_constant,libero_spatial_20260907
episode,0.03,535,520,0.40494751930236816,15,535,v7_turbulence_constant,libero_spatial_20260907
episode,0.05,535,510,0.22520661354064941,25,535,v7_turbulence_constant,libero_spatial_20260907
episode,0.1,535,483,-0.0275140218436718,52,535,v7_turbulence_constant,libero_spatial_20260907
episode,0.15,535,456,-0.16544528305530548,79,535,v7_turbulence_constant,libero_spatial_20260907
episode,0.2,535,429,-0.3175085484981537,106,535,v7_turbulence_constant,libero_spatial_20260907
task_init,0.01,70,71,inf,0,535,v7_turbulence_constant,libero_spatial_20260907
task_init,0.03,70,69,0.8700613975524902,1,535,v7_turbulence_constant,libero_spatial_20260907
task_init,0.05,70,68,0.7665770053863525,2,535,v7_turbulence_constant,libero_spatial_20260907
task_init,0.1,70,64,0.3464227020740509,6,535,v7_turbulence_constant,libero_spatial_20260907
task_init,0.15,70,61,0.22520661354064941,9,535,v7_turbulence_constant,libero_spatial_20260907
task_init,0.2,70,57,0.1514175683259964,13,535,v7_turbulence_constant,libero_spatial_20260907
episode,0.01,535,531,7.490548610687256,4,535,v7_success_fusion_constant,libero_spatial_20260907
episode,0.03,535,520,5.569317817687988,15,535,v7_success_fusion_constant,libero_spatial_20260907
episode,0.05,535,510,4.80136775970459,25,535,v7_success_fusion_constant,libero_spatial_20260907
episode,0.1,535,483,4.162906169891357,52,535,v7_success_fusion_constant,libero_spatial_20260907
episode,0.15,535,456,3.744643211364746,79,535,v7_success_fusion_constant,libero_spatial_20260907
episode,0.2,535,429,3.485164165496826,106,535,v7_success_fusion_constant,libero_spatial_20260907
task_init,0.01,70,71,inf,0,535,v7_success_fusion_constant,libero_spatial_20260907
task_init,0.03,70,69,9.054012298583984,1,535,v7_success_fusion_constant,libero_spatial_20260907
task_init,0.05,70,68,8.350802421569824,2,535,v7_success_fusion_constant,libero_spatial_20260907
task_init,0.1,70,64,6.060388088226318,6,535,v7_success_fusion_constant,libero_spatial_20260907
task_init,0.15,70,61,5.722688674926758,9,535,v7_success_fusion_constant,libero_spatial_20260907
task_init,0.2,70,57,4.695782661437988,13,535,v7_success_fusion_constant,libero_spatial_20260907
