kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,method,fold
episode,0.01,552,548,2.0539703369140625,4,552,v7_guard_constant,libero_object_20260909
episode,0.03,552,537,1.9026168584823608,15,552,v7_guard_constant,libero_object_20260909
episode,0.05,552,526,1.828137993812561,26,552,v7_guard_constant,libero_object_20260909
episode,0.1,552,498,1.7300482988357544,54,552,v7_guard_constant,libero_object_20260909
episode,0.15,552,471,1.6179474592208862,81,552,v7_guard_constant,libero_object_20260909
episode,0.2,552,443,1.5344836711883545,109,552,v7_guard_constant,libero_object_20260909
task_init,0.01,70,71,inf,0,552,v7_guard_constant,libero_object_20260909
task_init,0.03,70,69,2.331392288208008,1,552,v7_guard_constant,libero_object_20260909
task_init,0.05,70,68,2.0873680114746094,2,552,v7_guard_constant,libero_object_20260909
task_init,0.1,70,64,1.940758466720581,6,552,v7_guard_constant,libero_object_20260909
task_init,0.15,70,61,1.8870632648468018,9,552,v7_guard_constant,libero_object_20260909
task_init,0.2,70,57,1.7876739501953125,13,552,v7_guard_constant,libero_object_20260909
episode,0.01,552,548,2.670270016019434,4,552,v7_guard_timeband,libero_object_20260909
episode,0.03,552,537,2.373318627364876,15,552,v7_guard_timeband,libero_object_20260909
episode,0.05,552,526,2.2202271525346897,26,552,v7_guard_timeband,libero_object_20260909
episode,0.1,552,498,1.9395362942374141,54,552,v7_guard_timeband,libero_object_20260909
episode,0.15,552,471,1.6966807787600415,81,552,v7_guard_timeband,libero_object_20260909
episode,0.2,552,443,1.5057343936148841,109,552,v7_guard_timeband,libero_object_20260909
task_init,0.01,70,71,inf,0,552,v7_guard_timeband,libero_object_20260909
task_init,0.03,70,69,2.928984394528043,1,552,v7_guard_timeband,libero_object_20260909
task_init,0.05,70,68,2.856101069162454,2,552,v7_guard_timeband,libero_object_20260909
task_init,0.1,70,64,2.592454800991044,6,552,v7_guard_timeband,libero_object_20260909
task_init,0.15,70,61,2.398196150007237,9,552,v7_guard_timeband,libero_object_20260909
task_init,0.2,70,57,1.9480936623855907,13,552,v7_guard_timeband,libero_object_20260909
episode,0.01,552,548,2.0539703369140625,4,552,v7_freeze_constant,libero_object_20260909
episode,0.03,552,537,1.9026168584823608,15,552,v7_freeze_constant,libero_object_20260909
episode,0.05,552,526,1.828137993812561,26,552,v7_freeze_constant,libero_object_20260909
episode,0.1,552,498,1.7277840375900269,54,552,v7_freeze_constant,libero_object_20260909
episode,0.15,552,471,1.6138546466827393,81,552,v7_freeze_constant,libero_object_20260909
episode,0.2,552,443,1.5265939235687256,109,552,v7_freeze_constant,libero_object_20260909
task_init,0.01,70,71,inf,0,552,v7_freeze_constant,libero_object_20260909
task_init,0.03,70,69,2.331392288208008,1,552,v7_freeze_constant,libero_object_20260909
task_init,0.05,70,68,2.0873680114746094,2,552,v7_freeze_constant,libero_object_20260909
task_init,0.1,70,64,1.940758466720581,6,552,v7_freeze_constant,libero_object_20260909
task_init,0.15,70,61,1.8870632648468018,9,552,v7_freeze_constant,libero_object_20260909
task_init,0.2,70,57,1.782899260520935,13,552,v7_freeze_constant,libero_object_20260909
episode,0.01,552,548,1.5174098014831543,4,552,v7_turbulence_constant,libero_object_20260909
episode,0.03,552,537,1.1708649396896362,15,552,v7_turbulence_constant,libero_object_20260909
episode,0.05,552,526,1.091629147529602,26,552,v7_turbulence_constant,libero_object_20260909
episode,0.1,552,498,0.8055232167243958,54,552,v7_turbulence_constant,libero_object_20260909
episode,0.15,552,471,0.6507775187492371,81,552,v7_turbulence_constant,libero_object_20260909
episode,0.2,552,443,0.4664135277271271,109,552,v7_turbulence_constant,libero_object_20260909
task_init,0.01,70,71,inf,0,552,v7_turbulence_constant,libero_object_20260909
task_init,0.03,70,69,1.6110918521881104,1,552,v7_turbulence_constant,libero_object_20260909
task_init,0.05,70,68,1.5849242210388184,2,552,v7_turbulence_constant,libero_object_20260909
task_init,0.1,70,64,1.3348604440689087,6,552,v7_turbulence_constant,libero_object_20260909
task_init,0.15,70,61,1.2728095054626465,9,552,v7_turbulence_constant,libero_object_20260909
task_init,0.2,70,57,0.982402503490448,13,552,v7_turbulence_constant,libero_object_20260909
episode,0.01,552,548,6.052033424377441,4,552,v7_success_fusion_constant,libero_object_20260909
episode,0.03,552,537,4.63795804977417,15,552,v7_success_fusion_constant,libero_object_20260909
episode,0.05,552,526,4.218414306640625,26,552,v7_success_fusion_constant,libero_object_20260909
episode,0.1,552,498,3.7011611461639404,54,552,v7_success_fusion_constant,libero_object_20260909
episode,0.15,552,471,3.3893160820007324,81,552,v7_success_fusion_constant,libero_object_20260909
episode,0.2,552,443,3.132780075073242,109,552,v7_success_fusion_constant,libero_object_20260909
task_init,0.01,70,71,inf,0,552,v7_success_fusion_constant,libero_object_20260909
task_init,0.03,70,69,6.706249237060547,1,552,v7_success_fusion_constant,libero_object_20260909
task_init,0.05,70,68,6.14363956451416,2,552,v7_success_fusion_constant,libero_object_20260909
task_init,0.1,70,64,5.2361860275268555,6,552,v7_success_fusion_constant,libero_object_20260909
task_init,0.15,70,61,4.567141056060791,9,552,v7_success_fusion_constant,libero_object_20260909
task_init,0.2,70,57,3.9657530784606934,13,552,v7_success_fusion_constant,libero_object_20260909
