scope,failure,front_mobility_share,back_mobility_share,acceleration_share,periodicity_share,mobility_expansion_share,mobility_contraction_share,returns_below_threshold
seen,False,0.20724700250763373,0.42975831044670243,0.19991127656189084,0.163083410483773,0.22890391002554172,0.4081014029287945,0.5797101449275363
seen,True,0.21758549256141535,0.43087306535606446,0.1897317593737909,0.16180968270872936,0.12483962797896538,0.5236189299385144,0.4072164948453608
unseen,False,0.20749342681841754,0.5333379020571689,0.14216458081953026,0.11700409030488329,0.212802714145568,0.5280286147300185,0.3140495867768595
unseen,True,0.2751852834001132,0.3639923403829393,0.20780027464820808,0.15302210156873938,0.1767091016240672,0.4624685221589853,0.4897959183673469
