fold,task,global_row,query,failure,first_alarm_query,length,front_mobility,back_mobility,front_base,back_base,front_relative,back_relative,acceleration,periodicity,score,threshold
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2000,0,False,10,13,,,0.02669942006468773,0.04013162851333618,,,,,,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2000,1,False,10,13,0.029725728556513786,0.042665235698223114,0.02669942006468773,0.04013162851333618,,,,,,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2000,2,False,10,13,0.0219496488571167,0.03697647154331207,0.02669942006468773,0.04013162851333618,,,,,,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2000,3,False,10,13,0.02609330043196678,0.03664753958582878,0.02669942006468773,0.04013162851333618,,,,,,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2000,4,False,10,13,0.029029011726379395,0.044237252324819565,0.02669942006468773,0.04013162851333618,,,,,,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2000,5,False,10,13,0.0321713462471962,0.045751553028821945,0.02669942006468773,0.04013162851333618,,,,,,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2000,6,False,10,13,0.01884949766099453,0.031024979427456856,0.02669942006468773,0.04013162851333618,,,,,,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2000,7,False,10,13,0.017832128331065178,0.0267496220767498,0.02669942006468773,0.04013162851333618,0.11816942691802979,0.1059836745262146,-0.008244928903877735,0.13340969383716583,1.4324723482131958,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2000,8,False,10,13,0.01942622661590576,0.026474345475435257,0.02669942006468773,0.04013162851333618,0.13888311386108398,0.16228124499320984,-0.005378811154514551,-0.05647014454007149,2.041860818862915,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2000,9,False,10,13,0.019925419241189957,0.031849734485149384,0.02669942006468773,0.04013162851333618,0.18465068936347961,0.18579265475273132,0.02698040008544922,-0.04508982226252556,2.3774282932281494,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2000,10,False,10,13,0.024294065311551094,0.039085593074560165,0.02669942006468773,0.04013162851333618,0.21362385153770447,0.20450764894485474,0.06346219033002853,-0.05997834727168083,2.9088168144226074,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2000,11,False,10,13,0.024686766788363457,0.04094797372817993,0.02669942006468773,0.04013162851333618,0.2574946880340576,0.2216273546218872,0.1036476269364357,0.1305849701166153,3.40352725982666,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2000,12,False,10,13,0.019628895446658134,0.03888007998466492,0.02669942006468773,0.04013162851333618,0.25132647156715393,0.18333688378334045,0.13146190345287323,0.15962058305740356,3.267291784286499,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2001,0,False,10,13,,,0.027179080992937088,0.040466681122779846,,,,,,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2001,1,False,10,13,0.03147623687982559,0.04328009486198425,0.027179080992937088,0.040466681122779846,,,,,,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2001,2,False,10,13,0.02250104583799839,0.037782322615385056,0.027179080992937088,0.040466681122779846,,,,,,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2001,3,False,10,13,0.02447214350104332,0.03663036599755287,0.027179080992937088,0.040466681122779846,,,,,,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2001,4,False,10,13,0.0302668996155262,0.044173937290906906,0.027179080992937088,0.040466681122779846,,,,,,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2001,5,False,10,13,0.0322287455201149,0.04664987698197365,0.027179080992937088,0.040466681122779846,,,,,,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2001,6,False,10,13,0.02059626765549183,0.0331987589597702,0.027179080992937088,0.040466681122779846,,,,,,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2001,7,False,10,13,0.02153722569346428,0.030309408903121948,0.027179080992937088,0.040466681122779846,0.08930391818284988,0.07559700310230255,-0.0036364682018756866,0.11233875900506973,1.1552307605743408,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2001,8,False,10,13,0.016132399439811707,0.023953665047883987,0.027179080992937088,0.040466681122779846,0.14477798342704773,0.15049700438976288,-0.004799963440746069,0.010498951189219952,1.7342969179153442,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2001,9,False,10,13,0.02089948207139969,0.03149917721748352,0.027179080992937088,0.040466681122779846,0.1716305911540985,0.17542287707328796,0.012909705750644207,0.015155552886426449,2.05017352104187,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2001,10,False,10,13,0.025818994268774986,0.04193565621972084,0.027179080992937088,0.040466681122779846,0.19725660979747772,0.18310053646564484,0.058314595371484756,-0.05098903179168701,2.462113380432129,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2001,11,False,10,13,0.026142718270421028,0.046074122190475464,0.027179080992937088,0.040466681122779846,0.23278111219406128,0.18420015275478363,0.10072285681962967,0.033526062965393066,2.7215945720672607,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2001,12,False,10,13,0.01906725950539112,0.0362943634390831,0.027179080992937088,0.040466681122779846,0.24742543697357178,0.1671629697084427,0.1179397776722908,0.16226135194301605,2.831655740737915,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2002,0,False,9,13,,,0.026819385588169098,0.04009664058685303,,,,,,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2002,1,False,9,13,0.030363360419869423,0.04298458248376846,0.026819385588169098,0.04009664058685303,,,,,,2.457061052322388
libero_goal_20260909,libero_goal/push_the_plate_to_the_front_of_the_stove,2002,2,False,9,13,0.02205377258360386,0.03763701766729355,0.026819385588169098,0.04009664058685303,,,,,,2.457061052322388
