global_row,task,mean_seen,mean_unseen,sum_seen,sum_unseen,size_seen,size_unseen
425,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
426,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
427,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
428,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
429,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
430,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
431,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
440,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
441,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
442,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
443,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
444,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
445,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
446,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
447,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
472,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
473,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
474,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
475,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
476,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
477,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
478,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
479,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
480,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
481,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
482,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
483,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
484,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
485,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
486,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
487,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
488,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
489,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
490,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
491,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
492,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
493,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
494,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
495,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
496,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
497,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
498,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
499,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
500,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
501,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
502,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
503,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
504,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
505,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
506,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
507,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
508,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
509,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
510,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
511,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
512,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
513,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
514,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
515,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
516,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
517,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
518,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
519,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
536,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
537,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
538,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
539,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
540,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
541,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
542,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
543,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
552,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
553,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
554,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
555,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
556,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
557,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
558,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
559,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
616,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
617,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
618,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
619,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
620,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
621,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
622,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
623,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
688,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
689,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
690,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
691,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
692,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
693,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
694,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
695,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
712,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
713,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
714,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
715,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
716,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
717,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
718,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
719,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
720,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
721,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
722,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
723,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
724,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
725,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
726,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
727,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
736,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
737,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
738,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
739,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
740,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
741,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
742,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
743,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
784,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
785,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
786,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
787,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
788,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
789,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
790,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
791,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
792,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
793,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
794,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
795,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
796,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
797,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
798,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
799,libero_goal/open_the_middle_drawer_of_the_cabinet,0.0,0.0,0.0,0.0,1.0,1.0
1208,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1209,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1210,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1211,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1212,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1213,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1214,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1215,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1216,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1217,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1218,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1219,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1220,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1221,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1222,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1.0,0.0,1.0,0.0,1.0,1.0
1223,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1224,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1225,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1226,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1227,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1228,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1229,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1230,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1231,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1240,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1244,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1275,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1277,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1279,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1280,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,2.0,1.0
1281,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,2.0,1.0
1282,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,2.0,1.0
1283,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,2.0,1.0
1284,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,2.0,1.0
1285,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,1.0,0.0,1.0,2.0,1.0
1286,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,2.0,1.0
1287,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,2.0,1.0
1296,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1297,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1298,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1299,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1300,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1301,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1302,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1303,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1312,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1313,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1314,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1315,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1316,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1317,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1318,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1319,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1336,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1337,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1338,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1339,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1340,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1341,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1342,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1343,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1352,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1353,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1354,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1355,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1356,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1357,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1358,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1359,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1376,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1377,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1378,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1379,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1380,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1381,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1382,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1383,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1400,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1401,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1.0,1.0,1.0,1.0,1.0,1.0
1402,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,1.0,0.0,1.0,1.0,1.0
1403,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1405,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1407,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1416,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,2.0,1.0
1417,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,2.0,1.0
1421,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,2.0,1.0
1432,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1433,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1434,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1435,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1436,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1437,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1438,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1439,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1544,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1545,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1546,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1547,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
1548,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0.0,0.0,0.0,0.0,1.0,1.0
