calibration,score_kind,method,window,metric,estimate,lo,hi,tasks
episode,raw_score,relative_magnitude,q8_13,auc_absolute,0.7322181890799991,0.6811350847579336,0.7816850882312455,36
episode,raw_score,relative_magnitude,q8_13,delta_absolute,-0.08464401250829617,-0.13533029996322085,-0.039023495782990344,36
task_init,calibrated_rank,ac_reference,q8_13,auc,0.7263954639776325,0.6769631444481954,0.7738056039914495,36
task_init,calibrated_rank,ac_reference,q8_13,auc_absolute,0.739562828247144,0.6924709068899635,0.7860926200419154,36
task_init,calibrated_rank,ac_reference,q8_13,delta_absolute,-0.013167364269511476,-0.029630083358407316,0.002713466122753304,36
task_init,calibrated_rank,relative_low,q8_13,auc,0.6730342708649564,0.6253352658091405,0.720100337148442,36
task_init,calibrated_rank,relative_low,q8_13,auc_absolute,0.739562828247144,0.6924709068899635,0.7860926200419154,36
task_init,calibrated_rank,relative_low,q8_13,delta_absolute,-0.06652855738218771,-0.10997829235615693,-0.025255414605964154,36
task_init,calibrated_rank,relative_low_soft,q8_13,auc,0.6793130708964746,0.6350385311093422,0.7228663424931132,36
task_init,calibrated_rank,relative_low_soft,q8_13,auc_absolute,0.739562828247144,0.6924709068899635,0.7860926200419154,36
task_init,calibrated_rank,relative_low_soft,q8_13,delta_absolute,-0.06024975735066956,-0.10225399054899499,-0.02058341091256367,36
task_init,calibrated_rank,relative_magnitude,q8_13,auc,0.676787126197538,0.6417195197777162,0.7123064541068393,36
task_init,calibrated_rank,relative_magnitude,q8_13,auc_absolute,0.739562828247144,0.6924709068899635,0.7860926200419154,36
task_init,calibrated_rank,relative_magnitude,q8_13,delta_absolute,-0.06277570204960618,-0.10836705777111046,-0.016533151348927643,36
task_init,raw_score,ac_reference,q8_13,auc,0.7176924699864691,0.6588765775596014,0.7700032568721406,36
task_init,raw_score,ac_reference,q8_13,auc_absolute,0.7322181890799991,0.6811350847579336,0.7816850882312455,36
task_init,raw_score,ac_reference,q8_13,delta_absolute,-0.014525719093530136,-0.03144908083432501,0.000871524200539244,36
task_init,raw_score,relative_low,q8_13,auc,0.6579115082111956,0.6076102969234866,0.7060895741079904,36
task_init,raw_score,relative_low,q8_13,auc_absolute,0.7322181890799991,0.6811350847579336,0.7816850882312455,36
task_init,raw_score,relative_low,q8_13,delta_absolute,-0.07430668086880354,-0.12187006580864565,-0.030561321573048916,36
task_init,raw_score,relative_low_soft,q8_13,auc,0.6621105831358514,0.6107737137791677,0.7088461172301734,36
task_init,raw_score,relative_low_soft,q8_13,auc_absolute,0.7322181890799991,0.6811350847579336,0.7816850882312455,36
task_init,raw_score,relative_low_soft,q8_13,delta_absolute,-0.07010760594414775,-0.11522613740808767,-0.02953020830766653,36
task_init,raw_score,relative_magnitude,q8_13,auc,0.6475741765717029,0.5987827904367077,0.6943417694414727,36
task_init,raw_score,relative_magnitude,q8_13,auc_absolute,0.7322181890799991,0.6811350847579336,0.7816850882312455,36
task_init,raw_score,relative_magnitude,q8_13,delta_absolute,-0.08464401250829617,-0.13533029996322085,-0.039023495782990344,36
episode,calibrated_rank,ac_reference,all_comparable_queries,auc,0.7149683560459276,0.6639940212504606,0.7641710299996627,36
episode,calibrated_rank,ac_reference,all_comparable_queries,auc_absolute,0.7198901505176787,0.67093838902809,0.7677027976047456,36
episode,calibrated_rank,ac_reference,all_comparable_queries,delta_absolute,-0.004921794471750964,-0.027668020222918713,0.018004510702400868,36
episode,calibrated_rank,relative_low,all_comparable_queries,auc,0.6549201397902882,0.6073962023758562,0.6996723107311595,36
episode,calibrated_rank,relative_low,all_comparable_queries,auc_absolute,0.7198901505176787,0.67093838902809,0.7677027976047456,36
episode,calibrated_rank,relative_low,all_comparable_queries,delta_absolute,-0.0649700107273904,-0.10975714790398805,-0.02334515796873491,36
episode,calibrated_rank,relative_low_soft,all_comparable_queries,auc,0.6639127925172412,0.6169096658206366,0.7083202499207254,36
episode,calibrated_rank,relative_low_soft,all_comparable_queries,auc_absolute,0.7198901505176787,0.67093838902809,0.7677027976047456,36
episode,calibrated_rank,relative_low_soft,all_comparable_queries,delta_absolute,-0.055977358000437384,-0.09940670999682226,-0.016067789536300284,36
episode,calibrated_rank,relative_magnitude,all_comparable_queries,auc,0.6531594332616008,0.6138999900878966,0.6919428937091879,36
episode,calibrated_rank,relative_magnitude,all_comparable_queries,auc_absolute,0.7198901505176787,0.67093838902809,0.7677027976047456,36
episode,calibrated_rank,relative_magnitude,all_comparable_queries,delta_absolute,-0.066730717256078,-0.1030817896974838,-0.029854517039469262,36
episode,raw_score,ac_reference,all_comparable_queries,auc,0.7002193995242998,0.6434421853842117,0.753468912117012,36
episode,raw_score,ac_reference,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
episode,raw_score,ac_reference,all_comparable_queries,delta_absolute,0.0021479846929212815,-0.01405252978728492,0.019201277148294418,36
episode,raw_score,relative_low,all_comparable_queries,auc,0.6363508180602282,0.585279326587371,0.6830748268928001,36
episode,raw_score,relative_low,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
episode,raw_score,relative_low,all_comparable_queries,delta_absolute,-0.06172059677115051,-0.0992018397333346,-0.028721394681743208,36
episode,raw_score,relative_low_soft,all_comparable_queries,auc,0.6483320766850504,0.5957527165560076,0.6967706900049438,36
episode,raw_score,relative_low_soft,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
episode,raw_score,relative_low_soft,all_comparable_queries,delta_absolute,-0.04973933814632813,-0.08346474148264665,-0.02013195121174516,36
episode,raw_score,relative_magnitude,all_comparable_queries,auc,0.6312084237671839,0.5835749161854742,0.6752235979654456,36
episode,raw_score,relative_magnitude,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
episode,raw_score,relative_magnitude,all_comparable_queries,delta_absolute,-0.06686299106419456,-0.09655525267042218,-0.03799543233068916,36
task_init,calibrated_rank,ac_reference,all_comparable_queries,auc,0.7053952964338306,0.6535009049833563,0.7548357697559663,36
task_init,calibrated_rank,ac_reference,all_comparable_queries,auc_absolute,0.7078237851987972,0.6555424545013118,0.7592273056165094,36
task_init,calibrated_rank,ac_reference,all_comparable_queries,delta_absolute,-0.002428488764966538,-0.02033081720537616,0.015381630458109117,36
task_init,calibrated_rank,relative_low,all_comparable_queries,auc,0.6506750082165332,0.6031768207427332,0.6972809686374859,36
task_init,calibrated_rank,relative_low,all_comparable_queries,auc_absolute,0.7078237851987972,0.6555424545013118,0.7592273056165094,36
task_init,calibrated_rank,relative_low,all_comparable_queries,delta_absolute,-0.05714877698226395,-0.0984582551513409,-0.02104167143603948,36
task_init,calibrated_rank,relative_low_soft,all_comparable_queries,auc,0.6644712731731757,0.6174303647248226,0.7089236283823709,36
task_init,calibrated_rank,relative_low_soft,all_comparable_queries,auc_absolute,0.7078237851987972,0.6555424545013118,0.7592273056165094,36
task_init,calibrated_rank,relative_low_soft,all_comparable_queries,delta_absolute,-0.04335251202562168,-0.07975745471816212,-0.01146399032640072,36
task_init,calibrated_rank,relative_magnitude,all_comparable_queries,auc,0.6546171213429623,0.6153949133874813,0.6935036816536333,36
task_init,calibrated_rank,relative_magnitude,all_comparable_queries,auc_absolute,0.7078237851987972,0.6555424545013118,0.7592273056165094,36
task_init,calibrated_rank,relative_magnitude,all_comparable_queries,delta_absolute,-0.053206663855834835,-0.09134964611632801,-0.017877929738577797,36
task_init,raw_score,ac_reference,all_comparable_queries,auc,0.7002193995242998,0.6434421853842117,0.753468912117012,36
task_init,raw_score,ac_reference,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
task_init,raw_score,ac_reference,all_comparable_queries,delta_absolute,0.0021479846929212815,-0.01405252978728492,0.019201277148294418,36
task_init,raw_score,relative_low,all_comparable_queries,auc,0.6363508180602282,0.585279326587371,0.6830748268928001,36
task_init,raw_score,relative_low,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
task_init,raw_score,relative_low,all_comparable_queries,delta_absolute,-0.06172059677115051,-0.0992018397333346,-0.028721394681743208,36
task_init,raw_score,relative_low_soft,all_comparable_queries,auc,0.6483320766850504,0.5957527165560076,0.6967706900049438,36
task_init,raw_score,relative_low_soft,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
task_init,raw_score,relative_low_soft,all_comparable_queries,delta_absolute,-0.04973933814632813,-0.08346474148264665,-0.02013195121174516,36
task_init,raw_score,relative_magnitude,all_comparable_queries,auc,0.6312084237671839,0.5835749161854742,0.6752235979654456,36
task_init,raw_score,relative_magnitude,all_comparable_queries,auc_absolute,0.6980714148313785,0.6431304689172488,0.7523767285623116,36
task_init,raw_score,relative_magnitude,all_comparable_queries,delta_absolute,-0.06686299106419456,-0.09655525267042218,-0.03799543233068916,36
