episode,failure,query,back_mobility,back_flow_path,flow_acceleration,back_token_diversity,mobility_log_ratio,acceleration_log_ratio,path_log_ratio,diversity_log_ratio,front_back_path_log_ratio,decoupling,both_increasing,both_decreasing,outer_up_inner_down,path_decoupling,layer_agreement,token_diversity_contraction,recent_decoupling,persistent_decoupling,decoupling_occupancy,decoupling_drop,mobility_rebound,routing_recovery
2,False,13,0.08607316017150879,0.08571488410234451,0.008636384271085262,0.002403296297416091,0.08036943525075912,-0.03679870814085007,-0.08072100579738617,0.1299140602350235,0.16090789437294006,0.0,0.0,0.0,0.03679870814085007,0.0,0.0,0.0,0.0,0.0,0.0,,,
3,False,0,,,,,,,,,,,,,,,,,,,,,,
3,False,1,,,,,,,,,,,,,,,,,,,,,,
3,False,2,,,,,,,,,,,,,,,,,,,,,,
3,False,3,,,,,,,,,,,,,,,,,,,,,,
3,False,4,,,,,,,,,,,,,,,,,,,,,,
3,False,5,,,,,,,,,,,,,,,,,,,,,,
3,False,6,,,,,,,,,,,,,,,,,,,,,,
3,False,7,0.09135806560516357,0.10157395899295807,0.0097096748650074,0.0028186084236949682,0.14181475341320038,0.09160975366830826,0.10562754422426224,0.40524670481681824,0.04996136948466301,0.0,0.09160975366830826,0.0,0.0,0.0,0.0,0.0,,,,,,
3,False,8,0.09317675232887268,0.10170207917690277,0.009660854004323483,0.0029259687289595604,0.16831953823566437,0.08656955510377884,0.11243118345737457,0.45330336689949036,0.05457772687077522,0.0,0.08656955510377884,0.0,0.0,0.0,0.0,0.0,,,,,,
3,False,9,0.09548123925924301,0.10867791622877121,0.010288840159773827,0.003105626441538334,0.17868705093860626,0.1495409905910492,0.17427833378314972,0.4708706736564636,0.04315001890063286,0.0,0.1495409905910492,0.0,0.0,0.0,0.0,0.0,,,,,,
3,False,10,0.0935089960694313,0.10737641155719757,0.010174889117479324,0.0031232242472469807,0.171992689371109,0.13840508460998535,0.15051178634166718,0.48507386445999146,0.06153057515621185,0.0,0.13840508460998535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
3,False,11,0.0921202227473259,0.10617642849683762,0.010124324820935726,0.0027976385317742825,0.15203844010829926,0.13342373073101044,0.15739499032497406,0.41495466232299805,0.056886691600084305,0.0,0.13342373073101044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
3,False,12,0.09289710968732834,0.0981912910938263,0.009610241279006004,0.0029616544488817453,0.17473231256008148,0.08131738007068634,0.07023803144693375,0.4231759011745453,0.07961581647396088,0.0,0.08131738007068634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
3,False,13,0.09146618843078613,0.09256376326084137,0.009197025559842587,0.002819457557052374,0.16390511393547058,0.037372883409261703,0.0009999985340982676,0.38601940870285034,0.14356470108032227,0.0,0.037372883409261703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
4,False,0,,,,,,,,,,,,,,,,,,,,,,
4,False,1,,,,,,,,,,,,,,,,,,,,,,
4,False,2,,,,,,,,,,,,,,,,,,,,,,
4,False,3,,,,,,,,,,,,,,,,,,,,,,
4,False,4,,,,,,,,,,,,,,,,,,,,,,
4,False,5,,,,,,,,,,,,,,,,,,,,,,
4,False,6,,,,,,,,,,,,,,,,,,,,,,
4,False,7,0.09242768585681915,0.09718826413154602,0.009709293954074383,0.0028957189060747623,0.1573689877986908,0.0760505273938179,0.05927635729312897,0.34791404008865356,0.08363780379295349,0.0,0.0760505273938179,0.0,0.0,0.0,0.0,0.0,,,,,,
4,False,8,0.09083477407693863,0.08960754424333572,0.009027911350131035,0.002696844283491373,0.13068927824497223,0.00329573848284781,-0.03839521482586861,0.22253143787384033,0.13385425508022308,0.0,0.00329573848284781,0.0,0.0,0.0,0.0,0.0,,,,,,
4,False,9,0.08718156069517136,0.08787116408348083,0.008913128636777401,0.002690484980121255,0.0810505822300911,-0.009498522616922855,-0.04346407577395439,0.24234288930892944,0.1898593008518219,0.0,0.0,0.0,0.009498522616922855,0.0,0.0,0.0,,,,,,
5,False,0,,,,,,,,,,,,,,,,,,,,,,
5,False,1,,,,,,,,,,,,,,,,,,,,,,
5,False,2,,,,,,,,,,,,,,,,,,,,,,
5,False,3,,,,,,,,,,,,,,,,,,,,,,
5,False,4,,,,,,,,,,,,,,,,,,,,,,
5,False,5,,,,,,,,,,,,,,,,,,,,,,
5,False,6,,,,,,,,,,,,,,,,,,,,,,
5,False,7,0.09013348817825317,0.10244335979223251,0.009789551608264446,0.002850258257240057,0.12856994569301605,0.08766444772481918,0.12241698056459427,0.37180233001708984,0.03670968860387802,0.0,0.08766444772481918,0.0,0.0,0.0,0.0,0.0,,,,,,
5,False,8,0.09196291118860245,0.09346918761730194,0.00916966237127781,0.0025919927284121513,0.15042835474014282,0.02225620113313198,0.022169632837176323,0.18767708539962769,0.08652451634407043,0.0,0.02225620113313198,0.0,0.0,0.0,0.0,0.0,,,,,,
5,False,9,0.08663418143987656,0.08971912413835526,0.009127977304160595,0.0022786131594330072,0.09496629238128662,0.017700323835015297,-0.010809797793626785,0.07377278059720993,0.1256306767463684,0.0,0.017700323835015297,0.0,0.0,0.0,0.0,0.0,,,,,,
5,False,10,0.08192119002342224,0.09000062942504883,0.009176602587103844,0.0025257300585508347,0.05103824660181999,0.023012666031718254,-0.019819755107164383,0.19684825837612152,0.21500438451766968,0.0,0.023012666031718254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
6,False,0,,,,,,,,,,,,,,,,,,,,,,
6,False,1,,,,,,,,,,,,,,,,,,,,,,
6,False,2,,,,,,,,,,,,,,,,,,,,,,
6,False,3,,,,,,,,,,,,,,,,,,,,,,
6,False,4,,,,,,,,,,,,,,,,,,,,,,
6,False,5,,,,,,,,,,,,,,,,,,,,,,
6,False,6,,,,,,,,,,,,,,,,,,,,,,
6,False,7,0.09182881563901901,0.09761013835668564,0.009622805751860142,0.003047928912565112,0.17511877417564392,0.0715562254190445,0.06863405555486679,0.3476608097553253,0.11654584854841232,0.0,0.0715562254190445,0.0,0.0,0.0,0.0,0.0,,,,,,
6,False,8,0.08947307616472244,0.0896037146449089,0.009063422679901123,0.002755015855655074,0.12833674252033234,0.011673619970679283,-0.024419916793704033,0.24129943549633026,0.16063299775123596,0.0,0.011673619970679283,0.0,0.0,0.0,0.0,0.0,,,,,,
6,False,9,0.08842133730649948,0.08871904015541077,0.009003935381770134,0.0026200420688837767,0.11257047951221466,0.005089233163744211,-0.021149085834622383,0.2471061795949936,0.19898131489753723,0.0,0.005089233163744211,0.0,0.0,0.0,0.0,0.0,,,,,,
7,False,0,,,,,,,,,,,,,,,,,,,,,,
7,False,1,,,,,,,,,,,,,,,,,,,,,,
7,False,2,,,,,,,,,,,,,,,,,,,,,,
7,False,3,,,,,,,,,,,,,,,,,,,,,,
7,False,4,,,,,,,,,,,,,,,,,,,,,,
7,False,5,,,,,,,,,,,,,,,,,,,,,,
7,False,6,,,,,,,,,,,,,,,,,,,,,,
7,False,7,0.09454253315925598,0.10063275694847107,0.009670035913586617,0.0031354075763374567,0.1783081591129303,0.07351688295602798,0.09202706813812256,0.33484670519828796,0.08751950412988663,0.0,0.07351688295602798,0.0,0.0,0.0,0.0,0.0,,,,,,
7,False,8,0.09291156381368637,0.09441696107387543,0.009180969558656216,0.002900857711210847,0.1597418487071991,0.021623147651553154,0.017599452286958694,0.2478499412536621,0.12037694454193115,0.0,0.021623147651553154,0.0,0.0,0.0,0.0,0.0,,,,,,
7,False,9,0.09002786129713058,0.09083200991153717,0.008917777799069881,0.0025043829809874296,0.11220721900463104,-0.007459630724042654,-0.009559801779687405,0.17560020089149475,0.15488877892494202,0.0,0.0,0.0,0.007459630724042654,0.0,0.0,0.0,,,,,,
8,False,0,,,,,,,,,,,,,,,,,,,,,,
8,False,1,,,,,,,,,,,,,,,,,,,,,,
8,False,2,,,,,,,,,,,,,,,,,,,,,,
8,False,3,,,,,,,,,,,,,,,,,,,,,,
8,False,4,,,,,,,,,,,,,,,,,,,,,,
8,False,5,,,,,,,,,,,,,,,,,,,,,,
8,False,6,,,,,,,,,,,,,,,,,,,,,,
8,False,7,0.09118060022592545,0.09652681648731232,0.00948373693972826,0.003023504978045821,0.2325301319360733,0.09168899059295654,0.18834993243217468,0.5027955174446106,0.0864870622754097,0.0,0.09168899059295654,0.0,0.0,0.0,0.0,0.0,,,,,,
8,False,8,0.09153172373771667,0.09326708316802979,0.00924716331064701,0.0032122437842190266,0.22392462193965912,0.06643015891313553,0.13882587850093842,0.5793185234069824,0.0942213386297226,0.0,0.06643015891313553,0.0,0.0,0.0,0.0,0.0,,,,,,
8,False,9,0.08978863060474396,0.08875469118356705,0.008914628066122532,0.0029990512412041426,0.21930867433547974,0.029810819774866104,0.08501482754945755,0.496145099401474,0.19315126538276672,0.0,0.029810819774866104,0.0,0.0,0.0,0.0,0.0,,,,,,
9,False,0,,,,,,,,,,,,,,,,,,,,,,
9,False,1,,,,,,,,,,,,,,,,,,,,,,
9,False,2,,,,,,,,,,,,,,,,,,,,,,
9,False,3,,,,,,,,,,,,,,,,,,,,,,
9,False,4,,,,,,,,,,,,,,,,,,,,,,
9,False,5,,,,,,,,,,,,,,,,,,,,,,
9,False,6,,,,,,,,,,,,,,,,,,,,,,
9,False,7,0.09381802380084991,0.09423237293958664,0.009164601564407349,0.003181932959705591,0.17619039118289948,0.06828372180461884,0.11843487620353699,0.47138479351997375,0.11785062402486801,0.0,0.06828372180461884,0.0,0.0,0.0,0.0,0.0,,,,,,
9,False,8,0.09352582693099976,0.09290291368961334,0.009023865684866905,0.0032846585381776094,0.16980507969856262,0.05280982702970505,0.09983593970537186,0.5089969038963318,0.11773643642663956,0.0,0.05280982702970505,0.0,0.0,0.0,0.0,0.0,,,,,,
9,False,9,0.09759734570980072,0.09389384835958481,0.009243020787835121,0.0034020470920950174,0.22587205469608307,0.07680317759513855,0.11919612437486649,0.5086582899093628,0.15889400243759155,0.0,0.07680317759513855,0.0,0.0,0.0,0.0,0.0,,,,,,
10,False,0,,,,,,,,,,,,,,,,,,,,,,
10,False,1,,,,,,,,,,,,,,,,,,,,,,
10,False,2,,,,,,,,,,,,,,,,,,,,,,
10,False,3,,,,,,,,,,,,,,,,,,,,,,
10,False,4,,,,,,,,,,,,,,,,,,,,,,
10,False,5,,,,,,,,,,,,,,,,,,,,,,
10,False,6,,,,,,,,,,,,,,,,,,,,,,
10,False,7,0.09075426310300827,0.09806059300899506,0.00951134879142046,0.003130387281998992,0.18324337899684906,0.10585695505142212,0.19396580755710602,0.5737695693969727,0.09961549937725067,0.0,0.10585695505142212,0.0,0.0,0.0,0.0,0.0,,,,,,
10,False,8,0.09056778252124786,0.09304503351449966,0.009103842079639435,0.003266040002927184,0.17488165199756622,0.06207245960831642,0.12671729922294617,0.5756649971008301,0.10140079259872437,0.0,0.06207245960831642,0.0,0.0,0.0,0.0,0.0,,,,,,
10,False,9,0.09202060848474503,0.08730270713567734,0.008671222254633904,0.002698342315852642,0.1636238694190979,0.013391198590397835,0.06852155923843384,0.42053741216659546,0.17750531435012817,0.0,0.013391198590397835,0.0,0.0,0.0,0.0,0.0,,,,,,
11,False,0,,,,,,,,,,,,,,,,,,,,,,
11,False,1,,,,,,,,,,,,,,,,,,,,,,
11,False,2,,,,,,,,,,,,,,,,,,,,,,
11,False,3,,,,,,,,,,,,,,,,,,,,,,
11,False,4,,,,,,,,,,,,,,,,,,,,,,
11,False,5,,,,,,,,,,,,,,,,,,,,,,
11,False,6,,,,,,,,,,,,,,,,,,,,,,
11,False,7,0.09464088082313538,0.09703615307807922,0.009541419334709644,0.0031034755520522594,0.2412746399641037,0.09674791246652603,0.17974798381328583,0.5766091346740723,0.08673334866762161,0.0,0.09674791246652603,0.0,0.0,0.0,0.0,0.0,,,,,,
11,False,8,0.09694455564022064,0.09532652050256729,0.009339840151369572,0.003498649224638939,0.25649669766426086,0.07539702951908112,0.157004714012146,0.7058163285255432,0.10180046409368515,0.0,0.07539702951908112,0.0,0.0,0.0,0.0,0.0,,,,,,
11,False,9,0.09771006554365158,0.09083361178636551,0.008996598422527313,0.003072222461923957,0.2816636860370636,0.03795856237411499,0.12630781531333923,0.596596896648407,0.17322571575641632,0.0,0.03795856237411499,0.0,0.0,0.0,0.0,0.0,,,,,,
12,False,0,,,,,,,,,,,,,,,,,,,,,,
12,False,1,,,,,,,,,,,,,,,,,,,,,,
12,False,2,,,,,,,,,,,,,,,,,,,,,,
12,False,3,,,,,,,,,,,,,,,,,,,,,,
12,False,4,,,,,,,,,,,,,,,,,,,,,,
12,False,5,,,,,,,,,,,,,,,,,,,,,,
12,False,6,,,,,,,,,,,,,,,,,,,,,,
12,False,7,0.0950346514582634,0.09268216788768768,0.00909119937568903,0.0031664851121604443,0.20225800573825836,0.05722761154174805,0.13450747728347778,0.44234323501586914,0.12288008630275726,0.0,0.05722761154174805,0.0,0.0,0.0,0.0,0.0,,,,,,
12,False,8,0.09158333390951157,0.09002982079982758,0.008893444202840328,0.0031612892635166645,0.15560844540596008,0.03523757681250572,0.09240125864744186,0.45980045199394226,0.13657063245773315,0.0,0.03523757681250572,0.0,0.0,0.0,0.0,0.0,,,,,,
13,False,0,,,,,,,,,,,,,,,,,,,,,,
13,False,1,,,,,,,,,,,,,,,,,,,,,,
13,False,2,,,,,,,,,,,,,,,,,,,,,,
13,False,3,,,,,,,,,,,,,,,,,,,,,,
13,False,4,,,,,,,,,,,,,,,,,,,,,,
13,False,5,,,,,,,,,,,,,,,,,,,,,,
13,False,6,,,,,,,,,,,,,,,,,,,,,,
13,False,7,0.09404497593641281,0.08901876211166382,0.00882897712290287,0.002885846421122551,0.18933577835559845,0.020579198375344276,0.1083463802933693,0.3403932750225067,0.11961153894662857,0.0,0.020579198375344276,0.0,0.0,0.0,0.0,0.0,,,,,,
13,False,8,0.0943421870470047,0.09060315042734146,0.008923550136387348,0.0030578349251300097,0.19137705862522125,0.031232662498950958,0.11621429771184921,0.4017200767993927,0.10619974136352539,0.0,0.031232662498950958,0.0,0.0,0.0,0.0,0.0,,,,,,
13,False,9,0.09606998413801193,0.09125349670648575,0.009032760746777058,0.003123386763036251,0.21459786593914032,0.043395526707172394,0.10537959635257721,0.396220326423645,0.15510384738445282,0.0,0.043395526707172394,0.0,0.0,0.0,0.0,0.0,,,,,,
13,False,10,0.09737275540828705,0.09730038046836853,0.00940963439643383,0.0030778490472584963,0.20690126717090607,0.08426713943481445,0.16869552433490753,0.3506197929382324,0.1469103991985321,0.0,0.08426713943481445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
14,False,0,,,,,,,,,,,,,,,,,,,,,,
14,False,1,,,,,,,,,,,,,,,,,,,,,,
14,False,2,,,,,,,,,,,,,,,,,,,,,,
14,False,3,,,,,,,,,,,,,,,,,,,,,,
14,False,4,,,,,,,,,,,,,,,,,,,,,,
14,False,5,,,,,,,,,,,,,,,,,,,,,,
14,False,6,,,,,,,,,,,,,,,,,,,,,,
14,False,7,0.09454072266817093,0.0934249758720398,0.009120827540755272,0.003078238805755973,0.21955841779708862,0.05618085339665413,0.12872351706027985,0.3755524456501007,0.12211257964372635,0.0,0.05618085339665413,0.0,0.0,0.0,0.0,0.0,,,,,,
14,False,8,0.09422437101602554,0.09220913052558899,0.009051138535141945,0.003112801816314459,0.19887001812458038,0.04851171374320984,0.1126459613442421,0.3791920840740204,0.12405341863632202,0.0,0.04851171374320984,0.0,0.0,0.0,0.0,0.0,,,,,,
14,False,9,0.09470614045858383,0.09365400671958923,0.009264253079891205,0.003156227758154273,0.2113262414932251,0.07178182154893875,0.1376110315322876,0.36915069818496704,0.1824297159910202,0.0,0.07178182154893875,0.0,0.0,0.0,0.0,0.0,,,,,,
15,False,0,,,,,,,,,,,,,,,,,,,,,,
15,False,1,,,,,,,,,,,,,,,,,,,,,,
15,False,2,,,,,,,,,,,,,,,,,,,,,,
15,False,3,,,,,,,,,,,,,,,,,,,,,,
15,False,4,,,,,,,,,,,,,,,,,,,,,,
15,False,5,,,,,,,,,,,,,,,,,,,,,,
15,False,6,,,,,,,,,,,,,,,,,,,,,,
15,False,7,0.09468155354261398,0.09680013358592987,0.009470365941524506,0.0031917255837470293,0.25063803791999817,0.0955142229795456,0.1884557157754898,0.4717501401901245,0.1125282272696495,0.0,0.0955142229795456,0.0,0.0,0.0,0.0,0.0,,,,,,
15,False,8,0.0942273959517479,0.09418951719999313,0.00922127440571785,0.003203493310138583,0.24637053906917572,0.06886281073093414,0.1586473435163498,0.47397562861442566,0.10841479897499084,0.0,0.06886281073093414,0.0,0.0,0.0,0.0,0.0,,,,,,
15,False,9,0.08984988927841187,0.0904817059636116,0.008932670578360558,0.003075217828154564,0.16795295476913452,0.03706847131252289,0.13347883522510529,0.4041224718093872,0.1812087744474411,0.0,0.03706847131252289,0.0,0.0,0.0,0.0,0.0,,,,,,
16,False,0,,,,,,,,,,,,,,,,,,,,,,
16,False,1,,,,,,,,,,,,,,,,,,,,,,
16,False,2,,,,,,,,,,,,,,,,,,,,,,
16,False,3,,,,,,,,,,,,,,,,,,,,,,
16,False,4,,,,,,,,,,,,,,,,,,,,,,
16,False,5,,,,,,,,,,,,,,,,,,,,,,
16,False,6,,,,,,,,,,,,,,,,,,,,,,
16,False,7,0.09623780101537704,0.08595697581768036,0.008763972669839859,0.002920201513916254,0.1622612625360489,0.03953429311513901,0.053244832903146744,0.35088250041007996,0.16883571445941925,0.0,0.03953429311513901,0.0,0.0,0.0,0.0,0.0,,,,,,
16,False,8,0.09431087225675583,0.08518379926681519,0.008611089549958706,0.0028243144042789936,0.15047085285186768,0.021937834098935127,0.044615551829338074,0.28768813610076904,0.16178636252880096,0.0,0.021937834098935127,0.0,0.0,0.0,0.0,0.0,,,,,,
16,False,9,0.09119151532649994,0.08895567059516907,0.008792988024652004,0.0033334384206682444,0.14908379316329956,0.04283923655748367,0.09408602118492126,0.48814186453819275,0.19665418565273285,0.0,0.04283923655748367,0.0,0.0,0.0,0.0,0.0,,,,,,
17,False,0,,,,,,,,,,,,,,,,,,,,,,
17,False,1,,,,,,,,,,,,,,,,,,,,,,
17,False,2,,,,,,,,,,,,,,,,,,,,,,
17,False,3,,,,,,,,,,,,,,,,,,,,,,
17,False,4,,,,,,,,,,,,,,,,,,,,,,
17,False,5,,,,,,,,,,,,,,,,,,,,,,
17,False,6,,,,,,,,,,,,,,,,,,,,,,
17,False,7,0.0938531756401062,0.08688710629940033,0.008878842927515507,0.0027775669004768133,0.1692652702331543,0.046305738389492035,0.08433625102043152,0.30768561363220215,0.16788065433502197,0.0,0.046305738389492035,0.0,0.0,0.0,0.0,0.0,,,,,,
17,False,8,0.08896899223327637,0.08512277901172638,0.008644694462418556,0.0025369003415107727,0.14924493432044983,0.019583389163017273,0.06560303270816803,0.22273674607276917,0.1697719395160675,0.0,0.019583389163017273,0.0,0.0,0.0,0.0,0.0,,,,,,
18,False,0,,,,,,,,,,,,,,,,,,,,,,
18,False,1,,,,,,,,,,,,,,,,,,,,,,
18,False,2,,,,,,,,,,,,,,,,,,,,,,
18,False,3,,,,,,,,,,,,,,,,,,,,,,
18,False,4,,,,,,,,,,,,,,,,,,,,,,
18,False,5,,,,,,,,,,,,,,,,,,,,,,
18,False,6,,,,,,,,,,,,,,,,,,,,,,
18,False,7,0.09504467248916626,0.08773352950811386,0.008854657411575317,0.002825025003403425,0.1945217251777649,0.0448940172791481,0.08707579225301743,0.31878599524497986,0.15044784545898438,0.0,0.0448940172791481,0.0,0.0,0.0,0.0,0.0,,,,,,
18,False,8,0.09175126999616623,0.0854279175400734,0.008704383857548237,0.002565222093835473,0.1591888964176178,0.027779174968600273,0.055706921964883804,0.20544832944869995,0.15704338252544403,0.0,0.027779174968600273,0.0,0.0,0.0,0.0,0.0,,,,,,
19,False,0,,,,,,,,,,,,,,,,,,,,,,
19,False,1,,,,,,,,,,,,,,,,,,,,,,
19,False,2,,,,,,,,,,,,,,,,,,,,,,
19,False,3,,,,,,,,,,,,,,,,,,,,,,
19,False,4,,,,,,,,,,,,,,,,,,,,,,
19,False,5,,,,,,,,,,,,,,,,,,,,,,
19,False,6,,,,,,,,,,,,,,,,,,,,,,
19,False,7,0.0920935645699501,0.08488427847623825,0.008729664608836174,0.002616766607388854,0.13821057975292206,0.03329543024301529,0.02228621207177639,0.25099971890449524,0.16202005743980408,0.0,0.03329543024301529,0.0,0.0,0.0,0.0,0.0,,,,,,
19,False,8,0.0884624794125557,0.08508802950382233,0.008616994135081768,0.002478811889886856,0.09314713627099991,0.020306257531046867,0.03307240828871727,0.1565006524324417,0.16021236777305603,0.0,0.020306257531046867,0.0,0.0,0.0,0.0,0.0,,,,,,
20,False,0,,,,,,,,,,,,,,,,,,,,,,
20,False,1,,,,,,,,,,,,,,,,,,,,,,
20,False,2,,,,,,,,,,,,,,,,,,,,,,
20,False,3,,,,,,,,,,,,,,,,,,,,,,
20,False,4,,,,,,,,,,,,,,,,,,,,,,
20,False,5,,,,,,,,,,,,,,,,,,,,,,
20,False,6,,,,,,,,,,,,,,,,,,,,,,
20,False,7,0.0972985252737999,0.08705949783325195,0.00880644004791975,0.0030272365547716618,0.22876590490341187,0.037112195044755936,0.05119325593113899,0.4430317282676697,0.14880125224590302,0.0,0.037112195044755936,0.0,0.0,0.0,0.0,0.0,,,,,,
20,False,8,0.09241165220737457,0.08670365810394287,0.008711549453437328,0.0028128530830144882,0.18292847275733948,0.026279857382178307,0.05808326229453087,0.3659853935241699,0.15574371814727783,0.0,0.026279857382178307,0.0,0.0,0.0,0.0,0.0,,,,,,
21,False,0,,,,,,,,,,,,,,,,,,,,,,
21,False,1,,,,,,,,,,,,,,,,,,,,,,
21,False,2,,,,,,,,,,,,,,,,,,,,,,
21,False,3,,,,,,,,,,,,,,,,,,,,,,
21,False,4,,,,,,,,,,,,,,,,,,,,,,
21,False,5,,,,,,,,,,,,,,,,,,,,,,
21,False,6,,,,,,,,,,,,,,,,,,,,,,
21,False,7,0.09751276671886444,0.08760865032672882,0.008855672553181648,0.002986231818795204,0.19206418097019196,0.05780353024601936,0.08134722709655762,0.31225642561912537,0.11416430026292801,0.0,0.05780353024601936,0.0,0.0,0.0,0.0,0.0,,,,,,
21,False,8,0.09421110153198242,0.08634643256664276,0.008673560805618763,0.002784250769764185,0.18645663559436798,0.03702705726027489,0.0710497573018074,0.26499855518341064,0.12762987613677979,0.0,0.03702705726027489,0.0,0.0,0.0,0.0,0.0,,,,,,
22,False,0,,,,,,,,,,,,,,,,,,,,,,
22,False,1,,,,,,,,,,,,,,,,,,,,,,
22,False,2,,,,,,,,,,,,,,,,,,,,,,
22,False,3,,,,,,,,,,,,,,,,,,,,,,
22,False,4,,,,,,,,,,,,,,,,,,,,,,
22,False,5,,,,,,,,,,,,,,,,,,,,,,
22,False,6,,,,,,,,,,,,,,,,,,,,,,
22,False,7,0.09886813908815384,0.08814172446727753,0.008885737508535385,0.0031397519633173943,0.22155165672302246,0.06558733433485031,0.09787177294492722,0.426967978477478,0.16543874144554138,0.0,0.06558733433485031,0.0,0.0,0.0,0.0,0.0,,,,,,
