cohort,suite,task,query,feature,auc,v82_auc,delta,failures,successes,nonzero_failure,nonzero_success
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,23,routing_recovery,0.6042164746794175,,,43,107,28,47
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,24,decoupling,0.4405539587143977,,,43,89,8,27
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,24,path_decoupling,0.4263130389338908,,,43,89,8,30
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,24,acceleration_log_ratio,0.5827018552390907,,,43,89,42,87
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,24,mobility_log_ratio,0.5497778939116802,,,43,89,34,61
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,24,token_diversity_contraction,0.42500653253200943,,,43,89,4,22
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,24,layer_agreement,0.45636268617716225,,,43,89,28,60
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,24,recent_decoupling,0.3480533054611968,,,43,89,13,53
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,24,persistent_decoupling,0.4943820224719101,,,43,89,2,5
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,24,decoupling_occupancy,0.3571988502743663,,,43,89,13,53
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,24,routing_recovery,0.5879278808466162,,,43,89,23,30
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,25,decoupling,0.42622293504410586,,,43,58,9,20
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,25,path_decoupling,0.4326383319967923,,,43,58,11,21
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,25,acceleration_log_ratio,0.615477145148356,,,43,58,43,55
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,25,mobility_log_ratio,0.6162790697674418,,,43,58,34,36
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,25,token_diversity_contraction,0.3831194867682438,,,43,58,2,17
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,25,layer_agreement,0.427626303127506,,,43,58,25,43
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,25,recent_decoupling,0.33319967923015237,,,43,58,17,41
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,25,persistent_decoupling,0.4907778668805132,,,43,58,3,5
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,25,decoupling_occupancy,0.33079390537289494,,,43,58,17,41
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,25,routing_recovery,0.4963913392141139,,,43,58,14,18
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,26,decoupling,0.41805094130675524,,,43,42,16,22
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,26,path_decoupling,0.43964562569213733,,,43,42,18,22
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,26,acceleration_log_ratio,0.6013289036544851,,,43,42,43,41
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,26,mobility_log_ratio,0.6135105204872646,,,43,42,27,19
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,26,token_diversity_contraction,0.41445182724252494,,,43,42,4,11
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,26,layer_agreement,0.422203765227021,,,43,42,27,31
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,26,recent_decoupling,0.3610188261351052,,,43,42,20,32
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,26,persistent_decoupling,0.4745293466223699,,,43,42,3,5
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,26,decoupling_occupancy,0.3640642303433001,,,43,42,20,32
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,26,routing_recovery,0.4324473975636766,,,43,42,5,10
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,27,decoupling,0.49699924981245314,,,43,31,20,16
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,27,path_decoupling,0.5086271567891973,,,43,31,24,17
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,27,acceleration_log_ratio,0.6294073518379595,,,43,31,43,31
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,27,mobility_log_ratio,0.5011252813203301,,,43,31,23,15
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,27,token_diversity_contraction,0.45348837209302323,,,43,31,4,6
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,27,layer_agreement,0.5273818454613654,,,43,31,33,23
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,27,recent_decoupling,0.3953488372093023,,,43,31,24,25
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,27,persistent_decoupling,0.46811702925731435,,,43,31,3,4
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,27,decoupling_occupancy,0.37209302325581395,,,43,31,24,25
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,27,routing_recovery,0.4216054013503376,,,43,31,5,8
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,28,decoupling,0.5510616784630941,,,43,23,27,13
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,28,path_decoupling,0.5419615773508595,,,43,23,27,14
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,28,acceleration_log_ratio,0.6238624873609707,,,43,23,43,23
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,28,mobility_log_ratio,0.4398382204246714,,,43,23,16,10
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,28,token_diversity_contraction,0.5621840242669363,,,43,23,13,4
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,28,layer_agreement,0.5520728008088979,,,43,23,39,18
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,28,recent_decoupling,0.4246713852376138,,,43,23,29,21
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,28,persistent_decoupling,0.4924165824064712,,,43,23,7,4
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,28,decoupling_occupancy,0.38018200202224467,,,43,23,29,21
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,28,routing_recovery,0.48179979777553084,,,43,23,6,4
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,29,decoupling,0.603967168262654,,,43,17,32,8
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,29,path_decoupling,0.5889192886456909,,,43,17,34,10
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,29,acceleration_log_ratio,0.6361149110807114,,,43,17,43,17
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,29,mobility_log_ratio,0.36662106703146374,,,43,17,11,9
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,29,token_diversity_contraction,0.6238030095759234,,,43,17,16,3
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,29,layer_agreement,0.6545827633378933,,,43,17,39,10
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,29,recent_decoupling,0.4685362517099863,,,43,17,34,16
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,29,persistent_decoupling,0.4692202462380301,,,43,17,13,6
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,29,decoupling_occupancy,0.4316005471956224,,,43,17,34,16
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,29,routing_recovery,0.4952120383036936,,,43,17,5,2
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,30,decoupling,0.6288014311270125,,,43,13,34,6
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,30,path_decoupling,0.5840787119856887,,,43,13,34,8
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,30,acceleration_log_ratio,0.631484794275492,,,43,13,43,13
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,30,mobility_log_ratio,0.37209302325581395,,,43,13,9,7
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,30,token_diversity_contraction,0.554561717352415,,,43,13,18,5
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,30,layer_agreement,0.6779964221824687,,,43,13,40,9
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,30,recent_decoupling,0.554561717352415,,,43,13,35,12
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,30,persistent_decoupling,0.5670840787119857,,,43,13,19,4
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,30,decoupling_occupancy,0.5715563506261181,,,43,13,35,12
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,30,routing_recovery,0.4203935599284436,,,43,13,3,3
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,31,decoupling,0.5348837209302325,,,43,10,33,7
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,31,path_decoupling,0.5011627906976744,,,43,10,34,7
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,31,acceleration_log_ratio,0.7162790697674418,,,43,10,43,10
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,31,mobility_log_ratio,0.42093023255813955,,,43,10,10,3
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,31,token_diversity_contraction,0.5627906976744186,,,43,10,17,2
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,31,layer_agreement,0.5918604651162791,,,43,10,39,8
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,31,recent_decoupling,0.5337209302325582,,,43,10,36,9
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,31,persistent_decoupling,0.5162790697674419,,,43,10,26,4
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,31,decoupling_occupancy,0.5941860465116279,,,43,10,36,9
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,31,routing_recovery,0.3732558139534884,,,43,10,2,3
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,32,decoupling,0.5132890365448505,,,43,7,32,6
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,32,path_decoupling,0.473421926910299,,,43,7,34,6
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,32,acceleration_log_ratio,0.8006644518272426,,,43,7,43,7
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,32,mobility_log_ratio,0.4883720930232558,,,43,7,11,1
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,32,token_diversity_contraction,0.5083056478405316,,,43,7,17,3
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,32,layer_agreement,0.40863787375415284,,,43,7,37,7
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,32,recent_decoupling,0.5066445182724253,,,43,7,36,6
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,32,persistent_decoupling,0.5116279069767442,,,43,7,29,4
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,32,decoupling_occupancy,0.5348837209302325,,,43,7,36,6
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,32,routing_recovery,0.38870431893687707,,,43,7,3,2
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,33,decoupling,0.4689922480620155,,,43,6,32,6
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,33,path_decoupling,0.36046511627906974,,,43,6,32,6
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,33,acceleration_log_ratio,0.7984496124031008,,,43,6,43,6
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,33,mobility_log_ratio,0.5891472868217055,,,43,6,11,0
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,33,token_diversity_contraction,0.4941860465116279,,,43,6,14,3
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,33,layer_agreement,0.29457364341085274,,,43,6,36,6
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,33,recent_decoupling,0.43023255813953487,,,43,6,36,6
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,33,persistent_decoupling,0.39728682170542634,,,43,6,30,5
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,33,decoupling_occupancy,0.40891472868217055,,,43,6,36,6
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,33,routing_recovery,0.5348837209302325,,,43,6,3,0
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,34,decoupling,0.5038759689922481,,,43,6,31,5
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,34,path_decoupling,0.3798449612403101,,,43,6,31,5
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,34,acceleration_log_ratio,0.810077519379845,,,43,6,43,6
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,34,mobility_log_ratio,0.6007751937984496,,,43,6,12,1
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,34,token_diversity_contraction,0.5174418604651163,,,43,6,16,3
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,34,layer_agreement,0.3236434108527132,,,43,6,36,5
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,34,recent_decoupling,0.4418604651162791,,,43,6,35,6
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,34,persistent_decoupling,0.41472868217054265,,,43,6,29,5
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,34,decoupling_occupancy,0.3992248062015504,,,43,6,35,6
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,34,routing_recovery,0.5697674418604651,,,43,6,6,0
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,35,decoupling,0.49534883720930234,,,43,5,30,4
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,35,path_decoupling,0.386046511627907,,,43,5,31,4
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,35,acceleration_log_ratio,0.7906976744186046,,,43,5,43,5
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,35,mobility_log_ratio,0.6372093023255814,,,43,5,13,1
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,35,token_diversity_contraction,0.4418604651162791,,,43,5,16,3
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,35,layer_agreement,0.3395348837209302,,,43,5,36,4
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,35,recent_decoupling,0.4418604651162791,,,43,5,34,5
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,35,persistent_decoupling,0.43953488372093025,,,43,5,28,4
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,35,decoupling_occupancy,0.4069767441860465,,,43,5,34,5
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,35,routing_recovery,0.44883720930232557,,,43,5,10,2
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,36,decoupling,0.5581395348837209,,,43,4,33,3
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,36,path_decoupling,0.45930232558139533,,,43,4,33,3
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,36,acceleration_log_ratio,0.8546511627906976,,,43,4,43,4
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,36,mobility_log_ratio,0.6627906976744186,,,43,4,10,1
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,36,token_diversity_contraction,0.5174418604651163,,,43,4,13,1
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,36,layer_agreement,0.3953488372093023,,,43,4,34,4
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,36,recent_decoupling,0.4883720930232558,,,43,4,35,4
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,36,persistent_decoupling,0.45058139534883723,,,43,4,28,3
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,36,decoupling_occupancy,0.4418604651162791,,,43,4,35,4
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,36,routing_recovery,0.5232558139534884,,,43,4,11,1
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,37,decoupling,0.3875968992248062,,,43,3,30,3
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,37,path_decoupling,0.34108527131782945,,,43,3,31,3
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,37,acceleration_log_ratio,0.7751937984496124,,,43,3,43,3
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,37,mobility_log_ratio,0.8217054263565892,,,43,3,13,0
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,37,token_diversity_contraction,0.29457364341085274,,,43,3,13,2
A,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,37,layer_agreement,0.2596899224806202,,,43,3,35,3
