channel,const_frac,switch_rate,n_distinct,dead,best_excess,sign,thr,tp_lead4,fp_lead4,tp_lead0,fp_lead0,median_lead
flow:state_action_alignment:L15:s9,0.0,0.9999831081081081,130396,False,-195,-1,5.109245414733892,27.0,122.0,30.0,136.0,8.5
flow:conditional_effective_rank:L15:sm,0.0,1.0,214688,False,-195,-1,1.828730199337006,27.0,182.0,30.0,182.0,9.0
flow:conditional_energy:L12:s6,0.0,1.0,218343,False,-195,-1,1.7439210104942322,27.0,91.0,29.0,166.0,24.0
hb:flow_settling_log_ratio:L3:-,0.0,1.0,217513,False,-195,1,3.0783594608306886,27.0,155.0,29.0,180.0,8.0
hb:state_action_alignment:L15:-,0.0,0.999998675145734,126790,False,-195,-1,5.109249343872076,27.0,122.0,30.0,136.0,8.5
hb:conditional_energy:L15:-,0.0,1.0,217386,False,-195,1,5.055605211257945,27.0,121.0,30.0,135.0,8.5
flow:conditional_effective_rank:L15:s3,0.0,1.0,212454,False,-195,-1,1.7523798966407789,27.0,177.0,32.0,178.0,9.0
flow:conditional_effective_rank:L3:s6,0.0,0.9999932432432432,199040,False,-195,-1,1.5878064584732057,27.0,85.0,29.0,107.0,21.0
hb:flow_path:L15:-,0.0,1.0,218888,False,-195,-1,1.8440802621841432,27.0,162.0,27.0,168.0,12.0
hb:flow_settling_log_ratio:L14:-,0.0,1.0,215617,False,-195,1,2.965273742675781,27.0,144.0,30.0,187.0,20.5
deriv:log_state_mobility:front:s9,0.0,0.9138014141618619,204887,False,-195,1,2.6069896554946914,27.0,176.0,29.0,181.0,18.0
flow:state_action_alignment:L2:s6,0.0,1.0,208821,False,-196,-1,4.887279167175294,26.0,98.0,29.0,135.0,7.0
flow:state_action_alignment:L2:s3,0.0,0.9999919871794871,209051,False,-196,-1,4.934692134857178,26.0,100.0,29.0,137.0,7.0
chan:denoise_hard_churn:L13:-,0.0,0.9952317784581127,2122,False,-196,-1,2.960724115371704,26.0,140.0,30.0,190.0,10.5
deriv:log_state_mobility:L13:s9,0.0,0.9138089216693693,165963,False,-196,1,2.132396998405458,26.0,82.0,26.0,179.0,13.0
deriv:log_mobility:L14:s9,0.0,0.9138057041661518,202644,False,-196,1,2.2912228631973273,26.0,118.0,28.0,175.0,10.0
flow:token_entropy:L15:sm,0.0,0.9999023176428954,40373,False,-196,1,1.6766732215881357,26.0,149.0,35.0,166.0,8.0
flow:state_action_alignment:L2:s0,0.0,1.0,208854,False,-196,-1,4.925294342041018,26.0,99.0,29.0,135.0,7.0
flow:conditional_effective_rank:L15:s0,0.0,1.0,211085,False,-196,-1,1.743219904899599,26.0,181.0,31.0,182.0,9.0
deriv:log_state_mobility:L13:sm,0.0,0.9138089216693693,201677,False,-196,1,2.1324659776687636,26.0,82.0,26.0,179.0,13.0
flow:conditional_energy:L2:s0,0.0,1.0,220373,False,-197,-1,1.5150288820266724,25.0,82.0,25.0,129.0,25.0
flow:state_action_alignment:L3:sm,0.0,1.0,207499,False,-197,-1,5.7294690990448,25.0,121.0,25.0,141.0,12.0
flow:state_action_alignment:L3:s6,0.0,1.0,207613,False,-197,-1,5.735524702072147,25.0,123.0,25.0,142.0,12.0
flow:state_action_alignment:L3:s0,0.0,1.0,207729,False,-197,-1,5.71048782348633,25.0,118.0,25.0,137.0,12.0
flow:conditional_energy:L3:s6,0.0,1.0,220453,False,-197,1,5.006029682159429,25.0,129.0,25.0,150.0,11.0
flow:conditional_energy:L3:sm,0.0,1.0,220563,False,-197,1,5.0052795982360845,25.0,129.0,25.0,149.0,11.0
flow:state_action_alignment:L2:s9,0.0,1.0,208947,False,-197,-1,4.906304626464844,25.0,93.0,28.0,133.0,8.0
flow:token_entropy:L15:s6,0.0,0.9999003122968724,43880,False,-197,1,1.6171828603744511,25.0,155.0,31.0,179.0,26.0
hb:state_action_alignment:L2:-,0.0,1.0,207713,False,-197,-1,4.906304998397827,25.0,93.0,28.0,133.0,8.0
flow:conditional_energy:L15:s3,0.0,1.0,216795,False,-197,1,5.25836194038394,25.0,119.0,27.0,136.0,9.0
hb:conditional_energy:L2:-,0.0,1.0,220314,False,-197,-1,1.5219094276428222,25.0,88.0,25.0,128.0,26.0
flow:state_action_alignment:L15:s6,0.0,0.9999884706134706,127470,False,-197,-1,5.246311225891114,25.0,127.0,26.0,142.0,8.5
flow:state_action_alignment:L15:s3,0.0,0.9999911676382264,124685,False,-197,-1,5.306018972396854,25.0,119.0,27.0,136.0,9.0
flow:conditional_energy:L15:s6,0.0,1.0,217010,False,-197,1,5.192414693832413,25.0,126.0,26.0,141.0,8.5
hb:conditional_energy:L3:-,0.0,1.0,220460,False,-197,1,4.991425285339355,25.0,129.0,25.0,149.0,11.0
flow:state_action_alignment:L3:s3,0.0,1.0,207779,False,-197,-1,5.727166433334353,25.0,120.0,25.0,138.0,12.0
chan:denoise_hard_churn:L12:-,0.0,0.995538595699642,2366,False,-197,-1,2.9498026132583646,25.0,133.0,31.0,187.0,6.0
flow:state_action_alignment:L2:sm,0.0,0.9999971846846847,208913,False,-197,-1,4.902109060287478,25.0,99.0,28.0,136.0,8.0
flow:conditional_energy:L2:s9,0.0,1.0,220270,False,-197,-1,1.5219089102745056,25.0,88.0,25.0,128.0,26.0
flow:conditional_energy:L3:s9,0.0,1.0,220477,False,-197,1,4.991425180435181,25.0,129.0,25.0,149.0,11.0
flow:conditional_energy:L3:s3,0.0,1.0,220451,False,-197,1,5.010728654861451,25.0,127.0,25.0,148.0,11.0
flow:conditional_energy:L15:s0,0.0,1.0,216903,False,-198,1,5.319784870147706,24.0,116.0,26.0,136.0,9.0
hb:partial_edge_std:L2:-,0.0,1.0,220858,False,-198,1,5.332352180480964,24.0,155.0,24.0,168.0,19.5
flow:token_differentiation:L5:s6,0.0,0.9999012734279837,39020,False,-198,1,4.555386428833008,24.0,86.0,27.0,187.0,13.0
flow:state_action_alignment:L3:s9,0.0,0.9999967824967826,207807,False,-198,-1,5.766784620285038,24.0,123.0,24.0,140.0,12.0
flow:conditional_energy:L3:s0,0.0,0.9999948024948025,220424,False,-198,1,5.009503116607667,24.0,129.0,25.0,148.0,9.0
chan:hb_entropy_action:L15:-,0.0,0.9964463996031181,1369,False,-198,1,1.6935437703132679,24.0,149.0,33.0,170.0,8.0
chan:denoise_hard_churn:L3:-,0.0,0.9979329884099993,3865,False,-198,-1,3.0325562953948975,24.0,131.0,32.0,185.0,9.5
flow:state_action_alignment:L15:s0,0.0,1.0,123368,False,-198,-1,5.374183654785162,24.0,118.0,26.0,137.0,9.0
deriv:log_mobility:L5:s9,0.0,0.9138089216693693,203227,False,-198,-1,2.706531071662905,24.0,178.0,24.0,179.0,10.5
hb:state_action_alignment:L3:-,0.0,0.9999982219061166,206385,False,-198,-1,5.766785202026371,24.0,123.0,24.0,140.0,12.0
chan:denoise_hard_churn:L14:-,0.0,0.995197856465975,2231,False,-198,1,3.27390506267548,24.0,174.0,24.0,194.0,44.0
deriv:log_mobility:L2:s9,0.0,0.9138089216693693,202179,False,-199,-1,2.792241582870486,23.0,152.0,23.0,188.0,12.0
flow:state_action_alignment:L15:sm,0.0,0.9999948024948025,125873,False,-199,-1,5.236153392791748,23.0,126.0,25.0,142.0,9.0
flow:conditional_energy:L15:sm,0.0,1.0,219844,False,-199,1,5.184100580215458,23.0,125.0,25.0,142.0,9.0
chan:query_top1_churn:L2:-,0.0,0.8626896582603905,48,False,-199,-1,3.899383783340454,23.0,173.0,24.0,191.0,11.0
flow:conditional_effective_rank:L13:s9,0.0,1.0,214323,False,-199,-1,1.8637424635887152,23.0,199.0,23.0,199.0,52.0
flow:conditional_effective_rank:L14:s0,0.0,1.0,209150,False,-199,-1,1.847783701419831,23.0,194.0,24.0,194.0,34.5
hb:conditional_effective_rank:L13:-,0.0,1.0,215144,False,-199,-1,1.8637405443191533,23.0,199.0,23.0,199.0,52.0
hb:partial_edge_std:L13:-,0.0,1.0,220546,False,-200,-1,1.9185465931892398,22.0,196.0,22.0,196.0,52.0
flow:conditional_effective_rank:L3:s9,0.0,1.0,198489,False,-200,-1,1.5605912613868715,22.0,136.0,23.0,150.0,21.0
flow:conditional_effective_rank:L13:s3,0.0,1.0,210621,False,-200,-1,1.8261770081520081,22.0,156.0,29.0,170.0,12.0
deriv:log_state_mobility:L5:sm,0.0,0.9138071435754859,201993,False,-200,-1,3.751070609092713,22.0,123.0,31.0,126.0,6.0
hb:conditional_effective_rank:L3:-,0.0,1.0,200504,False,-200,-1,1.5605962610244752,22.0,136.0,23.0,150.0,21.0
deriv:log_mobility:L13:s9,0.0,0.9138089216693693,202749,False,-200,1,2.4190036153793337,22.0,146.0,22.0,179.0,20.0
deriv:log_state_mobility:L5:s9,0.0,0.9138071435754859,192647,False,-201,-1,3.749774613380434,21.0,123.0,30.0,126.0,6.0
flow:mobility:L13:s9,0.0,0.9138089216693693,205147,False,-201,1,3.238466286659241,21.0,112.0,25.0,167.0,10.0
hb:flow_settling_log_ratio:L4:-,0.0,1.0,217735,False,-201,-1,2.5497240686416656,21.0,127.0,24.0,181.0,16.0
flow:conditional_effective_rank:L14:sm,0.0,0.9999948024948025,213776,False,-202,-1,1.8759984755516053,20.0,201.0,20.0,201.0,52.0
flow:conditional_effective_rank:L14:s3,0.0,1.0,210926,False,-202,-1,1.8199102044105533,20.0,200.0,20.0,200.0,52.0
flow:conditional_effective_rank:L14:s6,0.0,1.0,212525,False,-202,-1,1.8437555480003358,20.0,202.0,20.0,202.0,52.0
flow:conditional_effective_rank:L4:s0,0.0,1.0,197370,False,-202,1,4.816267261505128,20.0,146.0,21.0,191.0,13.0
hb:conditional_query_d1:L2:-,0.0,0.9138089216693693,206547,False,-202,1,5.169442901611329,20.0,119.0,23.0,183.0,12.0
chan:query_hard_churn:L2:-,0.0,0.9134013470456309,8433,False,-202,-1,3.5607376289367703,20.0,170.0,24.0,176.0,12.5
hb:conditional_effective_rank:L2:-,0.0,1.0,195969,False,-203,1,5.329110612869265,19.0,124.0,19.0,178.0,20.0
deriv:log_state_mobility:L3:s9,0.0,0.9138062719608373,190266,False,-203,1,2.8673421764373828,19.0,111.0,21.0,172.0,18.0
deriv:log_state_mobility:L3:sm,0.0,0.9138062719608373,194573,False,-203,1,2.867332663536077,19.0,111.0,21.0,172.0,18.0
flow:state_mobility:L14:s6,0.0,0.9138014141618619,160065,False,-203,1,3.2519961500167867,19.0,93.0,23.0,185.0,13.0
flow:state_mobility:L14:s9,0.0,0.9138089216693693,160131,False,-203,1,3.2512692213058485,19.0,92.0,23.0,185.0,13.0
flow:state_mobility:L14:s0,0.0,0.913796939243594,159910,False,-203,1,3.249804081916811,19.0,92.0,23.0,185.0,13.0
hb:flow_endpoint:L5:-,0.0,1.0,218768,False,-203,-1,1.9452181029319768,19.0,99.0,20.0,158.0,11.0
flow:conditional_effective_rank:L2:s9,0.0,0.9999919183889773,193969,False,-203,1,5.329102249145509,19.0,124.0,19.0,178.0,20.0
flow:conditional_effective_rank:L4:s6,0.0,0.999991554054054,201838,False,-203,1,5.029930648803715,19.0,146.0,21.0,192.0,14.0
flow:conditional_effective_rank:L4:s3,0.0,1.0,200170,False,-203,1,4.8409397888183605,19.0,154.0,20.0,194.0,15.0
flow:flow_speed:L15:s3,0.0,1.0,218303,False,-203,-1,1.6947830724716195,19.0,173.0,20.0,193.0,13.5
flow:state_mobility:L14:sm,0.0,0.9138089216693693,203546,False,-203,1,3.2516950130462647,19.0,93.0,23.0,185.0,13.0
deriv:log_state_mobility:L15:sm,0.0,0.9138089216693693,201801,False,-204,1,2.2449412775039703,18.0,151.0,18.0,191.0,12.0
deriv:log_state_mobility:L15:s9,0.0,0.9137997651197716,158157,False,-204,1,2.2469006156921396,18.0,152.0,18.0,192.0,12.0
flow:state_mobility:L14:s3,0.0,0.9137919596189388,159999,False,-204,1,3.249367952346803,18.0,93.0,22.0,186.0,13.0
flow:conditional_effective_rank:L2:s0,0.0,1.0,196840,False,-204,1,5.087894792556764,18.0,153.0,18.0,168.0,22.0
flow:conditional_effective_rank:L2:s3,0.0,1.0,197677,False,-204,-1,1.763768665790558,18.0,184.0,20.0,188.0,9.0
hb:conditional_query_d1:L12:-,0.0,0.9138089216693693,206330,False,-204,1,7.011083316802979,18.0,138.0,19.0,149.0,12.0
flow:conditional_effective_rank:L4:sm,0.0,0.9999943693693694,203849,False,-205,1,4.9363831138610985,17.0,138.0,19.0,195.0,14.0
flow:conditional_effective_rank:L14:s9,0.0,1.0,214668,False,-205,-1,1.9245396995544437,17.0,205.0,17.0,205.0,52.0
flow:token_differentiation:L13:s6,0.0,0.9998848806728106,35505,False,-205,1,5.297327642440799,17.0,85.0,22.0,163.0,9.0
hb:conditional_effective_rank:L12:-,0.0,0.9999943693693695,214834,False,-205,1,4.754117012023932,17.0,151.0,17.0,199.0,16.0
flow:token_differentiation:L13:sm,0.0,0.9999951737451738,140310,False,-205,1,5.120411090850832,17.0,83.0,23.0,160.0,6.0
flow:conditional_effective_rank:L12:s9,0.0,1.0,213963,False,-205,1,4.754112052917487,17.0,151.0,17.0,199.0,16.0
flow:conditional_energy:L5:s3,0.0,1.0,220749,False,-205,1,4.493491296768196,17.0,149.0,20.0,155.0,22.0
flow:conditional_energy:L5:s9,0.0,1.0,220727,False,-205,1,4.491979036331178,17.0,152.0,20.0,158.0,22.0
hb:conditional_energy:L5:-,0.0,1.0,220628,False,-205,1,4.491978664398195,17.0,152.0,20.0,158.0,22.0
flow:conditional_effective_rank:L2:sm,0.0,1.0,200657,False,-205,1,5.165188074111942,17.0,156.0,17.0,171.0,18.0
hb:conditional_effective_rank:L14:-,0.0,1.0,215373,False,-205,-1,1.9245312857627872,17.0,205.0,17.0,205.0,52.0
hb:partial_query_d1:L2:-,0.0,0.9138089216693693,206374,False,-205,1,5.871709308624269,17.0,139.0,18.0,170.0,18.0
deriv:log_state_mobility:L14:s9,0.0,0.9138089216693693,160131,False,-205,1,2.2730225276947036,17.0,88.0,17.0,195.0,18.0
flow:conditional_effective_rank:L2:s6,0.0,1.0,197711,False,-205,1,5.236507072448733,17.0,158.0,17.0,175.0,18.0
flow:state_action_alignment:L5:s0,0.0,1.0,209790,False,-206,-1,5.101843633651734,16.0,156.0,18.0,158.0,22.0
flow:conditional_energy:L5:s0,0.0,1.0,220740,False,-206,1,4.507642307281495,16.0,149.0,19.0,155.0,22.0
flow:action_consensus:L13:sm,0.0,0.9999429764175068,42773,False,-206,-1,5.142396965026859,16.0,81.0,21.0,161.0,6.0
flow:mobility:L5:s9,0.0,0.9138089216693693,205403,False,-206,-1,1.9985975551605228,16.0,204.0,16.0,204.0,25.0
flow:action_consensus:L13:s6,0.0,0.9999379195367046,49765,False,-206,-1,5.310331563949585,16.0,87.0,21.0,164.0,6.0
flow:conditional_effective_rank:L13:sm,0.0,1.0,213464,False,-206,-1,1.8384064745903028,16.0,187.0,20.0,198.0,12.0
flow:state_action_alignment:L4:s3,0.0,1.0,209016,False,-206,-1,4.991174726486207,16.0,120.0,16.0,202.0,10.0
flow:conditional_energy:L5:sm,0.0,1.0,220808,False,-206,1,4.49572532653809,16.0,151.0,19.0,157.0,22.0
flow:state_action_alignment:L5:sm,0.0,1.0,209826,False,-206,-1,5.109784545898443,16.0,154.0,18.0,156.0,22.0
flow:state_action_alignment:L5:s6,0.0,0.9999981231231232,209987,False,-206,-1,5.116831836700447,16.0,153.0,18.0,155.0,22.0
hb:partial_edge_std:L14:-,0.0,1.0,220474,False,-206,1,4.583441095352175,16.0,130.0,17.0,181.0,16.0
chan:selected_mass:L15:-,0.0,0.999948536302932,75876,False,-206,-1,1.813164050579072,16.0,184.0,16.0,191.0,26.0
deriv:log_state_mobility:L14:sm,0.0,0.9138089216693693,201566,False,-206,1,2.274345297813416,16.0,88.0,16.0,196.0,18.0
hb:partial_query_d1:L5:-,0.0,0.9138089216693693,206576,False,-206,-1,1.3562740039825458,16.0,206.0,16.0,206.0,51.0
chan:denoise_hard_churn:L15:-,0.0,0.9950566282349491,2203,False,-206,-1,2.929891619682312,16.0,151.0,20.0,201.0,14.5
flow:state_action_alignment:L4:s6,0.0,1.0,209186,False,-206,-1,4.996543817520144,16.0,122.0,16.0,203.0,10.0
flow:conditional_energy:L5:s6,0.0,1.0,220699,False,-206,1,4.501400299072274,16.0,150.0,19.0,156.0,22.0
flow:state_action_alignment:L5:s3,0.0,1.0,209718,False,-206,-1,5.093422460556042,16.0,154.0,18.0,156.0,22.0
flow:conditional_effective_rank:L13:s6,0.0,1.0,212491,False,-207,-1,1.8102548933029181,15.0,195.0,19.0,200.0,26.0
hb:partial_query_d1:L4:-,0.0,0.9138089216693693,206496,False,-207,1,6.29078531265259,15.0,109.0,17.0,164.0,12.0
flow:state_action_alignment:L4:sm,0.0,1.0,209199,False,-207,-1,5.001522569656379,15.0,122.0,15.0,204.0,10.0
flow:state_action_alignment:L4:s9,0.0,0.9999943693693694,209447,False,-207,-1,4.9572673511505165,15.0,126.0,15.0,202.0,10.0
flow:conditional_effective_rank:L5:s9,0.0,0.9999909507722008,207219,False,-207,-1,1.4114584565162687,15.0,207.0,15.0,207.0,52.0
hb:partial_edge_std:L5:-,0.0,0.999998675145734,221144,False,-207,-1,1.3553384828567507,15.0,207.0,15.0,207.0,52.0
hb:conditional_effective_rank:L5:-,0.0,1.0,208661,False,-207,-1,1.4114581632614163,15.0,207.0,15.0,207.0,52.0
hb:partial_query_d1:L14:-,0.0,0.9138089216693693,206241,False,-207,1,5.129602746963503,15.0,122.0,17.0,167.0,16.0
hb:state_action_alignment:L4:-,0.0,1.0,208058,False,-207,-1,4.957268781661991,15.0,126.0,15.0,202.0,10.0
flow:state_action_alignment:L4:s0,0.0,1.0,209082,False,-208,-1,5.013613433837892,14.0,122.0,14.0,204.0,11.5
hb:partial_query_d1:L3:-,0.0,0.9138089216693693,206349,False,-208,1,6.541832551956181,14.0,106.0,14.0,165.0,31.0
hb:conditional_effective_rank:L15:-,0.0,1.0,215992,False,-209,1,4.691936893463135,13.0,110.0,19.0,197.0,10.0
hb:flow_endpoint:L15:-,0.0,1.0,218809,False,-209,-1,2.0933047342300446,13.0,152.0,15.0,170.0,12.0
flow:conditional_effective_rank:L15:s9,0.0,1.0,215054,False,-209,1,4.691960163116455,13.0,110.0,19.0,197.0,10.0
flow:conditional_effective_rank:L3:sm,0.0,1.0,202195,False,-209,1,5.437737588882452,13.0,97.0,13.0,207.0,31.0
flow:conditional_effective_rank:L5:s0,0.0,0.9999954954954956,203379,False,-209,-1,1.8178184938430817,13.0,193.0,16.0,195.0,15.5
flow:conditional_effective_rank:L5:s3,0.0,1.0,204978,False,-210,-1,1.7920369243621828,12.0,187.0,18.0,190.0,8.0
hb:conditional_effective_rank:L4:-,0.0,1.0,203400,False,-210,1,5.763756103515632,12.0,80.0,16.0,198.0,12.0
flow:conditional_effective_rank:L5:sm,0.0,1.0,208563,False,-210,-1,1.6552177143096958,12.0,191.0,16.0,193.0,16.0
flow:conditional_effective_rank:L4:s9,0.0,0.9999831081081081,201841,False,-210,1,5.763747539520271,12.0,80.0,16.0,198.0,12.0
flow:flow_speed:L13:s6,0.0,1.0,219217,False,-210,-1,1.7556287980079652,12.0,198.0,13.0,205.0,11.0
hb:partial_edge_std:L4:-,0.0,1.0,220942,False,-210,1,5.929728536605837,12.0,125.0,13.0,204.0,13.0
flow:flow_speed:L15:s9,0.0,1.0,218497,False,-211,-1,2.1412678384780888,11.0,171.0,11.0,189.0,11.0
hb:flow_settling_log_ratio:L12:-,0.0,1.0,216149,False,-211,-1,2.8110886859893807,11.0,122.0,11.0,175.0,16.0
hb:conditional_energy:L4:-,0.0,1.0,220480,False,-211,1,4.359917640686037,11.0,144.0,11.0,208.0,13.0
flow:conditional_energy:L4:s9,0.0,1.0,220527,False,-211,1,4.359917850494386,11.0,144.0,11.0,208.0,13.0
flow:conditional_energy:L4:s6,0.0,1.0,220505,False,-211,1,4.405086231231694,11.0,144.0,11.0,210.0,13.0
flow:conditional_energy:L4:sm,0.0,1.0,220613,False,-211,1,4.406452045440674,11.0,145.0,11.0,210.0,13.0
deriv:log_state_mobility:L2:s9,0.0,0.9138062719608373,191288,False,-212,1,2.5184799575805665,10.0,182.0,10.0,205.0,18.0
flow:action_consensus:L5:s9,0.0,0.9999362817058326,77210,False,-212,-1,5.115624589920044,10.0,100.0,14.0,205.0,19.0
flow:conditional_effective_rank:L5:s6,0.0,0.9999938574938576,206463,False,-212,-1,1.6348654460906984,10.0,193.0,18.0,195.0,9.0
hb:action_consensus:L5:-,0.0,0.9999600389759101,75589,False,-212,-1,5.115652952194214,10.0,100.0,14.0,205.0,19.0
deriv:log_state_mobility:L2:sm,0.0,0.9138062719608373,191286,False,-212,1,2.5184799575805665,10.0,182.0,10.0,205.0,18.0
flow:conditional_energy:L4:s0,0.0,1.0,220564,False,-212,1,4.424484720230103,10.0,144.0,10.0,210.0,14.5
flow:conditional_energy:L4:s3,0.0,1.0,220555,False,-212,1,4.417972984313969,10.0,144.0,10.0,211.0,14.5
flow:token_entropy:L5:s9,0.0,0.9999256686017524,56369,False,-212,-1,4.6658750152587904,10.0,107.0,15.0,203.0,15.0
flow:token_differentiation:L5:s9,0.0,0.999937924873835,60384,False,-213,1,5.2950237560272235,9.0,143.0,10.0,211.0,22.0
deriv:log_state_mobility:L12:sm,0.0,0.9138049980625046,201232,False,-214,1,2.314854302406312,8.0,107.0,8.0,213.0,13.0
hb:partial_query_d1:L15:-,0.0,0.9138089216693693,206199,False,-214,-1,1.4288791608810425,8.0,206.0,8.0,207.0,23.5
hb:conditional_query_d1:L4:-,0.0,0.9138089216693693,206552,False,-214,-1,1.1267948651313782,8.0,214.0,8.0,214.0,50.0
deriv:log_state_mobility:L12:s9,0.0,0.9138033893108959,166789,False,-214,1,2.315114631652833,8.0,106.0,8.0,213.0,13.0
flow:flow_speed:L15:s6,0.0,1.0,219318,False,-216,-1,1.8121974086761479,6.0,213.0,6.0,213.0,25.5
hb:action_consensus:L2:-,0.0,0.9999245703602128,41794,False,-218,1,2.0274649190902716,4.0,112.0,6.0,200.0,7.0
flow:token_differentiation:L2:s9,0.0,0.999861305051901,29748,False,-218,-1,2.0282169151306153,4.0,115.0,6.0,200.0,7.0
flow:action_consensus:L2:s9,0.0,0.9999200417362182,42693,False,-218,1,2.027623262405396,4.0,112.0,6.0,200.0,7.0
flow:token_differentiation:L3:s9,0.0,0.9998782942066686,35403,False,-219,-1,1.5431101322174072,3.0,185.0,3.0,206.0,28.0
flow:action_consensus:L3:s9,0.0,0.9999102969153321,49539,False,-219,1,1.5435977554321296,3.0,182.0,3.0,203.0,28.0
hb:action_consensus:L3:-,0.0,0.9999331777615523,48462,False,-219,1,1.543515737056733,3.0,182.0,3.0,203.0,28.0
hb:action_consensus:L4:-,0.0,0.9999139824897179,51902,False,-220,1,1.731188430786133,2.0,188.0,7.0,201.0,2.0
flow:action_consensus:L4:s9,0.0,0.9999703684299271,52925,False,-220,1,1.7310756826400757,2.0,189.0,7.0,202.0,2.0
flow:token_differentiation:L4:s9,0.0,0.9999245269805338,37962,False,-220,-1,1.73066246509552,2.0,190.0,7.0,203.0,2.0
flow:action_consensus:L2:s6,0.0,0.9999149710135661,41852,False,-10000,0,,,,,,
flow:action_consensus:L2:s0,0.0,0.999920830858331,40010,False,-10000,0,,,,,,
flow:token_differentiation:L3:sm,0.0,0.9999670788770054,134192,False,-10000,0,,,,,,
flow:flow_speed:L15:s0,1.0,0.0,0,True,-10000,0,,,,,,
flow:flow_speed:L15:sm,1.0,0.0,0,True,-10000,0,,,,,,
flow:mobility:L15:s0,0.0,0.9138089216693693,205198,False,-10000,0,,,,,,
flow:action_consensus:L2:sm,0.0,0.9998863300693719,35737,False,-10000,0,,,,,,
flow:conditional_energy:L2:s3,0.0,1.0,220331,False,-10000,0,,,,,,
flow:conditional_energy:L2:s6,0.0,1.0,220378,False,-10000,0,,,,,,
flow:action_consensus:L2:s3,0.0,0.999912333433815,39880,False,-10000,0,,,,,,
flow:mobility:L15:sm,0.0,0.9138089216693693,205182,False,-10000,0,,,,,,
deriv:log_mobility:L12:sm,0.0,0.9138057041661518,202822,False,-10000,0,,,,,,
deriv:log_mobility:L13:sm,0.0,0.9138089216693693,202763,False,-10000,0,,,,,,
flow:token_differentiation:L2:s6,0.0,0.9998951665427992,28968,False,-10000,0,,,,,,
deriv:log_mobility:L5:sm,0.0,0.9138089216693693,200870,False,-10000,0,,,,,,
deriv:log_mobility:L12:s9,0.0,0.9138049471065713,202883,False,-10000,0,,,,,,
flow:action_consensus:L12:sm,0.0,0.9998923712503403,40498,False,-10000,0,,,,,,
flow:token_differentiation:L2:s3,0.0,0.9999007759960942,27140,False,-10000,0,,,,,,
flow:flow_speed:L12:s9,0.0,1.0,219236,False,-10000,0,,,,,,
flow:flow_speed:L12:sm,1.0,0.0,0,True,-10000,0,,,,,,
flow:mobility:L12:s0,0.0,0.9138089216693693,205059,False,-10000,0,,,,,,
flow:mobility:L12:s3,0.0,0.9138089216693693,205199,False,-10000,0,,,,,,
flow:mobility:L12:s6,0.0,0.9138089216693693,205240,False,-10000,0,,,,,,
flow:mobility:L12:s9,0.0,0.9138049471065713,205232,False,-10000,0,,,,,,
flow:mobility:L12:sm,0.0,0.9138057041661518,205187,False,-10000,0,,,,,,
flow:flow_speed:L12:s0,1.0,0.0,0,True,-10000,0,,,,,,
flow:action_consensus:L3:s0,0.0,0.9998948706544294,37788,False,-10000,0,,,,,,
flow:action_consensus:L3:s3,0.0,0.9998923565690756,39646,False,-10000,0,,,,,,
flow:action_consensus:L3:s6,0.0,0.9999274750048551,41750,False,-10000,0,,,,,,
flow:action_consensus:L3:sm,0.0,0.9999006269626475,36264,False,-10000,0,,,,,,
flow:conditional_effective_rank:L3:s0,0.0,1.0,196704,False,-10000,0,,,,,,
flow:conditional_effective_rank:L3:s3,0.0,0.9999951737451738,198675,False,-10000,0,,,,,,
flow:flow_speed:L3:s0,1.0,0.0,0,True,-10000,0,,,,,,
flow:flow_speed:L3:s3,0.0,1.0,216334,False,-10000,0,,,,,,
flow:flow_speed:L3:s6,0.0,1.0,218088,False,-10000,0,,,,,,
flow:flow_speed:L3:sm,1.0,0.0,0,True,-10000,0,,,,,,
flow:mobility:L3:s0,0.0,0.9138089216693693,203488,False,-10000,0,,,,,,
flow:mobility:L3:s3,0.0,0.9138089216693693,203614,False,-10000,0,,,,,,
flow:mobility:L15:s3,0.0,0.9138089216693693,205227,False,-10000,0,,,,,,
flow:mobility:L15:s6,0.0,0.9138089216693693,205212,False,-10000,0,,,,,,
flow:mobility:L15:s9,0.0,0.9138089216693693,204888,False,-10000,0,,,,,,
flow:conditional_energy:L2:sm,0.0,1.0,220488,False,-10000,0,,,,,,
chan:selected_mass:L2:-,0.0,0.9999760316467974,50901,False,-10000,0,,,,,,
chan:tie_margin:L2:-,0.0,0.9986801092550485,2391,False,-10000,0,,,,,,
flow:mobility:L3:sm,0.0,0.9138089216693693,204131,False,-10000,0,,,,,,
flow:mobility:L3:s6,0.0,0.9138089216693693,204208,False,-10000,0,,,,,,
flow:flow_speed:L5:s9,0.0,1.0,218643,False,-10000,0,,,,,,
flow:flow_speed:L5:sm,1.0,0.0,0,True,-10000,0,,,,,,
flow:flow_speed:L5:s3,0.0,1.0,216439,False,-10000,0,,,,,,
chan:hb_entropy_action:L2:-,0.0,0.9894992430323305,583,False,-10000,0,,,,,,
flow:mobility:L5:sm,0.0,0.9138089216693693,204359,False,-10000,0,,,,,,
flow:flow_speed:L13:s0,1.0,0.0,0,True,-10000,0,,,,,,
flow:flow_speed:L13:s9,0.0,1.0,219118,False,-10000,0,,,,,,
flow:flow_speed:L13:sm,1.0,0.0,0,True,-10000,0,,,,,,
