alarms,tp,fp,recall,precision,median_lead,tp_lead0,fp_lead0,recall_lead0,tp_lead2,fp_lead2,recall_lead2,tp_lead4,fp_lead4,recall_lead4,tp_lead8,fp_lead8,recall_lead8,tp_lead12,fp_lead12,recall_lead12,thr,excess_tp,family,k,q_min,K,M
247,241,6,0.4948665297741273,0.9757085020242915,4.0,241,6,0.4948665297741273,202,6,0.41478439425051333,134,5,0.2751540041067762,61,0,0.12525667351129363,21,0,0.043121149897330596,73.73319818032755,134,cusum,-1.25,4,,
224,218,6,0.44763860369609854,0.9732142857142857,4.0,218,6,0.44763860369609854,187,6,0.3839835728952772,119,4,0.24435318275154005,45,0,0.09240246406570841,16,0,0.03285420944558522,75.32660417711419,119,cusum,-1.25,4,,
204,198,6,0.406570841889117,0.9705882352941176,3.5,198,6,0.406570841889117,169,6,0.3470225872689938,99,4,0.2032854209445585,35,0,0.07186858316221766,12,0,0.024640657084188913,76.98393194456361,99,cusum,-1.25,4,,
185,179,6,0.3675564681724846,0.9675675675675676,3.0,179,6,0.3675564681724846,146,5,0.2997946611909651,78,2,0.1601642710472279,24,0,0.049281314168377825,10,0,0.02053388090349076,79.00204524993899,78,cusum,-1.25,4,,
168,162,6,0.3326488706365503,0.9642857142857143,3.0,162,6,0.3326488706365503,124,5,0.2546201232032854,64,2,0.13141683778234087,20,0,0.04106776180698152,8,0,0.01642710472279261,80.52380836693017,64,cusum,-1.25,4,,
152,148,4,0.30390143737166325,0.9736842105263158,3.0,148,4,0.30390143737166325,107,2,0.21971252566735114,50,2,0.1026694045174538,19,0,0.039014373716632446,7,0,0.014373716632443531,81.85936687160178,50,cusum,-1.25,4,,
138,135,3,0.27720739219712526,0.9782608695652174,2.0,135,3,0.27720739219712526,96,2,0.1971252566735113,46,2,0.0944558521560575,15,0,0.030800821355236138,6,0,0.012320328542094456,82.74887639226142,46,cusum,-1.25,4,,
126,124,2,0.2546201232032854,0.9841269841269841,2.0,124,2,0.2546201232032854,85,2,0.17453798767967146,40,1,0.08213552361396304,14,0,0.028747433264887063,5,0,0.01026694045174538,83.92648600088586,40,cusum,-1.25,4,,
114,112,2,0.2299794661190965,0.9824561403508771,2.0,112,2,0.2299794661190965,73,1,0.14989733059548255,33,0,0.06776180698151951,12,0,0.024640657084188913,5,0,0.01026694045174538,84.8966885674967,33,cusum,-1.25,4,,
103,102,1,0.20944558521560575,0.9902912621359223,2.0,102,1,0.20944558521560575,69,1,0.14168377823408623,30,0,0.061601642710472276,12,0,0.024640657084188913,4,0,0.008213552361396304,85.22094077600022,30,cusum,-1.25,4,,
94,93,1,0.19096509240246407,0.9893617021276596,2.0,93,1,0.19096509240246407,59,1,0.12114989733059549,28,0,0.057494866529774126,10,0,0.02053388090349076,4,0,0.008213552361396304,85.9473617945491,28,cusum,-1.25,4,,
85,84,1,0.17248459958932238,0.9882352941176471,2.0,84,1,0.17248459958932238,54,1,0.11088295687885011,26,0,0.053388090349075976,8,0,0.01642710472279261,3,0,0.006160164271047228,86.58566095764562,26,cusum,-1.25,4,,
77,76,1,0.15605749486652978,0.987012987012987,2.0,76,1,0.15605749486652978,47,1,0.09650924024640657,25,0,0.0513347022587269,7,0,0.014373716632443531,3,0,0.006160164271047228,87.22153665851893,25,cusum,-1.25,4,,
70,69,1,0.14168377823408623,0.9857142857142858,2.0,69,1,0.14168377823408623,38,1,0.07802874743326489,22,0,0.045174537987679675,6,0,0.012320328542094456,3,0,0.006160164271047228,88.11044569273253,22,cusum,-1.25,4,,
64,63,1,0.1293634496919918,0.984375,2.0,63,1,0.1293634496919918,35,0,0.07186858316221766,21,0,0.043121149897330596,6,0,0.012320328542094456,3,0,0.006160164271047228,88.82853527996997,21,cusum,-1.25,4,,
58,57,1,0.11704312114989733,0.9827586206896551,2.0,57,1,0.11704312114989733,29,0,0.059548254620123205,19,0,0.039014373716632446,6,0,0.012320328542094456,3,0,0.006160164271047228,89.71008375322499,19,cusum,-1.25,4,,
53,52,1,0.10677618069815195,0.9811320754716981,2.0,52,1,0.10677618069815195,29,0,0.059548254620123205,19,0,0.039014373716632446,6,0,0.012320328542094456,3,0,0.006160164271047228,90.04066105404408,19,cusum,-1.25,4,,
48,47,1,0.09650924024640657,0.9791666666666666,2.0,47,1,0.09650924024640657,28,0,0.057494866529774126,17,0,0.03490759753593429,6,0,0.012320328542094456,3,0,0.006160164271047228,90.5247428852803,17,cusum,-1.25,4,,
43,42,1,0.08624229979466119,0.9767441860465116,2.5,42,1,0.08624229979466119,28,0,0.057494866529774126,16,0,0.03285420944558522,6,0,0.012320328542094456,3,0,0.006160164271047228,90.72312972867802,16,cusum,-1.25,4,,
39,39,0,0.08008213552361396,1.0,3.0,39,0,0.08008213552361396,27,0,0.055441478439425054,15,0,0.030800821355236138,6,0,0.012320328542094456,3,0,0.006160164271047228,91.12238683700564,15,cusum,-1.25,4,,
36,36,0,0.07392197125256673,1.0,3.0,36,0,0.07392197125256673,25,0,0.0513347022587269,14,0,0.028747433264887063,6,0,0.012320328542094456,3,0,0.006160164271047228,91.50183642000768,14,cusum,-1.25,4,,
32,32,0,0.06570841889117043,1.0,3.0,32,0,0.06570841889117043,24,0,0.049281314168377825,14,0,0.028747433264887063,6,0,0.012320328542094456,3,0,0.006160164271047228,92.09819728542008,14,cusum,-1.25,4,,
29,29,0,0.059548254620123205,1.0,3.0,29,0,0.059548254620123205,23,0,0.04722792607802875,13,0,0.026694045174537988,5,0,0.01026694045174538,3,0,0.006160164271047228,92.69148066340267,13,cusum,-1.25,4,,
27,27,0,0.055441478439425054,1.0,3.0,27,0,0.055441478439425054,22,0,0.045174537987679675,11,0,0.022587268993839837,4,0,0.008213552361396304,3,0,0.006160164271047228,93.04246034003594,11,cusum,-1.25,4,,
24,24,0,0.049281314168377825,1.0,3.0,24,0,0.049281314168377825,19,0,0.039014373716632446,11,0,0.022587268993839837,4,0,0.008213552361396304,3,0,0.006160164271047228,93.68966024450435,11,cusum,-1.25,4,,
22,22,0,0.045174537987679675,1.0,3.0,22,0,0.045174537987679675,18,0,0.03696098562628337,9,0,0.018480492813141684,4,0,0.008213552361396304,3,0,0.006160164271047228,94.67395025511043,9,cusum,-1.25,4,,
20,20,0,0.04106776180698152,1.0,3.0,20,0,0.04106776180698152,18,0,0.03696098562628337,7,0,0.014373716632443531,4,0,0.008213552361396304,3,0,0.006160164271047228,95.34009080835288,7,cusum,-1.25,4,,
6000,418,5582,0.8583162217659137,0.06966666666666667,32.0,418,5582,0.8583162217659137,414,4077,0.8501026694045175,410,2253,0.8418891170431212,409,879,0.839835728952772,400,542,0.8213552361396304,21.388488150931693,-77,cusum,-1.25,6,,
5447,417,5030,0.8562628336755647,0.07655590233155865,31.0,417,5030,0.8562628336755647,414,3590,0.8501026694045175,410,1933,0.8418891170431212,409,791,0.839835728952772,393,516,0.8069815195071869,22.17210744432501,49,cusum,-1.25,6,,
4945,414,4531,0.8501026694045175,0.08372093023255814,31.0,414,4531,0.8501026694045175,414,3107,0.8501026694045175,410,1658,0.8418891170431212,409,739,0.839835728952772,386,488,0.7926078028747433,22.964585654155627,49,cusum,-1.25,6,,
4489,414,4075,0.8501026694045175,0.09222543996435732,30.0,414,4075,0.8501026694045175,410,2720,0.8418891170431212,410,1419,0.8418891170431212,409,684,0.839835728952772,385,469,0.7905544147843943,23.665430326332917,49,cusum,-1.25,6,,
4076,413,3663,0.8480492813141683,0.10132482826300294,29.0,413,3663,0.8480492813141683,410,2375,0.8418891170431212,409,1241,0.839835728952772,409,633,0.839835728952772,374,449,0.7679671457905544,24.333845416919605,48,cusum,-1.25,6,,
3700,412,3288,0.8459958932238193,0.11135135135135135,29.0,412,3288,0.8459958932238193,410,2104,0.8418891170431212,409,1112,0.839835728952772,409,599,0.839835728952772,365,429,0.7494866529774127,24.95111894607544,48,cusum,-1.25,6,,
3359,410,2949,0.8418891170431212,0.1220601369455195,29.0,410,2949,0.8418891170431212,410,1833,0.8418891170431212,409,1006,0.839835728952772,409,571,0.839835728952772,359,417,0.7371663244353183,25.56099611875173,48,cusum,-1.25,6,,
3050,410,2640,0.8418891170431212,0.13442622950819672,28.0,410,2640,0.8418891170431212,410,1640,0.8418891170431212,409,906,0.839835728952772,407,556,0.8357289527720739,352,405,0.7227926078028748,26.13005897161123,48,cusum,-1.25,6,,
2769,410,2359,0.8418891170431212,0.14806789454676778,28.0,410,2359,0.8418891170431212,409,1499,0.839835728952772,409,851,0.839835728952772,406,536,0.8336755646817249,343,396,0.704312114989733,26.641972164463354,48,cusum,-1.25,6,,
2514,410,2104,0.8418891170431212,0.16308671439936356,28.0,410,2104,0.8418891170431212,409,1340,0.839835728952772,409,787,0.839835728952772,405,517,0.8316221765913757,339,382,0.6960985626283368,27.22857983769597,48,cusum,-1.25,6,,
2282,409,1873,0.839835728952772,0.1792287467134093,27.0,409,1873,0.839835728952772,409,1162,0.839835728952772,409,741,0.839835728952772,404,495,0.8295687885010267,328,371,0.6735112936344969,27.842637963939353,48,cusum,-1.25,6,,
2072,409,1663,0.839835728952772,0.1973938223938224,27.0,409,1663,0.839835728952772,409,1030,0.839835728952772,409,691,0.839835728952772,403,479,0.8275154004106776,324,356,0.6652977412731006,28.40121467590332,48,cusum,-1.25,6,,
1881,409,1472,0.839835728952772,0.2174375332270069,27.0,409,1472,0.839835728952772,409,936,0.839835728952772,409,639,0.839835728952772,403,458,0.8275154004106776,313,338,0.6427104722792608,29.04003057054571,48,cusum,-1.25,6,,
1707,409,1298,0.839835728952772,0.239601640304628,26.0,409,1298,0.839835728952772,409,850,0.839835728952772,409,605,0.839835728952772,403,441,0.8275154004106776,306,328,0.6283367556468172,29.74504815449586,48,cusum,-1.25,6,,
1550,409,1141,0.839835728952772,0.26387096774193547,26.0,409,1141,0.839835728952772,409,783,0.839835728952772,409,577,0.839835728952772,401,427,0.8234086242299795,297,319,0.6098562628336756,30.357378154187593,48,cusum,-1.25,6,,
1407,409,998,0.839835728952772,0.2906894100923952,25.0,409,998,0.839835728952772,409,712,0.839835728952772,407,545,0.8357289527720739,401,410,0.8234086242299795,284,308,0.5831622176591376,31.037623712694323,46,cusum,-1.25,6,,
1278,409,869,0.839835728952772,0.32003129890453835,25.0,409,869,0.839835728952772,408,650,0.837782340862423,405,521,0.8316221765913757,399,391,0.8193018480492813,275,290,0.5646817248459959,31.80654893101872,44,cusum,-1.25,6,,
1160,409,751,0.839835728952772,0.35258620689655173,24.0,409,751,0.839835728952772,407,583,0.8357289527720739,405,488,0.8316221765913757,393,366,0.8069815195071869,267,261,0.5482546201232033,32.76619957588816,44,cusum,-1.25,6,,
1053,406,647,0.8336755646817249,0.3855650522317189,23.5,406,647,0.8336755646817249,405,530,0.8316221765913757,405,434,0.8316221765913757,389,333,0.7987679671457906,254,227,0.5215605749486653,33.8763325887113,44,cusum,-1.25,6,,
956,405,551,0.8316221765913757,0.4236401673640167,23.0,405,551,0.8316221765913757,405,471,0.8316221765913757,404,383,0.8295687885010267,380,296,0.7802874743326489,251,177,0.5154004106776181,35.1170602561332,43,cusum,-1.25,6,,
868,405,463,0.8316221765913757,0.4665898617511521,22.0,405,463,0.8316221765913757,405,399,0.8316221765913757,403,325,0.8275154004106776,377,256,0.7741273100616016,244,122,0.5010266940451745,36.640595258764336,181,cusum,-1.25,6,,
788,404,384,0.8295687885010267,0.5126903553299492,21.0,404,384,0.8295687885010267,403,335,0.8275154004106776,402,271,0.8254620123203286,360,218,0.7392197125256673,239,89,0.49075975359342916,38.274685392637494,180,cusum,-1.25,6,,
715,403,312,0.8275154004106776,0.5636363636363636,20.0,403,312,0.8275154004106776,402,283,0.8254620123203286,400,228,0.8213552361396304,348,166,0.7145790554414785,233,68,0.4784394250513347,39.9642301211486,178,cusum,-1.25,6,,
649,400,249,0.8213552361396304,0.6163328197226502,18.0,400,249,0.8213552361396304,400,203,0.8213552361396304,396,159,0.813141683778234,334,110,0.6858316221765913,230,44,0.4722792607802875,42.04546018162292,174,cusum,-1.25,6,,
590,400,190,0.8213552361396304,0.6779661016949152,17.0,400,190,0.8213552361396304,400,158,0.8213552361396304,395,122,0.811088295687885,324,87,0.6652977412731006,228,34,0.4681724845995893,43.44081094329421,173,cusum,-1.25,6,,
535,399,136,0.8193018480492813,0.7457943925233644,15.0,399,136,0.8193018480492813,396,110,0.813141683778234,390,89,0.8008213552361396,316,61,0.648870636550308,223,25,0.45790554414784396,45.18633570026707,168,cusum,-1.25,6,,
486,394,92,0.8090349075975359,0.8106995884773662,14.5,394,92,0.8090349075975359,391,80,0.8028747433264887,385,62,0.7905544147843943,295,51,0.6057494866529775,209,16,0.42915811088295686,46.95072943970964,163,cusum,-1.25,6,,
441,385,56,0.7905544147843943,0.873015873015873,12.0,385,56,0.7905544147843943,384,49,0.7885010266940452,372,40,0.7638603696098563,260,27,0.5338809034907598,194,9,0.39835728952772076,50.06998949901459,150,cusum,-1.25,6,,
400,369,31,0.757700205338809,0.9225,8.0,369,31,0.757700205338809,366,24,0.7515400410677618,340,19,0.6981519507186859,199,11,0.4086242299794661,165,6,0.33880903490759756,54.496127051276204,118,cusum,-1.25,6,,
364,346,18,0.7104722792607803,0.9505494505494505,7.0,346,18,0.7104722792607803,340,18,0.6981519507186859,295,15,0.6057494866529775,171,8,0.351129363449692,146,5,0.2997946611909651,58.84378468281545,295,cusum,-1.25,6,,
330,318,12,0.6529774127310062,0.9636363636363636,6.0,318,12,0.6529774127310062,302,11,0.6201232032854209,241,9,0.4948665297741273,147,7,0.30184804928131415,99,1,0.2032854209445585,63.63227595251959,241,cusum,-1.25,6,,
300,292,8,0.5995893223819302,0.9733333333333334,5.0,292,8,0.5995893223819302,270,8,0.5544147843942505,206,8,0.42299794661190965,114,4,0.23408624229979466,41,0,0.08418891170431211,68.13118687191522,206,cusum,-1.25,6,,
272,265,7,0.5441478439425051,0.9742647058823529,4.0,265,7,0.5441478439425051,225,7,0.4620123203285421,156,5,0.3203285420944558,82,2,0.16837782340862423,25,0,0.0513347022587269,71.78932527284358,156,cusum,-1.25,6,,
247,241,6,0.4948665297741273,0.9757085020242915,4.0,241,6,0.4948665297741273,202,6,0.41478439425051333,134,5,0.2751540041067762,61,0,0.12525667351129363,21,0,0.043121149897330596,73.73319818032755,134,cusum,-1.25,6,,
224,218,6,0.44763860369609854,0.9732142857142857,4.0,218,6,0.44763860369609854,187,6,0.3839835728952772,119,4,0.24435318275154005,45,0,0.09240246406570841,16,0,0.03285420944558522,75.32660417711419,119,cusum,-1.25,6,,
204,198,6,0.406570841889117,0.9705882352941176,3.5,198,6,0.406570841889117,169,6,0.3470225872689938,99,4,0.2032854209445585,35,0,0.07186858316221766,12,0,0.024640657084188913,76.98393194456361,99,cusum,-1.25,6,,
185,179,6,0.3675564681724846,0.9675675675675676,3.0,179,6,0.3675564681724846,146,5,0.2997946611909651,78,2,0.1601642710472279,24,0,0.049281314168377825,10,0,0.02053388090349076,79.00204524993899,78,cusum,-1.25,6,,
168,162,6,0.3326488706365503,0.9642857142857143,3.0,162,6,0.3326488706365503,124,5,0.2546201232032854,64,2,0.13141683778234087,20,0,0.04106776180698152,8,0,0.01642710472279261,80.52380836693017,64,cusum,-1.25,6,,
152,148,4,0.30390143737166325,0.9736842105263158,3.0,148,4,0.30390143737166325,107,2,0.21971252566735114,50,2,0.1026694045174538,19,0,0.039014373716632446,7,0,0.014373716632443531,81.85936687160178,50,cusum,-1.25,6,,
138,135,3,0.27720739219712526,0.9782608695652174,2.0,135,3,0.27720739219712526,96,2,0.1971252566735113,46,2,0.0944558521560575,15,0,0.030800821355236138,6,0,0.012320328542094456,82.74887639226142,46,cusum,-1.25,6,,
126,124,2,0.2546201232032854,0.9841269841269841,2.0,124,2,0.2546201232032854,85,2,0.17453798767967146,40,1,0.08213552361396304,14,0,0.028747433264887063,5,0,0.01026694045174538,83.92648600088586,40,cusum,-1.25,6,,
114,112,2,0.2299794661190965,0.9824561403508771,2.0,112,2,0.2299794661190965,73,1,0.14989733059548255,33,0,0.06776180698151951,12,0,0.024640657084188913,5,0,0.01026694045174538,84.8966885674967,33,cusum,-1.25,6,,
103,102,1,0.20944558521560575,0.9902912621359223,2.0,102,1,0.20944558521560575,69,1,0.14168377823408623,30,0,0.061601642710472276,12,0,0.024640657084188913,4,0,0.008213552361396304,85.22094077600022,30,cusum,-1.25,6,,
94,93,1,0.19096509240246407,0.9893617021276596,2.0,93,1,0.19096509240246407,59,1,0.12114989733059549,28,0,0.057494866529774126,10,0,0.02053388090349076,4,0,0.008213552361396304,85.9473617945491,28,cusum,-1.25,6,,
85,84,1,0.17248459958932238,0.9882352941176471,2.0,84,1,0.17248459958932238,54,1,0.11088295687885011,26,0,0.053388090349075976,8,0,0.01642710472279261,3,0,0.006160164271047228,86.58566095764562,26,cusum,-1.25,6,,
77,76,1,0.15605749486652978,0.987012987012987,2.0,76,1,0.15605749486652978,47,1,0.09650924024640657,25,0,0.0513347022587269,7,0,0.014373716632443531,3,0,0.006160164271047228,87.22153665851893,25,cusum,-1.25,6,,
70,69,1,0.14168377823408623,0.9857142857142858,2.0,69,1,0.14168377823408623,38,1,0.07802874743326489,22,0,0.045174537987679675,6,0,0.012320328542094456,3,0,0.006160164271047228,88.11044569273253,22,cusum,-1.25,6,,
64,63,1,0.1293634496919918,0.984375,2.0,63,1,0.1293634496919918,35,0,0.07186858316221766,21,0,0.043121149897330596,6,0,0.012320328542094456,3,0,0.006160164271047228,88.82853527996997,21,cusum,-1.25,6,,
58,57,1,0.11704312114989733,0.9827586206896551,2.0,57,1,0.11704312114989733,29,0,0.059548254620123205,19,0,0.039014373716632446,6,0,0.012320328542094456,3,0,0.006160164271047228,89.71008375322499,19,cusum,-1.25,6,,
53,52,1,0.10677618069815195,0.9811320754716981,2.0,52,1,0.10677618069815195,29,0,0.059548254620123205,19,0,0.039014373716632446,6,0,0.012320328542094456,3,0,0.006160164271047228,90.04066105404408,19,cusum,-1.25,6,,
48,47,1,0.09650924024640657,0.9791666666666666,2.0,47,1,0.09650924024640657,28,0,0.057494866529774126,17,0,0.03490759753593429,6,0,0.012320328542094456,3,0,0.006160164271047228,90.5247428852803,17,cusum,-1.25,6,,
43,42,1,0.08624229979466119,0.9767441860465116,2.5,42,1,0.08624229979466119,28,0,0.057494866529774126,16,0,0.03285420944558522,6,0,0.012320328542094456,3,0,0.006160164271047228,90.72312972867802,16,cusum,-1.25,6,,
39,39,0,0.08008213552361396,1.0,3.0,39,0,0.08008213552361396,27,0,0.055441478439425054,15,0,0.030800821355236138,6,0,0.012320328542094456,3,0,0.006160164271047228,91.12238683700564,15,cusum,-1.25,6,,
36,36,0,0.07392197125256673,1.0,3.0,36,0,0.07392197125256673,25,0,0.0513347022587269,14,0,0.028747433264887063,6,0,0.012320328542094456,3,0,0.006160164271047228,91.50183642000768,14,cusum,-1.25,6,,
32,32,0,0.06570841889117043,1.0,3.0,32,0,0.06570841889117043,24,0,0.049281314168377825,14,0,0.028747433264887063,6,0,0.012320328542094456,3,0,0.006160164271047228,92.09819728542008,14,cusum,-1.25,6,,
29,29,0,0.059548254620123205,1.0,3.0,29,0,0.059548254620123205,23,0,0.04722792607802875,13,0,0.026694045174537988,5,0,0.01026694045174538,3,0,0.006160164271047228,92.69148066340267,13,cusum,-1.25,6,,
27,27,0,0.055441478439425054,1.0,3.0,27,0,0.055441478439425054,22,0,0.045174537987679675,11,0,0.022587268993839837,4,0,0.008213552361396304,3,0,0.006160164271047228,93.04246034003594,11,cusum,-1.25,6,,
24,24,0,0.049281314168377825,1.0,3.0,24,0,0.049281314168377825,19,0,0.039014373716632446,11,0,0.022587268993839837,4,0,0.008213552361396304,3,0,0.006160164271047228,93.68966024450435,11,cusum,-1.25,6,,
22,22,0,0.045174537987679675,1.0,3.0,22,0,0.045174537987679675,18,0,0.03696098562628337,9,0,0.018480492813141684,4,0,0.008213552361396304,3,0,0.006160164271047228,94.67395025511043,9,cusum,-1.25,6,,
20,20,0,0.04106776180698152,1.0,3.0,20,0,0.04106776180698152,18,0,0.03696098562628337,7,0,0.014373716632443531,4,0,0.008213552361396304,3,0,0.006160164271047228,95.34009080835288,7,cusum,-1.25,6,,
6000,412,5588,0.8459958932238193,0.06866666666666667,30.0,412,5588,0.8459958932238193,410,4065,0.8418891170431212,409,2149,0.839835728952772,409,801,0.839835728952772,399,534,0.8193018480492813,17.9985071130701,-78,cusum,-1.0,0,,
5447,410,5037,0.8418891170431212,0.07527079126124472,29.5,410,5037,0.8418891170431212,410,3534,0.8418891170431212,409,1786,0.839835728952772,409,725,0.839835728952772,396,504,0.813141683778234,18.778899114969615,48,cusum,-1.0,0,,
4945,410,4535,0.8418891170431212,0.08291203235591507,29.0,410,4535,0.8418891170431212,410,3079,0.8418891170431212,409,1539,0.839835728952772,409,679,0.839835728952772,389,485,0.7987679671457906,19.453493493312113,48,cusum,-1.0,0,,
4489,410,4079,0.8418891170431212,0.0913343729115616,28.5,410,4079,0.8418891170431212,409,2679,0.839835728952772,409,1341,0.839835728952772,409,630,0.839835728952772,382,465,0.784394250513347,20.07904219434068,48,cusum,-1.0,0,,
4076,409,3667,0.839835728952772,0.10034347399411188,28.0,409,3667,0.839835728952772,409,2331,0.839835728952772,409,1169,0.839835728952772,409,602,0.839835728952772,377,444,0.7741273100616016,20.65453594877913,48,cusum,-1.0,0,,
3700,409,3291,0.839835728952772,0.11054054054054054,28.0,409,3291,0.839835728952772,409,2020,0.839835728952772,409,1040,0.839835728952772,408,565,0.837782340862423,370,428,0.7597535934291582,21.261300563812256,48,cusum,-1.0,0,,
3359,409,2950,0.839835728952772,0.12176242929443287,27.0,409,2950,0.839835728952772,409,1774,0.839835728952772,409,919,0.839835728952772,407,547,0.8357289527720739,364,413,0.7474332648870636,21.81024822041795,48,cusum,-1.0,0,,
3050,409,2641,0.839835728952772,0.13409836065573771,27.0,409,2641,0.839835728952772,409,1563,0.839835728952772,409,844,0.839835728952772,404,520,0.8295687885010267,355,399,0.728952772073922,22.373066554198395,48,cusum,-1.0,0,,
2769,409,2360,0.839835728952772,0.14770675334055616,27.0,409,2360,0.839835728952772,409,1410,0.839835728952772,409,787,0.839835728952772,404,504,0.8295687885010267,348,389,0.7145790554414785,22.876082102285853,48,cusum,-1.0,0,,
2514,409,2105,0.839835728952772,0.16268894192521877,26.0,409,2105,0.839835728952772,409,1271,0.839835728952772,409,734,0.839835728952772,404,487,0.8295687885010267,345,377,0.7084188911704312,23.36356329995233,48,cusum,-1.0,0,,
2282,409,1873,0.839835728952772,0.1792287467134093,26.0,409,1873,0.839835728952772,409,1166,0.839835728952772,409,690,0.839835728952772,404,478,0.8295687885010267,338,360,0.6940451745379876,23.854689225892763,48,cusum,-1.0,0,,
2072,409,1663,0.839835728952772,0.1973938223938224,25.0,409,1663,0.839835728952772,409,1045,0.839835728952772,409,644,0.839835728952772,404,456,0.8295687885010267,334,339,0.6858316221765913,24.42367809295654,48,cusum,-1.0,0,,
1881,409,1472,0.839835728952772,0.2174375332270069,25.0,409,1472,0.839835728952772,409,903,0.839835728952772,408,599,0.837782340862423,402,438,0.8254620123203286,325,317,0.6673511293634496,25.08152372953054,47,cusum,-1.0,0,,
1707,409,1298,0.839835728952772,0.239601640304628,24.0,409,1298,0.839835728952772,409,801,0.839835728952772,408,559,0.837782340862423,402,419,0.8254620123203286,319,301,0.6550308008213552,25.65995344381075,47,cusum,-1.0,0,,
1550,409,1141,0.839835728952772,0.26387096774193547,24.0,409,1141,0.839835728952772,408,715,0.837782340862423,406,516,0.8336755646817249,401,391,0.8234086242299795,309,273,0.6344969199178645,26.307543387284152,45,cusum,-1.0,0,,
1407,408,999,0.837782340862423,0.2899786780383795,23.0,408,999,0.837782340862423,406,647,0.8336755646817249,406,479,0.8336755646817249,398,365,0.8172484599589322,304,247,0.6242299794661191,26.908463696531346,45,cusum,-1.0,0,,
1278,406,872,0.8336755646817249,0.31768388106416273,23.0,406,872,0.8336755646817249,406,590,0.8336755646817249,406,447,0.8336755646817249,397,340,0.8151950718685832,296,216,0.6078028747433265,27.491562556447203,45,cusum,-1.0,0,,
1160,406,754,0.8336755646817249,0.35,22.0,406,754,0.8336755646817249,406,534,0.8336755646817249,405,405,0.8316221765913757,395,313,0.811088295687885,283,191,0.5811088295687885,28.160349309766627,44,cusum,-1.0,0,,
1053,406,647,0.8336755646817249,0.3855650522317189,22.0,406,647,0.8336755646817249,405,474,0.8316221765913757,404,372,0.8295687885010267,388,291,0.7967145790554415,276,159,0.5667351129363449,28.858119327699818,80,cusum,-1.0,0,,
956,405,551,0.8316221765913757,0.4236401673640167,21.0,405,551,0.8316221765913757,405,405,0.8316221765913757,403,327,0.8275154004106776,383,253,0.7864476386036962,266,131,0.5462012320328542,29.756041182956178,181,cusum,-1.0,0,,
868,405,463,0.8316221765913757,0.4665898617511521,21.0,405,463,0.8316221765913757,405,355,0.8316221765913757,403,287,0.8275154004106776,382,225,0.784394250513347,260,100,0.5338809034907598,30.613101615905766,181,cusum,-1.0,0,,
788,405,383,0.8316221765913757,0.5139593908629442,20.0,405,383,0.8316221765913757,404,307,0.8295687885010267,403,256,0.8275154004106776,378,194,0.7761806981519507,253,81,0.5195071868583162,31.59722134719024,181,cusum,-1.0,0,,
715,403,312,0.8275154004106776,0.5636363636363636,19.0,403,312,0.8275154004106776,402,265,0.8254620123203286,400,213,0.8213552361396304,370,153,0.7597535934291582,248,67,0.5092402464065708,32.66704378514677,178,cusum,-1.0,0,,
649,400,249,0.8213552361396304,0.6163328197226502,17.0,400,249,0.8213552361396304,400,199,0.8213552361396304,400,157,0.8213552361396304,360,116,0.7392197125256673,240,54,0.4928131416837782,34.06234741262489,178,cusum,-1.0,0,,
590,399,191,0.8193018480492813,0.676271186440678,16.0,399,191,0.8193018480492813,399,148,0.8193018480492813,395,116,0.811088295687885,352,92,0.7227926078028748,233,40,0.4784394250513347,35.28248299521369,173,cusum,-1.0,0,,
535,397,138,0.8151950718685832,0.7420560747663552,16.0,397,138,0.8151950718685832,397,121,0.8151950718685832,393,107,0.8069815195071869,341,82,0.7002053388090349,222,36,0.45585215605749485,36.24184288076455,171,cusum,-1.0,0,,
486,395,91,0.811088295687885,0.8127572016460906,13.0,395,91,0.811088295687885,392,80,0.8049281314168378,387,68,0.7946611909650924,323,57,0.6632443531827515,208,23,0.4271047227926078,38.239477836505806,165,cusum,-1.0,0,,
441,384,57,0.7885010266940452,0.8707482993197279,11.0,384,57,0.7885010266940452,382,52,0.784394250513347,378,46,0.7761806981519507,300,31,0.6160164271047228,189,13,0.38809034907597534,40.65532922048826,156,cusum,-1.0,0,,
400,365,35,0.7494866529774127,0.9125,9.0,365,35,0.7494866529774127,362,31,0.7433264887063655,349,20,0.7166324435318275,238,13,0.4887063655030801,168,8,0.34496919917864477,44.50745422775691,127,cusum,-1.0,0,,
364,342,22,0.702258726899384,0.9395604395604396,8.0,342,22,0.702258726899384,342,19,0.702258726899384,321,17,0.6591375770020534,193,11,0.39630390143737165,153,6,0.3141683778234086,47.726502489657776,321,cusum,-1.0,0,,
330,316,14,0.648870636550308,0.9575757575757575,7.0,316,14,0.648870636550308,310,12,0.6365503080082136,272,10,0.5585215605749486,144,8,0.29568788501026694,99,2,0.2032854209445585,53.486852290179186,272,cusum,-1.0,0,,
300,292,8,0.5995893223819302,0.9733333333333334,5.0,292,8,0.5995893223819302,270,8,0.5544147843942505,208,8,0.4271047227926078,101,4,0.20739219712525667,35,0,0.07186858316221766,59.00872807889371,208,cusum,-1.0,0,,
272,265,7,0.5441478439425051,0.9742647058823529,5.0,265,7,0.5441478439425051,244,7,0.5010266940451745,171,6,0.351129363449692,68,2,0.13963039014373715,24,0,0.049281314168377825,62.127868553367676,171,cusum,-1.0,0,,
