ci,arm_i,win_tp,win_fp,win_excess,win_sign,win_k,win_thr,win_lead,v7dev_tp,v7dev_fp,v7dev_excess,v7dev_sign,v7dev_k,v7dev_thr,v7dev_lead,v7ext_tp,v7ext_fp,v7ext_excess,v7ext_sign,v7ext_k,v7ext_thr,v7ext_lead,fp80_tp,fp80_fp,fp80_excess,fp80_sign,fp80_k,fp80_thr,fp80_lead,channel,arm
379,1,229,305,7,-1,0.0,9.666854203713916,12.5,165,34,-57,-1,0.0,15.992102907026133,10.0,175,42,-47,-1,0.0,15.027265191464819,10.0,193,76,-29,-1,0.0,13.337164175510436,10.0,flow:token_entropy:L14:s3,self
155,0,229,299,7,-1,0.0,11.41769455162255,15.0,179,33,-43,-1,0.0,14.664500342188655,10.0,188,50,-34,-1,0.0,14.191582658999708,11.0,196,71,-26,-1,0.0,13.834094054763373,12.0,flow:conditional_effective_rank:L4:sm,raw
5,0,229,314,7,-1,1.5,0.15927589120091606,13.0,165,34,-57,-1,1.5,0.4446316926865961,10.0,172,50,-50,-1,1.5,0.40217074036598227,11.0,179,73,-43,-1,1.5,0.37038905420818724,11.0,flow:token_differentiation:L2:s0,raw
101,1,229,292,7,-1,0.0,8.728510374636265,10.0,143,33,-79,-1,0.25,10.206480803618554,7.0,155,44,-67,-1,0.0,14.185260800026569,8.0,180,75,-42,-1,0.0,12.140915801396245,8.0,flow:mobility:L3:s9,self
287,1,228,314,6,-1,0.0,11.278599426166432,11.0,117,29,-105,-1,0.25,14.867572221240474,7.0,130,52,-92,-1,0.25,13.36809938533886,8.0,145,74,-77,-1,0.25,12.062646738000804,9.0,flow:mobility:L12:s0,self
265,1,228,286,6,1,0.0,8.754598382292569,9.0,106,36,-116,1,0.5,7.228912606078218,6.0,131,51,-91,1,0.0,13.656056011045294,7.0,160,74,-62,1,0.0,11.934281343253861,8.5,flow:action_consensus:L12:s9,self
308,1,228,286,6,1,0.0,8.754153680543643,9.0,106,36,-116,1,0.5,7.228601778971176,6.0,131,51,-91,1,0.0,13.656267996092094,7.0,160,74,-62,1,0.0,11.933838842237298,8.5,hb:action_consensus:L12:-,self
429,1,228,309,6,1,0.0,10.322489541736811,11.0,145,37,-77,1,0.0,16.634043149690367,9.0,162,48,-60,1,0.0,15.728562563947756,9.0,178,80,-44,1,0.25,10.168913448179106,10.0,chan:selected_mass:L14:-,self
260,1,228,292,6,-1,0.0,8.742199340124392,9.0,107,32,-115,1,0.0,12.355069847364677,10.0,134,49,-88,-1,0.0,13.636836777506646,7.0,160,75,-62,-1,0.0,11.918607302485283,8.5,flow:token_differentiation:L12:s9,self
516,0,227,278,5,1,0.0,8.099940770381204,13.0,176,37,-46,-1,0.0,20.139072077983144,13.0,182,54,-40,-1,0.0,19.32617116928101,15.0,186,80,-36,-1,0.0,18.89199188438622,16.0,deriv:log_mobility:L5:s9,raw
538,0,227,278,5,1,0.0,8.02635426779051,11.0,131,31,-91,1,0.0,10.953935661831418,8.0,154,51,-68,1,0.0,10.412505895253778,9.0,174,77,-48,1,0.0,9.914371352066865,10.0,deriv:log_state_mobility:back:s9,raw
246,0,227,305,5,1,0.0,10.37514724641233,16.0,177,37,-45,1,0.0,13.418554333093994,15.0,177,37,-45,1,0.0,13.418554333093994,15.0,192,78,-30,1,0.0,12.267371936488797,15.0,hb:state_action_alignment:L5:-,raw
207,0,227,305,5,1,0.0,10.375141030002286,16.0,177,37,-45,1,0.0,13.418553496695843,15.0,177,37,-45,1,0.0,13.418553496695843,15.0,192,78,-30,1,0.0,12.267368121791531,15.0,flow:state_action_alignment:L5:s9,raw
491,0,227,319,5,1,0.0,12.039517178535466,14.0,205,36,-17,1,0.0,18.371098479193613,10.0,214,53,-8,1,0.0,17.305881676673923,11.0,221,80,-1,1,0.0,15.165055645349861,12.0,chan:tie_margin:L15:-,raw
206,0,227,310,5,1,0.0,10.330950144561562,17.0,165,31,-57,1,0.0,14.000826237008374,14.0,184,51,-38,1,0.0,12.954922488315706,15.0,188,63,-34,1,0.0,12.572035745672277,15.0,flow:state_action_alignment:L5:s6,raw
262,0,226,286,4,1,0.0,15.882389351097341,29.0,176,37,-46,-1,0.0,16.795675721039647,10.0,181,52,-41,-1,0.0,15.940142093220276,10.5,183,64,-39,-1,0.0,15.520933470854887,11.0,flow:action_consensus:L12:s0,raw
263,0,226,285,4,1,0.0,16.22794137078364,30.0,158,36,-64,-1,0.0,17.360339340519257,10.0,167,54,-55,-1,0.0,16.524597042186855,10.5,168,66,-54,-1,0.0,16.085549993772766,11.0,flow:action_consensus:L12:s3,raw
318,1,226,256,4,-1,0.0,9.716516192668193,12.0,160,33,-62,-1,0.0,15.032365308710062,9.0,176,54,-46,-1,0.0,13.285654074436925,9.0,190,63,-32,-1,0.0,12.600103049278296,10.0,flow:token_entropy:L13:s9,self
208,0,226,318,4,1,0.0,10.338351488306717,17.0,166,31,-56,1,0.0,13.99483878676955,15.0,184,53,-38,1,0.0,13.004903003460667,15.0,188,63,-34,1,0.0,12.633174180211247,15.0,flow:state_action_alignment:L5:sm,raw
474,1,226,281,4,1,0.0,9.21522639455022,17.0,144,38,-78,1,0.0,16.122160757039033,13.0,152,49,-70,1,0.0,14.94754384788306,14.0,167,64,-55,1,0.0,13.722251768369917,15.0,flow:flow_speed:L15:s9,self
278,0,226,310,4,-1,0.0,11.736119609523463,30.0,90,31,-132,-1,0.0,22.205752099526883,18.0,105,50,-117,-1,0.0,20.988506657368426,19.0,111,65,-111,-1,0.0,20.420762577959,20.0,flow:conditional_effective_rank:L12:s3,raw
277,0,226,288,4,-1,0.0,11.57174478273134,28.0,99,33,-123,-1,0.0,20.17788077328656,17.0,107,51,-115,-1,0.25,11.943261958457327,18.0,120,76,-102,-1,0.0,18.5387303983843,19.0,flow:conditional_effective_rank:L12:s0,raw
306,0,226,289,4,1,0.0,9.89104368918651,12.0,203,38,-19,1,0.0,12.742694962991251,10.0,206,50,-16,1,0.0,12.197379269213291,10.0,214,74,-8,1,0.0,11.676368928600002,10.0,hb:flow_settling_log_ratio:L12:-,raw
38,0,226,307,4,-1,0.0,15.92876752511875,23.0,164,34,-58,-1,0.0,20.590277313541716,10.0,164,34,-58,-1,0.0,20.590277313541716,10.0,186,70,-36,-1,0.0,19.166899685215306,12.0,flow:mobility:L2:s9,raw
365,1,226,301,4,1,0.0,9.701272705310105,11.0,157,35,-65,1,0.0,14.756653613915335,9.0,162,49,-60,1,0.0,13.971867675523495,9.0,173,67,-49,1,0.0,13.322801955455068,10.0,chan:tie_margin:L13:-,self
368,0,225,280,3,1,0.0,14.213505303537524,13.0,203,33,-19,1,0.0,20.812269205144922,10.0,215,53,-7,1,0.0,17.958924300735063,11.0,218,73,-4,1,0.0,17.102727924553122,11.0,hb:flow_path:L13:-,raw
258,0,225,284,3,-1,0.0,16.244123590830217,30.0,158,37,-64,1,0.0,17.378147887152593,10.0,166,53,-56,1,0.0,16.535286001256996,10.5,169,66,-53,1,0.0,16.086772444441518,11.0,flow:token_differentiation:L12:s3,raw
328,1,225,317,3,1,0.0,8.976388437425769,21.0,131,37,-91,-1,0.0,12.0160156193295,9.0,139,53,-83,-1,0.0,11.178903367068317,10.0,154,76,-68,-1,0.0,10.328349052635401,10.0,flow:action_consensus:L13:s9,self
371,1,225,317,3,1,0.0,8.975365249272938,21.0,131,37,-91,-1,0.0,12.014853179003737,9.0,139,53,-83,-1,0.0,11.17880136418987,10.0,154,76,-68,-1,0.0,10.328325595340216,10.0,hb:action_consensus:L13:-,self
254,1,225,281,3,-1,0.0,9.686036562532992,12.0,162,34,-60,-1,0.0,15.042249439986978,11.0,173,52,-49,-1,0.0,13.77935624406146,11.0,178,66,-44,-1,0.0,13.09757866408374,11.0,flow:token_entropy:L12:s6,self
392,1,225,298,3,1,0.0,9.258568551089308,18.0,105,34,-117,1,0.5,6.8449971208701,10.0,120,53,-102,1,0.5,6.27425689052891,9.0,128,74,-94,-1,0.0,12.206707232707258,12.0,flow:action_consensus:L14:sm,self
428,0,225,320,3,-1,0.0,14.506628638602585,28.0,182,35,-40,1,0.0,17.956099963188194,10.0,189,52,-33,1,0.0,16.89696057603166,10.0,193,78,-29,1,0.0,15.939790012514269,11.0,chan:tie_margin:L14:-,raw
153,0,225,282,3,-1,0.0,11.366848596108927,15.0,176,31,-46,-1,0.0,14.473582735577143,10.0,181,47,-41,-1,0.0,14.067808863794484,11.0,191,65,-31,-1,0.0,13.807517532657922,11.0,flow:conditional_effective_rank:L4:s6,raw
387,1,225,302,3,-1,0.0,9.256068501085842,18.0,105,34,-117,-1,0.5,6.857653019073833,10.0,117,53,-105,1,0.0,13.572381273604737,11.0,128,72,-94,1,0.0,12.249905539525527,12.0,flow:token_differentiation:L14:sm,self
247,0,224,274,2,-1,0.0,11.062604282288937,17.0,163,32,-59,-1,0.0,14.664301651232948,15.0,174,45,-48,-1,0.0,14.03516325177372,15.0,187,72,-35,-1,0.0,13.146972882812085,15.0,hb:conditional_energy:L5:-,raw
494,1,224,315,2,1,0.0,9.283737004254316,15.0,125,35,-97,1,0.5,13.442835341273122,12.5,143,53,-79,1,0.0,18.33170372473225,13.0,155,72,-67,1,0.0,16.12623482265987,14.0,hb:flow_path:L15:-,self
499,0,224,299,2,1,0.0,12.720201913988268,11.0,192,26,-30,1,0.0,17.050063336346582,8.0,195,40,-27,1,0.0,16.380945394361344,8.0,202,78,-20,1,0.0,15.393878231048586,9.0,hb:conditional_energy:L15:-,raw
323,1,224,316,2,-1,0.0,8.96535373739294,22.0,130,37,-92,1,0.0,12.033646247966862,9.0,139,52,-83,1,0.0,11.14796907192952,10.0,153,76,-69,1,0.0,10.294529293163404,10.0,flow:token_differentiation:L13:s9,self
261,0,224,284,2,-1,0.0,16.677530775327956,29.0,157,31,-65,1,0.0,17.170183238467654,10.0,166,54,-56,1,0.0,15.954717440218545,10.0,178,77,-44,1,0.0,15.024418530013111,11.0,flow:token_differentiation:L12:sm,raw
266,0,224,283,2,1,0.0,16.68115894008329,29.0,157,31,-65,-1,0.0,17.177054976385993,10.0,166,54,-56,-1,0.0,15.936026590708144,10.0,178,76,-44,-1,0.0,15.010233247924496,11.0,flow:action_consensus:L12:sm,raw
243,1,224,268,2,1,0.0,12.374918731483255,17.0,90,37,-132,1,0.0,21.11659705703323,12.0,107,52,-115,1,0.0,19.665419671342175,12.0,117,67,-105,1,0.0,18.773343674298875,13.0,hb:flow_settling_log_ratio:L5:-,self
212,0,224,274,2,-1,0.0,11.062605235963254,17.0,163,32,-59,-1,0.0,14.664301666053563,15.0,174,45,-48,-1,0.0,14.035164171940561,15.0,187,72,-35,-1,0.0,13.146973857879635,15.0,flow:conditional_energy:L5:s9,raw
459,0,224,302,2,-1,0.0,12.718992515770164,11.0,191,26,-31,-1,0.0,17.09951749389235,8.0,195,43,-27,-1,0.0,16.408304635125244,8.0,197,64,-25,-1,0.0,15.815603931207923,8.0,flow:state_action_alignment:L15:s9,raw
464,0,224,299,2,1,0.0,12.720194390786661,11.0,192,26,-30,1,0.0,17.0500746092925,8.0,195,40,-27,1,0.0,16.380926660073772,8.0,202,78,-20,1,0.0,15.393881464004517,9.0,flow:conditional_energy:L15:s9,raw
380,1,224,252,2,-1,0.0,10.79225448750161,12.0,172,38,-50,-1,0.0,15.696279888153077,10.0,175,51,-47,-1,0.0,14.639461291802904,10.0,186,65,-36,-1,0.0,14.041753437519077,10.0,flow:token_entropy:L14:s6,self
498,0,224,302,2,-1,0.0,12.719028170817607,11.0,191,26,-31,-1,0.0,17.09953288104082,8.0,195,43,-27,-1,0.0,16.408269236796617,8.0,197,64,-25,-1,0.0,15.815617227876515,8.0,hb:state_action_alignment:L15:-,raw
198,0,224,271,2,1,0.0,10.983066159970058,13.0,192,34,-30,1,0.0,15.364188466974209,10.0,202,54,-20,1,0.0,14.031494617462158,11.0,208,69,-14,1,0.0,13.25848793036229,11.0,flow:token_differentiation:L5:sm,raw
203,0,223,278,1,-1,0.0,11.158200864534122,13.0,194,37,-28,-1,0.0,15.315335507328449,10.0,203,52,-19,-1,0.0,14.212098364958894,11.0,209,78,-13,-1,0.0,13.168627031687148,12.0,flow:action_consensus:L5:sm,raw
240,0,223,302,1,1,0.0,11.952597025342891,14.0,196,36,-26,1,0.0,18.77979448189612,10.0,207,50,-15,1,0.0,16.65128888954988,11.0,211,78,-11,1,0.0,15.190413188418827,12.0,chan:selected_mass:L5:-,raw
213,0,223,278,1,-1,0.0,11.039839341382724,17.0,163,32,-59,-1,0.0,14.627551802428991,15.0,169,44,-53,-1,0.0,14.162839350829246,15.0,184,72,-38,-1,0.0,13.205507333858586,15.0,flow:conditional_energy:L5:sm,raw
264,0,223,289,1,1,0.0,16.248067266103423,30.0,161,36,-61,-1,0.0,17.194720820865115,10.0,164,51,-58,-1,0.0,16.31843688539557,10.0,173,78,-49,-1,0.0,15.369010194572242,11.0,flow:action_consensus:L12:s6,raw
259,0,223,289,1,-1,0.0,16.273311008762697,30.0,161,38,-61,1,0.0,17.16732967273609,10.0,164,52,-58,1,0.0,16.3281274483655,10.0,173,79,-49,1,0.0,15.378126868686161,11.0,flow:token_differentiation:L12:s6,raw
185,0,223,308,1,-1,0.0,10.386114181312358,15.0,137,31,-85,-1,0.0,14.542080259645301,11.0,144,41,-78,-1,0.0,14.031793864997645,11.0,162,71,-60,-1,0.0,13.315892447780927,12.0,hb:conditional_effective_rank:L4:-,raw
472,0,223,275,1,1,0.0,15.584269640896771,12.0,202,33,-20,1,0.0,21.41718297030474,10.0,205,44,-17,1,0.0,20.13671898841858,10.0,211,79,-11,1,0.0,18.555185295311183,11.0,flow:flow_speed:L15:s3,raw
154,0,223,308,1,-1,0.0,10.386122330330517,15.0,137,31,-85,-1,0.0,14.542064399139294,11.0,144,41,-78,-1,0.0,14.03182923020542,11.0,162,71,-60,-1,0.0,13.315910258422036,12.0,flow:conditional_effective_rank:L4:s9,raw
256,0,222,312,0,1,0.0,14.65586957364469,30.0,187,34,-35,-1,0.0,18.908685985255886,11.0,191,54,-31,-1,0.0,17.540231484593573,11.0,195,76,-27,-1,0.0,16.521567999350058,12.0,flow:token_entropy:L12:sm,raw
0,0,222,182,0,1,0.0,16.192137083105138,14.0,185,32,-37,1,0.0,19.1004260439486,11.0,192,48,-30,1,0.0,18.2423310892002,12.0,204,74,-18,1,0.0,17.413466996888857,12.0,flow:token_entropy:L2:s0,raw
112,0,222,311,0,-1,0.25,0.32113027572631836,24.0,222,26,0,-1,0.5,0.00673675537109375,14.0,222,26,0,-1,0.5,0.00673675537109375,14.0,222,26,0,-1,0.5,0.00673675537109375,14.0,chan:set_dwell:L3:-,raw
255,0,222,311,0,1,0.0,14.899903846946922,29.0,197,31,-25,-1,0.0,17.28598809268023,11.0,200,47,-22,-1,0.0,16.378893094449435,11.0,204,71,-18,-1,0.0,15.498880607630756,11.0,flow:token_entropy:L12:s9,raw
210,0,222,289,0,-1,0.0,11.03118053835792,17.0,163,35,-59,-1,0.0,14.582221903027705,15.0,169,43,-53,-1,0.0,14.194170639965982,15.0,183,69,-39,-1,0.0,13.273176518517564,15.0,flow:conditional_energy:L5:s3,raw
211,0,222,271,0,-1,0.0,11.016276961854988,16.5,163,32,-59,-1,0.0,14.571703546111642,15.0,170,44,-52,-1,0.0,14.098226460895013,15.0,187,74,-35,-1,0.0,13.143458218703392,15.0,flow:conditional_energy:L5:s6,raw
172,0,222,310,0,-1,0.0,13.842022993757919,13.5,73,36,-149,1,0.0,10.549725287025037,8.0,87,53,-135,1,0.0,9.801691686527148,9.0,107,76,-115,-1,0.0,19.582584231608614,10.0,chan:query_hard_churn_d9:L4:-,raw
193,0,222,292,0,-1,0.0,11.98577383402232,14.0,173,28,-49,-1,0.0,19.770400524139397,10.0,182,47,-40,-1,0.0,18.056937982971633,11.0,197,77,-25,-1,0.0,15.881376893520358,12.0,flow:token_entropy:L5:sm,raw
426,0,222,299,0,-1,0.0,7.767507447423163,9.0,117,33,-105,-1,0.0,10.691220983299049,6.0,129,47,-93,-1,0.0,10.380619201402403,6.0,139,66,-83,-1,0.0,9.876208551832148,7.0,chan:denoise_hard_churn:L14:-,raw
437,0,222,261,0,-1,0.0,12.385100136834222,24.0,92,34,-130,-1,0.0,20.71707943787446,9.0,97,51,-125,-1,0.0,20.025740906998916,10.0,115,72,-107,-1,0.0,18.845778100555005,11.0,hb:conditional_effective_rank:L14:-,raw
442,0,222,288,0,-1,0.0,12.696964582623659,13.0,199,38,-23,-1,0.0,18.872744607152143,10.5,201,49,-21,-1,0.0,18.10472136213974,11.0,209,68,-13,-1,0.0,16.68393255233765,12.0,flow:token_entropy:L15:s3,raw
444,0,222,289,0,-1,0.0,11.729767434403705,13.0,181,37,-41,-1,0.0,16.932569051175506,10.0,187,54,-35,-1,0.0,15.530295058585505,10.0,199,80,-23,-1,0.0,14.564795640481483,11.0,flow:token_entropy:L15:s9,raw
406,0,222,261,0,-1,0.0,12.385075957324053,24.0,92,34,-130,-1,0.0,20.71717935935871,9.0,97,51,-125,-1,0.0,20.025760328447497,10.0,115,72,-107,-1,0.0,18.845746120246677,11.0,flow:conditional_effective_rank:L14:s9,raw
407,0,222,273,0,-1,0.0,12.91312703725454,26.0,90,34,-132,-1,0.0,22.728541545739045,8.5,103,52,-119,-1,0.0,21.656683930061952,9.0,130,76,-92,-1,0.25,12.282500663963521,9.0,flow:conditional_effective_rank:L14:sm,raw
366,0,222,317,0,1,0.0,13.132653231878542,13.0,199,34,-23,1,0.0,19.023632858250597,10.0,203,54,-19,1,0.0,17.61186025567957,11.0,213,77,-9,1,0.0,15.928364272246494,12.0,chan:selected_mass:L13:-,raw
250,0,222,296,0,-1,0.0,8.867768294875686,18.5,134,33,-88,-1,0.0,12.42352076156718,15.0,148,47,-74,-1,0.0,11.858251241735502,16.0,154,63,-68,-1,0.0,11.483683395256872,16.0,hb:conditional_query_d1:L5:-,raw
227,0,222,281,0,-1,0.0,14.598301118386768,23.0,186,35,-36,-1,0.0,18.12773123045226,16.0,190,48,-32,-1,0.0,17.63929637341886,17.0,195,66,-27,-1,0.0,17.268292807501716,19.0,flow:mobility:L5:s9,raw
281,0,222,320,0,-1,0.0,11.90879200445639,30.0,98,36,-124,-1,0.0,21.739080721752067,19.0,106,49,-116,-1,0.0,21.050187337720708,20.0,119,73,-103,1,0.0,13.387820144859523,7.0,flow:conditional_effective_rank:L12:sm,raw
241,0,222,292,0,-1,0.0,12.003406133522864,14.0,171,29,-51,-1,0.0,19.868827956431616,9.0,181,49,-41,-1,0.0,18.031420499183056,11.0,197,77,-25,-1,0.0,15.883746936321272,12.0,chan:hb_entropy_action:L5:-,raw
243,0,222,312,0,1,0.0,11.582893829087954,11.0,150,34,-72,1,0.0,16.95926999530272,8.0,163,45,-59,1,0.0,15.881538071503508,8.0,182,70,-40,1,0.0,14.653187463090218,9.0,hb:flow_settling_log_ratio:L5:-,raw
517,1,222,306,0,-1,0.0,11.455226508475638,12.0,88,36,-134,-1,0.0,25.60827673009924,7.5,97,42,-125,-1,0.0,24.878092874063025,8.0,109,68,-113,-1,0.0,22.47262271674903,8.0,deriv:log_state_mobility:L5:s9,self
519,1,222,306,0,-1,0.0,11.454759451376425,12.0,89,36,-133,-1,0.0,25.61056436268059,7.5,94,42,-128,-1,0.0,24.88062482782312,8.0,110,69,-112,-1,0.0,22.46953462652257,8.0,deriv:log_state_mobility:L5:sm,self
6,0,222,307,0,-1,1.5,0.16841744216712745,14.0,151,37,-71,1,0.0,19.001219747388685,11.0,151,51,-71,1,0.0,18.209282299634573,11.0,151,75,-71,1,0.0,17.743601602090376,12.0,flow:token_differentiation:L2:s3,raw
254,0,221,312,-1,1,0.0,14.417614081099227,30.0,186,38,-36,-1,0.0,19.29757475775642,11.0,188,52,-34,-1,0.0,18.41038465345228,11.0,192,73,-30,-1,0.0,16.89631316107674,12.0,flow:token_entropy:L12:s6,raw
315,1,221,254,-1,-1,0.0,8.861641071938184,12.0,151,32,-71,-1,0.0,16.077923331389545,9.0,168,49,-54,-1,0.0,13.782705899315916,9.0,180,67,-42,-1,0.0,12.621032240390779,10.0,flow:token_entropy:L13:s0,self
405,0,221,277,-1,-1,0.0,12.93134439262184,27.0,91,37,-131,-1,0.0,23.405772437920444,9.0,94,45,-128,-1,0.0,22.795724018200023,10.0,107,64,-115,-1,0.25,13.54028546945467,8.0,flow:conditional_effective_rank:L14:s6,raw
335,0,221,313,-1,1,0.0,11.760505569947734,11.0,176,28,-46,1,0.0,15.750063139425743,9.0,178,42,-44,1,0.0,15.314726776432348,9.0,190,80,-32,1,0.0,14.337745110988617,9.0,flow:conditional_energy:L13:s0,raw
2,1,221,295,-1,-1,0.0,11.500276752678115,12.0,112,28,-110,-1,0.0,20.410569951340953,8.5,133,50,-89,-1,0.0,17.682152516133076,9.0,162,77,-60,-1,0.0,15.299601198660358,9.0,flow:token_entropy:L2:s6,self
186,0,221,296,-1,-1,0.0,9.947075003546638,15.5,129,28,-93,-1,0.0,15.052229474041905,11.0,138,40,-84,-1,0.0,14.415646613868462,12.0,152,74,-70,-1,0.0,13.452508110613435,13.0,hb:partial_edge_std:L4:-,raw
336,0,220,306,-2,1,0.0,11.828189727422354,11.0,175,27,-47,1,0.0,15.896897030392209,9.0,181,39,-41,1,0.0,15.46979062415458,9.0,187,57,-35,1,0.0,14.964774840844644,9.0,flow:conditional_energy:L13:s3,raw
346,0,220,277,-2,1,0.0,14.350037351556725,13.0,174,36,-48,1,0.0,22.015658934051956,9.0,185,51,-37,1,0.0,19.64923549020614,10.0,195,74,-27,1,0.0,18.188165874996702,11.0,flow:flow_speed:L13:s3,raw
331,0,220,308,-2,-1,0.0,11.825488995861363,11.0,180,38,-42,-1,0.0,15.477776988261455,9.0,180,38,-42,-1,0.0,15.477776988261455,9.0,186,61,-36,-1,0.0,14.973584146499633,9.0,flow:state_action_alignment:L13:s3,raw
236,1,220,286,-2,-1,0.0,11.576393269203805,10.0,94,38,-128,-1,0.0,21.27978986018412,7.0,104,46,-118,-1,0.0,20.412533437239126,7.0,125,77,-97,-1,0.0,18.06880225104254,8.0,chan:query_top1_churn:L5:-,self
304,0,220,314,-2,1,0.0,14.789325591422417,30.0,187,35,-35,-1,0.0,18.85423188905458,11.0,194,54,-28,-1,0.0,17.470989502829475,11.0,195,77,-27,-1,0.0,16.472353932664202,12.0,chan:hb_entropy_action:L12:-,raw
496,1,220,292,-2,1,0.0,9.138297947548532,15.0,124,37,-98,1,0.0,18.470349899498192,11.0,141,54,-81,1,0.0,15.519022741833249,12.0,149,74,-73,1,0.0,14.549739533501693,12.0,hb:flow_endpoint:L15:-,self
101,0,219,308,-3,-1,0.0,14.556742335654594,22.0,177,33,-45,-1,0.0,18.228349600096003,12.0,181,43,-41,-1,0.0,17.796119297130687,13.0,189,67,-33,-1,0.0,17.13694782257081,14.0,flow:mobility:L3:s9,raw
108,0,219,263,-3,-1,0.0,13.278845178758779,9.0,104,38,-118,-1,0.0,19.640412727562154,8.0,122,49,-100,-1,0.5,9.92493742543297,8.0,140,74,-82,-1,0.0,17.0468321096575,8.0,chan:query_hard_churn:L3:-,raw
209,0,219,298,-3,-1,0.0,11.069904588364267,17.0,163,35,-59,-1,0.0,14.670083613653437,15.0,167,45,-55,-1,0.0,14.29563306086772,15.0,180,68,-42,-1,0.0,13.372034356658522,15.0,flow:conditional_energy:L5:s0,raw
441,0,219,294,-3,-1,0.0,12.591023938075917,14.0,201,27,-21,-1,0.0,20.237154784073706,10.0,202,42,-20,-1,0.0,19.058976888914366,10.0,211,75,-11,-1,0.0,16.817923374176033,12.0,flow:token_entropy:L15:s0,raw
409,0,219,303,-3,-1,0.0,17.51908387209917,19.0,164,37,-58,1,0.0,21.85360228770489,9.0,169,53,-53,1,0.0,20.333754433296825,10.0,173,73,-49,1,0.0,18.804544689075367,11.0,flow:flow_speed:L14:s3,raw
329,0,219,276,-3,1,0.0,16.83708522074933,27.0,147,37,-75,-1,0.0,17.528103686152278,9.5,160,52,-62,-1,0.0,16.51155592222471,10.0,168,73,-54,-1,0.0,15.437470974277813,10.0,flow:action_consensus:L13:sm,raw
11,0,219,310,-3,1,1.5,0.17040907473177525,14.0,151,38,-71,-1,0.0,18.986285936510242,11.0,151,50,-71,-1,0.0,18.22058582666758,11.0,151,69,-71,-1,0.0,17.746891949627855,12.0,flow:action_consensus:L2:s3,raw
322,0,219,279,-3,-1,0.0,16.39044583294844,28.0,146,37,-76,1,0.0,17.718855557828338,9.0,153,45,-69,1,0.0,16.83831312952815,10.0,162,70,-60,1,0.0,15.711649614282557,10.0,flow:token_differentiation:L13:s6,raw
221,0,219,280,-3,1,0.0,10.779309459634733,13.0,174,36,-48,1,0.0,18.095464639405943,7.0,174,36,-48,1,0.0,18.095464639405943,7.0,201,79,-21,1,0.0,14.659319847016723,11.0,flow:flow_speed:L5:s6,raw
324,0,219,277,-3,-1,0.0,16.832276537096185,27.0,147,38,-75,1,0.0,17.50311306102856,9.0,160,52,-62,1,0.0,16.474068509179183,10.0,168,74,-54,1,0.0,15.427338110434045,10.0,flow:token_differentiation:L13:sm,raw
242,0,219,309,-3,1,0.0,11.186229480923833,13.0,182,32,-40,1,0.0,19.205441992991673,8.0,198,51,-24,1,0.0,16.991741784585457,10.0,207,80,-15,1,0.0,14.067921513866734,12.0,hb:flow_path:L5:-,raw
172,1,219,267,-3,-1,0.0,12.93530027956576,11.0,95,31,-127,-1,0.0,23.90239642375222,8.0,111,47,-111,-1,0.0,22.189434171367324,8.0,136,77,-86,-1,0.0,19.685220519658706,10.0,chan:query_hard_churn_d9:L4:-,self
327,0,218,279,-4,1,0.0,16.368192318065766,28.0,145,36,-77,-1,0.0,17.771210310652453,9.0,151,44,-71,-1,0.0,16.893753174446726,10.0,164,69,-58,-1,0.0,15.713039503806348,10.0,flow:action_consensus:L13:s6,raw
504,0,218,301,-4,-1,0.0,16.962855057587504,22.0,151,35,-71,-1,0.0,22.318174485902524,8.0,151,35,-71,-1,0.0,22.318174485902524,8.0,172,75,-50,-1,0.0,20.226417750796756,11.0,deriv:log_mobility:L2:s9,raw
473,1,218,290,-4,1,0.0,9.681488147941797,12.0,110,34,-112,1,0.0,21.728425206364793,10.0,119,40,-103,1,0.0,20.29452726531666,10.0,147,72,-75,1,0.0,16.901697823807982,10.0,flow:flow_speed:L15:s6,self
204,0,218,290,-4,1,0.0,10.593992785376471,16.0,166,31,-56,1,0.0,14.01941371028487,15.0,180,52,-42,1,0.0,13.17663649765221,15.0,187,65,-35,1,0.0,12.746939181508242,15.0,flow:state_action_alignment:L5:s0,raw
180,0,218,313,-4,1,0.0,12.42862910038716,12.0,181,34,-41,1,0.0,16.541519313245207,10.0,184,47,-38,1,0.0,16.167914299964906,10.0,190,75,-32,1,0.0,15.1574199212564,10.0,hb:flow_settling_log_ratio:L4:-,raw
46,1,218,271,-4,-1,0.0,10.85783529539366,11.0,117,36,-105,-1,0.0,18.130115270614603,9.0,134,52,-88,-1,0.0,16.35229153813544,9.0,158,77,-64,-1,0.0,14.761196740124685,9.0,chan:query_hard_churn_d9:L2:-,self
205,0,218,278,-4,1,0.0,10.57873190467422,16.0,166,31,-56,1,0.0,14.007908272098842,15.0,183,53,-39,1,0.0,13.057129750638397,15.0,188,63,-34,1,0.0,12.654444507392663,15.0,flow:state_action_alignment:L5:s3,raw
116,0,218,298,-4,1,0.0,12.046313904427192,13.0,189,38,-33,1,0.0,16.69285516481142,11.0,190,54,-32,1,0.0,15.815382760022139,11.0,202,73,-20,1,0.0,14.267006725491704,12.0,hb:flow_path:L3:-,raw
