alarms,tp,fp,recall,precision,median_lead,tp_lead0,fp_lead0,recall_lead0,tp_lead2,fp_lead2,recall_lead2,tp_lead4,fp_lead4,recall_lead4,tp_lead8,fp_lead8,recall_lead8,tp_lead12,fp_lead12,recall_lead12,thr,excess_tp,family,k,q_min,K,M
868,485,383,0.9958932238193019,0.5587557603686636,9.0,485,383,0.9958932238193019,472,362,0.9691991786447639,415,324,0.8521560574948666,277,229,0.5687885010266941,224,79,0.459958932238193,87.10429795548735,193,cusum,-3.0,0,,
788,460,328,0.944558521560575,0.583756345177665,9.0,460,328,0.944558521560575,432,308,0.8870636550308009,350,262,0.7186858316221766,250,107,0.5133470225872689,223,25,0.45790554414784396,94.47637579428182,128,cusum,-3.0,0,,
715,429,286,0.8809034907597536,0.6,16.0,429,286,0.8809034907597536,389,263,0.7987679671457906,317,182,0.6509240246406571,236,62,0.48459958932238195,223,19,0.45790554414784396,99.16105851869325,95,cusum,-3.0,0,,
649,406,243,0.8336755646817249,0.6255778120184899,16.0,406,243,0.8336755646817249,364,209,0.7474332648870636,306,129,0.6283367556468172,230,43,0.4722792607802875,222,13,0.45585215605749485,102.36621363614057,84,cusum,-3.0,0,,
590,384,206,0.7885010266940452,0.6508474576271186,16.0,384,206,0.7885010266940452,349,166,0.7166324435318275,294,101,0.6036960985626283,228,30,0.4681724845995893,221,10,0.4537987679671458,104.9637885944263,72,cusum,-3.0,0,,
535,368,167,0.75564681724846,0.6878504672897197,16.0,368,167,0.75564681724846,335,127,0.6878850102669405,281,77,0.5770020533880903,225,24,0.4620123203285421,220,7,0.4517453798767967,107.23303268793468,59,cusum,-3.0,0,,
486,353,133,0.7248459958932238,0.7263374485596708,15.0,353,133,0.7248459958932238,323,105,0.6632443531827515,271,57,0.5564681724845996,224,19,0.459958932238193,219,6,0.44969199178644764,109.3596382718473,49,cusum,-3.0,0,,
441,339,102,0.6960985626283368,0.7687074829931972,15.0,339,102,0.6960985626283368,311,81,0.6386036960985626,263,45,0.5400410677618069,223,17,0.45790554414784396,215,6,0.4414784394250513,111.52514145516061,41,cusum,-3.0,0,,
400,327,73,0.6714579055441479,0.8175,15.0,327,73,0.6714579055441479,301,55,0.6180698151950719,250,36,0.5133470225872689,221,12,0.4537987679671458,211,6,0.433264887063655,114.39555482606637,28,cusum,-3.0,0,,
364,311,53,0.6386036960985626,0.8543956043956044,14.0,311,53,0.6386036960985626,288,45,0.5913757700205339,243,28,0.4989733059548255,220,11,0.4517453798767967,204,5,0.4188911704312115,116.6855795226226,21,cusum,-3.0,0,,
330,294,36,0.6036960985626283,0.8909090909090909,13.0,294,36,0.6036960985626283,265,31,0.5441478439425051,236,19,0.48459958932238195,217,8,0.4455852156057495,179,4,0.3675564681724846,120.60228469436223,14,cusum,-3.0,0,,
300,274,26,0.5626283367556468,0.9133333333333333,12.0,274,26,0.5626283367556468,250,21,0.5133470225872689,229,13,0.4702258726899384,213,7,0.43737166324435317,158,4,0.324435318275154,123.53125907279345,229,cusum,-3.0,0,,
272,255,17,0.5236139630390144,0.9375,12.0,255,17,0.5236139630390144,242,14,0.49691991786447637,224,10,0.459958932238193,205,6,0.4209445585215606,133,3,0.2731006160164271,126.6567746219117,224,cusum,-3.0,0,,
247,236,11,0.48459958932238195,0.9554655870445344,10.0,236,11,0.48459958932238195,223,10,0.45790554414784396,211,7,0.433264887063655,178,5,0.3655030800821355,96,1,0.1971252566735113,132.440087888563,211,cusum,-3.0,0,,
224,216,8,0.44353182751540043,0.9642857142857143,9.0,216,8,0.44353182751540043,212,7,0.4353182751540041,192,6,0.3942505133470226,135,3,0.27720739219712526,67,0,0.1375770020533881,137.68659026274827,192,cusum,-3.0,0,,
204,199,5,0.4086242299794661,0.9754901960784313,8.0,199,5,0.4086242299794661,186,5,0.38193018480492813,167,4,0.34291581108829566,108,1,0.22176591375770022,37,0,0.07597535934291581,143.57268355086046,167,cusum,-3.0,0,,
185,180,5,0.36960985626283366,0.972972972972973,7.0,180,5,0.36960985626283366,169,4,0.3470225872689938,144,4,0.29568788501026694,85,1,0.17453798767967146,27,0,0.055441478439425054,147.4121318817139,144,cusum,-3.0,0,,
168,164,4,0.33675564681724846,0.9761904761904762,6.0,164,4,0.33675564681724846,151,4,0.31006160164271046,125,3,0.25667351129363447,64,1,0.13141683778234087,15,0,0.030800821355236138,151.69622125574062,125,cusum,-3.0,0,,
152,149,3,0.3059548254620123,0.9802631578947368,6.0,149,3,0.3059548254620123,141,3,0.28952772073921973,115,3,0.23613963039014374,51,0,0.10472279260780287,15,0,0.030800821355236138,154.66300843934744,115,cusum,-3.0,0,,
138,135,3,0.27720739219712526,0.9782608695652174,5.0,135,3,0.27720739219712526,121,3,0.24845995893223818,97,2,0.19917864476386038,34,0,0.06981519507186858,10,0,0.02053388090349076,158.6190535859805,97,cusum,-3.0,0,,
126,123,3,0.25256673511293637,0.9761904761904762,5.0,123,3,0.25256673511293637,115,3,0.23613963039014374,78,1,0.1601642710472279,26,0,0.053388090349075976,7,0,0.014373716632443531,161.4384425787025,78,cusum,-3.0,0,,
114,111,3,0.22792607802874743,0.9736842105263158,4.0,111,3,0.22792607802874743,96,2,0.1971252566735113,67,1,0.1375770020533881,21,0,0.043121149897330596,4,0,0.008213552361396304,164.83838917087868,67,cusum,-3.0,0,,
103,101,2,0.20739219712525667,0.9805825242718447,4.0,101,2,0.20739219712525667,85,2,0.17453798767967146,56,0,0.11498973305954825,19,0,0.039014373716632446,4,0,0.008213552361396304,167.59937769297014,56,cusum,-3.0,0,,
94,92,2,0.188911704312115,0.9787234042553191,4.0,92,2,0.188911704312115,75,1,0.1540041067761807,53,0,0.10882956878850103,16,0,0.03285420944558522,4,0,0.008213552361396304,168.9926775318878,53,cusum,-3.0,0,,
85,83,2,0.1704312114989733,0.9764705882352941,3.0,83,2,0.1704312114989733,70,0,0.1437371663244353,41,0,0.08418891170431211,12,0,0.024640657084188913,4,0,0.008213552361396304,170.99866291767808,41,cusum,-3.0,0,,
77,76,1,0.15605749486652978,0.987012987012987,3.0,76,1,0.15605749486652978,64,0,0.13141683778234087,36,0,0.07392197125256673,11,0,0.022587268993839837,4,0,0.008213552361396304,172.82165920773056,36,cusum,-3.0,0,,
70,70,0,0.1437371663244353,1.0,3.0,70,0,0.1437371663244353,59,0,0.12114989733059549,30,0,0.061601642710472276,7,0,0.014373716632443531,3,0,0.006160164271047228,173.972343764434,30,cusum,-3.0,0,,
64,64,0,0.13141683778234087,1.0,3.0,64,0,0.13141683778234087,53,0,0.10882956878850103,27,0,0.055441478439425054,4,0,0.008213552361396304,3,0,0.006160164271047228,176.17894752296272,27,cusum,-3.0,0,,
58,58,0,0.11909650924024641,1.0,2.0,58,0,0.11909650924024641,43,0,0.08829568788501027,26,0,0.053388090349075976,4,0,0.008213552361396304,2,0,0.004106776180698152,178.5637127376247,26,cusum,-3.0,0,,
53,53,0,0.10882956878850103,1.0,3.0,53,0,0.10882956878850103,38,0,0.07802874743326489,22,0,0.045174537987679675,4,0,0.008213552361396304,2,0,0.004106776180698152,180.00634276725148,22,cusum,-3.0,0,,
48,48,0,0.09856262833675565,1.0,3.0,48,0,0.09856262833675565,30,0,0.061601642710472276,20,0,0.04106776180698152,4,0,0.008213552361396304,2,0,0.004106776180698152,181.61542780695734,20,cusum,-3.0,0,,
43,43,0,0.08829568788501027,1.0,3.0,43,0,0.08829568788501027,28,0,0.057494866529774126,19,0,0.039014373716632446,4,0,0.008213552361396304,2,0,0.004106776180698152,182.47059274828095,19,cusum,-3.0,0,,
39,39,0,0.08008213552361396,1.0,3.0,39,0,0.08008213552361396,28,0,0.057494866529774126,18,0,0.03696098562628337,4,0,0.008213552361396304,1,0,0.002053388090349076,183.64970836123908,18,cusum,-3.0,0,,
36,36,0,0.07392197125256673,1.0,3.0,36,0,0.07392197125256673,27,0,0.055441478439425054,17,0,0.03490759753593429,4,0,0.008213552361396304,1,0,0.002053388090349076,184.18824404329874,17,cusum,-3.0,0,,
32,32,0,0.06570841889117043,1.0,3.5,32,0,0.06570841889117043,26,0,0.053388090349075976,16,0,0.03285420944558522,4,0,0.008213552361396304,1,0,0.002053388090349076,185.05193144927145,16,cusum,-3.0,0,,
29,29,0,0.059548254620123205,1.0,4.0,29,0,0.059548254620123205,26,0,0.053388090349075976,15,0,0.030800821355236138,4,0,0.008213552361396304,1,0,0.002053388090349076,185.59613647770243,15,cusum,-3.0,0,,
27,27,0,0.055441478439425054,1.0,3.0,27,0,0.055441478439425054,25,0,0.0513347022587269,12,0,0.024640657084188913,4,0,0.008213552361396304,1,0,0.002053388090349076,187.13235339293678,12,cusum,-3.0,0,,
24,24,0,0.049281314168377825,1.0,2.0,24,0,0.049281314168377825,17,0,0.03490759753593429,5,0,0.01026694045174538,2,0,0.004106776180698152,0,0,0.0,190.87683540138104,5,cusum,-3.0,0,,
22,22,0,0.045174537987679675,1.0,2.0,22,0,0.045174537987679675,13,0,0.026694045174537988,4,0,0.008213552361396304,2,0,0.004106776180698152,0,0,0.0,192.60007541347176,4,cusum,-3.0,0,,
20,20,0,0.04106776180698152,1.0,2.0,20,0,0.04106776180698152,12,0,0.024640657084188913,4,0,0.008213552361396304,2,0,0.004106776180698152,0,0,0.0,193.42098335059913,4,cusum,-3.0,0,,
6000,487,5513,1.0,0.08116666666666666,18.0,487,5513,1.0,487,4285,1.0,487,2969,1.0,487,1938,1.0,412,839,0.8459958932238193,41.36432957004856,0,cusum,-3.0,2,,
5447,487,4960,1.0,0.089407013034698,18.0,487,4960,1.0,487,3907,1.0,487,2777,1.0,487,1817,1.0,408,730,0.837782340862423,42.80986933476216,0,cusum,-3.0,2,,
4945,487,4458,1.0,0.09848331648129424,17.0,487,4458,1.0,487,3547,1.0,487,2633,1.0,487,1663,1.0,399,632,0.8193018480492813,44.22132310222935,0,cusum,-3.0,2,,
4489,487,4002,1.0,0.10848741367787926,17.0,487,4002,1.0,487,3221,1.0,487,2475,1.0,487,1491,1.0,393,559,0.8069815195071869,45.83798741160212,0,cusum,-3.0,2,,
4076,487,3589,1.0,0.11947988223748773,17.0,487,3589,1.0,487,2983,1.0,487,2349,1.0,484,1254,0.9938398357289527,388,507,0.7967145790554415,47.502171636014374,0,cusum,-3.0,2,,
3700,487,3213,1.0,0.1316216216216216,17.0,487,3213,1.0,487,2724,1.0,487,2187,1.0,482,1093,0.9897330595482546,384,448,0.7885010266940452,49.30301380157471,0,cusum,-3.0,2,,
3359,487,2872,1.0,0.14498362607919024,16.0,487,2872,1.0,487,2495,1.0,487,1983,1.0,477,903,0.9794661190965093,378,406,0.7761806981519507,51.506541071195834,126,cusum,-3.0,2,,
3050,487,2563,1.0,0.15967213114754097,16.0,487,2563,1.0,487,2261,1.0,487,1798,1.0,470,719,0.9650924024640657,365,371,0.7494866529774127,53.93727556434837,126,cusum,-3.0,2,,
2769,487,2282,1.0,0.1758757674250632,15.0,487,2282,1.0,487,2030,1.0,487,1485,1.0,459,573,0.9425051334702259,343,351,0.704312114989733,56.605604921547155,126,cusum,-3.0,2,,
2514,487,2027,1.0,0.19371519490851233,15.0,487,2027,1.0,487,1773,1.0,487,1153,1.0,443,482,0.9096509240246407,314,339,0.6447638603696099,59.605518408594904,126,cusum,-3.0,2,,
2282,487,1795,1.0,0.21340929009640666,14.0,487,1795,1.0,487,1476,1.0,487,891,1.0,431,428,0.8850102669404517,299,327,0.6139630390143738,62.410796553637525,126,cusum,-3.0,2,,
2072,487,1585,1.0,0.23503861003861004,14.0,487,1585,1.0,487,1259,1.0,487,737,1.0,426,396,0.8747433264887063,290,322,0.5954825462012321,64.4919400024414,126,cusum,-3.0,2,,
1881,487,1394,1.0,0.25890483785220625,13.0,487,1394,1.0,487,1077,1.0,487,633,1.0,415,384,0.8521560574948666,278,314,0.5708418891170431,66.26845334181914,126,cusum,-3.0,2,,
1707,487,1220,1.0,0.28529584065612185,13.0,487,1220,1.0,487,945,1.0,486,567,0.997946611909651,406,377,0.8336755646817249,270,310,0.5544147843942505,67.7706449678782,125,cusum,-3.0,2,,
1550,487,1063,1.0,0.3141935483870968,13.0,487,1063,1.0,487,806,1.0,484,516,0.9938398357289527,391,359,0.8028747433264887,267,302,0.5482546201232033,69.3475400563833,123,cusum,-3.0,2,,
1407,487,920,1.0,0.3461265103056148,12.0,487,920,1.0,487,686,1.0,484,474,0.9938398357289527,378,353,0.7761806981519507,258,290,0.5297741273100616,71.18425663922284,123,cusum,-3.0,2,,
1278,487,791,1.0,0.3810641627543036,12.0,487,791,1.0,487,619,1.0,482,449,0.9897330595482546,366,341,0.7515400410677618,257,283,0.5277207392197125,72.55456056955697,121,cusum,-3.0,2,,
1160,487,673,1.0,0.41982758620689653,12.0,487,673,1.0,487,540,1.0,480,419,0.9856262833675564,344,337,0.7063655030800822,246,263,0.5051334702258727,74.45332128163932,119,cusum,-3.0,2,,
1053,487,566,1.0,0.4624881291547958,11.0,487,566,1.0,487,489,1.0,472,398,0.9691991786447639,329,326,0.675564681724846,240,237,0.4928131416837782,76.61918510643211,111,cusum,-3.0,2,,
956,487,469,1.0,0.5094142259414226,11.0,487,469,1.0,486,417,0.997946611909651,458,373,0.9404517453798767,311,303,0.6386036960985626,233,175,0.4784394250513347,80.17878889754012,134,cusum,-3.0,2,,
868,485,383,0.9958932238193019,0.5587557603686636,9.0,485,383,0.9958932238193019,472,362,0.9691991786447639,415,324,0.8521560574948666,277,229,0.5687885010266941,224,79,0.459958932238193,87.10429795548735,193,cusum,-3.0,2,,
788,460,328,0.944558521560575,0.583756345177665,9.0,460,328,0.944558521560575,432,308,0.8870636550308009,350,262,0.7186858316221766,250,107,0.5133470225872689,223,25,0.45790554414784396,94.47637579428182,128,cusum,-3.0,2,,
715,429,286,0.8809034907597536,0.6,16.0,429,286,0.8809034907597536,389,263,0.7987679671457906,317,182,0.6509240246406571,236,62,0.48459958932238195,223,19,0.45790554414784396,99.16105851869325,95,cusum,-3.0,2,,
649,406,243,0.8336755646817249,0.6255778120184899,16.0,406,243,0.8336755646817249,364,209,0.7474332648870636,306,129,0.6283367556468172,230,43,0.4722792607802875,222,13,0.45585215605749485,102.36621363614057,84,cusum,-3.0,2,,
590,384,206,0.7885010266940452,0.6508474576271186,16.0,384,206,0.7885010266940452,349,166,0.7166324435318275,294,101,0.6036960985626283,228,30,0.4681724845995893,221,10,0.4537987679671458,104.9637885944263,72,cusum,-3.0,2,,
535,368,167,0.75564681724846,0.6878504672897197,16.0,368,167,0.75564681724846,335,127,0.6878850102669405,281,77,0.5770020533880903,225,24,0.4620123203285421,220,7,0.4517453798767967,107.23303268793468,59,cusum,-3.0,2,,
486,353,133,0.7248459958932238,0.7263374485596708,15.0,353,133,0.7248459958932238,323,105,0.6632443531827515,271,57,0.5564681724845996,224,19,0.459958932238193,219,6,0.44969199178644764,109.3596382718473,49,cusum,-3.0,2,,
441,339,102,0.6960985626283368,0.7687074829931972,15.0,339,102,0.6960985626283368,311,81,0.6386036960985626,263,45,0.5400410677618069,223,17,0.45790554414784396,215,6,0.4414784394250513,111.52514145516061,41,cusum,-3.0,2,,
400,327,73,0.6714579055441479,0.8175,15.0,327,73,0.6714579055441479,301,55,0.6180698151950719,250,36,0.5133470225872689,221,12,0.4537987679671458,211,6,0.433264887063655,114.39555482606637,28,cusum,-3.0,2,,
364,311,53,0.6386036960985626,0.8543956043956044,14.0,311,53,0.6386036960985626,288,45,0.5913757700205339,243,28,0.4989733059548255,220,11,0.4517453798767967,204,5,0.4188911704312115,116.6855795226226,21,cusum,-3.0,2,,
330,294,36,0.6036960985626283,0.8909090909090909,13.0,294,36,0.6036960985626283,265,31,0.5441478439425051,236,19,0.48459958932238195,217,8,0.4455852156057495,179,4,0.3675564681724846,120.60228469436223,14,cusum,-3.0,2,,
300,274,26,0.5626283367556468,0.9133333333333333,12.0,274,26,0.5626283367556468,250,21,0.5133470225872689,229,13,0.4702258726899384,213,7,0.43737166324435317,158,4,0.324435318275154,123.53125907279345,229,cusum,-3.0,2,,
272,255,17,0.5236139630390144,0.9375,12.0,255,17,0.5236139630390144,242,14,0.49691991786447637,224,10,0.459958932238193,205,6,0.4209445585215606,133,3,0.2731006160164271,126.6567746219117,224,cusum,-3.0,2,,
247,236,11,0.48459958932238195,0.9554655870445344,10.0,236,11,0.48459958932238195,223,10,0.45790554414784396,211,7,0.433264887063655,178,5,0.3655030800821355,96,1,0.1971252566735113,132.440087888563,211,cusum,-3.0,2,,
224,216,8,0.44353182751540043,0.9642857142857143,9.0,216,8,0.44353182751540043,212,7,0.4353182751540041,192,6,0.3942505133470226,135,3,0.27720739219712526,67,0,0.1375770020533881,137.68659026274827,192,cusum,-3.0,2,,
204,199,5,0.4086242299794661,0.9754901960784313,8.0,199,5,0.4086242299794661,186,5,0.38193018480492813,167,4,0.34291581108829566,108,1,0.22176591375770022,37,0,0.07597535934291581,143.57268355086046,167,cusum,-3.0,2,,
185,180,5,0.36960985626283366,0.972972972972973,7.0,180,5,0.36960985626283366,169,4,0.3470225872689938,144,4,0.29568788501026694,85,1,0.17453798767967146,27,0,0.055441478439425054,147.4121318817139,144,cusum,-3.0,2,,
168,164,4,0.33675564681724846,0.9761904761904762,6.0,164,4,0.33675564681724846,151,4,0.31006160164271046,125,3,0.25667351129363447,64,1,0.13141683778234087,15,0,0.030800821355236138,151.69622125574062,125,cusum,-3.0,2,,
152,149,3,0.3059548254620123,0.9802631578947368,6.0,149,3,0.3059548254620123,141,3,0.28952772073921973,115,3,0.23613963039014374,51,0,0.10472279260780287,15,0,0.030800821355236138,154.66300843934744,115,cusum,-3.0,2,,
138,135,3,0.27720739219712526,0.9782608695652174,5.0,135,3,0.27720739219712526,121,3,0.24845995893223818,97,2,0.19917864476386038,34,0,0.06981519507186858,10,0,0.02053388090349076,158.6190535859805,97,cusum,-3.0,2,,
126,123,3,0.25256673511293637,0.9761904761904762,5.0,123,3,0.25256673511293637,115,3,0.23613963039014374,78,1,0.1601642710472279,26,0,0.053388090349075976,7,0,0.014373716632443531,161.4384425787025,78,cusum,-3.0,2,,
114,111,3,0.22792607802874743,0.9736842105263158,4.0,111,3,0.22792607802874743,96,2,0.1971252566735113,67,1,0.1375770020533881,21,0,0.043121149897330596,4,0,0.008213552361396304,164.83838917087868,67,cusum,-3.0,2,,
103,101,2,0.20739219712525667,0.9805825242718447,4.0,101,2,0.20739219712525667,85,2,0.17453798767967146,56,0,0.11498973305954825,19,0,0.039014373716632446,4,0,0.008213552361396304,167.59937769297014,56,cusum,-3.0,2,,
94,92,2,0.188911704312115,0.9787234042553191,4.0,92,2,0.188911704312115,75,1,0.1540041067761807,53,0,0.10882956878850103,16,0,0.03285420944558522,4,0,0.008213552361396304,168.9926775318878,53,cusum,-3.0,2,,
85,83,2,0.1704312114989733,0.9764705882352941,3.0,83,2,0.1704312114989733,70,0,0.1437371663244353,41,0,0.08418891170431211,12,0,0.024640657084188913,4,0,0.008213552361396304,170.99866291767808,41,cusum,-3.0,2,,
77,76,1,0.15605749486652978,0.987012987012987,3.0,76,1,0.15605749486652978,64,0,0.13141683778234087,36,0,0.07392197125256673,11,0,0.022587268993839837,4,0,0.008213552361396304,172.82165920773056,36,cusum,-3.0,2,,
70,70,0,0.1437371663244353,1.0,3.0,70,0,0.1437371663244353,59,0,0.12114989733059549,30,0,0.061601642710472276,7,0,0.014373716632443531,3,0,0.006160164271047228,173.972343764434,30,cusum,-3.0,2,,
64,64,0,0.13141683778234087,1.0,3.0,64,0,0.13141683778234087,53,0,0.10882956878850103,27,0,0.055441478439425054,4,0,0.008213552361396304,3,0,0.006160164271047228,176.17894752296272,27,cusum,-3.0,2,,
58,58,0,0.11909650924024641,1.0,2.0,58,0,0.11909650924024641,43,0,0.08829568788501027,26,0,0.053388090349075976,4,0,0.008213552361396304,2,0,0.004106776180698152,178.5637127376247,26,cusum,-3.0,2,,
53,53,0,0.10882956878850103,1.0,3.0,53,0,0.10882956878850103,38,0,0.07802874743326489,22,0,0.045174537987679675,4,0,0.008213552361396304,2,0,0.004106776180698152,180.00634276725148,22,cusum,-3.0,2,,
48,48,0,0.09856262833675565,1.0,3.0,48,0,0.09856262833675565,30,0,0.061601642710472276,20,0,0.04106776180698152,4,0,0.008213552361396304,2,0,0.004106776180698152,181.61542780695734,20,cusum,-3.0,2,,
43,43,0,0.08829568788501027,1.0,3.0,43,0,0.08829568788501027,28,0,0.057494866529774126,19,0,0.039014373716632446,4,0,0.008213552361396304,2,0,0.004106776180698152,182.47059274828095,19,cusum,-3.0,2,,
39,39,0,0.08008213552361396,1.0,3.0,39,0,0.08008213552361396,28,0,0.057494866529774126,18,0,0.03696098562628337,4,0,0.008213552361396304,1,0,0.002053388090349076,183.64970836123908,18,cusum,-3.0,2,,
36,36,0,0.07392197125256673,1.0,3.0,36,0,0.07392197125256673,27,0,0.055441478439425054,17,0,0.03490759753593429,4,0,0.008213552361396304,1,0,0.002053388090349076,184.18824404329874,17,cusum,-3.0,2,,
32,32,0,0.06570841889117043,1.0,3.5,32,0,0.06570841889117043,26,0,0.053388090349075976,16,0,0.03285420944558522,4,0,0.008213552361396304,1,0,0.002053388090349076,185.05193144927145,16,cusum,-3.0,2,,
29,29,0,0.059548254620123205,1.0,4.0,29,0,0.059548254620123205,26,0,0.053388090349075976,15,0,0.030800821355236138,4,0,0.008213552361396304,1,0,0.002053388090349076,185.59613647770243,15,cusum,-3.0,2,,
27,27,0,0.055441478439425054,1.0,3.0,27,0,0.055441478439425054,25,0,0.0513347022587269,12,0,0.024640657084188913,4,0,0.008213552361396304,1,0,0.002053388090349076,187.13235339293678,12,cusum,-3.0,2,,
24,24,0,0.049281314168377825,1.0,2.0,24,0,0.049281314168377825,17,0,0.03490759753593429,5,0,0.01026694045174538,2,0,0.004106776180698152,0,0,0.0,190.87683540138104,5,cusum,-3.0,2,,
22,22,0,0.045174537987679675,1.0,2.0,22,0,0.045174537987679675,13,0,0.026694045174537988,4,0,0.008213552361396304,2,0,0.004106776180698152,0,0,0.0,192.60007541347176,4,cusum,-3.0,2,,
20,20,0,0.04106776180698152,1.0,2.0,20,0,0.04106776180698152,12,0,0.024640657084188913,4,0,0.008213552361396304,2,0,0.004106776180698152,0,0,0.0,193.42098335059913,4,cusum,-3.0,2,,
6000,487,5513,1.0,0.08116666666666666,18.0,487,5513,1.0,487,4285,1.0,487,2969,1.0,487,1938,1.0,412,839,0.8459958932238193,41.36432957004856,0,cusum,-3.0,4,,
5447,487,4960,1.0,0.089407013034698,18.0,487,4960,1.0,487,3907,1.0,487,2777,1.0,487,1817,1.0,408,730,0.837782340862423,42.80986933476216,0,cusum,-3.0,4,,
4945,487,4458,1.0,0.09848331648129424,17.0,487,4458,1.0,487,3547,1.0,487,2633,1.0,487,1663,1.0,399,632,0.8193018480492813,44.22132310222935,0,cusum,-3.0,4,,
4489,487,4002,1.0,0.10848741367787926,17.0,487,4002,1.0,487,3221,1.0,487,2475,1.0,487,1491,1.0,393,559,0.8069815195071869,45.83798741160212,0,cusum,-3.0,4,,
4076,487,3589,1.0,0.11947988223748773,17.0,487,3589,1.0,487,2983,1.0,487,2349,1.0,484,1254,0.9938398357289527,388,507,0.7967145790554415,47.502171636014374,0,cusum,-3.0,4,,
3700,487,3213,1.0,0.1316216216216216,17.0,487,3213,1.0,487,2724,1.0,487,2187,1.0,482,1093,0.9897330595482546,384,448,0.7885010266940452,49.30301380157471,0,cusum,-3.0,4,,
