prefix_queries,token_family,layer_group,denoise_step,expert,failure_minus_success_probability,ci95_low,ci95_high,ci95_worker_low,ci95_worker_high,snapshot_effect_min,snapshot_effect_max,snapshot_effect_sd,snapshots_effect_positive,snapshots_effect_negative,permutation_p_raw,permutation_p_maxT,n_mixed_snapshots
1,action,front_2_5,0,0,0.00032187148462980986,6.454851454691379e-05,0.0006178948286105878,-2.5719668337842435e-05,0.0006041873712092638,-0.00037951022386550903,0.0013490896672010422,0.0005989597411826253,6,3,0.0392156862745098,0.058823529411764705,9
1,action,front_2_5,1,0,0.00030385993886739016,4.753717148560099e-05,0.0005857934796949848,2.7218018658459295e-06,0.0005625055637210608,-0.0003662426024675369,0.0012962426990270615,0.0005825900589115918,6,3,0.0392156862745098,0.0784313725490196,9
1,action,front_2_5,9,31,-0.00020524051797110587,-0.00029592375867650846,-0.00013483810980687851,-0.00025984831154346466,-0.00014930413562979085,-0.0005682595074176788,2.3484230041503906e-05,0.0001954601175384596,2,7,0.0196078431372549,0.7647058823529411,9
1,action,front_2_5,2,0,0.00021983496844768524,-4.66145060272538e-05,0.00043940854375250636,2.146709916814871e-05,0.0004706835316028446,-0.0005665607750415802,0.001039259135723114,0.0005744171212427318,5,4,0.0784313725490196,0.7647058823529411,9
1,action,front_2_5,0,12,-0.00019176201021764427,-0.00043895820635952987,7.188766830950036e-05,-0.0002827053831424564,-0.00012107377478969285,-0.0008187685161828995,0.00033843331038951874,0.0004194972279947251,4,5,0.21568627450980393,0.8235294117647058,9
1,action,back_12_15,0,21,0.00018401112174615264,6.90449031026219e-05,0.00038479043869301673,-6.221483527042437e-05,0.0004363022744655609,-0.0001347474753856659,0.0005682595074176788,0.00028137373737990856,5,4,0.0196078431372549,0.8823529411764706,9
1,action,front_2_5,2,11,-0.00017546076560392976,-0.0002450714833685197,-0.0001047901805577567,-0.00024359486997127533,-7.537419442087416e-05,-0.00043371133506298065,3.207847476005554e-05,0.00014474547060672194,1,8,0.0196078431372549,0.9019607843137255,9
1,action,front_2_5,1,12,-0.00017887043941300362,-0.0004186355261481367,8.357865881407624e-05,-0.00030728988349437714,-8.378317579627037e-05,-0.0008155442774295807,0.00036828964948654175,0.00043821698636747897,4,5,0.27450980392156865,0.9019607843137255,9
1,action,back_12_15,2,21,0.00016951208817772567,8.302192072733306e-05,0.0003430881362874061,-4.1676107957755446e-05,0.00038091372698545456,-7.855147123336792e-05,0.0005331933498382568,0.00023063187836669385,5,4,0.0196078431372549,0.9215686274509803,9
1,action,front_2_5,9,19,-0.0001702287991065532,-0.000284208152879728,-7.636266418558081e-05,-0.000276265200227499,-6.470792395703033e-05,-0.0005917064845561981,5.892664194107056e-05,0.00019903547945432365,1,8,0.0392156862745098,0.9215686274509803,9
1,action,front_2_5,1,11,-0.0001622692943783477,-0.00024782782638794744,-8.248365393228597e-05,-0.0002219595480710268,-5.573370044658083e-05,-0.0004709288477897644,4.0259212255477905e-05,0.00016379360749851912,1,8,0.0196078431372549,0.9411764705882353,9
1,action,front_2_5,8,9,0.00016250420594587922,0.00011442042850831057,0.00023101162951206787,3.7625087588821775e-05,0.0002405822742730379,-1.3170763850212097e-05,0.0003549065440893173,0.00013779045548290014,7,2,0.0196078431372549,0.9411764705882353,9
1,action,front_2_5,9,9,0.00016023818170651793,0.00010701127412175993,0.00023125115258153527,7.214983925223351e-05,0.0002333016600459814,-2.3027881979942322e-05,0.0003522224724292755,0.0001404954236932099,8,1,0.0196078431372549,0.9411764705882353,9
1,action,back_12_15,1,21,0.0001687126059550792,7.362421238212846e-05,0.0003566783052519895,-6.63704879116267e-05,0.000402726698666811,-0.00010792165994644165,0.000530904158949852,0.0002578480925876647,5,4,0.0196078431372549,0.9411764705882353,9
1,action,front_2_5,4,11,-0.00016171754396054894,-0.00024035371061472687,-0.0001119382075557951,-0.0002718050964176655,-4.499392616708067e-05,-0.0003552287817001343,5.363300442695618e-05,0.00012823016731999815,1,8,0.0392156862745098,0.9411764705882353,9
1,action,front_2_5,3,0,0.00016551505541428924,-7.790736435708823e-05,0.00034137110924348235,-1.9012950360774994e-06,0.00040466233622282743,-0.0005542952567338943,0.0008401405066251755,0.0005088811740279198,6,3,0.2549019607843137,0.9411764705882353,9
1,action,front_2_5,0,10,0.0001580940734129399,4.910277120870887e-05,0.00028488742173067295,-3.0932323352317315e-05,0.0002930478658527136,-0.00012435764074325562,0.000553566962480545,0.00025791514781303704,4,5,0.0196078431372549,0.9607843137254902,9
