failure_type,prefix_queries,cv_scheme,model,feature_scope,n_failure_branches,n_type_positive,heldout_units,brier,log_loss,noise_action_reference,brier_improvement_vs_rate,brier_improvement_vs_rate_ci95_low,brier_improvement_vs_rate_ci95_high,brier_relative_improvement_vs_rate,brier_improvement_vs_noise_action,brier_improvement_vs_noise_action_ci95_low,brier_improvement_vs_noise_action_ci95_high
stagnation,1,leave_one_snapshot_out,failure_rate_only,absolute,131,27,13,0.17529331128498304,0.5458740680797246,noise+action,0.0,0.0,0.0,0.0,0.018233948400873327,-0.003959039611624433,0.035416699696018905
stagnation,1,leave_one_snapshot_out,noise+action,absolute,131,27,13,0.19352725968585638,0.729937666868665,noise+action,-0.018233948400873327,-0.04645038259237178,0.003653712488711199,-0.104019647225612,0.0,0.0,0.0
stagnation,1,leave_one_snapshot_out,moe_action,absolute,131,27,13,0.22766032253877255,1.355328486165081,noise+action,-0.0523670112537895,-0.11173477948641786,0.0009659212368916853,-0.29873935787917116,-0.03413306285291617,-0.10981909505816045,0.017812409637014456
stagnation,1,leave_one_snapshot_out,moe_state,absolute,131,27,13,0.20082174276307485,0.9142430643853848,noise+action,-0.025528431478091848,-0.07121333003962657,0.003523104745840886,-0.14563266157137628,-0.007294483077218519,-0.025621522074057827,0.01469680311602523
stagnation,1,leave_one_snapshot_out,moe_action+state,absolute,131,27,13,0.22791670372646503,1.5834923632732407,noise+action,-0.05262339244148197,-0.10373022654701204,0.011495339383763313,-0.3002019418523591,-0.034389444040608626,-0.10222941613720038,0.022996052499417764
stagnation,1,leave_one_snapshot_out,noise+action+moe_action,absolute,131,27,13,0.2258261915443019,1.3844030550119983,noise+action,-0.050532880259318895,-0.11537642689366288,0.010830683587667964,-0.28827614635657767,-0.03229893185844556,-0.107724268223242,0.01454832138093567
stagnation,1,leave_one_snapshot_out,noise+action+moe_action+state,absolute,131,27,13,0.23109847324494126,1.6850797044945995,noise+action,-0.05580516195995818,-0.13442221416988198,-0.0009490643554159194,-0.31835305951425014,-0.037571213559084854,-0.07744439594990354,0.0057917726684870476
stagnation,1,leave_one_snapshot_out,noise+action_within_snapshot,within_snapshot_centered,131,27,13,0.1850796605056471,0.589062291282793,noise+action_within_snapshot,-0.009786349220664054,-0.01735932530586394,-0.004864025198070692,-0.05582842350872077,0.0,0.0,0.0
stagnation,1,leave_one_snapshot_out,moe_action_within_snapshot,within_snapshot_centered,131,27,13,0.1829216392589033,0.5714175932751966,noise+action_within_snapshot,-0.007628327973920252,-0.024809626642615705,0.010957104357017135,-0.04351750741657507,0.002158021246743802,-0.013194985006557735,0.02102972708744642
stagnation,1,leave_one_snapshot_out,moe_state_within_snapshot,within_snapshot_centered,131,27,13,0.21590280082557461,1.562767838688805,noise+action_within_snapshot,-0.04060948954059157,-0.11797111542333323,0.016781713374769164,-0.23166593889353088,-0.030823140319927524,-0.13419347999773695,0.021818689040860418
stagnation,1,leave_one_snapshot_out,moe_action+state_within_snapshot,within_snapshot_centered,131,27,13,0.16989245330957495,0.6286493186461803,noise+action_within_snapshot,0.005400857975408113,-0.006902695428812703,0.016093382644940923,0.030810405347570107,0.015187207196072168,0.006116008974986695,0.026426878292967006
stagnation,1,leave_one_snapshot_out,noise+action+moe_action_within_snapshot,within_snapshot_centered,131,27,13,0.18246802345500385,0.5700738787309223,noise+action_within_snapshot,-0.007174712170020806,-0.026233576191229135,0.007570046889727658,-0.040929754349591355,0.0026116370506432487,-0.01364070600255805,0.022652975088502718
stagnation,1,leave_one_snapshot_out,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,131,27,13,0.1698466085934078,0.6284559081483522,noise+action_within_snapshot,0.00544670269157523,-0.006814511620311538,0.02524668593655222,0.031071936810642218,0.015233051912239283,0.0012359522394564545,0.028132893641934133
stagnation,1,leave_one_worker_out,failure_rate_only,absolute,131,27,4,0.20841501190289421,0.6723866015515773,noise+action,0.0,0.0,0.0,0.0,0.015895240158481545,-0.02659565065278732,0.05912125713943646
stagnation,1,leave_one_worker_out,noise+action,absolute,131,27,4,0.22431025206137575,1.3071742012367438,noise+action,-0.015895240158481545,-0.05912125713943644,0.025507574191091786,-0.07626725164062335,0.0,0.0,0.0
stagnation,1,leave_one_worker_out,moe_action,absolute,131,27,4,0.21307532019155997,1.698822996510515,noise+action,-0.0046603082886657425,-0.05863803799248176,0.05815353864578065,-0.022360713108502458,0.011234931869815801,-0.0022266866942958637,0.031563991103024186
stagnation,1,leave_one_worker_out,moe_state,absolute,131,27,4,0.2399561029419263,1.3095752791430897,noise+action,-0.03154109103903204,-0.057602993316122564,-0.0085355432257617,-0.15133790388250837,-0.015645850880550503,-0.03336602633017696,0.0025032923804231434
stagnation,1,leave_one_worker_out,moe_action+state,absolute,131,27,4,0.2181791461564667,1.896779041809094,noise+action,-0.009764134253572468,-0.06022362783632205,0.03663916357781169,-0.04684947674557063,0.00613110590490908,-0.01439337605739796,0.01927929457397867
stagnation,1,leave_one_worker_out,noise+action+moe_action,absolute,131,27,4,0.21387228408580178,1.70581390515571,noise+action,-0.00545727218290753,-0.05123328694920483,0.03479750402455955,-0.02618464060280941,0.010437967975574015,-0.004987569492318216,0.031091177601333782
stagnation,1,leave_one_worker_out,noise+action+moe_action+state,absolute,131,27,4,0.21966681248059375,1.8947179242613816,noise+action,-0.011251800577699523,-0.05132565785331829,0.045436278499007776,-0.053987476597616775,0.004643439580782022,-0.004905143452926607,0.013319827493902084
stagnation,1,leave_one_worker_out,noise+action_within_snapshot,within_snapshot_centered,131,27,4,0.22077619150696604,0.7956043683965645,noise+action_within_snapshot,-0.01236117960407182,-0.03205242887964882,-0.0010344661549583382,-0.059310409030570235,0.0,0.0,0.0
stagnation,1,leave_one_worker_out,moe_action_within_snapshot,within_snapshot_centered,131,27,4,0.21394965465817525,0.6916356343359633,noise+action_within_snapshot,-0.00553464275528097,-0.011058464905523915,0.0008269822355264967,-0.026555873805576436,0.006826536848790848,-0.011307751356631016,0.03560368203319768
stagnation,1,leave_one_worker_out,moe_state_within_snapshot,within_snapshot_centered,131,27,4,0.22394887978976918,2.202760220841181,noise+action_within_snapshot,-0.015533867886874926,-0.0946090710672777,0.05304801216486962,-0.07453334452756477,-0.0031726882828031064,-0.07176603914718575,0.0516685564884705
stagnation,1,leave_one_worker_out,moe_action+state_within_snapshot,within_snapshot_centered,131,27,4,0.2439764614388372,2.205490083093597,noise+action_within_snapshot,-0.035561449535942945,-0.10274737003610161,0.003069385140698857,-0.17062806182364598,-0.023200269931871124,-0.06408771738715226,0.0038059123200447444
stagnation,1,leave_one_worker_out,noise+action+moe_action_within_snapshot,within_snapshot_centered,131,27,4,0.21373483703473475,0.6869927363823111,noise+action_within_snapshot,-0.005319825131840537,-0.011747416884222692,0.003785864807370116,-0.02552515331438398,0.007041354472231284,-0.011239935464778571,0.0291160043415514
