cv_scheme,model,snapshots,heldout_units,ridge_alpha,failure_rate_mse,failure_rate_mae,mse_gain_vs_mean_rate,mse_gain_vs_mean_rate_ci95_low,mse_gain_vs_mean_rate_ci95_high,mse_gain_vs_policy_state,mse_gain_vs_policy_state_ci95_low,mse_gain_vs_policy_state_ci95_high,mse_gain_vs_geometry,mse_gain_vs_geometry_ci95_low,mse_gain_vs_geometry_ci95_high,mse_gain_vs_sim_state,mse_gain_vs_sim_state_ci95_low,mse_gain_vs_sim_state_ci95_high
leave_one_snapshot_out,initial_geometry,13,13,10.0,0.040726322945063294,0.1826846691278311,0.14368122913827006,0.10404497786703544,0.2148360367029106,0.07038113609572626,-0.004107237164366625,0.14569089429709928,0.0,0.0,0.0,0.030219663410291194,-0.0006123188440736872,0.05668859326538727
leave_one_snapshot_out,initial_sim_state,13,13,10.0,0.07094598635535448,0.2176484648997967,0.11346156572797886,0.04782684886222118,0.16126564396523946,0.04016147268543506,-0.003961711431828023,0.09252405645714226,-0.030219663410291194,-0.07017140879936143,-0.0006153613474343067,0.0,0.0,0.0
leave_one_snapshot_out,mean_moe_action,13,13,10.0,0.08390354249355948,0.24842888575333816,0.10050400958977386,0.035136586280168955,0.17884203687756428,0.027203916547230065,-0.037682712883132935,0.08470679811479513,-0.04317721954849619,-0.08424875670885158,-0.003070255238697337,-0.012957556138204996,-0.05520157783163686,0.021361177418546956
leave_one_snapshot_out,sim_state+mean_moe_action+state,13,13,10.0,0.09103430617818656,0.25795353605197024,0.09337324590514678,0.035089978799736556,0.18835743979150715,0.020073152862602993,-0.039111203674420475,0.07927339289544111,-0.05030798323312326,-0.09499064973315323,-0.007792846096692894,-0.020088319822832067,-0.07468311809366748,0.01785670241230682
leave_one_snapshot_out,geometry+mean_moe_action+state,13,13,10.0,0.09156241614830349,0.2586662769317627,0.09284513593502987,0.024812698825871476,0.17100743554595094,0.019545042892486066,-0.04824431877022669,0.10701222774857784,-0.05083609320324019,-0.09191282507227487,-0.009227365831553447,-0.020616429792948993,-0.07684668435727196,0.019209649814109775
leave_one_snapshot_out,policy_state+mean_moe_action+state,13,13,10.0,0.09167381152711503,0.25895729890236485,0.09273374055621832,0.00917183388563377,0.16942843453165032,0.019433647513674525,-0.06674111820108818,0.09032219222684379,-0.05094748858205173,-0.08187226053266321,-0.013152930013195374,-0.020727825171760535,-0.07672732473594347,0.04547129663947276
leave_one_snapshot_out,mean_moe_action+state,13,13,10.0,0.09232417117086214,0.25978670670435977,0.0920833809124712,0.019647922239580035,0.15024494282285053,0.01878328786992741,-0.06905063101299214,0.09453609590689058,-0.05159784822579884,-0.09813277953518762,-0.004674998322748977,-0.02137818481550765,-0.07796397024372219,0.026917035134362194
leave_one_snapshot_out,initial_policy_state,13,13,10.0,0.11110745904078954,0.26338737973800075,0.07330009304254378,-0.022055999206205164,0.13111331726395356,0.0,0.0,0.0,-0.07038113609572626,-0.1442002151709741,-0.013785590722594132,-0.04016147268543506,-0.10193262275863092,0.011930698799831524
leave_one_snapshot_out,mean_moe_state,13,13,10.0,0.11587119366286504,0.2764280438423157,0.0685363584204683,0.0025832678555557497,0.13585596874411832,-0.0047637346220754835,-0.09064545634261002,0.08224799613038021,-0.07514487071780174,-0.1325725534224479,-0.023156123176971757,-0.044925207307510547,-0.10313922922477495,0.0032775238338651124
leave_one_snapshot_out,as_moe,13,13,10.0,0.18440754888340485,0.3894230769230769,3.199928484313676e-09,-3.0785388628353376e-09,1.125507274667308e-08,-0.0733000898426153,-0.14268446323783945,0.010363000048436691,-0.14368122593834157,-0.20252200682342572,-0.09279786835238596,-0.11346156252805037,-0.18936885279995008,-0.06448364420130501
