cv_scheme,model,snapshots,heldout_units,ridge_alpha,failure_rate_mse,failure_rate_mae,mse_gain_vs_mean_rate,mse_gain_vs_mean_rate_ci95_low,mse_gain_vs_mean_rate_ci95_high,mse_gain_vs_policy_state,mse_gain_vs_policy_state_ci95_low,mse_gain_vs_policy_state_ci95_high,mse_gain_vs_geometry,mse_gain_vs_geometry_ci95_low,mse_gain_vs_geometry_ci95_high,mse_gain_vs_sim_state,mse_gain_vs_sim_state_ci95_low,mse_gain_vs_sim_state_ci95_high
leave_one_snapshot_out,mean_rate,13,13,,0.18440755208333334,0.3894230769230769,0.0,0.0,0.0,-0.07330009304254378,-0.1550969074689971,0.006217354617826488,-0.14368122913827006,-0.23540024447746224,-0.07992480016065748,-0.11346156572797886,-0.1792197777007485,-0.057675036776531796
leave_one_snapshot_out,mean_output_action,13,13,10.0,0.4716571537773235,0.633022991510538,-0.28724960169399016,-0.4385335160700752,-0.13060387151218703,-0.3605496947365339,-0.4945963304145835,-0.22926082995056032,-0.4309308308322602,-0.5656169658013478,-0.2362387224394442,-0.400711167421969,-0.5441017056506633,-0.27160837107245495
leave_one_worker_out,initial_policy_state,13,4,10.0,0.23902048166001957,0.42846839473797727,0.06357114642640015,-0.08438622905454951,0.20673304386919103,0.0,0.0,0.0,0.030471043646316937,-0.06021846704171968,0.1644348074002612,0.04626007113336899,-0.0757204294262294,0.10349814006943028
leave_one_worker_out,initial_geometry,13,4,10.0,0.2694915253063365,0.40907130333093494,0.03310010278008321,-0.03531318555887735,0.14685677875505668,-0.030471043646316937,-0.1571226687461013,0.11865460896313662,0.0,0.0,0.0,0.015789027487052056,-0.15674620573603956,0.17599715477300157
leave_one_worker_out,initial_sim_state,13,4,10.0,0.28528055279338854,0.4281201912806584,0.017311075293031167,-0.2776292574881306,0.20876017863216959,-0.04626007113336899,-0.10958637572764673,0.05249943996631313,-0.015789027487052056,-0.183935891297895,0.12833685577938475,0.0,0.0,0.0
leave_one_worker_out,as_moe,13,4,10.0,0.30259160823999803,0.48579058280357945,1.9846421714809354e-08,4.520018742178282e-09,3.4245811206632996e-08,-0.06357112657997845,-0.20305621825982217,0.11682908538426093,-0.033100082933661505,-0.11024098243953577,0.050587611573835164,-0.01731105544660945,-0.21487461655031198,0.22634313880059187
leave_one_worker_out,mean_rate,13,4,,0.3025916280864197,0.48579059829059834,0.0,0.0,0.0,-0.06357114642640015,-0.17634399674733564,0.11682907090529973,-0.03310010278008321,-0.15752595948217035,0.047713905534711304,-0.017311075293031167,-0.1990099666879108,0.2776292574881305
leave_one_worker_out,mean_moe_action,13,4,10.0,0.36978831478769353,0.5270870923995972,-0.06719668670127382,-0.1743498376912815,-0.01123987568487868,-0.13076783312767398,-0.25996880285009005,-0.020840901479647556,-0.10029678948135703,-0.21168240571634764,0.06104086447565223,-0.08450776199430497,-0.23475020579945927,0.10095036765174914
leave_one_worker_out,mean_moe_state,13,4,10.0,0.3748351631679253,0.5196924920265491,-0.07224353508150556,-0.20803563059702085,0.059002379061551896,-0.1358146815079057,-0.26564132016456626,-0.018763395321571515,-0.10534363786158878,-0.21215669313671948,0.011950233091744407,-0.08955461037453673,-0.2190489830532358,0.0629463525030256
leave_one_worker_out,geometry+mean_moe_action+state,13,4,10.0,0.38126468656773077,0.5310923457145691,-0.07867305848131105,-0.2287434777158346,0.02099182263820775,-0.1422442049077112,-0.2551228099222989,-0.01572487046730925,-0.11177316126139426,-0.23451963774093626,0.028476257990187555,-0.0959841337743422,-0.22215824673330542,0.008563945973997159
leave_one_worker_out,sim_state+mean_moe_action+state,13,4,10.0,0.38178125751402425,0.5315661590832931,-0.07918962942760456,-0.16163397137079827,0.021122068886356635,-0.1427607758540047,-0.25035531866877103,-0.01896456966813507,-0.11228973220768776,-0.2065803827519883,-0.007585752248470372,-0.09650070472063571,-0.20299231519509034,0.04912425739137367
leave_one_worker_out,policy_state+mean_moe_action+state,13,4,10.0,0.38243563865875707,0.5321707633825449,-0.07984401057233735,-0.22741973042657476,0.031761534317704836,-0.1434151569987375,-0.23373824436757265,-0.04701728971582645,-0.11294411335242056,-0.2230990491910273,-0.007622390796035221,-0.0971550858653685,-0.20407734536475672,0.0407295994284188
leave_one_worker_out,mean_moe_action+state,13,4,10.0,0.3828720932260611,0.5325682438336886,-0.08028046513964136,-0.21022775136879246,0.034862945253241455,-0.1438516115660415,-0.25643070611233065,-0.06525646056671519,-0.11338056791972456,-0.23714446843837297,-0.009819385424279119,-0.09759154043267251,-0.206817332933007,0.06101903697954757
leave_one_worker_out,mean_output_action,13,4,10.0,0.5512673503118328,0.702347633930353,-0.2486757222254131,-0.5924550928080079,-0.021931425573171834,-0.3122468686518132,-0.44131583088966,-0.22190717395740792,-0.28177582500549625,-0.486429361144678,-0.0711316304740133,-0.26598679751844423,-0.34842207848898754,-0.21949825929884198
