cv_scheme,snapshot_key,worker,model,observed_failure_rate,predicted_failure_rate
leave_one_snapshot_out,w00_s000,0,mean_rate,0.5625,0.6354166666666666
leave_one_snapshot_out,w00_s001,0,mean_rate,0.75,0.6197916666666666
leave_one_snapshot_out,w00_s002,0,mean_rate,0.8125,0.6145833333333334
leave_one_snapshot_out,w01_s000,1,mean_rate,1.0,0.5989583333333334
leave_one_snapshot_out,w01_s001,1,mean_rate,1.0,0.5989583333333334
leave_one_snapshot_out,w01_s002,1,mean_rate,1.0,0.5989583333333334
leave_one_snapshot_out,w02_s000,2,mean_rate,1.0,0.5989583333333334
leave_one_snapshot_out,w02_s001,2,mean_rate,0.9375,0.6041666666666666
leave_one_snapshot_out,w02_s002,2,mean_rate,0.875,0.609375
leave_one_snapshot_out,w03_s000,3,mean_rate,0.0625,0.6770833333333334
leave_one_snapshot_out,w03_s001,3,mean_rate,0.0625,0.6770833333333334
leave_one_snapshot_out,w03_s002,3,mean_rate,0.0625,0.6770833333333334
leave_one_snapshot_out,w03_s003,3,mean_rate,0.0625,0.6770833333333334
leave_one_snapshot_out,w00_s000,0,initial_sim_state,0.5625,0.7537012696266174
leave_one_snapshot_out,w00_s001,0,initial_sim_state,0.75,0.6949411034584045
leave_one_snapshot_out,w00_s002,0,initial_sim_state,0.8125,0.6809085607528687
leave_one_snapshot_out,w01_s000,1,initial_sim_state,1.0,0.8911608457565308
leave_one_snapshot_out,w01_s001,1,initial_sim_state,1.0,0.9861027002334595
leave_one_snapshot_out,w01_s002,1,initial_sim_state,1.0,0.8784391283988953
leave_one_snapshot_out,w02_s000,2,initial_sim_state,1.0,0.5605109333992004
leave_one_snapshot_out,w02_s001,2,initial_sim_state,0.9375,0.7995894551277161
leave_one_snapshot_out,w02_s002,2,initial_sim_state,0.875,0.5580888986587524
leave_one_snapshot_out,w03_s000,3,initial_sim_state,0.0625,0.45605701208114624
leave_one_snapshot_out,w03_s001,3,initial_sim_state,0.0625,0.4871022701263428
leave_one_snapshot_out,w03_s002,3,initial_sim_state,0.0625,0.0
leave_one_snapshot_out,w03_s003,3,initial_sim_state,0.0625,0.49481111764907837
leave_one_snapshot_out,w00_s000,0,initial_policy_state,0.5625,0.4824286103248596
leave_one_snapshot_out,w00_s001,0,initial_policy_state,0.75,0.5977004766464233
leave_one_snapshot_out,w00_s002,0,initial_policy_state,0.8125,0.6932287216186523
leave_one_snapshot_out,w01_s000,1,initial_policy_state,1.0,0.6703122854232788
leave_one_snapshot_out,w01_s001,1,initial_policy_state,1.0,0.854631781578064
leave_one_snapshot_out,w01_s002,1,initial_policy_state,1.0,0.9715539216995239
leave_one_snapshot_out,w02_s000,2,initial_policy_state,1.0,0.756492018699646
leave_one_snapshot_out,w02_s001,2,initial_policy_state,0.9375,0.8587820529937744
leave_one_snapshot_out,w02_s002,2,initial_policy_state,0.875,0.2705552875995636
leave_one_snapshot_out,w03_s000,3,initial_policy_state,0.0625,0.6150259375572205
leave_one_snapshot_out,w03_s001,3,initial_policy_state,0.0625,0.6102113723754883
leave_one_snapshot_out,w03_s002,3,initial_policy_state,0.0625,0.0
leave_one_snapshot_out,w03_s003,3,initial_policy_state,0.0625,0.5419837832450867
leave_one_snapshot_out,w00_s000,0,initial_geometry,0.5625,0.8295936584472656
leave_one_snapshot_out,w00_s001,0,initial_geometry,0.75,0.685798704624176
leave_one_snapshot_out,w00_s002,0,initial_geometry,0.8125,0.5528947710990906
leave_one_snapshot_out,w01_s000,1,initial_geometry,1.0,0.9305606484413147
leave_one_snapshot_out,w01_s001,1,initial_geometry,1.0,0.9003937244415283
leave_one_snapshot_out,w01_s002,1,initial_geometry,1.0,0.8244817852973938
leave_one_snapshot_out,w02_s000,2,initial_geometry,1.0,0.7692608833312988
leave_one_snapshot_out,w02_s001,2,initial_geometry,0.9375,0.7935617566108704
leave_one_snapshot_out,w02_s002,2,initial_geometry,0.875,0.7671270370483398
leave_one_snapshot_out,w03_s000,3,initial_geometry,0.0625,0.41272830963134766
leave_one_snapshot_out,w03_s001,3,initial_geometry,0.0625,0.34503835439682007
leave_one_snapshot_out,w03_s002,3,initial_geometry,0.0625,0.2391664683818817
leave_one_snapshot_out,w03_s003,3,initial_geometry,0.0625,0.2099532186985016
leave_one_snapshot_out,w00_s000,0,mean_output_action,0.5625,0.7597929239273071
leave_one_snapshot_out,w00_s001,0,mean_output_action,0.75,0.6088356375694275
leave_one_snapshot_out,w00_s002,0,mean_output_action,0.8125,0.021275460720062256
leave_one_snapshot_out,w01_s000,1,mean_output_action,1.0,0.304672509431839
leave_one_snapshot_out,w01_s001,1,mean_output_action,1.0,0.5937108397483826
leave_one_snapshot_out,w01_s002,1,mean_output_action,1.0,0.5436790585517883
leave_one_snapshot_out,w02_s000,2,mean_output_action,1.0,0.2335587441921234
leave_one_snapshot_out,w02_s001,2,mean_output_action,0.9375,0.5018372535705566
leave_one_snapshot_out,w02_s002,2,mean_output_action,0.875,0.0
leave_one_snapshot_out,w03_s000,3,mean_output_action,0.0625,0.7436478734016418
leave_one_snapshot_out,w03_s001,3,mean_output_action,0.0625,0.9709275960922241
leave_one_snapshot_out,w03_s002,3,mean_output_action,0.0625,1.0
leave_one_snapshot_out,w03_s003,3,mean_output_action,0.0625,1.0
leave_one_snapshot_out,w00_s000,0,as_moe,0.5625,0.6354166865348816
leave_one_snapshot_out,w00_s001,0,as_moe,0.75,0.6197916865348816
leave_one_snapshot_out,w00_s002,0,as_moe,0.8125,0.6145833134651184
leave_one_snapshot_out,w01_s000,1,as_moe,1.0,0.5989583134651184
leave_one_snapshot_out,w01_s001,1,as_moe,1.0,0.5989583134651184
leave_one_snapshot_out,w01_s002,1,as_moe,1.0,0.5989583134651184
leave_one_snapshot_out,w02_s000,2,as_moe,1.0,0.5989583134651184
leave_one_snapshot_out,w02_s001,2,as_moe,0.9375,0.6041666865348816
leave_one_snapshot_out,w02_s002,2,as_moe,0.875,0.609375
leave_one_snapshot_out,w03_s000,3,as_moe,0.0625,0.6770833134651184
leave_one_snapshot_out,w03_s001,3,as_moe,0.0625,0.6770833134651184
leave_one_snapshot_out,w03_s002,3,as_moe,0.0625,0.6770833134651184
leave_one_snapshot_out,w03_s003,3,as_moe,0.0625,0.6770833134651184
leave_one_snapshot_out,w00_s000,0,mean_moe_action,0.5625,0.727502167224884
leave_one_snapshot_out,w00_s001,0,mean_moe_action,0.75,0.5933129787445068
leave_one_snapshot_out,w00_s002,0,mean_moe_action,0.8125,0.8581154942512512
leave_one_snapshot_out,w01_s000,1,mean_moe_action,1.0,0.7621945142745972
leave_one_snapshot_out,w01_s001,1,mean_moe_action,1.0,1.0
leave_one_snapshot_out,w01_s002,1,mean_moe_action,1.0,0.4786416292190552
leave_one_snapshot_out,w02_s000,2,mean_moe_action,1.0,0.548121452331543
leave_one_snapshot_out,w02_s001,2,mean_moe_action,0.9375,0.804368793964386
leave_one_snapshot_out,w02_s002,2,mean_moe_action,0.875,0.48935002088546753
leave_one_snapshot_out,w03_s000,3,mean_moe_action,0.0625,0.4368700683116913
leave_one_snapshot_out,w03_s001,3,mean_moe_action,0.0625,0.28599947690963745
leave_one_snapshot_out,w03_s002,3,mean_moe_action,0.0625,0.2803567051887512
leave_one_snapshot_out,w03_s003,3,mean_moe_action,0.0625,0.37922099232673645
leave_one_snapshot_out,w00_s000,0,mean_moe_state,0.5625,0.7675907611846924
leave_one_snapshot_out,w00_s001,0,mean_moe_state,0.75,0.4620380401611328
leave_one_snapshot_out,w00_s002,0,mean_moe_state,0.8125,1.0
leave_one_snapshot_out,w01_s000,1,mean_moe_state,1.0,0.9561550617218018
