method,family,threshold_mode,runtime_task_identity,config,source,alarms,tp,fp,precision,recall,timely_fpr,mean_matched_prior,lift,published_tp,published_fp,reproduces_published,alarms_on_timely_success,alarms_on_late_success_plus10,alarms_on_persistent_failure,recall_persistent,recall_late,mode_dropped_n,mode_dropped_hit,mode_dropped_recall,mode_dropped_persistent_n,mode_no_grasp_n,mode_no_grasp_hit,mode_no_grasp_recall,mode_no_grasp_persistent_n,mode_moved_unmet_n,mode_moved_unmet_hit,mode_moved_unmet_recall,mode_moved_unmet_persistent_n,mode_regressed_n,mode_regressed_hit,mode_regressed_recall,mode_regressed_persistent_n,mode_released_outside_n,mode_released_outside_hit,mode_released_outside_recall,mode_released_outside_persistent_n,mode_no_contact_n,mode_no_contact_hit,mode_no_contact_recall,mode_no_contact_persistent_n,mode_timeout_holding_n,mode_timeout_holding_hit,mode_timeout_holding_recall,mode_timeout_holding_persistent_n,mode_mechanism_n,mode_mechanism_hit,mode_mechanism_recall,mode_mechanism_persistent_n,mode_no_progress_n,mode_no_progress_hit,mode_no_progress_recall,mode_no_progress_persistent_n,worst_mode_recall,worst_mode_name,mean_mode_recall,modes_scored_n,alarm_chunk_q25,alarm_chunk_median,alarm_chunk_q75,remaining_budget_q25,remaining_budget_median,remaining_budget_q75,matched_prior_q25,matched_prior_median,matched_prior_q75,lead_median,early_tp,early_fp,early_precision,early_share_of_tp,budget0_tp,budget0_fp,budget0_precision,budget2_tp,budget2_fp,budget2_precision,budget4_tp,budget4_fp,budget4_precision,budget8_tp,budget8_fp,budget8_precision,budget12_tp,budget12_fp,budget12_precision,budget_won,budget_ceiling,frac_of_ceiling,avg_budget_per_tp,budget_wasted_fp,gain_per_loss,missed_risks,miss_dropped,miss_no_grasp,miss_moved_unmet,miss_regressed,miss_released_outside,miss_no_contact,miss_timeout_holding,miss_mechanism,miss_no_progress,missed_persistent,missed_late
flow:mobility_s8|per_task,flow_semantics/denoising_step,per_task,True,all_median | low | w4 | k4 | q0.85,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,360,309,51,0.8583333333333333,0.5478723404255319,0.003391859537110934,0.6448873024173369,1.330981909731982,309.0,51.0,True,51,22,287,0.5487571701720841,0.5365853658536586,241,163,0.6763485477178424,231,143,66,0.46153846153846156,136,89,39,0.43820224719101125,83,26,11,0.4230769230769231,26,25,11,0.44,24,14,4,0.2857142857142857,14,23,12,0.5217391304347826,8,1,1,1.0,1,2,2,1.0,0,0.2857142857142857,no_contact,0.46380279938190094,7,17.0,22.0,31.0,4.0,8.0,20.0,0.212,0.9166666666666666,0.9814814814814815,6.0,61,34,0.6421052631578947,0.19741100323624594,309,51,0.8583333333333333,258,51,0.8349514563106796,225,51,0.8152173913043478,135,47,0.7417582417582418,110,46,0.7051282051282052,3390,17792,0.19053507194244604,10.970873786407767,1426,2.377279102384292,255,78,77,50,15,14,10,11,0,0,236,19
flow:mobility_s8|global,flow_semantics/denoising_step,global,False,L14 | low | w4 | k4 | q0.96,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,278,239,39,0.8597122302158273,0.4237588652482269,0.0025937749401436553,0.5179536193155685,1.6598247374965034,239.0,39.0,True,39,14,225,0.43021032504780116,0.34146341463414637,241,83,0.34439834024896265,231,143,79,0.5524475524475524,136,89,37,0.4157303370786517,83,26,17,0.6538461538461539,26,25,6,0.24,24,14,3,0.21428571428571427,14,23,11,0.4782608695652174,8,1,1,1.0,1,2,2,1.0,0,0.21428571428571427,no_contact,0.4141384239246074,7,24.0,32.0,35.0,12.0,16.0,19.0,0.3700112852222366,0.4910394265232975,0.5969498910675382,16.0,43,21,0.671875,0.1799163179916318,239,39,0.8597122302158273,228,39,0.8539325842696629,211,39,0.844,181,38,0.8264840182648402,172,38,0.819047619047619,3647,17792,0.20497976618705036,15.259414225941423,910,4.007692307692308,325,158,64,52,9,19,11,12,0,0,298,27
flow:mobility_s9|per_task,flow_semantics/denoising_step,per_task,True,L2 | low | w4 | k4 | q0.7,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,329,272,57,0.8267477203647416,0.48226950354609927,0.003790901835594573,0.5953801599458113,1.3886047537089383,272.0,57.0,True,57,17,255,0.4875717017208413,0.4146341463414634,241,152,0.6307053941908713,231,143,36,0.2517482517482518,136,89,43,0.48314606741573035,83,26,12,0.46153846153846156,26,25,10,0.4,24,14,4,0.2857142857142857,14,23,12,0.5217391304347826,8,1,1,1.0,1,2,2,1.0,0,0.2517482517482518,no_grasp,0.43351308443462616,7,16.0,20.0,26.0,4.0,10.0,21.0,0.12694610778443113,0.8203592814371258,0.9790209790209791,6.0,72,43,0.6260869565217392,0.2647058823529412,272,57,0.8267477203647416,228,57,0.8,199,56,0.7803921568627451,122,53,0.6971428571428572,104,46,0.6933333333333334,3162,17792,0.17772032374100719,11.625,1455,2.1731958762886596,292,89,107,46,14,15,10,11,0,0,268,24
flow:mobility_s9|global,flow_semantics/denoising_step,global,False,L12 | low | w4 | k4 | q0.975,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,212,195,17,0.9198113207547169,0.34574468085106386,0.0011306198457036445,0.5214150585184776,1.7640674271437853,195.0,17.0,True,17,13,182,0.3479923518164436,0.3170731707317073,241,61,0.25311203319502074,231,143,78,0.5454545454545454,136,89,27,0.30337078651685395,83,26,12,0.46153846153846156,26,25,3,0.12,24,14,2,0.14285714285714285,14,23,9,0.391304347826087,8,1,1,1.0,1,2,2,1.0,0,0.12,released_outside,0.3168053310554445,7,26.0,34.0,36.0,12.0,15.0,18.0,0.46678023850085176,0.4963768115942029,0.5969498910675382,15.0,36,4,0.9,0.18461538461538463,195,17,0.9198113207547169,188,17,0.9170731707317074,171,17,0.9095744680851063,161,17,0.9044943820224719,151,16,0.9041916167664671,3016,17792,0.16951438848920863,15.466666666666667,374,8.064171122994653,369,180,65,62,14,22,12,14,0,0,341,28
flow:mobility_step_range|per_task,flow_semantics/denoising_step,per_task,True,L2 | high | w4 | k4 | q0.85,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,206,165,41,0.8009708737864077,0.2925531914893617,0.0027267890396382014,0.6105358804857879,1.3119144990284528,165.0,41.0,True,41,13,152,0.29063097514340347,0.3170731707317073,241,101,0.4190871369294606,231,143,21,0.14685314685314685,136,89,17,0.19101123595505617,83,26,12,0.46153846153846156,26,25,4,0.16,24,14,2,0.14285714285714285,14,23,7,0.30434782608695654,8,1,1,1.0,1,2,0,0.0,0,0.14285714285714285,no_contact,0.2608135643171749,7,17.0,21.0,28.75,2.0,11.0,19.0,0.2231578947368421,0.5969498910675382,0.9790209790209791,5.0,26,29,0.4727272727272727,0.15757575757575756,165,41,0.8009708737864077,127,41,0.7559523809523809,103,39,0.7253521126760564,72,37,0.6605504587155964,63,37,0.63,1533,17792,0.08616232014388489,9.290909090909091,761,2.0144546649145862,399,140,122,72,14,21,12,16,0,2,371,28
flow:mobility_step_range|global,flow_semantics/denoising_step,global,False,all_median | low | w4 | k4 | q0.975,moe-flow-semantics-0906/results/step_alarm/external_first_alarms.npz,246,226,20,0.9186991869918699,0.40070921985815605,0.0013301409949454642,0.5650198252602169,1.6259592069513098,226.0,20.0,True,20,14,212,0.40535372848948376,0.34146341463414637,241,75,0.3112033195020747,231,143,80,0.5594405594405595,136,89,36,0.4044943820224719,83,26,13,0.5,26,25,6,0.24,24,14,2,0.14285714285714285,14,23,11,0.4782608695652174,8,1,1,1.0,1,2,2,1.0,0,0.14285714285714285,no_contact,0.3766080390553523,7,25.0,33.0,36.0,6.0,15.0,18.0,0.48154657293497366,0.4963768115942029,0.9464285714285714,14.0,42,7,0.8571428571428571,0.18584070796460178,226,20,0.9186991869918699,211,20,0.9134199134199135,192,20,0.9056603773584906,162,18,0.9,154,17,0.9005847953216374,3239,17792,0.18204811151079137,14.331858407079647,416,7.7860576923076925,338,166,63,53,13,19,12,12,0,0,311,27
circuit:norm_fiedler|global,circuit_analogy/graph_spectrum,global,False,L15 | high | w4 | k4 | q0.95,moe-circuit-analogy-0906/results/detectors/external_first_alarms.npz,44,42,2,0.9545454545454546,0.07446808510638298,0.00013301409949454643,0.6494644432270036,1.4697424385584381,42.0,2.0,True,2,0,42,0.08030592734225621,0.0,241,24,0.0995850622406639,231,143,9,0.06293706293706294,136,89,5,0.056179775280898875,83,26,3,0.11538461538461539,26,25,1,0.04,24,14,0,0.0,14,23,0,0.0,8,1,0,0.0,1,2,0,0.0,0,0.0,no_contact,0.053440930834748726,7,16.0,21.0,37.0,1.0,6.0,14.0,0.212,0.9539160401002507,0.9859154929577465,6.0,15,2,0.8823529411764706,0.35714285714285715,42,2,0.9545454545454546,29,2,0.9354838709677419,25,2,0.9259259259259259,19,2,0.9047619047619048,17,2,0.8947368421052632,302,17792,0.01697392086330935,7.190476190476191,68,4.4411764705882355,522,217,134,84,23,24,14,23,1,2,481,41
circuit:norm_fiedler|per_task,circuit_analogy/graph_spectrum,per_task,True,L15 | high | w4 | k4 | q0.85,moe-circuit-analogy-0906/results/detectors/external_first_alarms.npz,188,161,27,0.8563829787234043,0.2854609929078014,0.0017956903431763766,0.6463077550102904,1.3250389958724371,161.0,27.0,True,27,10,151,0.2887189292543021,0.24390243902439024,241,85,0.35269709543568467,231,143,36,0.2517482517482518,136,89,18,0.20224719101123595,83,26,7,0.2692307692307692,26,25,6,0.24,24,14,3,0.21428571428571427,14,23,4,0.17391304347826086,8,1,0,0.0,1,2,2,1.0,0,0.17391304347826086,timeout_holding,0.2434460093128452,7,14.0,19.0,22.25,2.0,6.0,16.0,0.12694610778443113,0.9513888888888888,0.9790209790209791,5.0,41,22,0.6507936507936508,0.2546583850931677,161,27,0.8563829787234043,129,26,0.832258064516129,94,26,0.7833333333333333,58,24,0.7073170731707317,50,21,0.704225352112676,1512,17792,0.08498201438848921,9.391304347826088,612,2.4705882352941178,403,156,107,71,19,19,11,19,1,0,372,31
circuitcopy:partial_edge_std|global,reproducibility_variant,global,False,L3 | high | w4 | k4 | q0.95 (circuit-analogy's selection of a quantity the frame survey froze at a different quantile),moe-circuit-analogy-0906/results/detectors/external_first_alarms.npz,77,42,35,0.5454545454545454,0.07446808510638298,0.0023277467411545625,0.2216066532790339,2.461363579945145,42.0,35.0,True,35,2,40,0.07648183556405354,0.04878048780487805,241,9,0.03734439834024896,231,143,20,0.13986013986013987,136,89,5,0.056179775280898875,83,26,1,0.038461538461538464,26,25,0,0.0,24,14,5,0.35714285714285715,14,23,2,0.08695652173913043,8,1,0,0.0,1,2,0,0.0,0,0.0,released_outside,0.10227789011783053,7,16.0,19.0,22.0,28.0,31.0,35.0,0.06993363961204696,0.0749863163656267,0.10579150579150579,29.0,26,34,0.43333333333333335,0.6190476190476191,42,35,0.5454545454545454,41,35,0.5394736842105263,38,35,0.5205479452054794,35,35,0.5,34,35,0.4927536231884058,955,17792,0.053675809352517985,22.738095238095237,1180,0.809322033898305,522,232,123,84,25,25,9,21,1,2,483,39
circuitcopy:conditional_effective_rank|global,reproducibility_variant,global,False,L3 | high | w4 | k4 | q0.96 (circuit-analogy's selection of a quantity the frame survey froze at a different quantile),moe-circuit-analogy-0906/results/detectors/external_first_alarms.npz,104,42,62,0.40384615384615385,0.07446808510638298,0.004123437084330939,0.21061165881695576,1.9174919190828827,42.0,62.0,True,62,3,39,0.0745697896749522,0.07317073170731707,241,13,0.05394190871369295,231,143,15,0.1048951048951049,136,89,5,0.056179775280898875,83,26,2,0.07692307692307693,26,25,2,0.08,24,14,3,0.21428571428571427,14,23,2,0.08695652173913043,8,1,0,0.0,1,2,0,0.0,0,0.05394190871369295,dropped,0.09616887169108833,7,15.0,17.0,22.75,28.25,34.0,36.0,0.0690524193548387,0.0714658320292123,0.11706163443780296,22.5,20,59,0.25316455696202533,0.47619047619047616,42,62,0.40384615384615385,39,62,0.38613861386138615,36,62,0.3673469387755102,35,62,0.36082474226804123,34,62,0.3541666666666667,897,17792,0.05041591726618705,21.357142857142858,2136,0.4199438202247191,522,228,128,84,24,23,11,21,1,2,484,38
circuitcopy:partial_query_d1|global,reproducibility_variant,global,False,L3 | high | w4 | k4 | q0.96 (circuit-analogy's selection of a quantity the frame survey froze at a different quantile),moe-circuit-analogy-0906/results/detectors/external_first_alarms.npz,83,20,63,0.24096385542168675,0.03546099290780142,0.004189944134078212,0.16096812117851791,1.4969663164202025,20.0,63.0,True,63,2,18,0.03441682600382409,0.04878048780487805,241,4,0.016597510373443983,231,143,6,0.04195804195804196,136,89,2,0.02247191011235955,83,26,2,0.07692307692307693,26,25,1,0.04,24,14,3,0.21428571428571427,14,23,2,0.08695652173913043,8,1,0,0.0,1,2,0,0.0,0,0.016597510373443983,dropped,0.07131325362739531,7,16.0,17.0,20.5,30.5,34.0,35.0,0.06993363961204696,0.0714658320292123,0.07712289494879543,26.0,10,62,0.1388888888888889,0.5,20,63,0.24096385542168675,19,63,0.23170731707317074,19,63,0.23170731707317074,18,63,0.2222222222222222,15,63,0.19230769230769232,405,17792,0.022763039568345324,20.25,2135,0.18969555035128804,544,237,137,87,24,24,11,21,1,2,505,39
tokgeo:procrustes_prev|per_task,token_geometry/adjacent_query,per_task,True,front_median | high | w4 | k4 | q0.9,moe-token-geometry-0906/results/detection/external_first_alarms.npz,157,123,34,0.7834394904458599,0.21808510638297873,0.002261239691407289,0.49919708557945686,1.5693991673378076,123.0,34.0,True,34,11,112,0.21414913957934992,0.2682926829268293,241,65,0.2697095435684647,231,143,18,0.1258741258741259,136,89,20,0.2247191011235955,83,26,3,0.11538461538461539,26,25,13,0.52,24,14,2,0.14285714285714285,14,23,2,0.08695652173913043,8,1,0,0.0,1,2,0,0.0,0,0.08695652173913043,timeout_holding,0.21221443579243923,7,12.0,16.0,23.0,6.0,10.0,17.0,0.09333333333333334,0.43630573248407645,0.9523809523809523,9.0,39,25,0.609375,0.3170731707317073,123,34,0.7834394904458599,117,34,0.7748344370860927,108,34,0.7605633802816901,69,33,0.6764705882352942,42,27,0.6086956521739131,1212,17792,0.06812050359712231,9.853658536585366,579,2.093264248704663,441,176,125,69,23,12,12,21,1,2,411,30
tokgeo:procrustes_prev|global,token_geometry/adjacent_query,global,False,L13 | high | w4 | k4 | q0.975,moe-token-geometry-0906/results/detection/external_first_alarms.npz,71,61,10,0.8591549295774648,0.10815602836879433,0.0006650704974727321,0.4894301925024355,1.7554187353760147,61.0,10.0,True,10,3,58,0.11089866156787763,0.07317073170731707,241,26,0.1078838174273859,231,143,11,0.07692307692307693,136,89,7,0.07865168539325842,83,26,5,0.19230769230769232,26,25,8,0.32,24,14,0,0.0,14,23,4,0.17391304347826086,8,1,0,0.0,1,2,0,0.0,0,0.0,no_contact,0.13566847364709636,7,17.5,25.0,28.0,6.0,17.0,23.0,0.15610901348520934,0.4514003294892916,0.926856669820246,15.0,17,7,0.7083333333333334,0.2786885245901639,61,10,0.8591549295774648,61,10,0.8591549295774648,53,10,0.8412698412698413,42,10,0.8076923076923077,37,10,0.7872340425531915,927,17792,0.05210206834532374,15.19672131147541,238,3.8949579831932772,503,215,132,82,21,17,14,19,1,2,465,38
tokgeo:bandedness|per_task,token_geometry/shape_order,per_task,True,L2 | low | w4 | k4 | q0.9,moe-token-geometry-0906/results/detection/external_first_alarms.npz,191,139,52,0.7277486910994765,0.24645390070921985,0.003458366586858207,0.44472872602436053,1.6363878663857958,139.0,52.0,True,52,11,128,0.2447418738049713,0.2682926829268293,241,87,0.36099585062240663,231,143,9,0.06293706293706294,136,89,28,0.3146067415730337,83,26,2,0.07692307692307693,26,25,10,0.4,24,14,0,0.0,14,23,3,0.13043478260869565,8,1,0,0.0,1,2,0,0.0,0,0.0,no_contact,0.19227107352346798,7,12.0,15.0,21.0,6.0,13.0,17.0,0.0749863163656267,0.425531914893617,0.9119757174392935,8.0,49,45,0.5212765957446809,0.35251798561151076,139,52,0.7277486910994765,131,52,0.7158469945355191,118,51,0.6982248520710059,79,50,0.6124031007751938,58,42,0.58,1504,17792,0.08453237410071943,10.820143884892087,1002,1.5009980039920159,425,154,134,61,24,15,14,20,1,2,395,30
tokgeo:bandedness|global,token_geometry/shape_order,global,False,L12 | high | w4 | k4 | q0.9,moe-token-geometry-0906/results/detection/external_first_alarms.npz,12,4,8,0.3333333333333333,0.0070921985815602835,0.0005320563979781857,0.5338989679370257,0.6243378492026801,4.0,8.0,True,8,1,3,0.0057361376673040155,0.024390243902439025,241,1,0.004149377593360996,231,143,0,0.0,136,89,3,0.033707865168539325,83,26,0,0.0,26,25,0,0.0,24,14,0,0.0,14,23,0,0.0,8,1,0,0.0,1,2,0,0.0,0,0.0,no_grasp,0.005408177537414331,7,14.0,27.0,38.0,9.0,12.5,15.5,0.1703041907514451,0.5158074067777401,0.8875928962330444,6.5,0,4,0.0,0.0,4,8,0.3333333333333333,3,8,0.2727272727272727,3,8,0.2727272727272727,2,8,0.2,0,6,0.0,23,17792,0.0012927158273381295,5.75,142,0.1619718309859155,560,240,143,86,26,25,14,23,1,2,520,40
tokgeo:lam1_share|per_task,token_geometry/shape_spectrum,per_task,True,all_median | low | w4 | k4 | q0.85,moe-token-geometry-0906/results/detection/external_first_alarms.npz,291,226,65,0.7766323024054983,0.40070921985815605,0.004322958233572758,0.533741707761595,1.4550714158399527,226.0,65.0,True,65,12,214,0.4091778202676864,0.2926829268292683,241,121,0.5020746887966805,231,143,34,0.23776223776223776,136,89,37,0.4157303370786517,83,26,6,0.23076923076923078,26,25,12,0.48,24,14,4,0.2857142857142857,14,23,10,0.43478260869565216,8,1,1,1.0,1,2,1,0.5,0,0.23076923076923078,regressed,0.3695476269738198,7,14.0,18.0,23.5,5.0,11.0,17.0,0.12694610778443113,0.4910394265232975,0.958904109589041,7.0,68,51,0.5714285714285714,0.3008849557522124,226,65,0.7766323024054983,210,64,0.7664233576642335,184,64,0.7419354838709677,110,63,0.6358381502890174,84,58,0.5915492957746479,2347,17792,0.13191321942446044,10.38495575221239,1439,1.630993745656706,338,120,109,52,20,13,10,13,0,1,309,29
tokgeo:lam1_share|global,token_geometry/shape_spectrum,global,False,L5 | low | w4 | k4 | q0.96,moe-token-geometry-0906/results/detection/external_first_alarms.npz,118,95,23,0.8050847457627118,0.16843971631205673,0.0015296621441872838,0.47863148608453127,1.6820555462172948,95.0,23.0,True,23,5,90,0.17208413001912046,0.12195121951219512,241,42,0.17427385892116182,231,143,26,0.18181818181818182,136,89,13,0.14606741573033707,83,26,5,0.19230769230769232,26,25,2,0.08,24,14,3,0.21428571428571427,14,23,4,0.17391304347826086,8,1,0,0.0,1,2,0,0.0,0,0.08,released_outside,0.1660951295059069,7,11.0,24.5,28.0,5.0,19.0,40.0,0.0685,0.43630573248407645,0.9597913703176861,13.0,33,17,0.66,0.3473684210526316,95,23,0.8050847457627118,91,23,0.7982456140350878,89,23,0.7946428571428571,57,23,0.7125,54,23,0.7012987012987013,1648,17792,0.09262589928057553,17.347368421052632,821,2.0073081607795373,469,199,117,76,21,23,11,19,1,2,433,36
state:td_slope|per_task,state_channel,per_task,True,L3 | high | w4 | k4 | q0.95,moe-state-channel-0906/results/detectors/external_first_alarms.npz,95,62,33,0.6526315789473685,0.1099290780141844,0.002194732641660016,0.4305360703692739,1.5158580752307274,62.0,33.0,True,33,5,57,0.1089866156787763,0.12195121951219512,241,30,0.12448132780082988,231,143,8,0.055944055944055944,136,89,8,0.0898876404494382,83,26,2,0.07692307692307693,26,25,6,0.24,24,14,2,0.14285714285714285,14,23,6,0.2608695652173913,8,1,0,0.0,1,2,0,0.0,0,0.055944055944055944,no_grasp,0.14156611559884788,7,12.0,18.0,21.5,6.0,11.0,19.5,0.07664497469269703,0.27987742594484166,0.8542486231313926,8.0,21,25,0.45652173913043476,0.3387096774193548,62,33,0.6526315789473685,54,32,0.627906976744186,47,32,0.5949367088607594,34,30,0.53125,20,27,0.425531914893617,598,17792,0.033610611510791366,9.64516129032258,756,0.791005291005291,502,211,135,81,24,19,12,17,1,2,466,36
state:td_slope|global,state_channel,global,False,L15 | low | w4 | k4 | q0.96,moe-state-channel-0906/results/detectors/external_first_alarms.npz,185,161,24,0.8702702702702703,0.2854609929078014,0.0015961691939345571,0.5334401188769814,1.6314301070987998,161.0,24.0,True,24,18,143,0.2734225621414914,0.43902439024390244,241,47,0.1950207468879668,231,143,76,0.5314685314685315,136,89,21,0.23595505617977527,83,26,8,0.3076923076923077,26,25,0,0.0,24,14,1,0.07142857142857142,14,23,6,0.2608695652173913,8,1,0,0.0,1,2,2,1.0,0,0.0,released_outside,0.22891925412493488,7,20.0,30.0,32.0,11.0,18.0,21.0,0.43630573248407645,0.48154657293497366,0.8203592814371258,18.0,27,10,0.7297297297297297,0.16770186335403728,161,24,0.8702702702702703,144,23,0.8622754491017964,128,23,0.847682119205298,119,22,0.8439716312056738,116,21,0.8467153284671532,2491,17792,0.14000674460431656,15.472049689440993,528,4.71780303030303,403,194,67,68,18,25,13,17,1,0,380,23
state:state_mobility_s9|per_task,state_channel,per_task,True,L2 | low | w4 | k4 | q0.96,moe-state-channel-0906/results/detectors/external_first_alarms.npz,232,193,39,0.8318965517241379,0.3421985815602837,0.0025937749401436553,0.5527357469602905,1.5050529232079914,193.0,39.0,True,39,16,177,0.3384321223709369,0.3902439024390244,241,116,0.48132780082987553,231,143,23,0.16083916083916083,136,89,25,0.2808988764044944,83,26,3,0.11538461538461539,26,25,7,0.28,24,14,4,0.2857142857142857,14,23,12,0.5217391304347826,8,1,1,1.0,1,2,2,1.0,0,0.11538461538461539,regressed,0.3037005528010307,7,15.0,19.0,25.0,5.0,13.0,17.0,0.13584531482399603,0.48972648688018705,0.958904109589041,8.0,68,25,0.7311827956989247,0.35233160621761656,193,39,0.8318965517241379,174,39,0.8169014084507042,150,39,0.7936507936507936,98,35,0.7368421052631579,87,32,0.7310924369747899,2178,17792,0.12241456834532374,11.284974093264248,795,2.739622641509434,371,125,120,64,23,18,10,11,0,0,346,25
state:state_mobility_s9|global,state_channel,global,False,L3 | low | w4 | k4 | q0.99,moe-state-channel-0906/results/detectors/external_first_alarms.npz,132,124,8,0.9393939393939394,0.2198581560283688,0.0005320563979781857,0.6288556013125407,1.4938150148193743,124.0,8.0,True,8,11,113,0.21606118546845124,0.2682926829268293,241,24,0.0995850622406639,231,143,67,0.46853146853146854,136,89,17,0.19101123595505617,83,26,3,0.11538461538461539,26,25,1,0.04,24,14,0,0.0,14,23,9,0.391304347826087,8,1,1,1.0,1,2,2,1.0,0,0.0,no_contact,0.18654524713398443,7,34.75,37.0,40.0,10.0,13.0,16.0,0.4963768115942029,0.5969498910675382,0.8810289389067524,13.0,15,1,0.9375,0.12096774193548387,124,8,0.9393939393939394,121,7,0.9453125,111,7,0.940677966101695,99,7,0.9339622641509434,80,6,0.9302325581395349,1687,17792,0.09481789568345324,13.60483870967742,129,13.077519379844961,440,217,76,72,23,24,14,14,0,0,410,30
state:state_minus_action_mobility|per_task,state_channel,per_task,True,back_median | low | w4 | k4 | q0.95,moe-state-channel-0906/results/detectors/external_first_alarms.npz,260,212,48,0.8153846153846154,0.375886524822695,0.0031923383878691143,0.5254083893728251,1.5519063491885468,212.0,48.0,True,48,17,195,0.372848948374761,0.4146341463414634,241,128,0.5311203319502075,231,143,23,0.16083916083916083,136,89,30,0.33707865168539325,83,26,3,0.11538461538461539,26,25,10,0.4,24,14,4,0.2857142857142857,14,23,11,0.4782608695652174,8,1,1,1.0,1,2,2,1.0,0,0.11538461538461539,regressed,0.32977113073412573,7,15.0,19.0,23.25,5.0,11.0,17.25,0.17637271214642264,0.43630573248407645,0.954954954954955,8.0,74,32,0.6981132075471698,0.3490566037735849,212,48,0.8153846153846154,188,48,0.7966101694915254,173,48,0.7828054298642534,119,43,0.7345679012345679,90,35,0.72,2370,17792,0.13320593525179855,11.179245283018869,966,2.453416149068323,352,113,120,59,23,15,10,12,0,0,328,24
state:state_minus_action_mobility|global,state_channel,global,False,L4 | high | w4 | k4 | q0.995,moe-state-channel-0906/results/detectors/external_first_alarms.npz,10,7,3,0.7,0.012411347517730497,0.00019952114924181964,0.32930656796635155,2.125678829678021,7.0,3.0,True,3,0,7,0.01338432122370937,0.0,241,0,0.0,231,143,3,0.02097902097902098,136,89,3,0.033707865168539325,83,26,0,0.0,26,25,1,0.04,24,14,0,0.0,14,23,0,0.0,8,1,0,0.0,1,2,0,0.0,0,0.0,dropped,0.013526698021080042,7,13.25,17.0,19.5,11.0,13.0,14.75,0.07264906598874055,0.2680795107033639,0.44734991577948946,11.0,3,2,0.6,0.42857142857142855,7,3,0.7,7,3,0.7,6,3,0.6666666666666666,5,3,0.625,3,3,0.5,74,17792,0.004159172661870504,10.571428571428571,45,1.6444444444444444,557,241,140,86,26,24,14,23,1,2,516,41
combo:G-A,combination_rules,global,False,cascade|global|all12|0.99|0.85|2|-1|2,moe-combination-rules-0906/results/alarms/external_8b_alarms.npz (rebuilt through combination_core),301,288,13,0.9568106312292359,0.5106382978723404,0.0008645916467145518,0.7149174188226448,1.3383512641291504,288.0,13.0,True,13,19,269,0.51434034416826,0.4634146341463415,241,125,0.5186721991701245,231,143,98,0.6853146853146853,136,89,31,0.34831460674157305,83,26,10,0.38461538461538464,26,25,12,0.48,24,14,3,0.21428571428571427,14,23,8,0.34782608695652173,8,1,0,0.0,1,2,1,0.5,0,0.21428571428571427,no_contact,0.4255755252977148,7,17.0,21.0,36.0,4.0,8.0,15.0,0.4963768115942029,0.8810289389067524,0.9655172413793104,8.0,24,6,0.8,0.08333333333333333,288,13,0.9568106312292359,249,13,0.950381679389313,214,12,0.9469026548672567,152,11,0.9325153374233128,111,9,0.925,2667,17792,0.1498988309352518,9.260416666666666,244,10.930327868852459,276,116,45,58,16,13,11,15,1,1,254,22
combo:G-B,combination_rules,global,False,quorum|global|all12|0.99|0.99|1|0|1,moe-combination-rules-0906/results/alarms/external_8b_alarms.npz (rebuilt through combination_core),331,308,23,0.9305135951661632,0.5460992907801419,0.0015296621441872838,0.6780730761081656,1.3722910228303011,308.0,23.0,True,23,23,285,0.5449330783938815,0.5609756097560976,241,134,0.5560165975103735,231,143,100,0.6993006993006993,136,89,32,0.3595505617977528,83,26,10,0.38461538461538464,26,25,16,0.64,24,14,3,0.21428571428571427,14,23,10,0.43478260869565216,8,1,1,1.0,1,2,2,1.0,0,0.21428571428571427,no_contact,0.469793080886511,7,17.0,21.0,35.0,4.0,9.0,15.0,0.48841354723707664,0.8203592814371258,0.9655172413793104,8.0,34,13,0.723404255319149,0.11038961038961038,308,23,0.9305135951661632,270,23,0.9215017064846417,233,22,0.9137254901960784,168,20,0.8936170212765957,121,13,0.9029850746268657,3065,17792,0.17226843525179855,9.9512987012987,395,7.7594936708860756,256,107,43,57,16,9,11,13,0,0,238,18
combo:P-C,combination_rules,per_task,True,quorum|per_task|dedup11|0.8|0.8|4|-1|1,moe-combination-rules-0906/results/alarms/external_8b_alarms.npz (rebuilt through combination_core),448,391,57,0.8727678571428571,0.6932624113475178,0.003790901835594573,0.6017681277111626,1.450339120588602,391.0,57.0,True,57,22,369,0.7055449330783938,0.5365853658536586,241,217,0.9004149377593361,231,143,56,0.3916083916083916,136,89,54,0.6067415730337079,83,26,18,0.6923076923076923,26,25,24,0.96,24,14,5,0.35714285714285715,14,23,14,0.6086956521739131,8,1,1,1.0,1,2,2,1.0,0,0.35714285714285715,no_contact,0.6452730148608425,7,15.0,19.0,26.0,4.0,9.0,17.0,0.18152773301042766,0.7135416666666666,0.9655172413793104,7.0,96,31,0.7559055118110236,0.24552429667519182,391,57,0.8727678571428571,365,57,0.8649289099526066,293,56,0.839541547277937,192,52,0.7868852459016393,155,43,0.7828282828282829,4227,17792,0.2375786870503597,10.81074168797954,1141,3.7046450482033304,173,24,87,35,8,1,9,9,0,0,154,19
