method,family,threshold_mode,runtime_task_identity,config,source,alarms,tp,fp,precision,recall,timely_fpr,mean_matched_prior,lift,published_tp,published_fp,reproduces_published,alarms_on_timely_success,alarms_on_late_success_plus10,alarms_on_persistent_failure,recall_persistent,recall_late,mode_dropped_n,mode_dropped_hit,mode_dropped_recall,mode_dropped_persistent_n,mode_no_grasp_n,mode_no_grasp_hit,mode_no_grasp_recall,mode_no_grasp_persistent_n,mode_moved_unmet_n,mode_moved_unmet_hit,mode_moved_unmet_recall,mode_moved_unmet_persistent_n,mode_regressed_n,mode_regressed_hit,mode_regressed_recall,mode_regressed_persistent_n,mode_released_outside_n,mode_released_outside_hit,mode_released_outside_recall,mode_released_outside_persistent_n,mode_no_contact_n,mode_no_contact_hit,mode_no_contact_recall,mode_no_contact_persistent_n,mode_timeout_holding_n,mode_timeout_holding_hit,mode_timeout_holding_recall,mode_timeout_holding_persistent_n,mode_mechanism_n,mode_mechanism_hit,mode_mechanism_recall,mode_mechanism_persistent_n,mode_no_progress_n,mode_no_progress_hit,mode_no_progress_recall,mode_no_progress_persistent_n,worst_mode_recall,worst_mode_name,mean_mode_recall,modes_scored_n,alarm_chunk_q25,alarm_chunk_median,alarm_chunk_q75,remaining_budget_q25,remaining_budget_median,remaining_budget_q75,matched_prior_q25,matched_prior_median,matched_prior_q75,lead_median,early_tp,early_fp,early_precision,early_share_of_tp,budget0_tp,budget0_fp,budget0_precision,budget2_tp,budget2_fp,budget2_precision,budget4_tp,budget4_fp,budget4_precision,budget8_tp,budget8_fp,budget8_precision,budget12_tp,budget12_fp,budget12_precision,budget_won,budget_ceiling,frac_of_ceiling,avg_budget_per_tp,budget_wasted_fp,gain_per_loss,missed_risks,miss_dropped,miss_no_grasp,miss_moved_unmet,miss_regressed,miss_released_outside,miss_no_contact,miss_timeout_holding,miss_mechanism,miss_no_progress,missed_persistent,missed_late
mobility|per_task,frame_survey/adjacent_query,per_task,True,L2 | low | w4 | k4 | q0.7,moe-two-tier-0906/results/development_first_alarms.npz,274,243,31,0.8868613138686131,0.4989733059548255,0.0021658632012855447,0.6758079687243,1.31229780486713,,,,31,11,232,0.5076586433260394,0.36666666666666664,218,150,0.6880733944954128,209,116,22,0.1896551724137931,111,72,27,0.375,67,28,17,0.6071428571428571,28,18,9,0.5,15,14,2,0.14285714285714285,14,14,9,0.6428571428571429,6,6,6,1.0,6,1,1,1.0,1,0.14285714285714285,no_contact,0.4493693871094783,7,17.0,20.0,26.75,3.25,6.0,16.75,0.4036363636363636,0.8993571428571429,1.0,5.0,41,18,0.6949152542372882,0.16872427983539096,243,31,0.8868613138686131,211,31,0.871900826446281,174,31,0.848780487804878,97,31,0.7578125,81,29,0.7363636363636363,2206,15003,0.1470372592148237,9.078189300411523,744,2.96505376344086,244,68,94,45,11,9,12,5,0,0,225,19
mobility|global,frame_survey/adjacent_query,global,False,L12 | low | w4 | k4 | q0.975,moe-two-tier-0906/results/development_first_alarms.npz,187,172,15,0.9197860962566845,0.3531827515400411,0.0010479983232026828,0.5277507755702584,1.7428417708393027,,,,15,11,161,0.3522975929978118,0.36666666666666664,218,61,0.2798165137614679,209,116,59,0.5086206896551724,111,72,17,0.2361111111111111,67,28,18,0.6428571428571429,28,18,2,0.1111111111111111,15,14,2,0.14285714285714285,14,14,7,0.5,6,6,5,0.8333333333333334,6,1,1,1.0,1,0.1111111111111111,released_outside,0.3459105301933069,7,27.5,33.0,36.0,11.5,15.0,18.0,0.43106796116504853,0.4378698224852071,0.511004344654806,15.0,18,5,0.782608695652174,0.10465116279069768,172,15,0.9197860962566845,160,15,0.9142857142857143,149,15,0.9085365853658537,137,15,0.9013157894736842,126,14,0.9,2319,15003,0.15456908618276344,13.482558139534884,293,7.914675767918089,315,157,57,55,10,16,12,7,1,0,296,19
conditional_query_d1|per_task,frame_survey/adjacent_query,per_task,True,front_median | low | w4 | k4 | q0.95,moe-two-tier-0906/results/development_first_alarms.npz,167,147,20,0.8802395209580839,0.30184804928131415,0.0013973310976035773,0.6523211714811499,1.3493959102376307,,,,20,10,137,0.29978118161925604,0.3333333333333333,218,93,0.42660550458715596,209,116,13,0.11206896551724138,111,72,15,0.20833333333333334,67,28,3,0.10714285714285714,28,18,6,0.3333333333333333,15,14,2,0.14285714285714285,14,14,8,0.5714285714285714,6,6,6,1.0,6,1,1,1.0,1,0.10714285714285714,regressed,0.2716813868856622,7,18.0,21.0,32.0,2.5,9.0,16.0,0.4073737373737374,0.7906976744186046,1.0,7.0,22,12,0.6470588235294118,0.14965986394557823,147,20,0.8802395209580839,121,20,0.8581560283687943,94,20,0.8245614035087719,72,18,0.8,57,15,0.7916666666666666,1329,15003,0.08858228354329134,9.040816326530612,345,3.8521739130434782,340,125,103,57,25,12,12,6,0,0,320,20
conditional_query_d1|global,frame_survey/adjacent_query,global,False,L5 | low | w4 | k4 | q0.95,moe-two-tier-0906/results/development_first_alarms.npz,208,178,30,0.8557692307692307,0.3655030800821355,0.0020959966464053656,0.5267333464783104,1.6246725909624353,,,,30,16,162,0.3544857768052516,0.5333333333333333,218,65,0.2981651376146789,209,116,65,0.5603448275862069,111,72,19,0.2638888888888889,67,28,9,0.32142857142857145,28,18,3,0.16666666666666666,15,14,7,0.5,14,14,6,0.42857142857142855,6,6,3,0.5,6,1,1,1.0,1,0.16666666666666666,released_outside,0.36272364582234873,7,20.0,29.0,34.0,7.75,17.0,24.0,0.359260491772971,0.4378698224852071,0.9107142857142857,16.0,24,11,0.6857142857142857,0.1348314606741573,178,30,0.8557692307692307,159,30,0.8412698412698413,144,29,0.8323699421965318,127,29,0.8141025641025641,117,29,0.8013698630136986,2858,15003,0.19049523428647605,16.0561797752809,841,3.39833531510107,309,153,51,53,19,15,7,8,3,0,295,14
partial_query_d1|per_task,frame_survey/adjacent_query,per_task,True,all_median | low | w4 | k4 | q0.9,moe-two-tier-0906/results/development_first_alarms.npz,171,154,17,0.9005847953216374,0.3162217659137577,0.0011877314329630407,0.6803070439920205,1.3237916662409284,,,,17,9,145,0.3172866520787746,0.3,218,95,0.43577981651376146,209,116,13,0.11206896551724138,111,72,12,0.16666666666666666,67,28,16,0.5714285714285714,28,18,4,0.2222222222222222,15,14,4,0.2857142857142857,14,14,3,0.21428571428571427,6,6,6,1.0,6,1,1,1.0,1,0.11206896551724138,no_grasp,0.28688089176406617,7,18.0,21.0,29.0,2.0,5.0,16.0,0.3968972679341748,0.9532710280373832,1.0,4.0,26,12,0.6842105263157895,0.16883116883116883,154,17,0.9005847953216374,119,17,0.875,81,17,0.826530612244898,61,17,0.782051282051282,56,16,0.7777777777777778,1232,15003,0.08211690995134306,8.0,373,3.3029490616621984,333,123,103,60,12,14,10,11,0,0,312,21
partial_query_d1|global,frame_survey/adjacent_query,global,False,L3 | high | w4 | k4 | q0.925,moe-two-tier-0906/results/development_first_alarms.npz,61,40,21,0.6557377049180327,0.08213552361396304,0.001467197652483756,0.20330720986407597,3.225353913205714,,,,21,3,37,0.08096280087527352,0.1,218,8,0.03669724770642202,209,116,21,0.1810344827586207,111,72,4,0.05555555555555555,67,28,1,0.03571428571428571,28,18,0,0.0,15,14,5,0.35714285714285715,14,14,1,0.07142857142857142,6,6,0,0.0,6,1,0,0.0,1,0.0,released_outside,0.10536757147233036,7,20.0,22.0,23.0,27.0,29.0,30.0,0.09002433090024331,0.11929070392262224,0.16578947368421051,28.5,30,20,0.6,0.75,40,21,0.6557377049180327,39,21,0.65,39,21,0.65,38,21,0.6440677966101694,35,21,0.625,994,15003,0.06625341598346997,24.85,562,1.7686832740213523,447,210,95,68,27,18,9,13,6,1,420,27
flow_path|per_task,frame_survey/denoising_steps,per_task,True,L3 | high | w4 | k4 | q0.96,moe-two-tier-0906/results/development_first_alarms.npz,171,139,32,0.8128654970760234,0.28542094455852157,0.0022357297561657235,0.5744326107680097,1.4150754707140176,,,,32,9,130,0.2844638949671772,0.3,218,87,0.39908256880733944,209,116,9,0.07758620689655173,111,72,26,0.3611111111111111,67,28,1,0.03571428571428571,28,18,6,0.3333333333333333,15,14,2,0.14285714285714285,14,14,7,0.5,6,6,1,0.16666666666666666,6,1,0,0.0,1,0.03571428571428571,regressed,0.26424066410282343,7,13.0,17.0,21.0,4.0,8.0,16.0,0.1259259259259259,0.5967741935483871,0.984375,6.0,38,20,0.6551724137931034,0.2733812949640288,139,32,0.8128654970760234,121,32,0.7908496732026143,107,32,0.7697841726618705,59,32,0.6483516483516484,39,25,0.609375,1131,15003,0.07538492301539693,8.136690647482014,557,2.030520646319569,348,131,107,46,27,12,12,7,5,1,327,21
flow_path|global,frame_survey/denoising_steps,global,False,L15 | high | w4 | k4 | q0.99,moe-two-tier-0906/results/development_first_alarms.npz,50,49,1,0.98,0.10061601642710473,6.986655488017886e-05,0.9059632836927315,1.0817215417444874,,,,1,0,49,0.10722100656455143,0.0,218,30,0.13761467889908258,209,116,4,0.034482758620689655,111,72,4,0.05555555555555555,67,28,3,0.10714285714285714,28,18,5,0.2777777777777778,15,14,0,0.0,14,14,3,0.21428571428571427,6,6,0,0.0,6,1,0,0.0,1,0.0,no_contact,0.11812276318309671,7,16.0,18.0,21.0,2.25,4.0,6.0,0.9767441860465116,0.984375,1.0,4.0,2,1,0.6666666666666666,0.04081632653061224,49,1,0.98,41,1,0.9761904761904762,27,1,0.9642857142857143,4,1,0.8,2,0,1.0,209,15003,0.013930547223888555,4.26530612244898,11,19.0,438,188,112,68,25,13,14,11,6,1,408,30
flow_endpoint|per_task,frame_survey/denoising_steps,per_task,True,L12 | high | w4 | k4 | q0.96,moe-two-tier-0906/results/development_first_alarms.npz,180,151,29,0.8388888888888889,0.31006160164271046,0.002026130091525187,0.566090674453316,1.4818984426815,,,,29,8,143,0.31291028446389496,0.26666666666666666,218,91,0.41743119266055045,209,116,12,0.10344827586206896,111,72,24,0.3333333333333333,67,28,3,0.10714285714285714,28,18,12,0.6666666666666666,15,14,2,0.14285714285714285,14,14,7,0.5,6,6,0,0.0,6,1,0,0.0,1,0.10344827586206896,no_grasp,0.32441135264608845,7,14.0,19.0,22.0,2.75,9.0,18.0,0.16154049668406942,0.5930232558139535,1.0,7.0,36,18,0.6666666666666666,0.23841059602649006,151,29,0.8388888888888889,117,29,0.8013698630136986,102,29,0.7786259541984732,73,28,0.7227722772277227,50,24,0.6756756756756757,1382,15003,0.09211491035126308,9.152317880794701,552,2.503623188405797,336,127,104,48,25,6,12,7,6,1,314,22
flow_endpoint|global,frame_survey/denoising_steps,global,False,back_median | high | w4 | k4 | q0.99,moe-two-tier-0906/results/development_first_alarms.npz,60,57,3,0.95,0.11704312114989733,0.00020959966464053657,0.8599684336524185,1.1046917105610534,,,,3,3,54,0.11816192560175055,0.1,218,43,0.19724770642201836,209,116,3,0.02586206896551724,111,72,5,0.06944444444444445,67,28,0,0.0,28,18,5,0.2777777777777778,15,14,0,0.0,14,14,1,0.07142857142857142,6,6,0,0.0,6,1,0,0.0,1,0.0,regressed,0.09168008129118989,7,15.75,17.0,19.0,2.0,4.0,5.25,0.9824672965116279,1.0,1.0,4.0,5,3,0.625,0.08771929824561403,57,3,0.95,48,3,0.9411764705882353,34,3,0.918918918918919,6,3,0.6666666666666666,0,2,0.0,233,15003,0.015530227287875759,4.087719298245614,35,6.6571428571428575,430,175,113,67,28,13,14,13,6,1,403,27
flow_settling_log_ratio|per_task,frame_survey/denoising_steps,per_task,True,front_median | high | w4 | k4 | q0.85,moe-two-tier-0906/results/development_first_alarms.npz,346,284,62,0.8208092485549133,0.5831622176591376,0.0043317264025710895,0.5970377339640052,1.3748029678211247,,,,62,14,270,0.5908096280087527,0.4666666666666667,218,157,0.7201834862385321,209,116,36,0.3103448275862069,111,72,42,0.5833333333333334,67,28,16,0.5714285714285714,28,18,10,0.5555555555555556,15,14,12,0.8571428571428571,14,14,8,0.5714285714285714,6,6,3,0.5,6,1,0,0.0,1,0.3103448275862069,no_grasp,0.5956310289590897,7,13.0,18.0,25.0,3.0,7.0,16.75,0.1259259259259259,0.8811188811188811,0.9910714285714286,6.0,70,46,0.603448275862069,0.24647887323943662,284,62,0.8208092485549133,263,62,0.8092307692307692,189,62,0.7529880478087649,113,57,0.6647058823529411,86,49,0.6370370370370371,2387,15003,0.1591015130307272,8.404929577464788,1151,2.073848827106864,203,61,80,30,12,8,2,6,3,1,187,16
flow_settling_log_ratio|global,frame_survey/denoising_steps,global,False,L12 | low | w4 | k4 | q0.95,moe-two-tier-0906/results/development_first_alarms.npz,5,4,1,0.8,0.008213552361396304,6.986655488017886e-05,0.4601477594215897,1.7385719774135333,,,,1,0,4,0.0087527352297593,0.0,218,3,0.013761467889908258,209,116,0,0.0,111,72,1,0.013888888888888888,67,28,0,0.0,28,18,0,0.0,15,14,0,0.0,14,14,0,0.0,6,6,0,0.0,6,1,0,0.0,1,0.0,no_grasp,0.003950050968399592,7,17.0,20.0,25.0,11.0,12.0,13.0,0.2222222222222222,0.2727272727272727,0.7906976744186046,11.5,2,0,1.0,0.5,4,1,0.8,4,1,0.8,4,1,0.8,4,1,0.8,2,1,0.6666666666666666,45,15003,0.002999400119976005,11.25,26,1.7307692307692308,483,215,116,71,28,18,14,14,6,1,453,30
action_consensus|per_task,frame_survey/token_graph,per_task,True,L2 | low | w4 | k4 | q0.95,moe-two-tier-0906/results/development_first_alarms.npz,145,111,34,0.7655172413793103,0.22792607802874743,0.0023754628659260813,0.5349431440144673,1.4310254275519927,,,,34,5,106,0.23194748358862144,0.16666666666666666,218,58,0.26605504587155965,209,116,13,0.11206896551724138,111,72,21,0.2916666666666667,67,28,2,0.07142857142857142,28,18,8,0.4444444444444444,15,14,2,0.14285714285714285,14,14,7,0.5,6,6,0,0.0,6,1,0,0.0,1,0.07142857142857142,regressed,0.2612172623979466,7,14.0,19.0,22.0,3.0,10.0,19.0,0.11929070392262224,0.4567901234567901,1.0,7.0,34,21,0.6181818181818182,0.3063063063063063,111,34,0.7655172413793103,95,34,0.7364341085271318,74,34,0.6851851851851852,53,32,0.6235294117647059,36,26,0.5806451612903226,1009,15003,0.06725321602346197,9.09009009009009,717,1.407252440725244,376,160,103,51,26,10,12,7,6,1,351,25
action_consensus|global,frame_survey/token_graph,global,False,L15 | high | w4 | k4 | q0.975,moe-two-tier-0906/results/development_first_alarms.npz,21,15,6,0.7142857142857143,0.030800821355236138,0.00041919932928107315,0.208327392940707,3.428669193249158,,,,6,0,15,0.03282275711159737,0.0,218,11,0.05045871559633028,209,116,1,0.008620689655172414,111,72,2,0.027777777777777776,67,28,0,0.0,28,18,1,0.05555555555555555,15,14,0,0.0,14,14,0,0.0,6,6,0,0.0,6,1,0,0.0,1,0.0,regressed,0.02034467694069086,7,10.0,16.0,16.0,13.0,14.0,19.0,0.061224489795918366,0.21074380165289255,0.21074380165289255,13.0,13,6,0.6842105263157895,0.8666666666666667,15,6,0.7142857142857143,15,6,0.7142857142857143,15,6,0.7142857142857143,15,6,0.7142857142857143,14,6,0.7,199,15003,0.013264013863893889,13.266666666666667,114,1.7456140350877194,472,207,115,70,28,17,14,14,6,1,442,30
