family,quantity,representation,direction,quantile,mode,primary,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift
circuit,res_adjacent_mean,L14,high,0.99,global,False,17,4,0.03490759753593429,0.00027946621952071543,0.8095238095238095,0,0,0.0,0.0,0.5565357287652393,1.454576530638677
circuit,res_adjacent_mean,L14,high,0.995,global,False,13,3,0.026694045174537988,0.00020959966464053657,0.8125,0,0,0.0,0.0,0.552793359536489,1.4698078151323526
circuit,res_adjacent_mean,L14,high,0.5,per_task,False,156,946,0.3203285420944558,0.0660937609166492,0.14156079854809436,38,928,0.039337474120082816,0.24358974358974358,0.12582298620853616,1.1250789924304825
circuit,res_adjacent_mean,L14,high,0.6,per_task,False,125,609,0.25667351129363447,0.042548731922028925,0.17029972752043596,24,594,0.038834951456310676,0.192,0.146771586210969,1.1603044698014484
circuit,res_adjacent_mean,L14,high,0.7,per_task,False,100,391,0.2053388090349076,0.027317822958149933,0.20366598778004075,20,376,0.050505050505050504,0.2,0.16433356711297417,1.2393450185379764
circuit,res_adjacent_mean,L14,high,0.75,per_task,False,85,293,0.17453798767967146,0.020470900579892405,0.22486772486772486,16,280,0.05405405405405406,0.18823529411764706,0.17793027751433751,1.2637968535153055
circuit,res_adjacent_mean,L14,high,0.8,per_task,False,73,214,0.14989733059548255,0.014951442744358275,0.25435540069686413,14,203,0.06451612903225806,0.1917808219178082,0.19665017508700008,1.2934410080455543
circuit,res_adjacent_mean,L14,high,0.85,per_task,False,63,146,0.1293634496919918,0.010200517012506113,0.3014354066985646,11,136,0.07482993197278912,0.1746031746031746,0.23190321223491112,1.2998328216049868
circuit,res_adjacent_mean,L14,high,0.9,per_task,False,54,94,0.11088295687885011,0.006567456158736813,0.36486486486486486,6,88,0.06382978723404255,0.1111111111111111,0.28124488588763863,1.2973208871454238
circuit,res_adjacent_mean,L14,high,0.925,per_task,False,47,76,0.09650924024640657,0.005309858170893593,0.3821138211382114,6,71,0.07792207792207792,0.1276595744680851,0.28757245003360477,1.328756704940125
circuit,res_adjacent_mean,L14,high,0.95,per_task,False,38,52,0.07802874743326489,0.0036330608537693005,0.4222222222222222,6,47,0.11320754716981132,0.15789473684210525,0.3142696690901707,1.3435029331484027
circuit,res_adjacent_mean,L14,high,0.96,per_task,False,34,29,0.06981519507186858,0.002026130091525187,0.5396825396825397,6,25,0.1935483870967742,0.17647058823529413,0.386975114624812,1.3946182048573943
circuit,res_adjacent_mean,L14,high,0.975,per_task,False,24,16,0.049281314168377825,0.0011178648780828617,0.6,3,16,0.15789473684210525,0.125,0.450230887075039,1.332649574306081
circuit,res_adjacent_mean,L14,high,0.98,per_task,False,22,16,0.045174537987679675,0.0011178648780828617,0.5789473684210527,1,16,0.058823529411764705,0.045454545454545456,0.48162971997917525,1.2020590599061978
circuit,res_adjacent_mean,L14,high,0.99,per_task,False,12,6,0.024640657084188913,0.00041919932928107315,0.6666666666666666,1,6,0.14285714285714285,0.08333333333333333,0.5141547228837033,1.2966265542161712
circuit,res_adjacent_mean,L14,high,0.995,per_task,False,6,1,0.012320328542094456,6.986655488017886e-05,0.8571428571428571,0,1,0.0,0.0,0.6260099798663878,1.3692159625407265
circuit,res_adjacent_mean,L14,low,0.5,global,False,208,3852,0.4271047227926078,0.26912596939844896,0.05123152709359606,152,3820,0.038267875125881166,0.7307692307692307,0.047973675432972894,1.0679091529098061
circuit,res_adjacent_mean,L14,low,0.6,global,False,168,2762,0.34496919917864477,0.192971424579054,0.05733788395904437,131,2726,0.04585229261463073,0.7797619047619048,0.049421979029232746,1.1601697278275607
circuit,res_adjacent_mean,L14,low,0.7,global,False,138,1509,0.28336755646817247,0.10542863131418989,0.08378870673952642,98,1482,0.0620253164556962,0.7101449275362319,0.060895352919219305,1.3759458271089466
circuit,res_adjacent_mean,L14,low,0.75,global,False,119,943,0.24435318275154005,0.06588416125200866,0.1120527306967985,73,925,0.07314629258517034,0.6134453781512605,0.07706518061281342,1.4539994561197174
circuit,res_adjacent_mean,L14,low,0.8,global,False,100,568,0.2053388090349076,0.039684203171941594,0.1497005988023952,58,552,0.09508196721311475,0.58,0.09646869114525335,1.5518050159609849
circuit,res_adjacent_mean,L14,low,0.85,global,False,82,334,0.16837782340862423,0.02333542932997974,0.1971153846153846,41,325,0.11202185792349727,0.5,0.12987797012550992,1.517696838231292
circuit,res_adjacent_mean,L14,low,0.9,global,False,54,152,0.11088295687885011,0.010619716341787187,0.2621359223300971,25,150,0.14285714285714285,0.46296296296296297,0.1611265260545204,1.626894892783812
circuit,res_adjacent_mean,L14,low,0.925,global,False,30,86,0.061601642710472276,0.006008523719695381,0.25862068965517243,12,84,0.125,0.4,0.17985032188061895,1.4379773522275912
circuit,res_adjacent_mean,L14,low,0.95,global,False,18,33,0.03696098562628337,0.002305596311045902,0.35294117647058826,4,32,0.1111111111111111,0.2222222222222222,0.3040502887722796,1.1607986885844592
circuit,res_adjacent_mean,L14,low,0.96,global,False,13,21,0.026694045174537988,0.001467197652483756,0.38235294117647056,4,20,0.16666666666666666,0.3076923076923077,0.3143233418297746,1.2164319040090192
circuit,res_adjacent_mean,L14,low,0.975,global,False,11,13,0.022587268993839837,0.0009082652134423251,0.4583333333333333,3,13,0.1875,0.2727272727272727,0.35224426318560464,1.3011804058589542
circuit,res_adjacent_mean,L14,low,0.98,global,False,11,10,0.022587268993839837,0.0006986655488017886,0.5238095238095238,3,10,0.23076923076923078,0.2727272727272727,0.3997082491095775,1.3104796435310115
circuit,res_adjacent_mean,L14,low,0.99,global,False,7,5,0.014373716632443531,0.0003493327744008943,0.5833333333333334,1,5,0.16666666666666666,0.14285714285714285,0.5169101021214751,1.1285005476566379
circuit,res_adjacent_mean,L14,low,0.995,global,False,4,1,0.008213552361396304,6.986655488017886e-05,0.8,1,1,0.5,0.25,0.6152830402722632,1.300214612848746
circuit,res_adjacent_mean,L14,low,0.5,per_task,False,171,734,0.351129363449692,0.05128205128205128,0.18895027624309393,54,714,0.0703125,0.3157894736842105,0.1376175443988578,1.3730100843498425
circuit,res_adjacent_mean,L14,low,0.6,per_task,False,149,438,0.3059548254620123,0.03060155103751834,0.25383304940374785,48,420,0.10256410256410256,0.3221476510067114,0.17011349119408256,1.492139439511882
circuit,res_adjacent_mean,L14,low,0.7,per_task,False,129,242,0.2648870636550308,0.016907706281003285,0.3477088948787062,33,230,0.12547528517110265,0.2558139534883721,0.22787299762531407,1.5258889754477858
circuit,res_adjacent_mean,L14,low,0.75,per_task,False,118,173,0.24229979466119098,0.012086913994270943,0.4054982817869416,31,162,0.16062176165803108,0.2627118644067797,0.25439789600829343,1.5939529695391907
circuit,res_adjacent_mean,L14,low,0.8,per_task,False,97,125,0.19917864476386038,0.008733319360022357,0.4369369369369369,23,115,0.16666666666666666,0.23711340206185566,0.2773211726503298,1.5755628492450675
circuit,res_adjacent_mean,L14,low,0.85,per_task,False,83,74,0.1704312114989733,0.005170125061133236,0.5286624203821656,12,67,0.1518987341772152,0.14457831325301204,0.35751014760680233,1.4787340273306042
circuit,res_adjacent_mean,L14,low,0.9,per_task,False,65,40,0.13347022587268995,0.0027946621952071545,0.6190476190476191,8,36,0.18181818181818182,0.12307692307692308,0.4295462626436103,1.4411663489695776
circuit,res_adjacent_mean,L14,low,0.925,per_task,False,60,30,0.12320328542094455,0.0020959966464053656,0.6666666666666666,7,27,0.20588235294117646,0.11666666666666667,0.4653336067964143,1.4326639145114153
circuit,res_adjacent_mean,L14,low,0.95,per_task,False,47,21,0.09650924024640657,0.001467197652483756,0.6911764705882353,5,19,0.20833333333333334,0.10638297872340426,0.48789336026740754,1.416654799748476
circuit,res_adjacent_mean,L14,low,0.96,per_task,False,44,13,0.09034907597535935,0.0009082652134423251,0.7719298245614035,5,11,0.3125,0.11363636363636363,0.5335763309880529,1.4467092705030191
circuit,res_adjacent_mean,L14,low,0.975,per_task,False,30,2,0.061601642710472276,0.00013973310976035772,0.9375,1,1,0.5,0.03333333333333333,0.6919734515811106,1.354820763510332
circuit,res_adjacent_mean,L14,low,0.98,per_task,False,24,1,0.049281314168377825,6.986655488017886e-05,0.96,1,0,1.0,0.041666666666666664,0.6667415452387331,1.43983828044833
circuit,res_adjacent_mean,L14,low,0.99,per_task,False,15,1,0.030800821355236138,6.986655488017886e-05,0.9375,0,0,0.0,0.0,0.6616602010082752,1.4168904198429717
circuit,res_adjacent_mean,L14,low,0.995,per_task,False,5,0,0.01026694045174538,0.0,1.0,0,0,0.0,0.0,0.6960420432501171,1.4366948228164116
circuit,res_adjacent_mean,L15,high,0.5,global,False,262,4061,0.5379876796714579,0.2837280793684063,0.06060606060606061,219,4039,0.051432597463597934,0.8358778625954199,0.06112575677581986,0.9914979184361634
circuit,res_adjacent_mean,L15,high,0.6,global,False,211,2341,0.433264887063655,0.1635576049744987,0.08268025078369906,173,2287,0.07032520325203252,0.8199052132701422,0.07292173014268068,1.1338218473687416
circuit,res_adjacent_mean,L15,high,0.7,global,False,154,1208,0.3162217659137577,0.08439879829525607,0.1130690161527166,109,1084,0.09136630343671416,0.7077922077922078,0.11285627362907685,1.0018850748549342
circuit,res_adjacent_mean,L15,high,0.75,global,False,125,892,0.25667351129363447,0.06232096695311954,0.12291052114060963,81,734,0.09938650306748466,0.648,0.14560213370298236,0.8441532964849131
circuit,res_adjacent_mean,L15,high,0.8,global,False,87,616,0.17864476386036962,0.04303779780619018,0.12375533428165007,53,449,0.10557768924302789,0.6091954022988506,0.18460328017506214,0.6703853483225811
circuit,res_adjacent_mean,L15,high,0.85,global,False,60,405,0.12320328542094455,0.028295954726472436,0.12903225806451613,38,250,0.13194444444444445,0.6333333333333333,0.22284177095073882,0.5790308410941496
circuit,res_adjacent_mean,L15,high,0.9,global,False,34,224,0.06981519507186858,0.015650108293160065,0.13178294573643412,22,113,0.16296296296296298,0.6470588235294118,0.2625558816536102,0.5019234187649823
circuit,res_adjacent_mean,L15,high,0.925,global,False,21,163,0.043121149897330596,0.011388248445469155,0.11413043478260869,13,80,0.13978494623655913,0.6190476190476191,0.2695759651208008,0.4233702167456406
circuit,res_adjacent_mean,L15,high,0.95,global,False,12,118,0.024640657084188913,0.008244253475861106,0.09230769230769231,7,57,0.109375,0.5833333333333334,0.272585729302489,0.3386372886940764
circuit,res_adjacent_mean,L15,high,0.96,global,False,7,93,0.014373716632443531,0.006497589603856634,0.07,4,49,0.07547169811320754,0.5714285714285714,0.2548707239145196,0.27464904138412194
circuit,res_adjacent_mean,L15,high,0.975,global,False,4,56,0.008213552361396304,0.003912527073290016,0.06666666666666667,3,26,0.10344827586206896,0.75,0.2705304372278524,0.24642944930635335
circuit,res_adjacent_mean,L15,high,0.98,global,False,3,32,0.006160164271047228,0.0022357297561657235,0.08571428571428572,2,14,0.125,0.6666666666666666,0.2856325870879349,0.30008580809408036
circuit,res_adjacent_mean,L15,high,0.99,global,False,2,12,0.004106776180698152,0.0008383986585621463,0.14285714285714285,1,5,0.16666666666666666,0.5,0.3187049071993374,0.44824268352978736
circuit,res_adjacent_mean,L15,high,0.995,global,False,2,6,0.004106776180698152,0.00041919932928107315,0.25,1,4,0.2,0.5,0.26794759065919416,0.9330182793767983
circuit,res_adjacent_mean,L15,high,0.5,per_task,False,57,1052,0.11704312114989733,0.07349961573394816,0.05139765554553652,29,969,0.02905811623246493,0.5087719298245614,0.09294655231502481,0.5529807643787997
circuit,res_adjacent_mean,L15,high,0.6,per_task,False,35,682,0.07186858316221766,0.04764899042828198,0.04881450488145049,15,623,0.023510971786833857,0.42857142857142855,0.09558734399921576,0.5106795820359962
circuit,res_adjacent_mean,L15,high,0.7,per_task,False,24,428,0.049281314168377825,0.02990288548871655,0.05309734513274336,9,396,0.022222222222222223,0.375,0.09581111745007245,0.5541877242003006
circuit,res_adjacent_mean,L15,high,0.75,per_task,False,18,324,0.03696098562628337,0.02263676378117795,0.05263157894736842,5,298,0.0165016501650165,0.2777777777777778,0.10139595563271349,0.5190698052890369
circuit,res_adjacent_mean,L15,high,0.8,per_task,False,16,241,0.03285420944558522,0.016837839726123106,0.0622568093385214,4,218,0.018018018018018018,0.25,0.11227414288023632,0.5545070996884047
circuit,res_adjacent_mean,L15,high,0.85,per_task,False,14,156,0.028747433264887063,0.010899182561307902,0.08235294117647059,4,143,0.027210884353741496,0.2857142857142857,0.11413725089448182,0.7215255364140902
circuit,res_adjacent_mean,L15,high,0.9,per_task,False,12,75,0.024640657084188913,0.005239991616013414,0.13793103448275862,3,70,0.0410958904109589,0.25,0.13376447466519364,1.0311484781590454
circuit,res_adjacent_mean,L15,high,0.925,per_task,False,10,54,0.02053388090349076,0.0037727939635296584,0.15625,3,51,0.05555555555555555,0.3,0.13305140641467933,1.1743581237541973
circuit,res_adjacent_mean,L15,high,0.95,per_task,False,7,30,0.014373716632443531,0.0020959966464053656,0.1891891891891892,2,28,0.06666666666666667,0.2857142857142857,0.1627297609800613,1.1625973518904749
circuit,res_adjacent_mean,L15,high,0.96,per_task,False,7,22,0.014373716632443531,0.001537064207363935,0.2413793103448276,2,21,0.08695652173913043,0.2857142857142857,0.18496789175327283,1.3049795186442494
circuit,res_adjacent_mean,L15,high,0.975,per_task,False,5,10,0.01026694045174538,0.0006986655488017886,0.3333333333333333,2,9,0.18181818181818182,0.4,0.20102407425540653,1.6581761889365763
circuit,res_adjacent_mean,L15,high,0.98,per_task,False,4,8,0.008213552361396304,0.0005589324390414309,0.3333333333333333,2,7,0.2222222222222222,0.5,0.20742518170876542,1.6070051407805865
circuit,res_adjacent_mean,L15,high,0.99,per_task,False,3,7,0.006160164271047228,0.000489065884161252,0.3,1,6,0.14285714285714285,0.3333333333333333,0.22617909083198576,1.3263825532964546
circuit,res_adjacent_mean,L15,high,0.995,per_task,False,3,5,0.006160164271047228,0.0003493327744008943,0.375,1,4,0.2,0.3333333333333333,0.2532465808048302,1.4807702390619901
circuit,res_adjacent_mean,L15,low,0.5,global,False,183,3404,0.3757700205338809,0.23782575281212884,0.051017563423473654,107,3398,0.03052781740370899,0.5846994535519126,0.045070746071764506,1.1319440628349096
circuit,res_adjacent_mean,L15,low,0.6,global,False,157,1924,0.32238193018480493,0.1344232515894641,0.07544449783757809,72,1920,0.03614457831325301,0.4585987261146497,0.06516596738541312,1.1577285025383623
circuit,res_adjacent_mean,L15,low,0.7,global,False,125,1023,0.25667351129363447,0.07147348564242297,0.10888501742160278,36,1020,0.03409090909090909,0.288,0.10014308392674612,1.0872944306493628
circuit,res_adjacent_mean,L15,low,0.75,global,False,112,702,0.2299794661190965,0.04904632152588556,0.1375921375921376,29,700,0.039780521262002745,0.25892857142857145,0.12244455030711776,1.123709771051683
circuit,res_adjacent_mean,L15,low,0.8,global,False,93,436,0.19096509240246407,0.030461817927757984,0.17580340264650285,22,434,0.04824561403508772,0.23655913978494625,0.15489634111545736,1.1349745344563154
circuit,res_adjacent_mean,L15,low,0.85,global,False,70,264,0.1437371663244353,0.018444770488367217,0.20958083832335328,14,263,0.05054151624548736,0.2,0.182263704609126,1.1498769805695013
circuit,res_adjacent_mean,L15,low,0.9,global,False,55,134,0.11293634496919917,0.009362118353943967,0.291005291005291,7,134,0.04964539007092199,0.12727272727272726,0.2668548496331796,1.090500290346264
circuit,res_adjacent_mean,L15,low,0.925,global,False,44,87,0.09034907597535935,0.0060783902745755606,0.33587786259541985,6,87,0.06451612903225806,0.13636363636363635,0.299816605053775,1.1202777195585178
circuit,res_adjacent_mean,L15,low,0.95,global,False,37,57,0.07597535934291581,0.0039823936281701946,0.39361702127659576,2,57,0.03389830508474576,0.05405405405405406,0.37321382705882533,1.054668912935411
circuit,res_adjacent_mean,L15,low,0.96,global,False,31,32,0.06365503080082136,0.0022357297561657235,0.49206349206349204,2,32,0.058823529411764705,0.06451612903225806,0.45452941788161244,1.0825778766021603
circuit,res_adjacent_mean,L15,low,0.975,global,False,20,14,0.04106776180698152,0.000978131768322504,0.5882352941176471,1,14,0.06666666666666667,0.05,0.5603428850687328,1.049777394863313
circuit,res_adjacent_mean,L15,low,0.98,global,False,16,7,0.03285420944558522,0.000489065884161252,0.6956521739130435,0,7,0.0,0.0,0.689311474186539,1.0091985988394971
circuit,res_adjacent_mean,L15,low,0.99,global,False,8,1,0.01642710472279261,6.986655488017886e-05,0.8888888888888888,0,1,0.0,0.0,0.8746191914062105,1.0163153262847293
circuit,res_adjacent_mean,L15,low,0.995,global,False,5,1,0.01026694045174538,6.986655488017886e-05,0.8333333333333334,0,1,0.0,0.0,0.8307931163776084,1.0030575806487187
circuit,res_adjacent_mean,L15,low,0.5,per_task,False,220,755,0.4517453798767967,0.05274924893453504,0.22564102564102564,88,737,0.10666666666666667,0.4,0.15307071476054074,1.4740966356236838
circuit,res_adjacent_mean,L15,low,0.6,per_task,False,187,460,0.3839835728952772,0.032138615244882277,0.2890262751159196,64,447,0.12524461839530332,0.3422459893048128,0.19871813884452097,1.4544534122376047
circuit,res_adjacent_mean,L15,low,0.7,per_task,False,160,253,0.32854209445585214,0.017676238384685253,0.387409200968523,48,241,0.16608996539792387,0.3,0.27110024440452324,1.4290256425975365
circuit,res_adjacent_mean,L15,low,0.75,per_task,False,140,161,0.2874743326488706,0.011248515335708796,0.46511627906976744,40,152,0.20833333333333334,0.2857142857142857,0.31934252998664775,1.456480848602329
circuit,res_adjacent_mean,L15,low,0.8,per_task,False,126,106,0.2587268993839836,0.007405854817298959,0.5431034482758621,33,99,0.25,0.2619047619047619,0.3723090322250362,1.4587436813716406
circuit,res_adjacent_mean,L15,low,0.85,per_task,False,109,70,0.22381930184804927,0.00489065884161252,0.6089385474860335,28,63,0.3076923076923077,0.25688073394495414,0.4184684452527339,1.4551600112124707
circuit,res_adjacent_mean,L15,low,0.9,per_task,False,86,42,0.17659137577002054,0.002934395304967512,0.671875,22,37,0.3728813559322034,0.2558139534883721,0.458225208294678,1.4662549939154088
circuit,res_adjacent_mean,L15,low,0.925,per_task,False,77,24,0.15811088295687886,0.0016767973171242926,0.7623762376237624,20,20,0.5,0.2597402597402597,0.5144912875997267,1.481805923634784
circuit,res_adjacent_mean,L15,low,0.95,per_task,False,63,18,0.1293634496919918,0.0012575979878432194,0.7777777777777778,15,17,0.46875,0.23809523809523808,0.5353137922282449,1.452938050671693
circuit,res_adjacent_mean,L15,low,0.96,per_task,False,57,15,0.11704312114989733,0.0010479983232026828,0.7916666666666666,14,14,0.5,0.24561403508771928,0.5553986303675145,1.4254026268354507
circuit,res_adjacent_mean,L15,low,0.975,per_task,False,41,12,0.08418891170431211,0.0008383986585621463,0.7735849056603774,13,11,0.5416666666666666,0.3170731707317073,0.5321727196181413,1.453635027018034
circuit,res_adjacent_mean,L15,low,0.98,per_task,False,40,12,0.08213552361396304,0.0008383986585621463,0.7692307692307693,13,11,0.5416666666666666,0.325,0.5286056593878751,1.4552072146210804
circuit,res_adjacent_mean,L15,low,0.99,per_task,False,27,10,0.055441478439425054,0.0006986655488017886,0.7297297297297297,6,9,0.4,0.2222222222222222,0.5686569277625668,1.283251278764718
circuit,res_adjacent_mean,L15,low,0.995,per_task,False,13,10,0.026694045174537988,0.0006986655488017886,0.5652173913043478,4,9,0.3076923076923077,0.3076923076923077,0.38898700553119936,1.453049544759185
circuit,res_adjacent_mean,L2,high,0.5,global,False,306,3138,0.6283367556468172,0.21924124921400126,0.08885017421602788,246,3132,0.07282415630550622,0.803921568627451,0.07774033932305216,1.142909524060713
circuit,res_adjacent_mean,L2,high,0.6,global,False,294,2118,0.6036960985626283,0.14797736323621882,0.12189054726368159,231,2114,0.09850746268656717,0.7857142857142857,0.09108326541376792,1.3382320749038157
circuit,res_adjacent_mean,L2,high,0.7,global,False,258,1421,0.5297741273100616,0.09928037448473416,0.1536628945801072,190,1419,0.11808576755748912,0.7364341085271318,0.10866190720678522,1.4141376544006765
circuit,res_adjacent_mean,L2,high,0.75,global,False,220,1147,0.4517453798767967,0.08013693844756516,0.16093635698610095,149,1145,0.1151468315301391,0.6772727272727272,0.11860156038867889,1.3569497438202602
circuit,res_adjacent_mean,L2,high,0.8,global,False,176,990,0.3613963039014374,0.06916788933137707,0.1509433962264151,111,984,0.10136986301369863,0.6306818181818182,0.12436570750133873,1.2137059263285281
circuit,res_adjacent_mean,L2,high,0.85,global,False,130,813,0.2669404517453799,0.056801509117585414,0.1378579003181336,71,807,0.08086560364464693,0.5461538461538461,0.13086719325538393,1.0534183311252614
circuit,res_adjacent_mean,L2,high,0.9,global,False,93,579,0.19096509240246407,0.04045273527562356,0.13839285714285715,41,568,0.06732348111658457,0.44086021505376344,0.14018110619125793,0.9872432947849552
circuit,res_adjacent_mean,L2,high,0.925,global,False,68,399,0.13963039014373715,0.027876755397191366,0.145610278372591,28,387,0.06746987951807229,0.4117647058823529,0.1465339471241933,0.9936965544863168
circuit,res_adjacent_mean,L2,high,0.95,global,False,41,152,0.08418891170431211,0.010619716341787187,0.21243523316062177,7,142,0.04697986577181208,0.17073170731707318,0.1898994310207892,1.1186722994307732
circuit,res_adjacent_mean,L2,high,0.96,global,False,32,78,0.06570841889117043,0.005449591280653951,0.2909090909090909,4,68,0.05555555555555555,0.125,0.24101172463329035,1.2070329414542862
circuit,res_adjacent_mean,L2,high,0.975,global,False,19,18,0.039014373716632446,0.0012575979878432194,0.5135135135135135,0,12,0.0,0.0,0.350545262385272,1.4648993114878524
circuit,res_adjacent_mean,L2,high,0.98,global,False,19,12,0.039014373716632446,0.0008383986585621463,0.6129032258064516,0,6,0.0,0.0,0.41107617102069166,1.4909724012574812
circuit,res_adjacent_mean,L2,high,0.99,global,False,13,7,0.026694045174537988,0.000489065884161252,0.65,0,1,0.0,0.0,0.4420436732281604,1.4704429434611614
circuit,res_adjacent_mean,L2,high,0.995,global,False,7,4,0.014373716632443531,0.00027946621952071543,0.6363636363636364,0,0,0.0,0.0,0.4420813084732988,1.4394719346114855
circuit,res_adjacent_mean,L2,high,0.5,per_task,False,181,1158,0.37166324435318276,0.08090547055124712,0.13517550410754295,81,1142,0.06623058053965658,0.44751381215469616,0.10182173059856145,1.3275702869408186
circuit,res_adjacent_mean,L2,high,0.6,per_task,False,161,739,0.33059548254620125,0.05163138405645218,0.17888888888888888,55,725,0.07051282051282051,0.3416149068322981,0.13647394342952907,1.3107915283569247
circuit,res_adjacent_mean,L2,high,0.7,per_task,False,135,410,0.27720739219712526,0.02864528750087333,0.24770642201834864,32,398,0.07441860465116279,0.23703703703703705,0.18866282936545914,1.3129582697952442
circuit,res_adjacent_mean,L2,high,0.75,per_task,False,128,299,0.26283367556468173,0.02089009990917348,0.2997658079625293,26,290,0.08227848101265822,0.203125,0.22762622654993028,1.31692121995782
circuit,res_adjacent_mean,L2,high,0.8,per_task,False,123,213,0.25256673511293637,0.014881576189478097,0.36607142857142855,23,204,0.1013215859030837,0.18699186991869918,0.27507973780476924,1.330782963124817
circuit,res_adjacent_mean,L2,high,0.85,per_task,False,94,132,0.19301848049281314,0.009222385244183609,0.415929203539823,13,125,0.09420289855072464,0.13829787234042554,0.33228375076869593,1.2517289893882082
circuit,res_adjacent_mean,L2,high,0.9,per_task,False,81,77,0.16632443531827515,0.0053797247257737725,0.5126582278481012,9,70,0.11392405063291139,0.1111111111111111,0.4196184384786677,1.221724740473156
circuit,res_adjacent_mean,L2,high,0.925,per_task,False,65,48,0.13347022587268995,0.003353594634248585,0.5752212389380531,9,44,0.16981132075471697,0.13846153846153847,0.4556339985063065,1.26246338250391
circuit,res_adjacent_mean,L2,high,0.95,per_task,False,42,22,0.08624229979466119,0.001537064207363935,0.65625,8,20,0.2857142857142857,0.19047619047619047,0.4754738460553012,1.3802020982741356
circuit,res_adjacent_mean,L2,high,0.96,per_task,False,30,19,0.061601642710472276,0.0013274645427233983,0.6122448979591837,4,17,0.19047619047619047,0.13333333333333333,0.47501714141981494,1.2888901148476417
circuit,res_adjacent_mean,L2,high,0.975,per_task,False,20,11,0.04106776180698152,0.0007685321036819675,0.6451612903225806,3,10,0.23076923076923078,0.15,0.43004632192830966,1.5002134826539255
circuit,res_adjacent_mean,L2,high,0.98,per_task,False,18,11,0.03696098562628337,0.0007685321036819675,0.6206896551724138,3,10,0.23076923076923078,0.16666666666666666,0.3923411790628107,1.5820150631525893
circuit,res_adjacent_mean,L2,high,0.99,per_task,False,11,6,0.022587268993839837,0.00041919932928107315,0.6470588235294118,1,5,0.16666666666666666,0.09090909090909091,0.5082847961514484,1.273024155805389
circuit,res_adjacent_mean,L2,high,0.995,per_task,False,9,2,0.018480492813141684,0.00013973310976035772,0.8181818181818182,1,2,0.3333333333333333,0.1111111111111111,0.6344023391922966,1.2896891572365647
circuit,res_adjacent_mean,L2,low,0.5,global,False,134,1870,0.2751540041067762,0.13065045762593447,0.06686626746506986,59,1857,0.030793319415448852,0.44029850746268656,0.0668493159970249,1.0002535772848553
circuit,res_adjacent_mean,L2,low,0.6,global,False,109,1107,0.22381930184804927,0.077342276252358,0.08963815789473684,35,1097,0.030918727915194347,0.3211009174311927,0.08430513597275095,1.0632585649788837
circuit,res_adjacent_mean,L2,low,0.7,global,False,88,519,0.1806981519507187,0.03626074198281283,0.14497528830313014,16,515,0.030131826741996232,0.18181818181818182,0.13540835945913332,1.0706524241354844
circuit,res_adjacent_mean,L2,low,0.75,global,False,84,315,0.17248459958932238,0.02200796478725634,0.21052631578947367,9,313,0.027950310559006212,0.10714285714285714,0.1961893093216943,1.0730774093519582
circuit,res_adjacent_mean,L2,low,0.8,global,False,79,170,0.162217659137577,0.011877314329630406,0.3172690763052209,4,168,0.023255813953488372,0.05063291139240506,0.29838196272082196,1.0632984427482652
circuit,res_adjacent_mean,L2,low,0.85,global,False,61,61,0.12525667351129363,0.00426185984769091,0.5,1,59,0.016666666666666666,0.01639344262295082,0.48229401134593136,1.0367120226200959
circuit,res_adjacent_mean,L2,low,0.9,global,False,39,26,0.08008213552361396,0.0018165304268846503,0.6,0,24,0.0,0.0,0.589682518735387,1.017496671406742
circuit,res_adjacent_mean,L2,low,0.925,global,False,23,4,0.04722792607802875,0.00027946621952071543,0.8518518518518519,0,4,0.0,0.0,0.809157243323117,1.0527642913426727
circuit,res_adjacent_mean,L2,low,0.95,global,False,14,0,0.028747433264887063,0.0,1.0,0,0,0.0,0.0,0.9202076806973617,1.0867112076723477
circuit,res_adjacent_mean,L2,low,0.96,global,False,8,0,0.01642710472279261,0.0,1.0,0,0,0.0,0.0,0.9073131738709805,1.1021552742737972
circuit,res_adjacent_mean,L2,low,0.975,global,False,3,0,0.006160164271047228,0.0,1.0,0,0,0.0,0.0,0.9404761904761904,1.0632911392405064
circuit,res_adjacent_mean,L2,low,0.98,global,False,2,0,0.004106776180698152,0.0,1.0,0,0,0.0,0.0,0.9553571428571428,1.046728971962617
circuit,res_adjacent_mean,L2,low,0.99,global,False,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
circuit,res_adjacent_mean,L2,low,0.995,global,False,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
circuit,res_adjacent_mean,L2,low,0.5,per_task,False,131,754,0.26899383983572894,0.05267938237965486,0.1480225988700565,45,741,0.05725190839694656,0.3435114503816794,0.13497847783527708,1.0966385252225026
circuit,res_adjacent_mean,L2,low,0.6,per_task,False,122,492,0.25051334702258726,0.034374345001047996,0.1986970684039088,28,475,0.055666003976143144,0.22950819672131148,0.1863730920771773,1.066125298396767
circuit,res_adjacent_mean,L2,low,0.7,per_task,False,110,327,0.22587268993839835,0.022846363445818488,0.2517162471395881,22,312,0.0658682634730539,0.2,0.22394350999206009,1.1240167091625595
circuit,res_adjacent_mean,L2,low,0.75,per_task,False,106,256,0.21765913757700206,0.017885838049325788,0.292817679558011,19,239,0.07364341085271318,0.1792452830188679,0.26020537282844436,1.1253329490281825
