quantity,role,mode,representation,direction,quantile,tp,fp,precision,risk_recall,early_tp,early_fp,mean_alarm_prior,lift,lift_ci_low,lift_ci_high,median_alarm_chunk,false_alarm_dependence_vs_mobility,tp_missed_by_mobility
mobility_s9,anchor / published baseline,per_task,L2,low,0.7,272,57,0.8267477203647416,0.4822695035460992,72,43,0.5953801599458113,1.3886047537089383,1.313687046446668,1.450854492640898,20.0,263.7894736842105,0
mobility_s9,anchor / published baseline,global,L12,low,0.975,195,17,0.9198113207547168,0.3457446808510638,36,4,0.5214150585184776,1.7640674271437853,1.678788861625019,1.8206869363043088,34.0,884.4705882352941,0
load_entropy_s9,anchor / published baseline,per_task,L3,low,0.85,370,93,0.7991360691144709,0.6560283687943262,97,69,0.5162837667346665,1.5478620878761244,1.472539039673196,1.613649776546722,18.0,39.71024335031126,125
load_entropy_s9,anchor / published baseline,global,L3,low,0.925,238,36,0.8686131386861314,0.4219858156028369,30,22,0.6722388905291479,1.292119737378492,1.2249638774860212,1.3441129055757552,17.0,73.70588235294117,169
td_slope,A primary: formation slope of token differentiation,per_task,L3,high,0.95,62,33,0.6526315789473685,0.1099290780141844,21,25,0.4305360703692739,1.5158580752307274,1.2836240324399268,1.7205357557456515,18.0,15.987240829346092,40
td_slope,A primary: formation slope of token differentiation,global,L15,low,0.96,161,24,0.8702702702702703,0.2854609929078014,27,10,0.5334401188769814,1.6314301070987998,1.526369242975401,1.7082511463379402,30.0,221.1176470588235,45
td_late_early,A primary,per_task,L3,high,0.96,56,22,0.717948717948718,0.0992907801418439,18,16,0.4658088795936078,1.5412946154549223,1.3088859808751836,1.7297795040399746,18.0,11.990430622009567,35
td_late_early,A primary,global,L15,low,0.96,161,25,0.8655913978494624,0.2854609929078014,26,11,0.531099250551149,1.629810994745697,1.5234679836369347,1.7082956555383373,30.0,212.2729411764706,45
centred_slope,A primary,per_task,L3,high,0.96,53,24,0.6883116883116883,0.0939716312056737,20,18,0.4224739152886672,1.6292406783064464,1.368130968125754,1.8479890754165604,18.0,10.991228070175438,31
centred_slope,A primary,global,L15,low,0.96,164,23,0.8770053475935828,0.2907801418439716,27,9,0.5406300204731486,1.6221913589371997,1.5208291404701442,1.6954798031851444,30.0,230.7314578005115,48
pc1corr_slope,A primary: formation slope of arc ordering,per_task,all_median,high,0.95,105,59,0.6402439024390244,0.1861702127659574,31,56,0.4733367152235845,1.3526182986599715,1.1922943737074945,1.4993796931187586,15.0,8.942016057091882,15
pc1corr_slope,A primary: formation slope of arc ordering,global,L14,high,0.99,31,0,1.0,0.0549645390070922,0,0,0.6700465337240249,1.4924336589611769,1.3278847956252322,1.4924336589611769,38.0,,0
pc1share_slope,A primary,per_task,front_median,low,0.9,167,51,0.7660550458715596,0.2960992907801418,46,44,0.5524802096410933,1.3865746365271807,1.2770598744566717,1.479411618639602,17.0,5.17234262125903,52
pc1share_slope,A primary,global,L14,high,0.98,24,10,0.7058823529411765,0.0425531914893617,5,8,0.5006688149760767,1.4098788097575148,1.0751836062292213,1.6610854689606624,28.5,0.0,2
stretch_slope,A primary,per_task,L14,high,0.9,113,38,0.7483443708609272,0.200354609929078,32,35,0.566659053620489,1.3206254556061838,1.1886387965103236,1.430866513854687,16.0,13.88365650969529,14
stretch_slope,A primary,global,L14,high,0.975,67,18,0.788235294117647,0.1187943262411347,9,6,0.4559209757422709,1.7288857851612232,1.513215434770435,1.8898837427324264,30.0,49.13725490196078,5
pc1_index_corr_s9,A secondary: endpoint arc ordering,per_task,L2,low,0.995,4,0,1.0,0.0070921985815602,0,0,0.9584541062801932,1.0433467741935485,0.5322207501492938,1.0433467741935485,26.0,,0
pc1_index_corr_s9,A secondary: endpoint arc ordering,global,L5,low,0.975,57,8,0.8769230769230769,0.101063829787234,6,1,0.6683201445932961,1.3121302477822592,1.160349669875577,1.4009682821708167,35.0,0.0,46
arc_stretch_s9,A secondary,per_task,L14,high,0.9,106,20,0.8412698412698413,0.1879432624113475,27,17,0.6552418986319468,1.2839072761163393,1.1713421912804731,1.3656540351572095,17.0,65.94736842105264,9
arc_stretch_s9,A secondary,global,L14,low,0.975,27,7,0.7941176470588235,0.0478723404255319,5,4,0.5462956994163369,1.453640670990564,1.1569121267506135,1.6410613006549783,25.5,0.0,23
fiedler_index_rho_s9,A secondary,per_task,L2,low,0.975,18,7,0.72,0.0319148936170212,4,7,0.4445789793136603,1.6195097687963873,1.179169444445762,1.9280296671621924,17.0,0.0,5
fiedler_index_rho_s9,A secondary,global,L3,high,0.95,12,10,0.5454545454545454,0.0212765957446808,6,9,0.2925867755737942,1.864248800667256,1.184598833923739,2.4977104887752404,18.0,88.44705882352942,7
along_state_energy_s9,A secondary: the component the Schur complement discards,per_task,back_median,low,0.95,34,4,0.8947368421052632,0.0602836879432624,16,4,0.512295855143997,1.746523679864185,1.480969980751355,1.8705937534156547,16.0,0.0,4
along_state_energy_s9,A secondary: the component the Schur complement discards,global,L13,low,0.99,21,4,0.84,0.0372340425531914,2,4,0.6259024829704005,1.342062098896841,1.0440344968387116,1.49538548082539,37.0,0.0,0
along_state_fraction_s9,A secondary,per_task,L2,low,0.96,41,9,0.82,0.0726950354609929,8,6,0.5861298301760973,1.3990074515634847,1.1806931290549278,1.5394167415785869,22.0,58.61988304093568,5
along_state_fraction_s9,A secondary,global,front_median,low,0.95,12,43,0.2181818181818181,0.0212765957446808,3,43,0.1763171461706207,1.2374395963208555,0.7342464598980866,1.9493302138526305,15.0,0.0,7
pc1_state_cos_s9,A secondary,per_task,L2,low,0.925,42,10,0.8076923076923077,0.0744680851063829,13,9,0.534963268875016,1.509808905928847,1.2730058892871177,1.6674781086247017,20.5,26.378947368421056,8
pc1_state_cos_s9,A secondary,global,L12,low,0.975,4,2,0.6666666666666666,0.0070921985815602,0,0,0.7871145030250637,0.8469754579600706,0.3811304631304247,1.147518671615689,27.0,884.4705882352941,2
saa_slope,A negative control,per_task,L4,high,0.95,88,13,0.8712871287128713,0.1560283687943262,30,9,0.5585343362946804,1.5599526691465282,1.4182709093661674,1.6529205020718725,26.0,60.87449392712551,26
saa_slope,A negative control,global,L14,high,0.98,41,21,0.6612903225806451,0.0726950354609929,15,18,0.4242689375734642,1.5586583509101215,1.2661237905753835,1.8068326794170075,20.5,42.11764705882353,10
state_mobility_s9,B primary: the state channel,per_task,L2,low,0.96,193,39,0.8318965517241379,0.3421985815602837,68,25,0.5527357469602905,1.5050529232079914,1.4083740215987877,1.5821708176095146,19.0,114.9851551956815,38
state_mobility_s9,B primary: the state channel,global,L3,low,0.99,124,8,0.9393939393939394,0.2198581560283688,15,1,0.6288556013125407,1.4938150148193745,1.407260316313876,1.5408515301640893,37.0,663.3529411764706,3
state_mobility_mean,B,per_task,L2,low,0.96,193,39,0.8318965517241379,0.3421985815602837,68,25,0.5527357469602905,1.5050529232079914,1.4083740215987877,1.5821708176095146,19.0,114.9851551956815,38
state_mobility_mean,B,global,L3,low,0.99,124,8,0.9393939393939394,0.2198581560283688,15,1,0.6288556013125407,1.4938150148193745,1.407260316313876,1.5408515301640893,37.0,663.3529411764706,3
state_minus_action_mobility,B,per_task,back_median,low,0.95,212,48,0.8153846153846154,0.375886524822695,74,32,0.5254083893728251,1.5519063491885468,1.4536355553967633,1.632697738199383,19.0,76.93859649122807,49
state_minus_action_mobility,B,global,L4,high,0.995,7,3,0.7,0.0124113475177304,3,2,0.3293065679663515,2.125678829678021,1.2048898685760796,2.709356020831476,17.0,0.0,7
state_over_action_logratio,B,per_task,all_median,low,0.96,204,46,0.816,0.3617021276595745,71,32,0.5394357233693363,1.5126918085870036,1.4150180255669484,1.5926354990840732,21.0,91.75286041189932,43
state_over_action_logratio,B,global,L3,low,0.99,127,8,0.9407407407407408,0.225177304964539,14,1,0.6351485833146928,1.481134911505641,1.397189694484633,1.5266815742579505,37.0,663.3529411764706,10
running_coupling,post-hoc: causal state/action coupling,per_task,L4,low,0.995,2,1,0.6666666666666666,0.0035460992907801,2,1,0.0508714596949891,13.10492505353319,4.082045256569916,18.448616590273648,9.0,0.0,1
running_coupling,post-hoc: causal state/action coupling,global,L4,low,0.99,1,1,0.5,0.00177304964539,1,1,0.0296405228758169,16.868798235942666,3.1892556719631444,30.54834079992219,9.0,0.0,1
running_coupling_log,post-hoc: causal state/action coupling,per_task,L4,low,0.99,2,0,1.0,0.0035460992907801,2,0,0.0527777777777777,18.94736842105263,6.487204308650112,18.94736842105263,10.0,,1
running_coupling_log,post-hoc: causal state/action coupling,global,L4,low,0.99,1,3,0.25,0.00177304964539,1,3,0.0383496732026143,6.518960374946741,1.1887261868841936,18.236352466332537,9.0,0.0,1
fixed4_coupling,post-hoc: causal state/action coupling,per_task,L5,low,0.95,37,13,0.74,0.0656028368794326,19,10,0.3846783359967237,1.9236851435436764,1.571360720773349,2.186982333963621,16.0,40.58299595141701,10
fixed4_coupling,post-hoc: causal state/action coupling,global,L4,low,0.925,51,18,0.7391304347826086,0.0904255319148936,12,12,0.5061367691502016,1.4603373630088188,1.2346351688980066,1.6362068468552842,27.0,0.0,29
