corpus,target,horizon,feature_block,t_bin,metric,value,n
A,which_moves_late,1,inc_route_over_t2_auc,all,n_groups_positive,3.0,2866
A,which_moves_late,1,inc_route_over_t2_auc,all,n_groups,4.0,2866
A,which_moves_late,2,clock_causal,all,auc,0.8812616351716345,3186
A,which_moves_late,2,clock,all,auc,0.9066016837877993,3186
A,which_moves_late,2,clock_rich,all,auc,0.9145884954176384,3186
A,which_moves_late,2,route,all,auc,0.8206666186935635,3186
A,which_moves_late,2,t1,all,auc,0.9468591023157236,3186
A,which_moves_late,2,t2,all,auc,0.9971484247918097,3186
A,which_moves_late,2,t1+route,all,auc,0.9555515959055733,3186
A,which_moves_late,2,t2+route,all,auc,0.9954307061073031,3186
A,which_moves_late,2,t1+clock_rich,all,auc,0.9458247325295382,3186
A,which_moves_late,2,inc_route_over_t1_auc,all,delta,0.008692493589849692,3186
A,which_moves_late,2,inc_route_over_t1_auc,all,delta_lo95,-3.350014725410702e-05,3186
A,which_moves_late,2,inc_route_over_t1_auc,all,delta_hi95,0.014809591939729343,3186
A,which_moves_late,2,inc_route_over_t1_auc,all,n_groups_positive,3.0,3186
A,which_moves_late,2,inc_route_over_t1_auc,all,n_groups,4.0,3186
A,which_moves_late,2,inc_route_over_t2_auc,all,delta,-0.0017177186845065417,3186
A,which_moves_late,2,inc_route_over_t2_auc,all,delta_lo95,-0.00583532624770567,3186
A,which_moves_late,2,inc_route_over_t2_auc,all,delta_hi95,0.0003029349953417544,3186
A,which_moves_late,2,inc_route_over_t2_auc,all,n_groups_positive,1.0,3186
A,which_moves_late,2,inc_route_over_t2_auc,all,n_groups,4.0,3186
A,which_moves_late,4,clock_causal,all,auc,0.8638554078683589,3509
A,which_moves_late,4,clock,all,auc,0.8886274602391478,3509
A,which_moves_late,4,clock_rich,all,auc,0.9045482450769001,3509
A,which_moves_late,4,route,all,auc,0.7954879836277702,3509
A,which_moves_late,4,t1,all,auc,0.9520711549369621,3509
A,which_moves_late,4,t2,all,auc,0.9984880372495636,3509
A,which_moves_late,4,t1+route,all,auc,0.9557238503807876,3509
A,which_moves_late,4,t2+route,all,auc,0.9983410404224763,3509
A,which_moves_late,4,t1+clock_rich,all,auc,0.9543166490845312,3509
A,which_moves_late,4,inc_route_over_t1_auc,all,delta,0.0036526954438254045,3509
A,which_moves_late,4,inc_route_over_t1_auc,all,delta_lo95,-0.0018989063239427187,3509
A,which_moves_late,4,inc_route_over_t1_auc,all,delta_hi95,0.008830988714043404,3509
A,which_moves_late,4,inc_route_over_t1_auc,all,n_groups_positive,3.0,3509
A,which_moves_late,4,inc_route_over_t1_auc,all,n_groups,4.0,3509
A,which_moves_late,4,inc_route_over_t2_auc,all,delta,-0.0001469968270872979,3509
A,which_moves_late,4,inc_route_over_t2_auc,all,delta_lo95,-0.0004110643404355782,3509
A,which_moves_late,4,inc_route_over_t2_auc,all,delta_hi95,1.5198701477917006e-05,3509
A,which_moves_late,4,inc_route_over_t2_auc,all,n_groups_positive,0.0,3509
A,which_moves_late,4,inc_route_over_t2_auc,all,n_groups,4.0,3509
A,which_moves_late,8,clock_causal,all,auc,0.8541629409062906,3749
A,which_moves_late,8,clock,all,auc,0.8823213757378697,3749
A,which_moves_late,8,clock_rich,all,auc,0.8781724044982391,3749
A,which_moves_late,8,route,all,auc,0.7875965694710778,3749
A,which_moves_late,8,t1,all,auc,0.9780204809637212,3749
A,which_moves_late,8,t2,all,auc,0.9973367824577644,3749
A,which_moves_late,8,t1+route,all,auc,0.9848282014058907,3749
A,which_moves_late,8,t2+route,all,auc,0.9971426748001572,3749
A,which_moves_late,8,t1+clock_rich,all,auc,0.9798895181492177,3749
A,which_moves_late,8,inc_route_over_t1_auc,all,delta,0.006807720442169485,3749
A,which_moves_late,8,inc_route_over_t1_auc,all,delta_lo95,-0.00019077095665602853,3749
A,which_moves_late,8,inc_route_over_t1_auc,all,delta_hi95,0.013893918103453421,3749
A,which_moves_late,8,inc_route_over_t1_auc,all,n_groups_positive,2.0,3749
A,which_moves_late,8,inc_route_over_t1_auc,all,n_groups,4.0,3749
A,which_moves_late,8,inc_route_over_t2_auc,all,delta,-0.00019410765760718984,3749
A,which_moves_late,8,inc_route_over_t2_auc,all,delta_lo95,-0.000635721207155785,3749
A,which_moves_late,8,inc_route_over_t2_auc,all,delta_hi95,5.140053665361463e-05,3749
A,which_moves_late,8,inc_route_over_t2_auc,all,n_groups_positive,1.0,3749
A,which_moves_late,8,inc_route_over_t2_auc,all,n_groups,4.0,3749
A,eef_disp,1,SHUF_clock,all,r2,0.004478556085340174,15806
A,eef_disp,1,SHUF_clock,all,r2_within_branch,-0.0009131773414063349,15806
A,eef_path,1,SHUF_clock,all,r2,0.004478556008219642,15806
A,eef_path,1,SHUF_clock,all,r2_within_branch,-0.000913176813968547,15806
A,obj_disp,1,SHUF_clock,all,r2,-0.20187343114131112,15806
A,obj_disp,1,SHUF_clock,all,r2_within_branch,-0.00046718097197645525,15806
A,dgoal,1,SHUF_clock,all,r2,0.018999835929631004,15806
A,dgoal,1,SHUF_clock,all,r2_within_branch,0.00026191505538139537,15806
A,undo,1,SHUF_clock,all,auc,0.3586697356850056,15806
A,grip_flips,1,SHUF_clock,all,r2,-0.0034243060653695867,15806
A,grip_flips,1,SHUF_clock,all,r2_within_branch,-0.0003194382196316514,15806
A,obj_disp_p1,1,SHUF_clock,all,r2,0.003003582242557312,15806
A,obj_disp_p1,1,SHUF_clock,all,r2_within_branch,0.00021521738220856013,15806
A,obj_disp_p2,1,SHUF_clock,all,r2,-0.20981302012969924,15806
A,obj_disp_p2,1,SHUF_clock,all,r2_within_branch,-0.0002792172958710759,15806
A,obj_nc,1,SHUF_clock,all,auc,0.5921864694728064,15806
A,obj_ncfar,1,SHUF_clock,all,auc,0.5853671796753249,15806
A,obj_free_disp,1,SHUF_clock,all,r2,-0.008775036815518389,15806
A,obj_free_disp,1,SHUF_clock,all,r2_within_branch,-0.0024176066379951178,15806
A,obj_gt_arm,1,SHUF_clock,all,auc,0.5462172616045619,15806
A,undo_nc,1,SHUF_clock,all,auc,0.39625561242387974,15806
A,eef_disp,1,SHUF_clock_causal,all,r2,-0.11054268428597025,15806
A,eef_disp,1,SHUF_clock_causal,all,r2_within_branch,-0.004221693919828878,15806
A,eef_path,1,SHUF_clock_causal,all,r2,-0.1105426789419075,15806
A,eef_path,1,SHUF_clock_causal,all,r2_within_branch,-0.004221693697315537,15806
A,obj_disp,1,SHUF_clock_causal,all,r2,-0.7699816392314329,15806
A,obj_disp,1,SHUF_clock_causal,all,r2_within_branch,-0.020233013713726877,15806
A,dgoal,1,SHUF_clock_causal,all,r2,-0.4453374698252482,15806
A,dgoal,1,SHUF_clock_causal,all,r2_within_branch,-0.04279234601884724,15806
A,undo,1,SHUF_clock_causal,all,auc,0.26265936562234127,15806
A,grip_flips,1,SHUF_clock_causal,all,r2,-0.003086519759544548,15806
A,grip_flips,1,SHUF_clock_causal,all,r2_within_branch,-0.0001117841107250439,15806
A,obj_disp_p1,1,SHUF_clock_causal,all,r2,-0.5430155852759477,15806
A,obj_disp_p1,1,SHUF_clock_causal,all,r2_within_branch,-0.0455467642882125,15806
A,obj_disp_p2,1,SHUF_clock_causal,all,r2,-0.34842280367964507,15806
A,obj_disp_p2,1,SHUF_clock_causal,all,r2_within_branch,-0.0014450491619988626,15806
A,obj_nc,1,SHUF_clock_causal,all,auc,0.48461293182908793,15806
A,obj_ncfar,1,SHUF_clock_causal,all,auc,0.5633844082201264,15806
A,obj_free_disp,1,SHUF_clock_causal,all,r2,-0.05766130516792309,15806
A,obj_free_disp,1,SHUF_clock_causal,all,r2_within_branch,-0.0024786184435997283,15806
A,obj_gt_arm,1,SHUF_clock_causal,all,auc,0.5193199064139858,15806
A,undo_nc,1,SHUF_clock_causal,all,auc,0.2863705707199833,15806
A,eef_disp,1,SHUF_clock_rich,all,r2,0.0012334015506699492,15806
A,eef_disp,1,SHUF_clock_rich,all,r2_within_branch,-0.00365532843207661,15806
A,eef_path,1,SHUF_clock_rich,all,r2,0.001233403317728865,15806
A,eef_path,1,SHUF_clock_rich,all,r2_within_branch,-0.003655326014746718,15806
A,obj_disp,1,SHUF_clock_rich,all,r2,-0.2124304225896963,15806
A,obj_disp,1,SHUF_clock_rich,all,r2_within_branch,-0.0059094369323122176,15806
A,dgoal,1,SHUF_clock_rich,all,r2,0.012419425954528773,15806
A,dgoal,1,SHUF_clock_rich,all,r2_within_branch,-0.004260344374603514,15806
A,undo,1,SHUF_clock_rich,all,auc,0.2811083147308788,15806
A,grip_flips,1,SHUF_clock_rich,all,r2,-0.003505449964262386,15806
A,grip_flips,1,SHUF_clock_rich,all,r2_within_branch,-0.00019933311319408897,15806
A,obj_disp_p1,1,SHUF_clock_rich,all,r2,-0.009778504958641743,15806
A,obj_disp_p1,1,SHUF_clock_rich,all,r2_within_branch,-0.004393207784230996,15806
A,obj_disp_p2,1,SHUF_clock_rich,all,r2,-0.22786370699804454,15806
A,obj_disp_p2,1,SHUF_clock_rich,all,r2_within_branch,-0.0037088389613213757,15806
A,obj_nc,1,SHUF_clock_rich,all,auc,0.5370984414835525,15806
A,obj_ncfar,1,SHUF_clock_rich,all,auc,0.5515243590896259,15806
A,obj_free_disp,1,SHUF_clock_rich,all,r2,-0.045391147410537486,15806
A,obj_free_disp,1,SHUF_clock_rich,all,r2_within_branch,-0.0015007267362172616,15806
A,obj_gt_arm,1,SHUF_clock_rich,all,auc,0.5423681542672955,15806
A,undo_nc,1,SHUF_clock_rich,all,auc,0.3596290751916879,15806
A,eef_disp,1,SHUF_route,all,r2,-0.1101340065492315,15806
A,eef_disp,1,SHUF_route,all,r2_within_branch,-8.916947688489274e-05,15806
A,eef_path,1,SHUF_route,all,r2,-0.11013400111674931,15806
A,eef_path,1,SHUF_route,all,r2_within_branch,-8.916964013941375e-05,15806
A,obj_disp,1,SHUF_route,all,r2,-0.7981522679149953,15806
A,obj_disp,1,SHUF_route,all,r2_within_branch,-0.0005001388815092656,15806
A,dgoal,1,SHUF_route,all,r2,-0.4560932649308776,15806
A,dgoal,1,SHUF_route,all,r2_within_branch,-1.4192820910308157e-05,15806
A,undo,1,SHUF_route,all,auc,0.7368612413572724,15806
A,grip_flips,1,SHUF_route,all,r2,-0.003038776961440226,15806
A,grip_flips,1,SHUF_route,all,r2_within_branch,-3.147658237157014e-05,15806
A,obj_disp_p1,1,SHUF_route,all,r2,-0.5607312402786611,15806
A,obj_disp_p1,1,SHUF_route,all,r2_within_branch,-3.111018799836773e-05,15806
A,obj_disp_p2,1,SHUF_route,all,r2,-0.355431482107247,15806
A,obj_disp_p2,1,SHUF_route,all,r2_within_branch,-0.000172222908109948,15806
A,obj_nc,1,SHUF_route,all,auc,0.45619643150701533,15806
A,obj_ncfar,1,SHUF_route,all,auc,0.43868536032900607,15806
A,obj_free_disp,1,SHUF_route,all,r2,-0.04364046516516351,15806
A,obj_free_disp,1,SHUF_route,all,r2_within_branch,-2.0739136460112828e-05,15806
A,obj_gt_arm,1,SHUF_route,all,auc,0.49193210559920214,15806
A,undo_nc,1,SHUF_route,all,auc,0.8071228128232979,15806
A,eef_disp,1,SHUF_t1,all,r2,-0.10284782148866989,15806
A,eef_disp,1,SHUF_t1,all,r2_within_branch,-0.03111767820519107,15806
A,eef_path,1,SHUF_t1,all,r2,-0.10284782141281151,15806
A,eef_path,1,SHUF_t1,all,r2_within_branch,-0.03111768219048555,15806
A,obj_disp,1,SHUF_t1,all,r2,-0.35427680676484535,15806
A,obj_disp,1,SHUF_t1,all,r2_within_branch,-0.13047147263393705,15806
A,dgoal,1,SHUF_t1,all,r2,-0.4358600965200397,15806
A,dgoal,1,SHUF_t1,all,r2_within_branch,-0.1897417206117411,15806
A,undo,1,SHUF_t1,all,auc,0.6762641263424878,15806
A,grip_flips,1,SHUF_t1,all,r2,-0.0029958733698991213,15806
A,grip_flips,1,SHUF_t1,all,r2_within_branch,-4.071471427632978e-05,15806
A,obj_disp_p1,1,SHUF_t1,all,r2,-0.5276513334109016,15806
A,obj_disp_p1,1,SHUF_t1,all,r2_within_branch,-0.22407853490339308,15806
A,obj_disp_p2,1,SHUF_t1,all,r2,-0.18199117000023962,15806
A,obj_disp_p2,1,SHUF_t1,all,r2_within_branch,-0.025507148285063175,15806
A,obj_nc,1,SHUF_t1,all,auc,0.4815665201527276,15806
A,obj_ncfar,1,SHUF_t1,all,auc,0.48963109104127267,15806
A,obj_free_disp,1,SHUF_t1,all,r2,-0.044130379405947495,15806
A,obj_free_disp,1,SHUF_t1,all,r2_within_branch,-0.00027968545001416656,15806
A,obj_gt_arm,1,SHUF_t1,all,auc,0.5708439082462702,15806
A,undo_nc,1,SHUF_t1,all,auc,0.7263159644346907,15806
A,eef_disp,1,SHUF_t2,all,r2,-0.1189431136062748,15806
A,eef_disp,1,SHUF_t2,all,r2_within_branch,-0.027881949770356518,15806
A,eef_path,1,SHUF_t2,all,r2,-0.11894311238717892,15806
A,eef_path,1,SHUF_t2,all,r2_within_branch,-0.027881952967678036,15806
A,obj_disp,1,SHUF_t2,all,r2,-0.1925836720607107,15806
A,obj_disp,1,SHUF_t2,all,r2_within_branch,-0.19022443229915437,15806
A,dgoal,1,SHUF_t2,all,r2,-0.3278748825809667,15806
A,dgoal,1,SHUF_t2,all,r2_within_branch,-0.16025483945340369,15806
A,undo,1,SHUF_t2,all,auc,0.6467817023550019,15806
A,grip_flips,1,SHUF_t2,all,r2,-0.0028932787886357947,15806
A,grip_flips,1,SHUF_t2,all,r2_within_branch,-7.785701014317858e-05,15806
A,obj_disp_p1,1,SHUF_t2,all,r2,-0.43876899227632477,15806
A,obj_disp_p1,1,SHUF_t2,all,r2_within_branch,-0.20367760200588547,15806
A,obj_disp_p2,1,SHUF_t2,all,r2,-0.09587383062493027,15806
A,obj_disp_p2,1,SHUF_t2,all,r2_within_branch,-0.02805375287950368,15806
A,obj_nc,1,SHUF_t2,all,auc,0.47744416837120957,15806
A,obj_ncfar,1,SHUF_t2,all,auc,0.3936013541340387,15806
A,obj_free_disp,1,SHUF_t2,all,r2,-0.06471659338090052,15806
A,obj_free_disp,1,SHUF_t2,all,r2_within_branch,-0.008239675733849261,15806
A,obj_gt_arm,1,SHUF_t2,all,auc,0.5709204038258646,15806
A,undo_nc,1,SHUF_t2,all,auc,0.6941277020191734,15806
A,eef_disp,1,SHUF_t1+route,all,r2,-0.10076916733616753,15806
A,eef_disp,1,SHUF_t1+route,all,r2_within_branch,-0.032191105474348336,15806
A,eef_path,1,SHUF_t1+route,all,r2,-0.10076917298628096,15806
A,eef_path,1,SHUF_t1+route,all,r2_within_branch,-0.03219111712154682,15806
A,obj_disp,1,SHUF_t1+route,all,r2,-0.35798687915714167,15806
A,obj_disp,1,SHUF_t1+route,all,r2_within_branch,-0.13877714361981314,15806
A,dgoal,1,SHUF_t1+route,all,r2,-0.4048737734654873,15806
A,dgoal,1,SHUF_t1+route,all,r2_within_branch,-0.17909440408167576,15806
A,undo,1,SHUF_t1+route,all,auc,0.7679498436056598,15806
A,grip_flips,1,SHUF_t1+route,all,r2,-0.0030112809121140005,15806
A,grip_flips,1,SHUF_t1+route,all,r2_within_branch,-5.190898741094796e-05,15806
A,obj_disp_p1,1,SHUF_t1+route,all,r2,-0.49309576415531386,15806
A,obj_disp_p1,1,SHUF_t1+route,all,r2_within_branch,-0.20930815524089558,15806
A,obj_disp_p2,1,SHUF_t1+route,all,r2,-0.18960102775332432,15806
A,obj_disp_p2,1,SHUF_t1+route,all,r2_within_branch,-0.030781163802312994,15806
A,obj_nc,1,SHUF_t1+route,all,auc,0.4683065819324448,15806
A,obj_ncfar,1,SHUF_t1+route,all,auc,0.461334571746772,15806
A,obj_free_disp,1,SHUF_t1+route,all,r2,-0.04387909329094114,15806
A,obj_free_disp,1,SHUF_t1+route,all,r2_within_branch,-0.00012436220448475144,15806
A,obj_gt_arm,1,SHUF_t1+route,all,auc,0.5646166859010797,15806
A,undo_nc,1,SHUF_t1+route,all,auc,0.8556541009863832,15806
A,eef_disp,1,SHUF_t2+route,all,r2,-0.10976467151969033,15806
A,eef_disp,1,SHUF_t2+route,all,r2_within_branch,-0.02897425541790588,15806
A,eef_path,1,SHUF_t2+route,all,r2,-0.10976467487969033,15806
A,eef_path,1,SHUF_t2+route,all,r2_within_branch,-0.028974262393928696,15806
A,obj_disp,1,SHUF_t2+route,all,r2,-0.1970932943588241,15806
A,obj_disp,1,SHUF_t2+route,all,r2_within_branch,-0.15788748324517715,15806
A,dgoal,1,SHUF_t2+route,all,r2,-0.32924032324039276,15806
A,dgoal,1,SHUF_t2+route,all,r2_within_branch,-0.1672028289186463,15806
A,undo,1,SHUF_t2+route,all,auc,0.7476901019648331,15806
A,grip_flips,1,SHUF_t2+route,all,r2,-0.0029759659037584263,15806
A,grip_flips,1,SHUF_t2+route,all,r2_within_branch,-4.3295878454002734e-05,15806
A,obj_disp_p1,1,SHUF_t2+route,all,r2,-0.4508139275563141,15806
A,obj_disp_p1,1,SHUF_t2+route,all,r2_within_branch,-0.20636692707996757,15806
A,obj_disp_p2,1,SHUF_t2+route,all,r2,-0.10048834336462625,15806
A,obj_disp_p2,1,SHUF_t2+route,all,r2_within_branch,-0.03457604969454958,15806
A,obj_nc,1,SHUF_t2+route,all,auc,0.46531438340660347,15806
A,obj_ncfar,1,SHUF_t2+route,all,auc,0.3964592928378906,15806
A,obj_free_disp,1,SHUF_t2+route,all,r2,-0.06400475379333043,15806
A,obj_free_disp,1,SHUF_t2+route,all,r2_within_branch,-0.009363904651826072,15806
A,obj_gt_arm,1,SHUF_t2+route,all,auc,0.5564535628546259,15806
A,undo_nc,1,SHUF_t2+route,all,auc,0.8202762925995597,15806
A,eef_disp,1,SHUF_t1+clock_rich,all,r2,-0.00723572405851744,15806
A,eef_disp,1,SHUF_t1+clock_rich,all,r2_within_branch,-0.027512221128561498,15806
A,eef_path,1,SHUF_t1+clock_rich,all,r2,-0.007235721843251219,15806
A,eef_path,1,SHUF_t1+clock_rich,all,r2_within_branch,-0.02751222382393781,15806
A,obj_disp,1,SHUF_t1+clock_rich,all,r2,-0.12292707014103277,15806
A,obj_disp,1,SHUF_t1+clock_rich,all,r2_within_branch,-0.05439196497794252,15806
A,dgoal,1,SHUF_t1+clock_rich,all,r2,-0.06564677089944365,15806
A,dgoal,1,SHUF_t1+clock_rich,all,r2_within_branch,-0.06443022308202062,15806
A,undo,1,SHUF_t1+clock_rich,all,auc,0.457471702356731,15806
A,grip_flips,1,SHUF_t1+clock_rich,all,r2,-0.0032391374018532204,15806
A,grip_flips,1,SHUF_t1+clock_rich,all,r2_within_branch,-0.00026562674085833793,15806
A,obj_disp_p1,1,SHUF_t1+clock_rich,all,r2,-0.09354945461898867,15806
A,obj_disp_p1,1,SHUF_t1+clock_rich,all,r2_within_branch,-0.08024282984934228,15806
A,obj_disp_p2,1,SHUF_t1+clock_rich,all,r2,-0.14076786826436685,15806
A,obj_disp_p2,1,SHUF_t1+clock_rich,all,r2_within_branch,-0.020934425862228656,15806
A,obj_nc,1,SHUF_t1+clock_rich,all,auc,0.5196765288467131,15806
A,obj_ncfar,1,SHUF_t1+clock_rich,all,auc,0.5529237384811114,15806
A,obj_free_disp,1,SHUF_t1+clock_rich,all,r2,-0.04456666527988848,15806
A,obj_free_disp,1,SHUF_t1+clock_rich,all,r2_within_branch,-0.0010688426342209123,15806
A,obj_gt_arm,1,SHUF_t1+clock_rich,all,auc,0.5857577964569212,15806
A,undo_nc,1,SHUF_t1+clock_rich,all,auc,0.4748316424069687,15806
A,which_moves,1,SHUF_clock,all,auc,0.5035602734375925,3614
A,which_moves,1,SHUF_clock_causal,all,auc,0.533938240372148,3614
A,which_moves,1,SHUF_clock_rich,all,auc,0.5095726506799265,3614
A,which_moves,1,SHUF_route,all,auc,0.5003763073637381,3614
A,which_moves,1,SHUF_t1,all,auc,0.5301004142764155,3614
A,which_moves,1,SHUF_t2,all,auc,0.5819623632730435,3614
A,which_moves,1,SHUF_t1+route,all,auc,0.5191422499082412,3614
A,which_moves,1,SHUF_t2+route,all,auc,0.5548377165944247,3614
A,which_moves,1,SHUF_t1+clock_rich,all,auc,0.5247439913620336,3614
A,which_moves_late,1,SHUF_clock,all,auc,0.5788515428412687,2866
A,which_moves_late,1,SHUF_clock_causal,all,auc,0.5489128671849378,2866
A,which_moves_late,1,SHUF_clock_rich,all,auc,0.5606504542463415,2866
A,which_moves_late,1,SHUF_route,all,auc,0.5018610947812253,2866
A,which_moves_late,1,SHUF_t1,all,auc,0.5212449199243723,2866
A,which_moves_late,1,SHUF_t2,all,auc,0.5422004914191748,2866
A,which_moves_late,1,SHUF_t1+route,all,auc,0.5131827615269077,2866
A,which_moves_late,1,SHUF_t2+route,all,auc,0.5316453687239658,2866
A,which_moves_late,1,SHUF_t1+clock_rich,all,auc,0.5428203675298541,2866
A,eef_disp,2,SHUF_clock,all,r2,0.00573076084808713,15454
A,eef_disp,2,SHUF_clock,all,r2_within_branch,-0.0006545676082272689,15454
A,eef_path,2,SHUF_clock,all,r2,0.00525773892863951,15454
A,eef_path,2,SHUF_clock,all,r2_within_branch,-0.0005578772225533213,15454
A,obj_disp,2,SHUF_clock,all,r2,-0.2203648023619965,15454
A,obj_disp,2,SHUF_clock,all,r2_within_branch,-0.00041564721525444437,15454
A,dgoal,2,SHUF_clock,all,r2,0.017908703741180948,15454
A,dgoal,2,SHUF_clock,all,r2_within_branch,6.132524446406107e-05,15454
A,undo,2,SHUF_clock,all,auc,0.4621628670901099,15454
A,grip_flips,2,SHUF_clock,all,r2,-0.005762006481724341,15454
A,grip_flips,2,SHUF_clock,all,r2_within_branch,-0.0005986658804943146,15454
A,obj_disp_p1,2,SHUF_clock,all,r2,0.0015895306114828978,15454
A,obj_disp_p1,2,SHUF_clock,all,r2_within_branch,8.849906562674592e-05,15454
A,obj_disp_p2,2,SHUF_clock,all,r2,-0.23270297434028453,15454
A,obj_disp_p2,2,SHUF_clock,all,r2_within_branch,-0.0004264994488826779,15454
A,obj_nc,2,SHUF_clock,all,auc,0.5134718430948062,15454
A,obj_ncfar,2,SHUF_clock,all,auc,0.6075300689217507,15454
A,obj_free_disp,2,SHUF_clock,all,r2,-0.021176881398043412,15454
A,obj_free_disp,2,SHUF_clock,all,r2_within_branch,-0.0057121069401961655,15454
A,obj_gt_arm,2,SHUF_clock,all,auc,0.5289346612290261,15454
A,undo_nc,2,SHUF_clock,all,auc,0.42136116896150483,15454
A,eef_disp,2,SHUF_clock_causal,all,r2,-0.11514484476353254,15454
A,eef_disp,2,SHUF_clock_causal,all,r2_within_branch,-0.004532289380353799,15454
A,eef_path,2,SHUF_clock_causal,all,r2,-0.12721416396334445,15454
A,eef_path,2,SHUF_clock_causal,all,r2_within_branch,-0.004687752035759218,15454
A,obj_disp,2,SHUF_clock_causal,all,r2,-0.832089371080491,15454
A,obj_disp,2,SHUF_clock_causal,all,r2_within_branch,-0.021592989047482247,15454
A,dgoal,2,SHUF_clock_causal,all,r2,-0.4344263373089551,15454
A,dgoal,2,SHUF_clock_causal,all,r2_within_branch,-0.03619976472311673,15454
A,undo,2,SHUF_clock_causal,all,auc,0.40039491417668643,15454
A,grip_flips,2,SHUF_clock_causal,all,r2,-0.007307792400475466,15454
A,grip_flips,2,SHUF_clock_causal,all,r2_within_branch,-0.0005662312117376,15454
A,obj_disp_p1,2,SHUF_clock_causal,all,r2,-0.5535538726128664,15454
A,obj_disp_p1,2,SHUF_clock_causal,all,r2_within_branch,-0.04547095558907249,15454
A,obj_disp_p2,2,SHUF_clock_causal,all,r2,-0.3929660770505878,15454
A,obj_disp_p2,2,SHUF_clock_causal,all,r2_within_branch,-0.0017866527239051022,15454
A,obj_nc,2,SHUF_clock_causal,all,auc,0.46947471004549357,15454
A,obj_ncfar,2,SHUF_clock_causal,all,auc,0.5724758099670851,15454
A,obj_free_disp,2,SHUF_clock_causal,all,r2,-0.10279561853390357,15454
A,obj_free_disp,2,SHUF_clock_causal,all,r2_within_branch,-0.0007171860468213886,15454
A,obj_gt_arm,2,SHUF_clock_causal,all,auc,0.5062280553629128,15454
A,undo_nc,2,SHUF_clock_causal,all,auc,0.5842149961936853,15454
A,eef_disp,2,SHUF_clock_rich,all,r2,0.002188688571635622,15454
A,eef_disp,2,SHUF_clock_rich,all,r2_within_branch,-0.004079179826266127,15454
A,eef_path,2,SHUF_clock_rich,all,r2,0.002043285160175129,15454
A,eef_path,2,SHUF_clock_rich,all,r2_within_branch,-0.0037650007472268543,15454
A,obj_disp,2,SHUF_clock_rich,all,r2,-0.2314073874428005,15454
A,obj_disp,2,SHUF_clock_rich,all,r2_within_branch,-0.00605959136633627,15454
A,dgoal,2,SHUF_clock_rich,all,r2,0.01096934100096078,15454
A,dgoal,2,SHUF_clock_rich,all,r2_within_branch,-0.004395844370556096,15454
A,undo,2,SHUF_clock_rich,all,auc,0.3116451058124435,15454
A,grip_flips,2,SHUF_clock_rich,all,r2,-0.007875716907359054,15454
A,grip_flips,2,SHUF_clock_rich,all,r2_within_branch,-0.0009143083743791691,15454
A,obj_disp_p1,2,SHUF_clock_rich,all,r2,-0.007389024167450353,15454
A,obj_disp_p1,2,SHUF_clock_rich,all,r2_within_branch,-0.006145299125839776,15454
A,obj_disp_p2,2,SHUF_clock_rich,all,r2,-0.25297882614858097,15454
A,obj_disp_p2,2,SHUF_clock_rich,all,r2_within_branch,-0.0031680739611441577,15454
A,obj_nc,2,SHUF_clock_rich,all,auc,0.4977417171669024,15454
A,obj_ncfar,2,SHUF_clock_rich,all,auc,0.6238710633599442,15454
A,obj_free_disp,2,SHUF_clock_rich,all,r2,-0.09400281143588918,15454
A,obj_free_disp,2,SHUF_clock_rich,all,r2_within_branch,-0.0007285557949691102,15454
A,obj_gt_arm,2,SHUF_clock_rich,all,auc,0.5384793447972095,15454
A,undo_nc,2,SHUF_clock_rich,all,auc,0.5221854312902763,15454
A,eef_disp,2,SHUF_route,all,r2,-0.11480206719428349,15454
A,eef_disp,2,SHUF_route,all,r2_within_branch,-4.698700572586256e-05,15454
A,eef_path,2,SHUF_route,all,r2,-0.12751637663658538,15454
A,eef_path,2,SHUF_route,all,r2_within_branch,-5.049724470138073e-05,15454
A,obj_disp,2,SHUF_route,all,r2,-0.8613256933798676,15454
A,obj_disp,2,SHUF_route,all,r2_within_branch,-0.004051359279513195,15454
A,dgoal,2,SHUF_route,all,r2,-0.4460131752080058,15454
A,dgoal,2,SHUF_route,all,r2_within_branch,-3.5288201468780533e-05,15454
A,undo,2,SHUF_route,all,auc,0.5851757262257553,15454
A,grip_flips,2,SHUF_route,all,r2,-0.006883379212122398,15454
A,grip_flips,2,SHUF_route,all,r2_within_branch,-0.000184777100915412,15454
A,obj_disp_p1,2,SHUF_route,all,r2,-0.569714784552308,15454
A,obj_disp_p1,2,SHUF_route,all,r2_within_branch,-0.00031608426064311246,15454
A,obj_disp_p2,2,SHUF_route,all,r2,-0.40069672226138225,15454
A,obj_disp_p2,2,SHUF_route,all,r2_within_branch,-2.3627315020591233e-06,15454
A,obj_nc,2,SHUF_route,all,auc,0.49374965905301327,15454
A,obj_ncfar,2,SHUF_route,all,auc,0.4167754797086738,15454
A,obj_free_disp,2,SHUF_route,all,r2,-0.09265803907114231,15454
A,obj_free_disp,2,SHUF_route,all,r2_within_branch,9.87202859238645e-05,15454
A,obj_gt_arm,2,SHUF_route,all,auc,0.49415470270354667,15454
A,undo_nc,2,SHUF_route,all,auc,0.554471162309027,15454
A,eef_disp,2,SHUF_t1,all,r2,-0.10678259161635317,15454
A,eef_disp,2,SHUF_t1,all,r2_within_branch,-0.03272637139089407,15454
A,eef_path,2,SHUF_t1,all,r2,-0.11765086666439944,15454
