corpus,target,horizon,feature_block,t_bin,metric,value,n
A,grip_flips,8,t1,q0-11,r2,0.36506176115784794,4224
A,grip_flips,8,t1,q12-23,r2,0.40188108165396463,4224
A,grip_flips,8,t1,q24+,r2,0.014179152951006968,4894
A,obj_disp_p1,8,t1,all,r2,-1.1956974302123935,13342
A,obj_disp_p1,8,t1,all,r2_within_branch,-0.936707358275818,13342
A,obj_disp_p1,8,t1,q0-11,r2,-25086771069727.82,4224
A,obj_disp_p1,8,t1,q12-23,r2,-253.35972132746613,4224
A,obj_disp_p1,8,t1,q24+,r2,-0.9651565399677162,4894
A,obj_disp_p2,8,t1,all,r2,-1.7377243323163714,13342
A,obj_disp_p2,8,t1,all,r2_within_branch,-0.9402064798247305,13342
A,obj_disp_p2,8,t1,q0-11,r2,-4.252165527026094,4224
A,obj_disp_p2,8,t1,q12-23,r2,-0.30302409662493834,4224
A,obj_disp_p2,8,t1,q24+,r2,-607.0147894976423,4894
A,obj_nc,8,t1,all,auc,0.6531653981129615,13342
A,obj_nc,8,t1,q0-11,auc,0.5442715313261096,4224
A,obj_nc,8,t1,q12-23,auc,0.6107791119493738,4224
A,obj_nc,8,t1,q24+,auc,0.6786715390431574,4894
A,obj_ncfar,8,t1,all,auc,0.5227206595034721,13342
A,obj_ncfar,8,t1,q0-11,auc,0.27869565217391307,4224
A,obj_ncfar,8,t1,q12-23,auc,0.7307806560399006,4224
A,obj_ncfar,8,t1,q24+,auc,0.3807656695156695,4894
A,obj_free_disp,8,t1,all,r2,-0.8067123067357924,13342
A,obj_free_disp,8,t1,all,r2_within_branch,-0.71230222431122,13342
A,obj_free_disp,8,t1,q0-11,r2,-0.6567861743000638,4224
A,obj_free_disp,8,t1,q12-23,r2,-0.7000258014916708,4224
A,obj_free_disp,8,t1,q24+,r2,-1.5398592446606274,4894
A,obj_gt_arm,8,t1,all,auc,0.8488683606404159,13342
A,obj_gt_arm,8,t1,q0-11,auc,0.8485715428378616,4224
A,obj_gt_arm,8,t1,q12-23,auc,0.9381239648471109,4224
A,obj_gt_arm,8,t1,q24+,auc,0.6999785383871684,4894
A,undo_nc,8,t1,all,auc,0.3396633517972171,13342
A,undo_nc,8,t1,q0-11,auc,0.32811140121845084,4224
A,undo_nc,8,t1,q12-23,auc,0.40217464712635914,4224
A,undo_nc,8,t1,q24+,auc,0.3054975643702157,4894
A,eef_disp,8,t2,all,r2,0.3998897275560043,13342
A,eef_disp,8,t2,all,r2_within_branch,0.5803017908119575,13342
A,eef_disp,8,t2,q0-11,r2,-0.09080495981242193,4224
A,eef_disp,8,t2,q12-23,r2,0.5174242654535539,4224
A,eef_disp,8,t2,q24+,r2,0.1818872724105926,4894
A,eef_path,8,t2,all,r2,0.46217191170401295,13342
A,eef_path,8,t2,all,r2_within_branch,0.6032962592557095,13342
A,eef_path,8,t2,q0-11,r2,0.11680359861449319,4224
A,eef_path,8,t2,q12-23,r2,0.32082430771025705,4224
A,eef_path,8,t2,q24+,r2,0.003909291822460803,4894
A,obj_disp,8,t2,all,r2,-0.34438098978520426,13342
A,obj_disp,8,t2,all,r2_within_branch,-0.5182532794321002,13342
A,obj_disp,8,t2,q0-11,r2,-2.4808801824418794,4224
A,obj_disp,8,t2,q12-23,r2,0.032295160828899105,4224
A,obj_disp,8,t2,q24+,r2,-0.6938376436097682,4894
A,dgoal,8,t2,all,r2,-0.8849530317622285,13342
A,dgoal,8,t2,all,r2_within_branch,-0.8429790638024531,13342
A,dgoal,8,t2,q0-11,r2,nan,4224
A,dgoal,8,t2,q12-23,r2,-460.9019790126374,4224
A,dgoal,8,t2,q24+,r2,-0.9936285642699436,4894
A,undo,8,t2,all,auc,0.5348658075531786,13342
A,undo,8,t2,q0-11,auc,0.5066588898609896,4224
A,undo,8,t2,q12-23,auc,0.5323951920257988,4224
A,undo,8,t2,q24+,auc,0.4751040119334573,4894
A,grip_flips,8,t2,all,r2,0.317543032672492,13342
A,grip_flips,8,t2,all,r2_within_branch,0.3491386878297097,13342
A,grip_flips,8,t2,q0-11,r2,0.47634715054006144,4224
A,grip_flips,8,t2,q12-23,r2,0.44668412598884555,4224
A,grip_flips,8,t2,q24+,r2,-0.18737551392128954,4894
A,obj_disp_p1,8,t2,all,r2,-1.2924835663599432,13342
A,obj_disp_p1,8,t2,all,r2_within_branch,-1.2155201214569638,13342
A,obj_disp_p1,8,t2,q0-11,r2,-35078172516505.926,4224
A,obj_disp_p1,8,t2,q12-23,r2,-197.02834879021592,4224
A,obj_disp_p1,8,t2,q24+,r2,-1.3044255510621023,4894
A,obj_disp_p2,8,t2,all,r2,-0.8241461646993724,13342
A,obj_disp_p2,8,t2,all,r2_within_branch,-0.9920147311906132,13342
A,obj_disp_p2,8,t2,q0-11,r2,-2.0714173418849064,4224
A,obj_disp_p2,8,t2,q12-23,r2,0.010678749128962384,4224
A,obj_disp_p2,8,t2,q24+,r2,-1060.9096768781556,4894
A,obj_nc,8,t2,all,auc,0.6231277793925516,13342
A,obj_nc,8,t2,q0-11,auc,0.535695071560725,4224
A,obj_nc,8,t2,q12-23,auc,0.5562827159132944,4224
A,obj_nc,8,t2,q24+,auc,0.58567939694418,4894
A,obj_ncfar,8,t2,all,auc,0.49854064721202795,13342
A,obj_ncfar,8,t2,q0-11,auc,0.8782608695652174,4224
A,obj_ncfar,8,t2,q12-23,auc,0.7092422039176269,4224
A,obj_ncfar,8,t2,q24+,auc,0.3612330840455841,4894
A,obj_free_disp,8,t2,all,r2,-1.8303708519780744,13342
A,obj_free_disp,8,t2,all,r2_within_branch,-0.45353291857280964,13342
A,obj_free_disp,8,t2,q0-11,r2,-1.4489110637384304,4224
A,obj_free_disp,8,t2,q12-23,r2,-1.7271229528814005,4224
A,obj_free_disp,8,t2,q24+,r2,-3.1103938646977842,4894
A,obj_gt_arm,8,t2,all,auc,0.8468313974722681,13342
A,obj_gt_arm,8,t2,q0-11,auc,0.8636630275158269,4224
A,obj_gt_arm,8,t2,q12-23,auc,0.9092140814009033,4224
A,obj_gt_arm,8,t2,q24+,auc,0.7488405598414085,4894
A,undo_nc,8,t2,all,auc,0.7227705159185971,13342
A,undo_nc,8,t2,q0-11,auc,0.6890049318247751,4224
A,undo_nc,8,t2,q12-23,auc,0.4852434659282772,4224
A,undo_nc,8,t2,q24+,auc,0.8972396195778242,4894
A,eef_disp,8,t1+route,all,r2,0.6382319636000282,13342
A,eef_disp,8,t1+route,all,r2_within_branch,0.6443743026138565,13342
A,eef_disp,8,t1+route,q0-11,r2,0.4976014545941964,4224
A,eef_disp,8,t1+route,q12-23,r2,0.6979876627198216,4224
A,eef_disp,8,t1+route,q24+,r2,0.5073154010580138,4894
A,eef_path,8,t1+route,all,r2,0.5328444879571059,13342
A,eef_path,8,t1+route,all,r2_within_branch,0.6091709159443706,13342
A,eef_path,8,t1+route,q0-11,r2,0.331615154437326,4224
A,eef_path,8,t1+route,q12-23,r2,0.22321722945913852,4224
A,eef_path,8,t1+route,q24+,r2,0.29853594923822196,4894
A,obj_disp,8,t1+route,all,r2,-0.7643630845304162,13342
A,obj_disp,8,t1+route,all,r2_within_branch,-0.5111383633704789,13342
A,obj_disp,8,t1+route,q0-11,r2,-3.4331964853586965,4224
A,obj_disp,8,t1+route,q12-23,r2,-0.11794022012292038,4224
A,obj_disp,8,t1+route,q24+,r2,-1.0704269487859226,4894
A,dgoal,8,t1+route,all,r2,-0.7848627368499543,13342
A,dgoal,8,t1+route,all,r2_within_branch,-0.7111155480463784,13342
A,dgoal,8,t1+route,q0-11,r2,nan,4224
A,dgoal,8,t1+route,q12-23,r2,-985.7960316715676,4224
A,dgoal,8,t1+route,q24+,r2,-0.4852431605029324,4894
A,undo,8,t1+route,all,auc,0.6724892323233921,13342
A,undo,8,t1+route,q0-11,auc,0.38261883931175267,4224
A,undo,8,t1+route,q12-23,auc,0.4632659044268543,4224
A,undo,8,t1+route,q24+,auc,0.8703590843011738,4894
A,grip_flips,8,t1+route,all,r2,0.30868054340346684,13342
A,grip_flips,8,t1+route,all,r2_within_branch,0.39209843710535686,13342
A,grip_flips,8,t1+route,q0-11,r2,0.31852811395016456,4224
A,grip_flips,8,t1+route,q12-23,r2,0.3953370318465504,4224
A,grip_flips,8,t1+route,q24+,r2,0.04858731569067612,4894
A,obj_disp_p1,8,t1+route,all,r2,-1.12498190948955,13342
A,obj_disp_p1,8,t1+route,all,r2_within_branch,-0.9478934196325627,13342
A,obj_disp_p1,8,t1+route,q0-11,r2,-29040588474247.46,4224
A,obj_disp_p1,8,t1+route,q12-23,r2,-294.6357767552841,4224
A,obj_disp_p1,8,t1+route,q24+,r2,-0.7957524741353064,4894
A,obj_disp_p2,8,t1+route,all,r2,-1.4377859054208577,13342
A,obj_disp_p2,8,t1+route,all,r2_within_branch,-0.7969776919682101,13342
A,obj_disp_p2,8,t1+route,q0-11,r2,-4.04744330192315,4224
A,obj_disp_p2,8,t1+route,q12-23,r2,-0.10737515628937705,4224
A,obj_disp_p2,8,t1+route,q24+,r2,-586.8116304723629,4894
A,obj_nc,8,t1+route,all,auc,0.6535909130106679,13342
A,obj_nc,8,t1+route,q0-11,auc,0.5498268789170411,4224
A,obj_nc,8,t1+route,q12-23,auc,0.6036448657572048,4224
A,obj_nc,8,t1+route,q24+,auc,0.6484001262679757,4894
A,obj_ncfar,8,t1+route,all,auc,0.5316200706647467,13342
A,obj_ncfar,8,t1+route,q0-11,auc,0.25217391304347825,4224
A,obj_ncfar,8,t1+route,q12-23,auc,0.7108764833989885,4224
A,obj_ncfar,8,t1+route,q24+,auc,0.40732995014245016,4894
A,obj_free_disp,8,t1+route,all,r2,-0.8910029279052136,13342
A,obj_free_disp,8,t1+route,all,r2_within_branch,-0.8082831118175602,13342
A,obj_free_disp,8,t1+route,q0-11,r2,-0.6367326632226968,4224
A,obj_free_disp,8,t1+route,q12-23,r2,-0.7262783661044705,4224
A,obj_free_disp,8,t1+route,q24+,r2,-1.8805648683384,4894
A,obj_gt_arm,8,t1+route,all,auc,0.8390272174186122,13342
A,obj_gt_arm,8,t1+route,q0-11,auc,0.843714337118298,4224
A,obj_gt_arm,8,t1+route,q12-23,auc,0.926682135255861,4224
A,obj_gt_arm,8,t1+route,q24+,auc,0.6622822508009746,4894
A,undo_nc,8,t1+route,all,auc,0.3924043984809111,13342
A,undo_nc,8,t1+route,q0-11,auc,0.34609805628082385,4224
A,undo_nc,8,t1+route,q12-23,auc,0.41743769838589856,4224
A,undo_nc,8,t1+route,q24+,auc,0.39109255393180237,4894
A,eef_disp,8,t2+route,all,r2,0.4422682429445841,13342
A,eef_disp,8,t2+route,all,r2_within_branch,0.585921564619047,13342
A,eef_disp,8,t2+route,q0-11,r2,0.03472265191502266,4224
A,eef_disp,8,t2+route,q12-23,r2,0.5478647698511196,4224
A,eef_disp,8,t2+route,q24+,r2,0.22896882247758615,4894
A,eef_path,8,t2+route,all,r2,0.49791937923554985,13342
A,eef_path,8,t2+route,all,r2_within_branch,0.6136889312322287,13342
A,eef_path,8,t2+route,q0-11,r2,0.16855895671781645,4224
A,eef_path,8,t2+route,q12-23,r2,0.3243207718148865,4224
A,eef_path,8,t2+route,q24+,r2,0.11078438322421574,4894
A,obj_disp,8,t2+route,all,r2,-0.2075147090371836,13342
A,obj_disp,8,t2+route,all,r2_within_branch,-0.3364722851244616,13342
A,obj_disp,8,t2+route,q0-11,r2,-2.012000145574347,4224
A,obj_disp,8,t2+route,q12-23,r2,0.09022654635262214,4224
A,obj_disp,8,t2+route,q24+,r2,-0.5062670644675691,4894
A,dgoal,8,t2+route,all,r2,-0.75796706553968,13342
A,dgoal,8,t2+route,all,r2_within_branch,-0.6891753380543775,13342
A,dgoal,8,t2+route,q0-11,r2,nan,4224
A,dgoal,8,t2+route,q12-23,r2,-454.72620240027885,4224
A,dgoal,8,t2+route,q24+,r2,-0.8381205838358798,4894
A,undo,8,t2+route,all,auc,0.5701699909723825,13342
A,undo,8,t2+route,q0-11,auc,0.5248371731311363,4224
A,undo,8,t2+route,q12-23,auc,0.5563764291996481,4224
A,undo,8,t2+route,q24+,auc,0.5031542162113098,4894
A,grip_flips,8,t2+route,all,r2,0.3058344617821177,13342
A,grip_flips,8,t2+route,all,r2_within_branch,0.34286511499273764,13342
A,grip_flips,8,t2+route,q0-11,r2,0.4433512884642127,4224
A,grip_flips,8,t2+route,q12-23,r2,0.45025309376001643,4224
A,grip_flips,8,t2+route,q24+,r2,-0.2091665091058602,4894
A,obj_disp_p1,8,t2+route,all,r2,-1.1426557855906183,13342
A,obj_disp_p1,8,t2+route,all,r2_within_branch,-1.0437546388353998,13342
A,obj_disp_p1,8,t2+route,q0-11,r2,-33344915186877.61,4224
A,obj_disp_p1,8,t2+route,q12-23,r2,-182.97536008821928,4224
A,obj_disp_p1,8,t2+route,q24+,r2,-1.1761298415864783,4894
A,obj_disp_p2,8,t2+route,all,r2,-0.7324355141998884,13342
A,obj_disp_p2,8,t2+route,all,r2_within_branch,-0.8765284727251386,13342
A,obj_disp_p2,8,t2+route,q0-11,r2,-2.1165193109365403,4224
A,obj_disp_p2,8,t2+route,q12-23,r2,0.09994610251068342,4224
A,obj_disp_p2,8,t2+route,q24+,r2,-1135.4883066545412,4894
A,obj_nc,8,t2+route,all,auc,0.6276575278153749,13342
A,obj_nc,8,t2+route,q0-11,auc,0.5452271072656221,4224
A,obj_nc,8,t2+route,q12-23,auc,0.5628721092190616,4224
A,obj_nc,8,t2+route,q24+,auc,0.596091514886911,4894
A,obj_ncfar,8,t2+route,all,auc,0.5164296874603856,13342
A,obj_ncfar,8,t2+route,q0-11,auc,0.9160869565217391,4224
A,obj_ncfar,8,t2+route,q12-23,auc,0.7039397338750804,4224
A,obj_ncfar,8,t2+route,q24+,auc,0.38656962250712246,4894
A,obj_free_disp,8,t2+route,all,r2,-1.88680527290321,13342
A,obj_free_disp,8,t2+route,all,r2_within_branch,-0.4967438135570101,13342
A,obj_free_disp,8,t2+route,q0-11,r2,-1.3715459033399013,4224
A,obj_free_disp,8,t2+route,q12-23,r2,-1.7269100042007168,4224
A,obj_free_disp,8,t2+route,q24+,r2,-3.374512643793313,4894
A,obj_gt_arm,8,t2+route,all,auc,0.8358456613182119,13342
A,obj_gt_arm,8,t2+route,q0-11,auc,0.8572643920099148,4224
A,obj_gt_arm,8,t2+route,q12-23,auc,0.8892714616133188,4224
A,obj_gt_arm,8,t2+route,q24+,auc,0.7062012618481635,4894
A,undo_nc,8,t2+route,all,auc,0.7402753409979633,13342
A,undo_nc,8,t2+route,q0-11,auc,0.7008993327531187,4224
A,undo_nc,8,t2+route,q12-23,auc,0.5138110353211319,4224
A,undo_nc,8,t2+route,q24+,auc,0.906054279749478,4894
A,eef_disp,8,t1+clock_rich,all,r2,0.6897452286127581,13342
A,eef_disp,8,t1+clock_rich,all,r2_within_branch,0.6991907491250711,13342
A,eef_disp,8,t1+clock_rich,q0-11,r2,0.5496772109637647,4224
A,eef_disp,8,t1+clock_rich,q12-23,r2,0.7528624078647137,4224
A,eef_disp,8,t1+clock_rich,q24+,r2,0.5746380630602546,4894
A,eef_path,8,t1+clock_rich,all,r2,0.6742730913272377,13342
A,eef_path,8,t1+clock_rich,all,r2_within_branch,0.6679227876844557,13342
A,eef_path,8,t1+clock_rich,q0-11,r2,0.5387345437910727,4224
A,eef_path,8,t1+clock_rich,q12-23,r2,0.4991387425833821,4224
A,eef_path,8,t1+clock_rich,q24+,r2,0.5106706729460988,4894
A,obj_disp,8,t1+clock_rich,all,r2,-0.21142557363755246,13342
A,obj_disp,8,t1+clock_rich,all,r2_within_branch,-0.02590946674408723,13342
A,obj_disp,8,t1+clock_rich,q0-11,r2,-2.9169941371285644,4224
A,obj_disp,8,t1+clock_rich,q12-23,r2,0.2095188130157352,4224
A,obj_disp,8,t1+clock_rich,q24+,r2,-0.11903650799273655,4894
A,dgoal,8,t1+clock_rich,all,r2,0.2206494930126341,13342
A,dgoal,8,t1+clock_rich,all,r2_within_branch,0.20965207672386868,13342
A,dgoal,8,t1+clock_rich,q0-11,r2,nan,4224
A,dgoal,8,t1+clock_rich,q12-23,r2,-262.4959506675921,4224
A,dgoal,8,t1+clock_rich,q24+,r2,0.28078608785592474,4894
A,undo,8,t1+clock_rich,all,auc,0.6874592365244576,13342
A,undo,8,t1+clock_rich,q0-11,auc,0.3968115096724021,4224
A,undo,8,t1+clock_rich,q12-23,auc,0.4337730870712401,4224
A,undo,8,t1+clock_rich,q24+,auc,0.9490830188842352,4894
A,grip_flips,8,t1+clock_rich,all,r2,0.3978401158648074,13342
A,grip_flips,8,t1+clock_rich,all,r2_within_branch,0.3916883004573579,13342
A,grip_flips,8,t1+clock_rich,q0-11,r2,0.35416732712671267,4224
A,grip_flips,8,t1+clock_rich,q12-23,r2,0.5865140085355115,4224
A,grip_flips,8,t1+clock_rich,q24+,r2,0.10022902134567185,4894
A,obj_disp_p1,8,t1+clock_rich,all,r2,0.13187959981860226,13342
A,obj_disp_p1,8,t1+clock_rich,all,r2_within_branch,0.11799668619306794,13342
A,obj_disp_p1,8,t1+clock_rich,q0-11,r2,-7552423128173.364,4224
A,obj_disp_p1,8,t1+clock_rich,q12-23,r2,-81.86081841503768,4224
A,obj_disp_p1,8,t1+clock_rich,q24+,r2,0.22599457696878616,4894
A,obj_disp_p2,8,t1+clock_rich,all,r2,-0.5639878471519464,13342
A,obj_disp_p2,8,t1+clock_rich,all,r2_within_branch,-0.1483163966805134,13342
A,obj_disp_p2,8,t1+clock_rich,q0-11,r2,-3.093263525447394,4224
A,obj_disp_p2,8,t1+clock_rich,q12-23,r2,0.24511647765954234,4224
A,obj_disp_p2,8,t1+clock_rich,q24+,r2,-295.0690852345013,4894
A,obj_nc,8,t1+clock_rich,all,auc,0.6683828223858954,13342
A,obj_nc,8,t1+clock_rich,q0-11,auc,0.5748271044417563,4224
A,obj_nc,8,t1+clock_rich,q12-23,auc,0.656200373650206,4224
A,obj_nc,8,t1+clock_rich,q24+,auc,0.6226928897108832,4894
A,obj_ncfar,8,t1+clock_rich,all,auc,0.5665664888463746,13342
A,obj_ncfar,8,t1+clock_rich,q0-11,auc,0.28652173913043477,4224
A,obj_ncfar,8,t1+clock_rich,q12-23,auc,0.7366345273817532,4224
A,obj_ncfar,8,t1+clock_rich,q24+,auc,0.45818910256410256,4894
A,obj_free_disp,8,t1+clock_rich,all,r2,-2.1036671490523005,13342
A,obj_free_disp,8,t1+clock_rich,all,r2_within_branch,-1.6430370911979004,13342
A,obj_free_disp,8,t1+clock_rich,q0-11,r2,-3.057227672135344,4224
A,obj_free_disp,8,t1+clock_rich,q12-23,r2,-2.0281098433106868,4224
A,obj_free_disp,8,t1+clock_rich,q24+,r2,-1.6647241490580973,4894
A,obj_gt_arm,8,t1+clock_rich,all,auc,0.8761370811227966,13342
A,obj_gt_arm,8,t1+clock_rich,q0-11,auc,0.8720351552240997,4224
A,obj_gt_arm,8,t1+clock_rich,q12-23,auc,0.9247455483130516,4224
A,obj_gt_arm,8,t1+clock_rich,q24+,auc,0.7951099673236153,4894
A,undo_nc,8,t1+clock_rich,all,auc,0.29117853972833496,13342
A,undo_nc,8,t1+clock_rich,q0-11,auc,0.31505657093124456,4224
A,undo_nc,8,t1+clock_rich,q12-23,auc,0.39589383399743366,4224
A,undo_nc,8,t1+clock_rich,q24+,auc,0.2825330549756437,4894
A,which_moves,8,clock,all,auc,0.8494158663817253,7385
A,which_moves,8,clock,q0-11,auc,nan,2667
A,which_moves,8,clock,q12-23,auc,0.8792657432773275,2338
A,which_moves,8,clock,q24+,auc,0.6388216732889543,2380
A,which_moves,8,clock_causal,all,auc,0.8807756674066782,7385
A,which_moves,8,clock_causal,q0-11,auc,nan,2667
A,which_moves,8,clock_causal,q12-23,auc,0.9485451466424667,2338
A,which_moves,8,clock_causal,q24+,auc,0.41044330907875054,2380
A,which_moves,8,clock_rich,all,auc,0.8238168403649494,7385
A,which_moves,8,clock_rich,q0-11,auc,nan,2667
A,which_moves,8,clock_rich,q12-23,auc,0.9449565262567191,2338
A,which_moves,8,clock_rich,q24+,auc,0.6071905675477512,2380
A,which_moves,8,route,all,auc,0.6120826136649951,7385
A,which_moves,8,route,q0-11,auc,nan,2667
A,which_moves,8,route,q12-23,auc,0.6610927959889276,2338
A,which_moves,8,route,q24+,auc,0.5189827688460458,2380
A,which_moves,8,t1,all,auc,0.9838614106644472,7385
A,which_moves,8,t1,q0-11,auc,nan,2667
A,which_moves,8,t1,q12-23,auc,0.9999055526116813,2338
A,which_moves,8,t1,q24+,auc,0.9801871590513325,2380
A,which_moves,8,t2,all,auc,0.9982299181371193,7385
A,which_moves,8,t2,q0-11,auc,nan,2667
A,which_moves,8,t2,q12-23,auc,0.9993193137329511,2338
A,which_moves,8,t2,q24+,auc,0.9869669464070668,2380
A,which_moves,8,t1+route,all,auc,0.9856217332007766,7385
A,which_moves,8,t1+route,q0-11,auc,nan,2667
A,which_moves,8,t1+route,q12-23,auc,0.9993775584352269,2338
A,which_moves,8,t1+route,q24+,auc,0.9813309097613647,2380
A,which_moves,8,t2+route,all,auc,0.9980230462539661,7385
A,which_moves,8,t2+route,q0-11,auc,nan,2667
A,which_moves,8,t2+route,q12-23,auc,0.9987527798212459,2338
A,which_moves,8,t2+route,q24+,auc,0.9870449531584082,2380
A,which_moves,8,t1+clock_rich,all,auc,0.9895849408692113,7385
A,which_moves,8,t1+clock_rich,q0-11,auc,nan,2667
A,which_moves,8,t1+clock_rich,q12-23,auc,0.9998046210852473,2338
A,which_moves,8,t1+clock_rich,q24+,auc,0.9846682101912853,2380
A,which_moves_late,8,clock,all,auc,0.8802843187354938,3749
A,which_moves_late,8,clock,q0-11,auc,nan,162
A,which_moves_late,8,clock,q12-23,auc,0.9653928434562203,1875
A,which_moves_late,8,clock,q24+,auc,0.6099747966031184,1684
A,which_moves_late,8,clock_causal,all,auc,0.852056276084324,3749
A,which_moves_late,8,clock_causal,q0-11,auc,nan,162
A,which_moves_late,8,clock_causal,q12-23,auc,0.9693084093296583,1875
A,which_moves_late,8,clock_causal,q24+,auc,0.3175286071702677,1684
A,which_moves_late,8,clock_rich,all,auc,0.8761362860321372,3749
A,which_moves_late,8,clock_rich,q0-11,auc,nan,162
A,which_moves_late,8,clock_rich,q12-23,auc,0.9603778338048427,1875
A,which_moves_late,8,clock_rich,q24+,auc,0.7255959716477267,1684
A,which_moves_late,8,route,all,auc,0.7875965694710779,3749
A,which_moves_late,8,route,q0-11,auc,nan,162
A,which_moves_late,8,route,q12-23,auc,0.8496193056260655,1875
A,which_moves_late,8,route,q24+,auc,0.5975120463739281,1684
A,which_moves_late,8,t1,all,auc,0.9780204809637212,3749
A,which_moves_late,8,t1,q0-11,auc,nan,162
A,which_moves_late,8,t1,q12-23,auc,0.9996828971551345,1875
A,which_moves_late,8,t1,q24+,auc,0.9420610606679523,1684
A,which_moves_late,8,t2,all,auc,0.9973367824577644,3749
A,which_moves_late,8,t2,q0-11,auc,nan,162
A,which_moves_late,8,t2,q12-23,auc,0.9979355957650592,1875
A,which_moves_late,8,t2,q24+,auc,0.9967430909374166,1684
A,which_moves_late,8,t1+route,all,auc,0.9848282014058907,3749
A,which_moves_late,8,t1+route,q0-11,auc,nan,162
A,which_moves_late,8,t1+route,q12-23,auc,0.9994526852817947,1875
A,which_moves_late,8,t1+route,q24+,auc,0.9578710055859493,1684
A,which_moves_late,8,t2+route,all,auc,0.9971426748001572,3749
A,which_moves_late,8,t2+route,q0-11,auc,nan,162
A,which_moves_late,8,t2+route,q12-23,auc,0.9969778157438327,1875
A,which_moves_late,8,t2+route,q24+,auc,0.9968790020628309,1684
A,which_moves_late,8,t1+clock_rich,all,auc,0.9798895181492177,3749
A,which_moves_late,8,t1+clock_rich,q0-11,auc,nan,162
A,which_moves_late,8,t1+clock_rich,q12-23,auc,0.9996718839918084,1875
A,which_moves_late,8,t1+clock_rich,q24+,auc,0.9397953975520457,1684
A,eef_disp,1,inc_route_over_t1,all,delta,0.005773706352935282,15806
A,eef_disp,1,inc_route_over_t1,all,delta_lo95,0.005096693506638073,15806
A,eef_disp,1,inc_route_over_t1,all,delta_hi95,0.006494650508231405,15806
A,eef_disp,1,t1,all,lo95,0.9545673604789308,15806
A,eef_disp,1,t1,all,hi95,0.9578242392195496,15806
A,eef_disp,1,inc_route_over_t2,all,delta,0.00423672653066709,15806
A,eef_disp,1,inc_route_over_t2,all,delta_lo95,0.0025657474907306013,15806
A,eef_disp,1,inc_route_over_t2,all,delta_hi95,0.005770362089838439,15806
A,eef_disp,1,t2,all,lo95,0.9300233953638932,15806
A,eef_disp,1,t2,all,hi95,0.9589048345900094,15806
A,eef_disp,1,inc_clock_over_t1,all,delta,0.0015338331421413942,15806
A,eef_disp,1,inc_clock_over_t1,all,delta_lo95,0.0011176460911906778,15806
A,eef_disp,1,inc_clock_over_t1,all,delta_hi95,0.0019388137824742995,15806
A,eef_disp,1,route,all,lo95,0.19241382137407234,15806
A,eef_disp,1,route,all,hi95,0.2327310403847871,15806
A,eef_disp,2,inc_route_over_t1,all,delta,0.011547268056700921,15454
A,eef_disp,2,inc_route_over_t1,all,delta_lo95,0.010556607861175606,15454
A,eef_disp,2,inc_route_over_t1,all,delta_hi95,0.012556299019909777,15454
A,eef_disp,2,t1,all,lo95,0.9412681602393765,15454
A,eef_disp,2,t1,all,hi95,0.9456657458350359,15454
A,eef_disp,2,inc_route_over_t2,all,delta,0.009695232600841264,15454
A,eef_disp,2,inc_route_over_t2,all,delta_lo95,-0.0016620770296903772,15454
A,eef_disp,2,inc_route_over_t2,all,delta_hi95,0.016314925416099937,15454
A,eef_disp,2,t2,all,lo95,0.8989126865194565,15454
A,eef_disp,2,t2,all,hi95,0.9397391745965575,15454
A,eef_disp,2,inc_clock_over_t1,all,delta,0.0025159574752168234,15454
A,eef_disp,2,inc_clock_over_t1,all,delta_lo95,0.001907162173877583,15454
A,eef_disp,2,inc_clock_over_t1,all,delta_hi95,0.0030616725331891496,15454
A,eef_disp,2,route,all,lo95,0.18527343778782468,15454
A,eef_disp,2,route,all,hi95,0.22387715656313978,15454
A,eef_disp,4,inc_route_over_t1,all,delta,0.0206070164350024,14750
A,eef_disp,4,inc_route_over_t1,all,delta_lo95,0.01814337712245233,14750
A,eef_disp,4,inc_route_over_t1,all,delta_hi95,0.023459744914230717,14750
A,eef_disp,4,t1,all,lo95,0.8674274719524935,14750
A,eef_disp,4,t1,all,hi95,0.8836448956069533,14750
A,eef_disp,4,inc_route_over_t2,all,delta,-0.014790493979638164,14750
A,eef_disp,4,inc_route_over_t2,all,delta_lo95,-0.0757462531752346,14750
A,eef_disp,4,inc_route_over_t2,all,delta_hi95,0.016024666229133806,14750
A,eef_disp,4,t2,all,lo95,0.8602109929610643,14750
A,eef_disp,4,t2,all,hi95,0.8834681202278722,14750
A,eef_disp,4,inc_clock_over_t1,all,delta,0.007730026611293739,14750
A,eef_disp,4,inc_clock_over_t1,all,delta_lo95,0.00579662576015498,14750
A,eef_disp,4,inc_clock_over_t1,all,delta_hi95,0.009500796628794259,14750
A,eef_disp,4,route,all,lo95,0.11634474750124929,14750
A,eef_disp,4,route,all,hi95,0.15934933433276813,14750
A,eef_disp,8,inc_route_over_t1,all,delta,0.022608269101735745,13342
A,eef_disp,8,inc_route_over_t1,all,delta_lo95,0.018791101071150975,13342
A,eef_disp,8,inc_route_over_t1,all,delta_hi95,0.026177525798684566,13342
A,eef_disp,8,t1,all,lo95,0.5972111122864189,13342
A,eef_disp,8,t1,all,hi95,0.6343004578720237,13342
A,eef_disp,8,inc_route_over_t2,all,delta,0.042378515388579785,13342
A,eef_disp,8,inc_route_over_t2,all,delta_lo95,0.007717219699421405,13342
A,eef_disp,8,inc_route_over_t2,all,delta_hi95,0.064696644267587,13342
