snapshot_key,query,layers,branches,horizontal,vertical_lag1,vertical_lag2,vertical_lag3,vertical_lag4,vertical_lag5,vertical_lag6,vertical_lag7,vertical_lag8
w00_s003,15,deep,16,0.8440892857142859,0.799717261904762,0.8697916666666667,0.897202380952381,0.9029315476190476,0.9057738095238096,0.9001636904761905,0.9056696428571429,0.8930505952380953
w00_s003,15,front,16,0.8028869047619048,0.7684375000000001,0.8251934523809525,0.8442708333333333,0.8541815476190476,0.8704761904761904,0.8623511904761905,0.8664732142857143,0.8539434523809525
w00_s003,16,deep,16,0.851843253968254,0.7937053571428572,0.8757738095238096,0.9110267857142857,0.9211607142857143,0.9144494047619047,0.9051339285714286,0.9066220238095238,0.9067261904761905
w00_s003,16,front,16,0.8054087301587302,0.7749553571428572,0.8352678571428572,0.8530803571428571,0.8624702380952382,0.8759672619047619,0.8789732142857143,0.8684077380952382,0.859404761904762
w00_s003,17,deep,16,0.8538948412698413,0.8235714285714286,0.8833928571428573,0.9131101190476192,0.9271130952380953,0.935342261904762,0.9103125000000001,0.9108333333333334,0.9160267857142856
w00_s003,17,front,16,0.785982142857143,0.7443154761904762,0.8317410714285716,0.8705357142857144,0.8573214285714286,0.8722172619047619,0.8734523809523811,0.8689732142857143,0.8706845238095238
w00_s003,18,deep,16,0.8377718253968255,0.7901488095238096,0.8943154761904764,0.9124107142857143,0.916592261904762,0.9205654761904762,0.9176339285714286,0.9093005952380954,0.9082589285714286
w00_s003,18,front,16,0.7702976190476192,0.7263541666666667,0.8200148809523811,0.8576785714285716,0.8745684523809525,0.8589434523809524,0.8707440476190477,0.8720238095238095,0.8791666666666667
w00_s003,19,deep,16,0.8022103174603177,0.7466369047619048,0.8514732142857143,0.9018154761904763,0.9087351190476192,0.9042261904761906,0.9027083333333334,0.914107142857143,0.9135714285714287
w00_s003,19,front,16,0.7448055555555555,0.6982142857142858,0.7766666666666668,0.8234821428571429,0.863764880952381,0.8762797619047619,0.8595684523809524,0.8616815476190477,0.8708035714285716
w00_s003,20,deep,16,0.8266805555555556,0.7556845238095239,0.8661904761904763,0.8810416666666667,0.9238392857142856,0.9183482142857143,0.9154315476190475,0.9134226190476191,0.9102232142857143
w00_s003,20,front,16,0.7298075396825398,0.7011309523809525,0.7644196428571429,0.807232142857143,0.8354761904761906,0.8550595238095239,0.8553422619047619,0.850669642857143,0.8624553571428573
w00_s003,21,deep,16,0.8291289682539684,0.7412053571428572,0.8431101190476191,0.8789880952380953,0.891577380952381,0.9112648809523809,0.9053273809523811,0.9161309523809524,0.9290476190476191
w00_s003,21,front,16,0.7367599206349207,0.6835119047619049,0.7580803571428573,0.8133630952380952,0.8267113095238097,0.8409821428571429,0.8439285714285714,0.8450595238095239,0.8461755952380953
w00_s003,22,deep,16,0.8397599206349207,0.7173511904761907,0.8481845238095238,0.8802232142857144,0.9023660714285715,0.9066369047619048,0.9092113095238096,0.9110565476190476,0.9144791666666667
w00_s003,22,front,16,0.7357619047619048,0.6515625000000002,0.7381845238095239,0.7874702380952382,0.8329613095238096,0.8317559523809525,0.8433779761904763,0.8469047619047619,0.8457738095238096
w00_s003,23,deep,16,0.8244623015873016,0.7247619047619049,0.8145386904761905,0.8709821428571429,0.8725148809523811,0.9016071428571428,0.9045386904761905,0.9112202380952381,0.9176339285714286
w00_s003,23,front,16,0.7348690476190478,0.662797619047619,0.7162053571428573,0.7630803571428573,0.7973958333333335,0.826904761904762,0.8328869047619049,0.8384077380952382,0.8369791666666668
w00_s004,0,deep,16,0.37922817460317465,,,,,,,,
w00_s004,0,front,16,0.5547678571428573,,,,,,,,
w00_s004,1,deep,16,0.5171369047619049,0.7652232142857144,,,,,,,
w00_s004,1,front,16,0.5874464285714287,0.6500446428571429,,,,,,,
w00_s004,2,deep,16,0.5020972222222223,0.7314136904761905,0.874717261904762,,,,,,
w00_s004,2,front,16,0.5542063492063494,0.6103869047619048,0.7069494047619049,,,,,,
w00_s004,3,deep,16,0.5018313492063492,0.7541666666666667,0.8331101190476191,0.8744047619047619,,,,,
w00_s004,3,front,16,0.6387142857142858,0.7238392857142859,0.7586011904761905,0.8071279761904763,,,,,
w00_s004,4,deep,16,0.5132480158730159,0.7203571428571429,0.8522767857142858,0.8804613095238095,0.8895386904761904,,,,
w00_s004,4,front,16,0.624996031746032,0.6913392857142858,0.7826041666666668,0.8089583333333334,0.8436755952380952,,,,
w00_s004,5,deep,16,0.5776626984126985,0.671636904761905,0.7912946428571429,0.8826934523809524,0.8900595238095239,0.8590327380952383,,,
w00_s004,5,front,16,0.6768630952380954,0.6814434523809525,0.7241517857142857,0.8028720238095238,0.8288690476190477,0.8605505952380953,,,
w00_s004,6,deep,16,0.5691488095238096,0.6162202380952382,0.7442708333333334,0.8246577380952382,0.912827380952381,0.9010863095238095,0.864717261904762,,
w00_s004,6,front,16,0.6642043650793652,0.6924404761904763,0.7461309523809525,0.7659375000000002,0.8160863095238096,0.8410267857142857,0.857797619047619,,
w00_s004,7,deep,16,0.6973511904761907,0.6256845238095239,0.7379315476190477,0.7982440476190478,0.8658035714285716,0.9105357142857143,0.9095535714285714,0.8801636904761905,
w00_s004,7,front,16,0.7290496031746033,0.7002678571428573,0.7417410714285715,0.7633333333333334,0.7868452380952382,0.8300000000000001,0.850967261904762,0.8700744047619049,
w00_s004,8,deep,16,0.7956587301587302,0.7303422619047619,0.7830357142857144,0.8333779761904763,0.8536011904761905,0.8839583333333334,0.9212351190476191,0.9095089285714286,0.8956845238095238
w00_s004,8,front,16,0.7531011904761905,0.7590327380952382,0.7702232142857144,0.7986755952380953,0.8088244047619049,0.8198809523809524,0.833779761904762,0.8529910714285714,0.8649255952380953
w00_s004,9,deep,16,0.8267222222222224,0.7900446428571429,0.8548065476190477,0.8698363095238096,0.8916071428571428,0.9035119047619048,0.9071577380952381,0.9280357142857143,0.9066517857142857
w00_s004,9,front,16,0.769375,0.7395089285714287,0.8085565476190477,0.8182291666666668,0.8283035714285716,0.8479910714285714,0.8414880952380952,0.853452380952381,0.877202380952381
w00_s004,10,deep,16,0.8021924603174604,0.803794642857143,0.8917708333333334,0.9081845238095239,0.9114434523809525,0.9179910714285715,0.9105505952380952,0.9279017857142857,0.9360119047619049
w00_s004,10,front,16,0.7353452380952382,0.7500595238095239,0.8158184523809524,0.8475595238095238,0.8501934523809523,0.852172619047619,0.8624107142857144,0.8598958333333333,0.8622172619047619
w00_s004,11,deep,16,0.7748333333333335,0.7570535714285715,0.8621279761904762,0.9061904761904762,0.9134821428571429,0.9277380952380953,0.9166964285714286,0.9226488095238096,0.9182440476190477
w00_s004,11,front,16,0.7213908730158731,0.6838988095238095,0.7845386904761905,0.8422619047619048,0.8399107142857143,0.8444494047619049,0.8563541666666667,0.8560119047619048,0.8578869047619047
w00_s004,12,deep,16,0.8118769841269843,0.7401488095238096,0.8469940476190477,0.8807440476190478,0.9010863095238096,0.9041517857142858,0.9245386904761905,0.9154613095238096,0.9148958333333335
w00_s004,12,front,16,0.7242222222222222,0.6928422619047621,0.768184523809524,0.814389880952381,0.8553125000000001,0.8366666666666668,0.8430505952380953,0.8571279761904762,0.8588839285714286
w00_s004,13,deep,16,0.8250714285714286,0.7768303571428572,0.8518601190476192,0.8783630952380952,0.8924107142857143,0.9151488095238096,0.912172619047619,0.9163839285714286,0.9071130952380952
w00_s004,13,front,16,0.7505337301587304,0.7123363095238096,0.768154761904762,0.8177827380952383,0.8325744047619048,0.8418005952380954,0.8417113095238096,0.8525595238095238,0.8433928571428572
w00_s004,14,deep,16,0.8369563492063493,0.7624404761904763,0.8581994047619048,0.8867261904761905,0.8957142857142858,0.8938690476190476,0.9196726190476191,0.9198809523809525,0.9123363095238095
w00_s004,14,front,16,0.7707103174603176,0.7195535714285715,0.7751041666666667,0.8227529761904763,0.8477083333333334,0.8445089285714287,0.8496577380952381,0.8554464285714286,0.8504761904761905
w00_s004,15,deep,16,0.8692301587301589,0.8093898809523811,0.8715625,0.8986755952380951,0.9085416666666666,0.9074851190476192,0.8994940476190477,0.9199255952380953,0.9173660714285714
w00_s004,15,front,16,0.8031626984126985,0.7574553571428572,0.807247023809524,0.8394642857142858,0.8627827380952381,0.8641071428571429,0.8593303571428572,0.8674255952380953,0.8555803571428573
w00_s004,16,deep,16,0.8645694444444445,0.8262202380952381,0.8889732142857143,0.9043303571428573,0.9177380952380952,0.923169642857143,0.9186011904761906,0.9043452380952381,0.9008630952380954
w00_s004,16,front,16,0.7944345238095238,0.7482440476190477,0.831264880952381,0.8488392857142858,0.8645684523809525,0.8747470238095238,0.8741815476190478,0.8650446428571429,0.8694791666666668
w00_s004,17,deep,16,0.8598313492063492,0.789092261904762,0.8781845238095238,0.9036011904761906,0.9099107142857144,0.9154613095238096,0.9077232142857143,0.9023214285714286,0.901904761904762
w00_s004,17,front,16,0.7858154761904764,0.7344494047619048,0.8268898809523809,0.855,0.857232142857143,0.8630208333333333,0.8715029761904762,0.8672916666666667,0.8707440476190478
w00_s004,18,deep,16,0.8385039682539684,0.7677083333333334,0.8683035714285714,0.8919196428571429,0.8983333333333334,0.910639880952381,0.9139285714285714,0.9041964285714286,0.9065476190476192
w00_s004,18,front,16,0.7846865079365081,0.7197916666666667,0.806592261904762,0.841577380952381,0.8669345238095238,0.8624107142857143,0.8559077380952382,0.8729464285714287,0.8755505952380953
w00_s004,19,deep,16,0.8222519841269841,0.7199553571428572,0.8267559523809525,0.881279761904762,0.8913392857142858,0.8976190476190478,0.9143898809523809,0.9304613095238095,0.9195238095238095
w00_s004,19,front,16,0.765059523809524,0.696264880952381,0.7636011904761906,0.8206547619047619,0.8473958333333333,0.8581547619047619,0.8555803571428572,0.8566517857142858,0.8615178571428571
w00_s004,20,deep,16,0.8367757936507938,0.7449851190476191,0.830029761904762,0.8679761904761905,0.9039285714285715,0.9049404761904762,0.9073511904761905,0.9123065476190477,0.9289732142857143
w00_s004,20,front,16,0.7572440476190477,0.6983482142857145,0.757827380952381,0.7882738095238095,0.824389880952381,0.8344047619047619,0.8367559523809525,0.8418750000000002,0.860342261904762
w00_s004,21,deep,16,0.8487797619047619,0.7208630952380953,0.8448065476190477,0.8756696428571429,0.8898065476190476,0.9128125,0.9144940476190477,0.907827380952381,0.9071875
w00_s004,21,front,16,0.7682440476190476,0.6824702380952382,0.7375744047619048,0.8094791666666667,0.8235863095238096,0.8388244047619049,0.8395386904761905,0.8493154761904762,0.8514285714285714
w00_s004,22,deep,16,0.8522599206349207,0.726607142857143,0.8413839285714286,0.8864136904761905,0.9150446428571429,0.9073214285714286,0.9111160714285714,0.9078125000000001,0.907172619047619
w00_s004,22,front,16,0.7646289682539683,0.6805952380952383,0.7326339285714287,0.776592261904762,0.816860119047619,0.8209821428571429,0.8365327380952381,0.8485119047619049,0.8527529761904762
w00_s004,23,deep,16,0.8513154761904763,0.7558928571428573,0.823779761904762,0.8584077380952381,0.8756398809523811,0.9102380952380953,0.8994196428571428,0.9146875,0.9140327380952381
w00_s004,23,front,16,0.7534503968253969,0.686264880952381,0.7329613095238097,0.7666666666666666,0.7867857142857144,0.8135267857142857,0.8261011904761905,0.8374255952380953,0.8480803571428571
w00_s005,0,deep,16,0.4288789682539684,,,,,,,,
w00_s005,0,front,16,0.5437063492063494,,,,,,,,
w00_s005,1,deep,16,0.5391190476190477,0.7413244047619048,,,,,,,
w00_s005,1,front,16,0.5690476190476191,0.6180059523809525,,,,,,,
w00_s005,2,deep,16,0.4587162698412699,0.7387500000000001,0.8337351190476191,,,,,,
w00_s005,2,front,16,0.637184523809524,0.7355059523809524,0.7719196428571429,,,,,,
w00_s005,3,deep,16,0.4756666666666668,0.6844940476190478,0.8346279761904762,0.869404761904762,,,,,
w00_s005,3,front,16,0.6130416666666669,0.687857142857143,0.7796875000000001,0.7975595238095238,,,,,
w00_s005,4,deep,16,0.548779761904762,0.6503422619047621,0.7673363095238096,0.8690773809523811,0.8766369047619048,,,,
w00_s005,4,front,16,0.6725079365079367,0.6820833333333334,0.7408630952380952,0.7929613095238095,0.821875,,,,
w00_s005,5,deep,16,0.5366051587301589,0.6502678571428573,0.7418452380952382,0.8154613095238096,0.8895238095238096,0.9080952380952381,,,
w00_s005,5,front,16,0.6627539682539684,0.700029761904762,0.7498363095238096,0.7728571428571429,0.8138988095238096,0.8369791666666667,,,
w00_s005,6,deep,16,0.6592043650793651,0.620669642857143,0.7495089285714287,0.8009375000000001,0.8579613095238097,0.9041517857142858,0.9096279761904762,,
w00_s005,6,front,16,0.7240476190476192,0.7034375000000002,0.7476934523809524,0.7867113095238096,0.7992113095238096,0.8299702380952382,0.8457291666666668,,
w00_s005,7,deep,16,0.8031210317460319,0.7601041666666668,0.8029464285714287,0.8531250000000001,0.8724702380952382,0.8890625000000001,0.9161755952380953,0.9154315476190477,
w00_s005,7,front,16,0.7677857142857144,0.7729315476190477,0.7820386904761906,0.7919940476190477,0.8047916666666668,0.8225,0.8345982142857143,0.8550892857142858,
w00_s005,8,deep,16,0.8139821428571428,0.8291517857142858,0.8650595238095239,0.8836904761904762,0.9017559523809524,0.9074851190476192,0.914702380952381,0.9238988095238095,0.8977232142857143
w00_s005,8,front,16,0.743577380952381,0.7759523809523811,0.8329761904761905,0.8296279761904762,0.8248065476190477,0.8381845238095239,0.8439434523809525,0.8471577380952381,0.8660416666666667
w00_s005,9,deep,16,0.7993452380952382,0.8059226190476192,0.8970535714285715,0.9054166666666668,0.9171428571428573,0.9228720238095238,0.9266220238095239,0.9341815476190477,0.9238095238095239
w00_s005,9,front,16,0.70584126984127,0.7157886904761905,0.8254315476190477,0.845029761904762,0.8502232142857143,0.8451190476190478,0.8527976190476191,0.8635565476190478,0.8646875
w00_s005,10,deep,16,0.7851031746031747,0.7789732142857144,0.8735714285714287,0.9025595238095239,0.9139285714285715,0.920625,0.918764880952381,0.9178422619047619,0.9335863095238096
w00_s005,10,front,16,0.6957142857142858,0.6973065476190476,0.7893601190476192,0.8403869047619048,0.8566666666666667,0.8584226190476191,0.8579166666666667,0.8683333333333334,0.865029761904762
w00_s005,11,deep,16,0.7841289682539684,0.7435714285714287,0.8721875000000001,0.8914732142857142,0.8925000000000001,0.9120386904761905,0.9253720238095238,0.9134970238095239,0.9125744047619049
w00_s005,11,front,16,0.7010099206349207,0.6580059523809525,0.7652976190476191,0.8157142857142857,0.8424851190476191,0.8443452380952381,0.8434970238095238,0.8581696428571428,0.8611607142857144
w00_s005,12,deep,16,0.7998690476190476,0.7552827380952382,0.8287500000000001,0.8834077380952381,0.9016220238095238,0.9052083333333334,0.9249255952380953,0.9294940476190476,0.9041517857142858
w00_s005,12,front,16,0.7062281746031747,0.6738541666666668,0.7485267857142859,0.8024702380952382,0.8318154761904762,0.8349107142857144,0.8351339285714285,0.8366666666666667,0.8512202380952382
w00_s005,13,deep,16,0.8249742063492065,0.7641815476190477,0.8589732142857144,0.8754017857142857,0.9085714285714286,0.9090625,0.8989434523809524,0.9194791666666666,0.9087053571428572
w00_s005,13,front,16,0.740202380952381,0.6954017857142858,0.7730803571428573,0.7999107142857144,0.8246577380952381,0.841592261904762,0.8351041666666668,0.8388690476190477,0.8347023809523809
w00_s005,14,deep,16,0.8566507936507937,0.8124702380952382,0.8619642857142857,0.8865327380952381,0.9043601190476191,0.9081101190476192,0.9002529761904763,0.911592261904762,0.9094494047619048
w00_s005,14,front,16,0.7931646825396825,0.7318005952380953,0.7886458333333335,0.8243452380952381,0.8534077380952382,0.854389880952381,0.850327380952381,0.8661458333333334,0.8485119047619047
w00_s005,15,deep,16,0.8749940476190476,0.8152678571428572,0.8949851190476191,0.9005059523809524,0.9155505952380952,0.9217113095238095,0.8990922619047619,0.9072172619047619,0.9089285714285715
w00_s005,15,front,16,0.8113928571428571,0.7761755952380953,0.8318154761904762,0.8487202380952381,0.8637797619047619,0.8757291666666668,0.8804761904761906,0.8744196428571429,0.873139880952381
w00_s005,16,deep,16,0.8535753968253968,0.8322023809523811,0.9012797619047619,0.9192261904761905,0.9168452380952381,0.9200297619047619,0.9185565476190477,0.8951934523809524,0.9048363095238097
w00_s005,16,front,16,0.7759484126984126,0.7692410714285716,0.8368154761904762,0.8618601190476192,0.8665476190476191,0.8801041666666667,0.8826041666666666,0.8764434523809524,0.8769940476190476
w00_s005,17,deep,16,0.8426746031746032,0.7804761904761905,0.8926934523809524,0.9155357142857143,0.9132291666666668,0.9086607142857144,0.9186904761904763,0.9184970238095238,0.9076041666666668
w00_s005,17,front,16,0.7603174603174605,0.7163988095238096,0.8212946428571429,0.858110119047619,0.8661309523809524,0.8733482142857143,0.8790476190476191,0.8839136904761906,0.8795684523809525
w00_s005,18,deep,16,0.8214603174603176,0.746904761904762,0.8718005952380953,0.905625,0.9073363095238096,0.9202976190476191,0.9186607142857143,0.9137946428571428,0.9137648809523811
w00_s005,18,front,16,0.7345575396825398,0.7080505952380953,0.7850744047619048,0.8397172619047619,0.8516815476190478,0.8570238095238096,0.8667559523809525,0.8647619047619048,0.8724702380952382
w00_s005,19,deep,16,0.8200436507936508,0.7520089285714286,0.8489732142857143,0.8886160714285714,0.9116666666666667,0.9108333333333334,0.9180803571428572,0.9193154761904763,0.9237202380952381
w00_s005,19,front,16,0.7437063492063491,0.6883035714285715,0.7748214285714288,0.8106845238095238,0.8427380952380953,0.8483928571428572,0.8484970238095239,0.8530654761904761,0.8633928571428572
w00_s005,20,deep,16,0.8251369047619048,0.7365625000000001,0.8430952380952381,0.8683928571428572,0.9131696428571429,0.9107738095238096,0.9152232142857144,0.9058779761904763,0.9116666666666667
w00_s005,20,front,16,0.7459384920634922,0.6887202380952382,0.7588244047619048,0.8036458333333334,0.8227678571428573,0.8407440476190478,0.8378869047619049,0.8390625,0.851875
w00_s005,21,deep,16,0.833452380952381,0.7503125,0.8459375000000001,0.8680505952380954,0.8880208333333334,0.9130208333333334,0.9160416666666666,0.9137351190476191,0.9094642857142858
w00_s005,21,front,16,0.7307519841269843,0.6730505952380954,0.7458779761904762,0.775654761904762,0.8144196428571429,0.8230357142857143,0.8445238095238096,0.8444345238095239,0.8411309523809525
w00_s005,22,deep,16,0.8358174603174604,0.7603125000000002,0.8505654761904763,0.8788988095238095,0.8823214285714286,0.8957589285714286,0.9072172619047619,0.9144494047619047,0.9177232142857144
w00_s005,22,front,16,0.7333432539682541,0.6718303571428572,0.7547916666666667,0.7839880952380953,0.8133184523809525,0.8155952380952382,0.8295535714285714,0.8468154761904763,0.851294642857143
w00_s005,23,deep,16,0.8397678571428571,0.729702380952381,0.8388095238095239,0.8804761904761905,0.8891666666666667,0.9045386904761905,0.9267708333333334,0.9210863095238095,0.9176636904761906
w00_s005,23,front,16,0.7200773809523809,0.673467261904762,0.7311458333333334,0.7612053571428572,0.7978720238095238,0.8190029761904762,0.8303720238095238,0.8438392857142858,0.8457886904761905
w01_s000,0,deep,16,0.4217936507936509,,,,,,,,
w01_s000,0,front,16,0.6386170634920636,,,,,,,,
w01_s000,1,deep,16,0.484654761904762,0.8269494047619048,,,,,,,
w01_s000,1,front,16,0.6125853174603175,0.7769345238095239,,,,,,,
w01_s000,2,deep,16,0.5166011904761906,0.7813690476190477,0.8976190476190478,,,,,,
w01_s000,2,front,16,0.5924801587301587,0.6733928571428573,0.8076636904761905,,,,,,
w01_s000,3,deep,16,0.43106150793650794,0.6774404761904764,0.8260714285714286,0.9219494047619048,,,,,
w01_s000,3,front,16,0.5968650793650795,0.6345833333333335,0.7385119047619049,0.8448511904761905,,,,,
w01_s000,4,deep,16,0.507593253968254,0.7652083333333335,0.8085714285714287,0.8880505952380953,0.8711755952380953,,,,
w01_s000,4,front,16,0.5929801587301587,0.6383928571428572,0.6898065476190478,0.7686755952380953,0.8602083333333334,,,,
w01_s000,5,deep,16,0.48305357142857147,0.7805505952380953,0.8586904761904762,0.868467261904762,0.9238392857142858,0.932217261904762,,,
w01_s000,5,front,16,0.605452380952381,0.6531547619047621,0.7095833333333335,0.7484821428571429,0.8040327380952382,0.8586904761904762,,,
w01_s000,6,deep,16,0.4779166666666667,0.7146875000000001,0.8767113095238096,0.8933035714285715,0.8940476190476192,0.9068005952380953,0.9224702380952381,,
w01_s000,6,front,16,0.5753888888888891,0.6411011904761905,0.7248363095238097,0.754092261904762,0.7730208333333334,0.7996726190476191,0.8443750000000001,,
w01_s000,7,deep,16,0.5851884920634921,0.7740178571428571,0.8590625000000001,0.8789583333333334,0.8920089285714287,0.8990773809523811,0.9017113095238095,0.9229464285714286,
w01_s000,7,front,16,0.6046448412698413,0.669732142857143,0.7392559523809525,0.7690476190476192,0.7889880952380952,0.7860267857142857,0.8146875,0.8398958333333333,
w01_s000,8,deep,16,0.5873531746031747,0.755669642857143,0.8529613095238096,0.8707142857142858,0.876264880952381,0.9279761904761905,0.9138839285714286,0.9004910714285714,0.912842261904762
w01_s000,8,front,16,0.638029761904762,0.7070833333333335,0.7968601190476191,0.8167113095238097,0.8254017857142857,0.8380357142857143,0.8217857142857143,0.8331994047619048,0.8361607142857144
w01_s000,9,deep,16,0.5781448412698414,0.7133779761904764,0.8372619047619048,0.8820386904761905,0.8732738095238096,0.8572470238095239,0.9183333333333333,0.9244642857142857,0.9303125000000001
w01_s000,9,front,16,0.6112083333333336,0.6373214285714286,0.7398958333333334,0.8139434523809523,0.8341220238095238,0.8335863095238095,0.8458035714285715,0.8386160714285715,0.835967261904762
w01_s000,10,deep,16,0.6088492063492065,0.6893898809523811,0.7947619047619048,0.8748958333333334,0.9188839285714286,0.9056547619047619,0.8863839285714286,0.9096577380952382,0.9092113095238096
w01_s000,10,front,16,0.6349841269841271,0.639419642857143,0.6913244047619048,0.7530803571428573,0.8210119047619049,0.8483779761904763,0.8474107142857144,0.8549851190476191,0.8437202380952381
w01_s000,11,deep,16,0.6152103174603174,0.6590625000000001,0.7684077380952381,0.8255505952380954,0.8889434523809524,0.9242113095238096,0.904717261904762,0.8945535714285715,0.9162351190476191
w01_s000,11,front,16,0.6380793650793652,0.6695982142857144,0.7042559523809525,0.7349107142857143,0.7910714285714286,0.8338244047619048,0.846860119047619,0.8498214285714286,0.8535714285714286
w01_s000,12,deep,16,0.6357619047619049,0.5923660714285715,0.7298065476190476,0.802232142857143,0.8379166666666666,0.8985863095238096,0.925357142857143,0.8941517857142858,0.8904761904761905
w01_s000,12,front,16,0.6495595238095239,0.6443750000000001,0.6846577380952382,0.7322619047619048,0.7491815476190478,0.8026636904761906,0.8498363095238095,0.8507440476190476,0.8517410714285715
w01_s000,13,deep,16,0.7072916666666668,0.6672916666666668,0.730044642857143,0.7993750000000001,0.8422321428571429,0.8592559523809524,0.9058035714285715,0.9220833333333334,0.8996577380952382
w01_s000,13,front,16,0.706404761904762,0.6881845238095239,0.7083333333333335,0.7474404761904763,0.7794642857142858,0.7944345238095238,0.816577380952381,0.8607886904761906,0.8619791666666667
w01_s000,14,deep,16,0.7859742063492063,0.7481250000000002,0.7764880952380953,0.8198065476190477,0.8574255952380953,0.8611309523809524,0.8718452380952382,0.9127083333333335,0.9248511904761906
w01_s000,14,front,16,0.7463690476190477,0.7540773809523811,0.7568452380952382,0.7670982142857143,0.7633779761904762,0.8080357142857144,0.8122023809523811,0.8322321428571429,0.8574553571428573
w01_s000,15,deep,16,0.8039027777777777,0.8069791666666667,0.8434970238095238,0.846279761904762,0.8699851190476191,0.8942559523809525,0.8836755952380954,0.8725148809523811,0.9112053571428571
w01_s000,15,front,16,0.7315178571428572,0.7370982142857143,0.8057886904761906,0.8046577380952382,0.8198511904761905,0.8135714285714286,0.8322321428571429,0.8309672619047619,0.8388839285714287
w01_s000,16,deep,16,0.7946468253968255,0.756294642857143,0.8562053571428572,0.8801339285714287,0.8886904761904763,0.8940625000000001,0.9133630952380953,0.8826488095238095,0.8945684523809525
w01_s000,16,front,16,0.7127083333333334,0.6786309523809525,0.7836309523809524,0.8309226190476191,0.8307142857142857,0.8430952380952381,0.8412648809523811,0.8456101190476191,0.8477529761904763
w01_s000,17,deep,16,0.7693373015873016,0.7630208333333335,0.8305059523809525,0.8819196428571429,0.9043898809523809,0.9127678571428572,0.9202827380952381,0.9286607142857144,0.9019642857142858
w01_s000,17,front,16,0.6895238095238095,0.677842261904762,0.740952380952381,0.8164583333333335,0.848154761904762,0.8473214285714286,0.8509226190476191,0.8476339285714286,0.8563839285714285
w01_s000,18,deep,16,0.7448293650793651,0.7165476190476191,0.8197916666666667,0.8609077380952381,0.9022916666666667,0.9126339285714287,0.9156101190476191,0.9219791666666668,0.9297619047619048
w01_s000,18,front,16,0.6945912698412701,0.6681994047619049,0.7382886904761905,0.7759077380952382,0.8263244047619048,0.8405803571428572,0.8441369047619048,0.8462500000000001,0.8536755952380953
w01_s000,19,deep,16,0.7427301587301589,0.6618303571428572,0.8139880952380953,0.859404761904762,0.8915178571428571,0.916875,0.9148363095238096,0.9250595238095238,0.9308928571428572
w01_s000,19,front,16,0.7009642857142857,0.6416666666666667,0.7310267857142858,0.7845386904761906,0.7955803571428572,0.8316964285714286,0.833764880952381,0.8413244047619048,0.8571726190476191
w01_s000,20,deep,16,0.7665912698412699,0.7072767857142858,0.8161607142857144,0.860327380952381,0.8911904761904763,0.9003125000000001,0.9052976190476192,0.9074702380952382,0.9205208333333333
w01_s000,20,front,16,0.7041984126984128,0.6713988095238097,0.7410565476190477,0.7767857142857144,0.8008779761904763,0.8182886904761906,0.8386309523809524,0.8442857142857143,0.8555505952380953
w01_s000,21,deep,16,0.7882718253968254,0.742842261904762,0.8329315476190478,0.8617261904761905,0.8968750000000001,0.9064136904761906,0.9003273809523811,0.9060863095238096,0.9097619047619048
w01_s000,21,front,16,0.7423015873015875,0.6999851190476192,0.7720386904761906,0.8085565476190476,0.8117410714285715,0.8354613095238095,0.8451636904761906,0.8492857142857143,0.8644940476190477
w01_s000,22,deep,16,0.8486448412698413,0.7880208333333334,0.8702827380952382,0.8977678571428572,0.9054464285714287,0.9193005952380953,0.9094047619047619,0.9045982142857143,0.9176488095238096
w01_s000,22,front,16,0.7906726190476192,0.762827380952381,0.809419642857143,0.8313095238095238,0.8430654761904763,0.8478125000000001,0.862842261904762,0.8633035714285715,0.870669642857143
w01_s000,23,deep,16,0.850123015873016,0.7845982142857144,0.8768303571428572,0.9122172619047619,0.9183333333333333,0.9223660714285714,0.9131101190476191,0.9157291666666667,0.9108928571428572
w01_s000,23,front,16,0.7962579365079366,0.7534226190476191,0.8131398809523811,0.8450892857142858,0.8598809523809525,0.8653720238095238,0.8667708333333334,0.8786755952380954,0.8733630952380953
w01_s001,0,deep,16,0.3216984126984127,,,,,,,,
w01_s001,0,front,16,0.5612242063492066,,,,,,,,
w01_s001,1,deep,16,0.48293055555555564,0.7794791666666667,,,,,,,
w01_s001,1,front,16,0.584140873015873,0.672827380952381,,,,,,,
w01_s001,2,deep,16,0.38776587301587306,0.679092261904762,0.8277529761904763,,,,,,
w01_s001,2,front,16,0.5716626984126985,0.6222321428571429,0.7411607142857144,,,,,,
w01_s001,3,deep,16,0.4621964285714287,0.7789583333333334,0.8020238095238097,0.8905654761904762,,,,,
w01_s001,3,front,16,0.5897896825396826,0.6309077380952381,0.6917857142857144,0.7641220238095239,,,,,
w01_s001,4,deep,16,0.4282936507936509,0.7772470238095239,0.8697767857142857,0.8851636904761906,0.9294940476190476,,,,
w01_s001,4,front,16,0.5919384920634922,0.6516815476190476,0.7059226190476191,0.7636607142857144,0.8096875000000001,,,,
w01_s001,5,deep,16,0.4036488095238095,0.718482142857143,0.8888690476190477,0.8913244047619048,0.881532738095238,0.8929761904761906,,,
w01_s001,5,front,16,0.5538630952380953,0.6438988095238096,0.7212351190476192,0.7449851190476192,0.7778869047619048,0.7852976190476192,,,
w01_s001,6,deep,16,0.5040595238095239,0.7723214285714286,0.8719345238095239,0.8900446428571429,0.8936904761904763,0.8969345238095239,0.8981994047619047,,
