task,denoise,family,conditional_auc,auc_ci_low,auc_ci_high,conditional_pairs,mixed_scenes
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,7,routed_full,0.5025380710659898,0.35,0.5840367335052833,197,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,7,shared_identity,0.49238578680203043,0.38859824057852166,0.5986037190887257,197,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,7,hidden_identity,0.48223350253807107,0.4032258064516129,0.5721812130917824,197,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,8,routed_identity,0.4416243654822335,0.3267932801261208,0.5699556802123923,197,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,8,routed_scalar,0.43147208121827413,0.3435407537248028,0.5138140730509515,197,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,8,routed_full,0.467005076142132,0.4,0.548875866135928,197,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,8,shared_identity,0.4619289340101523,0.3396169239565466,0.5747198275862068,197,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,8,hidden_identity,0.5431472081218274,0.446075119236884,0.7377088970237148,197,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,9,routed_identity,0.48223350253807107,0.3833279220779221,0.5697794541610608,197,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,9,routed_scalar,0.4010152284263959,0.29090380549682876,0.4722222222222222,197,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,9,routed_full,0.4010152284263959,0.260485103132162,0.4825913535769428,197,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,9,shared_identity,0.4416243654822335,0.3541608146067416,0.623958333333333,197,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,9,hidden_identity,0.4467005076142132,0.3515625,0.6333333333333333,197,12
