corpus,group,relative,concordant,pairs,n_events,auc_trap_high,event_kind,signal,tier,variant
A,w02_s001,2,12.0,26,14,0.46153846153846156,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w02_s002,2,13.0,39,13,0.3333333333333333,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w02_s003,2,26.0,59,10,0.4406779661016949,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w03_s004,2,0.0,2,2,0.0,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w03_s005,2,9.0,9,1,1.0,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w00_s000,3,18.0,54,6,0.3333333333333333,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w00_s001,3,5.0,39,13,0.1282051282051282,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w00_s002,3,36.0,64,8,0.5625,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w00_s003,3,19.0,37,13,0.5135135135135135,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w00_s004,3,29.0,60,8,0.48333333333333334,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w00_s005,3,23.0,50,8,0.46,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w01_s000,3,3.0,15,15,0.2,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w02_s000,3,3.0,15,15,0.2,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w02_s001,3,12.0,25,13,0.48,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w02_s002,3,12.0,38,13,0.3157894736842105,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w02_s003,3,30.0,58,10,0.5172413793103449,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w03_s004,3,1.0,2,2,0.5,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w03_s005,3,5.0,5,1,1.0,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w00_s000,4,21.0,54,6,0.3888888888888889,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w00_s001,4,10.0,39,13,0.2564102564102564,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w00_s002,4,29.0,64,8,0.453125,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w00_s003,4,21.0,37,13,0.5675675675675675,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w00_s004,4,26.0,60,8,0.43333333333333335,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w00_s005,4,25.0,45,7,0.5555555555555556,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w01_s000,4,4.0,15,15,0.26666666666666666,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w02_s000,4,6.0,15,15,0.4,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w02_s001,4,12.0,24,12,0.5,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w02_s002,4,11.0,38,13,0.2894736842105263,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w02_s003,4,29.0,54,9,0.5370370370370371,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w03_s004,4,1.0,2,2,0.5,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w03_s005,4,1.0,1,1,1.0,trap,token_margin_slope,F3_layer_token_propagation,raw
A,w00_s000,-8,30.0,60,6,0.5,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s001,-8,11.0,39,13,0.28205128205128205,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s002,-8,27.0,64,8,0.421875,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s003,-8,26.0,39,13,0.6666666666666666,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s004,-8,36.0,64,8,0.5625,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s005,-8,43.0,63,8,0.6825396825396826,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w01_s000,-8,11.0,15,15,0.7333333333333333,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s000,-8,4.0,15,15,0.26666666666666666,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s001,-8,17.0,28,14,0.6071428571428571,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s002,-8,24.0,39,13,0.6153846153846154,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s003,-8,17.0,60,10,0.2833333333333333,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s001,-8,6.0,15,1,0.4,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s002,-8,0.0,1,1,0.0,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s003,-8,9.0,15,1,0.6,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s004,-8,15.0,25,2,0.6,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s005,-8,9.0,23,2,0.391304347826087,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s000,-7,31.0,60,6,0.5166666666666667,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s001,-7,4.0,39,13,0.10256410256410256,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s002,-7,19.0,64,8,0.296875,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s003,-7,18.0,39,13,0.46153846153846156,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s004,-7,35.0,64,8,0.546875,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s005,-7,35.0,62,8,0.5645161290322581,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w01_s000,-7,11.0,15,15,0.7333333333333333,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s000,-7,6.0,15,15,0.4,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s001,-7,18.0,28,14,0.6428571428571429,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s002,-7,21.0,39,13,0.5384615384615384,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s003,-7,26.0,60,10,0.43333333333333335,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s001,-7,2.0,13,1,0.15384615384615385,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s003,-7,6.0,13,1,0.46153846153846156,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s004,-7,11.0,19,2,0.5789473684210527,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s005,-7,11.0,19,2,0.5789473684210527,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s000,-6,22.0,58,6,0.3793103448275862,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s001,-6,3.0,39,13,0.07692307692307693,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s002,-6,17.0,64,8,0.265625,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s003,-6,14.0,39,13,0.358974358974359,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s004,-6,32.0,64,8,0.5,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s005,-6,25.0,59,8,0.423728813559322,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w01_s000,-6,6.0,15,15,0.4,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s000,-6,7.0,15,15,0.4666666666666667,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s001,-6,22.0,28,14,0.7857142857142857,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s002,-6,22.0,39,13,0.5641025641025641,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s003,-6,29.0,60,10,0.48333333333333334,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s001,-6,3.0,9,1,0.3333333333333333,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s003,-6,3.0,6,1,0.5,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s004,-6,3.0,13,2,0.23076923076923078,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s005,-6,9.0,15,2,0.6,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s000,-5,30.0,58,6,0.5172413793103449,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s001,-5,6.0,39,13,0.15384615384615385,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s002,-5,16.0,64,8,0.25,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s003,-5,11.0,39,13,0.28205128205128205,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s004,-5,27.0,64,8,0.421875,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s005,-5,34.0,59,8,0.576271186440678,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w01_s000,-5,3.0,15,15,0.2,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s000,-5,6.0,15,15,0.4,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s001,-5,19.0,28,14,0.6785714285714286,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s002,-5,19.0,39,13,0.48717948717948717,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s003,-5,32.0,60,10,0.5333333333333333,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s001,-5,0.0,3,1,0.0,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s003,-5,0.0,2,1,0.0,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s004,-5,4.0,8,2,0.5,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s005,-5,14.0,15,2,0.9333333333333333,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s000,-4,25.0,57,6,0.43859649122807015,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s001,-4,9.0,39,13,0.23076923076923078,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s002,-4,26.0,64,8,0.40625,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s003,-4,7.0,39,13,0.1794871794871795,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s004,-4,32.0,64,8,0.5,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s005,-4,30.0,58,8,0.5172413793103449,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w01_s000,-4,1.0,15,15,0.06666666666666667,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s000,-4,7.0,15,15,0.4666666666666667,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s001,-4,16.0,28,14,0.5714285714285714,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s002,-4,23.0,39,13,0.5897435897435898,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s003,-4,35.0,60,10,0.5833333333333334,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s001,-4,1.0,1,1,1.0,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s004,-4,3.0,4,2,0.75,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s005,-4,14.0,15,2,0.9333333333333333,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s000,-3,24.0,56,6,0.42857142857142855,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s001,-3,20.0,39,13,0.5128205128205128,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s002,-3,36.0,64,8,0.5625,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s003,-3,12.0,39,13,0.3076923076923077,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s004,-3,40.0,64,8,0.625,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s005,-3,38.0,57,8,0.6666666666666666,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w01_s000,-3,0.0,15,15,0.0,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s000,-3,8.0,15,15,0.5333333333333333,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s001,-3,18.0,28,14,0.6428571428571429,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s002,-3,22.0,39,13,0.5641025641025641,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s003,-3,35.0,59,10,0.5932203389830508,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s001,-3,1.0,1,1,1.0,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s004,-3,3.0,4,2,0.75,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s005,-3,13.0,14,1,0.9285714285714286,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s000,-2,22.0,56,6,0.39285714285714285,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s001,-2,20.0,39,13,0.5128205128205128,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s002,-2,39.0,64,8,0.609375,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s003,-2,14.0,39,13,0.358974358974359,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s004,-2,39.0,63,8,0.6190476190476191,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s005,-2,38.0,53,8,0.7169811320754716,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w01_s000,-2,1.0,15,15,0.06666666666666667,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s000,-2,6.0,15,15,0.4,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s001,-2,17.0,28,14,0.6071428571428571,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s002,-2,25.0,39,13,0.6410256410256411,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s003,-2,34.0,59,10,0.576271186440678,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s001,-2,1.0,1,1,1.0,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s004,-2,3.0,3,2,1.0,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s005,-2,13.0,14,1,0.9285714285714286,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s000,-1,21.0,54,6,0.3888888888888889,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s001,-1,19.0,39,13,0.48717948717948717,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s002,-1,38.0,64,8,0.59375,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s003,-1,16.0,38,13,0.42105263157894735,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s004,-1,46.0,63,8,0.7301587301587301,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s005,-1,36.0,53,8,0.6792452830188679,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w01_s000,-1,4.0,15,15,0.26666666666666666,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s000,-1,2.0,15,15,0.13333333333333333,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s001,-1,19.0,27,14,0.7037037037037037,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s002,-1,22.0,39,13,0.5641025641025641,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s003,-1,25.0,59,10,0.423728813559322,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s004,-1,2.0,3,2,0.6666666666666666,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s005,-1,13.0,14,1,0.9285714285714286,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s000,0,33.0,54,6,0.6111111111111112,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s001,0,15.0,39,13,0.38461538461538464,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s002,0,34.0,64,8,0.53125,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s003,0,21.0,38,13,0.5526315789473685,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s004,0,50.0,63,8,0.7936507936507936,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s005,0,40.0,53,8,0.7547169811320755,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w01_s000,0,6.0,15,15,0.4,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s000,0,2.0,15,15,0.13333333333333333,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s001,0,12.0,26,14,0.46153846153846156,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s002,0,19.0,39,13,0.48717948717948717,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s003,0,7.0,59,10,0.11864406779661017,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s004,0,1.0,2,2,0.5,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s005,0,10.0,14,1,0.7142857142857143,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s000,1,23.0,54,6,0.42592592592592593,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s001,1,9.0,39,13,0.23076923076923078,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s002,1,24.0,64,8,0.375,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s003,1,14.0,38,13,0.3684210526315789,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s004,1,47.0,62,8,0.7580645161290323,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s005,1,35.0,53,8,0.660377358490566,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w01_s000,1,7.0,15,15,0.4666666666666667,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s000,1,1.0,15,15,0.06666666666666667,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s001,1,11.0,26,14,0.4230769230769231,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s002,1,17.0,39,13,0.4358974358974359,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s003,1,2.0,59,10,0.03389830508474576,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s004,1,1.0,2,2,0.5,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s005,1,7.0,14,1,0.5,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s000,2,22.0,54,6,0.4074074074074074,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s001,2,10.0,39,13,0.2564102564102564,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s002,2,16.0,64,8,0.25,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s003,2,14.0,38,13,0.3684210526315789,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s004,2,50.0,60,8,0.8333333333333334,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s005,2,33.0,51,8,0.6470588235294118,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w01_s000,2,10.0,15,15,0.6666666666666666,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s000,2,2.0,15,15,0.13333333333333333,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s001,2,12.0,26,14,0.46153846153846156,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s002,2,13.0,39,13,0.3333333333333333,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s003,2,2.0,59,10,0.03389830508474576,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s004,2,1.0,2,2,0.5,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s005,2,1.0,9,1,0.1111111111111111,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s000,3,15.0,54,6,0.2777777777777778,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s001,3,11.0,39,13,0.28205128205128205,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s002,3,20.0,64,8,0.3125,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s003,3,10.0,37,13,0.2702702702702703,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s004,3,44.0,60,8,0.7333333333333333,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s005,3,30.0,50,8,0.6,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w01_s000,3,6.0,15,15,0.4,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s000,3,6.0,15,15,0.4,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s001,3,12.0,25,13,0.48,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s002,3,9.0,38,13,0.23684210526315788,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s003,3,2.0,58,10,0.034482758620689655,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s004,3,2.0,2,2,1.0,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s005,3,1.0,5,1,0.2,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s000,4,16.0,54,6,0.2962962962962963,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s001,4,11.0,39,13,0.28205128205128205,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s002,4,20.0,64,8,0.3125,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s003,4,12.0,37,13,0.32432432432432434,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s004,4,41.0,60,8,0.6833333333333333,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s005,4,27.0,45,7,0.6,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w01_s000,4,6.0,15,15,0.4,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s000,4,10.0,15,15,0.6666666666666666,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s001,4,8.0,24,12,0.3333333333333333,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s002,4,16.0,38,13,0.42105263157894735,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w02_s003,4,8.0,54,9,0.14814814814814814,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s004,4,1.0,2,2,0.5,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w03_s005,4,0.0,1,1,0.0,trap,layer_support_slope,F3_layer_token_propagation,raw
A,w00_s000,-8,32.5,60,6,0.5416666666666666,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s001,-8,31.0,39,13,0.7948717948717948,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s002,-8,44.0,64,8,0.6875,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s003,-8,24.0,39,13,0.6153846153846154,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s004,-8,29.0,64,8,0.453125,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s005,-8,16.5,63,8,0.2619047619047619,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w01_s000,-8,12.0,15,15,0.8,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w02_s000,-8,11.0,15,15,0.7333333333333333,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w02_s001,-8,14.0,28,14,0.5,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w02_s002,-8,19.5,39,13,0.5,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w02_s003,-8,44.0,60,10,0.7333333333333333,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w03_s001,-8,12.0,15,1,0.8,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w03_s002,-8,1.0,1,1,1.0,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w03_s003,-8,13.0,15,1,0.8666666666666667,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w03_s004,-8,10.0,25,2,0.4,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w03_s005,-8,10.0,23,2,0.43478260869565216,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s000,-7,35.0,60,6,0.5833333333333334,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s001,-7,35.0,39,13,0.8974358974358975,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s002,-7,52.0,64,8,0.8125,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s003,-7,25.5,39,13,0.6538461538461539,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s004,-7,41.5,64,8,0.6484375,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s005,-7,23.0,62,8,0.3709677419354839,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w01_s000,-7,11.0,15,15,0.7333333333333333,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w02_s000,-7,13.0,15,15,0.8666666666666667,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w02_s001,-7,13.5,28,14,0.48214285714285715,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w02_s002,-7,17.5,39,13,0.44871794871794873,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w02_s003,-7,37.5,60,10,0.625,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w03_s001,-7,3.0,13,1,0.23076923076923078,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w03_s003,-7,7.0,13,1,0.5384615384615384,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w03_s004,-7,13.0,19,2,0.6842105263157895,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w03_s005,-7,5.0,19,2,0.2631578947368421,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s000,-6,40.0,58,6,0.6896551724137931,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s001,-6,35.0,39,13,0.8974358974358975,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s002,-6,51.0,64,8,0.796875,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s003,-6,27.0,39,13,0.6923076923076923,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s004,-6,42.5,64,8,0.6640625,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s005,-6,27.0,59,8,0.4576271186440678,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w01_s000,-6,6.0,15,15,0.4,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w02_s000,-6,11.0,15,15,0.7333333333333333,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w02_s001,-6,13.0,28,14,0.4642857142857143,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w02_s002,-6,6.0,39,13,0.15384615384615385,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w02_s003,-6,26.5,60,10,0.44166666666666665,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w03_s001,-6,1.0,9,1,0.1111111111111111,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w03_s003,-6,1.0,6,1,0.16666666666666666,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w03_s004,-6,7.0,13,2,0.5384615384615384,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w03_s005,-6,1.0,15,2,0.06666666666666667,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s000,-5,39.5,58,6,0.6810344827586207,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s001,-5,26.0,39,13,0.6666666666666666,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s002,-5,43.0,64,8,0.671875,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s003,-5,20.0,39,13,0.5128205128205128,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s004,-5,31.0,64,8,0.484375,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w00_s005,-5,25.5,59,8,0.4322033898305085,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w01_s000,-5,2.0,15,15,0.13333333333333333,trap,early_state_query_churn,F3_layer_token_propagation,raw
A,w02_s000,-5,12.5,15,15,0.8333333333333334,trap,early_state_query_churn,F3_layer_token_propagation,raw
