corpus,group,relative,concordant,pairs,n_events,auc_trap_high,metric,token
B,26,-2,78.0,117,6,0.6666666666666666,late_flow_exec_churn,6
B,3,-2,91.0,180,10,0.5055555555555555,late_flow_exec_churn,6
B,39,-2,48.0,132,5,0.36363636363636365,late_flow_exec_churn,6
B,42,-2,90.0,152,8,0.5921052631578947,late_flow_exec_churn,6
B,7,-2,4.0,8,3,0.5,late_flow_exec_churn,6
B,0,-2,43.0,112,4,0.38392857142857145,late_flow_exec_churn,7
B,10,-2,62.0,192,17,0.3229166666666667,late_flow_exec_churn,7
B,16,-2,2.0,3,1,0.6666666666666666,late_flow_exec_churn,7
B,20,-2,20.0,37,2,0.5405405405405406,late_flow_exec_churn,7
B,23,-2,3.0,3,1,1.0,late_flow_exec_churn,7
B,26,-2,53.0,117,6,0.452991452991453,late_flow_exec_churn,7
B,3,-2,82.0,180,10,0.45555555555555555,late_flow_exec_churn,7
B,39,-2,57.0,132,5,0.4318181818181818,late_flow_exec_churn,7
B,42,-2,95.0,152,8,0.625,late_flow_exec_churn,7
B,7,-2,2.0,8,3,0.25,late_flow_exec_churn,7
B,0,-2,34.0,112,4,0.30357142857142855,late_flow_exec_churn,8
B,10,-2,74.0,192,17,0.3854166666666667,late_flow_exec_churn,8
B,16,-2,3.0,3,1,1.0,late_flow_exec_churn,8
B,20,-2,7.0,37,2,0.1891891891891892,late_flow_exec_churn,8
B,23,-2,0.0,3,1,0.0,late_flow_exec_churn,8
B,26,-2,61.0,117,6,0.5213675213675214,late_flow_exec_churn,8
B,3,-2,46.0,180,10,0.25555555555555554,late_flow_exec_churn,8
B,39,-2,28.0,132,5,0.21212121212121213,late_flow_exec_churn,8
B,42,-2,59.0,152,8,0.3881578947368421,late_flow_exec_churn,8
B,7,-2,1.0,8,3,0.125,late_flow_exec_churn,8
B,0,-2,47.0,112,4,0.41964285714285715,late_flow_exec_churn,9
B,10,-2,74.0,192,17,0.3854166666666667,late_flow_exec_churn,9
B,16,-2,1.0,3,1,0.3333333333333333,late_flow_exec_churn,9
B,20,-2,27.0,37,2,0.7297297297297297,late_flow_exec_churn,9
B,23,-2,0.0,3,1,0.0,late_flow_exec_churn,9
B,26,-2,62.0,117,6,0.5299145299145299,late_flow_exec_churn,9
B,3,-2,46.0,180,10,0.25555555555555554,late_flow_exec_churn,9
B,39,-2,13.0,132,5,0.09848484848484848,late_flow_exec_churn,9
B,42,-2,52.0,152,8,0.34210526315789475,late_flow_exec_churn,9
B,7,-2,3.0,8,3,0.375,late_flow_exec_churn,9
B,0,-2,85.0,112,4,0.7589285714285714,late_flow_exec_churn,10
B,10,-2,84.0,192,17,0.4375,late_flow_exec_churn,10
B,16,-2,2.0,3,1,0.6666666666666666,late_flow_exec_churn,10
B,20,-2,12.0,37,2,0.32432432432432434,late_flow_exec_churn,10
B,23,-2,2.0,3,1,0.6666666666666666,late_flow_exec_churn,10
B,26,-2,89.0,117,6,0.7606837606837606,late_flow_exec_churn,10
B,3,-2,43.0,180,10,0.2388888888888889,late_flow_exec_churn,10
B,39,-2,69.0,132,5,0.5227272727272727,late_flow_exec_churn,10
B,42,-2,94.0,152,8,0.618421052631579,late_flow_exec_churn,10
B,7,-2,4.0,8,3,0.5,late_flow_exec_churn,10
B,0,-2,66.0,112,4,0.5892857142857143,query_support_churn,1
B,10,-2,101.0,192,17,0.5260416666666666,query_support_churn,1
B,16,-2,3.0,3,1,1.0,query_support_churn,1
B,20,-2,28.0,37,2,0.7567567567567568,query_support_churn,1
B,23,-2,0.0,3,1,0.0,query_support_churn,1
B,26,-2,95.0,117,6,0.811965811965812,query_support_churn,1
B,3,-2,164.0,180,10,0.9111111111111111,query_support_churn,1
B,39,-2,106.0,132,5,0.803030303030303,query_support_churn,1
B,42,-2,77.0,152,8,0.506578947368421,query_support_churn,1
B,7,-2,6.0,8,3,0.75,query_support_churn,1
B,0,-2,65.0,112,4,0.5803571428571429,query_support_churn,2
B,10,-2,102.0,192,17,0.53125,query_support_churn,2
B,16,-2,3.0,3,1,1.0,query_support_churn,2
B,20,-2,9.0,37,2,0.24324324324324326,query_support_churn,2
B,23,-2,1.0,3,1,0.3333333333333333,query_support_churn,2
B,26,-2,93.0,117,6,0.7948717948717948,query_support_churn,2
B,3,-2,169.0,180,10,0.9388888888888889,query_support_churn,2
B,39,-2,104.0,132,5,0.7878787878787878,query_support_churn,2
B,42,-2,99.0,152,8,0.6513157894736842,query_support_churn,2
B,7,-2,6.0,8,3,0.75,query_support_churn,2
B,0,-2,63.0,112,4,0.5625,query_support_churn,3
B,10,-2,107.5,192,17,0.5598958333333334,query_support_churn,3
B,16,-2,3.0,3,1,1.0,query_support_churn,3
B,20,-2,8.0,37,2,0.21621621621621623,query_support_churn,3
B,23,-2,1.0,3,1,0.3333333333333333,query_support_churn,3
B,26,-2,92.0,117,6,0.7863247863247863,query_support_churn,3
B,3,-2,167.0,180,10,0.9277777777777778,query_support_churn,3
B,39,-2,107.0,132,5,0.8106060606060606,query_support_churn,3
B,42,-2,104.0,152,8,0.6842105263157895,query_support_churn,3
B,7,-2,5.0,8,3,0.625,query_support_churn,3
B,0,-2,60.0,112,4,0.5357142857142857,query_support_churn,4
B,10,-2,100.0,192,17,0.5208333333333334,query_support_churn,4
B,16,-2,3.0,3,1,1.0,query_support_churn,4
B,20,-2,9.0,37,2,0.24324324324324326,query_support_churn,4
B,23,-2,1.0,3,1,0.3333333333333333,query_support_churn,4
B,26,-2,90.0,117,6,0.7692307692307693,query_support_churn,4
B,3,-2,168.0,180,10,0.9333333333333333,query_support_churn,4
B,39,-2,107.0,132,5,0.8106060606060606,query_support_churn,4
B,42,-2,101.0,152,8,0.6644736842105263,query_support_churn,4
B,7,-2,5.0,8,3,0.625,query_support_churn,4
B,0,-2,54.0,112,4,0.48214285714285715,query_support_churn,5
B,10,-2,100.0,192,17,0.5208333333333334,query_support_churn,5
B,16,-2,3.0,3,1,1.0,query_support_churn,5
B,20,-2,8.0,37,2,0.21621621621621623,query_support_churn,5
B,23,-2,1.0,3,1,0.3333333333333333,query_support_churn,5
B,26,-2,81.0,117,6,0.6923076923076923,query_support_churn,5
B,3,-2,162.0,180,10,0.9,query_support_churn,5
B,39,-2,100.0,132,5,0.7575757575757576,query_support_churn,5
B,42,-2,106.0,152,8,0.6973684210526315,query_support_churn,5
B,7,-2,5.0,8,3,0.625,query_support_churn,5
B,0,-2,43.0,112,4,0.38392857142857145,query_support_churn,6
B,10,-2,101.0,192,17,0.5260416666666666,query_support_churn,6
B,16,-2,3.0,3,1,1.0,query_support_churn,6
B,20,-2,8.0,37,2,0.21621621621621623,query_support_churn,6
B,23,-2,1.0,3,1,0.3333333333333333,query_support_churn,6
B,26,-2,99.0,117,6,0.8461538461538461,query_support_churn,6
B,3,-2,171.0,180,10,0.95,query_support_churn,6
B,39,-2,117.0,132,5,0.8863636363636364,query_support_churn,6
B,42,-2,90.0,152,8,0.5921052631578947,query_support_churn,6
B,7,-2,5.0,8,3,0.625,query_support_churn,6
B,0,-2,62.0,112,4,0.5535714285714286,query_support_churn,7
B,10,-2,105.0,192,17,0.546875,query_support_churn,7
B,16,-2,3.0,3,1,1.0,query_support_churn,7
B,20,-2,7.0,37,2,0.1891891891891892,query_support_churn,7
B,23,-2,1.0,3,1,0.3333333333333333,query_support_churn,7
B,26,-2,90.0,117,6,0.7692307692307693,query_support_churn,7
B,3,-2,164.0,180,10,0.9111111111111111,query_support_churn,7
B,39,-2,110.0,132,5,0.8333333333333334,query_support_churn,7
B,42,-2,89.5,152,8,0.5888157894736842,query_support_churn,7
B,7,-2,5.0,8,3,0.625,query_support_churn,7
B,0,-2,58.0,112,4,0.5178571428571429,query_support_churn,8
B,10,-2,109.0,192,17,0.5677083333333334,query_support_churn,8
B,16,-2,3.0,3,1,1.0,query_support_churn,8
B,20,-2,11.5,37,2,0.3108108108108108,query_support_churn,8
B,23,-2,0.0,3,1,0.0,query_support_churn,8
B,26,-2,93.0,117,6,0.7948717948717948,query_support_churn,8
B,3,-2,162.5,180,10,0.9027777777777778,query_support_churn,8
B,39,-2,102.5,132,5,0.7765151515151515,query_support_churn,8
B,42,-2,105.5,152,8,0.694078947368421,query_support_churn,8
B,7,-2,6.0,8,3,0.75,query_support_churn,8
B,0,-2,61.0,112,4,0.5446428571428571,query_support_churn,9
B,10,-2,107.5,192,17,0.5598958333333334,query_support_churn,9
B,16,-2,3.0,3,1,1.0,query_support_churn,9
B,20,-2,8.0,37,2,0.21621621621621623,query_support_churn,9
B,23,-2,1.0,3,1,0.3333333333333333,query_support_churn,9
B,26,-2,94.5,117,6,0.8076923076923077,query_support_churn,9
B,3,-2,172.0,180,10,0.9555555555555556,query_support_churn,9
B,39,-2,102.0,132,5,0.7727272727272727,query_support_churn,9
B,42,-2,122.5,152,8,0.805921052631579,query_support_churn,9
B,7,-2,6.0,8,3,0.75,query_support_churn,9
B,0,-2,77.0,112,4,0.6875,query_support_churn,10
B,10,-2,108.0,192,17,0.5625,query_support_churn,10
B,16,-2,3.0,3,1,1.0,query_support_churn,10
B,20,-2,25.0,37,2,0.6756756756756757,query_support_churn,10
B,23,-2,0.0,3,1,0.0,query_support_churn,10
B,26,-2,102.0,117,6,0.8717948717948718,query_support_churn,10
B,3,-2,165.0,180,10,0.9166666666666666,query_support_churn,10
B,39,-2,104.0,132,5,0.7878787878787878,query_support_churn,10
B,42,-2,106.0,152,8,0.6973684210526315,query_support_churn,10
B,7,-2,7.0,8,3,0.875,query_support_churn,10
B,0,-2,68.0,112,4,0.6071428571428571,query_exec_churn,1
B,10,-2,99.0,192,17,0.515625,query_exec_churn,1
B,16,-2,3.0,3,1,1.0,query_exec_churn,1
B,20,-2,28.0,37,2,0.7567567567567568,query_exec_churn,1
B,23,-2,0.0,3,1,0.0,query_exec_churn,1
B,26,-2,95.0,117,6,0.811965811965812,query_exec_churn,1
B,3,-2,164.0,180,10,0.9111111111111111,query_exec_churn,1
B,39,-2,105.0,132,5,0.7954545454545454,query_exec_churn,1
B,42,-2,78.0,152,8,0.5131578947368421,query_exec_churn,1
B,7,-2,6.0,8,3,0.75,query_exec_churn,1
B,0,-2,65.0,112,4,0.5803571428571429,query_exec_churn,2
B,10,-2,99.0,192,17,0.515625,query_exec_churn,2
B,16,-2,3.0,3,1,1.0,query_exec_churn,2
B,20,-2,7.0,37,2,0.1891891891891892,query_exec_churn,2
B,23,-2,1.0,3,1,0.3333333333333333,query_exec_churn,2
B,26,-2,92.0,117,6,0.7863247863247863,query_exec_churn,2
B,3,-2,168.0,180,10,0.9333333333333333,query_exec_churn,2
B,39,-2,104.0,132,5,0.7878787878787878,query_exec_churn,2
B,42,-2,103.0,152,8,0.6776315789473685,query_exec_churn,2
B,7,-2,6.0,8,3,0.75,query_exec_churn,2
B,0,-2,63.0,112,4,0.5625,query_exec_churn,3
B,10,-2,105.0,192,17,0.546875,query_exec_churn,3
B,16,-2,3.0,3,1,1.0,query_exec_churn,3
B,20,-2,8.0,37,2,0.21621621621621623,query_exec_churn,3
B,23,-2,1.0,3,1,0.3333333333333333,query_exec_churn,3
B,26,-2,92.0,117,6,0.7863247863247863,query_exec_churn,3
B,3,-2,167.0,180,10,0.9277777777777778,query_exec_churn,3
B,39,-2,107.0,132,5,0.8106060606060606,query_exec_churn,3
B,42,-2,104.0,152,8,0.6842105263157895,query_exec_churn,3
B,7,-2,5.0,8,3,0.625,query_exec_churn,3
B,0,-2,60.0,112,4,0.5357142857142857,query_exec_churn,4
B,10,-2,99.0,192,17,0.515625,query_exec_churn,4
B,16,-2,3.0,3,1,1.0,query_exec_churn,4
B,20,-2,9.0,37,2,0.24324324324324326,query_exec_churn,4
B,23,-2,1.0,3,1,0.3333333333333333,query_exec_churn,4
B,26,-2,90.0,117,6,0.7692307692307693,query_exec_churn,4
B,3,-2,168.0,180,10,0.9333333333333333,query_exec_churn,4
B,39,-2,109.0,132,5,0.8257575757575758,query_exec_churn,4
B,42,-2,102.0,152,8,0.6710526315789473,query_exec_churn,4
B,7,-2,5.0,8,3,0.625,query_exec_churn,4
B,0,-2,54.0,112,4,0.48214285714285715,query_exec_churn,5
B,10,-2,102.0,192,17,0.53125,query_exec_churn,5
B,16,-2,3.0,3,1,1.0,query_exec_churn,5
B,20,-2,8.0,37,2,0.21621621621621623,query_exec_churn,5
B,23,-2,1.0,3,1,0.3333333333333333,query_exec_churn,5
B,26,-2,82.0,117,6,0.7008547008547008,query_exec_churn,5
B,3,-2,161.0,180,10,0.8944444444444445,query_exec_churn,5
B,39,-2,102.0,132,5,0.7727272727272727,query_exec_churn,5
B,42,-2,105.0,152,8,0.6907894736842105,query_exec_churn,5
B,7,-2,5.0,8,3,0.625,query_exec_churn,5
B,0,-2,45.0,112,4,0.4017857142857143,query_exec_churn,6
B,10,-2,100.0,192,17,0.5208333333333334,query_exec_churn,6
B,16,-2,3.0,3,1,1.0,query_exec_churn,6
B,20,-2,8.0,37,2,0.21621621621621623,query_exec_churn,6
B,23,-2,1.0,3,1,0.3333333333333333,query_exec_churn,6
B,26,-2,99.0,117,6,0.8461538461538461,query_exec_churn,6
B,3,-2,170.0,180,10,0.9444444444444444,query_exec_churn,6
B,39,-2,120.0,132,5,0.9090909090909091,query_exec_churn,6
B,42,-2,91.0,152,8,0.5986842105263158,query_exec_churn,6
B,7,-2,5.0,8,3,0.625,query_exec_churn,6
B,0,-2,62.0,112,4,0.5535714285714286,query_exec_churn,7
B,10,-2,105.0,192,17,0.546875,query_exec_churn,7
B,16,-2,3.0,3,1,1.0,query_exec_churn,7
B,20,-2,7.0,37,2,0.1891891891891892,query_exec_churn,7
B,23,-2,1.0,3,1,0.3333333333333333,query_exec_churn,7
B,26,-2,90.0,117,6,0.7692307692307693,query_exec_churn,7
B,3,-2,161.0,180,10,0.8944444444444445,query_exec_churn,7
B,39,-2,110.0,132,5,0.8333333333333334,query_exec_churn,7
B,42,-2,87.0,152,8,0.5723684210526315,query_exec_churn,7
B,7,-2,5.0,8,3,0.625,query_exec_churn,7
B,0,-2,58.0,112,4,0.5178571428571429,query_exec_churn,8
B,10,-2,110.0,192,17,0.5729166666666666,query_exec_churn,8
B,16,-2,3.0,3,1,1.0,query_exec_churn,8
B,20,-2,11.0,37,2,0.2972972972972973,query_exec_churn,8
B,23,-2,0.0,3,1,0.0,query_exec_churn,8
B,26,-2,94.0,117,6,0.8034188034188035,query_exec_churn,8
B,3,-2,163.0,180,10,0.9055555555555556,query_exec_churn,8
B,39,-2,102.0,132,5,0.7727272727272727,query_exec_churn,8
B,42,-2,105.0,152,8,0.6907894736842105,query_exec_churn,8
B,7,-2,6.0,8,3,0.75,query_exec_churn,8
B,0,-2,61.0,112,4,0.5446428571428571,query_exec_churn,9
B,10,-2,106.0,192,17,0.5520833333333334,query_exec_churn,9
B,16,-2,3.0,3,1,1.0,query_exec_churn,9
B,20,-2,8.0,37,2,0.21621621621621623,query_exec_churn,9
B,23,-2,1.0,3,1,0.3333333333333333,query_exec_churn,9
B,26,-2,93.0,117,6,0.7948717948717948,query_exec_churn,9
B,3,-2,170.0,180,10,0.9444444444444444,query_exec_churn,9
B,39,-2,102.0,132,5,0.7727272727272727,query_exec_churn,9
B,42,-2,122.0,152,8,0.8026315789473685,query_exec_churn,9
B,7,-2,6.0,8,3,0.75,query_exec_churn,9
B,0,-2,77.0,112,4,0.6875,query_exec_churn,10
B,10,-2,110.0,192,17,0.5729166666666666,query_exec_churn,10
B,16,-2,3.0,3,1,1.0,query_exec_churn,10
B,20,-2,25.0,37,2,0.6756756756756757,query_exec_churn,10
B,23,-2,0.0,3,1,0.0,query_exec_churn,10
B,26,-2,102.0,117,6,0.8717948717948718,query_exec_churn,10
B,3,-2,163.0,180,10,0.9055555555555556,query_exec_churn,10
B,39,-2,102.0,132,5,0.7727272727272727,query_exec_churn,10
B,42,-2,105.0,152,8,0.6907894736842105,query_exec_churn,10
B,7,-2,7.0,8,3,0.875,query_exec_churn,10
