corpus,event_kind,signal,tier,variant,relative,auc_event_high,det_auc,direction,ci95_low,ci95_high,n_groups,n_events,npairs,p_point,p_maxT,null_max_effect_q95
A,static,late_flow_exec_churn,F2_actual_dispatch,residual_f0,-8,0.5020491803278688,0.5020491803278688,event_high,0.4006773137258438,0.6325078124999999,12,54,488,0.9820089955022488,1.0,0.25675675675675674
A,static,late_flow_exec_churn,F2_actual_dispatch,residual_f0,-7,0.5471311475409836,0.5471311475409836,event_high,0.4624336797483933,0.6537514153819354,12,54,488,,,
A,static,late_flow_exec_churn,F2_actual_dispatch,residual_f0,-6,0.5781893004115226,0.5781893004115226,event_high,0.4806897106109325,0.7030092592592591,12,54,486,0.15992003998001,1.0,0.25675675675675674
A,static,late_flow_exec_churn,F2_actual_dispatch,residual_f0,-5,0.5761316872427984,0.5761316872427984,event_high,0.49298183839881393,0.6792554929347381,12,54,486,,,
A,static,late_flow_exec_churn,F2_actual_dispatch,residual_f0,-4,0.5525773195876289,0.5525773195876289,event_high,0.46441613162118783,0.6504436233980984,12,54,485,0.27886056971514245,1.0,0.25675675675675674
A,static,late_flow_exec_churn,F2_actual_dispatch,residual_f0,-3,0.5702479338842975,0.5702479338842975,event_high,0.4829496473354232,0.6642210323726806,12,54,484,,,
A,static,late_flow_exec_churn,F2_actual_dispatch,residual_f0,-2,0.5384615384615384,0.5384615384615384,event_high,0.4813977396210125,0.6215495978552278,12,54,481,0.23338330834582707,1.0,0.25675675675675674
A,static,late_flow_exec_churn,F2_actual_dispatch,residual_f0,-1,0.5672268907563025,0.5672268907563025,event_high,0.5169561711587657,0.6503336876919442,12,54,476,,,
A,static,late_flow_exec_churn,F2_actual_dispatch,residual_f0,0,0.5539112050739958,0.5539112050739958,event_high,0.4930444376026273,0.637503511235955,12,54,473,0.12393803098450774,1.0,0.25675675675675674
A,static,late_flow_exec_churn,F2_actual_dispatch,residual_f0,1,0.46709129511677283,0.5329087048832272,event_low,0.37939915915812644,0.5829417314177896,12,54,471,,,
A,static,late_flow_exec_churn,F2_actual_dispatch,residual_f0,2,0.5032119914346895,0.5032119914346895,event_high,0.4150524621224453,0.6333396946564885,12,54,467,,,
A,static,late_flow_exec_churn,F2_actual_dispatch,residual_f0,3,0.4911504424778761,0.5088495575221239,event_low,0.39536228425379916,0.6373042080654586,12,53,452,,,
A,static,late_flow_exec_churn,F2_actual_dispatch,residual_f0,4,0.5035294117647059,0.5035294117647059,event_high,0.4007470057006144,0.6559530012836318,12,51,425,,,
A,static,query_support_churn,F2_actual_dispatch,residual_f0,-8,0.36885245901639346,0.6311475409836065,event_low,0.23076456310679613,0.49787803411048687,12,54,488,0.10144927536231885,0.6106946526736632,0.25675675675675674
A,static,query_support_churn,F2_actual_dispatch,residual_f0,-7,0.3094262295081967,0.6905737704918034,event_low,0.17826060043330239,0.43657152926873427,12,54,488,,,
A,static,query_support_churn,F2_actual_dispatch,residual_f0,-6,0.29218106995884774,0.7078189300411523,event_low,0.16007175187598147,0.41090642250065706,12,54,486,0.01199400299850075,0.14142928535732133,0.25675675675675674
A,static,query_support_churn,F2_actual_dispatch,residual_f0,-5,0.24794238683127573,0.7520576131687242,event_low,0.13960525998165402,0.337868562684677,12,54,486,,,
A,static,query_support_churn,F2_actual_dispatch,residual_f0,-4,0.2329896907216495,0.7670103092783505,event_low,0.14358007909045972,0.3051469314818313,12,54,485,0.0009995002498750624,0.04047976011994003,0.25675675675675674
A,static,query_support_churn,F2_actual_dispatch,residual_f0,-3,0.15702479338842976,0.8429752066115702,event_low,0.07566102696830265,0.2379815924657534,12,54,484,,,
A,static,query_support_churn,F2_actual_dispatch,residual_f0,-2,0.13721413721413722,0.8627858627858628,event_low,0.0720146105337952,0.19681302440884813,12,54,481,0.0009995002498750624,0.0009995002498750624,0.25675675675675674
A,static,query_support_churn,F2_actual_dispatch,residual_f0,-1,0.14705882352941177,0.8529411764705882,event_low,0.09210388680907289,0.197324890685587,12,54,476,,,
A,static,query_support_churn,F2_actual_dispatch,residual_f0,0,0.11416490486257928,0.8858350951374208,event_low,0.059360525278407406,0.161186863327674,12,54,473,0.0009995002498750624,0.0009995002498750624,0.25675675675675674
A,static,query_support_churn,F2_actual_dispatch,residual_f0,1,0.10828025477707007,0.89171974522293,event_low,0.061562638539973395,0.15705946757515743,12,54,471,,,
A,static,query_support_churn,F2_actual_dispatch,residual_f0,2,0.12419700214132762,0.8758029978586723,event_low,0.07282829186802696,0.17797640861200179,12,54,467,,,
A,static,query_support_churn,F2_actual_dispatch,residual_f0,3,0.11061946902654868,0.8893805309734513,event_low,0.05869525353460189,0.15833770396270394,12,53,452,,,
A,static,query_support_churn,F2_actual_dispatch,residual_f0,4,0.11058823529411765,0.8894117647058823,event_low,0.06100119679856384,0.16183915084711165,12,51,425,,,
A,static,query_exec_churn,F2_actual_dispatch,residual_f0,-8,0.36885245901639346,0.6311475409836065,event_low,0.2278634140661388,0.5071073666343647,12,54,488,0.08945527236381809,0.6106946526736632,0.25675675675675674
A,static,query_exec_churn,F2_actual_dispatch,residual_f0,-7,0.3114754098360656,0.6885245901639344,event_low,0.18141310887713405,0.42820119317309163,12,54,488,,,
A,static,query_exec_churn,F2_actual_dispatch,residual_f0,-6,0.294238683127572,0.7057613168724279,event_low,0.16102310380143384,0.407411089021427,12,54,486,0.011494252873563218,0.14742628685657172,0.25675675675675674
A,static,query_exec_churn,F2_actual_dispatch,residual_f0,-5,0.2602880658436214,0.7397119341563786,event_low,0.16043119610048745,0.35322541144200625,12,54,486,,,
A,static,query_exec_churn,F2_actual_dispatch,residual_f0,-4,0.2329896907216495,0.7670103092783505,event_low,0.1374323832625834,0.30823214523207865,12,54,485,0.0009995002498750624,0.04047976011994003,0.25675675675675674
A,static,query_exec_churn,F2_actual_dispatch,residual_f0,-3,0.1652892561983471,0.8347107438016529,event_low,0.08101168909592822,0.24644229583024913,12,54,484,,,
A,static,query_exec_churn,F2_actual_dispatch,residual_f0,-2,0.13513513513513514,0.8648648648648649,event_low,0.068646700542437,0.19320402579636503,12,54,481,0.0009995002498750624,0.0009995002498750624,0.25675675675675674
A,static,query_exec_churn,F2_actual_dispatch,residual_f0,-1,0.13865546218487396,0.8613445378151261,event_low,0.08256756432411674,0.19096708449538752,12,54,476,,,
A,static,query_exec_churn,F2_actual_dispatch,residual_f0,0,0.11627906976744186,0.8837209302325582,event_low,0.05987779875032544,0.16636336003858043,12,54,473,0.0009995002498750624,0.0009995002498750624,0.25675675675675674
A,static,query_exec_churn,F2_actual_dispatch,residual_f0,1,0.10828025477707007,0.89171974522293,event_low,0.06204613713764715,0.15727840375586852,12,54,471,,,
A,static,query_exec_churn,F2_actual_dispatch,residual_f0,2,0.11991434689507495,0.880085653104925,event_low,0.06823395721925134,0.17519727101420013,12,54,467,,,
A,static,query_exec_churn,F2_actual_dispatch,residual_f0,3,0.1084070796460177,0.8915929203539823,event_low,0.05422815173472856,0.15724417246095976,12,53,452,,,
A,static,query_exec_churn,F2_actual_dispatch,residual_f0,4,0.1011764705882353,0.8988235294117647,event_low,0.056855237154150196,0.14499869075674254,12,51,425,,,
A,static,all_layer_support_churn,F3_layer_token_propagation,residual_f0,-8,0.48155737704918034,0.5184426229508197,event_low,0.40880237797409075,0.578325705924473,12,54,488,0.6711644177911045,1.0,0.25675675675675674
A,static,all_layer_support_churn,F3_layer_token_propagation,residual_f0,-7,0.4959016393442623,0.5040983606557377,event_low,0.43690645219266716,0.5600851658729015,12,54,488,,,
A,static,all_layer_support_churn,F3_layer_token_propagation,residual_f0,-6,0.49794238683127573,0.5020576131687242,event_low,0.42734428473648184,0.5774287457025619,12,54,486,0.9555222388805598,1.0,0.25675675675675674
A,static,all_layer_support_churn,F3_layer_token_propagation,residual_f0,-5,0.48148148148148145,0.5185185185185186,event_low,0.4121188911298078,0.5664372181343461,12,54,486,,,
A,static,all_layer_support_churn,F3_layer_token_propagation,residual_f0,-4,0.47216494845360824,0.5278350515463918,event_low,0.3995827341599004,0.5632288401253918,12,54,485,0.5617191404297851,1.0,0.25675675675675674
A,static,all_layer_support_churn,F3_layer_token_propagation,residual_f0,-3,0.5144628099173554,0.5144628099173554,event_high,0.454538027332145,0.5866755162241888,12,54,484,,,
A,static,all_layer_support_churn,F3_layer_token_propagation,residual_f0,-2,0.41995841995842,0.58004158004158,event_low,0.35550722621405306,0.5135787007110536,12,54,481,0.1409295352323838,0.9995002498750625,0.25675675675675674
A,static,all_layer_support_churn,F3_layer_token_propagation,residual_f0,-1,0.4432773109243697,0.5567226890756303,event_low,0.3822925147410752,0.5495824971200453,12,54,476,,,
A,static,all_layer_support_churn,F3_layer_token_propagation,residual_f0,0,0.4312896405919662,0.5687103594080338,event_low,0.3701637236413509,0.530865064502705,12,54,473,0.17691154422788605,1.0,0.25675675675675674
A,static,all_layer_support_churn,F3_layer_token_propagation,residual_f0,1,0.4140127388535032,0.5859872611464968,event_low,0.33109848183769175,0.5340678218664849,12,54,471,,,
A,static,all_layer_support_churn,F3_layer_token_propagation,residual_f0,2,0.4197002141327623,0.5802997858672376,event_low,0.29903676112088984,0.5714473190851143,12,54,467,,,
A,static,all_layer_support_churn,F3_layer_token_propagation,residual_f0,3,0.45685840707964603,0.543141592920354,event_low,0.3576029228712369,0.5932039650537634,12,53,452,,,
A,static,all_layer_support_churn,F3_layer_token_propagation,residual_f0,4,0.4258823529411765,0.5741176470588235,event_low,0.3309149063379171,0.542333184057322,12,51,425,,,
A,static,all_layer_exec_churn,F3_layer_token_propagation,residual_f0,-8,0.5,0.5,event_high,0.4323751864002386,0.5816401560624249,12,54,488,0.9865067466266867,1.0,0.25675675675675674
A,static,all_layer_exec_churn,F3_layer_token_propagation,residual_f0,-7,0.5204918032786885,0.5204918032786885,event_high,0.4596611163227017,0.5876031658043852,12,54,488,,,
A,static,all_layer_exec_churn,F3_layer_token_propagation,residual_f0,-6,0.5082304526748971,0.5082304526748971,event_high,0.4290780510505159,0.5944110043683023,12,54,486,0.8830584707646177,1.0,0.25675675675675674
A,static,all_layer_exec_churn,F3_layer_token_propagation,residual_f0,-5,0.49588477366255146,0.5041152263374485,event_low,0.42142435320584926,0.585214456527008,12,54,486,,,
A,static,all_layer_exec_churn,F3_layer_token_propagation,residual_f0,-4,0.5010309278350515,0.5010309278350515,event_high,0.4240705128205128,0.5982792770809103,12,54,485,0.9880059970014993,1.0,0.25675675675675674
A,static,all_layer_exec_churn,F3_layer_token_propagation,residual_f0,-3,0.5206611570247934,0.5206611570247934,event_high,0.4662730229763607,0.5897553516819571,12,54,484,,,
A,static,all_layer_exec_churn,F3_layer_token_propagation,residual_f0,-2,0.45322245322245325,0.5467775467775468,event_low,0.38487019396484196,0.5487055707450444,12,54,481,0.3353323338330835,1.0,0.25675675675675674
A,static,all_layer_exec_churn,F3_layer_token_propagation,residual_f0,-1,0.45168067226890757,0.5483193277310925,event_low,0.38598864621963014,0.5635967837557433,12,54,476,,,
A,static,all_layer_exec_churn,F3_layer_token_propagation,residual_f0,0,0.4334038054968288,0.5665961945031712,event_low,0.3707169625516317,0.5290834413742809,12,54,473,0.20539730134932535,1.0,0.25675675675675674
A,static,all_layer_exec_churn,F3_layer_token_propagation,residual_f0,1,0.4267515923566879,0.5732484076433121,event_low,0.35198870673952637,0.5603471301713225,12,54,471,,,
A,static,all_layer_exec_churn,F3_layer_token_propagation,residual_f0,2,0.4346895074946467,0.5653104925053534,event_low,0.3217931945174661,0.5766930155733836,12,54,467,,,
A,static,all_layer_exec_churn,F3_layer_token_propagation,residual_f0,3,0.4778761061946903,0.5221238938053097,event_low,0.37515766281417345,0.6089330278387333,12,53,452,,,
A,static,all_layer_exec_churn,F3_layer_token_propagation,residual_f0,4,0.4423529411764706,0.5576470588235294,event_low,0.35368087682130656,0.5632561937892414,12,51,425,,,
A,static,token_support_slope,F3_layer_token_propagation,residual_f0,-8,0.5881147540983607,0.5881147540983607,event_high,0.5189376072041166,0.6401054388536068,12,54,488,0.05147426286856572,0.9950024987506247,0.25675675675675674
A,static,token_support_slope,F3_layer_token_propagation,residual_f0,-7,0.625,0.625,event_high,0.5528277077794475,0.6820572916666666,12,54,488,,,
A,static,token_support_slope,F3_layer_token_propagation,residual_f0,-6,0.5802469135802469,0.5802469135802469,event_high,0.4717591413338486,0.671654775572686,12,54,486,0.18190904547726136,0.9995002498750625,0.25675675675675674
A,static,token_support_slope,F3_layer_token_propagation,residual_f0,-5,0.5761316872427984,0.5761316872427984,event_high,0.47825252440958027,0.6705458966905188,12,54,486,,,
A,static,token_support_slope,F3_layer_token_propagation,residual_f0,-4,0.5402061855670103,0.5402061855670103,event_high,0.4396220083576042,0.6179817760880184,12,54,485,0.45377311344327836,1.0,0.25675675675675674
A,static,token_support_slope,F3_layer_token_propagation,residual_f0,-3,0.5371900826446281,0.5371900826446281,event_high,0.4654077840398595,0.602487155064862,12,54,484,,,
A,static,token_support_slope,F3_layer_token_propagation,residual_f0,-2,0.5467775467775468,0.5467775467775468,event_high,0.41951830972362,0.6386960740409017,12,54,481,0.48075962018990503,1.0,0.25675675675675674
A,static,token_support_slope,F3_layer_token_propagation,residual_f0,-1,0.5147058823529411,0.5147058823529411,event_high,0.3829178730992694,0.6303015247558676,12,54,476,,,
A,static,token_support_slope,F3_layer_token_propagation,residual_f0,0,0.5137420718816068,0.5137420718816068,event_high,0.4046223068838676,0.6376858216112531,12,54,473,0.8295852073963018,1.0,0.25675675675675674
A,static,token_support_slope,F3_layer_token_propagation,residual_f0,1,0.5371549893842887,0.5371549893842887,event_high,0.40976645435244163,0.6403522062732588,12,54,471,,,
A,static,token_support_slope,F3_layer_token_propagation,residual_f0,2,0.5053533190578159,0.5053533190578159,event_high,0.40581199454254246,0.6149835458658988,12,54,467,,,
A,static,token_support_slope,F3_layer_token_propagation,residual_f0,3,0.5110619469026548,0.5110619469026548,event_high,0.3810472979097551,0.6365435803757828,12,53,452,,,
A,static,token_support_slope,F3_layer_token_propagation,residual_f0,4,0.52,0.52,event_high,0.3807283573511569,0.6614363702197588,12,51,425,,,
A,static,token_exec_slope,F3_layer_token_propagation,residual_f0,-8,0.5840163934426229,0.5840163934426229,event_high,0.5126432458386684,0.6390588870047788,12,54,488,0.06596701649175413,0.999000499750125,0.25675675675675674
A,static,token_exec_slope,F3_layer_token_propagation,residual_f0,-7,0.6147540983606558,0.6147540983606558,event_high,0.5448054713735768,0.6809971495543464,12,54,488,,,
A,static,token_exec_slope,F3_layer_token_propagation,residual_f0,-6,0.6152263374485597,0.6152263374485597,event_high,0.5257216477194905,0.6956567028985506,12,54,486,0.03548225887056472,0.8310844577711144,0.25675675675675674
A,static,token_exec_slope,F3_layer_token_propagation,residual_f0,-5,0.5720164609053497,0.5720164609053497,event_high,0.4775075987841946,0.6579523501636003,12,54,486,,,
A,static,token_exec_slope,F3_layer_token_propagation,residual_f0,-4,0.5443298969072164,0.5443298969072164,event_high,0.43520295992684493,0.6241617985997362,12,54,485,0.4147926036981509,1.0,0.25675675675675674
A,static,token_exec_slope,F3_layer_token_propagation,residual_f0,-3,0.5247933884297521,0.5247933884297521,event_high,0.4411607040477009,0.5956796090934724,12,54,484,,,
A,static,token_exec_slope,F3_layer_token_propagation,residual_f0,-2,0.5634095634095634,0.5634095634095634,event_high,0.43322622621894924,0.6674511883651688,12,54,481,0.3658170914542729,1.0,0.25675675675675674
A,static,token_exec_slope,F3_layer_token_propagation,residual_f0,-1,0.49159663865546216,0.5084033613445378,event_low,0.35354909496088777,0.6155246734652647,12,54,476,,,
A,static,token_exec_slope,F3_layer_token_propagation,residual_f0,0,0.5221987315010571,0.5221987315010571,event_high,0.4121090585219138,0.6332061807011706,12,54,473,0.7496251874062968,1.0,0.25675675675675674
A,static,token_exec_slope,F3_layer_token_propagation,residual_f0,1,0.5477707006369427,0.5477707006369427,event_high,0.42900113763928543,0.6494783944433312,12,54,471,,,
A,static,token_exec_slope,F3_layer_token_propagation,residual_f0,2,0.5160599571734475,0.5160599571734475,event_high,0.4142832625040863,0.6320562823412493,12,54,467,,,
A,static,token_exec_slope,F3_layer_token_propagation,residual_f0,3,0.5243362831858407,0.5243362831858407,event_high,0.3977466328997352,0.6428822055137844,12,53,452,,,
A,static,token_exec_slope,F3_layer_token_propagation,residual_f0,4,0.5105882352941177,0.5105882352941177,event_high,0.3705433875677931,0.6638324032089291,12,51,425,,,
A,static,token_margin_slope,F3_layer_token_propagation,residual_f0,-8,0.5409836065573771,0.5409836065573771,event_high,0.47706384418709585,0.6138888295238807,12,54,488,0.28335832083958024,1.0,0.25675675675675674
A,static,token_margin_slope,F3_layer_token_propagation,residual_f0,-7,0.48155737704918034,0.5184426229508197,event_low,0.4029842874236413,0.5447386242157758,12,54,488,,,
A,static,token_margin_slope,F3_layer_token_propagation,residual_f0,-6,0.5370370370370371,0.5370370370370371,event_high,0.46095285721341434,0.6066709401709401,12,54,486,0.33933033483258374,1.0,0.25675675675675674
A,static,token_margin_slope,F3_layer_token_propagation,residual_f0,-5,0.49382716049382713,0.5061728395061729,event_low,0.37161679536679537,0.5881282309646894,12,54,486,,,
A,static,token_margin_slope,F3_layer_token_propagation,residual_f0,-4,0.48041237113402063,0.5195876288659793,event_low,0.3949080753606948,0.5869167191435767,12,54,485,0.6786606696651675,1.0,0.25675675675675674
A,static,token_margin_slope,F3_layer_token_propagation,residual_f0,-3,0.5041322314049587,0.5041322314049587,event_high,0.388170935138848,0.6435877794940619,12,54,484,,,
A,static,token_margin_slope,F3_layer_token_propagation,residual_f0,-2,0.47401247401247404,0.525987525987526,event_low,0.3772954924874791,0.6013271066668177,12,54,481,0.6516741629185407,1.0,0.25675675675675674
A,static,token_margin_slope,F3_layer_token_propagation,residual_f0,-1,0.5168067226890757,0.5168067226890757,event_high,0.453571995024751,0.6055595238095237,12,54,476,,,
A,static,token_margin_slope,F3_layer_token_propagation,residual_f0,0,0.47780126849894294,0.522198731501057,event_low,0.3838570007606343,0.586961507778221,12,54,473,0.6586706646676662,1.0,0.25675675675675674
A,static,token_margin_slope,F3_layer_token_propagation,residual_f0,1,0.45010615711252655,0.5498938428874734,event_low,0.3549089141705069,0.5573163647481464,12,54,471,,,
A,static,token_margin_slope,F3_layer_token_propagation,residual_f0,2,0.5096359743040685,0.5096359743040685,event_high,0.41836156376908445,0.6137585197383468,12,54,467,,,
A,static,token_margin_slope,F3_layer_token_propagation,residual_f0,3,0.5110619469026548,0.5110619469026548,event_high,0.40852021672678807,0.6392070188828584,12,53,452,,,
A,static,token_margin_slope,F3_layer_token_propagation,residual_f0,4,0.548235294117647,0.548235294117647,event_high,0.4448786461812514,0.6666666666666666,12,51,425,,,
A,static,layer_support_slope,F3_layer_token_propagation,residual_f0,-8,0.5491803278688525,0.5491803278688525,event_high,0.44646196326212956,0.6708079915134371,12,54,488,0.4077961019490255,1.0,0.25675675675675674
A,static,layer_support_slope,F3_layer_token_propagation,residual_f0,-7,0.5860655737704918,0.5860655737704918,event_high,0.48851744534830704,0.70108783704227,12,54,488,,,
A,static,layer_support_slope,F3_layer_token_propagation,residual_f0,-6,0.6399176954732511,0.6399176954732511,event_high,0.5325120192307693,0.7745638219076618,12,54,486,0.03948025987006497,0.511744127936032,0.25675675675675674
A,static,layer_support_slope,F3_layer_token_propagation,residual_f0,-5,0.6234567901234568,0.6234567901234568,event_high,0.5368315904877419,0.7216953024011908,12,54,486,,,
A,static,layer_support_slope,F3_layer_token_propagation,residual_f0,-4,0.5608247422680412,0.5608247422680412,event_high,0.4624699565202371,0.6768277454022552,12,54,485,0.2588705647176412,1.0,0.25675675675675674
A,static,layer_support_slope,F3_layer_token_propagation,residual_f0,-3,0.6301652892561983,0.6301652892561983,event_high,0.551603093621866,0.7225679825475565,12,54,484,,,
A,static,layer_support_slope,F3_layer_token_propagation,residual_f0,-2,0.6237006237006237,0.6237006237006237,event_high,0.5535264750105792,0.705624586913417,12,54,481,0.01199400299850075,0.7031484257871065,0.25675675675675674
A,static,layer_support_slope,F3_layer_token_propagation,residual_f0,-1,0.6533613445378151,0.6533613445378151,event_high,0.5765407554671969,0.7450635407537248,12,54,476,,,
A,static,layer_support_slope,F3_layer_token_propagation,residual_f0,0,0.6469344608879493,0.6469344608879493,event_high,0.5922124743852458,0.7193480093309548,12,54,473,0.0009995002498750624,0.4287856071964018,0.25675675675675674
A,static,layer_support_slope,F3_layer_token_propagation,residual_f0,1,0.6242038216560509,0.6242038216560509,event_high,0.5409206537498353,0.7257047351226795,12,54,471,,,
A,static,layer_support_slope,F3_layer_token_propagation,residual_f0,2,0.6402569593147751,0.6402569593147751,event_high,0.5469406926634434,0.7611421568627449,12,54,467,,,
A,static,layer_support_slope,F3_layer_token_propagation,residual_f0,3,0.6592920353982301,0.6592920353982301,event_high,0.5785561532786817,0.7734846206208742,12,53,452,,,
A,static,layer_support_slope,F3_layer_token_propagation,residual_f0,4,0.6611764705882353,0.6611764705882353,event_high,0.5754303139823809,0.7889627513836375,12,51,425,,,
A,static,early_state_query_churn,F3_layer_token_propagation,residual_f0,-8,0.4364754098360656,0.5635245901639344,event_low,0.3544110836677987,0.5126104287868993,12,54,488,0.1504247876061969,1.0,0.25675675675675674
A,static,early_state_query_churn,F3_layer_token_propagation,residual_f0,-7,0.3360655737704918,0.6639344262295082,event_low,0.25780890529141104,0.39930652748975953,12,54,488,,,
A,static,early_state_query_churn,F3_layer_token_propagation,residual_f0,-6,0.24691358024691357,0.7530864197530864,event_low,0.17349659054809802,0.3128503431088854,12,54,486,0.0009995002498750624,0.057971014492753624,0.25675675675675674
A,static,early_state_query_churn,F3_layer_token_propagation,residual_f0,-5,0.23251028806584362,0.7674897119341564,event_low,0.1625677741453444,0.3004961222627736,12,54,486,,,
A,static,early_state_query_churn,F3_layer_token_propagation,residual_f0,-4,0.19381443298969073,0.8061855670103093,event_low,0.12269938650306748,0.25650960346964063,12,54,485,0.0009995002498750624,0.015992003998001,0.25675675675675674
A,static,early_state_query_churn,F3_layer_token_propagation,residual_f0,-3,0.16322314049586778,0.8367768595041323,event_low,0.09248264735241543,0.23554767535008395,12,54,484,,,
A,static,early_state_query_churn,F3_layer_token_propagation,residual_f0,-2,0.14760914760914762,0.8523908523908523,event_low,0.08724660127344691,0.20607561594615054,12,54,481,0.0009995002498750624,0.0029985007496251873,0.25675675675675674
A,static,early_state_query_churn,F3_layer_token_propagation,residual_f0,-1,0.12815126050420167,0.8718487394957983,event_low,0.07692307692307693,0.1758064657284884,12,54,476,,,
A,static,early_state_query_churn,F3_layer_token_propagation,residual_f0,0,0.1543340380549683,0.8456659619450317,event_low,0.09450240770465489,0.2057687991021324,12,54,473,0.0009995002498750624,0.0029985007496251873,0.25675675675675674
A,static,early_state_query_churn,F3_layer_token_propagation,residual_f0,1,0.15498938428874734,0.8450106157112527,event_low,0.10559868970429316,0.1988249589004434,12,54,471,,,
A,static,early_state_query_churn,F3_layer_token_propagation,residual_f0,2,0.1284796573875803,0.8715203426124197,event_low,0.07886124841650313,0.1767075011455217,12,54,467,,,
A,static,early_state_query_churn,F3_layer_token_propagation,residual_f0,3,0.13938053097345132,0.8606194690265487,event_low,0.0745590705487122,0.19473506135071322,12,53,452,,,
A,static,early_state_query_churn,F3_layer_token_propagation,residual_f0,4,0.11764705882352941,0.8823529411764706,event_low,0.05073728155859448,0.18729320808047217,12,51,425,,,
A,static,state_action_churn_gap,F3_layer_token_propagation,residual_f0,-8,0.4077868852459016,0.5922131147540983,event_low,0.3333333333333333,0.4782651321398124,12,54,488,0.047476261869065464,0.9855072463768116,0.25675675675675674
A,static,state_action_churn_gap,F3_layer_token_propagation,residual_f0,-7,0.4487704918032787,0.5512295081967213,event_low,0.3591632640984674,0.5334484253266599,12,54,488,,,
A,static,state_action_churn_gap,F3_layer_token_propagation,residual_f0,-6,0.5576131687242798,0.5576131687242798,event_high,0.4631178133536624,0.6544992879409719,12,54,486,0.2898550724637681,1.0,0.25675675675675674
A,static,state_action_churn_gap,F3_layer_token_propagation,residual_f0,-5,0.5349794238683128,0.5349794238683128,event_high,0.4574589569460012,0.610772123767736,12,54,486,,,
A,static,state_action_churn_gap,F3_layer_token_propagation,residual_f0,-4,0.4865979381443299,0.51340206185567,event_low,0.40239141439708415,0.5641866776056293,12,54,485,0.7486256871564217,1.0,0.25675675675675674
A,static,state_action_churn_gap,F3_layer_token_propagation,residual_f0,-3,0.5165289256198347,0.5165289256198347,event_high,0.44356354321263747,0.5982433429111415,12,54,484,,,
A,static,state_action_churn_gap,F3_layer_token_propagation,residual_f0,-2,0.4968814968814969,0.503118503118503,event_low,0.3917327891544192,0.6103610916110916,12,54,481,0.9620189905047476,1.0,0.25675675675675674
A,static,state_action_churn_gap,F3_layer_token_propagation,residual_f0,-1,0.5546218487394958,0.5546218487394958,event_high,0.42017642175176423,0.6808646709549727,12,54,476,,,
A,static,state_action_churn_gap,F3_layer_token_propagation,residual_f0,0,0.4904862579281184,0.5095137420718816,event_low,0.3565883530308807,0.6146141379655898,12,54,473,0.889055472263868,1.0,0.25675675675675674
A,static,state_action_churn_gap,F3_layer_token_propagation,residual_f0,1,0.4893842887473461,0.5106157112526539,event_low,0.38185925962623746,0.6085152636447734,12,54,471,,,
A,static,state_action_churn_gap,F3_layer_token_propagation,residual_f0,2,0.4582441113490364,0.5417558886509636,event_low,0.39422901459854015,0.5341197547422877,12,54,467,,,
A,static,state_action_churn_gap,F3_layer_token_propagation,residual_f0,3,0.42920353982300885,0.5707964601769911,event_low,0.3643403648309847,0.5039501898200224,12,53,452,,,
A,static,state_action_churn_gap,F3_layer_token_propagation,residual_f0,4,0.4329411764705882,0.5670588235294118,event_low,0.36472724454433725,0.5128378378378377,12,51,425,,,
B,trap,weighted_recurrence,F0_router_probability,raw,-8,0.6690265486725664,0.6690265486725664,event_high,0.542132055711426,0.7805327822843194,12,161,1695,0.01649175412293853,0.3373313343328336,0.2715974212034383
B,trap,weighted_recurrence,F0_router_probability,raw,-7,0.7649909145972138,0.7649909145972138,event_high,0.6718928132815484,0.8581334916834175,12,161,1651,,,
B,trap,weighted_recurrence,F0_router_probability,raw,-6,0.8284829721362229,0.8284829721362229,event_high,0.7618704779057204,0.8934060682880889,12,161,1615,0.0004997501249375312,0.0074962518740629685,0.2715974212034383
B,trap,weighted_recurrence,F0_router_probability,raw,-5,0.8706404565630945,0.8706404565630945,event_high,0.8180669120025388,0.9207558215083944,12,161,1577,,,
B,trap,weighted_recurrence,F0_router_probability,raw,-4,0.8689064558629777,0.8689064558629777,event_high,0.7988693424728448,0.9287477828589354,12,161,1518,0.0004997501249375312,0.0029985007496251873,0.2715974212034383
B,trap,weighted_recurrence,F0_router_probability,raw,-3,0.8765264586160109,0.8765264586160109,event_high,0.800620280125409,0.9347834138486313,12,161,1474,,,
B,trap,weighted_recurrence,F0_router_probability,raw,-2,0.8653295128939829,0.8653295128939829,event_high,0.7848825628751579,0.9337989775489774,12,161,1396,0.0004997501249375312,0.0029985007496251873,0.2715974212034383
B,trap,weighted_recurrence,F0_router_probability,raw,-1,0.8171788810086682,0.8171788810086682,event_high,0.7230870972934156,0.9075441927910509,12,161,1269,,,
B,trap,weighted_recurrence,F0_router_probability,raw,0,0.7313019390581718,0.7313019390581718,event_high,0.601007645787137,0.8713769572207465,12,161,1083,0.013493253373313344,0.1089455272363818,0.2715974212034383
B,trap,weighted_recurrence,F0_router_probability,raw,1,0.665929203539823,0.665929203539823,event_high,0.5,0.8416367691400848,12,160,904,,,
B,trap,weighted_recurrence,F0_router_probability,raw,2,0.6556122448979592,0.6556122448979592,event_high,0.47003844672572015,0.83615664845173,12,157,784,,,
B,trap,weighted_recurrence,F0_router_probability,raw,3,0.6435935198821797,0.6435935198821797,event_high,0.44126403504013884,0.8256768126299376,12,153,679,,,
