corpus,event_kind,signal,relative,variant,auc_event_high,det_auc,direction,ci95_low,ci95_high,n_groups,n_events,npairs,p_point,p_maxT
C_cache_new,trap,query_support_churn,-4,raw_descriptive,0.15821678321678323,0.8417832167832168,event_low,0.09386208999138607,0.23058933528887957,29,217,1144,,
C_cache_new,trap,query_support_churn,-2,raw_descriptive,0.17247879359095195,0.827521206409048,event_low,0.09528278106237682,0.2502206372953283,29,207,1061,,
C_cache_new,trap,query_exec_churn,-4,raw_descriptive,0.15734265734265734,0.8426573426573427,event_low,0.092686500275786,0.2274815302914389,29,217,1144,,
C_cache_new,trap,query_exec_churn,-2,raw_descriptive,0.17342130065975495,0.8265786993402451,event_low,0.09824638245827699,0.25512953973335945,29,207,1061,,
C_cache_new,static,query_support_churn,-4,raw_descriptive,0.01662510390689942,0.9833748960931006,event_low,0.008842035769930442,0.02517415788806834,28,150,1203,,
C_cache_new,static,query_support_churn,-2,raw_descriptive,0.0199479618386817,0.9800520381613183,event_low,0.007207171142319261,0.03583641274342501,28,149,1153,,
C_cache_new,static,query_exec_churn,-4,raw_descriptive,0.017456359102244388,0.9825436408977556,event_low,0.009358716497926347,0.02745481441560762,28,150,1203,,
C_cache_new,static,query_exec_churn,-2,raw_descriptive,0.019080659150043366,0.9809193408499566,event_low,0.00706090026478376,0.03406574736769664,28,149,1153,,
C_cache_new,trap,query_support_churn,-4,residual_f0_primary,0.28546409807355516,0.7145359019264448,event_low,0.2232020491976981,0.3542206690841033,28,216,1142,0.0001999600079984003,0.0001999600079984003
C_cache_new,trap,query_support_churn,-2,residual_f0_primary,0.323890462700661,0.676109537299339,event_low,0.2613292550626808,0.38972587495173855,28,206,1059,0.0001999600079984003,0.004999000199960008
C_cache_new,trap,query_exec_churn,-4,residual_f0_primary,0.28283712784588444,0.7171628721541156,event_low,0.22199830287206265,0.349073816187356,28,216,1142,0.0001999600079984003,0.0001999600079984003
C_cache_new,trap,query_exec_churn,-2,residual_f0_primary,0.323890462700661,0.676109537299339,event_low,0.26128699811488376,0.39482588502204524,28,206,1059,0.0001999600079984003,0.004999000199960008
C_cache_new,static,query_support_churn,-4,residual_f0_primary,0.2144638403990025,0.7855361596009975,event_low,0.17162573760006603,0.259481845300785,28,150,1203,0.0001999600079984003,0.0001999600079984003
C_cache_new,static,query_support_churn,-2,residual_f0_primary,0.2723330442324371,0.7276669557675629,event_low,0.23020747379311204,0.3148148148148148,28,149,1153,0.0001999600079984003,0.0001999600079984003
C_cache_new,static,query_exec_churn,-4,residual_f0_primary,0.21529509559434745,0.7847049044056525,event_low,0.17264700720583073,0.262818370324286,28,150,1203,0.0001999600079984003,0.0001999600079984003
C_cache_new,static,query_exec_churn,-2,residual_f0_primary,0.2740676496097138,0.7259323503902861,event_low,0.23244113765800806,0.3159822937176211,28,149,1153,0.0001999600079984003,0.0001999600079984003
