corpus,group,relative,concordant,pairs,n_events,auc_trap_high,event_kind,signal,variant
C,11,-4,13.0,39,3,0.3333333333333333,static,query_support_churn,residual_f0_primary
C,13,-4,1.0,37,13,0.02702702702702703,static,query_support_churn,residual_f0_primary
C,15,-4,17.0,64,8,0.265625,static,query_support_churn,residual_f0_primary
C,16,-4,5.0,37,4,0.13513513513513514,static,query_support_churn,residual_f0_primary
C,19,-4,13.0,63,7,0.20634920634920634,static,query_support_churn,residual_f0_primary
C,2,-4,9.0,64,8,0.140625,static,query_support_churn,residual_f0_primary
C,21,-4,11.0,55,5,0.2,static,query_support_churn,residual_f0_primary
C,26,-4,21.0,48,4,0.4375,static,query_support_churn,residual_f0_primary
C,27,-4,7.0,58,8,0.1206896551724138,static,query_support_churn,residual_f0_primary
C,29,-4,5.0,15,1,0.3333333333333333,static,query_support_churn,residual_f0_primary
C,3,-4,27.0,64,8,0.421875,static,query_support_churn,residual_f0_primary
C,30,-4,12.0,55,5,0.21818181818181817,static,query_support_churn,residual_f0_primary
C,35,-4,2.0,15,1,0.13333333333333333,static,query_support_churn,residual_f0_primary
C,37,-4,1.0,14,1,0.07142857142857142,static,query_support_churn,residual_f0_primary
C,38,-4,13.0,60,6,0.21666666666666667,static,query_support_churn,residual_f0_primary
C,39,-4,1.0,28,14,0.03571428571428571,static,query_support_churn,residual_f0_primary
C,4,-4,8.0,28,2,0.2857142857142857,static,query_support_churn,residual_f0_primary
C,40,-4,16.0,51,6,0.3137254901960784,static,query_support_churn,residual_f0_primary
C,41,-4,12.0,63,7,0.19047619047619047,static,query_support_churn,residual_f0_primary
C,42,-4,10.0,34,4,0.29411764705882354,static,query_support_churn,residual_f0_primary
C,44,-4,10.0,55,5,0.18181818181818182,static,query_support_churn,residual_f0_primary
C,47,-4,1.0,28,2,0.03571428571428571,static,query_support_churn,residual_f0_primary
C,48,-4,15.0,28,2,0.5357142857142857,static,query_support_churn,residual_f0_primary
C,49,-4,8.0,55,11,0.14545454545454545,static,query_support_churn,residual_f0_primary
C,8,-4,0.0,15,1,0.0,static,query_support_churn,residual_f0_primary
C,0,-2,7.0,28,2,0.25,static,query_support_churn,residual_f0_primary
C,1,-2,19.0,62,9,0.3064516129032258,static,query_support_churn,residual_f0_primary
C,10,-2,10.0,39,3,0.2564102564102564,static,query_support_churn,residual_f0_primary
C,11,-2,17.0,38,3,0.4473684210526316,static,query_support_churn,residual_f0_primary
C,13,-2,7.0,36,12,0.19444444444444445,static,query_support_churn,residual_f0_primary
C,15,-2,22.0,62,8,0.3548387096774194,static,query_support_churn,residual_f0_primary
C,16,-2,13.0,37,4,0.35135135135135137,static,query_support_churn,residual_f0_primary
C,19,-2,28.0,63,7,0.4444444444444444,static,query_support_churn,residual_f0_primary
C,2,-2,14.0,64,8,0.21875,static,query_support_churn,residual_f0_primary
C,21,-2,6.0,55,5,0.10909090909090909,static,query_support_churn,residual_f0_primary
C,26,-2,17.0,43,4,0.3953488372093023,static,query_support_churn,residual_f0_primary
C,27,-2,18.0,58,8,0.3103448275862069,static,query_support_churn,residual_f0_primary
C,29,-2,2.0,15,1,0.13333333333333333,static,query_support_churn,residual_f0_primary
C,3,-2,17.0,61,8,0.2786885245901639,static,query_support_churn,residual_f0_primary
C,30,-2,19.0,52,5,0.36538461538461536,static,query_support_churn,residual_f0_primary
C,35,-2,7.0,12,1,0.5833333333333334,static,query_support_churn,residual_f0_primary
C,37,-2,3.0,6,1,0.5,static,query_support_churn,residual_f0_primary
C,38,-2,13.0,59,6,0.22033898305084745,static,query_support_churn,residual_f0_primary
C,39,-2,3.0,28,14,0.10714285714285714,static,query_support_churn,residual_f0_primary
C,4,-2,2.0,28,2,0.07142857142857142,static,query_support_churn,residual_f0_primary
C,40,-2,17.0,48,6,0.3541666666666667,static,query_support_churn,residual_f0_primary
C,41,-2,19.0,63,7,0.30158730158730157,static,query_support_churn,residual_f0_primary
C,42,-2,6.0,28,4,0.21428571428571427,static,query_support_churn,residual_f0_primary
C,44,-2,7.0,42,5,0.16666666666666666,static,query_support_churn,residual_f0_primary
C,47,-2,4.0,28,2,0.14285714285714285,static,query_support_churn,residual_f0_primary
C,48,-2,3.0,28,2,0.10714285714285714,static,query_support_churn,residual_f0_primary
C,49,-2,6.0,55,11,0.10909090909090909,static,query_support_churn,residual_f0_primary
C,8,-2,8.0,15,1,0.5333333333333333,static,query_support_churn,residual_f0_primary
C,0,-4,9.0,28,2,0.32142857142857145,static,query_exec_churn,residual_f0_primary
C,1,-4,7.0,63,9,0.1111111111111111,static,query_exec_churn,residual_f0_primary
C,10,-4,7.0,39,3,0.1794871794871795,static,query_exec_churn,residual_f0_primary
C,11,-4,13.0,39,3,0.3333333333333333,static,query_exec_churn,residual_f0_primary
C,13,-4,1.0,37,13,0.02702702702702703,static,query_exec_churn,residual_f0_primary
C,15,-4,16.0,64,8,0.25,static,query_exec_churn,residual_f0_primary
C,16,-4,5.0,37,4,0.13513513513513514,static,query_exec_churn,residual_f0_primary
C,19,-4,15.0,63,7,0.23809523809523808,static,query_exec_churn,residual_f0_primary
C,2,-4,10.0,64,8,0.15625,static,query_exec_churn,residual_f0_primary
C,21,-4,7.0,55,5,0.12727272727272726,static,query_exec_churn,residual_f0_primary
C,26,-4,19.0,48,4,0.3958333333333333,static,query_exec_churn,residual_f0_primary
C,27,-4,8.0,58,8,0.13793103448275862,static,query_exec_churn,residual_f0_primary
C,29,-4,5.0,15,1,0.3333333333333333,static,query_exec_churn,residual_f0_primary
C,3,-4,26.0,64,8,0.40625,static,query_exec_churn,residual_f0_primary
C,30,-4,14.0,55,5,0.2545454545454545,static,query_exec_churn,residual_f0_primary
C,35,-4,2.0,15,1,0.13333333333333333,static,query_exec_churn,residual_f0_primary
C,37,-4,1.0,14,1,0.07142857142857142,static,query_exec_churn,residual_f0_primary
C,38,-4,12.0,60,6,0.2,static,query_exec_churn,residual_f0_primary
C,39,-4,1.0,28,14,0.03571428571428571,static,query_exec_churn,residual_f0_primary
C,4,-4,7.0,28,2,0.25,static,query_exec_churn,residual_f0_primary
C,40,-4,17.0,51,6,0.3333333333333333,static,query_exec_churn,residual_f0_primary
C,41,-4,12.0,63,7,0.19047619047619047,static,query_exec_churn,residual_f0_primary
C,42,-4,11.0,34,4,0.3235294117647059,static,query_exec_churn,residual_f0_primary
C,44,-4,9.0,55,5,0.16363636363636364,static,query_exec_churn,residual_f0_primary
C,47,-4,1.0,28,2,0.03571428571428571,static,query_exec_churn,residual_f0_primary
C,48,-4,18.0,28,2,0.6428571428571429,static,query_exec_churn,residual_f0_primary
C,49,-4,6.0,55,11,0.10909090909090909,static,query_exec_churn,residual_f0_primary
C,8,-4,0.0,15,1,0.0,static,query_exec_churn,residual_f0_primary
C,0,-2,7.0,28,2,0.25,static,query_exec_churn,residual_f0_primary
C,1,-2,19.0,62,9,0.3064516129032258,static,query_exec_churn,residual_f0_primary
C,10,-2,10.0,39,3,0.2564102564102564,static,query_exec_churn,residual_f0_primary
C,11,-2,17.0,38,3,0.4473684210526316,static,query_exec_churn,residual_f0_primary
C,13,-2,7.0,36,12,0.19444444444444445,static,query_exec_churn,residual_f0_primary
C,15,-2,20.0,62,8,0.3225806451612903,static,query_exec_churn,residual_f0_primary
C,16,-2,14.0,37,4,0.3783783783783784,static,query_exec_churn,residual_f0_primary
C,19,-2,28.0,63,7,0.4444444444444444,static,query_exec_churn,residual_f0_primary
C,2,-2,19.0,64,8,0.296875,static,query_exec_churn,residual_f0_primary
C,21,-2,6.0,55,5,0.10909090909090909,static,query_exec_churn,residual_f0_primary
C,26,-2,17.0,43,4,0.3953488372093023,static,query_exec_churn,residual_f0_primary
C,27,-2,19.0,58,8,0.3275862068965517,static,query_exec_churn,residual_f0_primary
C,29,-2,2.0,15,1,0.13333333333333333,static,query_exec_churn,residual_f0_primary
C,3,-2,18.0,61,8,0.29508196721311475,static,query_exec_churn,residual_f0_primary
C,30,-2,19.0,52,5,0.36538461538461536,static,query_exec_churn,residual_f0_primary
C,35,-2,7.0,12,1,0.5833333333333334,static,query_exec_churn,residual_f0_primary
C,37,-2,3.0,6,1,0.5,static,query_exec_churn,residual_f0_primary
C,38,-2,11.0,59,6,0.1864406779661017,static,query_exec_churn,residual_f0_primary
C,39,-2,3.0,28,14,0.10714285714285714,static,query_exec_churn,residual_f0_primary
C,4,-2,2.0,28,2,0.07142857142857142,static,query_exec_churn,residual_f0_primary
C,40,-2,17.0,48,6,0.3541666666666667,static,query_exec_churn,residual_f0_primary
C,41,-2,17.0,63,7,0.2698412698412698,static,query_exec_churn,residual_f0_primary
C,42,-2,6.0,28,4,0.21428571428571427,static,query_exec_churn,residual_f0_primary
C,44,-2,7.0,42,5,0.16666666666666666,static,query_exec_churn,residual_f0_primary
C,47,-2,4.0,28,2,0.14285714285714285,static,query_exec_churn,residual_f0_primary
C,48,-2,3.0,28,2,0.10714285714285714,static,query_exec_churn,residual_f0_primary
C,49,-2,6.0,55,11,0.10909090909090909,static,query_exec_churn,residual_f0_primary
C,8,-2,8.0,15,1,0.5333333333333333,static,query_exec_churn,residual_f0_primary
