calibration,alpha,method,query,tp,fp,recall,fpr
episode,0.05,dynamics_only,11,32,86,0.05673758865248227,0.0055713915522156
episode,0.05,dynamics_only,12,38,102,0.0673758865248227,0.006607929515418502
episode,0.05,dynamics_only,13,52,151,0.09219858156028368,0.00978232702772739
episode,0.05,dynamics_only,14,75,224,0.13297872340425532,0.014511531484840632
episode,0.05,dynamics_only,15,110,275,0.1950354609929078,0.017815496242549883
episode,0.05,dynamics_only,16,143,320,0.25354609929078015,0.020730759264058048
episode,0.05,dynamics_only,17,159,369,0.28191489361702127,0.023905156776366933
episode,0.05,dynamics_only,18,176,412,0.3120567375886525,0.026690852552474734
episode,0.05,dynamics_only,19,199,449,0.3528368794326241,0.029087846592381447
episode,0.05,dynamics_only,20,212,481,0.375886524822695,0.03116092251878725
episode,0.05,dynamics_only,21,229,504,0.40602836879432624,0.03265094584089142
episode,0.05,dynamics_only,22,234,511,0.4148936170212766,0.03310443119979269
episode,0.05,dynamics_only,23,242,517,0.42907801418439717,0.03349313293599378
episode,0.05,dynamics_only,24,252,530,0.44680851063829785,0.03433532003109614
episode,0.05,dynamics_only,25,262,538,0.4645390070921986,0.03485358901269759
episode,0.05,dynamics_only,26,277,541,0.49113475177304966,0.035047939880798136
episode,0.05,dynamics_only,27,290,542,0.5141843971631206,0.03511272350349832
episode,0.05,dynamics_only,28,297,542,0.526595744680851,0.03511272350349832
episode,0.05,dynamics_only,29,304,546,0.5390070921985816,0.03537185799429904
episode,0.05,dynamics_only,30,313,549,0.5549645390070922,0.035566208862399584
episode,0.05,dynamics_only,31,332,552,0.5886524822695035,0.03576055973050013
episode,0.05,dynamics_only,32,354,555,0.6276595744680851,0.035954910598600676
episode,0.05,dynamics_only,33,372,561,0.6595744680851063,0.03634361233480176
episode,0.05,dynamics_only,34,381,563,0.675531914893617,0.036473179580202124
episode,0.05,dynamics_only,35,387,567,0.6861702127659575,0.03673231407100285
episode,0.05,dynamics_only,36,390,568,0.6914893617021277,0.03679709769370303
episode,0.05,dynamics_only,37,392,575,0.6950354609929078,0.0372505830526043
episode,0.05,dynamics_only,38,400,590,0.7092198581560284,0.03822233739310702
episode,0.05,dynamics_only,39,405,593,0.7180851063829787,0.03841668826120757
episode,0.05,dynamics_only,40,413,596,0.7322695035460993,0.03861103912930811
episode,0.05,dynamics_only,41,418,596,0.7411347517730497,0.03861103912930811
episode,0.05,dynamics_only,42,422,596,0.74822695035461,0.03861103912930811
episode,0.05,dynamics_only,43,424,596,0.75177304964539,0.03861103912930811
episode,0.05,dynamics_only,44,431,596,0.7641843971631206,0.03861103912930811
episode,0.05,dynamics_only,45,437,596,0.774822695035461,0.03861103912930811
episode,0.05,dynamics_only,46,441,596,0.7819148936170213,0.03861103912930811
episode,0.05,dynamics_only,47,442,596,0.7836879432624113,0.03861103912930811
episode,0.05,dynamics_only,48,443,596,0.7854609929078015,0.03861103912930811
episode,0.05,dynamics_only,49,443,596,0.7854609929078015,0.03861103912930811
episode,0.05,dynamics_only,50,443,596,0.7854609929078015,0.03861103912930811
episode,0.05,dynamics_only,51,444,596,0.7872340425531915,0.03861103912930811
episode,0.05,v82_integrated,0,0,0,0.0,0.0
episode,0.05,v82_integrated,1,0,0,0.0,0.0
episode,0.05,v82_integrated,2,0,0,0.0,0.0
episode,0.05,v82_integrated,3,0,0,0.0,0.0
episode,0.05,v82_integrated,4,0,0,0.0,0.0
episode,0.05,v82_integrated,5,0,0,0.0,0.0
episode,0.05,v82_integrated,6,0,0,0.0,0.0
episode,0.05,v82_integrated,7,7,1,0.012411347517730497,6.47836227001814e-05
episode,0.05,v82_integrated,8,8,7,0.014184397163120567,0.00045348535890126976
episode,0.05,v82_integrated,9,17,14,0.030141843971631204,0.0009069707178025395
episode,0.05,v82_integrated,10,32,31,0.05673758865248227,0.002008292303705623
episode,0.05,v82_integrated,11,48,84,0.0851063829787234,0.005441824306815237
episode,0.05,v82_integrated,12,55,181,0.0975177304964539,0.011725835708732832
episode,0.05,v82_integrated,13,67,219,0.11879432624113476,0.014187613371339725
episode,0.05,v82_integrated,14,105,265,0.18617021276595744,0.01716766001554807
episode,0.05,v82_integrated,15,140,299,0.24822695035460993,0.019370303187354238
episode,0.05,v82_integrated,16,175,323,0.3102836879432624,0.02092511013215859
episode,0.05,v82_integrated,17,196,359,0.3475177304964539,0.02325732054936512
episode,0.05,v82_integrated,18,219,397,0.3882978723404255,0.025719098211972012
episode,0.05,v82_integrated,19,251,433,0.4450354609929078,0.028051308629178543
episode,0.05,v82_integrated,20,268,457,0.475177304964539,0.029606115573982898
episode,0.05,v82_integrated,21,279,483,0.4946808510638298,0.031290489764187614
episode,0.05,v82_integrated,22,285,490,0.5053191489361702,0.03174397512308888
episode,0.05,v82_integrated,23,302,494,0.5354609929078015,0.03200310961388961
episode,0.05,v82_integrated,24,321,507,0.5691489361702128,0.032845296708991965
episode,0.05,v82_integrated,25,338,517,0.599290780141844,0.03349313293599378
episode,0.05,v82_integrated,26,343,521,0.6081560283687943,0.033752267426794505
episode,0.05,v82_integrated,27,354,523,0.6276595744680851,0.03388183467219487
episode,0.05,v82_integrated,28,360,523,0.6382978723404256,0.03388183467219487
episode,0.05,v82_integrated,29,380,526,0.6737588652482269,0.034076185540295414
episode,0.05,v82_integrated,30,402,531,0.7127659574468085,0.03440010365379632
episode,0.05,v82_integrated,31,444,535,0.7872340425531915,0.034659238144597045
episode,0.05,v82_integrated,32,472,537,0.8368794326241135,0.03478880538999741
episode,0.05,v82_integrated,33,483,540,0.8563829787234043,0.034983156258097954
episode,0.05,v82_integrated,34,491,542,0.8705673758865248,0.03511272350349832
episode,0.05,v82_integrated,35,492,543,0.8723404255319149,0.0351775071261985
episode,0.05,v82_integrated,36,493,545,0.874113475177305,0.03530707437159886
episode,0.05,v82_integrated,37,493,549,0.874113475177305,0.035566208862399584
episode,0.05,v82_integrated,38,493,551,0.874113475177305,0.03569577610779995
episode,0.05,v82_integrated,39,498,552,0.8829787234042553,0.03576055973050013
episode,0.05,v82_integrated,40,503,554,0.8918439716312057,0.035890126975900494
episode,0.05,v82_integrated,41,505,554,0.8953900709219859,0.035890126975900494
episode,0.05,v82_integrated,42,510,554,0.9042553191489362,0.035890126975900494
episode,0.05,v82_integrated,43,515,554,0.9131205673758865,0.035890126975900494
episode,0.05,v82_integrated,44,519,554,0.9202127659574468,0.035890126975900494
episode,0.05,v82_integrated,45,523,554,0.9273049645390071,0.035890126975900494
episode,0.05,v82_integrated,46,527,554,0.9343971631205674,0.035890126975900494
episode,0.05,v82_integrated,47,528,554,0.9361702127659575,0.035890126975900494
episode,0.05,v82_integrated,48,529,554,0.9379432624113475,0.035890126975900494
episode,0.05,v82_integrated,49,529,554,0.9379432624113475,0.035890126975900494
episode,0.05,v82_integrated,50,529,554,0.9379432624113475,0.035890126975900494
episode,0.05,v82_integrated,51,529,554,0.9379432624113475,0.035890126975900494
episode,0.05,v82_frozen_plus_dynamics,0,0,0,0.0,0.0
episode,0.05,v82_frozen_plus_dynamics,1,0,0,0.0,0.0
episode,0.05,v82_frozen_plus_dynamics,2,0,0,0.0,0.0
episode,0.05,v82_frozen_plus_dynamics,3,0,0,0.0,0.0
episode,0.05,v82_frozen_plus_dynamics,4,0,0,0.0,0.0
episode,0.05,v82_frozen_plus_dynamics,5,0,0,0.0,0.0
episode,0.05,v82_frozen_plus_dynamics,6,0,0,0.0,0.0
episode,0.05,v82_frozen_plus_dynamics,7,0,1,0.0,6.47836227001814e-05
episode,0.05,v82_frozen_plus_dynamics,8,11,13,0.01950354609929078,0.0008421870951023582
episode,0.05,v82_frozen_plus_dynamics,9,18,31,0.031914893617021274,0.002008292303705623
episode,0.05,v82_frozen_plus_dynamics,10,27,58,0.047872340425531915,0.003757450116610521
episode,0.05,v82_frozen_plus_dynamics,11,41,90,0.0726950354609929,0.005830526043016326
episode,0.05,v82_frozen_plus_dynamics,12,47,107,0.08333333333333333,0.006931847628919409
episode,0.05,v82_frozen_plus_dynamics,13,61,160,0.10815602836879433,0.010365379632029024
episode,0.05,v82_frozen_plus_dynamics,14,97,234,0.17198581560283688,0.015159367711842446
episode,0.05,v82_frozen_plus_dynamics,15,139,285,0.24645390070921985,0.0184633324695517
episode,0.05,v82_frozen_plus_dynamics,16,176,330,0.3120567375886525,0.02137859549105986
episode,0.05,v82_frozen_plus_dynamics,17,193,381,0.3421985815602837,0.024682560248769112
episode,0.05,v82_frozen_plus_dynamics,18,215,426,0.38120567375886527,0.027597823270277273
episode,0.05,v82_frozen_plus_dynamics,19,249,464,0.44148936170212766,0.030059600932884168
episode,0.05,v82_frozen_plus_dynamics,20,264,496,0.46808510638297873,0.03213267685928997
episode,0.05,v82_frozen_plus_dynamics,21,279,519,0.4946808510638298,0.03362270018139414
episode,0.05,v82_frozen_plus_dynamics,22,285,526,0.5053191489361702,0.034076185540295414
episode,0.05,v82_frozen_plus_dynamics,23,293,533,0.5195035460992907,0.03452967089919668
episode,0.05,v82_frozen_plus_dynamics,24,317,547,0.5620567375886525,0.03543664161699922
episode,0.05,v82_frozen_plus_dynamics,25,336,555,0.5957446808510638,0.035954910598600676
episode,0.05,v82_frozen_plus_dynamics,26,348,559,0.6170212765957447,0.036214045089401396
episode,0.05,v82_frozen_plus_dynamics,27,352,560,0.624113475177305,0.03627882871210158
episode,0.05,v82_frozen_plus_dynamics,28,361,560,0.6400709219858156,0.03627882871210158
episode,0.05,v82_frozen_plus_dynamics,29,374,564,0.6631205673758865,0.036537963202902306
episode,0.05,v82_frozen_plus_dynamics,30,395,567,0.700354609929078,0.03673231407100285
episode,0.05,v82_frozen_plus_dynamics,31,422,574,0.74822695035461,0.03718579942990412
episode,0.05,v82_frozen_plus_dynamics,32,461,576,0.8173758865248227,0.03731536667530448
episode,0.05,v82_frozen_plus_dynamics,33,494,583,0.875886524822695,0.037768852034205755
episode,0.05,v82_frozen_plus_dynamics,34,501,585,0.8882978723404256,0.03789841927960612
episode,0.05,v82_frozen_plus_dynamics,35,506,588,0.8971631205673759,0.03809277014770666
episode,0.05,v82_frozen_plus_dynamics,36,507,589,0.898936170212766,0.03815755377040684
episode,0.05,v82_frozen_plus_dynamics,37,507,596,0.898936170212766,0.03861103912930811
episode,0.05,v82_frozen_plus_dynamics,38,514,611,0.9113475177304965,0.039582793469810834
episode,0.05,v82_frozen_plus_dynamics,39,519,614,0.9202127659574468,0.03977714433791137
episode,0.05,v82_frozen_plus_dynamics,40,520,617,0.9219858156028369,0.03997149520601192
episode,0.05,v82_frozen_plus_dynamics,41,521,617,0.9237588652482269,0.03997149520601192
episode,0.05,v82_frozen_plus_dynamics,42,525,617,0.9308510638297872,0.03997149520601192
episode,0.05,v82_frozen_plus_dynamics,43,527,617,0.9343971631205674,0.03997149520601192
episode,0.05,v82_frozen_plus_dynamics,44,530,617,0.9397163120567376,0.03997149520601192
episode,0.05,v82_frozen_plus_dynamics,45,533,617,0.9450354609929078,0.03997149520601192
episode,0.05,v82_frozen_plus_dynamics,46,534,617,0.9468085106382979,0.03997149520601192
episode,0.05,v82_frozen_plus_dynamics,47,535,617,0.9485815602836879,0.03997149520601192
episode,0.05,v82_frozen_plus_dynamics,48,537,617,0.9521276595744681,0.03997149520601192
episode,0.05,v82_frozen_plus_dynamics,49,537,617,0.9521276595744681,0.03997149520601192
episode,0.05,v82_frozen_plus_dynamics,50,538,617,0.9539007092198581,0.03997149520601192
episode,0.05,v82_frozen_plus_dynamics,51,538,617,0.9539007092198581,0.03997149520601192
task_init,0.005,v82_reference,0,0,0,0.0,0.0
task_init,0.005,v82_reference,1,0,0,0.0,0.0
task_init,0.005,v82_reference,2,0,0,0.0,0.0
task_init,0.005,v82_reference,3,0,0,0.0,0.0
task_init,0.005,v82_reference,4,0,0,0.0,0.0
task_init,0.005,v82_reference,5,0,0,0.0,0.0
task_init,0.005,v82_reference,6,0,0,0.0,0.0
task_init,0.005,v82_reference,7,0,0,0.0,0.0
task_init,0.005,v82_reference,8,0,0,0.0,0.0
task_init,0.005,v82_reference,9,0,0,0.0,0.0
task_init,0.005,v82_reference,10,3,1,0.005319148936170213,6.47836227001814e-05
task_init,0.005,v82_reference,11,3,1,0.005319148936170213,6.47836227001814e-05
task_init,0.005,v82_reference,12,7,1,0.012411347517730497,6.47836227001814e-05
task_init,0.005,v82_reference,13,10,1,0.01773049645390071,6.47836227001814e-05
task_init,0.005,v82_reference,14,11,1,0.01950354609929078,6.47836227001814e-05
task_init,0.005,v82_reference,15,13,1,0.02304964539007092,6.47836227001814e-05
task_init,0.005,v82_reference,16,21,1,0.03723404255319149,6.47836227001814e-05
task_init,0.005,v82_reference,17,30,2,0.05319148936170213,0.0001295672454003628
task_init,0.005,v82_reference,18,37,2,0.06560283687943262,0.0001295672454003628
task_init,0.005,v82_reference,19,40,3,0.07092198581560284,0.00019435086810054417
task_init,0.005,v82_reference,20,44,5,0.07801418439716312,0.000323918113500907
task_init,0.005,v82_reference,21,49,5,0.08687943262411348,0.000323918113500907
task_init,0.005,v82_reference,22,51,5,0.09042553191489362,0.000323918113500907
task_init,0.005,v82_reference,23,52,5,0.09219858156028368,0.000323918113500907
task_init,0.005,v82_reference,24,55,5,0.0975177304964539,0.000323918113500907
task_init,0.005,v82_reference,25,57,5,0.10106382978723404,0.000323918113500907
task_init,0.005,v82_reference,26,60,5,0.10638297872340426,0.000323918113500907
task_init,0.005,v82_reference,27,63,5,0.11170212765957446,0.000323918113500907
task_init,0.005,v82_reference,28,64,5,0.11347517730496454,0.000323918113500907
task_init,0.005,v82_reference,29,67,5,0.11879432624113476,0.000323918113500907
task_init,0.005,v82_reference,30,67,5,0.11879432624113476,0.000323918113500907
task_init,0.005,v82_reference,31,68,5,0.12056737588652482,0.000323918113500907
task_init,0.005,v82_reference,32,72,5,0.1276595744680851,0.000323918113500907
task_init,0.005,v82_reference,33,80,7,0.14184397163120568,0.00045348535890126976
task_init,0.005,v82_reference,34,94,7,0.16666666666666666,0.00045348535890126976
task_init,0.005,v82_reference,35,106,9,0.1879432624113475,0.0005830526043016325
task_init,0.005,v82_reference,36,122,9,0.21631205673758866,0.0005830526043016325
task_init,0.005,v82_reference,37,136,9,0.24113475177304963,0.0005830526043016325
task_init,0.005,v82_reference,38,142,9,0.25177304964539005,0.0005830526043016325
task_init,0.005,v82_reference,39,144,9,0.2553191489361702,0.0005830526043016325
task_init,0.005,v82_reference,40,146,9,0.25886524822695034,0.0005830526043016325
task_init,0.005,v82_reference,41,150,9,0.26595744680851063,0.0005830526043016325
task_init,0.005,v82_reference,42,150,9,0.26595744680851063,0.0005830526043016325
task_init,0.005,v82_reference,43,152,9,0.2695035460992908,0.0005830526043016325
task_init,0.005,v82_reference,44,154,9,0.2730496453900709,0.0005830526043016325
task_init,0.005,v82_reference,45,157,9,0.2783687943262411,0.0005830526043016325
task_init,0.005,v82_reference,46,159,9,0.28191489361702127,0.0005830526043016325
task_init,0.005,v82_reference,47,161,9,0.2854609929078014,0.0005830526043016325
task_init,0.005,v82_reference,48,162,9,0.2872340425531915,0.0005830526043016325
task_init,0.005,v82_reference,49,163,9,0.28900709219858156,0.0005830526043016325
task_init,0.005,v82_reference,50,163,9,0.28900709219858156,0.0005830526043016325
task_init,0.005,v82_reference,51,164,9,0.2907801418439716,0.0005830526043016325
task_init,0.005,dynamics_only,0,0,0,0.0,0.0
task_init,0.005,dynamics_only,1,0,0,0.0,0.0
task_init,0.005,dynamics_only,2,0,0,0.0,0.0
task_init,0.005,dynamics_only,3,0,0,0.0,0.0
task_init,0.005,dynamics_only,4,0,0,0.0,0.0
task_init,0.005,dynamics_only,5,0,0,0.0,0.0
task_init,0.005,dynamics_only,6,0,0,0.0,0.0
task_init,0.005,dynamics_only,7,0,0,0.0,0.0
task_init,0.005,dynamics_only,8,0,0,0.0,0.0
task_init,0.005,dynamics_only,9,0,0,0.0,0.0
task_init,0.005,dynamics_only,10,0,0,0.0,0.0
task_init,0.005,dynamics_only,11,0,0,0.0,0.0
task_init,0.005,dynamics_only,12,1,0,0.0017730496453900709,0.0
task_init,0.005,dynamics_only,13,1,0,0.0017730496453900709,0.0
task_init,0.005,dynamics_only,14,1,0,0.0017730496453900709,0.0
task_init,0.005,dynamics_only,15,1,1,0.0017730496453900709,6.47836227001814e-05
task_init,0.005,dynamics_only,16,1,1,0.0017730496453900709,6.47836227001814e-05
task_init,0.005,dynamics_only,17,1,1,0.0017730496453900709,6.47836227001814e-05
task_init,0.005,dynamics_only,18,1,1,0.0017730496453900709,6.47836227001814e-05
task_init,0.005,dynamics_only,19,1,1,0.0017730496453900709,6.47836227001814e-05
task_init,0.005,dynamics_only,20,1,1,0.0017730496453900709,6.47836227001814e-05
task_init,0.005,dynamics_only,21,1,1,0.0017730496453900709,6.47836227001814e-05
task_init,0.005,dynamics_only,22,1,1,0.0017730496453900709,6.47836227001814e-05
task_init,0.005,dynamics_only,23,1,2,0.0017730496453900709,0.0001295672454003628
task_init,0.005,dynamics_only,24,2,2,0.0035460992907801418,0.0001295672454003628
task_init,0.005,dynamics_only,25,2,2,0.0035460992907801418,0.0001295672454003628
task_init,0.005,dynamics_only,26,2,2,0.0035460992907801418,0.0001295672454003628
task_init,0.005,dynamics_only,27,2,2,0.0035460992907801418,0.0001295672454003628
task_init,0.005,dynamics_only,28,2,2,0.0035460992907801418,0.0001295672454003628
task_init,0.005,dynamics_only,29,2,2,0.0035460992907801418,0.0001295672454003628
task_init,0.005,dynamics_only,30,3,2,0.005319148936170213,0.0001295672454003628
task_init,0.005,dynamics_only,31,3,2,0.005319148936170213,0.0001295672454003628
task_init,0.005,dynamics_only,32,4,2,0.0070921985815602835,0.0001295672454003628
task_init,0.005,dynamics_only,33,4,2,0.0070921985815602835,0.0001295672454003628
task_init,0.005,dynamics_only,34,6,3,0.010638297872340425,0.00019435086810054417
task_init,0.005,dynamics_only,35,6,3,0.010638297872340425,0.00019435086810054417
task_init,0.005,dynamics_only,36,7,3,0.012411347517730497,0.00019435086810054417
task_init,0.005,dynamics_only,37,8,3,0.014184397163120567,0.00019435086810054417
task_init,0.005,dynamics_only,38,8,3,0.014184397163120567,0.00019435086810054417
task_init,0.005,dynamics_only,39,8,3,0.014184397163120567,0.00019435086810054417
task_init,0.005,dynamics_only,40,8,3,0.014184397163120567,0.00019435086810054417
task_init,0.005,dynamics_only,41,8,3,0.014184397163120567,0.00019435086810054417
task_init,0.005,dynamics_only,42,8,3,0.014184397163120567,0.00019435086810054417
task_init,0.005,dynamics_only,43,8,3,0.014184397163120567,0.00019435086810054417
task_init,0.005,dynamics_only,44,8,3,0.014184397163120567,0.00019435086810054417
task_init,0.005,dynamics_only,45,8,3,0.014184397163120567,0.00019435086810054417
task_init,0.005,dynamics_only,46,8,3,0.014184397163120567,0.00019435086810054417
task_init,0.005,dynamics_only,47,8,3,0.014184397163120567,0.00019435086810054417
task_init,0.005,dynamics_only,48,8,3,0.014184397163120567,0.00019435086810054417
task_init,0.005,dynamics_only,49,9,3,0.015957446808510637,0.00019435086810054417
task_init,0.005,dynamics_only,50,9,3,0.015957446808510637,0.00019435086810054417
task_init,0.005,dynamics_only,51,9,3,0.015957446808510637,0.00019435086810054417
task_init,0.005,v82_integrated,0,0,0,0.0,0.0
task_init,0.005,v82_integrated,1,0,0,0.0,0.0
task_init,0.005,v82_integrated,2,0,0,0.0,0.0
task_init,0.005,v82_integrated,3,0,0,0.0,0.0
task_init,0.005,v82_integrated,4,0,0,0.0,0.0
task_init,0.005,v82_integrated,5,0,0,0.0,0.0
task_init,0.005,v82_integrated,6,0,0,0.0,0.0
task_init,0.005,v82_integrated,7,0,0,0.0,0.0
task_init,0.005,v82_integrated,8,0,0,0.0,0.0
task_init,0.005,v82_integrated,9,0,0,0.0,0.0
task_init,0.005,v82_integrated,10,0,0,0.0,0.0
task_init,0.005,v82_integrated,11,0,0,0.0,0.0
task_init,0.005,v82_integrated,12,0,0,0.0,0.0
task_init,0.005,v82_integrated,13,0,0,0.0,0.0
task_init,0.005,v82_integrated,14,0,0,0.0,0.0
task_init,0.005,v82_integrated,15,0,0,0.0,0.0
task_init,0.005,v82_integrated,16,0,0,0.0,0.0
task_init,0.005,v82_integrated,17,0,0,0.0,0.0
task_init,0.005,v82_integrated,18,0,0,0.0,0.0
task_init,0.005,v82_integrated,19,0,0,0.0,0.0
task_init,0.005,v82_integrated,20,0,0,0.0,0.0
task_init,0.005,v82_integrated,21,0,0,0.0,0.0
task_init,0.005,v82_integrated,22,0,0,0.0,0.0
task_init,0.005,v82_integrated,23,0,0,0.0,0.0
task_init,0.005,v82_integrated,24,0,0,0.0,0.0
task_init,0.005,v82_integrated,25,0,0,0.0,0.0
task_init,0.005,v82_integrated,26,0,0,0.0,0.0
task_init,0.005,v82_integrated,27,0,0,0.0,0.0
task_init,0.005,v82_integrated,28,0,0,0.0,0.0
task_init,0.005,v82_integrated,29,0,0,0.0,0.0
task_init,0.005,v82_integrated,30,0,0,0.0,0.0
task_init,0.005,v82_integrated,31,0,0,0.0,0.0
task_init,0.005,v82_integrated,32,0,0,0.0,0.0
task_init,0.005,v82_integrated,33,0,0,0.0,0.0
task_init,0.005,v82_integrated,34,0,0,0.0,0.0
task_init,0.005,v82_integrated,35,0,0,0.0,0.0
task_init,0.005,v82_integrated,36,0,0,0.0,0.0
task_init,0.005,v82_integrated,37,0,0,0.0,0.0
task_init,0.005,v82_integrated,38,0,0,0.0,0.0
task_init,0.005,v82_integrated,39,0,0,0.0,0.0
task_init,0.005,v82_integrated,40,0,0,0.0,0.0
task_init,0.005,v82_integrated,41,0,0,0.0,0.0
task_init,0.005,v82_integrated,42,0,0,0.0,0.0
task_init,0.005,v82_integrated,43,0,0,0.0,0.0
task_init,0.005,v82_integrated,44,0,0,0.0,0.0
task_init,0.005,v82_integrated,45,0,0,0.0,0.0
task_init,0.005,v82_integrated,46,0,0,0.0,0.0
task_init,0.005,v82_integrated,47,0,0,0.0,0.0
task_init,0.005,v82_integrated,48,0,0,0.0,0.0
task_init,0.005,v82_integrated,49,0,0,0.0,0.0
task_init,0.005,v82_integrated,50,0,0,0.0,0.0
task_init,0.005,v82_integrated,51,0,0,0.0,0.0
task_init,0.005,v82_frozen_plus_dynamics,0,0,0,0.0,0.0
task_init,0.005,v82_frozen_plus_dynamics,1,0,0,0.0,0.0
task_init,0.005,v82_frozen_plus_dynamics,2,0,0,0.0,0.0
task_init,0.005,v82_frozen_plus_dynamics,3,0,0,0.0,0.0
task_init,0.005,v82_frozen_plus_dynamics,4,0,0,0.0,0.0
task_init,0.005,v82_frozen_plus_dynamics,5,0,0,0.0,0.0
task_init,0.005,v82_frozen_plus_dynamics,6,0,0,0.0,0.0
task_init,0.005,v82_frozen_plus_dynamics,7,0,1,0.0,6.47836227001814e-05
task_init,0.005,v82_frozen_plus_dynamics,8,7,1,0.012411347517730497,6.47836227001814e-05
task_init,0.005,v82_frozen_plus_dynamics,9,10,2,0.01773049645390071,0.0001295672454003628
task_init,0.005,v82_frozen_plus_dynamics,10,17,3,0.030141843971631204,0.00019435086810054417
task_init,0.005,v82_frozen_plus_dynamics,11,23,6,0.040780141843971635,0.00038870173620108835
task_init,0.005,v82_frozen_plus_dynamics,12,25,8,0.044326241134751775,0.0005182689816014512
task_init,0.005,v82_frozen_plus_dynamics,13,29,12,0.051418439716312055,0.0007774034724021767
task_init,0.005,v82_frozen_plus_dynamics,14,48,14,0.0851063829787234,0.0009069707178025395
task_init,0.005,v82_frozen_plus_dynamics,15,64,15,0.11347517730496454,0.0009717543405027209
task_init,0.005,v82_frozen_plus_dynamics,16,90,19,0.1595744680851064,0.0012308888313034465
task_init,0.005,v82_frozen_plus_dynamics,17,107,23,0.18971631205673758,0.0014900233221041722
task_init,0.005,v82_frozen_plus_dynamics,18,133,28,0.23581560283687944,0.001813941435605079
task_init,0.005,v82_frozen_plus_dynamics,19,165,36,0.2925531914893617,0.00233221041720653
task_init,0.005,v82_frozen_plus_dynamics,20,189,43,0.3351063829787234,0.0027856957761078
task_init,0.005,v82_frozen_plus_dynamics,21,214,55,0.37943262411347517,0.0035630992485099766
task_init,0.005,v82_frozen_plus_dynamics,22,218,62,0.38652482269503546,0.004016584607411246
task_init,0.005,v82_frozen_plus_dynamics,23,223,67,0.3953900709219858,0.004340502720912153
task_init,0.005,v82_frozen_plus_dynamics,24,242,73,0.42907801418439717,0.004729204457113242
task_init,0.005,v82_frozen_plus_dynamics,25,260,75,0.46099290780141844,0.004858771702513604
task_init,0.005,v82_frozen_plus_dynamics,26,269,78,0.4769503546099291,0.005053122570614149
task_init,0.005,v82_frozen_plus_dynamics,27,273,79,0.48404255319148937,0.00511790619331433
task_init,0.005,v82_frozen_plus_dynamics,28,281,81,0.49822695035460995,0.005247473438714693
task_init,0.005,v82_frozen_plus_dynamics,29,294,81,0.5212765957446809,0.005247473438714693
task_init,0.005,v82_frozen_plus_dynamics,30,315,83,0.5585106382978723,0.005377040684115056
task_init,0.005,v82_frozen_plus_dynamics,31,343,90,0.6081560283687943,0.005830526043016326
task_init,0.005,v82_frozen_plus_dynamics,32,377,93,0.6684397163120568,0.00602487691111687
task_init,0.005,v82_frozen_plus_dynamics,33,401,94,0.7109929078014184,0.006089660533817051
task_init,0.005,v82_frozen_plus_dynamics,34,412,96,0.7304964539007093,0.006219227779217414
task_init,0.005,v82_frozen_plus_dynamics,35,423,97,0.75,0.0062840114019175955
task_init,0.005,v82_frozen_plus_dynamics,36,431,98,0.7641843971631206,0.0063487950246177765
task_init,0.005,v82_frozen_plus_dynamics,37,432,99,0.7659574468085106,0.006413578647317958
task_init,0.005,v82_frozen_plus_dynamics,38,435,100,0.7712765957446809,0.0064783622700181395
task_init,0.005,v82_frozen_plus_dynamics,39,442,102,0.7836879432624113,0.006607929515418502
task_init,0.005,v82_frozen_plus_dynamics,40,449,102,0.7960992907801419,0.006607929515418502
task_init,0.005,v82_frozen_plus_dynamics,41,453,102,0.8031914893617021,0.006607929515418502
task_init,0.005,v82_frozen_plus_dynamics,42,459,102,0.8138297872340425,0.006607929515418502
task_init,0.005,v82_frozen_plus_dynamics,43,463,102,0.8209219858156028,0.006607929515418502
task_init,0.005,v82_frozen_plus_dynamics,44,467,102,0.8280141843971631,0.006607929515418502
task_init,0.005,v82_frozen_plus_dynamics,45,467,102,0.8280141843971631,0.006607929515418502
task_init,0.005,v82_frozen_plus_dynamics,46,468,102,0.8297872340425532,0.006607929515418502
task_init,0.005,v82_frozen_plus_dynamics,47,471,102,0.8351063829787234,0.006607929515418502
task_init,0.005,v82_frozen_plus_dynamics,48,474,102,0.8404255319148937,0.006607929515418502
task_init,0.005,v82_frozen_plus_dynamics,49,474,102,0.8404255319148937,0.006607929515418502
task_init,0.005,v82_frozen_plus_dynamics,50,475,102,0.8421985815602837,0.006607929515418502
task_init,0.005,v82_frozen_plus_dynamics,51,475,102,0.8421985815602837,0.006607929515418502
task_init,0.01,v82_reference,0,0,0,0.0,0.0
task_init,0.01,v82_reference,1,0,0,0.0,0.0
task_init,0.01,v82_reference,2,0,0,0.0,0.0
task_init,0.01,v82_reference,3,0,0,0.0,0.0
task_init,0.01,v82_reference,4,0,0,0.0,0.0
task_init,0.01,v82_reference,5,0,0,0.0,0.0
task_init,0.01,v82_reference,6,0,0,0.0,0.0
task_init,0.01,v82_reference,7,0,0,0.0,0.0
task_init,0.01,v82_reference,8,0,0,0.0,0.0
task_init,0.01,v82_reference,9,4,1,0.0070921985815602835,6.47836227001814e-05
task_init,0.01,v82_reference,10,10,1,0.01773049645390071,6.47836227001814e-05
task_init,0.01,v82_reference,11,14,1,0.024822695035460994,6.47836227001814e-05
task_init,0.01,v82_reference,12,15,1,0.026595744680851064,6.47836227001814e-05
