global_row,task,episode,failure,boundary_selected,calibration,alpha,method,cached_first,raw_first,exact_first_match
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.005,v82_reference,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.01,v82_reference,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.02,v82_reference,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.05,v82_reference,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.005,dynamics_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.01,dynamics_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.02,dynamics_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.05,dynamics_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.005,v82_integrated,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.01,v82_integrated,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.02,v82_integrated,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.05,v82_integrated,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.005,v82_reference,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.01,v82_reference,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.02,v82_reference,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.05,v82_reference,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.005,dynamics_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.01,dynamics_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.02,dynamics_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.05,dynamics_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.005,v82_integrated,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.01,v82_integrated,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.02,v82_integrated,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.05,v82_integrated,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.005,v82_reference,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.01,v82_reference,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.02,v82_reference,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.05,v82_reference,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.005,dynamics_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.01,dynamics_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.02,dynamics_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.05,dynamics_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.005,v82_integrated,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.01,v82_integrated,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.02,v82_integrated,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.05,v82_integrated,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.005,v82_reference,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.01,v82_reference,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.02,v82_reference,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.05,v82_reference,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.005,dynamics_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.01,dynamics_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.02,dynamics_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.05,dynamics_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.005,v82_integrated,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.01,v82_integrated,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.02,v82_integrated,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.05,v82_integrated,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.005,v82_reference,24,24,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.01,v82_reference,24,24,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.02,v82_reference,23,23,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.05,v82_reference,23,23,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.005,dynamics_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.01,dynamics_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.02,dynamics_only,26,26,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.05,dynamics_only,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.005,v82_integrated,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.01,v82_integrated,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.02,v82_integrated,24,24,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.05,v82_integrated,23,23,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.005,v82_reference,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.01,v82_reference,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.02,v82_reference,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.05,v82_reference,23,23,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.005,dynamics_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.01,dynamics_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.02,dynamics_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.05,dynamics_only,27,27,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.005,v82_integrated,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.01,v82_integrated,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.02,v82_integrated,-1,-1,True
