action_steps,arm,bench,benchmark,category,first_trigger_query,inference_calls,init_state_id,interventions,max_rr,perturbation,physical_steps,random_first_query,rc,skipped,status,success,tag,task_id,task_name,wall
267,native,libero10,pro,,,27,10,0,0.10606060606060606,none,0,,0,False,completed,True,l10-task00-init10,0,,71.5
267,hold16,libero10,pro,,,27,10,0,0.10606060606060606,none,0,,0,False,completed,True,l10-task00-init10,0,,71.9
267,hold16_random,libero10,pro,,,27,10,0,0.10606060606060606,none,0,41,0,False,completed,True,l10-task00-init10,0,,72.4
264,native,plus,plus,Background Textures,,27,0,0,0.06060606060606061,,0,,0,False,completed,True,plus-task00-BackgroundTextures-0,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_tb_2,76.5
264,hold16,plus,plus,Background Textures,,27,0,0,0.06060606060606061,,0,,0,False,completed,True,plus-task00-BackgroundTextures-0,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_tb_2,77.4
264,hold16_random,plus,plus,Background Textures,,27,0,0,0.06060606060606061,,0,37,0,False,completed,True,plus-task00-BackgroundTextures-0,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_tb_2,78.2
520,hold16_random,pro-swap,pro,,20,45,0,5,1.0,swap,70,20,0,False,completed,False,pro-swap-task00-init00,0,,126.2
520,hold16,pro-swap,pro,,14,48,0,3,0.6363636363636364,swap,48,,0,False,completed,False,pro-swap-task00-init00,0,,128.0
520,native,pro-swap,pro,,,52,0,0,1.0,swap,0,,0,False,completed,False,pro-swap-task00-init00,0,,131.8
