run,init_state_id,seed,status,loop_onset_query,offset,fork_query,k,successes,success_rate,wilson95_low,wilson95_high,paired_noise_stream_key
formal_seed20260830,7,20260830,trunk_succeeded,-1,,,,,,,,
scan_init3_seed20260903,3,20260903,complete,36,-4,32,8,0,0.0,0.0,0.3244,9731
scan_init3_seed20260903,3,20260903,complete,36,-2,34,8,0,0.0,0.0,0.3244,9731
scan_init3_seed20260903,3,20260903,complete,36,0,36,8,0,0.0,0.0,0.3244,9731
