window,layer_group,confirmations,quantile,threshold_mode,ratio_threshold,eps_length,tp,fp,recall,precision,timely_fpr,low_prior_tp,low_prior_fp,low_prior_precision
2,back,1,0.05,global,0.4092811644077301,0.037638433277606964,265,482,0.5441478439425051,0.35475234270414996,0.03367567945224621,64,462,0.12167300380228137
2,back,1,0.075,global,0.4200007915496826,0.037638433277606964,271,863,0.5564681724845996,0.23897707231040563,0.060294836861594356,71,840,0.07793633369923161
2,back,1,0.1,global,0.42690443992614746,0.037638433277606964,277,1233,0.5687885010266941,0.18344370860927153,0.08614546216726053,76,1208,0.059190031152647975
2,back,1,0.15,global,0.43714240193367004,0.037638433277606964,292,1982,0.5995893223819302,0.1284080914687775,0.1384755117725145,97,1957,0.047224926971762414
2,back,1,0.2,global,0.44455647468566895,0.037638433277606964,307,2710,0.6303901437371663,0.10175671196552867,0.1893383637252847,119,2685,0.04243937232524964
2,back,2,0.005,global,0.0,0.037638433277606964,0,0,0.0,,0.0,0,0,
2,back,2,0.01,global,0.0,0.037638433277606964,0,0,0.0,,0.0,0,0,
2,back,2,0.025,global,0.4672863483428955,0.037638433277606964,215,144,0.4414784394250513,0.5988857938718662,0.010060783902745755,33,131,0.20121951219512196
2,back,2,0.05,global,0.4774521589279175,0.037638433277606964,227,521,0.46611909650924027,0.303475935828877,0.03640047509257319,40,507,0.07312614259597806
2,back,2,0.075,global,0.48197299242019653,0.037638433277606964,239,900,0.49075975359342916,0.20983318700614575,0.06287989939216097,49,884,0.05251875669882101
2,back,2,0.1,global,0.48586156964302063,0.037638433277606964,242,1282,0.49691991786447637,0.15879265091863518,0.0895689233563893,53,1266,0.0401819560272934
2,back,2,0.15,global,0.49136003851890564,0.037638433277606964,251,2029,0.5154004106776181,0.11008771929824561,0.1417592398518829,63,2012,0.030361445783132532
2,back,2,0.2,global,0.4953916668891907,0.037638433277606964,265,2764,0.5441478439425051,0.08748761967646088,0.19311115768881437,72,2746,0.0255500354861604
2,back,3,0.005,global,0.0,0.037638433277606964,0,0,0.0,,0.0,0,0,
2,back,3,0.01,global,0.0,0.037638433277606964,0,0,0.0,,0.0,0,0,
2,back,3,0.025,global,0.49266862869262695,0.037638433277606964,170,190,0.3490759753593429,0.4722222222222222,0.013274645427233982,15,180,0.07692307692307693
2,back,3,0.05,global,0.5021100044250488,0.037638433277606964,187,561,0.3839835728952772,0.25,0.03919513728778034,24,551,0.04173913043478261
2,back,3,0.075,global,0.5063002109527588,0.037638433277606964,199,926,0.4086242299794661,0.1768888888888889,0.06469642981904562,35,916,0.03680336487907466
2,back,3,0.1,global,0.5101233720779419,0.037638433277606964,208,1299,0.4271047227926078,0.13802256138022562,0.09075665478935234,43,1289,0.03228228228228228
2,back,3,0.15,global,0.5157384872436523,0.037638433277606964,227,2026,0.46611909650924027,0.10075454948956947,0.14154964018724236,64,2015,0.030784030784030785
2,back,3,0.2,global,0.5198278427124023,0.037638433277606964,236,2759,0.48459958932238195,0.07879799666110184,0.19276182491441346,72,2747,0.02554097197587797
2,back,4,0.005,global,0.0,0.037638433277606964,0,0,0.0,,0.0,0,0,
2,back,4,0.01,global,0.40818363428115845,0.037638433277606964,126,7,0.2587268993839836,0.9473684210526315,0.000489065884161252,8,0,1.0
2,back,4,0.025,global,0.5118563175201416,0.037638433277606964,149,213,0.3059548254620123,0.4116022099447514,0.014881576189478097,12,205,0.055299539170506916
2,back,4,0.05,global,0.5202999711036682,0.037638433277606964,165,587,0.33880903490759756,0.21941489361702127,0.04101166771466499,24,579,0.03980099502487562
2,back,4,0.075,global,0.5254151821136475,0.037638433277606964,175,968,0.3593429158110883,0.15310586176727908,0.06763082512401314,30,959,0.030333670374115267
2,back,4,0.1,global,0.5292389988899231,0.037638433277606964,185,1348,0.3798767967145791,0.12067840834964122,0.0941801159784811,39,1339,0.02830188679245283
2,back,4,0.15,global,0.5349071025848389,0.037638433277606964,201,2107,0.4127310061601643,0.08708838821490468,0.14720883113253685,56,2096,0.026022304832713755
2,back,4,0.2,global,0.5398300290107727,0.037638433277606964,218,2863,0.44763860369609854,0.07075624797143784,0.20002794662195209,73,2853,0.024948735475051265
2,back,6,0.005,global,0.0,0.037638433277606964,0,0,0.0,,0.0,0,0,
2,back,6,0.01,global,0.516594648361206,0.037638433277606964,111,22,0.22792607802874743,0.8345864661654135,0.001537064207363935,4,19,0.17391304347826086
2,back,6,0.025,global,0.5342894196510315,0.037638433277606964,131,234,0.26899383983572894,0.3589041095890411,0.01634877384196185,17,231,0.06854838709677419
2,back,6,0.05,global,0.5429284572601318,0.037638433277606964,149,605,0.3059548254620123,0.1976127320954907,0.04226926570250821,32,602,0.050473186119873815
2,back,6,0.075,global,0.5480635166168213,0.037638433277606964,163,975,0.3347022587268994,0.14323374340949033,0.0681198910081744,43,972,0.042364532019704436
2,back,6,0.1,global,0.5519401431083679,0.037638433277606964,175,1347,0.3593429158110883,0.11498028909329829,0.09411024942360093,49,1344,0.035175879396984924
2,back,6,0.15,global,0.5580968260765076,0.037638433277606964,195,2087,0.4004106776180698,0.08545135845749342,0.1458115000349333,66,2084,0.030697674418604652
2,back,6,0.2,global,0.563167154788971,0.037638433277606964,211,2807,0.433264887063655,0.06991385023194169,0.19611541954866205,83,2803,0.02875952875952876
2,front,1,0.005,global,0.0,0.037638433277606964,0,0,0.0,,0.0,0,0,
2,front,1,0.01,global,0.0,0.037638433277606964,0,0,0.0,,0.0,0,0,
2,front,1,0.025,global,0.0,0.037638433277606964,0,0,0.0,,0.0,0,0,
2,front,1,0.05,global,0.0,0.037638433277606964,0,0,0.0,,0.0,0,0,
2,front,1,0.075,global,0.33788055181503296,0.037638433277606964,113,1071,0.23203285420944558,0.09543918918918919,0.07482708027667155,35,1066,0.03178928247048138
2,front,1,0.1,global,0.4038451611995697,0.037638433277606964,163,1339,0.3347022587268994,0.1085219707057257,0.09355131698455948,52,1325,0.03776325344952796
2,front,1,0.15,global,0.42512500286102295,0.037638433277606964,216,1897,0.44353182751540043,0.10222432560340748,0.1325368546076993,79,1879,0.04034729315628192
2,front,1,0.2,global,0.43733471632003784,0.037638433277606964,258,2489,0.5297741273100616,0.0939206406989443,0.17389785509676517,101,2466,0.03934553954031944
2,front,2,0.005,global,0.0,0.037638433277606964,0,0,0.0,,0.0,0,0,
2,front,2,0.01,global,0.0,0.037638433277606964,0,0,0.0,,0.0,0,0,
2,front,2,0.025,global,0.2660992443561554,0.037638433277606964,39,360,0.08008213552361396,0.09774436090225563,0.02515195975686439,10,360,0.02702702702702703
2,front,2,0.05,global,0.47275376319885254,0.037638433277606964,144,618,0.29568788501026694,0.1889763779527559,0.043177530915950536,28,613,0.0436817472698908
2,front,2,0.075,global,0.4974892735481262,0.037638433277606964,260,810,0.5338809034907598,0.24299065420560748,0.05659190945294487,43,794,0.05137395459976105
2,front,2,0.1,global,0.5079432725906372,0.037638433277606964,292,1095,0.5995893223819302,0.21052631578947367,0.07650387759379584,56,1075,0.04951370468611848
2,front,2,0.15,global,0.5190452933311462,0.037638433277606964,334,1719,0.6858316221765913,0.16268874817340478,0.12010060783902746,72,1691,0.04083947816222348
2,front,2,0.2,global,0.5266774892807007,0.037638433277606964,358,2369,0.7351129363449692,0.1312797946461313,0.16551386851114372,90,2318,0.03737541528239203
2,front,3,0.005,global,0.0,0.037638433277606964,0,0,0.0,,0.0,0,0,
2,front,3,0.01,global,0.24174439907073975,0.037638433277606964,21,138,0.043121149897330596,0.1320754716981132,0.009641584573464682,4,138,0.028169014084507043
2,front,3,0.025,global,0.4749966859817505,0.037638433277606964,88,291,0.1806981519507187,0.23218997361477572,0.02033116747013205,14,288,0.046357615894039736
2,front,3,0.05,global,0.5266251564025879,0.037638433277606964,254,490,0.5215605749486653,0.34139784946236557,0.03423461189128764,32,469,0.06387225548902195
2,front,3,0.075,global,0.540488064289093,0.037638433277606964,303,808,0.62217659137577,0.2727272727272727,0.056452176343184515,55,773,0.06642512077294686
2,front,3,0.1,global,0.548957347869873,0.037638433277606964,328,1150,0.6735112936344969,0.2219215155615697,0.08034653811220568,67,1108,0.05702127659574468
2,front,3,0.15,global,0.5582424402236938,0.037638433277606964,355,1862,0.728952772073922,0.16012629679747406,0.13009152518689304,94,1794,0.04978813559322034
2,front,3,0.2,global,0.56505286693573,0.037638433277606964,376,2591,0.7720739219712526,0.1267273340074149,0.18102424369454342,111,2500,0.0425124473381846
2,front,4,0.005,global,0.2856539785861969,0.037638433277606964,15,64,0.030800821355236138,0.189873417721519,0.004471459512331447,4,63,0.05970149253731343
2,front,4,0.01,global,0.48481446504592896,0.037638433277606964,46,106,0.0944558521560575,0.3026315789473684,0.007405854817298959,9,105,0.07894736842105263
2,front,4,0.025,global,0.5313674211502075,0.037638433277606964,190,171,0.39014373716632444,0.5263157894736842,0.011947180884510585,20,160,0.1111111111111111
2,front,4,0.05,global,0.5544434189796448,0.037638433277606964,266,467,0.5462012320328542,0.36289222373806274,0.032627681129043525,35,434,0.07462686567164178
2,front,4,0.075,global,0.5638196468353271,0.037638433277606964,300,819,0.6160164271047228,0.2680965147453083,0.05722070844686648,53,777,0.06385542168674699
2,front,4,0.1,global,0.5700154900550842,0.037638433277606964,321,1183,0.6591375770020534,0.21343085106382978,0.08265213442325159,69,1133,0.05740432612312812
2,front,4,0.15,global,0.578445315361023,0.037638433277606964,356,1912,0.731006160164271,0.15696649029982362,0.13358485293090197,89,1843,0.04606625258799172
2,front,4,0.2,global,0.5842338800430298,0.037638433277606964,377,2643,0.7741273100616016,0.12483443708609271,0.18465730454831272,112,2552,0.042042042042042045
2,front,6,0.005,global,0.5205334424972534,0.037638433277606964,68,3,0.13963039014373715,0.9577464788732394,0.00020959966464053657,1,2,0.3333333333333333
2,front,6,0.01,global,0.5358223915100098,0.037638433277606964,129,6,0.2648870636550308,0.9555555555555556,0.00041919932928107315,3,3,0.5
2,front,6,0.025,global,0.5744966864585876,0.037638433277606964,221,135,0.4537987679671458,0.6207865168539326,0.009431984908824145,21,110,0.16030534351145037
2,front,6,0.05,global,0.5878409147262573,0.037638433277606964,271,467,0.5564681724845996,0.36720867208672087,0.032627681129043525,36,426,0.07792207792207792
2,front,6,0.075,global,0.5945199728012085,0.037638433277606964,302,818,0.6201232032854209,0.26964285714285713,0.057150841891986305,57,764,0.06942752740560293
2,front,6,0.1,global,0.5994163751602173,0.037638433277606964,320,1179,0.6570841889117043,0.2134756504336224,0.08237266820373088,65,1117,0.05499153976311337
2,front,6,0.15,global,0.6061938405036926,0.037638433277606964,344,1888,0.7063655030800822,0.15412186379928317,0.1319080556137777,86,1813,0.04528699315429173
2,front,6,0.2,global,0.6108722686767578,0.037638433277606964,362,2602,0.7433264887063655,0.12213225371120108,0.1817927757982254,108,2500,0.04141104294478527
3,all,1,0.005,global,0.13646677136421204,0.05766395851969719,69,8,0.14168377823408623,0.8961038961038961,0.0005589324390414309,12,7,0.631578947368421
3,all,1,0.01,global,0.15374252200126648,0.05766395851969719,129,14,0.2648870636550308,0.9020979020979021,0.000978131768322504,14,9,0.6086956521739131
3,all,1,0.025,global,0.2007259875535965,0.05766395851969719,174,198,0.35728952772073924,0.46774193548387094,0.013833577866275414,32,186,0.14678899082568808
3,all,1,0.05,global,0.26910099387168884,0.05766395851969719,229,537,0.4702258726899384,0.2989556135770235,0.037518339970656046,51,522,0.08900523560209424
3,all,1,0.075,global,0.27746355533599854,0.05766395851969719,237,917,0.486652977412731,0.20537261698440207,0.06406763082512401,53,901,0.05555555555555555
3,all,1,0.1,global,0.2824274003505707,0.05766395851969719,243,1293,0.4989733059548255,0.158203125,0.09033745546007127,54,1275,0.040632054176072234
3,all,1,0.15,global,0.28886890411376953,0.05766395851969719,250,2029,0.5133470225872689,0.10969723562966213,0.1417592398518829,62,2008,0.02995169082125604
3,all,1,0.2,global,0.29407981038093567,0.05766395851969719,262,2743,0.5379876796714579,0.08718801996672212,0.1916439600363306,73,2726,0.026080743122543767
3,all,2,0.005,global,0.1506790667772293,0.05766395851969719,73,0,0.14989733059548255,1.0,0.0,9,0,1.0
3,all,2,0.01,global,0.17912940680980682,0.05766395851969719,129,10,0.2648870636550308,0.9280575539568345,0.0006986655488017886,13,2,0.8666666666666667
3,all,2,0.025,global,0.2943268120288849,0.05766395851969719,190,183,0.39014373716632444,0.5093833780160858,0.012785579543072731,37,173,0.1761904761904762
3,all,2,0.05,global,0.3091595768928528,0.05766395851969719,211,549,0.433264887063655,0.2776315789473684,0.03835673862921819,47,539,0.08020477815699659
3,all,2,0.075,global,0.3146623969078064,0.05766395851969719,226,917,0.46406570841889117,0.19772528433945757,0.06406763082512401,61,905,0.06314699792960662
3,all,2,0.1,global,0.3183150887489319,0.05766395851969719,243,1273,0.4989733059548255,0.16029023746701848,0.08894012436246769,76,1261,0.056843679880329095
3,all,2,0.15,global,0.32455334067344666,0.05766395851969719,266,1981,0.5462012320328542,0.11838006230529595,0.13840564521763432,101,1968,0.04881585306911552
3,all,2,0.2,global,0.32933634519577026,0.05766395851969719,291,2676,0.5975359342915811,0.0980788675429727,0.18696290085935863,124,2663,0.04449228561176893
3,all,3,0.005,global,0.1609848588705063,0.05766395851969719,68,2,0.13963039014373715,0.9714285714285714,0.00013973310976035772,7,0,1.0
3,all,3,0.01,global,0.2148440182209015,0.05766395851969719,122,19,0.25051334702258726,0.8652482269503546,0.0013274645427233983,13,12,0.52
3,all,3,0.025,global,0.3355295658111572,0.05766395851969719,188,185,0.3860369609856263,0.5040214477211796,0.01292531265283309,38,172,0.18095238095238095
3,all,3,0.05,global,0.3471510410308838,0.05766395851969719,213,541,0.43737166324435317,0.28249336870026526,0.03779780619017676,50,526,0.08680555555555555
3,all,3,0.075,global,0.3532150983810425,0.05766395851969719,226,912,0.46406570841889117,0.19859402460456943,0.06371829805072311,60,893,0.06295907660020986
3,all,3,0.1,global,0.3568696677684784,0.05766395851969719,237,1290,0.486652977412731,0.15520628683693516,0.09012785579543073,66,1271,0.0493642483171279
3,all,3,0.15,global,0.3622360825538635,0.05766395851969719,260,2034,0.5338809034907598,0.11333914559721012,0.1421085726262838,87,2014,0.04140885292717753
3,all,3,0.2,global,0.3658987879753113,0.05766395851969719,282,2754,0.5790554414784395,0.09288537549407115,0.19241249214001258,110,2733,0.03869152303904327
3,all,4,0.005,global,0.1647259145975113,0.05766395851969719,69,3,0.14168377823408623,0.9583333333333334,0.00020959966464053657,2,0,1.0
3,all,4,0.01,global,0.31565946340560913,0.05766395851969719,136,7,0.2792607802874743,0.951048951048951,0.000489065884161252,15,3,0.8333333333333334
3,all,4,0.025,global,0.34958505630493164,0.05766395851969719,173,202,0.35523613963039014,0.4613333333333333,0.014113044085796129,31,192,0.13901345291479822
3,all,4,0.05,global,0.36126992106437683,0.05766395851969719,193,564,0.39630390143737165,0.25495376486129456,0.039404736952420874,40,551,0.0676818950930626
3,all,4,0.075,global,0.3666335344314575,0.05766395851969719,214,927,0.4394250513347023,0.18755477651183172,0.06476629637392581,50,912,0.05197505197505198
3,all,4,0.1,global,0.3707045912742615,0.05766395851969719,233,1294,0.4784394250513347,0.15258677144728225,0.09040732201495144,62,1278,0.04626865671641791
3,all,4,0.15,global,0.3760420083999634,0.05766395851969719,251,2048,0.5154004106776181,0.10917790343627665,0.1430867043946063,81,2030,0.03837044054950261
3,all,4,0.2,global,0.38033977150917053,0.05766395851969719,262,2810,0.5379876796714579,0.08528645833333333,0.1963250192133026,95,2791,0.03291753291753292
3,all,6,0.005,global,0.16920939087867737,0.05766395851969719,68,1,0.13963039014373715,0.9855072463768116,6.986655488017886e-05,1,0,1.0
3,all,6,0.01,global,0.3435431122779846,0.05766395851969719,124,8,0.2546201232032854,0.9393939393939394,0.0005589324390414309,13,4,0.7647058823529411
3,all,6,0.025,global,0.3757801651954651,0.05766395851969719,174,170,0.35728952772073924,0.5058139534883721,0.011877314329630406,36,162,0.18181818181818182
3,all,6,0.05,global,0.38871222734451294,0.05766395851969719,199,500,0.4086242299794661,0.28469241773962806,0.03493327744008943,52,490,0.0959409594095941
3,all,6,0.075,global,0.3946945369243622,0.05766395851969719,214,838,0.4394250513347023,0.20342205323193915,0.058548172989589885,64,827,0.0718294051627385
3,all,6,0.1,global,0.398611456155777,0.05766395851969719,227,1169,0.46611909650924027,0.16260744985673353,0.08167400265492908,73,1155,0.059446254071661236
3,all,6,0.15,global,0.40476280450820923,0.05766395851969719,247,1839,0.5071868583162218,0.1184084372003835,0.1284845944246489,93,1824,0.048513302034428794
3,all,6,0.2,global,0.4093538224697113,0.05766395851969719,257,2519,0.5277207392197125,0.0925792507204611,0.17599385174317053,108,2504,0.04134762633996937
3,back,1,0.005,global,0.0,0.05766395851969719,0,0,0.0,,0.0,0,0,
3,back,1,0.01,global,0.0,0.05766395851969719,0,0,0.0,,0.0,0,0,
3,back,1,0.025,global,0.25017595291137695,0.05766395851969719,225,140,0.4620123203285421,0.6164383561643836,0.00978131768322504,44,125,0.2603550295857988
3,back,1,0.05,global,0.2635605037212372,0.05766395851969719,239,524,0.49075975359342916,0.3132372214941022,0.03661007475721372,50,509,0.08944543828264759
3,back,1,0.075,global,0.2691531479358673,0.05766395851969719,240,915,0.4928131416837782,0.2077922077922078,0.06392789771536365,51,899,0.05368421052631579
3,back,1,0.1,global,0.2733002305030823,0.05766395851969719,242,1304,0.49691991786447637,0.15653298835705046,0.09110598756375324,52,1287,0.038834951456310676
3,back,1,0.15,global,0.2797591984272003,0.05766395851969719,252,2057,0.5174537987679672,0.10913815504547424,0.1437155033885279,62,2038,0.029523809523809525
3,back,1,0.2,global,0.284576952457428,0.05766395851969719,263,2792,0.5400410677618069,0.08608837970540098,0.19506742122545936,76,2775,0.026657313223430377
3,back,2,0.005,global,0.0,0.05766395851969719,0,0,0.0,,0.0,0,0,
3,back,2,0.01,global,0.0,0.05766395851969719,0,0,0.0,,0.0,0,0,
3,back,2,0.025,global,0.2898043394088745,0.05766395851969719,205,166,0.4209445585215606,0.5525606469002695,0.011597848110109691,34,153,0.18181818181818182
3,back,2,0.05,global,0.29863160848617554,0.05766395851969719,216,549,0.44353182751540043,0.2823529411764706,0.03835673862921819,45,537,0.07731958762886598
3,back,2,0.075,global,0.30339425802230835,0.05766395851969719,226,931,0.46406570841889117,0.19533275713050993,0.06504576259344652,55,918,0.0565262076053443
3,back,2,0.1,global,0.30677330493927,0.05766395851969719,235,1312,0.48254620123203285,0.15190691661279895,0.09166492000279466,69,1297,0.050512445095168376
3,back,2,0.15,global,0.31197717785835266,0.05766395851969719,243,2074,0.4989733059548255,0.10487699611566681,0.14490323482149095,80,2059,0.03740065451145395
3,back,2,0.2,global,0.3162224590778351,0.05766395851969719,256,2822,0.5256673511293635,0.08317089018843404,0.19716341787186473,104,2808,0.03571428571428571
3,back,3,0.005,global,0.0,0.05766395851969719,0,0,0.0,,0.0,0,0,
3,back,3,0.01,global,0.0,0.05766395851969719,0,0,0.0,,0.0,0,0,
3,back,3,0.025,global,0.32398882508277893,0.05766395851969719,179,192,0.3675564681724846,0.48247978436657685,0.01341437853699434,27,181,0.12980769230769232
3,back,3,0.05,global,0.3317261338233948,0.05766395851969719,190,570,0.39014373716632444,0.25,0.03982393628170195,38,558,0.06375838926174497
3,back,3,0.075,global,0.3357046842575073,0.05766395851969719,198,947,0.406570841889117,0.17292576419213973,0.06616362747152937,47,935,0.04786150712830957
3,back,3,0.1,global,0.3386267423629761,0.05766395851969719,206,1322,0.42299794661190965,0.13481675392670156,0.09236358555159645,52,1309,0.03820720058780309
3,back,3,0.15,global,0.34325993061065674,0.05766395851969719,220,2059,0.4517453798767967,0.09653356735410268,0.14385523649828827,66,2045,0.031264803410705824
3,back,3,0.2,global,0.3467283844947815,0.05766395851969719,233,2787,0.4784394250513347,0.0771523178807947,0.19471808845105848,81,2774,0.028371278458844133
3,back,4,0.005,global,0.0,0.05766395851969719,0,0,0.0,,0.0,0,0,
3,back,4,0.01,global,0.21939128637313843,0.05766395851969719,128,7,0.26283367556468173,0.9481481481481482,0.000489065884161252,9,0,1.0
3,back,4,0.025,global,0.3364981412887573,0.05766395851969719,162,206,0.3326488706365503,0.44021739130434784,0.014392510305316845,23,197,0.10454545454545454
3,back,4,0.05,global,0.34400856494903564,0.05766395851969719,177,589,0.36344969199178645,0.2310704960835509,0.041151400824425345,36,579,0.05853658536585366
3,back,4,0.075,global,0.34804508090019226,0.05766395851969719,185,972,0.3798767967145791,0.1598962834917891,0.06791029134353385,46,962,0.04563492063492063
3,back,4,0.1,global,0.35112690925598145,0.05766395851969719,197,1353,0.40451745379876797,0.1270967741935484,0.094529448752882,56,1341,0.04008589835361489
3,back,4,0.15,global,0.35627737641334534,0.05766395851969719,212,2112,0.4353182751540041,0.09122203098106713,0.14755816390693774,67,2100,0.03091832025842178
3,back,4,0.2,global,0.36057567596435547,0.05766395851969719,229,2867,0.4702258726899384,0.07396640826873385,0.2003074128414728,81,2854,0.02759795570698467
3,back,6,0.005,global,0.0,0.05766395851969719,0,0,0.0,,0.0,0,0,
3,back,6,0.01,global,0.3151262402534485,0.05766395851969719,124,3,0.2546201232032854,0.9763779527559056,0.00020959966464053657,10,0,1.0
3,back,6,0.025,global,0.3572101294994354,0.05766395851969719,151,197,0.31006160164271046,0.4339080459770115,0.013763711311395236,26,194,0.11818181818181818
3,back,6,0.05,global,0.3645339906215668,0.05766395851969719,169,542,0.3470225872689938,0.23769338959212377,0.03786767274505694,40,537,0.06932409012131716
