reference_seed_group,evaluation_seed_group,scope,episodes,failures,threshold,detector_tp,detector_fp,detector_fn,detector_tn,detector_precision,detector_failure_recall,detector_success_false_alarm_rate,fixed_clock_tp,fixed_clock_fp,fixed_clock_fn,fixed_clock_tn,fixed_clock_precision,fixed_clock_failure_recall,fixed_clock_success_false_alarm_rate,matched_clock_query,matched_clock_tp,matched_clock_fp,matched_clock_fn,matched_clock_tn,matched_clock_precision,matched_clock_failure_recall,matched_clock_success_false_alarm_rate
seed1000_1007,seed1000_1007,heldout_tasks,3200,114,0.9488815311313898,51,32,63,3054,0.6144578313253012,0.4473684210526316,0.010369410239792612,47,3,67,3083,0.94,0.41228070175438597,0.0009721322099805574,29,68,27,46,3059,0.7157894736842105,0.5964912280701754,0.008749189889825017
seed1000_1007,seed1000_1007,all_tasks,16000,532,0.9488815311313898,152,155,380,15313,0.495114006514658,0.2857142857142857,0.010020687871735195,267,105,265,15363,0.717741935483871,0.5018796992481203,0.0067882079131109385,39,267,105,265,15363,0.717741935483871,0.5018796992481203,0.0067882079131109385
seed1000_1007,seed1008_1015,heldout_tasks,3200,125,0.9488815311313898,55,30,70,3045,0.6470588235294118,0.44,0.00975609756097561,48,0,77,3075,1.0,0.384,0.0,28,73,29,52,3046,0.7156862745098039,0.584,0.00943089430894309
seed1000_1007,seed1008_1015,all_tasks,16000,564,0.9488815311313898,152,177,412,15259,0.46200607902735563,0.2695035460992908,0.011466701217932107,274,110,290,15326,0.7135416666666666,0.4858156028368794,0.007126198497019953,39,274,110,290,15326,0.7135416666666666,0.4858156028368794,0.007126198497019953
seed1008_1015,seed1000_1007,heldout_tasks,3200,114,0.955347031224721,51,28,63,3058,0.6455696202531646,0.4473684210526316,0.009073233959818535,47,3,67,3083,0.94,0.41228070175438597,0.0009721322099805574,29,68,27,46,3059,0.7157894736842105,0.5964912280701754,0.008749189889825017
seed1008_1015,seed1000_1007,all_tasks,16000,532,0.955347031224721,145,129,387,15339,0.5291970802919708,0.2725563909774436,0.008339798293250583,267,105,265,15363,0.717741935483871,0.5018796992481203,0.0067882079131109385,39,267,105,265,15363,0.717741935483871,0.5018796992481203,0.0067882079131109385
seed1008_1015,seed1008_1015,heldout_tasks,3200,125,0.955347031224721,55,26,70,3049,0.6790123456790124,0.44,0.008455284552845528,48,0,77,3075,1.0,0.384,0.0,29,73,21,52,3054,0.776595744680851,0.584,0.006829268292682927
seed1008_1015,seed1008_1015,all_tasks,16000,564,0.955347031224721,146,149,418,15287,0.49491525423728816,0.25886524822695034,0.009652759782327028,274,110,290,15326,0.7135416666666666,0.4858156028368794,0.007126198497019953,39,274,110,290,15326,0.7135416666666666,0.4858156028368794,0.007126198497019953
