run,task,episode,metric,values_compared,max_abs_difference,mean_abs_difference
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,133,evidence_response,21,3.0979171039849374e-05,9.195262372025101e-06
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,133,evidence_recurrence,21,1.5961097221683929e-07,5.897328655571751e-08
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,266,convergence_raw,26,6.358013732543633e-05,3.908202553038988e-05
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,266,state_jump,25,2.472992977009536e-06,2.212288071129498e-07
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,266,action_jump,25,2.554379675764884e-05,9.368020715458323e-06
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,266,response_raw,25,2.5563541771800313e-05,9.521575692278127e-06
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,266,recurrence_raw,25,8.88443555391305e-08,2.8866534571569958e-08
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,266,evidence_convergence,22,2.466928404509794e-05,1.2264685171537398e-05
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,266,evidence_response,22,3.8764634379157004e-05,1.807738832852356e-05
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,266,evidence_recurrence,22,1.2561624662676962e-07,4.261895966442805e-08
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,399,convergence_raw,22,8.04562542099374e-05,4.042856180732685e-05
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,399,state_jump,21,2.226563457496944e-07,7.588066610701254e-08
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,399,action_jump,21,2.1330606485514547e-05,7.0745339086402014e-06
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,399,response_raw,21,2.1269467163326228e-05,7.052531994182949e-06
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,399,recurrence_raw,21,1.1060723836830988e-07,3.735721739886852e-08
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,399,evidence_convergence,18,6.467402768095543e-05,2.643408596343809e-05
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,399,evidence_response,18,2.7067359046090145e-05,7.689851728733605e-06
seed1008_1015,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,399,evidence_recurrence,18,1.1028320856532048e-07,5.919799725726291e-08
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,convergence_raw,14,8.618116639791396e-05,3.679244708335424e-05
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,state_jump,13,1.3574803536808844e-07,4.112487582526196e-08
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,action_jump,13,1.9627527521024618e-05,1.064044861908732e-05
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,response_raw,13,1.960869745043503e-05,1.0663854755343927e-05
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,recurrence_raw,13,1.1156990764593644e-07,5.3910077709632496e-08
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,evidence_convergence,10,3.8821095804664196e-05,2.7189284672823888e-05
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,evidence_response,10,3.661135845700603e-05,1.842264742246691e-05
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,evidence_recurrence,10,1.1561822188532744e-07,4.525879961914114e-08
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,133,convergence_raw,15,0.00011478066895914685,4.6562596217673376e-05
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,133,state_jump,14,2.015012151024287e-07,6.750582637327085e-08
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,133,action_jump,14,1.21039060915068e-05,4.564021102221341e-06
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,133,response_raw,14,1.2018707346295177e-05,4.532662148007603e-06
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,133,recurrence_raw,14,9.38686449680759e-08,3.1612944888832166e-08
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,133,evidence_convergence,11,6.626052031982743e-05,2.0116412198350524e-05
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,133,evidence_response,11,9.57608549356781e-06,3.5432242568174526e-06
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,133,evidence_recurrence,11,1.2547886485414494e-07,7.592624293930393e-08
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,266,convergence_raw,16,8.124869554870795e-05,4.066847266573706e-05
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,266,state_jump,15,6.802208812883848e-08,3.282987429594394e-08
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,266,action_jump,15,2.1075159212922967e-05,9.172526458167685e-06
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,266,response_raw,15,2.1091936161315994e-05,9.177015241217575e-06
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,266,recurrence_raw,15,1.2128946702549825e-07,4.3572233695184556e-08
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,266,evidence_convergence,12,4.470004074652589e-05,2.076433353509488e-05
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,266,evidence_response,12,3.801465520245073e-05,2.739111948875268e-05
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,266,evidence_recurrence,12,1.7380985972703655e-07,5.91569449814866e-08
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,399,convergence_raw,15,7.47075805970221e-05,4.431383516646885e-05
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,399,state_jump,14,2.3186128671193185e-07,5.839881540153913e-08
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,399,action_jump,14,1.5926517475835927e-05,6.425943138259338e-06
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,399,response_raw,14,1.5853975748075788e-05,6.448504542269243e-06
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,399,recurrence_raw,14,8.308174948012947e-08,3.8532449239284516e-08
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,399,evidence_convergence,11,3.898134427349209e-05,2.1442546517142453e-05
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,399,evidence_response,11,2.4413832541564373e-05,1.3669019125154987e-05
seed1008_1015,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,399,evidence_recurrence,11,7.543531843623441e-08,3.1891926301839325e-08
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,convergence_raw,12,4.862384106096851e-05,2.484519449693264e-05
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,state_jump,11,1.3783974575631852e-07,3.953209730274536e-08
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,action_jump,11,1.4983138235023785e-05,7.0079976429226656e-06
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,response_raw,11,1.4985242292014922e-05,6.993152782496843e-06
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,recurrence_raw,11,7.976739269111022e-08,4.0811525714445906e-08
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,evidence_convergence,8,3.339840091276525e-05,1.435317085930754e-05
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,evidence_response,8,1.0908463325493e-05,6.400253806763956e-06
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,evidence_recurrence,8,1.284315909177991e-07,7.222698361619706e-08
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,133,convergence_raw,12,6.276958328421678e-05,3.26732159131408e-05
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,133,state_jump,11,1.2193298498663907e-07,4.632678371474519e-08
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,133,action_jump,11,2.4990910051717052e-05,9.040576030076158e-06
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,133,response_raw,11,2.488465559236097e-05,9.016986122338407e-06
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,133,recurrence_raw,11,1.3764140960326188e-07,5.213940022154937e-08
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,133,evidence_convergence,8,2.595476486932924e-05,1.4179459721999632e-05
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,133,evidence_response,8,3.3392294436662695e-05,1.1487219164930257e-05
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,133,evidence_recurrence,8,2.4853532087920627e-07,1.440494684368243e-07
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,266,convergence_raw,12,3.9153962450688695e-05,2.7335133337321366e-05
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,266,state_jump,11,1.0892989671384967e-07,4.746103723413613e-08
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,266,action_jump,11,1.825091780190309e-05,6.3019832631669755e-06
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,266,response_raw,11,1.8335289195689497e-05,6.3219047873307055e-06
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,266,recurrence_raw,11,7.73641268825287e-08,3.694262223403138e-08
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,266,evidence_convergence,8,1.1471927756079303e-05,6.577881770442051e-06
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,266,evidence_response,8,1.4795895616814825e-05,7.703575874831725e-06
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,266,evidence_recurrence,8,8.914623628175633e-08,4.622906178697317e-08
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,399,convergence_raw,13,4.406194680584008e-05,3.065061218364097e-05
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,399,state_jump,12,1.485350651087014e-07,4.2884094851591836e-08
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,399,action_jump,12,1.4000959988769157e-05,5.881880267505126e-06
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,399,response_raw,12,1.4038766139257142e-05,5.864020168893276e-06
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,399,recurrence_raw,12,7.073147278990888e-08,3.533073314465618e-08
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,399,evidence_convergence,9,2.29063282556341e-05,1.017833880282796e-05
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,399,evidence_response,9,1.0931487809090479e-05,6.821957073154743e-06
seed1008_1015,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,399,evidence_recurrence,9,1.1446628467304265e-07,5.3799981247770745e-08
