method,kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,fold
dyn_radius,episode,0.01,520,516,10.700185775756836,4,520,libero_long_20260907
dyn_radius,episode,0.03,520,506,9.66882038116455,14,520,libero_long_20260907
dyn_radius,episode,0.05,520,495,9.174015998840332,25,520,libero_long_20260907
dyn_radius,episode,0.1,520,469,7.841557025909424,51,520,libero_long_20260907
dyn_radius,episode,0.15,520,443,7.192535400390625,77,520,libero_long_20260907
dyn_radius,episode,0.2,520,417,6.5994157791137695,103,520,libero_long_20260907
dyn_radius,task_init,0.01,70,71,inf,0,520,libero_long_20260907
dyn_radius,task_init,0.03,70,69,14.600440979003906,1,520,libero_long_20260907
dyn_radius,task_init,0.05,70,68,13.638026237487793,2,520,libero_long_20260907
dyn_radius,task_init,0.1,70,64,9.759368896484375,6,520,libero_long_20260907
dyn_radius,task_init,0.15,70,61,9.157726287841797,9,520,libero_long_20260907
dyn_radius,task_init,0.2,70,57,8.153565406799316,13,520,libero_long_20260907
dyn_radius_outward,episode,0.01,520,516,9.27138900756836,4,520,libero_long_20260907
dyn_radius_outward,episode,0.03,520,506,8.269891738891602,14,520,libero_long_20260907
dyn_radius_outward,episode,0.05,520,495,7.785459518432617,25,520,libero_long_20260907
dyn_radius_outward,episode,0.1,520,469,6.3029913902282715,51,520,libero_long_20260907
dyn_radius_outward,episode,0.15,520,443,5.07301664352417,77,520,libero_long_20260907
dyn_radius_outward,episode,0.2,520,417,4.681591033935547,103,520,libero_long_20260907
dyn_radius_outward,task_init,0.01,70,71,inf,0,520,libero_long_20260907
dyn_radius_outward,task_init,0.03,70,69,12.195294380187988,1,520,libero_long_20260907
dyn_radius_outward,task_init,0.05,70,68,11.935914039611816,2,520,libero_long_20260907
dyn_radius_outward,task_init,0.1,70,64,8.2676420211792,6,520,libero_long_20260907
dyn_radius_outward,task_init,0.15,70,61,6.994597434997559,9,520,libero_long_20260907
dyn_radius_outward,task_init,0.2,70,57,5.478790760040283,13,520,libero_long_20260907
