method,kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,fold
dyn_success_knn_k1,episode,0.01,520,516,2.6238667964935303,4,520,libero_long_20260907
dyn_success_knn_k1,episode,0.03,520,506,1.9127287864685059,14,520,libero_long_20260907
dyn_success_knn_k1,episode,0.05,520,495,1.698154091835022,25,520,libero_long_20260907
dyn_success_knn_k1,episode,0.1,520,469,1.502261757850647,51,520,libero_long_20260907
dyn_success_knn_k1,episode,0.15,520,443,1.4110820293426514,77,520,libero_long_20260907
dyn_success_knn_k1,episode,0.2,520,417,1.3577789068222046,103,520,libero_long_20260907
dyn_success_knn_k1,task_init,0.01,70,71,inf,0,520,libero_long_20260907
dyn_success_knn_k1,task_init,0.03,70,69,2.9706926345825195,1,520,libero_long_20260907
dyn_success_knn_k1,task_init,0.05,70,68,2.945688247680664,2,520,libero_long_20260907
dyn_success_knn_k1,task_init,0.1,70,64,2.0218021869659424,6,520,libero_long_20260907
dyn_success_knn_k1,task_init,0.15,70,61,1.856706976890564,9,520,libero_long_20260907
dyn_success_knn_k1,task_init,0.2,70,57,1.639657735824585,13,520,libero_long_20260907
dyn_success_knn_k5,episode,0.01,520,516,3.164552927017212,4,520,libero_long_20260907
dyn_success_knn_k5,episode,0.03,520,506,2.13586688041687,14,520,libero_long_20260907
dyn_success_knn_k5,episode,0.05,520,495,1.8797860145568848,25,520,libero_long_20260907
dyn_success_knn_k5,episode,0.1,520,469,1.6345248222351074,51,520,libero_long_20260907
dyn_success_knn_k5,episode,0.15,520,443,1.56517493724823,77,520,libero_long_20260907
dyn_success_knn_k5,episode,0.2,520,417,1.4983450174331665,103,520,libero_long_20260907
dyn_success_knn_k5,task_init,0.01,70,71,inf,0,520,libero_long_20260907
dyn_success_knn_k5,task_init,0.03,70,69,3.4551424980163574,1,520,libero_long_20260907
dyn_success_knn_k5,task_init,0.05,70,68,3.325981855392456,2,520,libero_long_20260907
dyn_success_knn_k5,task_init,0.1,70,64,2.3009755611419678,6,520,libero_long_20260907
dyn_success_knn_k5,task_init,0.15,70,61,2.13586688041687,9,520,libero_long_20260907
dyn_success_knn_k5,task_init,0.2,70,57,1.7739845514297485,13,520,libero_long_20260907
dyn_success_knn_k20,episode,0.01,520,516,3.7188374996185303,4,520,libero_long_20260907
dyn_success_knn_k20,episode,0.03,520,506,2.4972848892211914,14,520,libero_long_20260907
dyn_success_knn_k20,episode,0.05,520,495,2.2644810676574707,25,520,libero_long_20260907
dyn_success_knn_k20,episode,0.1,520,469,1.9490835666656494,51,520,libero_long_20260907
dyn_success_knn_k20,episode,0.15,520,443,1.8311376571655273,77,520,libero_long_20260907
dyn_success_knn_k20,episode,0.2,520,417,1.7509188652038574,103,520,libero_long_20260907
dyn_success_knn_k20,task_init,0.01,70,71,inf,0,520,libero_long_20260907
dyn_success_knn_k20,task_init,0.03,70,69,4.568849563598633,1,520,libero_long_20260907
dyn_success_knn_k20,task_init,0.05,70,68,4.067817211151123,2,520,libero_long_20260907
dyn_success_knn_k20,task_init,0.1,70,64,2.6674742698669434,6,520,libero_long_20260907
dyn_success_knn_k20,task_init,0.15,70,61,2.4972848892211914,9,520,libero_long_20260907
dyn_success_knn_k20,task_init,0.2,70,57,2.181267738342285,13,520,libero_long_20260907
dyn_success_knn_k20_persist3,episode,0.01,520,516,3.197664976119995,4,520,libero_long_20260907
dyn_success_knn_k20_persist3,episode,0.03,520,506,2.1299190521240234,14,520,libero_long_20260907
dyn_success_knn_k20_persist3,episode,0.05,520,495,1.931786060333252,25,520,libero_long_20260907
dyn_success_knn_k20_persist3,episode,0.1,520,469,1.648228406906128,51,520,libero_long_20260907
dyn_success_knn_k20_persist3,episode,0.15,520,443,1.5700342655181885,77,520,libero_long_20260907
dyn_success_knn_k20_persist3,episode,0.2,520,417,1.5037037134170532,103,520,libero_long_20260907
dyn_success_knn_k20_persist3,task_init,0.01,70,71,inf,0,520,libero_long_20260907
dyn_success_knn_k20_persist3,task_init,0.03,70,69,3.65012526512146,1,520,libero_long_20260907
dyn_success_knn_k20_persist3,task_init,0.05,70,68,3.563016891479492,2,520,libero_long_20260907
dyn_success_knn_k20_persist3,task_init,0.1,70,64,2.3758702278137207,6,520,libero_long_20260907
dyn_success_knn_k20_persist3,task_init,0.15,70,61,2.1299190521240234,9,520,libero_long_20260907
dyn_success_knn_k20_persist3,task_init,0.2,70,57,1.945114254951477,13,520,libero_long_20260907
dyn_vote_knn_k20,episode,0.01,520,516,0.699999988079071,3,520,libero_long_20260907
dyn_vote_knn_k20,episode,0.03,520,506,0.6499999761581421,10,520,libero_long_20260907
dyn_vote_knn_k20,episode,0.05,520,495,0.550000011920929,24,520,libero_long_20260907
dyn_vote_knn_k20,episode,0.1,520,469,0.44999998807907104,43,520,libero_long_20260907
dyn_vote_knn_k20,episode,0.15,520,443,0.30000001192092896,75,520,libero_long_20260907
dyn_vote_knn_k20,episode,0.2,520,417,0.25,91,520,libero_long_20260907
dyn_vote_knn_k20,task_init,0.01,70,71,inf,0,520,libero_long_20260907
dyn_vote_knn_k20,task_init,0.03,70,69,0.8500000238418579,1,520,libero_long_20260907
dyn_vote_knn_k20,task_init,0.05,70,68,0.8500000238418579,1,520,libero_long_20260907
dyn_vote_knn_k20,task_init,0.1,70,64,0.699999988079071,3,520,libero_long_20260907
dyn_vote_knn_k20,task_init,0.15,70,61,0.6000000238418579,9,520,libero_long_20260907
dyn_vote_knn_k20,task_init,0.2,70,57,0.550000011920929,12,520,libero_long_20260907
dyn_pca2_success_knn_k20,episode,0.01,520,516,2.8082854747772217,4,520,libero_long_20260907
dyn_pca2_success_knn_k20,episode,0.03,520,506,1.7494752407073975,14,520,libero_long_20260907
dyn_pca2_success_knn_k20,episode,0.05,520,495,1.5032613277435303,25,520,libero_long_20260907
dyn_pca2_success_knn_k20,episode,0.1,520,469,1.0641181468963623,51,520,libero_long_20260907
dyn_pca2_success_knn_k20,episode,0.15,520,443,0.7849057912826538,77,520,libero_long_20260907
dyn_pca2_success_knn_k20,episode,0.2,520,417,0.5698747038841248,103,520,libero_long_20260907
dyn_pca2_success_knn_k20,task_init,0.01,70,71,inf,0,520,libero_long_20260907
dyn_pca2_success_knn_k20,task_init,0.03,70,69,3.8382222652435303,1,520,libero_long_20260907
dyn_pca2_success_knn_k20,task_init,0.05,70,68,3.5491273403167725,2,520,libero_long_20260907
dyn_pca2_success_knn_k20,task_init,0.1,70,64,2.222893238067627,6,520,libero_long_20260907
dyn_pca2_success_knn_k20,task_init,0.15,70,61,1.8363579511642456,9,520,libero_long_20260907
dyn_pca2_success_knn_k20,task_init,0.2,70,57,1.3161975145339966,13,520,libero_long_20260907
route_success_knn_k20,episode,0.01,520,516,1.438089370727539,4,520,libero_long_20260907
route_success_knn_k20,episode,0.03,520,506,1.3746050596237183,14,520,libero_long_20260907
route_success_knn_k20,episode,0.05,520,495,1.3404687643051147,25,520,libero_long_20260907
route_success_knn_k20,episode,0.1,520,469,1.2848185300827026,51,520,libero_long_20260907
route_success_knn_k20,episode,0.15,520,443,1.2389686107635498,77,520,libero_long_20260907
route_success_knn_k20,episode,0.2,520,417,1.2204017639160156,103,520,libero_long_20260907
route_success_knn_k20,task_init,0.01,70,71,inf,0,520,libero_long_20260907
route_success_knn_k20,task_init,0.03,70,69,1.5178017616271973,1,520,libero_long_20260907
route_success_knn_k20,task_init,0.05,70,68,1.5102450847625732,2,520,libero_long_20260907
route_success_knn_k20,task_init,0.1,70,64,1.391932725906372,6,520,libero_long_20260907
route_success_knn_k20,task_init,0.15,70,61,1.3840525150299072,9,520,libero_long_20260907
route_success_knn_k20,task_init,0.2,70,57,1.3534363508224487,13,520,libero_long_20260907
eef_motion_low,episode,0.01,520,516,-0.0028153657913208008,4,520,libero_long_20260907
eef_motion_low,episode,0.03,520,506,-0.004924659617245197,14,520,libero_long_20260907
eef_motion_low,episode,0.05,520,495,-0.006147011648863554,25,520,libero_long_20260907
eef_motion_low,episode,0.1,520,469,-0.00870793592184782,51,520,libero_long_20260907
eef_motion_low,episode,0.15,520,443,-0.010832183063030243,77,520,libero_long_20260907
eef_motion_low,episode,0.2,520,417,-0.01435753796249628,103,520,libero_long_20260907
eef_motion_low,task_init,0.01,70,71,inf,0,520,libero_long_20260907
eef_motion_low,task_init,0.03,70,69,-0.001276426948606968,1,520,libero_long_20260907
eef_motion_low,task_init,0.05,70,68,-0.002098838100209832,2,520,libero_long_20260907
eef_motion_low,task_init,0.1,70,64,-0.0039206924848258495,6,520,libero_long_20260907
eef_motion_low,task_init,0.15,70,61,-0.005405627191066742,9,520,libero_long_20260907
eef_motion_low,task_init,0.2,70,57,-0.007576736621558666,13,520,libero_long_20260907
clock_q7,episode,0.01,520,516,41.0,3,520,libero_long_20260907
clock_q7,episode,0.03,520,506,39.0,13,520,libero_long_20260907
clock_q7,episode,0.05,520,495,38.0,19,520,libero_long_20260907
clock_q7,episode,0.1,520,469,35.0,50,520,libero_long_20260907
clock_q7,episode,0.15,520,443,26.0,73,520,libero_long_20260907
clock_q7,episode,0.2,520,417,26.0,73,520,libero_long_20260907
clock_q7,task_init,0.01,70,71,inf,0,520,libero_long_20260907
clock_q7,task_init,0.03,70,69,44.0,1,520,libero_long_20260907
clock_q7,task_init,0.05,70,68,42.0,2,520,libero_long_20260907
clock_q7,task_init,0.1,70,64,39.0,5,520,libero_long_20260907
clock_q7,task_init,0.15,70,61,38.0,7,520,libero_long_20260907
clock_q7,task_init,0.2,70,57,29.0,13,520,libero_long_20260907
