method,kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,fold
dyn_success_knn_k1,episode,0.01,542,538,2.1216044425964355,4,542,libero_goal_20260909
dyn_success_knn_k1,episode,0.03,542,527,1.7011164426803589,15,542,libero_goal_20260909
dyn_success_knn_k1,episode,0.05,542,516,1.5686341524124146,26,542,libero_goal_20260909
dyn_success_knn_k1,episode,0.1,542,489,1.4103285074234009,53,542,libero_goal_20260909
dyn_success_knn_k1,episode,0.15,542,462,1.3306981325149536,80,542,libero_goal_20260909
dyn_success_knn_k1,episode,0.2,542,435,1.2667871713638306,107,542,libero_goal_20260909
dyn_success_knn_k1,task_init,0.01,70,71,inf,0,542,libero_goal_20260909
dyn_success_knn_k1,task_init,0.03,70,69,2.1591262817382812,1,542,libero_goal_20260909
dyn_success_knn_k1,task_init,0.05,70,68,2.0376200675964355,2,542,libero_goal_20260909
dyn_success_knn_k1,task_init,0.1,70,64,1.7011164426803589,6,542,libero_goal_20260909
dyn_success_knn_k1,task_init,0.15,70,61,1.6102160215377808,9,542,libero_goal_20260909
dyn_success_knn_k1,task_init,0.2,70,57,1.5566171407699585,13,542,libero_goal_20260909
dyn_success_knn_k5,episode,0.01,542,538,2.18247389793396,4,542,libero_goal_20260909
dyn_success_knn_k5,episode,0.03,542,527,1.8070290088653564,15,542,libero_goal_20260909
dyn_success_knn_k5,episode,0.05,542,516,1.690136194229126,26,542,libero_goal_20260909
dyn_success_knn_k5,episode,0.1,542,489,1.5563645362854004,53,542,libero_goal_20260909
dyn_success_knn_k5,episode,0.15,542,462,1.4721815586090088,80,542,libero_goal_20260909
dyn_success_knn_k5,episode,0.2,542,435,1.387381672859192,107,542,libero_goal_20260909
dyn_success_knn_k5,task_init,0.01,70,71,inf,0,542,libero_goal_20260909
dyn_success_knn_k5,task_init,0.03,70,69,2.3165969848632812,1,542,libero_goal_20260909
dyn_success_knn_k5,task_init,0.05,70,68,2.115539312362671,2,542,libero_goal_20260909
dyn_success_knn_k5,task_init,0.1,70,64,1.8952326774597168,6,542,libero_goal_20260909
dyn_success_knn_k5,task_init,0.15,70,61,1.7179452180862427,9,542,libero_goal_20260909
dyn_success_knn_k5,task_init,0.2,70,57,1.637650728225708,13,542,libero_goal_20260909
dyn_success_knn_k20,episode,0.01,542,538,2.374406337738037,4,542,libero_goal_20260909
dyn_success_knn_k20,episode,0.03,542,527,2.140929698944092,15,542,libero_goal_20260909
dyn_success_knn_k20,episode,0.05,542,516,1.9600365161895752,26,542,libero_goal_20260909
dyn_success_knn_k20,episode,0.1,542,489,1.7971737384796143,53,542,libero_goal_20260909
dyn_success_knn_k20,episode,0.15,542,462,1.6997096538543701,80,542,libero_goal_20260909
dyn_success_knn_k20,episode,0.2,542,435,1.6142371892929077,107,542,libero_goal_20260909
dyn_success_knn_k20,task_init,0.01,70,71,inf,0,542,libero_goal_20260909
dyn_success_knn_k20,task_init,0.03,70,69,2.5682194232940674,1,542,libero_goal_20260909
dyn_success_knn_k20,task_init,0.05,70,68,2.4570610523223877,2,542,libero_goal_20260909
dyn_success_knn_k20,task_init,0.1,70,64,2.140929698944092,6,542,libero_goal_20260909
dyn_success_knn_k20,task_init,0.15,70,61,1.9020664691925049,9,542,libero_goal_20260909
dyn_success_knn_k20,task_init,0.2,70,57,1.865497350692749,13,542,libero_goal_20260909
dyn_success_knn_k20_persist3,episode,0.01,542,538,2.1288554668426514,4,542,libero_goal_20260909
dyn_success_knn_k20_persist3,episode,0.03,542,527,1.8300210237503052,15,542,libero_goal_20260909
dyn_success_knn_k20_persist3,episode,0.05,542,516,1.5875349044799805,26,542,libero_goal_20260909
dyn_success_knn_k20_persist3,episode,0.1,542,489,1.4240235090255737,53,542,libero_goal_20260909
dyn_success_knn_k20_persist3,episode,0.15,542,462,1.3265935182571411,80,542,libero_goal_20260909
dyn_success_knn_k20_persist3,episode,0.2,542,435,1.2324262857437134,107,542,libero_goal_20260909
dyn_success_knn_k20_persist3,task_init,0.01,70,71,inf,0,542,libero_goal_20260909
dyn_success_knn_k20_persist3,task_init,0.03,70,69,2.4334733486175537,1,542,libero_goal_20260909
dyn_success_knn_k20_persist3,task_init,0.05,70,68,2.2706363201141357,2,542,libero_goal_20260909
dyn_success_knn_k20_persist3,task_init,0.1,70,64,1.6507984399795532,6,542,libero_goal_20260909
dyn_success_knn_k20_persist3,task_init,0.15,70,61,1.5410610437393188,9,542,libero_goal_20260909
dyn_success_knn_k20_persist3,task_init,0.2,70,57,1.4930120706558228,13,542,libero_goal_20260909
dyn_vote_knn_k20,episode,0.01,542,538,0.4000000059604645,4,542,libero_goal_20260909
dyn_vote_knn_k20,episode,0.03,542,527,0.30000001192092896,12,542,libero_goal_20260909
dyn_vote_knn_k20,episode,0.05,542,516,0.25,24,542,libero_goal_20260909
dyn_vote_knn_k20,episode,0.1,542,489,0.20000000298023224,50,542,libero_goal_20260909
dyn_vote_knn_k20,episode,0.15,542,462,0.15000000596046448,70,542,libero_goal_20260909
dyn_vote_knn_k20,episode,0.2,542,435,0.10000000149011612,100,542,libero_goal_20260909
dyn_vote_knn_k20,task_init,0.01,70,71,inf,0,542,libero_goal_20260909
dyn_vote_knn_k20,task_init,0.03,70,69,0.44999998807907104,1,542,libero_goal_20260909
dyn_vote_knn_k20,task_init,0.05,70,68,0.44999998807907104,1,542,libero_goal_20260909
dyn_vote_knn_k20,task_init,0.1,70,64,0.30000001192092896,6,542,libero_goal_20260909
dyn_vote_knn_k20,task_init,0.15,70,61,0.30000001192092896,6,542,libero_goal_20260909
dyn_vote_knn_k20,task_init,0.2,70,57,0.25,11,542,libero_goal_20260909
dyn_pca2_success_knn_k20,episode,0.01,542,538,1.1831415891647339,4,542,libero_goal_20260909
dyn_pca2_success_knn_k20,episode,0.03,542,527,0.731664776802063,15,542,libero_goal_20260909
dyn_pca2_success_knn_k20,episode,0.05,542,516,0.5675434470176697,26,542,libero_goal_20260909
dyn_pca2_success_knn_k20,episode,0.1,542,489,0.41280612349510193,53,542,libero_goal_20260909
dyn_pca2_success_knn_k20,episode,0.15,542,462,0.33165550231933594,80,542,libero_goal_20260909
dyn_pca2_success_knn_k20,episode,0.2,542,435,0.28810936212539673,107,542,libero_goal_20260909
dyn_pca2_success_knn_k20,task_init,0.01,70,71,inf,0,542,libero_goal_20260909
dyn_pca2_success_knn_k20,task_init,0.03,70,69,1.400053858757019,1,542,libero_goal_20260909
dyn_pca2_success_knn_k20,task_init,0.05,70,68,1.0890541076660156,2,542,libero_goal_20260909
dyn_pca2_success_knn_k20,task_init,0.1,70,64,0.7140154242515564,6,542,libero_goal_20260909
dyn_pca2_success_knn_k20,task_init,0.15,70,61,0.6006232500076294,9,542,libero_goal_20260909
dyn_pca2_success_knn_k20,task_init,0.2,70,57,0.42011603713035583,13,542,libero_goal_20260909
route_success_knn_k20,episode,0.01,542,538,1.3174313306808472,4,542,libero_goal_20260909
route_success_knn_k20,episode,0.03,542,527,1.2455689907073975,15,542,libero_goal_20260909
route_success_knn_k20,episode,0.05,542,516,1.214080572128296,26,542,libero_goal_20260909
route_success_knn_k20,episode,0.1,542,489,1.1368776559829712,53,542,libero_goal_20260909
route_success_knn_k20,episode,0.15,542,462,1.083131194114685,80,542,libero_goal_20260909
route_success_knn_k20,episode,0.2,542,435,1.0385900735855103,107,542,libero_goal_20260909
route_success_knn_k20,task_init,0.01,70,71,inf,0,542,libero_goal_20260909
route_success_knn_k20,task_init,0.03,70,69,1.3466042280197144,1,542,libero_goal_20260909
route_success_knn_k20,task_init,0.05,70,68,1.3290868997573853,2,542,libero_goal_20260909
route_success_knn_k20,task_init,0.1,70,64,1.2458277940750122,6,542,libero_goal_20260909
route_success_knn_k20,task_init,0.15,70,61,1.1950690746307373,9,542,libero_goal_20260909
route_success_knn_k20,task_init,0.2,70,57,1.1518785953521729,13,542,libero_goal_20260909
eef_motion_low,episode,0.01,542,538,-0.02293749526143074,4,542,libero_goal_20260909
eef_motion_low,episode,0.03,542,527,-0.03189137950539589,15,542,libero_goal_20260909
eef_motion_low,episode,0.05,542,516,-0.03316506743431091,26,542,libero_goal_20260909
eef_motion_low,episode,0.1,542,489,-0.03623129427433014,53,542,libero_goal_20260909
eef_motion_low,episode,0.15,542,462,-0.04314495995640755,80,542,libero_goal_20260909
eef_motion_low,episode,0.2,542,435,-0.0499466210603714,107,542,libero_goal_20260909
eef_motion_low,task_init,0.01,70,71,inf,0,542,libero_goal_20260909
eef_motion_low,task_init,0.03,70,69,-0.030146796256303787,1,542,libero_goal_20260909
eef_motion_low,task_init,0.05,70,68,-0.031188908964395523,2,542,libero_goal_20260909
eef_motion_low,task_init,0.1,70,64,-0.03405061736702919,6,542,libero_goal_20260909
eef_motion_low,task_init,0.15,70,61,-0.03957580775022507,9,542,libero_goal_20260909
eef_motion_low,task_init,0.2,70,57,-0.045900262892246246,13,542,libero_goal_20260909
clock_q7,episode,0.01,542,538,19.0,0,542,libero_goal_20260909
clock_q7,episode,0.03,542,527,18.0,8,542,libero_goal_20260909
clock_q7,episode,0.05,542,516,18.0,8,542,libero_goal_20260909
clock_q7,episode,0.1,542,489,17.0,31,542,libero_goal_20260909
clock_q7,episode,0.15,542,462,12.0,79,542,libero_goal_20260909
clock_q7,episode,0.2,542,435,12.0,79,542,libero_goal_20260909
clock_q7,task_init,0.01,70,71,inf,0,542,libero_goal_20260909
clock_q7,task_init,0.03,70,69,18.0,1,542,libero_goal_20260909
clock_q7,task_init,0.05,70,68,18.0,1,542,libero_goal_20260909
clock_q7,task_init,0.1,70,64,17.0,6,542,libero_goal_20260909
clock_q7,task_init,0.15,70,61,17.0,6,542,libero_goal_20260909
clock_q7,task_init,0.2,70,57,12.0,12,542,libero_goal_20260909
