method,kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,fold
dyn_success_knn_k1,task_init,0.01,70,71,inf,0,550,libero_goal_20260908
dyn_success_knn_k1,task_init,0.03,70,69,1.9641436338424683,1,550,libero_goal_20260908
dyn_success_knn_k1,task_init,0.05,70,68,1.8199810981750488,2,550,libero_goal_20260908
dyn_success_knn_k1,task_init,0.1,70,64,1.2176098823547363,6,550,libero_goal_20260908
dyn_success_knn_k1,task_init,0.15,70,61,1.1665315628051758,9,550,libero_goal_20260908
dyn_success_knn_k1,task_init,0.2,70,57,1.0887295007705688,13,550,libero_goal_20260908
dyn_success_knn_k5,episode,0.01,550,546,1.8904290199279785,4,550,libero_goal_20260908
dyn_success_knn_k5,episode,0.03,550,535,1.436589002609253,15,550,libero_goal_20260908
dyn_success_knn_k5,episode,0.05,550,524,1.287025809288025,26,550,libero_goal_20260908
dyn_success_knn_k5,episode,0.1,550,496,1.1609872579574585,54,550,libero_goal_20260908
dyn_success_knn_k5,episode,0.15,550,469,1.0771807432174683,81,550,libero_goal_20260908
dyn_success_knn_k5,episode,0.2,550,441,1.0159472227096558,109,550,libero_goal_20260908
dyn_success_knn_k5,task_init,0.01,70,71,inf,0,550,libero_goal_20260908
dyn_success_knn_k5,task_init,0.03,70,69,2.0453717708587646,1,550,libero_goal_20260908
dyn_success_knn_k5,task_init,0.05,70,68,1.8904290199279785,2,550,libero_goal_20260908
dyn_success_knn_k5,task_init,0.1,70,64,1.436589002609253,6,550,libero_goal_20260908
dyn_success_knn_k5,task_init,0.15,70,61,1.2816135883331299,9,550,libero_goal_20260908
dyn_success_knn_k5,task_init,0.2,70,57,1.1960291862487793,13,550,libero_goal_20260908
dyn_success_knn_k20,episode,0.01,550,546,2.095604419708252,4,550,libero_goal_20260908
dyn_success_knn_k20,episode,0.03,550,535,1.709343433380127,15,550,libero_goal_20260908
dyn_success_knn_k20,episode,0.05,550,524,1.5115138292312622,26,550,libero_goal_20260908
dyn_success_knn_k20,episode,0.1,550,496,1.3281508684158325,54,550,libero_goal_20260908
dyn_success_knn_k20,episode,0.15,550,469,1.240251064300537,81,550,libero_goal_20260908
dyn_success_knn_k20,episode,0.2,550,441,1.1697783470153809,109,550,libero_goal_20260908
dyn_success_knn_k20,task_init,0.01,70,71,inf,0,550,libero_goal_20260908
dyn_success_knn_k20,task_init,0.03,70,69,2.2631239891052246,1,550,libero_goal_20260908
dyn_success_knn_k20,task_init,0.05,70,68,2.2302961349487305,2,550,libero_goal_20260908
dyn_success_knn_k20,task_init,0.1,70,64,1.709343433380127,6,550,libero_goal_20260908
dyn_success_knn_k20,task_init,0.15,70,61,1.4723867177963257,9,550,libero_goal_20260908
dyn_success_knn_k20,task_init,0.2,70,57,1.3807164430618286,13,550,libero_goal_20260908
dyn_success_knn_k20_persist3,episode,0.01,550,546,1.7640116214752197,4,550,libero_goal_20260908
dyn_success_knn_k20_persist3,episode,0.03,550,535,1.4066864252090454,15,550,libero_goal_20260908
dyn_success_knn_k20_persist3,episode,0.05,550,524,1.2809884548187256,26,550,libero_goal_20260908
dyn_success_knn_k20_persist3,episode,0.1,550,496,1.0646871328353882,54,550,libero_goal_20260908
dyn_success_knn_k20_persist3,episode,0.15,550,469,1.0142780542373657,81,550,libero_goal_20260908
dyn_success_knn_k20_persist3,episode,0.2,550,441,0.9505205750465393,109,550,libero_goal_20260908
dyn_success_knn_k20_persist3,task_init,0.01,70,71,inf,0,550,libero_goal_20260908
dyn_success_knn_k20_persist3,task_init,0.03,70,69,1.809248924255371,1,550,libero_goal_20260908
dyn_success_knn_k20_persist3,task_init,0.05,70,68,1.7640116214752197,2,550,libero_goal_20260908
dyn_success_knn_k20_persist3,task_init,0.1,70,64,1.3759639263153076,6,550,libero_goal_20260908
dyn_success_knn_k20_persist3,task_init,0.15,70,61,1.1923013925552368,9,550,libero_goal_20260908
dyn_success_knn_k20_persist3,task_init,0.2,70,57,1.0696836709976196,13,550,libero_goal_20260908
dyn_vote_knn_k20,episode,0.01,550,546,0.5,1,550,libero_goal_20260908
dyn_vote_knn_k20,episode,0.03,550,535,0.3499999940395355,12,550,libero_goal_20260908
dyn_vote_knn_k20,episode,0.05,550,524,0.30000001192092896,17,550,libero_goal_20260908
dyn_vote_knn_k20,episode,0.1,550,496,0.20000000298023224,45,550,libero_goal_20260908
dyn_vote_knn_k20,episode,0.15,550,469,0.15000000596046448,66,550,libero_goal_20260908
dyn_vote_knn_k20,episode,0.2,550,441,0.10000000149011612,92,550,libero_goal_20260908
dyn_vote_knn_k20,task_init,0.01,70,71,inf,0,550,libero_goal_20260908
dyn_vote_knn_k20,task_init,0.03,70,69,0.5,1,550,libero_goal_20260908
dyn_vote_knn_k20,task_init,0.05,70,68,0.44999998807907104,2,550,libero_goal_20260908
dyn_vote_knn_k20,task_init,0.1,70,64,0.3499999940395355,5,550,libero_goal_20260908
dyn_vote_knn_k20,task_init,0.15,70,61,0.30000001192092896,7,550,libero_goal_20260908
dyn_vote_knn_k20,task_init,0.2,70,57,0.20000000298023224,13,550,libero_goal_20260908
dyn_pca2_success_knn_k20,episode,0.01,550,546,1.1779758930206299,4,550,libero_goal_20260908
dyn_pca2_success_knn_k20,episode,0.03,550,535,0.7032390832901001,15,550,libero_goal_20260908
dyn_pca2_success_knn_k20,episode,0.05,550,524,0.6022016406059265,26,550,libero_goal_20260908
dyn_pca2_success_knn_k20,episode,0.1,550,496,0.45701906085014343,54,550,libero_goal_20260908
dyn_pca2_success_knn_k20,episode,0.15,550,469,0.3901542127132416,81,550,libero_goal_20260908
dyn_pca2_success_knn_k20,episode,0.2,550,441,0.3532848060131073,109,550,libero_goal_20260908
dyn_pca2_success_knn_k20,task_init,0.01,70,71,inf,0,550,libero_goal_20260908
dyn_pca2_success_knn_k20,task_init,0.03,70,69,1.4657647609710693,1,550,libero_goal_20260908
dyn_pca2_success_knn_k20,task_init,0.05,70,68,1.0549124479293823,2,550,libero_goal_20260908
dyn_pca2_success_knn_k20,task_init,0.1,70,64,0.711275041103363,6,550,libero_goal_20260908
dyn_pca2_success_knn_k20,task_init,0.15,70,61,0.6092134714126587,9,550,libero_goal_20260908
dyn_pca2_success_knn_k20,task_init,0.2,70,57,0.5438506603240967,13,550,libero_goal_20260908
route_success_knn_k20,episode,0.01,550,546,1.529262661933899,4,550,libero_goal_20260908
route_success_knn_k20,episode,0.03,550,535,1.3667463064193726,15,550,libero_goal_20260908
route_success_knn_k20,episode,0.05,550,524,1.2672677040100098,26,550,libero_goal_20260908
route_success_knn_k20,episode,0.1,550,496,1.1878691911697388,54,550,libero_goal_20260908
route_success_knn_k20,episode,0.15,550,469,1.14679753780365,81,550,libero_goal_20260908
route_success_knn_k20,episode,0.2,550,441,1.110605001449585,109,550,libero_goal_20260908
route_success_knn_k20,task_init,0.01,70,71,inf,0,550,libero_goal_20260908
route_success_knn_k20,task_init,0.03,70,69,1.6265445947647095,1,550,libero_goal_20260908
route_success_knn_k20,task_init,0.05,70,68,1.5480960607528687,2,550,libero_goal_20260908
route_success_knn_k20,task_init,0.1,70,64,1.3667463064193726,6,550,libero_goal_20260908
route_success_knn_k20,task_init,0.15,70,61,1.2876694202423096,9,550,libero_goal_20260908
route_success_knn_k20,task_init,0.2,70,57,1.2389320135116577,13,550,libero_goal_20260908
eef_motion_low,episode,0.01,550,546,-0.027568047866225243,4,550,libero_goal_20260908
eef_motion_low,episode,0.03,550,535,-0.03527789190411568,15,550,libero_goal_20260908
eef_motion_low,episode,0.05,550,524,-0.036359239369630814,26,550,libero_goal_20260908
eef_motion_low,episode,0.1,550,496,-0.038825418800115585,54,550,libero_goal_20260908
eef_motion_low,episode,0.15,550,469,-0.042232874780893326,81,550,libero_goal_20260908
eef_motion_low,episode,0.2,550,441,-0.043535105884075165,109,550,libero_goal_20260908
eef_motion_low,task_init,0.01,70,71,inf,0,550,libero_goal_20260908
eef_motion_low,task_init,0.03,70,69,-0.03113844059407711,1,550,libero_goal_20260908
eef_motion_low,task_init,0.05,70,68,-0.03397221118211746,2,550,libero_goal_20260908
eef_motion_low,task_init,0.1,70,64,-0.03597269207239151,6,550,libero_goal_20260908
eef_motion_low,task_init,0.15,70,61,-0.038232214748859406,9,550,libero_goal_20260908
eef_motion_low,task_init,0.2,70,57,-0.04108666628599167,13,550,libero_goal_20260908
clock_q7,episode,0.01,550,546,21.0,4,550,libero_goal_20260908
clock_q7,episode,0.03,550,535,19.0,6,550,libero_goal_20260908
clock_q7,episode,0.05,550,524,18.0,18,550,libero_goal_20260908
clock_q7,episode,0.1,550,496,17.0,32,550,libero_goal_20260908
clock_q7,episode,0.15,550,469,16.0,63,550,libero_goal_20260908
clock_q7,episode,0.2,550,441,13.0,93,550,libero_goal_20260908
clock_q7,task_init,0.01,70,71,inf,0,550,libero_goal_20260908
clock_q7,task_init,0.03,70,69,21.0,1,550,libero_goal_20260908
clock_q7,task_init,0.05,70,68,19.0,2,550,libero_goal_20260908
clock_q7,task_init,0.1,70,64,18.0,4,550,libero_goal_20260908
clock_q7,task_init,0.15,70,61,17.0,7,550,libero_goal_20260908
clock_q7,task_init,0.2,70,57,14.0,12,550,libero_goal_20260908
