method,kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,fold
dyn_radius,episode,0.01,550,546,6.674905300140381,4,550,libero_goal_20260908
dyn_radius,episode,0.03,550,535,6.106664180755615,15,550,libero_goal_20260908
dyn_radius,episode,0.05,550,524,5.791889667510986,26,550,libero_goal_20260908
dyn_radius,episode,0.1,550,496,5.369344234466553,54,550,libero_goal_20260908
dyn_radius,episode,0.15,550,469,5.0452423095703125,81,550,libero_goal_20260908
dyn_radius,episode,0.2,550,441,4.672565460205078,109,550,libero_goal_20260908
dyn_radius,task_init,0.01,70,71,inf,0,550,libero_goal_20260908
dyn_radius,task_init,0.03,70,69,7.089118480682373,1,550,libero_goal_20260908
dyn_radius,task_init,0.05,70,68,6.71298360824585,2,550,libero_goal_20260908
dyn_radius,task_init,0.1,70,64,6.106664180755615,6,550,libero_goal_20260908
dyn_radius,task_init,0.15,70,61,5.852185249328613,9,550,libero_goal_20260908
dyn_radius,task_init,0.2,70,57,5.4054412841796875,13,550,libero_goal_20260908
dyn_radius_outward,episode,0.01,550,546,4.968328952789307,4,550,libero_goal_20260908
dyn_radius_outward,episode,0.03,550,535,4.433797359466553,15,550,libero_goal_20260908
dyn_radius_outward,episode,0.05,550,524,4.05321741104126,26,550,libero_goal_20260908
dyn_radius_outward,episode,0.1,550,496,3.6013736724853516,54,550,libero_goal_20260908
dyn_radius_outward,episode,0.15,550,469,3.133660316467285,81,550,libero_goal_20260908
dyn_radius_outward,episode,0.2,550,441,2.9010205268859863,109,550,libero_goal_20260908
dyn_radius_outward,task_init,0.01,70,71,inf,0,550,libero_goal_20260908
dyn_radius_outward,task_init,0.03,70,69,5.582793712615967,1,550,libero_goal_20260908
dyn_radius_outward,task_init,0.05,70,68,4.968328952789307,2,550,libero_goal_20260908
dyn_radius_outward,task_init,0.1,70,64,4.327627182006836,6,550,libero_goal_20260908
dyn_radius_outward,task_init,0.15,70,61,3.8605458736419678,9,550,libero_goal_20260908
dyn_radius_outward,task_init,0.2,70,57,3.69079852104187,13,550,libero_goal_20260908
dyn_success_knn_k1,episode,0.01,550,546,1.7523881196975708,4,550,libero_goal_20260908
dyn_success_knn_k1,episode,0.03,550,535,1.3163912296295166,15,550,libero_goal_20260908
dyn_success_knn_k1,episode,0.05,550,524,1.1711697578430176,26,550,libero_goal_20260908
dyn_success_knn_k1,episode,0.1,550,496,1.0470396280288696,54,550,libero_goal_20260908
dyn_success_knn_k1,episode,0.15,550,469,0.9915571212768555,81,550,libero_goal_20260908
dyn_success_knn_k1,episode,0.2,550,441,0.9277504086494446,109,550,libero_goal_20260908
