method,kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,fold
dyn_radius_outward,task_init,0.2,70,57,2.787975549697876,13,543,libero_spatial_20260909
dyn_success_knn_k1,episode,0.01,543,539,1.4116779565811157,4,543,libero_spatial_20260909
dyn_success_knn_k1,episode,0.03,543,528,1.2620022296905518,15,543,libero_spatial_20260909
dyn_success_knn_k1,episode,0.05,543,517,1.1519689559936523,26,543,libero_spatial_20260909
dyn_success_knn_k1,episode,0.1,543,490,1.062577724456787,53,543,libero_spatial_20260909
dyn_success_knn_k1,episode,0.15,543,463,0.9887436032295227,80,543,libero_spatial_20260909
dyn_success_knn_k1,episode,0.2,543,436,0.946169912815094,107,543,libero_spatial_20260909
dyn_success_knn_k1,task_init,0.01,70,71,inf,0,543,libero_spatial_20260909
dyn_success_knn_k1,task_init,0.03,70,69,1.6263513565063477,1,543,libero_spatial_20260909
dyn_success_knn_k1,task_init,0.05,70,68,1.4447572231292725,2,543,libero_spatial_20260909
dyn_success_knn_k1,task_init,0.1,70,64,1.3237074613571167,6,543,libero_spatial_20260909
dyn_success_knn_k1,task_init,0.15,70,61,1.2877954244613647,9,543,libero_spatial_20260909
dyn_success_knn_k1,task_init,0.2,70,57,1.195931077003479,13,543,libero_spatial_20260909
dyn_success_knn_k5,episode,0.01,543,539,1.5326669216156006,4,543,libero_spatial_20260909
dyn_success_knn_k5,episode,0.03,543,528,1.3714624643325806,15,543,libero_spatial_20260909
dyn_success_knn_k5,episode,0.05,543,517,1.2805341482162476,26,543,libero_spatial_20260909
dyn_success_knn_k5,episode,0.1,543,490,1.169135570526123,53,543,libero_spatial_20260909
dyn_success_knn_k5,episode,0.15,543,463,1.10280442237854,80,543,libero_spatial_20260909
dyn_success_knn_k5,episode,0.2,543,436,1.0534518957138062,107,543,libero_spatial_20260909
dyn_success_knn_k5,task_init,0.01,70,71,inf,0,543,libero_spatial_20260909
dyn_success_knn_k5,task_init,0.03,70,69,1.7431412935256958,1,543,libero_spatial_20260909
dyn_success_knn_k5,task_init,0.05,70,68,1.714271068572998,2,543,libero_spatial_20260909
dyn_success_knn_k5,task_init,0.1,70,64,1.476660966873169,6,543,libero_spatial_20260909
dyn_success_knn_k5,task_init,0.15,70,61,1.3993823528289795,9,543,libero_spatial_20260909
dyn_success_knn_k5,task_init,0.2,70,57,1.2805341482162476,13,543,libero_spatial_20260909
dyn_success_knn_k20,episode,0.01,543,539,1.8896188735961914,4,543,libero_spatial_20260909
dyn_success_knn_k20,episode,0.03,543,528,1.5573993921279907,15,543,libero_spatial_20260909
dyn_success_knn_k20,episode,0.05,543,517,1.461551547050476,26,543,libero_spatial_20260909
dyn_success_knn_k20,episode,0.1,543,490,1.3638050556182861,53,543,libero_spatial_20260909
dyn_success_knn_k20,episode,0.15,543,463,1.3041629791259766,80,543,libero_spatial_20260909
dyn_success_knn_k20,episode,0.2,543,436,1.2377656698226929,107,543,libero_spatial_20260909
dyn_success_knn_k20,task_init,0.01,70,71,inf,0,543,libero_spatial_20260909
dyn_success_knn_k20,task_init,0.03,70,69,2.0669965744018555,1,543,libero_spatial_20260909
dyn_success_knn_k20,task_init,0.05,70,68,1.9179973602294922,2,543,libero_spatial_20260909
dyn_success_knn_k20,task_init,0.1,70,64,1.6354330778121948,6,543,libero_spatial_20260909
dyn_success_knn_k20,task_init,0.15,70,61,1.5464080572128296,9,543,libero_spatial_20260909
dyn_success_knn_k20,task_init,0.2,70,57,1.4797437191009521,13,543,libero_spatial_20260909
dyn_success_knn_k20_persist3,episode,0.01,543,539,1.3871773481369019,4,543,libero_spatial_20260909
dyn_success_knn_k20_persist3,episode,0.03,543,528,1.2190450429916382,15,543,libero_spatial_20260909
dyn_success_knn_k20_persist3,episode,0.05,543,517,1.1633201837539673,26,543,libero_spatial_20260909
dyn_success_knn_k20_persist3,episode,0.1,543,490,1.0537025928497314,53,543,libero_spatial_20260909
dyn_success_knn_k20_persist3,episode,0.15,543,463,0.990206241607666,80,543,libero_spatial_20260909
dyn_success_knn_k20_persist3,episode,0.2,543,436,0.9536412954330444,107,543,libero_spatial_20260909
dyn_success_knn_k20_persist3,task_init,0.01,70,71,inf,0,543,libero_spatial_20260909
dyn_success_knn_k20_persist3,task_init,0.03,70,69,1.4981392621994019,1,543,libero_spatial_20260909
dyn_success_knn_k20_persist3,task_init,0.05,70,68,1.4176347255706787,2,543,libero_spatial_20260909
dyn_success_knn_k20_persist3,task_init,0.1,70,64,1.2386443614959717,6,543,libero_spatial_20260909
dyn_success_knn_k20_persist3,task_init,0.15,70,61,1.2311195135116577,9,543,libero_spatial_20260909
dyn_success_knn_k20_persist3,task_init,0.2,70,57,1.157484769821167,13,543,libero_spatial_20260909
dyn_vote_knn_k20,episode,0.01,543,539,0.20000000298023224,4,543,libero_spatial_20260909
dyn_vote_knn_k20,episode,0.03,543,528,0.15000000596046448,9,543,libero_spatial_20260909
dyn_vote_knn_k20,episode,0.05,543,517,0.10000000149011612,25,543,libero_spatial_20260909
dyn_vote_knn_k20,episode,0.1,543,490,0.10000000149011612,25,543,libero_spatial_20260909
dyn_vote_knn_k20,episode,0.15,543,463,0.05000000074505806,75,543,libero_spatial_20260909
dyn_vote_knn_k20,episode,0.2,543,436,0.05000000074505806,75,543,libero_spatial_20260909
dyn_vote_knn_k20,task_init,0.01,70,71,inf,0,543,libero_spatial_20260909
dyn_vote_knn_k20,task_init,0.03,70,69,0.25,0,543,libero_spatial_20260909
dyn_vote_knn_k20,task_init,0.05,70,68,0.25,0,543,libero_spatial_20260909
dyn_vote_knn_k20,task_init,0.1,70,64,0.15000000596046448,6,543,libero_spatial_20260909
dyn_vote_knn_k20,task_init,0.15,70,61,0.15000000596046448,6,543,libero_spatial_20260909
dyn_vote_knn_k20,task_init,0.2,70,57,0.15000000596046448,6,543,libero_spatial_20260909
dyn_pca2_success_knn_k20,episode,0.01,543,539,0.6463300585746765,4,543,libero_spatial_20260909
dyn_pca2_success_knn_k20,episode,0.03,543,528,0.4960622787475586,15,543,libero_spatial_20260909
dyn_pca2_success_knn_k20,episode,0.05,543,517,0.4496261179447174,26,543,libero_spatial_20260909
dyn_pca2_success_knn_k20,episode,0.1,543,490,0.36619096994400024,53,543,libero_spatial_20260909
dyn_pca2_success_knn_k20,episode,0.15,543,463,0.3224179148674011,80,543,libero_spatial_20260909
dyn_pca2_success_knn_k20,episode,0.2,543,436,0.2890051603317261,107,543,libero_spatial_20260909
dyn_pca2_success_knn_k20,task_init,0.01,70,71,inf,0,543,libero_spatial_20260909
dyn_pca2_success_knn_k20,task_init,0.03,70,69,0.7697727680206299,1,543,libero_spatial_20260909
dyn_pca2_success_knn_k20,task_init,0.05,70,68,0.6906152367591858,2,543,libero_spatial_20260909
dyn_pca2_success_knn_k20,task_init,0.1,70,64,0.5464472770690918,6,543,libero_spatial_20260909
dyn_pca2_success_knn_k20,task_init,0.15,70,61,0.49267804622650146,9,543,libero_spatial_20260909
dyn_pca2_success_knn_k20,task_init,0.2,70,57,0.4741135239601135,13,543,libero_spatial_20260909
route_success_knn_k20,episode,0.01,543,539,1.2072761058807373,4,543,libero_spatial_20260909
route_success_knn_k20,episode,0.03,543,528,1.0937235355377197,15,543,libero_spatial_20260909
route_success_knn_k20,episode,0.05,543,517,1.0621424913406372,26,543,libero_spatial_20260909
route_success_knn_k20,episode,0.1,543,490,1.0153099298477173,53,543,libero_spatial_20260909
route_success_knn_k20,episode,0.15,543,463,0.976913571357727,80,543,libero_spatial_20260909
route_success_knn_k20,episode,0.2,543,436,0.9517829418182373,107,543,libero_spatial_20260909
route_success_knn_k20,task_init,0.01,70,71,inf,0,543,libero_spatial_20260909
route_success_knn_k20,task_init,0.03,70,69,1.2961033582687378,1,543,libero_spatial_20260909
route_success_knn_k20,task_init,0.05,70,68,1.242225170135498,2,543,libero_spatial_20260909
route_success_knn_k20,task_init,0.1,70,64,1.1167466640472412,6,543,libero_spatial_20260909
route_success_knn_k20,task_init,0.15,70,61,1.0808721780776978,9,543,libero_spatial_20260909
route_success_knn_k20,task_init,0.2,70,57,1.069999098777771,13,543,libero_spatial_20260909
eef_motion_low,episode,0.01,543,539,-0.03815732151269913,4,543,libero_spatial_20260909
eef_motion_low,episode,0.03,543,528,-0.04746856912970543,15,543,libero_spatial_20260909
eef_motion_low,episode,0.05,543,517,-0.05500747263431549,26,543,libero_spatial_20260909
eef_motion_low,episode,0.1,543,490,-0.06252726167440414,53,543,libero_spatial_20260909
eef_motion_low,episode,0.15,543,463,-0.06797385215759277,80,543,libero_spatial_20260909
eef_motion_low,episode,0.2,543,436,-0.07018598169088364,107,543,libero_spatial_20260909
eef_motion_low,task_init,0.01,70,71,inf,0,543,libero_spatial_20260909
eef_motion_low,task_init,0.03,70,69,-0.03631340339779854,1,543,libero_spatial_20260909
eef_motion_low,task_init,0.05,70,68,-0.04367177560925484,2,543,libero_spatial_20260909
eef_motion_low,task_init,0.1,70,64,-0.05671330541372299,6,543,libero_spatial_20260909
eef_motion_low,task_init,0.15,70,61,-0.060249317437410355,9,543,libero_spatial_20260909
eef_motion_low,task_init,0.2,70,57,-0.06785847246646881,13,543,libero_spatial_20260909
clock_q7,episode,0.01,543,539,13.0,0,543,libero_spatial_20260909
clock_q7,episode,0.03,543,528,12.0,11,543,libero_spatial_20260909
clock_q7,episode,0.05,543,517,12.0,11,543,libero_spatial_20260909
clock_q7,episode,0.1,543,490,12.0,11,543,libero_spatial_20260909
clock_q7,episode,0.15,543,463,11.0,60,543,libero_spatial_20260909
clock_q7,episode,0.2,543,436,11.0,60,543,libero_spatial_20260909
clock_q7,task_init,0.01,70,71,inf,0,543,libero_spatial_20260909
clock_q7,task_init,0.03,70,69,13.0,0,543,libero_spatial_20260909
clock_q7,task_init,0.05,70,68,13.0,0,543,libero_spatial_20260909
clock_q7,task_init,0.1,70,64,12.0,3,543,libero_spatial_20260909
clock_q7,task_init,0.15,70,61,12.0,3,543,libero_spatial_20260909
clock_q7,task_init,0.2,70,57,12.0,3,543,libero_spatial_20260909
