method,kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,fold
dyn_success_knn_k5,task_init,0.15,70,61,1.5651885271072388,9,552,libero_object_20260907
dyn_success_knn_k5,task_init,0.2,70,57,1.5071797370910645,13,552,libero_object_20260907
dyn_success_knn_k20,episode,0.01,552,548,1.9885988235473633,4,552,libero_object_20260907
dyn_success_knn_k20,episode,0.03,552,537,1.7403995990753174,15,552,libero_object_20260907
dyn_success_knn_k20,episode,0.05,552,526,1.6222567558288574,26,552,libero_object_20260907
dyn_success_knn_k20,episode,0.1,552,498,1.4938030242919922,54,552,libero_object_20260907
dyn_success_knn_k20,episode,0.15,552,471,1.4105119705200195,81,552,libero_object_20260907
dyn_success_knn_k20,episode,0.2,552,443,1.3351205587387085,109,552,libero_object_20260907
dyn_success_knn_k20,task_init,0.01,70,71,inf,0,552,libero_object_20260907
dyn_success_knn_k20,task_init,0.03,70,69,2.5222880840301514,1,552,libero_object_20260907
dyn_success_knn_k20,task_init,0.05,70,68,2.3483307361602783,2,552,libero_object_20260907
dyn_success_knn_k20,task_init,0.1,70,64,1.8476252555847168,6,552,libero_object_20260907
dyn_success_knn_k20,task_init,0.15,70,61,1.8090471029281616,9,552,libero_object_20260907
dyn_success_knn_k20,task_init,0.2,70,57,1.7403942346572876,13,552,libero_object_20260907
dyn_success_knn_k20_persist3,episode,0.01,552,548,1.6665518283843994,4,552,libero_object_20260907
dyn_success_knn_k20_persist3,episode,0.03,552,537,1.4746577739715576,15,552,libero_object_20260907
dyn_success_knn_k20_persist3,episode,0.05,552,526,1.3943967819213867,26,552,libero_object_20260907
dyn_success_knn_k20_persist3,episode,0.1,552,498,1.2610819339752197,54,552,libero_object_20260907
dyn_success_knn_k20_persist3,episode,0.15,552,471,1.197422742843628,81,552,libero_object_20260907
dyn_success_knn_k20_persist3,episode,0.2,552,443,1.1500877141952515,109,552,libero_object_20260907
dyn_success_knn_k20_persist3,task_init,0.01,70,71,inf,0,552,libero_object_20260907
dyn_success_knn_k20_persist3,task_init,0.03,70,69,1.9247105121612549,1,552,libero_object_20260907
dyn_success_knn_k20_persist3,task_init,0.05,70,68,1.7134053707122803,2,552,libero_object_20260907
dyn_success_knn_k20_persist3,task_init,0.1,70,64,1.516545295715332,6,552,libero_object_20260907
dyn_success_knn_k20_persist3,task_init,0.15,70,61,1.4746577739715576,9,552,libero_object_20260907
dyn_success_knn_k20_persist3,task_init,0.2,70,57,1.3943967819213867,13,552,libero_object_20260907
dyn_vote_knn_k20,episode,0.01,552,548,0.15000000596046448,2,552,libero_object_20260907
dyn_vote_knn_k20,episode,0.03,552,537,0.10000000149011612,6,552,libero_object_20260907
dyn_vote_knn_k20,episode,0.05,552,526,0.10000000149011612,6,552,libero_object_20260907
dyn_vote_knn_k20,episode,0.1,552,498,0.05000000074505806,41,552,libero_object_20260907
dyn_vote_knn_k20,episode,0.15,552,471,0.05000000074505806,41,552,libero_object_20260907
dyn_vote_knn_k20,episode,0.2,552,443,0.05000000074505806,41,552,libero_object_20260907
dyn_vote_knn_k20,task_init,0.01,70,71,inf,0,552,libero_object_20260907
dyn_vote_knn_k20,task_init,0.03,70,69,0.20000000298023224,1,552,libero_object_20260907
dyn_vote_knn_k20,task_init,0.05,70,68,0.15000000596046448,2,552,libero_object_20260907
dyn_vote_knn_k20,task_init,0.1,70,64,0.10000000149011612,5,552,libero_object_20260907
dyn_vote_knn_k20,task_init,0.15,70,61,0.10000000149011612,5,552,libero_object_20260907
dyn_vote_knn_k20,task_init,0.2,70,57,0.10000000149011612,5,552,libero_object_20260907
dyn_pca2_success_knn_k20,episode,0.01,552,548,0.8498591780662537,4,552,libero_object_20260907
dyn_pca2_success_knn_k20,episode,0.03,552,537,0.7511613368988037,15,552,libero_object_20260907
dyn_pca2_success_knn_k20,episode,0.05,552,526,0.6342709064483643,26,552,libero_object_20260907
dyn_pca2_success_knn_k20,episode,0.1,552,498,0.4834711253643036,54,552,libero_object_20260907
dyn_pca2_success_knn_k20,episode,0.15,552,471,0.4021473526954651,81,552,libero_object_20260907
dyn_pca2_success_knn_k20,episode,0.2,552,443,0.35741958022117615,109,552,libero_object_20260907
dyn_pca2_success_knn_k20,task_init,0.01,70,71,inf,0,552,libero_object_20260907
dyn_pca2_success_knn_k20,task_init,0.03,70,69,1.1155730485916138,1,552,libero_object_20260907
dyn_pca2_success_knn_k20,task_init,0.05,70,68,0.8765963912010193,2,552,libero_object_20260907
dyn_pca2_success_knn_k20,task_init,0.1,70,64,0.8209282159805298,6,552,libero_object_20260907
dyn_pca2_success_knn_k20,task_init,0.15,70,61,0.7672770023345947,9,552,libero_object_20260907
dyn_pca2_success_knn_k20,task_init,0.2,70,57,0.7209277749061584,13,552,libero_object_20260907
route_success_knn_k20,episode,0.01,552,548,1.4866584539413452,4,552,libero_object_20260907
route_success_knn_k20,episode,0.03,552,537,1.3530857563018799,15,552,libero_object_20260907
route_success_knn_k20,episode,0.05,552,526,1.2923229932785034,26,552,libero_object_20260907
route_success_knn_k20,episode,0.1,552,498,1.225287675857544,54,552,libero_object_20260907
route_success_knn_k20,episode,0.15,552,471,1.1841249465942383,81,552,libero_object_20260907
route_success_knn_k20,episode,0.2,552,443,1.1649707555770874,109,552,libero_object_20260907
route_success_knn_k20,task_init,0.01,70,71,inf,0,552,libero_object_20260907
route_success_knn_k20,task_init,0.03,70,69,1.5619333982467651,1,552,libero_object_20260907
route_success_knn_k20,task_init,0.05,70,68,1.4644821882247925,2,552,libero_object_20260907
route_success_knn_k20,task_init,0.1,70,64,1.3472546339035034,6,552,libero_object_20260907
route_success_knn_k20,task_init,0.15,70,61,1.321049451828003,9,552,libero_object_20260907
route_success_knn_k20,task_init,0.2,70,57,1.298858880996704,13,552,libero_object_20260907
eef_motion_low,episode,0.01,552,548,-0.01729547791182995,4,552,libero_object_20260907
eef_motion_low,episode,0.03,552,537,-0.03372037038207054,15,552,libero_object_20260907
eef_motion_low,episode,0.05,552,526,-0.03948467597365379,26,552,libero_object_20260907
eef_motion_low,episode,0.1,552,498,-0.05042668431997299,54,552,libero_object_20260907
eef_motion_low,episode,0.15,552,471,-0.0552031509578228,81,552,libero_object_20260907
eef_motion_low,episode,0.2,552,443,-0.057747453451156616,109,552,libero_object_20260907
eef_motion_low,task_init,0.01,70,71,inf,0,552,libero_object_20260907
eef_motion_low,task_init,0.03,70,69,-0.007861589081585407,1,552,libero_object_20260907
eef_motion_low,task_init,0.05,70,68,-0.01722135581076145,2,552,libero_object_20260907
eef_motion_low,task_init,0.1,70,64,-0.035128526389598846,6,552,libero_object_20260907
eef_motion_low,task_init,0.15,70,61,-0.03619026020169258,9,552,libero_object_20260907
eef_motion_low,task_init,0.2,70,57,-0.044349491596221924,13,552,libero_object_20260907
clock_q7,episode,0.01,552,548,19.0,4,552,libero_object_20260907
clock_q7,episode,0.03,552,537,16.0,13,552,libero_object_20260907
clock_q7,episode,0.05,552,526,15.0,26,552,libero_object_20260907
clock_q7,episode,0.1,552,498,15.0,26,552,libero_object_20260907
clock_q7,episode,0.15,552,471,14.0,63,552,libero_object_20260907
clock_q7,episode,0.2,552,443,14.0,63,552,libero_object_20260907
clock_q7,task_init,0.01,70,71,inf,0,552,libero_object_20260907
clock_q7,task_init,0.03,70,69,21.0,1,552,libero_object_20260907
clock_q7,task_init,0.05,70,68,19.0,2,552,libero_object_20260907
clock_q7,task_init,0.1,70,64,16.0,5,552,libero_object_20260907
clock_q7,task_init,0.15,70,61,16.0,5,552,libero_object_20260907
clock_q7,task_init,0.2,70,57,15.0,12,552,libero_object_20260907
