method,kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,fold
dyn_radius,episode,0.01,552,548,7.93954610824585,4,552,libero_object_20260907
dyn_radius,episode,0.03,552,537,7.586585998535156,15,552,libero_object_20260907
dyn_radius,episode,0.05,552,526,7.227652072906494,26,552,libero_object_20260907
dyn_radius,episode,0.1,552,498,6.645346164703369,54,552,libero_object_20260907
dyn_radius,episode,0.15,552,471,6.059902191162109,81,552,libero_object_20260907
dyn_radius,episode,0.2,552,443,5.309113025665283,109,552,libero_object_20260907
dyn_radius,task_init,0.01,70,71,inf,0,552,libero_object_20260907
dyn_radius,task_init,0.03,70,69,8.059330940246582,1,552,libero_object_20260907
dyn_radius,task_init,0.05,70,68,8.01672077178955,2,552,libero_object_20260907
dyn_radius,task_init,0.1,70,64,7.623916149139404,6,552,libero_object_20260907
dyn_radius,task_init,0.15,70,61,7.4105024337768555,9,552,libero_object_20260907
dyn_radius,task_init,0.2,70,57,7.047910690307617,13,552,libero_object_20260907
dyn_radius_outward,episode,0.01,552,548,6.470240592956543,4,552,libero_object_20260907
dyn_radius_outward,episode,0.03,552,537,5.921963691711426,15,552,libero_object_20260907
dyn_radius_outward,episode,0.05,552,526,5.485712051391602,26,552,libero_object_20260907
dyn_radius_outward,episode,0.1,552,498,4.445868492126465,54,552,libero_object_20260907
dyn_radius_outward,episode,0.15,552,471,3.6962060928344727,81,552,libero_object_20260907
dyn_radius_outward,episode,0.2,552,443,3.2643299102783203,109,552,libero_object_20260907
dyn_radius_outward,task_init,0.01,70,71,inf,0,552,libero_object_20260907
dyn_radius_outward,task_init,0.03,70,69,6.540400505065918,1,552,libero_object_20260907
dyn_radius_outward,task_init,0.05,70,68,6.496621131896973,2,552,libero_object_20260907
dyn_radius_outward,task_init,0.1,70,64,5.443263053894043,6,552,libero_object_20260907
dyn_radius_outward,task_init,0.15,70,61,5.306576728820801,9,552,libero_object_20260907
dyn_radius_outward,task_init,0.2,70,57,4.445868492126465,13,552,libero_object_20260907
dyn_success_knn_k1,episode,0.01,552,548,1.61445951461792,4,552,libero_object_20260907
dyn_success_knn_k1,episode,0.03,552,537,1.4208308458328247,15,552,libero_object_20260907
dyn_success_knn_k1,episode,0.05,552,526,1.3485047817230225,26,552,libero_object_20260907
dyn_success_knn_k1,episode,0.1,552,498,1.1946974992752075,54,552,libero_object_20260907
dyn_success_knn_k1,episode,0.15,552,471,1.0968351364135742,81,552,libero_object_20260907
dyn_success_knn_k1,episode,0.2,552,443,1.0504578351974487,109,552,libero_object_20260907
dyn_success_knn_k1,task_init,0.01,70,71,inf,0,552,libero_object_20260907
dyn_success_knn_k1,task_init,0.03,70,69,1.968744158744812,1,552,libero_object_20260907
dyn_success_knn_k1,task_init,0.05,70,68,1.948987603187561,2,552,libero_object_20260907
dyn_success_knn_k1,task_init,0.1,70,64,1.5345227718353271,6,552,libero_object_20260907
dyn_success_knn_k1,task_init,0.15,70,61,1.4208308458328247,9,552,libero_object_20260907
dyn_success_knn_k1,task_init,0.2,70,57,1.3907833099365234,13,552,libero_object_20260907
dyn_success_knn_k5,episode,0.01,552,548,1.7602697610855103,4,552,libero_object_20260907
dyn_success_knn_k5,episode,0.03,552,537,1.533528447151184,15,552,libero_object_20260907
dyn_success_knn_k5,episode,0.05,552,526,1.4534293413162231,26,552,libero_object_20260907
dyn_success_knn_k5,episode,0.1,552,498,1.2849876880645752,54,552,libero_object_20260907
dyn_success_knn_k5,episode,0.15,552,471,1.2237889766693115,81,552,libero_object_20260907
dyn_success_knn_k5,episode,0.2,552,443,1.1510714292526245,109,552,libero_object_20260907
dyn_success_knn_k5,task_init,0.01,70,71,inf,0,552,libero_object_20260907
dyn_success_knn_k5,task_init,0.03,70,69,2.2208194732666016,1,552,libero_object_20260907
dyn_success_knn_k5,task_init,0.05,70,68,2.2012383937835693,2,552,libero_object_20260907
dyn_success_knn_k5,task_init,0.1,70,64,1.6213129758834839,6,552,libero_object_20260907
