method,kind,alpha,calibration_units,rank,threshold,exceedances,success_calibration_episodes,fold
dyn_radius,episode,0.01,541,537,13.673341751098633,4,541,libero_long_20260908
dyn_radius,episode,0.03,541,526,10.598052024841309,15,541,libero_long_20260908
dyn_radius,episode,0.05,541,515,9.540121078491211,26,541,libero_long_20260908
dyn_radius,episode,0.1,541,488,7.512739658355713,53,541,libero_long_20260908
dyn_radius,episode,0.15,541,461,6.830324649810791,80,541,libero_long_20260908
dyn_radius,episode,0.2,541,434,6.496979713439941,107,541,libero_long_20260908
dyn_radius,task_init,0.01,70,71,inf,0,541,libero_long_20260908
dyn_radius,task_init,0.03,70,69,15.073261260986328,1,541,libero_long_20260908
dyn_radius,task_init,0.05,70,68,13.035369873046875,2,541,libero_long_20260908
dyn_radius,task_init,0.1,70,64,8.750840187072754,6,541,libero_long_20260908
dyn_radius,task_init,0.15,70,61,8.050986289978027,9,541,libero_long_20260908
dyn_radius,task_init,0.2,70,57,7.512739658355713,13,541,libero_long_20260908
dyn_radius_outward,episode,0.01,541,537,12.377686500549316,4,541,libero_long_20260908
dyn_radius_outward,episode,0.03,541,526,8.820423126220703,15,541,libero_long_20260908
dyn_radius_outward,episode,0.05,541,515,7.993597030639648,26,541,libero_long_20260908
dyn_radius_outward,episode,0.1,541,488,5.706269264221191,53,541,libero_long_20260908
dyn_radius_outward,episode,0.15,541,461,5.173211574554443,80,541,libero_long_20260908
dyn_radius_outward,episode,0.2,541,434,4.714905261993408,107,541,libero_long_20260908
dyn_radius_outward,task_init,0.01,70,71,inf,0,541,libero_long_20260908
dyn_radius_outward,task_init,0.03,70,69,12.939529418945312,1,541,libero_long_20260908
dyn_radius_outward,task_init,0.05,70,68,11.087593078613281,2,541,libero_long_20260908
dyn_radius_outward,task_init,0.1,70,64,7.876572132110596,6,541,libero_long_20260908
dyn_radius_outward,task_init,0.15,70,61,6.697903633117676,9,541,libero_long_20260908
dyn_radius_outward,task_init,0.2,70,57,5.651143550872803,13,541,libero_long_20260908
dyn_success_knn_k1,episode,0.01,541,537,2.2600796222686768,4,541,libero_long_20260908
dyn_success_knn_k1,episode,0.03,541,526,1.9464260339736938,15,541,libero_long_20260908
dyn_success_knn_k1,episode,0.05,541,515,1.7768588066101074,26,541,libero_long_20260908
dyn_success_knn_k1,episode,0.1,541,488,1.5923185348510742,53,541,libero_long_20260908
dyn_success_knn_k1,episode,0.15,541,461,1.4994267225265503,80,541,libero_long_20260908
dyn_success_knn_k1,episode,0.2,541,434,1.4189239740371704,107,541,libero_long_20260908
dyn_success_knn_k1,task_init,0.01,70,71,inf,0,541,libero_long_20260908
dyn_success_knn_k1,task_init,0.03,70,69,2.8490705490112305,1,541,libero_long_20260908
dyn_success_knn_k1,task_init,0.05,70,68,2.2600796222686768,2,541,libero_long_20260908
dyn_success_knn_k1,task_init,0.1,70,64,1.9651459455490112,6,541,libero_long_20260908
dyn_success_knn_k1,task_init,0.15,70,61,1.9464260339736938,9,541,libero_long_20260908
dyn_success_knn_k1,task_init,0.2,70,57,1.8162996768951416,13,541,libero_long_20260908
dyn_success_knn_k5,episode,0.01,541,537,2.6817984580993652,4,541,libero_long_20260908
dyn_success_knn_k5,episode,0.03,541,526,2.1529390811920166,15,541,libero_long_20260908
dyn_success_knn_k5,episode,0.05,541,515,1.9376627206802368,26,541,libero_long_20260908
dyn_success_knn_k5,episode,0.1,541,488,1.7670472860336304,53,541,libero_long_20260908
dyn_success_knn_k5,episode,0.15,541,461,1.6612569093704224,80,541,libero_long_20260908
dyn_success_knn_k5,episode,0.2,541,434,1.5678157806396484,107,541,libero_long_20260908
dyn_success_knn_k5,task_init,0.01,70,71,inf,0,541,libero_long_20260908
dyn_success_knn_k5,task_init,0.03,70,69,2.991494655609131,1,541,libero_long_20260908
dyn_success_knn_k5,task_init,0.05,70,68,2.699394464492798,2,541,libero_long_20260908
dyn_success_knn_k5,task_init,0.1,70,64,2.2057950496673584,6,541,libero_long_20260908
dyn_success_knn_k5,task_init,0.15,70,61,2.157193183898926,9,541,libero_long_20260908
dyn_success_knn_k5,task_init,0.2,70,57,1.9421865940093994,13,541,libero_long_20260908
dyn_success_knn_k20,episode,0.01,541,537,3.4687318801879883,4,541,libero_long_20260908
dyn_success_knn_k20,episode,0.03,541,526,2.6383228302001953,15,541,libero_long_20260908
dyn_success_knn_k20,episode,0.05,541,515,2.3764140605926514,26,541,libero_long_20260908
dyn_success_knn_k20,episode,0.1,541,488,2.0724456310272217,53,541,libero_long_20260908
dyn_success_knn_k20,episode,0.15,541,461,1.9198945760726929,80,541,libero_long_20260908
dyn_success_knn_k20,episode,0.2,541,434,1.8213988542556763,107,541,libero_long_20260908
dyn_success_knn_k20,task_init,0.01,70,71,inf,0,541,libero_long_20260908
dyn_success_knn_k20,task_init,0.03,70,69,3.8145828247070312,1,541,libero_long_20260908
dyn_success_knn_k20,task_init,0.05,70,68,3.5915188789367676,2,541,libero_long_20260908
dyn_success_knn_k20,task_init,0.1,70,64,2.7559032440185547,6,541,libero_long_20260908
dyn_success_knn_k20,task_init,0.15,70,61,2.4591596126556396,9,541,libero_long_20260908
dyn_success_knn_k20,task_init,0.2,70,57,2.3127024173736572,13,541,libero_long_20260908
dyn_success_knn_k20_persist3,episode,0.01,541,537,2.9064223766326904,4,541,libero_long_20260908
dyn_success_knn_k20_persist3,episode,0.03,541,526,2.2512292861938477,15,541,libero_long_20260908
dyn_success_knn_k20_persist3,episode,0.05,541,515,2.065859794616699,26,541,libero_long_20260908
dyn_success_knn_k20_persist3,episode,0.1,541,488,1.8006755113601685,53,541,libero_long_20260908
dyn_success_knn_k20_persist3,episode,0.15,541,461,1.6514943838119507,80,541,libero_long_20260908
dyn_success_knn_k20_persist3,episode,0.2,541,434,1.6015533208847046,107,541,libero_long_20260908
dyn_success_knn_k20_persist3,task_init,0.01,70,71,inf,0,541,libero_long_20260908
dyn_success_knn_k20_persist3,task_init,0.03,70,69,3.1267175674438477,1,541,libero_long_20260908
dyn_success_knn_k20_persist3,task_init,0.05,70,68,2.9064223766326904,2,541,libero_long_20260908
dyn_success_knn_k20_persist3,task_init,0.1,70,64,2.2859678268432617,6,541,libero_long_20260908
dyn_success_knn_k20_persist3,task_init,0.15,70,61,2.0829615592956543,9,541,libero_long_20260908
dyn_success_knn_k20_persist3,task_init,0.2,70,57,1.9646267890930176,13,541,libero_long_20260908
dyn_vote_knn_k20,episode,0.01,541,537,0.5,4,541,libero_long_20260908
dyn_vote_knn_k20,episode,0.03,541,526,0.30000001192092896,11,541,libero_long_20260908
dyn_vote_knn_k20,episode,0.05,541,515,0.30000001192092896,11,541,libero_long_20260908
dyn_vote_knn_k20,episode,0.1,541,488,0.25,27,541,libero_long_20260908
dyn_vote_knn_k20,episode,0.15,541,461,0.20000000298023224,55,541,libero_long_20260908
dyn_vote_knn_k20,episode,0.2,541,434,0.15000000596046448,96,541,libero_long_20260908
dyn_vote_knn_k20,task_init,0.01,70,71,inf,0,541,libero_long_20260908
dyn_vote_knn_k20,task_init,0.03,70,69,0.699999988079071,1,541,libero_long_20260908
dyn_vote_knn_k20,task_init,0.05,70,68,0.5,2,541,libero_long_20260908
dyn_vote_knn_k20,task_init,0.1,70,64,0.3499999940395355,5,541,libero_long_20260908
dyn_vote_knn_k20,task_init,0.15,70,61,0.30000001192092896,7,541,libero_long_20260908
dyn_vote_knn_k20,task_init,0.2,70,57,0.25,13,541,libero_long_20260908
dyn_pca2_success_knn_k20,episode,0.01,541,537,2.4705727100372314,4,541,libero_long_20260908
dyn_pca2_success_knn_k20,episode,0.03,541,526,1.6137721538543701,15,541,libero_long_20260908
dyn_pca2_success_knn_k20,episode,0.05,541,515,1.2630045413970947,26,541,libero_long_20260908
dyn_pca2_success_knn_k20,episode,0.1,541,488,0.916315495967865,53,541,libero_long_20260908
dyn_pca2_success_knn_k20,episode,0.15,541,461,0.7603805661201477,80,541,libero_long_20260908
dyn_pca2_success_knn_k20,episode,0.2,541,434,0.6831246614456177,107,541,libero_long_20260908
dyn_pca2_success_knn_k20,task_init,0.01,70,71,inf,0,541,libero_long_20260908
dyn_pca2_success_knn_k20,task_init,0.03,70,69,3.153733491897583,1,541,libero_long_20260908
dyn_pca2_success_knn_k20,task_init,0.05,70,68,2.1650936603546143,2,541,libero_long_20260908
dyn_pca2_success_knn_k20,task_init,0.1,70,64,1.2827361822128296,6,541,libero_long_20260908
dyn_pca2_success_knn_k20,task_init,0.15,70,61,1.187158226966858,9,541,libero_long_20260908
dyn_pca2_success_knn_k20,task_init,0.2,70,57,1.108582854270935,13,541,libero_long_20260908
route_success_knn_k20,episode,0.01,541,537,1.3988516330718994,4,541,libero_long_20260908
route_success_knn_k20,episode,0.03,541,526,1.3403599262237549,15,541,libero_long_20260908
route_success_knn_k20,episode,0.05,541,515,1.3106279373168945,26,541,libero_long_20260908
route_success_knn_k20,episode,0.1,541,488,1.2741650342941284,53,541,libero_long_20260908
route_success_knn_k20,episode,0.15,541,461,1.2458884716033936,80,541,libero_long_20260908
route_success_knn_k20,episode,0.2,541,434,1.2175754308700562,107,541,libero_long_20260908
route_success_knn_k20,task_init,0.01,70,71,inf,0,541,libero_long_20260908
route_success_knn_k20,task_init,0.03,70,69,1.4134150743484497,1,541,libero_long_20260908
route_success_knn_k20,task_init,0.05,70,68,1.4109278917312622,2,541,libero_long_20260908
route_success_knn_k20,task_init,0.1,70,64,1.3612629175186157,6,541,libero_long_20260908
route_success_knn_k20,task_init,0.15,70,61,1.3442718982696533,9,541,libero_long_20260908
route_success_knn_k20,task_init,0.2,70,57,1.3198291063308716,13,541,libero_long_20260908
eef_motion_low,episode,0.01,541,537,-0.00267599243670702,4,541,libero_long_20260908
eef_motion_low,episode,0.03,541,526,-0.0040730563923716545,15,541,libero_long_20260908
eef_motion_low,episode,0.05,541,515,-0.005197501741349697,26,541,libero_long_20260908
eef_motion_low,episode,0.1,541,488,-0.007926329039037228,53,541,libero_long_20260908
eef_motion_low,episode,0.15,541,461,-0.009578933008015156,80,541,libero_long_20260908
eef_motion_low,episode,0.2,541,434,-0.012305110692977905,107,541,libero_long_20260908
eef_motion_low,task_init,0.01,70,71,inf,0,541,libero_long_20260908
eef_motion_low,task_init,0.03,70,69,-0.0021169455721974373,1,541,libero_long_20260908
eef_motion_low,task_init,0.05,70,68,-0.00264752353541553,2,541,libero_long_20260908
eef_motion_low,task_init,0.1,70,64,-0.0041999490931630135,6,541,libero_long_20260908
eef_motion_low,task_init,0.15,70,61,-0.004665697924792767,9,541,libero_long_20260908
eef_motion_low,task_init,0.2,70,57,-0.007366111036390066,13,541,libero_long_20260908
clock_q7,episode,0.01,541,537,29.0,2,541,libero_long_20260908
clock_q7,episode,0.03,541,526,27.0,14,541,libero_long_20260908
clock_q7,episode,0.05,541,515,27.0,14,541,libero_long_20260908
clock_q7,episode,0.1,541,488,26.0,38,541,libero_long_20260908
clock_q7,episode,0.15,541,461,26.0,38,541,libero_long_20260908
clock_q7,episode,0.2,541,434,25.0,86,541,libero_long_20260908
clock_q7,task_init,0.01,70,71,inf,0,541,libero_long_20260908
clock_q7,task_init,0.03,70,69,31.0,1,541,libero_long_20260908
clock_q7,task_init,0.05,70,68,29.0,2,541,libero_long_20260908
clock_q7,task_init,0.1,70,64,28.0,5,541,libero_long_20260908
clock_q7,task_init,0.15,70,61,28.0,5,541,libero_long_20260908
clock_q7,task_init,0.2,70,57,27.0,11,541,libero_long_20260908
