cohort,group,detector,episodes,risk_n,timely_n,late_n,persistent_n,alarms,tp,fp,fn,tn,risk_recall,timely_fpr,precision,late_recall,persistent_recall,detected_risk_lead_median,early2_risk_recall,early4_risk_recall,early8_risk_recall,early12_risk_recall
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,relative_freeze,400,0,400,0,0,0,0,0,0,400,,0.0,,,,,,,,
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,flow_acceleration,400,0,400,0,0,0,0,0,0,400,,0.0,,,,,,,,
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,recurrence_loss,400,0,400,0,0,0,0,0,0,400,,0.0,,,,,,,,
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,confirmed_turbulence,400,0,400,0,0,0,0,0,0,400,,0.0,,,,,,,,
development_main,libero_goal/open_the_middle_drawer_of_the_cabinet,intrinsic_guard_v7,400,0,400,0,0,0,0,0,0,400,,0.0,,,,,,,,
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,relative_freeze,400,52,348,0,52,41,41,0,11,348,0.7884615384615384,0.0,1.0,,0.7884615384615384,4.0,0.6153846153846154,0.4423076923076923,0.038461538461538464,0.038461538461538464
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,flow_acceleration,400,52,348,0,52,1,1,0,51,348,0.019230769230769232,0.0,1.0,,0.019230769230769232,5.0,0.019230769230769232,0.019230769230769232,0.0,0.0
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,recurrence_loss,400,52,348,0,52,50,45,5,7,343,0.8653846153846154,0.014367816091954023,0.9,,0.8653846153846154,6.0,0.8653846153846154,0.7307692307692307,0.07692307692307693,0.019230769230769232
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,confirmed_turbulence,400,52,348,0,52,1,1,0,51,348,0.019230769230769232,0.0,1.0,,0.019230769230769232,5.0,0.019230769230769232,0.019230769230769232,0.0,0.0
development_main,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,intrinsic_guard_v7,400,52,348,0,52,41,41,0,11,348,0.7884615384615384,0.0,1.0,,0.7884615384615384,4.0,0.6153846153846154,0.4423076923076923,0.038461538461538464,0.038461538461538464
development_main,libero_goal/push_the_plate_to_the_front_of_the_stove,relative_freeze,400,2,398,0,2,1,1,0,1,398,0.5,0.0,1.0,,0.5,10.0,0.5,0.5,0.5,0.0
development_main,libero_goal/push_the_plate_to_the_front_of_the_stove,flow_acceleration,400,2,398,0,2,2,2,0,0,398,1.0,0.0,1.0,,1.0,9.5,1.0,1.0,1.0,0.0
development_main,libero_goal/push_the_plate_to_the_front_of_the_stove,recurrence_loss,400,2,398,0,2,10,2,8,0,390,1.0,0.020100502512562814,0.2,,1.0,8.5,1.0,1.0,0.5,0.0
development_main,libero_goal/push_the_plate_to_the_front_of_the_stove,confirmed_turbulence,400,2,398,0,2,2,2,0,0,398,1.0,0.0,1.0,,1.0,8.5,1.0,1.0,0.5,0.0
