freeze_quantile,acceleration_quantile,periodicity_quantile,tp,fp,risk_recall,precision,timely_fpr,early4_risk_recall,f1
0.95,0.75,0.75,394,396,0.8090349075975359,0.49873417721518987,0.027667155732550828,0.6529774127310062,0.6170712607674237
0.95,0.75,0.8,389,394,0.7987679671457906,0.49680715197956576,0.02752742262279047,0.6447638603696099,0.6125984251968504
0.95,0.75,0.85,384,392,0.7885010266940452,0.4948453608247423,0.02738768951303011,0.6344969199178645,0.6080760095011877
0.95,0.75,0.9,376,391,0.7720739219712526,0.49022164276401564,0.027317822958149933,0.6242299794661191,0.5996810207336523
0.95,0.75,0.95,372,391,0.7638603696098563,0.4875491480996068,0.027317822958149933,0.6160164271047228,0.5952
0.95,0.8,0.5,413,402,0.8480492813141683,0.5067484662576687,0.0280863550618319,0.6837782340862423,0.6344086021505376
0.95,0.8,0.55,410,400,0.8418891170431212,0.5061728395061729,0.027946621952071544,0.6776180698151951,0.6322282189668467
0.95,0.8,0.6,407,398,0.8357289527720739,0.5055900621118012,0.027806888842311184,0.6714579055441479,0.6300309597523219
0.95,0.8,0.65,405,396,0.8316221765913757,0.5056179775280899,0.027667155732550828,0.6673511293634496,0.6288819875776397
0.95,0.8,0.7,400,395,0.8213552361396304,0.5031446540880503,0.02759728917767065,0.6611909650924025,0.6240249609984398
0.95,0.8,0.75,390,394,0.8008213552361396,0.49744897959183676,0.02752742262279047,0.6468172484599589,0.6136900078678206
0.95,0.8,0.8,385,393,0.7905544147843943,0.4948586118251928,0.027457556067910293,0.6406570841889117,0.6086956521739131
0.95,0.8,0.85,380,392,0.7802874743326489,0.49222797927461137,0.02738768951303011,0.6303901437371663,0.6036536934074662
0.95,0.8,0.9,374,391,0.7679671457905544,0.4888888888888889,0.027317822958149933,0.62217659137577,0.5974440894568689
0.95,0.8,0.95,370,391,0.7597535934291582,0.48620236530880423,0.027317822958149933,0.6139630390143738,0.5929487179487181
0.95,0.85,0.5,397,397,0.8151950718685832,0.5,0.027737022287431006,0.6509240246406571,0.6198282591725215
0.95,0.85,0.55,394,396,0.8090349075975359,0.49873417721518987,0.027667155732550828,0.6468172484599589,0.6170712607674237
0.95,0.85,0.6,391,395,0.8028747433264887,0.49745547073791346,0.02759728917767065,0.6406570841889117,0.6142969363707776
0.95,0.85,0.65,390,394,0.8008213552361396,0.49744897959183676,0.02752742262279047,0.6406570841889117,0.6136900078678206
0.95,0.85,0.7,386,393,0.7926078028747433,0.49550706033376124,0.027457556067910293,0.6344969199178645,0.6097946287519748
0.95,0.85,0.75,380,392,0.7802874743326489,0.49222797927461137,0.02738768951303011,0.6262833675564682,0.6036536934074662
0.95,0.85,0.8,377,392,0.7741273100616016,0.49024707412223667,0.02738768951303011,0.62217659137577,0.6003184713375797
0.95,0.85,0.85,375,392,0.7700205338809035,0.48891786179921776,0.02738768951303011,0.6201232032854209,0.5980861244019139
0.95,0.85,0.9,373,391,0.7659137577002053,0.4882198952879581,0.027317822958149933,0.6180698151950719,0.5963229416466826
0.95,0.85,0.95,370,391,0.7597535934291582,0.48620236530880423,0.027317822958149933,0.6139630390143738,0.5929487179487181
0.95,0.9,0.5,381,393,0.7823408624229979,0.49224806201550386,0.027457556067910293,0.6324435318275154,0.6042823156225219
0.95,0.9,0.55,379,392,0.7782340862422998,0.4915693904020752,0.02738768951303011,0.6303901437371663,0.602543720190779
0.95,0.9,0.6,378,392,0.7761806981519507,0.4909090909090909,0.02738768951303011,0.6283367556468172,0.6014319809069213
0.95,0.9,0.65,378,391,0.7761806981519507,0.49154746423927176,0.027317822958149933,0.6283367556468172,0.6019108280254777
0.95,0.9,0.7,377,391,0.7741273100616016,0.4908854166666667,0.027317822958149933,0.6283367556468172,0.6007968127490041
0.95,0.9,0.75,372,391,0.7638603696098563,0.4875491480996068,0.027317822958149933,0.62217659137577,0.5952
0.95,0.9,0.8,371,391,0.7618069815195072,0.4868766404199475,0.027317822958149933,0.6201232032854209,0.5940752602081665
0.95,0.9,0.85,370,391,0.7597535934291582,0.48620236530880423,0.027317822958149933,0.6180698151950719,0.5929487179487181
0.95,0.9,0.9,368,391,0.75564681724846,0.48484848484848486,0.027317822958149933,0.6160164271047228,0.5906902086677367
0.95,0.9,0.95,366,391,0.7515400410677618,0.48348745046235136,0.027317822958149933,0.6119096509240246,0.5884244372990354
0.95,0.925,0.5,374,393,0.7679671457905544,0.4876140808344198,0.027457556067910293,0.6283367556468172,0.5964912280701754
0.95,0.925,0.55,372,392,0.7638603696098563,0.4869109947643979,0.02738768951303011,0.6262833675564682,0.5947242206235013
0.95,0.925,0.6,371,392,0.7618069815195072,0.48623853211009177,0.02738768951303011,0.6242299794661191,0.5936000000000001
0.95,0.925,0.65,371,391,0.7618069815195072,0.4868766404199475,0.027317822958149933,0.6242299794661191,0.5940752602081665
0.95,0.925,0.7,371,391,0.7618069815195072,0.4868766404199475,0.027317822958149933,0.6242299794661191,0.5940752602081665
0.95,0.925,0.75,368,391,0.75564681724846,0.48484848484848486,0.027317822958149933,0.6201232032854209,0.5906902086677367
0.95,0.925,0.8,367,391,0.7535934291581109,0.4841688654353562,0.027317822958149933,0.6180698151950719,0.589558232931727
0.95,0.925,0.85,366,391,0.7515400410677618,0.48348745046235136,0.027317822958149933,0.6160164271047228,0.5884244372990354
0.95,0.925,0.9,365,391,0.7494866529774127,0.4828042328042328,0.027317822958149933,0.6160164271047228,0.5872888173773129
0.95,0.925,0.95,364,391,0.7474332648870636,0.4821192052980132,0.027317822958149933,0.6119096509240246,0.5861513687600645
0.95,0.95,0.5,373,392,0.7659137577002053,0.4875816993464052,0.02738768951303011,0.62217659137577,0.595846645367412
0.95,0.95,0.55,372,391,0.7638603696098563,0.4875491480996068,0.027317822958149933,0.62217659137577,0.5952
0.95,0.95,0.6,371,391,0.7618069815195072,0.4868766404199475,0.027317822958149933,0.6201232032854209,0.5940752602081665
0.95,0.95,0.65,371,391,0.7618069815195072,0.4868766404199475,0.027317822958149933,0.6201232032854209,0.5940752602081665
0.95,0.95,0.7,371,391,0.7618069815195072,0.4868766404199475,0.027317822958149933,0.6201232032854209,0.5940752602081665
0.95,0.95,0.75,368,391,0.75564681724846,0.48484848484848486,0.027317822958149933,0.6180698151950719,0.5906902086677367
0.95,0.95,0.8,367,391,0.7535934291581109,0.4841688654353562,0.027317822958149933,0.6160164271047228,0.589558232931727
0.95,0.95,0.85,366,391,0.7515400410677618,0.48348745046235136,0.027317822958149933,0.6139630390143738,0.5884244372990354
0.95,0.95,0.9,365,391,0.7494866529774127,0.4828042328042328,0.027317822958149933,0.6139630390143738,0.5872888173773129
0.95,0.95,0.95,364,391,0.7474332648870636,0.4821192052980132,0.027317822958149933,0.6119096509240246,0.5861513687600645
0.95,0.975,0.5,371,391,0.7618069815195072,0.4868766404199475,0.027317822958149933,0.6201232032854209,0.5940752602081665
0.95,0.975,0.55,370,391,0.7597535934291582,0.48620236530880423,0.027317822958149933,0.6201232032854209,0.5929487179487181
0.95,0.975,0.6,369,391,0.757700205338809,0.4855263157894737,0.027317822958149933,0.6180698151950719,0.5918203688853249
0.95,0.975,0.65,369,391,0.757700205338809,0.4855263157894737,0.027317822958149933,0.6180698151950719,0.5918203688853249
0.95,0.975,0.7,369,391,0.757700205338809,0.4855263157894737,0.027317822958149933,0.6180698151950719,0.5918203688853249
0.95,0.975,0.75,366,391,0.7515400410677618,0.48348745046235136,0.027317822958149933,0.6160164271047228,0.5884244372990354
0.95,0.975,0.8,365,391,0.7494866529774127,0.4828042328042328,0.027317822958149933,0.6139630390143738,0.5872888173773129
0.95,0.975,0.85,365,391,0.7494866529774127,0.4828042328042328,0.027317822958149933,0.6139630390143738,0.5872888173773129
0.95,0.975,0.9,365,391,0.7494866529774127,0.4828042328042328,0.027317822958149933,0.6139630390143738,0.5872888173773129
0.95,0.975,0.95,364,391,0.7474332648870636,0.4821192052980132,0.027317822958149933,0.6119096509240246,0.5861513687600645
0.96,0.7,0.5,420,261,0.8624229979466119,0.6167400881057269,0.018235170823726683,0.6837782340862423,0.7191780821917808
0.96,0.7,0.55,417,257,0.8562628336755647,0.6186943620178041,0.017955704604205966,0.6776180698151951,0.7183462532299741
0.96,0.7,0.6,414,254,0.8501026694045175,0.6197604790419161,0.01774610493956543,0.6714579055441479,0.7168831168831169
0.96,0.7,0.65,412,251,0.8459958932238193,0.6214177978883861,0.017536505274924893,0.6673511293634496,0.7165217391304349
0.96,0.7,0.7,407,249,0.8357289527720739,0.6204268292682927,0.017396772165164536,0.6591375770020534,0.7121609798775154
0.96,0.7,0.75,396,247,0.813141683778234,0.6158631415241057,0.01725703905540418,0.6427104722792608,0.7008849557522124
0.96,0.7,0.8,389,243,0.7987679671457906,0.615506329113924,0.016977572835883463,0.6303901437371663,0.6952636282394995
0.96,0.7,0.85,383,241,0.7864476386036962,0.6137820512820513,0.016837839726123106,0.6180698151950719,0.6894689468946895
0.96,0.7,0.9,375,239,0.7700205338809035,0.6107491856677525,0.016698106616362746,0.6078028747433265,0.6811989100817438
0.96,0.7,0.95,371,239,0.7618069815195072,0.6081967213114754,0.016698106616362746,0.5975359342915811,0.6763901549680948
0.96,0.75,0.5,414,258,0.8501026694045175,0.6160714285714286,0.018025571159086144,0.6776180698151951,0.7144089732528042
0.96,0.75,0.55,411,255,0.8439425051334702,0.6171171171171171,0.01781597149444561,0.6714579055441479,0.7129228100607112
0.96,0.75,0.6,408,252,0.837782340862423,0.6181818181818182,0.01760637182980507,0.6652977412731006,0.7114210985178726
0.96,0.75,0.65,406,249,0.8336755646817249,0.6198473282442748,0.017396772165164536,0.6611909650924025,0.7110332749562172
0.96,0.75,0.7,401,247,0.8234086242299795,0.6188271604938271,0.01725703905540418,0.6529774127310062,0.7066079295154185
0.96,0.75,0.75,390,245,0.8008213552361396,0.6141732283464567,0.01711730594564382,0.6365503080082136,0.6951871657754011
0.96,0.75,0.8,384,243,0.7885010266940452,0.6124401913875598,0.016977572835883463,0.6262833675564682,0.6894075403949731
0.96,0.75,0.85,379,241,0.7782340862422998,0.6112903225806452,0.016837839726123106,0.6160164271047228,0.6847335140018067
0.96,0.75,0.9,371,239,0.7618069815195072,0.6081967213114754,0.016698106616362746,0.6057494866529775,0.6763901549680948
0.96,0.75,0.95,367,239,0.7535934291581109,0.6056105610561056,0.016698106616362746,0.5954825462012321,0.6715462031107045
0.96,0.8,0.5,408,250,0.837782340862423,0.6200607902735562,0.017466638720044714,0.6652977412731006,0.7126637554585152
0.96,0.8,0.55,405,248,0.8316221765913757,0.6202143950995406,0.017326905610284358,0.6591375770020534,0.7105263157894737
0.96,0.8,0.6,402,246,0.8254620123203286,0.6203703703703703,0.017187172500523998,0.6529774127310062,0.7083700440528634
0.96,0.8,0.65,400,244,0.8213552361396304,0.6211180124223602,0.01704743939076364,0.648870636550308,0.7073386383731209
0.96,0.8,0.7,395,243,0.811088295687885,0.6191222570532915,0.016977572835883463,0.6427104722792608,0.7022222222222222
0.96,0.8,0.75,384,242,0.7885010266940452,0.6134185303514377,0.016907706281003285,0.6262833675564682,0.6900269541778975
0.96,0.8,0.8,379,241,0.7782340862422998,0.6112903225806452,0.016837839726123106,0.6201232032854209,0.6847335140018067
0.96,0.8,0.85,374,240,0.7679671457905544,0.6091205211726385,0.016767973171242925,0.6098562628336756,0.6793823796548593
0.96,0.8,0.9,368,239,0.75564681724846,0.6062602965403624,0.016698106616362746,0.6016427104722792,0.6727605118829981
0.96,0.8,0.95,364,239,0.7474332648870636,0.603648424543947,0.016698106616362746,0.5913757700205339,0.6678899082568808
0.96,0.85,0.5,392,245,0.8049281314168378,0.6153846153846154,0.01711730594564382,0.6324435318275154,0.6975088967971531
0.96,0.85,0.55,389,244,0.7987679671457906,0.6145339652448657,0.01704743939076364,0.6283367556468172,0.6946428571428571
0.96,0.85,0.6,386,243,0.7926078028747433,0.6136724960254372,0.016977572835883463,0.62217659137577,0.6917562724014337
0.96,0.85,0.65,385,242,0.7905544147843943,0.6140350877192983,0.016907706281003285,0.62217659137577,0.6912028725314183
0.96,0.85,0.7,381,241,0.7823408624229979,0.612540192926045,0.016837839726123106,0.6160164271047228,0.6871055004508566
0.96,0.85,0.75,374,240,0.7679671457905544,0.6091205211726385,0.016767973171242925,0.6057494866529775,0.6793823796548593
0.96,0.85,0.8,371,240,0.7618069815195072,0.6072013093289689,0.016767973171242925,0.6016427104722792,0.6757741347905283
0.96,0.85,0.85,369,240,0.757700205338809,0.6059113300492611,0.016767973171242925,0.5995893223819302,0.6733576642335768
0.96,0.85,0.9,367,239,0.7535934291581109,0.6056105610561056,0.016698106616362746,0.5975359342915811,0.6715462031107045
0.96,0.85,0.95,364,239,0.7474332648870636,0.603648424543947,0.016698106616362746,0.5913757700205339,0.6678899082568808
0.96,0.9,0.5,375,241,0.7700205338809035,0.6087662337662337,0.016837839726123106,0.6119096509240246,0.6799637352674524
0.96,0.9,0.55,373,240,0.7659137577002053,0.6084828711256117,0.016767973171242925,0.6098562628336756,0.6781818181818181
0.96,0.9,0.6,372,240,0.7638603696098563,0.6078431372549019,0.016767973171242925,0.6078028747433265,0.6769790718835303
0.96,0.9,0.65,372,239,0.7638603696098563,0.6088379705400983,0.016698106616362746,0.6078028747433265,0.6775956284153005
0.96,0.9,0.7,371,239,0.7618069815195072,0.6081967213114754,0.016698106616362746,0.6078028747433265,0.6763901549680948
0.96,0.9,0.75,366,239,0.7515400410677618,0.6049586776859505,0.016698106616362746,0.6016427104722792,0.6703296703296704
0.96,0.9,0.8,365,239,0.7494866529774127,0.6043046357615894,0.016698106616362746,0.5995893223819302,0.6691109074243813
0.96,0.9,0.85,364,239,0.7474332648870636,0.603648424543947,0.016698106616362746,0.5975359342915811,0.6678899082568808
0.96,0.9,0.9,362,239,0.7433264887063655,0.6023294509151415,0.016698106616362746,0.5954825462012321,0.6654411764705882
0.96,0.9,0.95,360,239,0.7392197125256673,0.6010016694490818,0.016698106616362746,0.5893223819301848,0.6629834254143646
0.96,0.925,0.5,368,241,0.75564681724846,0.6042692939244664,0.016837839726123106,0.6078028747433265,0.6715328467153284
0.96,0.925,0.55,366,240,0.7515400410677618,0.6039603960396039,0.016767973171242925,0.6057494866529775,0.6697163769441903
0.96,0.925,0.6,365,240,0.7494866529774127,0.6033057851239669,0.016767973171242925,0.6036960985626283,0.6684981684981685
0.96,0.925,0.65,365,239,0.7494866529774127,0.6043046357615894,0.016698106616362746,0.6036960985626283,0.6691109074243813
0.96,0.925,0.7,365,239,0.7494866529774127,0.6043046357615894,0.016698106616362746,0.6036960985626283,0.6691109074243813
0.96,0.925,0.75,362,239,0.7433264887063655,0.6023294509151415,0.016698106616362746,0.5995893223819302,0.6654411764705882
0.96,0.925,0.8,361,239,0.7412731006160165,0.6016666666666667,0.016698106616362746,0.5975359342915811,0.6642134314627416
0.96,0.925,0.85,360,239,0.7392197125256673,0.6010016694490818,0.016698106616362746,0.5954825462012321,0.6629834254143646
0.96,0.925,0.9,359,239,0.7371663244353183,0.6003344481605352,0.016698106616362746,0.5954825462012321,0.6617511520737328
0.96,0.925,0.95,358,239,0.7351129363449692,0.5996649916247906,0.016698106616362746,0.5893223819301848,0.6605166051660516
0.96,0.95,0.5,367,240,0.7535934291581109,0.6046128500823723,0.016767973171242925,0.6016427104722792,0.6709323583180987
0.96,0.95,0.55,366,239,0.7515400410677618,0.6049586776859505,0.016698106616362746,0.6016427104722792,0.6703296703296704
0.96,0.95,0.6,365,239,0.7494866529774127,0.6043046357615894,0.016698106616362746,0.5995893223819302,0.6691109074243813
0.96,0.95,0.65,365,239,0.7494866529774127,0.6043046357615894,0.016698106616362746,0.5995893223819302,0.6691109074243813
0.96,0.95,0.7,365,239,0.7494866529774127,0.6043046357615894,0.016698106616362746,0.5995893223819302,0.6691109074243813
0.96,0.95,0.75,362,239,0.7433264887063655,0.6023294509151415,0.016698106616362746,0.5975359342915811,0.6654411764705882
0.96,0.95,0.8,361,239,0.7412731006160165,0.6016666666666667,0.016698106616362746,0.5954825462012321,0.6642134314627416
0.96,0.95,0.85,360,239,0.7392197125256673,0.6010016694490818,0.016698106616362746,0.5934291581108829,0.6629834254143646
0.96,0.95,0.9,359,239,0.7371663244353183,0.6003344481605352,0.016698106616362746,0.5934291581108829,0.6617511520737328
0.96,0.95,0.95,358,239,0.7351129363449692,0.5996649916247906,0.016698106616362746,0.5893223819301848,0.6605166051660516
0.96,0.975,0.5,365,239,0.7494866529774127,0.6043046357615894,0.016698106616362746,0.5975359342915811,0.6691109074243813
0.96,0.975,0.55,364,239,0.7474332648870636,0.603648424543947,0.016698106616362746,0.5975359342915811,0.6678899082568808
0.96,0.975,0.6,363,239,0.7453798767967146,0.6029900332225914,0.016698106616362746,0.5954825462012321,0.6666666666666666
0.96,0.975,0.65,363,239,0.7453798767967146,0.6029900332225914,0.016698106616362746,0.5954825462012321,0.6666666666666666
0.96,0.975,0.7,363,239,0.7453798767967146,0.6029900332225914,0.016698106616362746,0.5954825462012321,0.6666666666666666
0.96,0.975,0.75,360,239,0.7392197125256673,0.6010016694490818,0.016698106616362746,0.5934291581108829,0.6629834254143646
0.96,0.975,0.8,359,239,0.7371663244353183,0.6003344481605352,0.016698106616362746,0.5913757700205339,0.6617511520737328
0.96,0.975,0.85,359,239,0.7371663244353183,0.6003344481605352,0.016698106616362746,0.5913757700205339,0.6617511520737328
0.96,0.975,0.9,359,239,0.7371663244353183,0.6003344481605352,0.016698106616362746,0.5913757700205339,0.6617511520737328
0.96,0.975,0.95,358,239,0.7351129363449692,0.5996649916247906,0.016698106616362746,0.5893223819301848,0.6605166051660516
0.97,0.7,0.5,408,125,0.837782340862423,0.7654784240150094,0.008733319360022357,0.6201232032854209,0.8
0.97,0.7,0.55,405,120,0.8316221765913757,0.7714285714285715,0.008383986585621462,0.6139630390143738,0.8003952569169961
0.97,0.7,0.6,402,117,0.8254620123203286,0.7745664739884393,0.008174386920980926,0.6078028747433265,0.7992047713717693
0.97,0.7,0.65,399,114,0.8193018480492813,0.7777777777777778,0.007964787256340389,0.6016427104722792,0.798
0.97,0.7,0.7,393,112,0.8069815195071869,0.7782178217821782,0.007825054146580033,0.5934291581108829,0.7923387096774194
0.97,0.7,0.75,382,110,0.784394250513347,0.7764227642276422,0.007685321036819674,0.5770020533880903,0.7803881511746679
0.97,0.7,0.8,373,106,0.7659137577002053,0.778705636743215,0.007405854817298959,0.5605749486652978,0.7722567287784678
0.97,0.7,0.85,366,103,0.7515400410677618,0.7803837953091685,0.007196255152658423,0.5482546201232033,0.7656903765690376
0.97,0.7,0.9,358,101,0.7351129363449692,0.7799564270152506,0.007056522042898064,0.5379876796714579,0.7568710359408035
0.97,0.7,0.95,354,101,0.7268993839835729,0.778021978021978,0.007056522042898064,0.5277207392197125,0.7515923566878981
0.97,0.75,0.5,401,122,0.8234086242299795,0.7667304015296367,0.00852371969538182,0.6119096509240246,0.7940594059405941
0.97,0.75,0.55,398,118,0.8172484599589322,0.7713178294573644,0.008244253475861106,0.6057494866529775,0.7936191425722832
0.97,0.75,0.6,395,115,0.811088295687885,0.7745098039215687,0.008034653811220569,0.5995893223819302,0.7923771313941825
0.97,0.75,0.65,392,112,0.8049281314168378,0.7777777777777778,0.007825054146580033,0.5934291581108829,0.7911200807265388
0.97,0.75,0.7,387,110,0.7946611909650924,0.778672032193159,0.007685321036819674,0.5852156057494866,0.7865853658536585
0.97,0.75,0.75,376,108,0.7720739219712526,0.7768595041322314,0.007545587927059317,0.5687885010266941,0.7744593202883625
0.97,0.75,0.8,368,106,0.75564681724846,0.7763713080168776,0.007405854817298959,0.5544147843942505,0.7658688865764828
0.97,0.75,0.85,362,103,0.7433264887063655,0.7784946236559139,0.007196255152658423,0.5441478439425051,0.7605042016806722
0.97,0.75,0.9,354,101,0.7268993839835729,0.778021978021978,0.007056522042898064,0.5338809034907598,0.7515923566878981
0.97,0.75,0.95,350,101,0.7186858316221766,0.7760532150776053,0.007056522042898064,0.5236139630390144,0.7462686567164178
0.97,0.8,0.5,393,113,0.8069815195071869,0.7766798418972332,0.00789492070146021,0.5954825462012321,0.7915407854984894
0.97,0.8,0.55,390,111,0.8008213552361396,0.7784431137724551,0.007755187591699853,0.5893223819301848,0.7894736842105262
0.97,0.8,0.6,387,109,0.7946611909650924,0.780241935483871,0.007615454481939496,0.5831622176591376,0.787385554425229
0.97,0.8,0.65,384,107,0.7885010266940452,0.7820773930753564,0.007475721372179138,0.5770020533880903,0.7852760736196318
0.97,0.8,0.7,379,106,0.7782340862422998,0.7814432989690722,0.007405854817298959,0.5708418891170431,0.7798353909465022
0.97,0.8,0.75,368,105,0.75564681724846,0.7780126849894292,0.00733598826241878,0.5544147843942505,0.7666666666666667
0.97,0.8,0.8,361,104,0.7412731006160165,0.7763440860215054,0.007266121707538601,0.5441478439425051,0.7584033613445378
0.97,0.8,0.85,355,102,0.728952772073922,0.7768052516411379,0.0071263885977782436,0.5338809034907598,0.7521186440677966
0.97,0.8,0.9,349,101,0.7166324435318275,0.7755555555555556,0.007056522042898064,0.5256673511293635,0.7449306296691569
0.97,0.8,0.95,345,101,0.7084188911704312,0.773542600896861,0.007056522042898064,0.5154004106776181,0.7395498392282958
0.97,0.85,0.5,375,108,0.7700205338809035,0.7763975155279503,0.007545587927059317,0.5626283367556468,0.7731958762886597
0.97,0.85,0.55,372,107,0.7638603696098563,0.7766179540709812,0.007475721372179138,0.5585215605749486,0.7701863354037267
0.97,0.85,0.6,369,106,0.757700205338809,0.7768421052631579,0.007405854817298959,0.5523613963039015,0.7671517671517671
0.97,0.85,0.65,367,105,0.7535934291581109,0.777542372881356,0.00733598826241878,0.5503080082135524,0.7653806047966633
0.97,0.85,0.7,363,104,0.7453798767967146,0.7773019271948608,0.007266121707538601,0.5441478439425051,0.761006289308176
0.97,0.85,0.75,356,103,0.731006160164271,0.775599128540305,0.007196255152658423,0.5338809034907598,0.7526427061310782
0.97,0.85,0.8,351,103,0.7207392197125256,0.7731277533039648,0.007196255152658423,0.5256673511293635,0.7460148777895855
0.97,0.85,0.85,349,102,0.7166324435318275,0.7738359201773836,0.0071263885977782436,0.5236139630390144,0.744136460554371
0.97,0.85,0.9,347,101,0.7125256673511293,0.7745535714285714,0.007056522042898064,0.5215605749486653,0.7422459893048128
0.97,0.85,0.95,344,101,0.7063655030800822,0.7730337078651686,0.007056522042898064,0.5154004106776181,0.7381974248927039
0.97,0.9,0.5,357,104,0.7330595482546202,0.7744034707158352,0.007266121707538601,0.5400410677618069,0.7531645569620253
0.97,0.9,0.55,355,103,0.728952772073922,0.7751091703056768,0.007196255152658423,0.5379876796714579,0.7513227513227513
0.97,0.9,0.6,354,103,0.7268993839835729,0.774617067833698,0.007196255152658423,0.5359342915811088,0.7500000000000001
0.97,0.9,0.65,354,102,0.7268993839835729,0.7763157894736842,0.0071263885977782436,0.5359342915811088,0.750795334040297
0.97,0.9,0.7,353,102,0.7248459958932238,0.7758241758241758,0.0071263885977782436,0.5359342915811088,0.7494692144373674
0.97,0.9,0.75,348,102,0.7145790554414785,0.7733333333333333,0.0071263885977782436,0.5297741273100616,0.7427961579509071
0.97,0.9,0.8,345,102,0.7084188911704312,0.7718120805369127,0.0071263885977782436,0.5236139630390144,0.7387580299785867
0.97,0.9,0.85,344,101,0.7063655030800822,0.7730337078651686,0.007056522042898064,0.5215605749486653,0.7381974248927039
0.97,0.9,0.9,342,101,0.702258726899384,0.7720090293453724,0.007056522042898064,0.5195071868583162,0.7354838709677419
0.97,0.9,0.95,340,101,0.6981519507186859,0.7709750566893424,0.007056522042898064,0.5133470225872689,0.7327586206896552
0.97,0.925,0.5,350,104,0.7186858316221766,0.7709251101321586,0.007266121707538601,0.5359342915811088,0.7438894792773644
0.97,0.925,0.55,348,103,0.7145790554414785,0.7716186252771619,0.007196255152658423,0.5338809034907598,0.742004264392324
0.97,0.925,0.6,347,103,0.7125256673511293,0.7711111111111111,0.007196255152658423,0.5318275154004107,0.7406616862326574
0.97,0.925,0.65,347,102,0.7125256673511293,0.7728285077951003,0.0071263885977782436,0.5318275154004107,0.7414529914529914
0.97,0.925,0.7,347,102,0.7125256673511293,0.7728285077951003,0.0071263885977782436,0.5318275154004107,0.7414529914529914
0.97,0.925,0.75,344,102,0.7063655030800822,0.7713004484304933,0.0071263885977782436,0.5277207392197125,0.7374062165058949
0.97,0.925,0.8,341,102,0.7002053388090349,0.7697516930022573,0.0071263885977782436,0.5215605749486653,0.7333333333333333
0.97,0.925,0.85,340,101,0.6981519507186859,0.7709750566893424,0.007056522042898064,0.5195071868583162,0.7327586206896552
0.97,0.925,0.9,339,101,0.6960985626283368,0.7704545454545455,0.007056522042898064,0.5195071868583162,0.7313915857605178
0.97,0.925,0.95,338,101,0.6940451745379876,0.7699316628701595,0.007056522042898064,0.5133470225872689,0.7300215982721383
0.97,0.95,0.5,349,103,0.7166324435318275,0.7721238938053098,0.007196255152658423,0.5297741273100616,0.7433439829605964
0.97,0.95,0.55,348,102,0.7145790554414785,0.7733333333333333,0.0071263885977782436,0.5297741273100616,0.7427961579509071
0.97,0.95,0.6,347,102,0.7125256673511293,0.7728285077951003,0.0071263885977782436,0.5277207392197125,0.7414529914529914
0.97,0.95,0.65,347,102,0.7125256673511293,0.7728285077951003,0.0071263885977782436,0.5277207392197125,0.7414529914529914
0.97,0.95,0.7,347,102,0.7125256673511293,0.7728285077951003,0.0071263885977782436,0.5277207392197125,0.7414529914529914
0.97,0.95,0.75,344,102,0.7063655030800822,0.7713004484304933,0.0071263885977782436,0.5256673511293635,0.7374062165058949
0.97,0.95,0.8,341,102,0.7002053388090349,0.7697516930022573,0.0071263885977782436,0.5195071868583162,0.7333333333333333
0.97,0.95,0.85,340,101,0.6981519507186859,0.7709750566893424,0.007056522042898064,0.5174537987679672,0.7327586206896552
